CONCEPTICON_ID	AOA_WORD	OCCUR_TOTAL	OCCUR_NUM	FREQ_PM	RATING_MEAN	RATING_SD	DUNNO
2021	grasp	20	20	4.57	8.20	2.12	1.00
2022	admit	18	18	59.20	7.56	2.23	1.00
2023	crowd	22	22	37.37	7.14	2.75	1.00
2024	plot	20	20	11.59	8.65	1.73	1.00
2025	pea	19	19	3.90	3.95	1.68	1.00
2027	soya	18	7	0.16	15.29	4.82	0.39
2029	tug	18	18	2.75	5.17	2.20	1.00
2030	drag	19	19	26.45	8.84	5.40	1.00
2033	deliver	19	19	28.35	6.63	2.54	1.00
2034	frost	22	22	4.80	5.21	1.58	1.00
2035	pond	19	19	6.33	5.16	1.98	1.00
2036	january	20	20	6.69	5.52	1.39	1.00
2038	dragon	19	19	19.29	5.58	2.34	1.00
2039	magpie	19	17	0.47	10.47	3.57	0.89
2040	buckwheat	18	16	0.47	8.69	2.60	0.89
2041	hemp	19	18	0.33	12.94	3.35	0.95
2042	walnut	19	19	1.96	6.16	1.12	1.00
2043	peach	19	19	6.35	4.21	1.27	1.00
2044	persimmon	20	14	0.08	15.29	5.92	0.70
2045	column	18	18	10.96	7.56	1.79	1.00
2046	apron	20	20	2.67	6.75	2.24	1.00
2048	quilt	20	20	0.76	6.55	2.65	1.00
2049	congee	18	5	0.08	13.20	6.14	0.28
2051	dustpan	18	17	0.25	6.47	2.50	0.94
2052	bucket	18	18	10.02	5.61	2.40	1.00
2054	chopstick	18	18	0.25	8.50	3.35	1.00
2056	wok	19	15	0.75	12.27	4.57	0.79
2058	stool	19	19	3.51	6.21	3.36	1.00
2060	story	19	19	220.78	3.89	1.59	1.00
2062	interest	19	19	50.94	7.37	2.83	1.00
2077	diligent	18	18	0.78	11.78	3.35	1.00
2090	my	21	21	6762.73	2.72	1.44	1.00
2091	your	22	22	6445.39	4.10	1.92	1.00
2093	afterwards	22	22	14.00	7.71	2.85	1.00
2099	child	20	20	157.65	5.15	1.70	1.00
2102	burn	18	18	55.22	4.72	1.87	1.00
2117	desire	19	19	20.27	9.95	3.22	1.00
2124	smell	18	18	83.14	4.22	1.44	1.00
2130	headgear	18	18	0.31	10.78	3.77	1.00
2137	magician	19	19	7.65	5.37	1.38	1.00
2148	pick	19	19	198.39	5.26	2.31	1.00
2150	matter	18	18	370.59	7.56	2.83	1.00
2151	coarse	19	18	1.35	9.11	2.68	0.95
2159	ground	18	18	72.47	4.89	2.30	1.00
2165	slowly	20	20	25.08	6.32	1.94	1.00
2189	dugout	19	19	0.90	8.68	3.64	1.00
2190	taste	19	19	51.31	4.26	1.76	1.00
2192	rejoice	18	18	1.69	8.61	2.75	1.00
2193	carp	19	19	0.76	11.42	4.90	1.00
2200	snout	18	18	0.84	6.83	2.62	1.00
2203	rabid	18	18	1.37	9.22	2.18	1.00
2204	ledge	19	19	3.51	11.05	5.12	1.00
2205	peak	19	19	5.94	7.11	2.11	1.00
2206	rabies	19	18	2.20	8.22	3.32	0.95
2214	affair	18	18	29.45	10.94	3.08	1.00
2222	conjure	19	19	1.25	11.37	3.62	1.00
2233	lovely	19	19	95.16	7.26	2.96	1.00
2239	dense	20	20	2.12	10.20	2.33	1.00
2242	beetle	19	19	2.06	5.32	2.21	1.00
2243	repair	21	21	8.82	7.81	2.16	1.00
2244	metal	18	18	19.45	5.61	2.15	1.00
2245	belch	18	18	0.73	6.22	2.26	1.00
2246	bell	18	18	39.33	3.89	1.68	1.00
2247	caterpillar	18	18	1.12	5.17	1.58	1.00
2252	path	18	18	24.55	6.11	2.95	1.00
2268	potion	19	19	7.45	7.58	3.11	1.00
2271	think	20	20	2691.39	4.75	1.55	1.00
2273	leech	19	19	1.75	7.84	2.03	1.00
2275	shadow	18	18	21.18	5.00	1.71	1.00
2276	identical	18	18	5.53	8.72	2.35	1.00
2277	whole	19	19	385.49	6.89	2.71	1.00
2278	perhaps	20	20	136.06	7.60	1.97	1.00
2283	semen	19	19	3.94	12.37	2.11	1.00
2285	eclipse	19	19	2.82	10.21	3.12	1.00
2286	estuary	22	15	0.10	14.13	3.18	0.68
2287	horizon	20	20	4.47	8.30	3.13	1.00
2290	puddle	19	19	1.94	5.37	2.69	1.00
2291	volcano	19	19	3.33	6.74	2.13	1.00
2292	glasses	22	22	33.12	4.35	1.29	1.00
2293	uvula	19	15	0.18	11.73	3.73	0.79
2294	wrinkle	19	19	1.88	7.21	2.27	1.00
2295	sunset	18	18	10.31	6.06	2.75	1.00
2296	sunrise	18	18	6.06	5.72	1.93	1.00
2297	dusk	19	19	1.20	8.74	1.82	1.00
2298	virgin	19	19	18.84	10.63	2.41	1.00
2299	straw	18	18	6.24	4.22	1.26	1.00
2301	me	22	22	9241.94	3.28	1.50	1.00
2308	thin	19	19	20.18	6.47	2.76	1.00
2309	live	20	20	344.59	6.10	2.15	1.00
2311	woods	22	22	29.06	4.93	1.62	1.00
2313	bronze	19	19	2.80	10.00	3.06	1.00
2316	free	19	19	177.53	5.21	1.78	1.00
2318	chestnut	20	20	1.27	6.55	2.50	1.00
2334	melt	19	19	7.31	5.47	2.09	1.00
2335	cunning	19	19	4.06	10.84	3.82	1.00
2340	sunny	18	18	7.67	6.17	2.83	1.00
2341	cloudy	18	18	2.16	5.50	1.47	1.00
2342	landscape	18	18	2.49	9.89	2.74	1.00
2343	steel	19	19	18.45	7.68	2.45	1.00
2344	petrol	20	18	1.57	12.28	5.14	0.90
2348	crab	18	18	6.90	5.28	2.30	1.00
2349	shrimp	19	19	8.71	7.11	2.77	1.00
2350	earthworm	20	20	0.14	5.35	2.48	1.00
2351	silkworm	19	19	0.06	7.95	2.48	1.00
2352	dragonfly	20	20	2.84	6.80	2.89	1.00
2353	cicada	18	13	0.06	11.54	5.04	0.72
2354	cricket	18	18	2.82	7.72	3.79	1.00
2355	gecko	19	19	0.37	10.32	3.89	1.00
2359	lotus	19	17	2.04	13.59	2.85	0.89
2362	bran	20	20	1.31	9.95	3.30	1.00
2364	peanut	18	18	12.35	5.00	2.09	1.00
2365	radish	20	20	0.61	5.25	1.89	1.00
2366	onion	20	20	4.24	6.05	2.11	1.00
2368	garlic	18	18	6.00	6.89	2.74	1.00
2371	breadfruit	18	7	0.12	13.29	6.34	0.39
2374	dream	1931	1930	133.29	4.88	1.95	1.00
2375	vertical	21	21	2.76	9.71	2.81	1.00
2376	horizontal	20	20	1.51	8.15	2.85	1.00
2386	turkey	19	19	22.61	3.95	1.18	1.00
2390	peccary	19	7	0.02	12.71	4.15	0.37
2393	journey	18	18	19.94	7.67	2.45	1.00
2394	chief	19	19	77.90	7.53	2.86	1.00
2396	knock	19	19	64.69	4.63	2.06	1.00
2397	lobster	18	18	7.33	7.44	2.73	1.00
2398	mango	18	18	1.65	8.22	4.25	1.00
2399	grandparent	20	20	0.25	5.50	2.50	1.00
2400	their	22	22	655.16	5.26	2.02	1.00
2401	picture	19	19	138.45	4.05	1.31	1.00
2402	robin	20	20	24.94	6.69	2.15	1.00
2403	toy	19	19	16.84	3.00	1.15	1.00
2405	christmas	20	20	122.43	4.35	2.09	1.00
2406	home	20	20	774.33	3.87	1.88	1.00
2407	birthday	20	20	97.22	2.85	0.99	1.00
2408	cake	19	19	45.06	3.26	2.28	1.00
2409	brown	22	22	60.12	4.20	1.31	1.00
2413	sarong	20	13	0.14	12.92	4.77	0.65
2422	someone	22	22	446.12	4.92	1.53	1.00
2423	channel	19	19	24.41	5.79	2.51	1.00
2424	member	20	20	28.78	8.20	2.78	1.00
2425	problem	18	18	330.06	6.06	2.88	1.00
2426	climate	19	19	3.53	7.95	2.76	1.00
2427	future	19	19	103.49	7.16	2.67	1.00
2428	library	19	19	22.94	4.95	2.04	1.00
2429	logic	19	19	6.71	10.58	2.91	1.00
2430	office	1928	1927	203.90	6.68	2.48	1.00
2431	revolution	18	18	12.33	10.00	2.33	1.00
2432	marriage	18	18	77.06	7.17	3.37	1.00
2433	theory	19	19	28.61	9.37	1.95	1.00
2434	tragedy	19	19	14.18	10.21	3.19	1.00
2435	university	18	18	23.59	10.72	2.87	1.00
2440	pineapple	20	20	2.55	6.25	1.83	1.00
2441	cashew	19	19	0.22	8.68	3.43	1.00
2444	kingfisher	18	11	0.18	12.73	2.49	0.61
2445	papaya	19	19	1.10	10.84	4.39	1.00
2446	sloth	19	19	1.45	8.37	3.86	1.00
2447	woodpecker	18	18	0.98	6.50	1.86	1.00
2452	purple	20	20	12.33	3.60	1.47	1.00
2454	sixteen	21	21	8.20	4.80	1.86	1.00
2459	grindstone	18	17	0.45	11.47	3.73	0.94
2460	dingo	20	17	1.29	11.29	4.06	0.85
2465	disgust	19	19	2.76	7.68	3.37	1.00
2466	weight	19	19	36.27	6.53	2.34	1.00
2467	game	19	19	233.84	4.26	1.82	1.00
2468	bag	18	18	94.04	4.28	1.56	1.00
2469	against	20	20	201.73	7.97	1.67	1.00
2470	dear	22	22	223.43	5.55	1.82	1.00
2471	lady	19	19	217.08	3.68	1.63	1.00
2477	yak	18	18	1.39	7.78	3.56	1.00
2482	together	20	20	383.39	5.94	1.73	1.00
2486	hide	19	19	69.69	4.47	2.14	1.00
2489	abacus	20	13	0.24	8.69	3.77	0.65
2490	noon	19	19	18.12	5.89	2.18	1.00
2493	boil	20	20	5.94	6.60	1.79	1.00
2497	rattan	20	14	0.08	13.57	5.50	0.70
2498	opium	18	17	2.24	12.41	3.39	0.94
2500	ginger	19	19	6.41	8.05	2.88	1.00
2502	gong	21	21	2.43	9.62	2.93	1.00
2503	launder	19	17	0.67	10.12	3.98	0.89
2504	different	20	20	209.53	5.50	1.67	1.00
2505	bedroom	21	21	36.71	3.90	1.55	1.00
2506	loose	21	21	41.78	7.71	3.64	1.00
2507	disgusting	18	18	26.61	6.06	1.86	1.00
2509	exchange	20	20	20.22	8.35	3.17	1.00
2510	porcupine	19	19	0.65	6.89	2.64	1.00
2512	chick	19	19	26.16	5.53	2.09	1.00
2514	spouse	18	18	1.90	9.94	3.13	1.00
2515	carabao	21	1	0.04	17.00	NA	0.05
2517	crowded	19	19	8.94	7.63	2.56	1.00
2524	joy	19	19	28.55	6.74	2.92	1.00
2526	power	21	21	149.02	7.48	2.40	1.00
2527	ability	19	19	19.22	8.84	3.22	1.00
2529	blessed	19	19	13.80	6.11	2.69	1.00
2530	smart	18	18	96.25	5.50	1.86	1.00
2531	broad	18	18	14.73	10.50	3.63	1.00
2532	tornado	19	19	2.55	6.21	2.32	1.00
2534	depth	18	18	8.25	9.72	3.32	1.00
2535	altitude	19	19	3.88	9.58	2.27	1.00
2536	breadth	19	16	0.43	11.38	4.69	0.84
2537	length	19	19	7.02	6.05	1.99	1.00
2541	miracle	20	20	26.65	6.80	1.91	1.00
2542	herb	19	19	4.98	9.05	2.97	1.00
2543	raven	18	18	3.12	8.56	3.84	1.00
2544	shepherd	18	18	7.43	6.67	2.09	1.00
2546	border	20	20	17.18	6.85	2.23	1.00
2547	city	18	18	169.10	6.56	3.26	1.00
2548	barrel	18	18	10.63	7.72	3.92	1.00
2549	vehicle	19	19	22.61	6.58	3.10	1.00
2553	misery	18	18	10.31	9.22	2.90	1.00
2563	castrate	21	21	0.61	12.43	4.13	1.00
2564	piglet	19	19	2.12	5.68	2.94	1.00
2566	gelding	19	15	0.41	12.60	5.04	0.79
2567	capon	18	9	0.08	11.89	4.54	0.50
2568	baker	22	22	13.69	6.04	2.26	1.00
2569	butcher	21	21	8.51	7.90	4.71	1.00
2570	beef	19	19	19.71	6.58	2.43	1.00
2577	yet	20	20	341.73	6.96	1.85	1.00
2578	pencil	18	18	9.86	4.06	1.80	1.00
2579	toothbrush	21	21	5.00	4.33	1.83	1.00
2580	helicopter	19	19	15.80	5.26	1.94	1.00
2581	octopus	19	19	1.94	6.26	1.79	1.00
2582	wheelchair	18	18	6.20	6.89	2.14	1.00
2583	pretzel	18	18	2.00	5.00	1.61	1.00
2584	bench	19	19	9.67	4.21	1.81	1.00
2586	seahorse	18	18	0.14	5.83	3.29	1.00
2587	darts	21	21	1.96	7.03	1.94	1.00
2588	globe	18	18	5.22	6.50	2.60	1.00
2589	wreath	18	17	1.06	7.06	3.82	0.94
2590	harmonica	19	19	1.75	7.32	2.19	1.00
2591	rhinoceros	18	18	0.75	6.00	2.83	1.00
2592	igloo	19	19	0.29	5.42	1.89	1.00
2594	dominoes	20	20	0.88	7.70	2.57	1.00
2595	cactus	18	18	2.90	6.72	2.95	1.00
2596	escalator	18	18	1.29	7.11	2.68	1.00
2597	harp	20	20	2.63	7.55	3.59	1.00
2599	stethoscope	19	18	0.94	8.50	2.81	0.95
2600	pyramid	18	18	4.00	7.61	2.03	1.00
2601	unicorn	18	18	2.47	4.83	1.86	1.00
2602	funnel	18	18	1.10	8.44	1.62	1.00
2603	accordion	18	18	1.31	8.61	2.97	1.00
2604	noose	18	18	2.18	8.28	3.54	1.00
2605	asparagus	19	19	0.98	6.79	3.85	1.00
2606	compass	18	18	4.06	8.44	2.38	1.00
2607	tripod	19	19	0.90	9.26	3.07	1.00
2608	scroll	19	19	2.27	9.89	3.09	1.00
2609	sphinx	19	18	1.02	10.22	5.02	0.95
2612	protractor	20	20	0.06	9.75	2.38	1.00
