84	call	2944	CALL (APPEAL)	2
#>>>				
#<<<				
85	can; able	972	BE ABLE	4
85	can; able	2238	KNOW HOW	4
85	can; able	1051	CAN	4
#>>>				
86	canine		???	
87	canoe	1970	CANOE	2
88	capsize		???	
89	carry as a backpack		???	
90	carry as a handle		???	
91	carry on the shoulder		???	
92	carry under one arm		???	
#<<<				
93	cat	3825	MALE CAT	2
93	cat	1208	CAT	2
#>>>				
94	cataract		???	
95	catch as a ball		???	
96	centepede		???	
97	chair	1476	CHAIR	2
98	cheek	1730	CHEEK	2
99	chest	1592	CHEST	2
100	chew	321	CHEW	2
#<<<				
101	chicken	1318	CHICKEN	2
101	chicken	2512	CHICK	2
#>>>				
#<<<				
102	child	1801	CHILD (DESCENDANT)	2
102	child	2099	CHILD	2
102	child	1304	CHILD (YOUNG HUMAN)	2
#>>>				
103	chin	1510	CHIN	2
104	choke	129	CHOKE	2
105	choose	1750	CHOOSE	2
106	chop as meat		???	
107	cicada	2353	CICADA	2
#<<<				
108	clean	2235	CLEAN (SOMETHING)	2
108	clean	704	CLEAN	2
#>>>				
109	climb	1102	CLIMB	2
#<<<				
110	cloud	1489	CLOUD	2
110	cloud	448	STORM CLOUDS	2
#>>>				
111	cockroach	1575	COCKROACH	2
112	coconut	970	COCONUT	2
113	coffin	2011	COFFIN	2
#<<<				
114	cold	1287	COLD	2
114	cold	2932	COLD (CHILL)	2
114	cold	2483	COLD (OF WEATHER)	2
114	cold	102	COMMON COLD (DISEASE)	2
#>>>				
115	collapse		???	
116	come	1446	COME	2
#<<<				
117	cook	1100	COOK (SOMETHING)	2
117	cook	2315	COOK (PERSON)	2
#>>>				
118	cooked rice	1191	COOKED RICE	2
119	corpse	767	CORPSE	2
120	coucal		???	
#<<<				
121	cough	879	COUGH	2
121	cough	3913	COUGH (ACT OF COUGHING)	2
#>>>				
#<<<				
122	count	1420	COUNT	2
122	count	2945	COUNT (QUANTITY)	2
#>>>				
#<<<				
123	cousin	1643	COUSIN	2
123	cousin	3823	FEMALE COUSIN	2
123	cousin	3822	MALE COUSIN	2
#>>>				
124	crab	2348	CRAB	2
125	crack	3080	SPLIT OPEN	2
126	crocodile	1857	CROCODILE	2
127	cry	1839	CRY	2
#<<<				
128	dance	1879	DANCE	2
128	dance	3472	DANCE (MOVEMENT)	2
#>>>				
129	dark	706	DARK	2
130	dart	2587	DARTS	2
131	daughter in law	1057	DAUGHTER-IN-LAW	2
#<<<				
132	day	1260	DAY (24 HOURS)	2
132	day	1225	DAY (NOT NIGHT)	2
#>>>				
#<<<				
133	deaf	458	DEAF PERSON	2
133	deaf	996	DEAF	2
#>>>				
134	death	910	DEATH	2
135	deep	1593	DEEP	2
#<<<				
136	deer	1936	DEER	2
136	deer	3826	ROE DEER	2
#>>>				
137	derris root		???	
138	diarrhea	1177	DIARRHEA	2
139	die	1494	DIE	2
140	different	2504	DIFFERENT	2
141	difficult	584	DIFFICULT	2
142	dig	1418	DIG	2
143	dirty	1230	DIRTY	2
#<<<				
144	divide, pull or push apart	1359	SEPARATE	4
144	divide, pull or push apart	1119	DIVIDE	4
144	divide, pull or push apart	884	SHARE	4
144	divide, pull or push apart	2030	DRAG	4
144	divide, pull or push apart	1455	PULL	4
144	divide, pull or push apart	43	LEAD (GUIDE)	4
#>>>				
#<<<				
145	divorce/separate	1119	DIVIDE	4
145	divorce/separate	1359	SEPARATE	4
145	divorce/separate	3672	DIVORCE (SEPARATE)	4
145	divorce/separate	1134	DIVORCE	4
#>>>				
146	dizzy	2712	GET DIZZY	4
147	dog	2009	DOG	2
148	dom. Pig		???	
149	door	1567	DOOR	2
150	downriver		???	
151	dragon	2038	DRAGON	2
152	dragonfly	2352	DRAGONFLY	2
#<<<				
153	dream	1920	DREAM (SOMETHING)	2
153	dream	2455	DREAMING OR DREAM	2
153	dream	2374	DREAM	2
#>>>				
#<<<				
154	drink	731	BEVERAGE	2
154	drink	1401	DRINK	2
#>>>				
#<<<				
155	drop	750	DROP	2
155	drop	2087	DROP (CLASSIFIER)	2
155	drop	3748	DROP (OF A LIQUID)	2
155	drop	2866	DROP (SOMETHING)	2
#>>>				
156	drown	1904	DROWN	2
157	drum	908	DRUM	2
158	drunk	1463	DRUNK	2
#<<<				
159	dry	1398	DRY	2
159	dry	1786	DRY UP	2
#>>>				
#<<<				
160	dull	905	BORING	2
160	dull	379	BLUNT	2
160	dull	1518	STUPID	2
#>>>				
161	durian		???	
162	dust	2	DUST	2
163	eagle	1905	EAGLE	2
164	ear	1247	EAR	2
165	earthworm	2350	EARTHWORM	2
166	easy	686	EASY	2
167	eat	1336	EAT	2
168	edge	863	EDGE	2
169	egg	744	EGG	2
170	egret	758	HERON	2
171	eight	1705	EIGHT	2
172	elbow	981	ELBOW	2
173	empty	1624	EMPTY	2
174	enemy	1358	ENEMY	2
175	enough	1881	ENOUGH	2
176	enter	749	ENTER	2
177	evening	1629	EVENING	2
178	every	98	ALL	2
179	every day		???	
#<<<				
180	excrement	675	FAECES (EXCREMENT)	2
180	excrement	47	EXCRETA	2
180	excrement	3435	COW DUNG	2
#>>>				
181	eye	1248	EYE	2
182	eye brow		???	
183	eyelash	1540	EYELASH	2
184	face	1560	FACE	2
#<<<				
185	fall	1280	FALL	2
185	fall	2894	TUMBLE (FALL DOWN)	2
185	fall	1276	AUTUMN	2
#>>>				
186	.false		???	
187	far	1406	FAR	2
#<<<				
188	fast	1631	FAST	2
188	fast	3331	FASTING	2
188	fast	303	ABSTAIN FROM FOOD	2
#>>>				
#<<<				
189	fat	323	FAT (ORGANIC SUBSTANCE)	2
189	fat	2555	OIL (FROM PLANTS)	2
189	fat	1279	FAT (OBESE)	2
189	fat	1282	FAT (FROM ANIMALS)	2
189	fat	2449	FAT (OF MEAT AND FOOD)	2
#>>>				
190	father	1217	FATHER	2
191	father in law	1055	FATHER-IN-LAW	2
192	fathom	81	FATHOM	2
#<<<				
193	fat (n)	323	FAT (ORGANIC SUBSTANCE)	2
193	fat (n)	1282	FAT (FROM ANIMALS)	2
#>>>				
#<<<				
194	feeling	2521	FEELING (HAPTIC SENSE)	2
194	feeling	2573	FEELING (EMOTION)	2
#>>>				
195	fell	355	CUT DOWN	2
196	fern	3802	FERN	2
197	fever	1534	FEVER	2
#<<<				
198	few	1242	FEW	2
198	few	3451	FEW PIECES	2
#>>>				
199	field hut		???	
#<<<				
200	fight	3880	FIGHT (COMBAT)	2
200	fight	1423	FIGHT	2
200	fight	2902	BRAWL (FIGHT)	2
#>>>				
201	fill	2006	FILL	2
202	fin	213	FIN	2
203	find	719	FIND	2
204	finger	1303	FINGER	2
205	finger nail	1258	FINGERNAIL	2
#<<<				
206	finish	1766	FINISH	2
206	finish	743	END (OF TIME)	2
#>>>				
207	fire 	221	FIRE	2
208	fireplace	185	FIREPLACE	2
209	firewood	10	FIREWOOD	2
210	firewood storage		???	
#<<<				
211	fish	227	FISH	2
211	fish	2638	FISHING	2
#>>>				
212	five	493	FIVE	2
213	flat	1633	FLAT	2
#<<<				
214	flesh	2259	FLESH	2
214	flesh	2615	FLESH OR MEAT	2
#>>>				
215	float	1574	FLOAT	2
216	flood	613	HIGH TIDE	2
217	floor	1632	FLOOR	2
218	flower	239	FLOWER	2
#<<<				
219	fly	1504	FLY (INSECT)	2
219	fly	1441	FLY (MOVE THROUGH AIR)	2
#>>>				
220	flying lemur		???	
221	fontanelle		???	
222	food	256	FOOD	2
223	forehead	123	FOREHEAD	2
224	forget	1523	FORGET	2
225	four	1500	FOUR	2
226	friend	1325	FRIEND	2
227	frighten	252	FRIGHTEN	2
228	frog	503	FROG	2
229	from	693	FROM	2
230	fruit	1507	FRUIT	2
231	fruit bat	235	FLYING FOX	2
232	fry	991	FRY	2
233	full	1429	FULL	2
#<<<				
234	full, of food	106	SATIATED	4
234	full, of food	1429	FULL	4
#>>>				
#<<<				
235	gall	1780	BILE	2
235	gall	3372	GALL BLADDER	2
#>>>				
236	gecko	2355	GECKO	2
#<<<				
237	ghost	1175	GHOST	2
237	ghost	53	SPIRIT	2
#>>>				
238	gibbon	2511	GIBBON	2
239	gills	1916	GILL	2
#<<<				
240	give	1447	GIVE	2
240	give	196	DONATE	2
#>>>				
241	give birth	1195	GIVE BIRTH	2
242	go	695	GO	2
243	goiter	1957	GOITER	2
244	good	1035	GOOD	2
245	grainary		???	
#<<<				
246	grandchild	1618	GRANDSON	2
246	grandchild	1617	GRANDCHILD	2
#>>>				
247	grandfather	1383	GRANDFATHER	2
248	grandmother	1496	GRANDMOTHER	2
249	grass	606	GRASS	2
250	grasshopper	607	GRASSHOPPER	2
251	grave	1773	GRAVE	2
252	great argus pheasant		???	
#<<<				
253	grow, as a plant	3461	GROW PLANTS	4
253	grow, as a plant	552	GROW UP	4
253	grow, as a plant	1486	PLANT (SOMETHING)	4
253	grow, as a plant	479	GROW	4
#>>>				
254	gums	139	GUMS	2
255	hair whirl		???	
#<<<				
256	half	816	HALF	2
256	half	3836	HALF (HALF OF)	2
#>>>				
#<<<				
257	hammer	3306	NAIL	2
257	hammer	3115	HAMMER (SOMETHING)	2
257	hammer	1481	HAMMER	2
#>>>				
258	hand/arm	2121	ARM OR HAND	2
259	handspan	3838	HANDSPAN	2
#<<<				
260	hang	2884	HANG	2
260	hang	357	HANG UP	2
#>>>				
261	happy	1495	HAPPY	2
#<<<				
262	hard	1884	HARD	2
262	hard	584	DIFFICULT	2
#>>>				
#<<<				
263	harvest	1827	HARVEST CROPS	2
263	harvest	3541	HARVEST OR HARVEST SEASON	2
263	harvest	3327	AUTUMN OR HARVEST SEASON	2
263	harvest	611	HARVEST	2
#>>>				
264	hat	771	HAT	2
265	have	773	HAVE	2
#<<<				
266	head	1256	HEAD	2
266	head	2992	TIP (OF OBJECT)	2
#>>>				
267	head hair	2648	HAIR (HEAD)	2
268	headhunting		???	
269	heart	1223	HEART	2
270	heavy	1210	HEAVY	2
271	heel	980	HEEL	2
272	helmeted hornbill		???	
#<<<				
273	help	3467	HELP (ASSISTANCE)	2
273	help	1897	HELP	2
#>>>				
274	here	136	HERE	2
275	heron	758	HERON	2
276	he/she	2642	HE OR SHE	2
277	hiccup	162	HICCOUGH	2
278	hide oneself	2486	HIDE	2
279	hoarse		???	
280	hold	1448	HOLD	2
281	hole	1667	HOLE	2
282	hook	1071	HOOK	2
#<<<				
283	horn	1393	HORN (ANATOMY)	2
283	horn	939	HORN (INSTRUMENT)	2
#>>>				
#<<<				
284	hot	2272	HOT OR WARM	2
284	hot	1286	HOT	2
#>>>				
285	house	1252	HOUSE	2
286	house post	281	POST	2
287	how	1239	HOW	2
288	how many	822	HOW MANY	2
289	hundred	1634	HUNDRED	2
290	hungry	1533	BE HUNGRY	2
291	hunt with a dog		???	
292	husband	1200	HUSBAND	2
293	husk	2501	RICE HUSK	2
294	i	1209	I	2
295	I	1209	I	2
296	if	1459	IF	2
297	index finger	577	FOREFINGER	2
298	in front	1883	IN FRONT OF	2
299	insect bat	1793	BAT	2
300	inside	1606	INSIDE	2
301	insult	3204	INSULT	2
302	intestinal worms	3623	INTESTINAL WORM	2
303	intestines	1991	INTESTINES	2
304	ironwood		???	
305	island	622	ISLAND	2
#<<<				
306	itchy	149	ITCHY	2
306	itchy	3856	ITCH OR ITCHY OR ITCHING	2
#>>>				
307	jealous	2821	JEALOUS	2
308	jump	1829	JUMP	2
309	kick	1135	KICK	2
310	kill	1417	KILL	2
#<<<				
311	kiss	3454	KISS (NOUN)	2
311	kiss	578	KISS	2
#>>>				
312	knee	1371	KNEE	2
313	knife	1352	KNIFE	2
314	knuckle	2824	KNUCKLE	2
315	lake	624	LAKE	2
#<<<				
316	land	626	LAND	2
316	land	166	MAINLAND	2
#>>>				
317	large fly		???	
318	large mortar		???	
319	large pestle		???	
320	laugh	1355	LAUGH	2
321	lazy	1564	LAZY	2
#<<<				
322	leaf	2250	LEAF (LEAFLIKE OBJECT)	2
322	leaf	628	LEAF	2
#>>>				
323	leak	2253	DRIP (EMIT LIQUID)	2
324	learn	504	LEARN	2
325	leave	1752	LEAVE	2
#<<<				
326	leech	949	WATER LEECH	2
326	leech	2273	LEECH	2
#>>>				
#<<<				
327	left	244	LEFT	2
327	left	1752	LEAVE	2
327	left	2182	LEFT HAND	2
#>>>				
328	leg	1297	LEG	2
329	lend	582	LEND	2
330	leopard	1139	LEOPARD	2
331	lid	2319	LID (COVER, CAP)	2
332	lie down	215	LIE DOWN	2
#<<<				
333	lift, carry	413	CARRY ON SHOULDER	4
333	lift, carry	700	CARRY	4
333	lift, carry	1448	HOLD	4
333	lift, carry	1123	PREGNANT	4
333	lift, carry	1911	DRAW (WATER)	4
333	lift, carry	501	LIFT	4
333	lift, carry	3438	CARRY (WITH POLE ON SHOULDER)	4
333	lift, carry	412	CARRY IN HAND	4
333	lift, carry	465	CARRY ON BACK	4
333	lift, carry	414	CARRY ON HEAD	4
#>>>				
#<<<				
334	light/bright	625	LAMP	4
334	light/bright	679	BRIGHT	4
334	light/bright	250	LIGHT (COLOR)	4
334	light/bright	737	LIGHT (IGNITE)	4
334	light/bright	1273	CANDLE	4
334	light/bright	2181	LIGHT (IN TASTE)	4
334	light/bright	630	LIGHT (RADIATION)	4
334	light/bright	2201	LIGHT (SMELL OR TASTE)	4
334	light/bright	1052	LIGHT (WEIGHT)	4
#>>>				
335	lightening	1654	LIGHTNING	2
336	light weight	1052	LIGHT (WEIGHT)	2
#<<<				
337	like	1117	LIKE	2
337	like	1558	SIMILAR	2
#>>>				
#<<<				
338	lime	982	LIME (FRUIT)	2
338	lime	2540	LIME (MATERIAL)	2
#>>>				
339	lips	478	LIP	2
#<<<				
340	listen, hear	1608	LISTEN	4
340	listen, hear	3862	HEAR OR LISTEN	4
340	listen, hear	1408	HEAR	4
340	listen, hear	2126	EAR OR HEAR	4
340	listen, hear	1635	OBEY	4
340	listen, hear	1247	EAR	4
#>>>				
341	liver	1224	LIVER	2
342	lizard	632	LIZARD	2
343	loincloth	1965	LOINCLOTH	2
#<<<				
344	long	1203	LONG	2
344	long	3473	LONG (FOR SOMETHING)	2
344	long	418	FOR A LONG TIME	2
#>>>				
#<<<				
345	loose	2506	LOOSE	2
345	loose	1933	LOOSEN	2
#>>>				
346	lost	3667	LOST	2
347	loud	377	LOUD	2
#<<<				
348	louse	1392	LOUSE	2
348	louse	310	HEAD LOUSE	2
#>>>				
349	lowland plain		???	
#<<<				
350	make	734	MAKE	2
350	make	2575	DO OR MAKE	2
#>>>				
#<<<				
351	man	683	PERSON	2
351	man	1554	MAN	2
351	man	2106	MALE PERSON	2
#>>>				
352	mantis	3279	MANTIS	2
#<<<				
353	many	1198	MANY	2
353	many	3453	MANY PIECES	2
#>>>				
354	married		???	
355	mat	195	MAT	2
356	measure	1506	MEASURE	2
357	meet	1831	MEET	2
358	millipede		???	
359	mist	249	FOG	2
360	mix	2017	MIX	2
361	molars		???	
362	monitor		???	
363	monkey	1350	MONKEY	2
364	moon	1313	MOON	2
365	morning	1339	MORNING	2
366	mosquito	1509	MOSQUITO	2
367	moss	637	MOSS	2
368	mother	1216	MOTHER	2
369	mother in law	1050	MOTHER-IN-LAW	2
370	mountain	639	MOUNTAIN	2
371	mouse deer		???	
372	mouth	674	MOUTH	2
373	mud	640	MUD	2
374	mushroom	641	MUSHROOM	2
#<<<				
375	mute	2320	MUTE PERSON	2
375	mute	1666	MUTE	2
#>>>				
376	naked	590	NAKED	2
#<<<				
377	name	180	CALL BY NAME	2
377	name	1405	NAME	2
#>>>				
378	nape	1347	NAPE (OF NECK)	2
379	narrow	1267	NARROW	2
380	navel	1838	NAVEL	2
381	near	1942	NEAR	2
382	neck	1333	NECK	2
#<<<				
383	nest	3549	BIRD NEST	2
383	nest	539	NEST	2
#>>>				
384	new	1231	NEW	2
385	next to	2917	NEXT TO	2
#<<<				
386	niece; nephew	1642	NIECE	4
386	niece; nephew	3890	NEPHEW OR NIECE	4
386	niece; nephew	1063	NEPHEW	4
386	niece; nephew	1056	SON-IN-LAW	4
#>>>				
387	night	1233	NIGHT	2
388	nine	1483	NINE	2
389	nipple	796	NIPPLE	2
390	noon	12	MIDDAY	2
391	nose	1221	NOSE	2
392	now	1376	NOW	2
393	ocean	645	OCEAN	2
#<<<				
394	old	2112	OLD (AGED)	2
394	old	2113	OLD (USED)	2
394	old	1229	OLD	2
394	old	406	OLD MAN	2
#>>>				
395	older siblings	405	OLDER SIBLING	4
396	one	1493	ONE	2
397	only	1580	ONLY	2
398	on top	57	ATOP	2
#<<<				
399	open	1156	OPEN	2
399	open	3235	OPEN (STATE)	2
#>>>				
400	or	1014	OR	2
401	otter	15	OTTER	2
402	overflow	3130	SPILL (SOMETHING)	4
403	Owl	735	OWL	2
#<<<				
404	paddle	3668	PADDLE (MOVEMENT)	2
404	paddle	234	PADDLE	2
404	paddle	3137	OAR	2
#>>>				
405	painful	1129	PAINFUL	2
406	palate	540	PALATE	2
#<<<				
407	palm	1183	PALM OF HAND	2
407	palm	1181	PALM TREE	2
#>>>				
408	pangolin	2508	PANGOLIN	2
409	parang	2680	MACHETE	2
#<<<				
410	peak/top	3036	TREETOP	4
410	peak/top	1753	TOP	4
410	peak/top	1748	RIDGE	4
410	peak/top	2379	UP OR ABOVE	4
410	peak/top	1614	SUMMIT	4
410	peak/top	2205	PEAK	4
#>>>				
411	peel fruit		???	
412	person	683	PERSON	2
413	pinch	378	PINCH	2
414	pinky		???	
415	pit viper		???	
416	place, noun	1839	CRY	3
#<<<				
417	plant	653	PLANT (VEGETATION)	2
417	plant	1486	PLANT (SOMETHING)	2
#>>>				
418	plate	480	PLATE	2
419	plateau		???	
420	pluck	2148	PICK	4
421	point	2669	POINT (WITH FINGER)	2
422	pond	2035	POND	2
423	porcupine	2510	PORCUPINE	2
424	pound rice		???	
425	pour	1487	POUR	2
#<<<				
426	pregnant	1123	PREGNANT	2
426	pregnant	3827	PREGNANT (OF ANIMALS)	2
#>>>				
427	primary jungle		???	
428	print		???	
429	pull	1455	PULL	2
430	punch		???	
431	punnish		???	
432	pus	1808	PUS	2
433	push	1452	PUSH	2
434	put down	998	PUT	2
435	python	1563	PYTHON	2
436	quiet	1314	QUIET	2
437	raft	1664	RAFT	2
438	rafter	829	RAFTER	2
#<<<				
439	rain	658	RAIN (PRECIPITATION)	2
439	rain	2108	RAINING OR RAIN	2
439	rain	1253	RAIN (RAINING)	2
#>>>				
440	rainbow	1733	RAINBOW	2
441	rambutan		???	
442	rapids	1670	RAPIDS	2
#<<<				
443	rat	1490	RAT	2
443	rat	1491	MOUSE	2
443	rat	2139	MUROID (MOUSE OR RAT)	2
#>>>				
444	rattan	2497	RATTAN	2
445	raw	1959	RAW	2
#<<<				
446	receive	694	GET	2
446	receive	7	GATHER	2
#>>>				
447	red	156	RED	2
448	red leaf monkey		???	
449	remember	707	REMEMBER	2
450	rest	168	REST	2
#<<<				
451	return	85	GIVE BACK	2
451	return	581	COME BACK	2
#>>>				
452	return home	142	RETURN HOME	2
453	rhinoceros beetle		???	
454	rhinoceros hornbill		???	
455	rice	926	RICE	2
456	rice grain		???	
457	rice wine		???	
#<<<				
458	right	1725	CORRECT (RIGHT)	2
458	right	2183	RIGHT HAND	2
458	right	1019	RIGHT	2
#>>>				
459	ripe	178	RIPE	2
#<<<				
460	river	666	RIVER	2
460	river	3311	FLOWING BODY OF WATER	2
#>>>				
461	river mouth	1701	RIVER MOUTH	2
#<<<				
462	road	667	ROAD	2
462	road	2457	PATH OR ROAD	2
#>>>				
463	roast	1962	ROAST (SOMETHING)	2
464	roll	827	ROLL	2
465	roof	769	ROOF	2
466	room	1450	ROOM	2
467	roots	670	ROOT	4
468	rope	1218	ROPE	2
469	rotten as meat		???	
470	rub	1449	RUB	2
471	run	1519	RUN	2
472	sad	699	SAD	2
473	sago	2270	SAGO	2
474	saliva	1503	SALIVA	2
475	salty	1091	SALTY	2
#<<<				
476	same; similar	1558	SIMILAR	4
476	same; similar	200	SAME	4
#>>>				
#<<<				
477	sand	671	SAND	2
477	sand	3460	BEACH	2
#>>>				
478	sand fly		???	
479	sap	345	SAP	2
480	sape	2681	LUTE	2
#<<<				
481	say	1623	SPEAK	2
481	say	1458	SAY	2
#>>>				
482	scabbard	3424	SHEATH	4
#<<<				
483	scale	2783	SCALES (MEASURE INSTRUMENT)	2
483	scale	266	SCALE	2
#>>>				
#<<<				
484	scar	497	SCAR	2
484	scar	1109	WOUND	2
#>>>				
485	scold	299	SCOLD	2
486	scorpion	1538	SCORPION	2
487	scratch	1436	SCRATCH	2
488	secondary jungle		???	
489	see	1409	SEE	2
490	seed	714	SEED	2
491	sell	1571	SELL	2
492	send	1127	SEND	2
493	seven	1704	SEVEN	2
494	sew	1457	SEW	2
495	shade	1388	SHADE	2
496	shadow	1388	SHADE	2
497	shallow	193	SHALLOW	2
498	sharp	1396	SHARP	2
499	sharpen	251	SHARPEN (SOMETHING)	2
500	shield	1064	SHIELD	2
501	shin	186	SHIN	2
502	shoot a blowpipe		???	
503	short	1645	SHORT	2
504	shoulder	1482	SHOULDER	2
505	shout	715	SHOUT	2
#<<<				
506	shrimp	238	PRAWNS	2
506	shrimp	2349	SHRIMP	2
#>>>				
507	shy	487	SHY	2
#<<<				
508	sick	1847	SICK	2
508	sick	2327	BECOME SICK	2
#>>>				
#<<<				
509	sit	1416	SIT	2
509	sit	1649	SIT DOWN	2
#>>>				
510	six	1703	SIX	2
#<<<				
511	skin	763	SKIN	2
511	skin	291	PULL OFF (SKIN)	2
511	skin	2614	SKIN (ANIMAL)	2
511	skin	2613	SKIN (HUMAN)	2
#>>>				
512	skin an animal		???	
513	skink		???	
514	skinny	1400	THIN (SLIM)	2
515	skirt	1600	SKIRT	2
516	sky	1732	SKY	2
517	slap	3160	SLAP	2
#<<<				
518	sleep	1585	SLEEP	2
518	sleep	2972	SLEEP (STATE)	2
#>>>				
519	sleep talk		???	
520	slice	2954	SLICE	2
521	slip	1324	SLIP	2
522	slow	701	SLOW	2
523	slow loris		???	
524	small	1246	SMALL	2
525	smell, noun	1839	CRY	3
526	smile	1451	SMILE	2
527	smoke (noun)	778	SMOKE (EXHAUST)	1
528	snail	1543	SNAIL	2
529	snake	730	SNAKE	2
#<<<				
530	snap	459	SNAP (OF STICK)	2
530	snap	460	BREAK (OF ROPE)	2
#>>>				
531	sneeze	1621	SNEEZE	2
532	snore	1983	SNORE	2
533	snot	208	NASAL MUCUS (SNOT)	2
534	soft	1856	SOFT	2
#<<<				
535	song/sing	3422	SONG (CLASSIFIER)	4
535	song/sing	1096	SONG	4
535	song/sing	1261	SING	4
#>>>				
536	son in law	1056	SON-IN-LAW	2
#<<<				
537	sour	1906	SOUR	2
537	sour	1923	ROUGH	2
#>>>				
538	speak	1623	SPEAK	2
539	spicy	544	SPICY	2
540	spider	843	SPIDER	2
541	spider hunter		???	
542	spit	1440	SPIT	2
543	splash	365	SPLASH	2
544	split	1437	SPLIT	2
545	squeeze	1414	SQUEEZE	2
546	squirrel	1628	SQUIRREL	2
#<<<				
547	stab	3189	STAB TO DEATH	2
547	stab	1434	STAB	2
#>>>				
#<<<				
548	stairs	34	STAIRS	2
548	stairs	1464	LADDER	2
#>>>				
#<<<				
549	stand	1442	STAND	2
549	stand	570	STAND UP	2
#>>>				
550	star	1430	STAR	2
#<<<				
551	stay; lodge	363	DWELL (LIVE, RESIDE)	4
551	stay; lodge	987	REMAIN	4
551	stay; lodge	1416	SIT	4
#>>>				
552	steal	713	STEAL	2
553	sticky	3703	STICKY	2
#<<<				
554	stomach	1251	BELLY	2
554	stomach	819	STOMACH	2
#>>>				
#<<<				
555	stone	668	ROCK	2
555	stone	1762	STONE (OF FRUIT)	2
555	stone	857	STONE	2
#>>>				
#<<<				
556	stop	2880	HALT (STOP)	2
556	stop	2115	CEASE OR FINISH	2
556	stop	3351	STOP DOING	2
#>>>				
557	story	2060	STORY	2
558	straight	1404	STRAIGHT	2
559	strong	785	STRONG	2
560	stump	241	TREE STUMP	2
561	sugar cane	146	SUGAR CANE	2
562	sun hat		???	
563	sunrise	2296	SUNRISE	2
564	sunset	2295	SUNSET	2
565	supernatural storm		???	
566	surprised	1572	SURPRISED	2
#<<<				
567	swallow	897	SWALLOW	2
567	swallow	3077	SWALLOW (BIRD)	2
#>>>				
#<<<				
568	sweat	2458	PERSPIRE OR SWEAT	2
568	sweat	125	SWEAT (SUBSTANCE)	2
#>>>				
569	sweep	230	SWEEP	2
