ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH	LOCAL_ID
Heggarty-2016-110-1	1493	ONE	1	one	1
Heggarty-2016-110-2	1498	TWO	2	two	2
Heggarty-2016-110-3	492	THREE	3	three	3
Heggarty-2016-110-4	1500	FOUR	4	four	4
Heggarty-2016-110-5	493	FIVE	5	five	5
Heggarty-2016-110-6	1703	SIX	6	six	6
Heggarty-2016-110-7	1704	SEVEN	7	seven	7
Heggarty-2016-110-8	1705	EIGHT	8	eight	8
Heggarty-2016-110-9	1483	NINE	9	nine	9
Heggarty-2016-110-10	1515	TEN	10	ten	10
Heggarty-2016-110-11			11	hundred	20
Heggarty-2016-110-12	1226	YEAR	12	year	51
Heggarty-2016-110-13			13	right	81
Heggarty-2016-110-14			14	I	101
Heggarty-2016-110-15	1236	WHAT	15	what?	121
Heggarty-2016-110-16			16	in	141
Heggarty-2016-110-17			17	out	143
Heggarty-2016-110-18			18	top	144
Heggarty-2016-110-19			19	over	146
Heggarty-2016-110-20			20	mid	147
Heggarty-2016-110-21	1256	HEAD	21	head	201
Heggarty-2016-110-22	1248	EYE	22	eye	211
Heggarty-2016-110-23	1247	EAR	23	ear	213
Heggarty-2016-110-24			24	tear	214
Heggarty-2016-110-25	674	MOUTH	25	mouth	221
Heggarty-2016-110-26	1205	TONGUE	26	tongue	223
Heggarty-2016-110-27	1380	TOOTH	27	tooth	224
Heggarty-2016-110-28	1277	HAND	28	hand	231
Heggarty-2016-110-29	1301	FOOT	29	foot	251
Heggarty-2016-110-30	1371	KNEE	30	knee	253
Heggarty-2016-110-31			31	toe	254
Heggarty-2016-110-32	946	BLOOD	32	blood	261
Heggarty-2016-110-33	1394	BONE	33	bone	262
Heggarty-2016-110-34			34	nail	264
Heggarty-2016-110-35	1223	HEART	35	heart	281
Heggarty-2016-110-36			36	liver	284
Heggarty-2016-110-37			37	hound	312
Heggarty-2016-110-38	1491	MOUSE	38	mouse	315
Heggarty-2016-110-39			39	goose	323
Heggarty-2016-110-40			40	fish	324
Heggarty-2016-110-41			41	cow	331
Heggarty-2016-110-42			42	lamb	332
Heggarty-2016-110-43			43	calf	334
Heggarty-2016-110-44	1393	HORN (ANATOMY)	44	horn	382
Heggarty-2016-110-45			45	wool	390
Heggarty-2016-110-46	1405	NAME	46	name	410
Heggarty-2016-110-47			47	word	411
Heggarty-2016-110-48			48	mother	431
Heggarty-2016-110-49			49	father	432
Heggarty-2016-110-50			50	brother	433
Heggarty-2016-110-51			51	daughter	441
Heggarty-2016-110-52	1225	DAY (NOT NIGHT)	52	day	501
Heggarty-2016-110-53	1233	NIGHT	53	night	502
Heggarty-2016-110-54	1313	MOON	54	moon	512
Heggarty-2016-110-55			55	north	526
Heggarty-2016-110-56	646	ASH	56	ash	543
Heggarty-2016-110-57	857	STONE	57	stone	551
Heggarty-2016-110-58			58	earth	552
Heggarty-2016-110-59	1253	RAIN (RAINING)	59	rain	581
Heggarty-2016-110-60			60	snow	582
Heggarty-2016-110-61			61	ice	583
Heggarty-2016-110-62	960	WIND	62	wind	585
Heggarty-2016-110-63			63	storm	591
Heggarty-2016-110-64			64	thunder	592
Heggarty-2016-110-65			65	hunger	600
Heggarty-2016-110-66	1274	SALT	66	salt	604
Heggarty-2016-110-67			67	milk	605
Heggarty-2016-110-68			68	corn	607
Heggarty-2016-110-69			69	honey	615
Heggarty-2016-110-70	628	LEAF	70	leaf	626
Heggarty-2016-110-71			71	thorn	627
Heggarty-2016-110-72			72	oak	629
Heggarty-2016-110-73			73	house	651
Heggarty-2016-110-74			74	yard	654
Heggarty-2016-110-75			75	oven	655
Heggarty-2016-110-76			76	home	656
Heggarty-2016-110-77			77	stool	657
Heggarty-2016-110-78			78	bath	658
Heggarty-2016-110-79			79	thing	660
Heggarty-2016-110-80			80	needle	663
Heggarty-2016-110-81			81	ring	664
Heggarty-2016-110-82	1335	WHITE	82	white	702
Heggarty-2016-110-83	156	RED	83	red	703
Heggarty-2016-110-84	1425	GREEN	84	green	704
Heggarty-2016-110-85			85	long	721
Heggarty-2016-110-86			86	sharp	741
Heggarty-2016-110-87			87	young	751
Heggarty-2016-110-88			88	sore	756
Heggarty-2016-110-89			89	quick	765
Heggarty-2016-110-90			90	fast	766
Heggarty-2016-110-91			91	naked	767
Heggarty-2016-110-92			92	holy	768
Heggarty-2016-110-93			93	better	770
Heggarty-2016-110-94			94	good	771
Heggarty-2016-110-95			95	all	782
Heggarty-2016-110-96	1429	FULL	96	full	784
Heggarty-2016-110-97			97	warm	791
Heggarty-2016-110-98	1287	COLD	98	cold	792
Heggarty-2016-110-99	1231	NEW	99	new	798
Heggarty-2016-110-100			100	is	800
Heggarty-2016-110-101			101	sit!	812
Heggarty-2016-110-102			102	eat!	831
Heggarty-2016-110-103			103	drink!	832
Heggarty-2016-110-104			104	bite!	833
Heggarty-2016-110-105			105	see!	851
Heggarty-2016-110-106			106	hear!	852
Heggarty-2016-110-107			107	wash!	872
Heggarty-2016-110-108			108	fight!	894
Heggarty-2016-110-109			109	swear!	899
Heggarty-2016-110-110			110	open	962
