ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Wilson-1969-35-1	1040	HAIR	1	hair
Wilson-1969-35-2	1256	HEAD	2	head
Wilson-1969-35-3	674	MOUTH	3	mouth
Wilson-1969-35-4	1221	NOSE	4	nose
Wilson-1969-35-5	1248	EYE	5	eye
Wilson-1969-35-6	1333	NECK	6	neck
Wilson-1969-35-7	1251	BELLY	7	belly
Wilson-1969-35-8	763	SKIN	8	skin
Wilson-1969-35-9	1371	KNEE	9	knee
Wilson-1969-35-10	1554	MAN	10	man
Wilson-1969-35-11	962	WOMAN	11	woman
Wilson-1969-35-12	937	BIRD	12	bird
Wilson-1969-35-13	2009	DOG	13	dog
Wilson-1969-35-14	667	ROAD	14	road
Wilson-1969-35-15	857	STONE	15	stone
Wilson-1969-35-16	1202	BIG	16	big
Wilson-1969-35-17	1246	SMALL	17	small
Wilson-1969-35-18	221	FIRE	18	fire
Wilson-1969-35-19	778	SMOKE (EXHAUST)	19	smoke
Wilson-1969-35-20	646	ASH	20	ashes
Wilson-1969-35-21	1247	EAR	21	ear
Wilson-1969-35-22	1205	TONGUE	22	tongue
Wilson-1969-35-23	1380	TOOTH	23	tooth
Wilson-1969-35-24	1402	BREAST	24	breast
Wilson-1969-35-25	1277	HAND	25	hand
Wilson-1969-35-26	1301	FOOT	26	foot
Wilson-1969-35-27	1343	SUN	27	sun
Wilson-1969-35-28	1313	MOON	28	moon
Wilson-1969-35-29	1430	STAR	29	star
Wilson-1969-35-30	1489	CLOUD	30	cloud
Wilson-1969-35-31	658	RAIN (PRECIPITATION)	31	rain
Wilson-1969-35-32	948	WATER	32	water
Wilson-1969-35-33	906	TREE	33	tree
Wilson-1969-35-34	670	ROOT	34	root
Wilson-1969-35-35	628	LEAF	35	leaf
