ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	SPANISH	GLOSS	OMEGAWIKI
Huber-1992-374-285	af12127a-dd4c-4af7-a0c3-a311b99363bb	WALK	285	ANDAR	WALK	6054
Huber-1992-374-286	1764034a-a958-48a1-9f99-4e2b6ff20de8	COME	286	VENIR	COME	6056
Huber-1992-374-287	cd8a1e35-80ab-4fb8-91d1-e539af937542	LIE DOWN	287	ACOSTARSE	LIE DOWN	1425860
Huber-1992-374-288	ff02753d-0221-4724-a887-6dec93cfa257	SIT	288	SENTARSE, SENTADO	SIT	6022
Huber-1992-374-289	40e99d59-500b-4634-8b44-bf77a2e44901	STAND	289	PONERSE EN PIE, DE PIE	STAND	6053
Huber-1992-374-290	66207644-d1c8-40d4-8213-43b5fa302dff	GIVE	290	DAR	GIVE	6059
Huber-1992-374-291	85efc208-f0ba-4b39-9d21-62d82b05f7d7	SAY	291	DECIR	SAY	6075
Huber-1992-374-292	89a9eddc-5c5d-4ddb-bea4-323c5cc90ca6	BURN	292	ARDER	BURN	6039
Huber-1992-374-293	15ed59ba-83aa-40e9-bc5a-2b3eb7869e0e	MOUNTAIN	293	MONTAÑA	MOUNTAIN	2421
Huber-1992-374-294	8d5aef04-d63a-4f35-95ac-21e82b2abf19	RED	294	ROJO	RED	1333710
Huber-1992-374-295	4ed1a34f-fbdf-477a-bc41-e7a760756516	GREEN	295	VERDE	GREEN	6032
Huber-1992-374-296	535e97f4-1647-4f5d-9b48-5782de564093	YELLOW	296	AMARILLO	YELLOW	6031
Huber-1992-374-297	fb86f911-75d0-4b28-b787-64a896f52003	FULL	297	LLENO	FULL	6040
Huber-1992-374-298	c653e833-bfe2-40dc-881e-9996a83ce9f3	NEW	298	NUEVO	NEW	5484
Huber-1992-374-299	82297c96-cf69-4b4b-8413-dab530c3cdc1	ROUND	299	REDONDO	ROUND	5984
Huber-1992-374-300	0eb95172-31e6-4b34-97da-77c582866431	DRY	300	SECO	DRY	5989
Huber-1992-374-301	c3cd9831-cd53-42a7-b588-c09381f05247	NAME	301	NOMBRE	NAME	5995
Huber-1992-374-302	fce2804d-1d94-4512-b195-85db25e589db	HOW	302	COMO	HOW	5494
Huber-1992-374-303	005f1a7f-e14a-4a14-8cd3-26b3996e9684	WHEN	303	CUANDO	WHEN	5493
Huber-1992-374-304	46123818-c817-418a-82cd-bad58a235f53	WHERE	304	DONDE	WHERE	5492
Huber-1992-374-305	e9c2546f-3a1b-4ed4-a202-dae41537fb49	HERE	305	AQUÍ	HERE	1287831
Huber-1992-374-306	e3844843-14f3-4dbd-92ca-004940aba08e	THERE	306	ALLÍ	THERE	858309
Huber-1992-374-307	48ce6e77-d814-4036-973f-4116833606aa	OTHER	307	OTRO	OTHER	1406403
Huber-1992-374-308	468cb6fa-48ee-4c63-8e42-b33849bc4077	FEW	308	POCO	FEW	5500
Huber-1992-374-309	4b693f73-ef53-4a24-a700-21b8fa88f056	FOG	309	NEBLINA	FOG	1502
Huber-1992-374-310	6c910bd1-5034-4978-8a3e-4d90dbfd4e3a	FLOW	310	FLUIR	FLOW	961244
Huber-1992-374-311	fd017811-630b-498a-b832-f2497e744081	SEA	311	MAR	SEA	6154
Huber-1992-374-312	33ca9766-fe17-44bc-947a-e6ce3c63393f	WET	312	MOJADO	WET	7027
Huber-1992-374-313	60b5b196-fb43-4772-be32-169a53bfab97	WASH	313	LAVAR	WASH	6069
Huber-1992-374-314	7e93e614-b69b-450a-8c43-48069245e5e6	WORM	314	GUSANO	WORM	5466
Huber-1992-374-315	125b6ea3-f571-4b36-b571-d6c26cf83ba0	WING	315	ALA	WING	5528
Huber-1992-374-316	22e5e802-66d1-40de-92f1-73f516c8720b	FUR	316	PIEL PELUDA	FUR	1590
Huber-1992-374-317	ac5996c1-2978-4823-9370-bee00e936f33	NAVEL	317	OMBLIGO	NAVEL	7690
Huber-1992-374-318	8cc852ef-c807-44f7-b8aa-8f58da6a9f2b	SALIVA	318	SALIVA	SALIVA	6259
Huber-1992-374-319	2f464e80-166d-4de9-81be-526cb9df8efa	MILK FLUID	319	LECHE	MILK	2358
Huber-1992-374-320	8abf83e4-7742-48b5-9578-f80252dcd3d1	WITH	320	CON	WITH	5844
Huber-1992-374-321	4cf12d7e-ee34-4ce0-9e44-64ffe863fadc	IN	321	EN	IN	6077
Huber-1992-374-322	2f5b1284-e05a-47c4-ac21-f7b9bc0922c1	AT	322	EN, LUGAR DEFINIDO	AT	6078
Huber-1992-374-323	4e1f72ab-194b-4201-b4b9-dbee10847b44	IF	323	SI	IF	6076
Huber-1992-374-324	0c93e974-2e08-489a-b599-9c9b45296e31	ICE	324	HIELO	ICE	1837
Huber-1992-374-325	7dfb0f38-ca0c-4b67-9919-db6c0095d7b5	SNOW	325	NIEVE	SNOW	3455
Huber-1992-374-326	51b50132-a8d9-492e-be2e-1fc0d1bba5e8	FREEZE	326	HELARSE	FREEZE	6042
Huber-1992-374-327	e3b58fb8-b930-43ac-958e-5ac16e97a06c	CHILD YOUNG HUMAN	327	NIÑO	CHILD	568
Huber-1992-374-328	449f8a47-1ed4-475f-9841-93275e7dd4c8	DARK	328	OSCURO	DARK	335607
Huber-1992-374-329	082d7d1d-f2f1-4fff-8167-b201a140e94d	CUT	329	CORTAR	CUT	6043
Huber-1992-374-330	ae66b562-5458-48ef-b8da-71f81332c1f6	WIDE	330	ANCHO	WIDE	5502
Huber-1992-374-331	4eb283e6-c3ea-4498-9c39-4ae2bc9d3812	NARROW	331	ESTRECHO	NARROW	5566
Huber-1992-374-332	9b06d7c3-00b9-420c-9afe-8b195cca6bbb	FAR	332	LEJOS	FAR	5997
Huber-1992-374-333	7f0174c0-7410-4ea9-8d14-361c5f9b5363	NEAR	333	CERCA	NEAR	869106
Huber-1992-374-334	78abbbce-9713-4b6c-bc5e-6771c9a1d64f	THICK	334	GRUESO	THICK	5503
Huber-1992-374-335	eb6a5862-e442-43ce-8511-6b401644e21c	THIN	335	DELGADO	THIN	5990
Huber-1992-374-336	ca5e9242-a97b-4935-b8e9-9e8aaea9d811	SHORT	336	CORTO	SHORT	6746
Huber-1992-374-337	3e90f871-f3f7-4ad0-8c98-7099457bbb50	HEAVY	337	PESADO	HEAVY	5451
Huber-1992-374-338	4ec88006-54b6-41a6-8921-a45aa9909592	BLUNT	338	EMBOTADO	DULL	1511061
Huber-1992-374-339	24b1cbed-4853-4aaa-84b8-f1723c9da86f	SHARP	339	AFILADO	SHARP	5987
Huber-1992-374-340	0fe4b388-ced1-47dd-b0f9-5f49fa120a4f	DIRTY	340	SUCIO	DIRTY	5483
Huber-1992-374-341	52e3367a-506a-4d27-91da-b4480ba02e1a	ROTTEN	341	PODRIDO	ROTTEN	7031
Huber-1992-374-342	c1020d83-9502-4bc9-9919-ae7e94a3ffe0	SMOOTH	342	LISO	SMOOTH	5487
Huber-1992-374-343	2e1b5046-f287-46a4-8434-dc96c24d5e82	STRAIGHT	343	RECTO	STRAIGHT	5994
Huber-1992-374-344	e5aa4350-cd81-45cc-9914-251d6e3f02d9	CORRECT, RIGHT	344	CORRECTO	CORRECT	7026
Huber-1992-374-345	7d4d1ef2-b4e0-4efd-9bb3-c28fcc77ad79	LEFT	345	IZQUIERDO	LEFT	1499731
Huber-1992-374-346	452b12ff-13e5-4048-b33d-ca0b06cd79ac	RIGHT	346	DERECHO	RIGHT	436024
Huber-1992-374-347	6d0f2ce7-257d-4a2c-87b5-abbfb57184e9	OLD MAN	347	VIEJO	OLD MAN	1526622
Huber-1992-374-348	e5d1eb6d-fba2-4ca9-ab13-430e4b018afb	RUB	348	FROTAR	RUB	6062
Huber-1992-374-349	2f337654-56c6-460c-97d4-5fa230393b65	PULL	349	JALAR, HALAR	PULL	6071
Huber-1992-374-350	8d5d9688-1db5-49db-bddd-214dfdc1ef0a	PUSH	350	EMPUJAR	PUSH	6068
Huber-1992-374-351	272429a6-f268-4f0e-993a-fb9a50867022	THROW	351	BOTAR, TIRAR	THROW	6072
Huber-1992-374-352	43777040-93d5-46b6-9acb-663905e39d79	HIT	352	GOLPEAR	HIT	6044
Huber-1992-374-353	bafeacae-10c8-4fff-8747-c4e5351c796a	SPLIT	353	HENDER	SPLIT	6048
Huber-1992-374-354	de195696-f41d-4aa4-90ec-afb0206e4d98	PIERCE	354	PUNZAR	PIERCE	1511162
Huber-1992-374-355	682a5954-08da-40d6-a9e7-0c5189f52a94	DIG	355	CAVAR	DIG	6024
Huber-1992-374-356	662e62a0-413e-4380-baed-f9e1a5db0a55	TIE	356	ATAR	TIE	844574
Huber-1992-374-357	d072812c-c8b2-4198-a941-ac113126eba4	SEW	357	COSER	SEW	6073
Huber-1992-374-358	cf327b30-80a9-4959-955d-cf719c21a48a	FALL	358	CAER	FALL	5622
Huber-1992-374-359	a3dc12b1-8e7c-425a-b213-9052f0e9c4ff	SWELL	359	HINCHAR	SWELL	6454
Huber-1992-374-360	56f24a8b-f17b-4f20-848b-82fd91e5f3d8	THINK, REFLECT	360	PENSAR	THINK	6021
Huber-1992-374-361	1e5ccd3d-2fba-4bd1-82df-7c2e6edebcc9	SING	361	CANTAR	SING	5540
Huber-1992-374-362	03466044-6955-4b19-924d-5af74191bb6c	SMELL, PERCEIVE	362	OLER	SMELL	6520
Huber-1992-374-363	90ab00ea-07ff-4e42-aef0-bda505e520ef	VOMIT	363	VOMITAR	VOMIT	5617
Huber-1992-374-364	4a4a52f7-6311-4b67-afdd-e1b4a589462d	SUCK	364	CHUPAR	SUCK	6027
Huber-1992-374-365	4a402c5e-fb81-4da5-919c-e97ff7d8b180	BLOW	365	SOPLAR	BLOW	1375415
Huber-1992-374-366	c6db1f33-ab28-4bec-8d73-99c4ef9db90f	FEAR, BE AFRAID	366	TEMER	FEAR	6025
Huber-1992-374-367	ce0b8421-09f4-436b-8531-52ba2ff7266e	SQUEEZE	367	APRETAR, EXPRIMIR	TIGHTEN, SQUEEZE	6017
Huber-1992-374-368	88fb8863-e479-4da4-b4ef-d87bb75a8fbd	HOLD	368	SOSTENER	HOLD	6060
Huber-1992-374-369	1a775238-af86-4e39-acd6-0c7e910722ae	DOWN	369	ABAJO	DOWN	5797
Huber-1992-374-370	06b3dab8-3464-4915-bfee-d3af92d1489c	UP	370	ARRIBA	UP	6531
Huber-1992-374-371	1bdd9b01-4095-4312-984e-d3647c2dfc5c	RIPE	371	MADURO	RIPE	1378364
Huber-1992-374-372	35d43413-8a16-4b92-b027-4a33df05eb97	DUST	372	POLVO	DUST	1009
Huber-1992-374-373	a0af4f82-1149-4445-a2bd-75f8d92a7968	BE ALIVE	373	VIVO	ALIVE	6028
Huber-1992-374-374	a84a7d49-3340-4dc2-a6e7-49c73a4a33f4	ROPE	374	CUERDA	ROPE	5465
