ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Nordlinger-2019-57-1	1	welcome		
Nordlinger-2019-57-2	2	hello	3553	HELLO
Nordlinger-2019-57-3	3	goodbye/I'll see you later	3554	GOODBYE
Nordlinger-2019-57-4	4	where are you going?		
Nordlinger-2019-57-5	5	I'm going home		
Nordlinger-2019-57-6	6	no	1269	NO
Nordlinger-2019-57-7	7	yes	1268	YES
Nordlinger-2019-57-8	8	what is your name?		
Nordlinger-2019-57-9	9	come here	3555	COME HERE
Nordlinger-2019-57-10	10	let's go		
Nordlinger-2019-57-11	11	fire	221	FIRE
Nordlinger-2019-57-12	12	firewood	10	FIREWOOD
Nordlinger-2019-57-13	13	smoke	778	SMOKE (EXHAUST)
Nordlinger-2019-57-14	14	ashes	646	ASH
Nordlinger-2019-57-15	15	hot weather		
Nordlinger-2019-57-16	16	cold weather		
Nordlinger-2019-57-17	17	wind	960	WIND
Nordlinger-2019-57-18	18	rain	658	RAIN (PRECIPITATION)
Nordlinger-2019-57-19	19	sun	1343	SUN
Nordlinger-2019-57-20	20	moon	1313	MOON
Nordlinger-2019-57-21	21	star	1430	STAR
Nordlinger-2019-57-22	22	Southern Cross		
Nordlinger-2019-57-23	23	Seven Sisters		
Nordlinger-2019-57-24	24	sky	1732	SKY
Nordlinger-2019-57-25	25	Milky Way	2289	MILKY WAY
Nordlinger-2019-57-26	26	cloud	1489	CLOUD
Nordlinger-2019-57-27	27	hand	1277	HAND
Nordlinger-2019-57-28	28	elbow	981	ELBOW
Nordlinger-2019-57-29	29	eye	1248	EYE
Nordlinger-2019-57-30	30	nose	1221	NOSE
Nordlinger-2019-57-31	31	mouth	674	MOUTH
Nordlinger-2019-57-32	32	thigh	800	THIGH
Nordlinger-2019-57-33	33	foot	1301	FOOT
Nordlinger-2019-57-34	34	head	1256	HEAD
Nordlinger-2019-57-35	35	knee	1371	KNEE
Nordlinger-2019-57-36	36	shoulder	1482	SHOULDER
Nordlinger-2019-57-37	37	ear	1247	EAR
Nordlinger-2019-57-38	38	tree	906	TREE
Nordlinger-2019-57-39	39	fish	227	FISH
Nordlinger-2019-57-40	40	bird	937	BIRD
Nordlinger-2019-57-41	41	goanna	3017	MONITOR LIZARD
Nordlinger-2019-57-42	42	grey kangaroo		
Nordlinger-2019-57-43	43	emu	2817	EMU
Nordlinger-2019-57-44	44	magpie	2039	MAGPIE
Nordlinger-2019-57-45	45	water	948	WATER
Nordlinger-2019-57-46	46	dog	2009	DOG
Nordlinger-2019-57-47	47	here	136	HERE
Nordlinger-2019-57-48	48	there	1937	THERE
Nordlinger-2019-57-49	49	today	1283	TODAY
Nordlinger-2019-57-50	50	tomorrow	1329	TOMORROW
Nordlinger-2019-57-51	51	mother	1216	MOTHER
Nordlinger-2019-57-52	52	father	1217	FATHER
Nordlinger-2019-57-53	53	brother	1262	BROTHER
Nordlinger-2019-57-54	54	sister	1263	SISTER
Nordlinger-2019-57-55	55	child	2099	CHILD
Nordlinger-2019-57-56	56	bone	1394	BONE
Nordlinger-2019-57-57	57	money	1559	MONEY
