ID	NUMBER	IDS_KEY	ENGLISH	GERMAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
List-2020-1365-1336	1336	21-430	adultery	der Ehebruch	902	ADULTERY
List-2020-1365-1337	1337	21-440	rape	die Vergewaltigung	953	RAPE
List-2020-1365-1338	1338	21-460	arson	die Brandstiftung	1889	ARSON
List-2020-1365-1339	1339	21-470	perjury	der Meineid	1792	PERJURY
List-2020-1365-1340	1340	21-510	steal	stehlen	713	STEAL
List-2020-1365-1341	1341	21-520	thief	der Dieb	1160	THIEF
List-2020-1365-1342	1342	22-110	religion	die Religion	661	RELIGION
List-2020-1365-1343	1343	22-120	God	der Gott	1944	GOD
List-2020-1365-1344	1344	22-130	temple, church	der Tempel	911	TEMPLE
List-2020-1365-1345	1345	22-130	temple, church	die Kirche	1349	CHURCH
List-2020-1365-1346	1346	22-140	altar	der Altar	853	ALTAR
List-2020-1365-1347	1347	22-150	sacrifice, offering	das Opfer	1103	SACRIFICE
List-2020-1365-1348	1348	22-160	worship	verehren	257	WORSHIP
List-2020-1365-1349	1349	22-170	pray	beten	24	PRAY
List-2020-1365-1350	1350	22-180	priest	der Priester	852	PRIEST
List-2020-1365-1351	1351	22-190	holy, sacred	heilig	1702	HOLY
List-2020-1365-1352	1352	22-220	preach	predigen	304	PREACH
List-2020-1365-1353	1353	22-230	bless	segnen	391	BLESS
List-2020-1365-1354	1354	22-240	curse	verfluchen	8	CURSE
List-2020-1365-1355	1355	22-260	fast (vb)	fasten	303	ABSTAIN FROM FOOD
List-2020-1365-1356	1356	22-310	heaven	der Himmel (Himmelreich)	1565	HEAVEN
List-2020-1365-1357	1357	22-320	hell	die Hölle	878	HELL
List-2020-1365-1358	1358	22-350	demon (evil spirit)	der Dämon	1973	DEMON
List-2020-1365-1359	1359	22-370	idol	das Götzenbild	1945	IDOL
List-2020-1365-1360	1360	22-420	magic, witchcraft, sorcery	die Zauberei	392	MAGIC
List-2020-1365-1361	1361	22-430	sorcerer, witch	der Zauberer	2137	MAGICIAN
List-2020-1365-1362	1362	22-440	fairy, elf	der Elf	1037	ELF
List-2020-1365-1363	1363	22-440	fairy, elf	die Fee	1138	FAIRY
List-2020-1365-1364	1364	22-450	ghost, phantom	der Geist	1175	GHOST
List-2020-1365-1365	1365	22-470	omen, portent	das Vorzeichen	107	OMEN
