ID	NUMBER	IDS_KEY	ENGLISH	GERMAN	CONCEPTICON_ID	CONCEPTICON_GLOSS
List-2020-1365-1	1	1-100	world	die Welt	965	WORLD
List-2020-1365-2	2	1-210	earth, land	das Land (die Erde)	626	LAND
List-2020-1365-3	3	1-212	earth=ground, soil	die Erde (Substanz)	1228	EARTH (SOIL)
List-2020-1365-4	4	1-213	dust	der Staub	2	DUST
List-2020-1365-5	5	1-214	mud	der Schlamm	640	MUD
List-2020-1365-6	6	1-215	sand	der Sand	671	SAND
List-2020-1365-7	7	1-220	mountain, hill	der Berg	639	MOUNTAIN
List-2020-1365-8	8	1-220	mountain, hill	der Hügel	614	HILL
List-2020-1365-9	9	1-222	cliff, precipice	die Klippe	618	PRECIPICE
List-2020-1365-10	10	1-230	plain, field	die Ebene	652	PLAIN
List-2020-1365-11	11	1-240	valley	das Tal	921	VALLEY
List-2020-1365-12	12	1-250	island	die Insel	622	ISLAND
List-2020-1365-13	13	1-260	mainland	das Festland	166	MAINLAND
List-2020-1365-14	14	1-270	shore	das Ufer	3464	SHORE OF LAKE
List-2020-1365-15	15	1-270	shore	der Strand	3465	SHORE OF SEA
List-2020-1365-16	16	1-280	cave	die Höhle	1155	CAVE
List-2020-1365-17	17	1-310	water	das Wasser	948	WATER
List-2020-1365-18	18	1-320	sea	das Meer	1474	SEA
List-2020-1365-19	19	1-322	calm (of sea)	die Meeresstille	3820	CALM (OF SEA)
List-2020-1365-20	20	1-323	rough (of sea)	rauh (bewegt, vom Meer)	259	ROUGH (OF SEA)
List-2020-1365-21	21	1-324	foam	der Schaum	1768	FOAM
List-2020-1365-22	22	1-329	ocean	der Ozean	645	OCEAN
List-2020-1365-23	23	1-330	lake	der See	624	LAKE
List-2020-1365-24	24	1-340	gulf, bay	die Bucht	663	BAY
List-2020-1365-25	25	1-341	lagoon	die Lagune	623	LAGOON
List-2020-1365-26	26	1-342	reef	das Riff	660	REEF
List-2020-1365-27	27	1-343	headland, point	die Landzunge	1662	CAPE
List-2020-1365-28	28	1-350	wave	die Welle	978	WAVE
List-2020-1365-29	29	1-352	tide	die Gezeiten	891	TIDE
List-2020-1365-30	30	1-353	lowtide	die Ebbe	1026	LOW TIDE
List-2020-1365-31	31	1-354	hightide	die Flut	613	HIGH TIDE
List-2020-1365-32	32	1-360	river, stream, brook	der Bach	3821	BROOK
List-2020-1365-33	33	1-360	river, stream, brook	der Fluss	666	RIVER
List-2020-1365-34	34	1-360	river, stream, brook	der Strom	947	STREAM
List-2020-1365-35	35	1-362	whirlpool	der Wirbel (im Wasser)	1982	WHIRLPOOL
List-2020-1365-36	36	1-370	spring, well	der Brunnen	954	WELL
List-2020-1365-37	37	1-370	spring, well	die Quelle	849	SPRING (OF WATER)
List-2020-1365-38	38	1-380	swamp	der Sumpf	1145	SWAMP
List-2020-1365-39	39	1-390	waterfall	der Wasserfall	943	WATERFALL
List-2020-1365-40	40	1-410	woods, forest	der WAld	420	FOREST
List-2020-1365-41	41	1-420	tree (cf 08.600)	der Baum (siehe 8-600)	906	TREE
List-2020-1365-42	42	1-430	wood	das Holz	1803	WOOD
List-2020-1365-43	43	1-440	stone, rock	der Felsen	668	ROCK
List-2020-1365-44	44	1-440	stone, rock	der Stein	857	STONE
List-2020-1365-45	45	1-450	earthquake	das Erdbeben	6	EARTHQUAKE
List-2020-1365-46	46	1-510	sky	der Himmel	1732	SKY
List-2020-1365-47	47	1-520	sun	die Sonne	1343	SUN
List-2020-1365-48	48	1-530	moon	der Mond	1313	MOON
List-2020-1365-49	49	1-540	star	der Stern	1430	STAR
List-2020-1365-50	50	1-550	lightning	das Blitzen	1654	LIGHTNING
List-2020-1365-51	51	1-560	thunder	der Donner	1150	THUNDER
List-2020-1365-52	52	1-570	lightning (as striking)	der Blitz	2007	BOLT (OF LIGHTNING)
List-2020-1365-53	53	1-580	storm	der Sturm	858	STORM
List-2020-1365-54	54	1-590	rainbow	der Regenbogen	1733	RAINBOW
List-2020-1365-55	55	1-610	light (noun)	das Licht	630	LIGHT (RADIATION)
List-2020-1365-56	56	1-620	darkness	die Dunkelheit	11	DARKNESS
List-2020-1365-57	57	1-630	shade, shadow	der Schatten	1388	SHADE
List-2020-1365-58	58	1-640	dew	der Tau	1977	DEW
List-2020-1365-59	59	1-710	air	die Luft	27	AIR
List-2020-1365-60	60	1-720	wind	der Wind	960	WIND
List-2020-1365-61	61	1-730	cloud	die Wolke	1489	CLOUD
List-2020-1365-62	62	1-740	fog	der Nebel	249	FOG
List-2020-1365-63	63	1-750	rain (noun)	der Regen	658	RAIN (PRECIPITATION)
List-2020-1365-64	64	1-760	snow (noun)	der Schnee	784	SNOW
List-2020-1365-65	65	1-770	ice	das Eis	617	ICE
List-2020-1365-66	66	1-780	weather	das Wetter	952	WEATHER
List-2020-1365-67	67	1-810	fire	das Feuer	221	FIRE
List-2020-1365-68	68	1-820	flame (noun)	die Flamme	889	FLAME
List-2020-1365-69	69	1-830	smoke (noun)	der Rauch	778	SMOKE (EXHAUST)
List-2020-1365-70	70	1-840	ashes	Asche	646	ASH
List-2020-1365-71	71	1-841	embers	die Glut	67	EMBERS
List-2020-1365-72	72	1-851	burn (vb trans)	verbrennen	141	BURN (SOMETHING)
List-2020-1365-73	73	1-852	burn (vb intrans)	brennen	1428	BURNING
List-2020-1365-74	74	1-860	light, kindle, ignite	anzünden	737	LIGHT (IGNITE)
List-2020-1365-75	75	1-861	extinguish	auslöschen	127	EXTINGUISH
List-2020-1365-76	76	1-870	match (noun)	das Streichholz	1133	MATCH
List-2020-1365-77	77	1-880	firewood	das Brennholz	10	FIREWOOD
List-2020-1365-78	78	1-890	charcoal	die Holzkohle	1188	CHARCOAL
List-2020-1365-79	79	2-100	person, human being	die Person	683	PERSON
List-2020-1365-80	80	2-210	man (vs. woman)	der Mann	1554	MAN
List-2020-1365-81	81	2-220	woman	die Frau	962	WOMAN
List-2020-1365-82	82	2-230	male	männlich (von einer Person)	2261	MALE (OF PERSON)
List-2020-1365-83	83	2-240	female	das Weibchen	2262	FEMALE (OF ANIMAL)
List-2020-1365-84	84	2-250	boy	der Junge	1366	BOY
List-2020-1365-85	85	2-251	young man (adolescent)	der junge Mann	76	YOUNG MAN
List-2020-1365-86	86	2-260	girl	das Mädchen	1646	GIRL
List-2020-1365-87	87	2-261	young woman (adolescent)	die junge Frau	77	YOUNG WOMAN
List-2020-1365-88	88	2-270	child	das Kind	1304	CHILD (YOUNG HUMAN)
List-2020-1365-89	89	2-280	infant, baby	das Baby	1289	BABY
List-2020-1365-90	90	2-310	husband	der Ehemann	1200	HUSBAND
List-2020-1365-91	91	2-320	wife	die Ehefrau	1199	WIFE
List-2020-1365-92	92	2-330	marry	heiraten	203	MARRY
List-2020-1365-93	93	2-340	marriage, wedding	die Ehe	2432	MARRIAGE
List-2020-1365-94	94	2-340	marriage, wedding	die Hochzeit	1259	WEDDING
List-2020-1365-95	95	2-341	divorce	die Scheidung	1134	DIVORCE
List-2020-1365-96	96	2-350	father	der Vater	1217	FATHER
List-2020-1365-97	97	2-360	mother	die Mutter	1216	MOTHER
List-2020-1365-98	98	2-370	parents	die Eltern	505	PARENTS
List-2020-1365-99	99	2-380	married man	der verheiratete Mann	424	MARRIED MAN
List-2020-1365-100	100	2-390	married woman	die verheiratete Frau	426	MARRIED WOMAN
List-2020-1365-101	101	2-410	son	der Sohn	1620	SON
List-2020-1365-102	102	2-420	daughter	die Tochter	1357	DAUGHTER
List-2020-1365-103	103	2-430	offspring (son or daughter)	das Kind (Sohn oder Tochter)	1801	CHILD (DESCENDANT)
List-2020-1365-104	104	2-440	brother	der Bruder	1262	BROTHER
List-2020-1365-105	105	2-444	older brother	der große Bruder	1759	OLDER BROTHER
List-2020-1365-106	106	2-445	younger brother	der kleine Bruder	1760	YOUNGER BROTHER
List-2020-1365-107	107	2-450	sister	die Schwester	1263	SISTER
List-2020-1365-108	108	2-454	older sister	die große Schwester	1758	OLDER SISTER
List-2020-1365-109	109	2-455	younger sister	die kleine Schwester	1761	YOUNGER SISTER
List-2020-1365-110	110	2-456	sibling	die Geschwister	1640	SIBLING
List-2020-1365-111	111	2-458	twins	die Zwillinge	1005	TWINS
List-2020-1365-112	112	2-460	grandfather	der Großvater	1383	GRANDFATHER
List-2020-1365-113	113	2-461	old man	der alte Mann	406	OLD MAN
List-2020-1365-114	114	2-470	grandmother	die Großmutter	1496	GRANDMOTHER
List-2020-1365-115	115	2-471	old woman	die alte Frau	907	OLD WOMAN
List-2020-1365-116	116	2-480	grandson	der Enkel	1618	GRANDSON
List-2020-1365-117	117	2-490	granddaughter	die Enkelin	1619	GRANDDAUGHTER
List-2020-1365-118	118	2-510	uncle	der Onkel	1327	UNCLE
List-2020-1365-119	119	2-511	mother's brother	der Onkel (mütterlicherseits)	2692	MATERNAL UNCLE (MOTHER'S BROTHER)
List-2020-1365-120	120	2-512	father's brother	Onkel (väterlicherseits)	1985	PATERNAL UNCLE (FATHER'S BROTHER)
List-2020-1365-121	121	2-520	aunt	Tante	1272	AUNT
List-2020-1365-122	122	2-521	mother's sister	die Tante (mütterlicherseits)	2693	MATERNAL AUNT (MOTHER'S SISTER)
List-2020-1365-123	123	2-522	father's sister	Tante (väterlicherseits)	2691	PATERNAL AUNT (FATHER'S SISTER)
List-2020-1365-124	124	2-530	nephew	der Neffe	1063	NEPHEW
List-2020-1365-125	125	2-540	niece	die Nichte	1642	NIECE
List-2020-1365-126	126	2-550	cousin	der Cousin	3822	MALE COUSIN
List-2020-1365-127	127	2-550	cousin	die Kusine	3823	FEMALE COUSIN
List-2020-1365-128	128	2-560	ancestors	die Vorfahren	1669	ANCESTORS
List-2020-1365-129	129	2-570	descendants	die Nachkommen	490	DESCENDANTS
List-2020-1365-130	130	2-610	father-in-law (of a man)	der Schwiegervater (von einem Mann)	2255	FATHER-IN-LAW (OF MAN)
List-2020-1365-131	131	2-611	father-in-law (of a woman)	der Schwiegervater (von einer Frau)	2254	FATHER-IN-LAW (OF WOMAN)
List-2020-1365-132	132	2-620	mother-in-law (of a man)	die Schwiegermutter (eines Mannes)	2257	MOTHER-IN-LAW (OF MAN)
List-2020-1365-133	133	2-621	mother-in-law (of a woman)	die Schwiegermutter (einer Frau)	2256	MOTHER-IN-LAW (OF WOMAN)
List-2020-1365-134	134	2-630	son-in-law (of a man)	der Schwiegerson (vom Mann)	2267	SON-IN-LAW (OF MAN)
List-2020-1365-135	135	2-631	son-in-law (of a woman)	der Schwiegerson (von der Frau)	2266	SON-IN-LAW (OF WOMAN)
List-2020-1365-136	136	2-640	daughter-in-law (of a man)	die Schwiegertochter (eines Mannes)	2265	DAUGHTER-IN-LAW (OF MAN)
List-2020-1365-137	137	2-641	daughter-in-law (of a woman)	die Schwiegertochter (einer Frau)	2264	DAUGHTER-IN-LAW (OF WOMAN)
List-2020-1365-138	138	2-710	stepfather	der Stiefvater	237	STEPFATHER
List-2020-1365-139	139	2-720	stepmother	die Stiefmutter	236	STEPMOTHER
List-2020-1365-140	140	2-730	stepson	der Stiefsohn	1059	STEPSON
List-2020-1365-141	141	2-740	stepdaughter	die Stieftochter	1058	STEPDAUGHTER
List-2020-1365-142	142	2-750	orphan	der Waise	1149	ORPHAN
List-2020-1365-143	143	2-760	widow	die Witwe	1756	WIDOW
List-2020-1365-144	144	2-770	widower	der Witwer	1981	WIDOWER
List-2020-1365-145	145	2-810	relatives, kinsmen	die Verwandtschaft	1644	RELATIVES
List-2020-1365-146	146	2-820	family	die Familie	194	FAMILY
List-2020-1365-147	147	2-910	I	ich	1209	I
List-2020-1365-148	148	2-920	you (singular)	du	1215	THOU
List-2020-1365-149	149	2-920	you (singular)	du (Höflichkeitsform)	3292	THOU (HONORIFIC)
List-2020-1365-150	150	2-930	he/she/it	er	1211	HE
List-2020-1365-151	151	2-930	he/she/it	es	169	IT
List-2020-1365-152	152	2-930	he/she/it	sie	1834	SHE
List-2020-1365-153	153	2-940	we	wir	1212	WE
List-2020-1365-154	154	2-941	we (inclusive)	wir (inklusiv)	1131	WE (INCLUSIVE)
List-2020-1365-155	155	2-942	we (exclusive)	wir (exklusiv)	1130	WE (EXCLUSIVE)
List-2020-1365-156	156	2-950	you (plural)	ihr (2te Plural)	1213	YOU
List-2020-1365-157	157	2-950	you (plural)	sie (2te Plural in Höflichkeitsform)	3293	YOU (HONORIFIC)
List-2020-1365-158	158	2-960	they	sie (Plural)	817	THEY
List-2020-1365-159	159	3-110	animal	das Tier	619	ANIMAL
List-2020-1365-160	160	3-120	male (adj)	männlich (vom Tier)	2263	MALE (OF ANIMAL)
List-2020-1365-161	161	3-130	female (adj)	weiblich	1551	FEMALE
List-2020-1365-162	162	3-150	livestock	das Vieh	631	LIVESTOCK
List-2020-1365-163	163	3-160	pasture	die Weide	649	PASTURE
List-2020-1365-164	164	3-180	herdsman	der Hirte	263	HERDSMAN
List-2020-1365-165	165	3-190	stable, stall	der Stall	851	STABLE
List-2020-1365-166	166	3-200	cattle (bovine)	das Vieh (Rinder)	1153	CATTLE
List-2020-1365-167	167	3-210	bull	der Stier	1008	BULL
List-2020-1365-168	168	3-220	ox	der Ochse	1169	OX
List-2020-1365-169	169	3-230	cow	die Kuh	1007	COW
List-2020-1365-170	170	3-240	calf	das Kalb	1989	CALF
List-2020-1365-171	171	3-250	sheep	das Schaf	1331	SHEEP
List-2020-1365-172	172	3-260	ram	der Schafbock	1344	RAM
List-2020-1365-173	173	3-280	ewe	das Mutterschaf	1345	EWE
List-2020-1365-174	174	3-290	lamb	das Lamm	820	LAMB
List-2020-1365-175	175	3-320	boar	der Eber	1348	BOAR (MALE PIG)
List-2020-1365-176	176	3-340	sow (2)	die Sau	1351	SOW (FEMALE PIG)
List-2020-1365-177	177	3-350	pig	das Schwein	1337	PIG
List-2020-1365-178	178	3-360	goat	die Ziege	1502	GOAT
List-2020-1365-179	179	3-370	he-goat	der Ziegenbock	2475	MALE GOAT
List-2020-1365-180	180	3-380	kid	das Ziegenkitz	1972	KID
List-2020-1365-181	181	3-410	horse (equine)	das Pferd	615	HORSE
List-2020-1365-182	182	3-420	stallion	der Hengst	936	STALLION
List-2020-1365-183	183	3-440	mare	die Stute	938	MARE
List-2020-1365-184	184	3-450	foal, colt	das Fohlen	1647	FOAL
List-2020-1365-185	185	3-460	ass, donkey	Esel	1862	DONKEY
List-2020-1365-186	186	3-470	mule	das Maultier	890	MULE
List-2020-1365-187	187	3-470	mule	der Maulesel	3824	HINNY
List-2020-1365-188	188	3-500	fowl	das Geflügel	265	FOWL
List-2020-1365-189	189	3-520	cock, rooster	der Hahn	1511	ROOSTER
List-2020-1365-190	190	3-540	hen	die Henne	1514	HEN
List-2020-1365-191	191	3-550	chicken	das Huhn (Hühner)	1318	CHICKEN
List-2020-1365-192	192	3-560	goose	die Gans	1187	GOOSE
List-2020-1365-193	193	3-570	duck	die Ente	1360	DUCK
List-2020-1365-194	194	3-580	nest	das Nest	539	NEST
List-2020-1365-195	195	3-581	bird	der Vogel	937	BIRD
List-2020-1365-196	196	3-582	seagull	die Möwe	950	SEAGULL
List-2020-1365-197	197	3-583	heron	der Reiher	758	HERON
List-2020-1365-198	198	3-584	eagle	der Adler	1905	EAGLE
List-2020-1365-199	199	3-585	hawk	der Falke	3258	FALCON
List-2020-1365-200	200	3-585	hawk	der Habicht	307	HAWK
List-2020-1365-201	201	3-586	vulture	der Geier	1185	VULTURE
List-2020-1365-202	202	3-591	bat	die Fledermaus	1793	BAT
List-2020-1365-203	203	3-592	parrot	der Papagei	882	PARROT
List-2020-1365-204	204	3-593	crow	die Krähe	913	CROW
List-2020-1365-205	205	3-594	dove	die Taube	1853	DOVE
List-2020-1365-206	206	3-596	owl	die Eule	735	OWL
List-2020-1365-207	207	3-610	dog	der Hund	2009	DOG
List-2020-1365-208	208	3-614	rabbit	das Kaninchen	1136	RABBIT
List-2020-1365-209	209	3-620	cat	der Kater	3825	MALE CAT
List-2020-1365-210	210	3-620	cat	die Katze	1208	CAT
List-2020-1365-211	211	3-622	opossum	die Beutelratte	309	OPOSSUM
List-2020-1365-212	212	3-630	mouse, rat	die Maus	1491	MOUSE
List-2020-1365-213	213	3-630	mouse, rat	die Ratte	1490	RAT
List-2020-1365-214	214	3-650	fish	der Fisch	227	FISH
List-2020-1365-215	215	3-652	fin (dorsal)	die Finne	213	FIN
List-2020-1365-216	216	3-653	fishscale	die Fischschuppe	266	SCALE
List-2020-1365-217	217	3-654	gill	die Kieme	1916	GILL
List-2020-1365-218	218	3-655	shell	die Muschel	598	SHELL
List-2020-1365-219	219	3-661	shark	der Hai	1110	SHARK
List-2020-1365-220	220	3-662	porpoise, dolphin	der Delphin	1479	DOLPHIN
List-2020-1365-221	221	3-663	whale	der Wal	957	WHALE
List-2020-1365-222	222	3-664	stingray	der Stachelrochen	1910	STINGRAY
List-2020-1365-223	223	3-665	freshwater eel	der Flussaal	1013	FRESHWATER EEL
List-2020-1365-224	224	3-710	wolf	der Wolf	522	WOLF
List-2020-1365-225	225	3-720	lion	der Löwe	1386	LION
List-2020-1365-226	226	3-730	bear	der Bär	1820	BEAR
List-2020-1365-227	227	3-740	fox	der Fuchs	1312	FOX
List-2020-1365-228	228	3-750	deer	das Reh	3826	ROE DEER
List-2020-1365-229	229	3-750	deer	der Hirsch	1936	DEER
List-2020-1365-230	230	3-760	monkey	der Affe	1350	MONKEY
List-2020-1365-231	231	3-770	elephant	der Elefant	1290	ELEPHANT
List-2020-1365-232	232	3-780	camel	das Kamel	1871	CAMEL
List-2020-1365-233	233	3-810	insect	das Insekt	620	INSECT
List-2020-1365-234	234	3-811	louse	die Laus	1392	LOUSE
List-2020-1365-235	235	3-812	nit (louse egg)	die Nisse	267	NIT
List-2020-1365-236	236	3-813	flea	der Floh	232	FLEA
List-2020-1365-237	237	3-814	centipede	der Tausendfüßler	1974	CENTIPEDE
List-2020-1365-238	238	3-815	scorpion	der Skorpion	1538	SCORPION
List-2020-1365-239	239	3-816	cockroach	die Schabe	1575	COCKROACH
List-2020-1365-240	240	3-817	ant	die Ameise	587	ANT
List-2020-1365-241	241	3-818	spider	die Spinne	843	SPIDER
List-2020-1365-242	242	3-819	spider web	das Spinnennetz	1065	SPIDER WEB
List-2020-1365-243	243	3-820	bee	die Biene	665	BEE
List-2020-1365-244	244	3-821	beeswax	das Bienenwachs	1931	BEESWAX
List-2020-1365-245	245	3-822	beehive	die Bienenwabe	88	BEEHIVE
List-2020-1365-246	246	3-823	wasp	die Wespe	1517	WASP
List-2020-1365-247	247	3-830	fly	die Fliege	1504	FLY (INSECT)
List-2020-1365-248	248	3-831	sandfly (midge), gnat	die Sandfliege	95	SANDFLY
List-2020-1365-249	249	3-832	mosquito	die Mücke	1509	MOSQUITO
List-2020-1365-250	250	3-840	worm	der Wurm	1219	WORM
List-2020-1365-251	251	3-850	snake	die Schlange	730	SNAKE
List-2020-1365-252	252	3-910	firefly	das Glühwürmchen	206	FIREFLY
List-2020-1365-253	253	3-920	butterfly	der Schmetterling	1791	BUTTERFLY
List-2020-1365-254	254	3-930	grasshopper	die Heuschrecke	607	GRASSHOPPER
List-2020-1365-255	255	3-940	snail	die Schnecke	1543	SNAIL
List-2020-1365-256	256	3-950	frog	der Frosch	503	FROG
List-2020-1365-257	257	3-960	lizard	die Eidechse	632	LIZARD
List-2020-1365-258	258	3-970	crocodile, alligator	das Krokodil	1857	CROCODILE
List-2020-1365-259	259	3-980	turtle	die Schildkröte	112	TURTLE
List-2020-1365-260	260	4-110	body	der Körper	1480	BODY
List-2020-1365-261	261	4-120	skin, hide	die Haut	763	SKIN
List-2020-1365-262	262	4-130	flesh	das Fleisch	2259	FLESH
List-2020-1365-263	263	4-140	hair (head)	das Haar	2648	HAIR (HEAD)
List-2020-1365-264	264	4-142	beard	der Bart	678	BEARD
List-2020-1365-265	265	4-144	body hair	das Körperhaar	189	HAIR (BODY)
List-2020-1365-266	266	4-145	pubic hair	das Schamhaar	36	PUBIC HAIR
List-2020-1365-267	267	4-146	dandruff	die Schuppen	576	DANDRUFF
List-2020-1365-268	268	4-150	blood	das Blut	946	BLOOD
List-2020-1365-269	269	4-151	vein, artery	die Ader	525	BLOOD VESSEL
List-2020-1365-270	270	4-151	vein, artery	die Arterie	1925	ARTERY
List-2020-1365-271	271	4-160	bone	der Knochen	1394	BONE
List-2020-1365-272	272	4-162	rib	die Rippe	801	RIB
List-2020-1365-273	273	4-170	horn	das Horn (anatomisch)	1393	HORN (ANATOMY)
List-2020-1365-274	274	4-180	tail	der Schwanz	1220	TAIL
List-2020-1365-275	275	4-190	back	der Rücken	1291	BACK
List-2020-1365-276	276	4-191	spine	die Wirbelsäule	805	SPINE
List-2020-1365-277	277	4-200	head	der Kopf	1256	HEAD
List-2020-1365-278	278	4-201	side of head, temple	die Schläfe	1604	TEMPLES
List-2020-1365-279	279	4-202	skull	der Schädel	1605	SKULL
List-2020-1365-280	280	4-203	brain	das Gehirn	1583	BRAIN
List-2020-1365-281	281	4-204	face	das Gesicht	1560	FACE
List-2020-1365-282	282	4-205	forehead	die Stirn	123	FOREHEAD
List-2020-1365-283	283	4-207	jaw	der Kiefer	798	JAW
List-2020-1365-284	284	4-208	cheek	die Wange	1730	CHEEK
List-2020-1365-285	285	4-209	chin	das Kinn	1510	CHIN
List-2020-1365-286	286	4-210	eye	das Auge	1248	EYE
List-2020-1365-287	287	4-212	eyebrow	die Augenbraue	1173	EYEBROW
List-2020-1365-288	288	4-213	eyelid	das Lid	17	EYELID
List-2020-1365-289	289	4-214	eyelash	die Wimper	1540	EYELASH
List-2020-1365-290	290	4-215	blink	zwinkern	1655	BLINK
List-2020-1365-291	291	4-220	ear	das Ohr	1247	EAR
List-2020-1365-292	292	4-221	earlobe	das Ohrläppchen	18	EARLOBE
List-2020-1365-293	293	4-222	earwax	der Ohrenschmalz	32	EARWAX
List-2020-1365-294	294	4-230	nose	die Nase	1221	NOSE
List-2020-1365-295	295	4-231	nostril	das Nasenloch	1178	NOSTRIL
List-2020-1365-296	296	4-232	mucus (nasal)	die Rotze	208	NASAL MUCUS (SNOT)
List-2020-1365-297	297	4-240	mouth	der Mund	674	MOUTH
List-2020-1365-298	298	4-241	beak	der Schnabel	73	BEAK
List-2020-1365-299	299	4-250	lip	die Lippe	478	LIP
List-2020-1365-300	300	4-260	tongue	die Zunge	1205	TONGUE
List-2020-1365-301	301	4-270	tooth	der Zahn	1380	TOOTH
List-2020-1365-302	302	4-271	gums	das Zahnfleisch	139	GUMS
List-2020-1365-303	303	4-272	molartooth	der Backenzahn	1049	MOLAR TOOTH
List-2020-1365-304	304	4-280	neck	der Hals	1333	NECK
List-2020-1365-305	305	4-281	nape of neck	der Nacken	1347	NAPE (OF NECK)
List-2020-1365-306	306	4-290	throat	die Kehle	1346	THROAT
List-2020-1365-307	307	4-300	shoulder	die Schulter	1482	SHOULDER
List-2020-1365-308	308	4-301	shoulderblade	das Schulterblatt	172	SHOULDERBLADE
List-2020-1365-309	309	4-302	collarbone	das Schlüsselbein	1994	COLLARBONE
List-2020-1365-310	310	4-310	arm	der Arm	1673	ARM
List-2020-1365-311	311	4-312	armpit	die Achselhöhle	1886	ARMPIT
List-2020-1365-312	312	4-320	elbow	der Ellenbogen	981	ELBOW
List-2020-1365-313	313	4-321	wrist	das Handgelenk	799	WRIST
List-2020-1365-314	314	4-330	hand	die Hand	1277	HAND
List-2020-1365-315	315	4-331	palm of hand	die Handfläche	1183	PALM OF HAND
List-2020-1365-316	316	4-340	finger	der Finger	1303	FINGER
List-2020-1365-317	317	4-342	thumb	der Daumen	1781	THUMB
List-2020-1365-318	318	4-344	fingernail	der Nagel (Fingernagel)	1258	FINGERNAIL
List-2020-1365-319	319	4-345	claw	die Kralle	72	CLAW
List-2020-1365-320	320	4-350	leg	das Bein	1297	LEG
List-2020-1365-321	321	4-351	thigh	der Oberschenkel	800	THIGH
List-2020-1365-322	322	4-352	calf of leg	die Wade	498	CALF OF LEG
List-2020-1365-323	323	4-360	knee	das Knie	1371	KNEE
List-2020-1365-324	324	4-370	foot	der Fuß	1301	FOOT
List-2020-1365-325	325	4-371	ankle	der Knöchel	803	ANKLE
List-2020-1365-326	326	4-372	heel	die Ferse	980	HEEL
List-2020-1365-327	327	4-374	footprint	der Fußabdruck	318	FOOTPRINT
List-2020-1365-328	328	4-380	toe	die Zehe	1389	TOE
List-2020-1365-329	329	4-392	wing	der Flügel	1257	WING
List-2020-1365-330	330	4-393	feather	die Feder	1201	FEATHER
List-2020-1365-331	331	4-400	chest	die Brust	1592	CHEST
List-2020-1365-332	332	4-410	breast (of woman)	die Brust (weibliche)	1402	BREAST
List-2020-1365-333	333	4-412	nipple, teat	die Brustwarze	796	NIPPLE
List-2020-1365-334	334	4-420	udder	der Euter	154	UDDER
List-2020-1365-335	335	4-430	navel	der Nabel	1838	NAVEL
List-2020-1365-336	336	4-440	heart	das Herz	1223	HEART
List-2020-1365-337	337	4-441	lung	die Lunge	688	LUNG
List-2020-1365-338	338	4-450	liver	die Leber	1224	LIVER
List-2020-1365-339	339	4-451	kidney	die Niere	489	KIDNEY
List-2020-1365-340	340	4-452	spleen	die Milz	1744	SPLEEN
List-2020-1365-341	341	4-460	stomach	der Magen	819	STOMACH
List-2020-1365-342	342	4-461	intestines, guts	die Eingeweide	1991	INTESTINES
List-2020-1365-343	343	4-462	waist	die Taille	1681	WAIST
List-2020-1365-344	344	4-463	hip	die Hüfte	1745	HIP
List-2020-1365-345	345	4-464	buttocks	der Hintern	834	BUTTOCKS
List-2020-1365-346	346	4-470	womb	die Gebärmutter	804	WOMB
List-2020-1365-347	347	4-490	testicle	die Hoden	797	TESTICLES
List-2020-1365-348	348	4-492	penis	der Penis	1222	PENIS
List-2020-1365-349	349	4-510	breathe, breath	atmen	1407	BREATHE
List-2020-1365-350	350	4-510	breathe, breath	der Atem	870	BREATH
List-2020-1365-351	351	4-520	yawn, gape	gähnen	1028	YAWN
List-2020-1365-352	352	4-521	hiccough	Schluckauf haben	162	HICCOUGH
List-2020-1365-353	353	4-530	cough	husten	879	COUGH
List-2020-1365-354	354	4-540	sneeze	niesen	1621	SNEEZE
List-2020-1365-355	355	4-550	perspire	schwitzen	126	SWEAT (PERSPIRE)
List-2020-1365-356	356	4-560	spit	spucken	1440	SPIT
List-2020-1365-357	357	4-570	vomit	sich erbrechen	1278	VOMIT
List-2020-1365-358	358	4-580	bite	beißen	1403	BITE
List-2020-1365-359	359	4-590	lick	lecken	319	LICK
List-2020-1365-360	360	4-591	dribble	sabbern	268	DRIBBLE
List-2020-1365-361	361	4-610	sleep	schlafen	1585	SLEEP
List-2020-1365-362	362	4-612	snore	schnarchen	1983	SNORE
List-2020-1365-363	363	4-620	dream	träumen	1920	DREAM (SOMETHING)
List-2020-1365-364	364	4-630	wake up	aufwachen	1602	WAKE UP
List-2020-1365-365	365	4-640	break wind	furzen	1159	FART
List-2020-1365-366	366	4-650	urinate	pinkeln	592	PISS
List-2020-1365-367	367	4-660	defecate	sich erleichtern (Stuhlgang haben)	676	SHIT (DEFECATE)
List-2020-1365-368	368	4-670	have sexual intercourse	miteinander schlafen	549	COPULATE
List-2020-1365-369	369	4-680	shiver	zittern	52	SHIVER
List-2020-1365-370	370	4-690	bathe	baden	138	BATHE
List-2020-1365-371	371	4-710	beget (of father)	zeugen	1152	BEGET
List-2020-1365-372	372	4-720	born (to be)	geboren werden	1090	BE BORN
List-2020-1365-373	373	4-730	pregnant	schwanger	1123	PREGNANT
List-2020-1365-374	374	4-730	pregnant	trächtig	3827	PREGNANT (OF ANIMALS)
List-2020-1365-375	375	4-732	conceive	schwanger werden	1087	CONCEIVE
List-2020-1365-376	376	4-740	live, living, life	leben	1422	BE ALIVE
