ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Scherer-2013-20-1	1	Anger	82	ANGER
Scherer-2013-20-2	2	Interest	3847	INTEREST (FEELING)
Scherer-2013-20-3	3	Amusement		
Scherer-2013-20-4	4	Pride	3915	PRIDE
Scherer-2013-20-5	5	Joy	2524	JOY
Scherer-2013-20-6	6	Pleasure	3916	PLEASURE
Scherer-2013-20-7	7	Contentment		
Scherer-2013-20-8	8	Admiration		
Scherer-2013-20-9	9	Love	3834	LOVE (AFFECTION)
Scherer-2013-20-10	10	Relief		
Scherer-2013-20-11	11	Compassion		
Scherer-2013-20-12	12	Sadness	3854	SADNESS
Scherer-2013-20-13	13	Guilt	4125	GUILT
Scherer-2013-20-14	14	Regret		
Scherer-2013-20-15	15	Shame	1776	SHAME
Scherer-2013-20-16	16	Disappointment		
Scherer-2013-20-17	17	Fear	781	FEAR (FRIGHT)
Scherer-2013-20-18	18	Disgust	2465	DISGUST
Scherer-2013-20-19	19	Contempt		
Scherer-2013-20-20	20	Hate	3749	HATE (LOATHING)
