ID	NUMBER	GERMAN	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	SEMANTIC_CATEGORY	TYPICALITY_MEAN	TYPICALITY_SD	AOA_MEAN	AOA_SD	FAMILIARITY_MEAN	FAMILIARITY_SD	FREQ_DLEX	FREQ_LOG10_DLEX	WORD_LENGTH_PHONEME	WORD_LENGTH_SYLLABLE
Schroeder-2012-824-305	305	Lederjacke	leather jacket			clothes	2.75	1.65035881266054	4.2	1.10501250290616	3.6	1.39170474787692	1.16086121743	0.0647803023341	8	4
Schroeder-2012-824-306	306	Lederhose	leather trousers			clothes	3.95	1.90497962414852	3.2	1.36111409475744	2.25	1.16415770318919	0.719406951647	-0.143025369899	8	4
Schroeder-2012-824-307	307	Langarmshirt	longsleeve shirt			clothes	3	1.7167901505579	5.63157894736842	1.38285237887288	4.15	1.13670808176853	None	None	10	3
Schroeder-2012-824-308	308	Minirock	miniskirt			clothes	2.9	1.71372171173244	4.8	1.64156536333625	2.7	1.34164078649987	0.212552053896	-0.672534694078	7	3
Schroeder-2012-824-309	309	Fäustlinge	mittens			clothes	4	1.65434038373702	3.16666666666667	1.42457423980145	2.4	1.04629672756119	None	None	8	3
Schroeder-2012-824-310	310	Nachthemd	nightgown			clothes	2.45	1.356271980176	1.9	0.447213595499958	3.7	1.49031964074119	2.84492749061	0.454071201898	8	2
Schroeder-2012-824-311	311	Schutzanzug	overalls			clothes	5.22222222222222	1.92676368573149	5.85	1.18210338847862	2	1.2977713690461	0.106276026948	-0.973564689742	8	3
Schroeder-2012-824-312	312	Parka	parka			clothes	3.15	1.89944590258373	5.3	1.59274671723509	2.65	1.18210338847862	0.277952685864	-0.556029125007	5	2
Schroeder-2012-824-313	313	Schildmütze	peaked cap			clothes	4.76470588235294	1.8210371963769	5.17647058823529	1.62923655885383	2.23529411764706	1.67814673690599	0.0572255529719	-1.24241000203	8	3
Schroeder-2012-824-314	314	Lätzchen	pinafore			clothes	4.78947368421053	1.87317162316339	1.8	0.695852373938459	3.15	1.42441123571146	None	None	6	2
Schroeder-2012-824-315	315	Polo-Shirt	polo shirt			clothes	2.8	1.43636969291922	5.61111111111111	1.37793062614107	3.55	1.23437604097225	None	None	8	3
Schroeder-2012-824-316	316	Pumps	pumps			clothes	4.8421052631579	1.5727950313141	6.15	1.0894228312566	2.3	1.30182058752551	0.28612776486	-0.543439997699	5	1
Schroeder-2012-824-317	317	Schlafanzug	pyjamas			clothes	2.35	1.4964871146156	2	0.64888568452305	4.45	0.686332741153259	0.981009479519	-0.00832679600134	9	3
Schroeder-2012-824-318	318	Regenjacke	raincoat	RAINCOAT	3712	clothes	2.3	1.6254554017745	3.3	1.71985311490316	4.2	0.523148363780596	0.00817507899599	-2.08750804205	9	4
Schroeder-2012-824-319	319	Tuch	scarf	SCARF OR TURBAN	3066	clothes	3.9	1.88902648277667	2.2	0.695852373938459	4.5	0.945905302926917	21.3206060215	1.32879954501	3	1
Schroeder-2012-824-320	320	Schal	shawl	SHAWL	2771	clothes	2.3	1.6254554017745	2.35	0.93330200448673	4	1.07605517369794	3.54798428426	0.549981687464	3	1
Schroeder-2012-824-321	321	Hemd	shirt	SHIRT	1622	clothes	1.4	0.99472291830968	1.75	0.786397515657049	4.6	0.940324691963255	20.306896226	1.30764354946	4	1
Schroeder-2012-824-322	322	Shorts	shorts			clothes	2.55	1.79105966869954	4.55	1.8202082009311	4.2	1.00524937990007	0.44962934478	-0.347145352555	4	1
Schroeder-2012-824-323	323	Skihose	ski bottoms			clothes	3.7	1.97617386833617	4.75	1.86024899295483	2.9	1.5183093090325	0.130801263936	-0.883388059393	6	3
Schroeder-2012-824-324	324	Skijacke	ski jacket			clothes	4	1.806421294919	4.72222222222222	1.56451667242655	2.5	1.43270079882276	0.016350157992	-1.78647804638	6	3
Schroeder-2012-824-325	325	Rock	skirt	SKIRT	1600	clothes	1.55	0.998683343734455	2.35	1.13670808176853	3.9	1.48323969741913	26.421855315	1.42196331005	3	1
Schroeder-2012-824-326	326	Slipper	slip-on shoes			clothes	4.26315789473684	1.82093093600065	5.55	1.39453821823042	2.21052631578947	1.27274625944674	0.0981009479519	-1.008326796	5	2
Schroeder-2012-824-327	327	Pantolette	slippers			clothes	4.78947368421053	1.58391032884585	5.16666666666667	1.58113883008419	2.38888888888889	1.41997882705379	None	None	9	4
Schroeder-2012-824-328	328	Socke	sock	SOCK	1522	clothes	1.35	0.93330200448673	2.1	1.3337718577107	4.7	0.470162345981627	0.294302843856	-0.531205541282	4	2
Schroeder-2012-824-329	329	Sport-BH	sports bra			clothes	4.25	1.97017231413103	6	1.15470053837925	2.9	1.48323969741913	None	None	7	3
Schroeder-2012-824-330	330	Sakko	sports jacket			clothes	1.8	1.32188063797479	5.21052631578947	1.81288436134309	2.9	1.41048703794488	0.784807583615	-0.105236809009	4	2
Schroeder-2012-824-331	331	Stöckelschuh	stiletto 			clothes	5.26315789473684	1.55785127171862	4.75	1.88832981062213	2.7	1.55935209217432	0.580430608715	-0.23624969333	8	3
Schroeder-2012-824-332	332	Strumpf	stocking	STOCKING	329	clothes	2.05	1.27630222456166	1.75	0.444261658319319	4.15	1.42441123571146	11.3224844094	1.05394173135	6	1
Schroeder-2012-824-333	333	Stola	stole			clothes	5.21052631578947	1.71849247140306	5.70588235294118	1.26316595714661	1.89473684210526	1.24252148839479	0.539555213736	-0.267964106507	5	2
Schroeder-2012-824-334	334	Anzug	suit			clothes	1.4	0.753937034925052	4.45	1.66938375014948	3.75	1.29269200955949	19.3013615095	1.28558794503	5	2
Schroeder-2012-824-335	335	Sonnenhut	sun hat			clothes	4.45	1.95945749742385	3.35	1.03998987849326	3.05263157894737	1.43270079882276	0.0572255529719	-1.24241000203	8	3
Schroeder-2012-824-336	336	Pullover	sweater			clothes	1.05	0.223606797749979	2.6	0.882579950158088	4.55	0.686332741153259	3.8831625231	0.589185567576	6	3
Schroeder-2012-824-337	337	Badeanzug	swimsuit			clothes	3.15	1.95407805694439	2.4	0.68055704737872	3.9	0.967906041546987	0.956484242531	-0.0193221803028	9	4
Schroeder-2012-824-338	338	Pullunder	tanktop			clothes	3.42105263157895	1.57465302963627	5.78947368421053	1.51213415661519	2.94444444444444	1.25895485235231	0.00817507899599	-2.08750804205	7	3
Schroeder-2012-824-339	339	Krawatte	tie	TIE (NOUN)	3711	clothes	3.5	1.5727950313141	4.75	1.51744244666721	3.1	1.37266548230652	6.34386130089	0.802353679209	7	3
Schroeder-2012-824-340	340	Strumpfhose	tights			clothes	2.4	1.75918641482512	3.1	1.88902648277667	3.4	1.31389337066357	0.237077290884	-0.62511004415	10	3
Schroeder-2012-824-341	341	Top	top			clothes	3.8	1.88064938392651	5.85	1.42441123571146	3.75	1.44641116670119	0.32700315984	-0.485448050721	3	1
Schroeder-2012-824-342	342	Trikot	tricot			clothes	4.6	1.72900945174124	4.21052631578947	1.51213415661519	3.05	1.356271980176	1.25896216538	0.100012678787	5	2
Schroeder-2012-824-343	343	Hose	trousers	TROUSERS	809	clothes	1	0	1.8	0.615587011251093	4.8	0.523148363780596	22.2198647111	1.34674141035	4	2
Schroeder-2012-824-344	344	Unterhose	underpants			clothes	2.25	1.71295374319209	2.1	0.640723275517187	4.8421052631579	0.374634324632679	2.36259782984	0.373389800708	8	4
Schroeder-2012-824-345	345	Unterwäsche	underwear			clothes	1.9	1.25236618152662	2.85	1.30887657735053	4.65	0.670820393249937	1.49603945627	0.174943047681	8	4
Schroeder-2012-824-346	346	Unterhemd	vest			clothes	2.05	1.53811230854064	2.2	0.615587011251093	4.2	1.05630936457281	0.596780766707	-0.224185181929	8	3
Schroeder-2012-824-347	347	Weste	waistcoat			clothes	2.55	1.43178210632764	4.1	1.48323969741913	2.94736842105263	1.43270079882276	4.8968723186	0.68991878034	5	2
Schroeder-2012-824-348	348	Flugzeug	aeroplane			vehicle	1	0	2.35	0.5871429486124	3.7	1.08093526754916	59.236622405	1.77259028765	7	2
Schroeder-2012-824-349	349	Luftschiff	airship			vehicle	4.52631578947368	1.77540045725626	5.10526315789474	1.66315419349651	2.05	0.887041208323017	2.56697480474	0.409421606024	7	2
Schroeder-2012-824-350	350	Fahrrad	bicycle  	BICYCLE	747	vehicle	1.6	1.04629672756119	2.3	0.571240570577479	4.6	0.753937034925052	8.84543547366	0.946719218722	5	2
Schroeder-2012-824-351	351	Boot	boat	BOAT	1844	vehicle	2.1	1.29370947686346	1.7	0.656946685331786	4.05	0.944513241388332	30.3050178381	1.48151454398	3	1
Schroeder-2012-824-352	352	Bus	bus	BUS	1070	vehicle	1	0	1.7	0.864504725870617	4.25	1.16415770318919	6.96516730459	0.842931552718	3	1
Schroeder-2012-824-353	353	Seilbahn	cable car			vehicle	3.6	1.81803827184544	3.75	1.37170658209707	3.2	1.23969435961577	0.392403791808	-0.406266804673	6	2
Schroeder-2012-824-354	354	Wohnmobil	camper van			vehicle	3.8	1.60918416727562	4.75	1.80277563773199	3.15	1.18210338847862	0.0817507899599	-1.08750804205	8	3
Schroeder-2012-824-355	355	Kanu	canoe	CANOE	1970	vehicle	5.2	1.70448325245358	4.25	1.01954582251634	2.85	1.30887657735053	0.539555213736	-0.267964106507	4	2
Schroeder-2012-824-356	356	Auto	car	CAR	1111	vehicle	1	0	1.5	0.688247201611685	4.55	0.759154654516248	51.8463509926	1.71471819564	3	2
Schroeder-2012-824-357	357	Kutsche	carriage	CARRIAGE	2620	vehicle	3.75	1.77334058829805	2.45	0.68633274115326	2.8	1.19648608323224	3.38448270434	0.529492299072	4	2
Schroeder-2012-824-358	358	Katamaran	catamaran			vehicle	5.15	1.8144159564879	5.63157894736842	1.211542924254	2	0.725476250110012	0.0817507899599	-1.08750804205	9	4
Schroeder-2012-824-359	359	Sessellift	chairlift			vehicle	4.95	1.57195821559574	4.8	1.47255595908325	2.95	1.23437604097225	0.024525236988	-1.61038678733	9	3
Schroeder-2012-824-360	360	S-Bahn	city train			vehicle	1.1	0.307793505625546	4.15	1.53125335660212	4.2	1.19648608323224	1.54508993024	0.188953762124	5	2
Schroeder-2012-824-361	361	Kran	crane			vehicle	5.6875	1.53704261489394	2.9	1.2096106376586	3	1.48678388335006	2.67325083169	0.427039710611	4	1
Schroeder-2012-824-362	362	Kutter	cutter			vehicle	4.55	1.73129096949433	4.35	1.22581873821025	2.9	1.29370947686346	2.10099530197	0.322425081282	4	2
Schroeder-2012-824-363	363	Fähre	ferry	FERRY	3733	vehicle	3.05	1.90497962414852	3.9	1.37266548230652	3.26315789473684	0.933458638205125	2.15004577595	0.332447706441	4	2
Schroeder-2012-824-364	364	Gabelstapler	forklift truck			vehicle	4.94444444444444	1.8302112453524	4.8	1.67332005306815	2.65	1.26802789276976	0.212552053896	-0.672534694078	11	4
Schroeder-2012-824-365	365	Kabinenlift	gondola lift			vehicle	4.7	1.89459063763403	5.7	1.45457535854428	2.42105263157895	1.21636021134477	0.032700315984	-1.48544805072	11	4
Schroeder-2012-824-366	366	Leiterwagen	handcart			vehicle	4.5	1.76217568871402	4.78947368421053	1.58391032884585	2.21052631578947	1.22832077643609	0.981009479519	-0.00832679600134	9	4
Schroeder-2012-824-367	367	Hubschrauber	helicopter	HELICOPTER	2580	vehicle	2.3	1.26074330623269	2.65	1.08942283125661	3.5	1.14707866935281	3.04930446551	0.48420078976	8	3
Schroeder-2012-824-368	368	Kajak	kayak			vehicle	5.05	1.63755273117186	5.35	1.59851905146443	2.65	1.22581873821025	0.106276026948	-0.973564689742	5	2
Schroeder-2012-824-369	369	LKW	lorry			vehicle	1.35	0.670820393249937	2.4	0.99472291830968	3.6	1.46539019413009	None	None	6	3
Schroeder-2012-824-370	370	Moped	moped			vehicle	2.3	1.1742858972248	3.55	0.998683343734455	2.45	1.14593101656986	0.637656161687	-0.195413439358	5	2
Schroeder-2012-824-371	371	Omnibus	motor coach			vehicle	1.55	1.14593101656986	2.95	1.73129096949433	3.45	1.14593101656986	4.21834076193	0.625141659578	7	3
Schroeder-2012-824-372	372	Motorboot	motorboat			vehicle	2.95	1.27630222456166	3.7	1.21828179265546	2.95	1.19097483291276	1.53691485125	0.186649807215	8	3
Schroeder-2012-824-373	373	Motorrad	motorcycle  	MOTORCYCLE	638	vehicle	2.2	1.54238366446908	3.25	1.06992375527664	3.05	1.356271980176	4.97044802956	0.696395537224	7	3
Schroeder-2012-824-374	374	Tretboot	pedal boat			vehicle	4.94444444444444	1.66175747583597	3.95	1.19097483291276	3.1	1.11921024787453	0.00817507899599	-2.08750804205	7	2
Schroeder-2012-824-375	375	Floß	raft	RAFT	1664	vehicle	5.15	1.95407805694439	3.6	0.99472291830968	2.45	1.31689427302111	2.33807259285	0.36885799108	4	1
Schroeder-2012-824-376	376	Draisine	rail trolley			vehicle	5.6	1.40407570003493	6.5	1.14707866935281	1.73684210526316	1.04573765900535	0.130801263936	-0.883388059393	7	3
Schroeder-2012-824-377	377	Rollschuh	roller blade			vehicle	5.5	1.46059348668044	3.55	1.27630222456166	2.45	1.19097483291276	None	None	5	2
Schroeder-2012-824-378	378	Kahn	rowing boat			vehicle	4.4	1.69829635997837	3.52631578947368	1.3067525929499	2.68421052631579	1.33552451531005	5.15847484647	0.712521317195	3	1
Schroeder-2012-824-379	379	Segelschiff	sailing ship			vehicle	3.65	1.9269556026896	3.25	0.638666373658505	2.65	1.42441123571146	1.8312176951	0.262739976285	8	3
Schroeder-2012-824-380	380	Laufroller	scooter			vehicle	6	1.22474487139159	3.66666666666667	1.97036873228756	2.10526315789474	1.10023920844036	None	None	7	3
Schroeder-2012-824-381	381	Schiff	ship	SHIP	740	vehicle	1.2	0.695852373938459	1.85	0.5871429486124	4.1	0.852241626226791	87.8330487329	1.94365795761	3	1
Schroeder-2012-824-382	382	Skateboard	skateboard			vehicle	5.47058823529412	1.50489397711365	5.68421052631579	1.94515442343125	2.3	1.4179302929938	0.0572255529719	-1.24241000203	8	2
Schroeder-2012-824-383	383	Schlitten	sleigh	SLED	16	vehicle	4.8	1.76515990031618	1.8	0.833508753466491	3.73684210526316	1.14707866935281	6.24576035294	0.795585316527	6	2
Schroeder-2012-824-384	384	U-Boot	submarine	SUBMARINE	4022	vehicle	5.73684210526316	1.59311383645565	3.85	1.72520021721355	2.11111111111111	1.27827498141228	11.2243834615	1.05016249519	4	2
Schroeder-2012-824-385	385	Taxi	taxi			vehicle	1.3	0.571240570577479	3.4	1.50087693664316	3.8	1.19648608323224	4.25921615691	0.629329681251	5	2
Schroeder-2012-824-386	386	Traktor	tractor			vehicle	3.84210526315789	1.83373201406727	2.35	0.875093979915421	2.75	1.33278497495796	3.09017986049	0.489983757788	7	2
Schroeder-2012-824-387	387	Zug	train	TRAIN	900	vehicle	1.1	0.307793505625546	1.85	0.745159820370594	4.5	0.888523316638639	125.299435772	2.09794911535	3	1
Schroeder-2012-824-388	388	Straßenbahn	tram			vehicle	1.35	0.5871429486124	3.15	1.42441123571146	4.1	1.11921024787453	11.0445317236	1.04314730697	10	3
Schroeder-2012-824-389	389	Dreirad	tricycle			vehicle	5.10526315789474	1.69622904775745	1.9	0.718184846459608	2.9	1.61896653195146	0.269777606868	-0.568994102171	6	2
Schroeder-2012-824-390	390	U-Bahn	underground railway			vehicle	1.25	0.716350399411379	4.4	1.63514042532326	4.05	0.944513241388332	1.52056469325	0.182004902169	4	2
Schroeder-2012-824-391	391	Yacht	yacht			vehicle	4.1	1.88902648277667	5.05	1.39453821823042	2.6	1.35335839575791	0.678531556667	-0.168429949673	4	1
Schroeder-2012-824-392	392	Sessel	armchair			furniture	1.25	0.716350399411379	2.2	0.833508753466491	4.65	0.670820393249937	17.2494166815	1.23677441325	5	2
Schroeder-2012-824-393	393	Balkontisch	balcony table			furniture	4.4	1.81803827184544	3.45	1.19097483291276	3.65	1.30887657735053	None	None	9	3
Schroeder-2012-824-394	394	Kellerregal	basement shelf			furniture	4.94444444444444	1.92421786164794	4.1	1.37266548230652	3.1	1.37266548230652	None	None	9	4
Schroeder-2012-824-395	395	Sitzsack	beanbag chair			furniture	5.29411764705882	1.4901638283404	5.7	1.34164078649987	2.2	1.36111409475744	0.00817507899599	-2.08750804205	6	2
Schroeder-2012-824-396	396	Bett	bed	BED	1663	furniture	1.2	0.695852373938459	1.25	0.444261658319319	5	0	102.67899219	2.01148159735	3	1
Schroeder-2012-824-397	397	Bettkasten	bed drawer			furniture	4.72222222222222	1.84089350286454	4.4	1.42902248518275	2.6	1.27320565172283	0.130801263936	-0.883388059393	9	3
Schroeder-2012-824-398	398	Nachtschrank	bedside cabinet			furniture	2.5	1.46897744599504	3.2	1.19648608323224	4	1.12390297389803	0.0817507899599	-1.08750804205	9	2
Schroeder-2012-824-399	399	Nachttisch	bedside table			furniture	2.35	1.59851905146443	2.85	0.812727700887249	3.7	1.03109548284184	2.09282022297	0.320731923263	7	2
Schroeder-2012-824-400	400	Bank	bench	BENCH	2584	furniture	3.31578947368421	1.73373814436217	1.85	0.670820393249937	4.2	0.951453182187509	84.7265187145	1.92801936226	4	1
Schroeder-2012-824-401	401	Bücherschrank	bookcase			furniture	1.8	1.19648608323224	3.35	0.812727700887249	4.35	0.988086934168085	None	None	9	3
Schroeder-2012-824-402	402	Brotschrank	bread cupboard			furniture	4.5	1.90567020949807	3.35294117647059	1.41161151129605	2.83333333333333	1.46528455377425	0.00817507899599	-2.08750804205	9	2
Schroeder-2012-824-403	403	Campingstuhl	camping chair			furniture	5.57894736842105	1.92399438303882	4.15	1.22581873821025	3.5	1.31789305532094	0.00817507899599	-2.08750804205	10	3
Schroeder-2012-824-404	404	Stuhl	chair	CHAIR	1476	furniture	1.15	0.489360484929593	1.6	0.598243041616119	4.8	0.523148363780596	50.3666616943	1.70214316674	4	1
Schroeder-2012-824-405	405	Liege	chaise longue			furniture	2.85	1.69441808051583	3.4	1.53554379189983	3.55	1.31689427302111	2.16639593394	0.335737831888	4	2
Schroeder-2012-824-406	406	Truhe	chest			furniture	2.95	1.79105966869954	3	1.1697953037312	3.15	1.22581873821025	3.58885967924	0.554956478193	4	2
Schroeder-2012-824-407	407	Kommode	chest of drawers			furniture	1.65	0.988086934168084	4	1.1697953037312	3.2	1.36111409475744	3.27820667739	0.515636330571	6	3
Schroeder-2012-824-408	408	Couchtisch	coffee table			furniture	1.75	0.966545666958261	4.15	1.34848843251679	3.6	1.18765580695312	0.179851737912	-0.745085361227	6	2
Schroeder-2012-824-409	409	Couch	couch			furniture	1.33333333333333	0.76696498884737	3	1.45095250022002	4.65	0.670820393249937	2.62420035771	0.418996990356	3	1
Schroeder-2012-824-410	410	Wiege	cradle	CRADLE	2946	furniture	4.21052631578947	1.87317162316339	2.4	0.882579950158088	3.25	1.33278497495796	5.84518148213	0.766797999752	4	2
Schroeder-2012-824-411	411	Schrank	cupboard	CUPBOARD	3357	furniture	1.15	0.489360484929593	1.95	0.510417785534041	4.55	0.825577947481896	15.9822794372	1.20363871968	5	1
Schroeder-2012-824-412	412	Liegestuhl	deckchair			furniture	3.10526315789474	1.44893588701445	3.3	1.30182058752551	4.15	0.875093979915421	1.92114356406	0.283559820223	8	3
Schroeder-2012-824-413	413	Schreibtisch	desk			furniture	1.6	1.14248114115496	3.2	1.15165784392487	4.95	0.223606797749978	22.6776691349	1.35559841469	7	2
Schroeder-2012-824-414	414	Schreibtischstuhl	desk chair			furniture	1.85	1.18210338847862	3.65	1.42441123571146	4.55	0.825577947481896	0.16350157992	-0.786478046385	11	3
Schroeder-2012-824-415	415	Esstisch	dining table			furniture	1.35	0.745159820370594	2.95	1.14593101656986	4.15789473684211	1.01451454700358	None	None	5	2
Schroeder-2012-824-416	416	Vitrine	display cabinet			furniture	2	1.12390297389803	4.3	1.30182058752551	3.5	1.43270079882276	1.53691485125	0.186649807215	7	3
Schroeder-2012-824-417	417	Schminktisch	dressing table			furniture	4.1	1.94395148304196	5.45	1.50350467767462	2.25	1.25131509768092	0.0981009479519	-1.008326796	8	2
Schroeder-2012-824-418	418	Aktenschrank	filing cabinet			furniture	3.6	1.72900945174124	4.95	1.7614288458372	3.85	0.988086934168085	0.318828080844	-0.496443435022	10	3
Schroeder-2012-824-419	419	Einbauschrank	fitted cupboard			furniture	2.65	1.56524758424985	5.2	1.39924791829115	3.05	1.31689427302111	0.0572255529719	-1.24241000203	9	3
Schroeder-2012-824-420	420	Blumenständer	flower stand			furniture	4.22222222222222	1.55508863207046	3.63157894736842	1.211542924254	2.05	0.825577947481897	0.0899258689559	-1.04611535689	12	4
Schroeder-2012-824-421	421	Klapptisch	folding table			furniture	4.1	1.37266548230652	3.35	1.08942283125661	3.85	1.34848843251679	0.212552053896	-0.672534694078	7	2
Schroeder-2012-824-422	422	Gartenstuhl	garden chair			furniture	4.1	1.74416319854476	3.25	0.966545666958261	3.95	0.887041208323017	0.392403791808	-0.406266804673	10	3
Schroeder-2012-824-423	423	Küchentisch	kitchen table			furniture	1.4	0.940324691963254	2.35	0.745159820370594	4.85	0.489360484929594	2.23179656591	0.348654604992	8	3
Schroeder-2012-824-424	424	Wäschetruhe	linen chest			furniture	3.89473684210526	1.88251418298052	4.25	1.58529426124516	3.15	1.22581873821025	0.04087539498	-1.38853803771	8	4
Schroeder-2012-824-425	425	Wäscheschrank	linen cupboard			furniture	2.35	1.89944590258373	3.1	1.02083557106808	3.9	1.3337718577107	0.416929028796	-0.379937865951	9	3
Schroeder-2012-824-426	426	Zeitungsständer	newspaper rack			furniture	5.0625	1.38894444333338	4.25	1.33278497495796	2.8	1.57613785130482	0.0572255529719	-1.24241000203	12	4
Schroeder-2012-824-427	427	Beistelltisch	occasional table			furniture	2.7	1.78000591365073	5.55	1.356271980176	2.75	1.1180339887499	0.0817507899599	-1.08750804205	9	3
Schroeder-2012-824-428	428	Klavierhocker	piano stool			furniture	3.42105263157895	1.74215031478293	4.15789473684211	1.34425352663091	2.75	1.33278497495796	0.032700315984	-1.48544805072	10	4
Schroeder-2012-824-429	429	Schaukelstuhl	rocking chair	ROCKING CHAIR	3999	furniture	2.75	1.86024899295483	2.85	0.875093979915421	3.9	1.02083557106808	1.07093534848	0.0297632536068	9	3
Schroeder-2012-824-430	430	Safe	safe			furniture	6.125	1.25830573921179	4.85	1.53125335660212	2.3	1.21828179265546	0.588605687711	-0.230175545618	3	1
Schroeder-2012-824-431	431	Sitzecke	seating area			furniture	2.4	1.78885438199983	3.75	1.61815359364665	3.3	1.03109548284184	0.49050473976	-0.309356791665	6	3
Schroeder-2012-824-432	432	Regal	shelf	SHELF	745	furniture	1.94736842105263	1.61498827689334	2.25	0.716350399411379	4.95	0.223606797749978	6.51553795981	0.813950279347	5	2
Schroeder-2012-824-433	433	Schuhschrank	shoe cupboard			furniture	3.05	1.50350467767462	3.25	1.16415770318919	3.10526315789474	1.48678388335006	0.04087539498	-1.38853803771	7	2
Schroeder-2012-824-434	434	Anrichte	sideboard			furniture	2.7	1.52522647153584	4.95	1.60509058606475	2.25	1.33278497495796	1.45516406129	0.16291196026	7	3
Schroeder-2012-824-435	435	Spültisch	sink unit			furniture	4	1.68033610083361	4.94736842105263	1.74717817607346	2.85	1.59851905146443	0.269777606868	-0.568994102171	7	2
Schroeder-2012-824-436	436	Sofa	sofa	SOFA	3099	furniture	1.2	0.695852373938459	2.25	1.16415770318919	4.8	0.523148363780596	10.8565049067	1.03569003298	4	2
Schroeder-2012-824-437	437	Hocker	stool	STOOL	2058	furniture	2.2	1.15165784392487	3.05	1.43178210632764	3.35	1.18210338847862	2.01924451201	0.305188911211	4	2
Schroeder-2012-824-438	438	Tisch	table	TABLE	1775	furniture	1.45	1.46808145478878	1.35	0.5871429486124	4.95	0.223606797749978	139.327871329	2.14403800195	3	1
Schroeder-2012-824-439	439	TV-Schrank	TV cabinet			furniture	3.35	1.63111198750713	5	1.6996731711976	2.7	1.34164078649987	None	None	9	3
Schroeder-2012-824-440	440	Regenschirmhalter	umbrella holder			furniture	5.9375	1.18145390656315	4.16666666666667	1.33944676902773	2.11111111111111	0.900254139862666	None	None	14	5
Schroeder-2012-824-441	441	Hängeschrank	wall cupboard			furniture	2.5	1.39548142984872	3.75	0.786397515657049	4.2	1.10501250290616	0.0817507899599	-1.08750804205	9	3
Schroeder-2012-824-442	442	Ohrensessel	wing chair			furniture	2.42105263157895	1.98090297798432	5.44444444444444	1.5424282697488	2.65	1.34848843251679	0.294302843856	-0.531205541282	9	4
Schroeder-2012-824-443	443	Akkordeon	accordion	ACCORDION	2603	musical instrument	2.3	1.30182058752551	3.55	1.14593101656986	2.95	0.944513241388332	0.637656161687	-0.195413439358	8	4
Schroeder-2012-824-444	444	Balalaika	balalaika			musical instrument	4.47368421052632	1.77540045725626	5.52941176470588	1.12459142907677	1.63157894736842	0.760885910252682	0.0981009479519	-1.008326796	8	4
Schroeder-2012-824-445	445	Blechtrommel	tin drum			musical instrument	3.89473684210526	1.79179416111044	3.6	1.18765580695312	2.05	0.944513241388333	0.727582030643	-0.138118035404	10	3
Schroeder-2012-824-446	446	Bongo	bongo drums			musical instrument	4.5	1.75119007154183	6.11764705882353	1.11143786045242	1.73684210526316	1.09757840839418	0.425104107792	-0.371504698414	5	2
Schroeder-2012-824-447	447	Bratsche	viola			musical instrument	3.05	1.356271980176	4.95	1.43178210632764	2.31578947368421	1.29325736799875	0.833858057591	-0.078907870287	5	2
Schroeder-2012-824-448	448	Cello	cello			musical instrument	2.3	1.34164078649987	5	1.45095250022002	2.95	1.356271980176	1.0137097955	0.00591364311327	4	2
Schroeder-2012-824-449	449	Cembalo	harpsichord			musical instrument	3	1.74717817607346	5.66666666666667	1.37198868114007	1.85	1.13670808176853	0.931959005543	-0.0306031907125	7	3
Schroeder-2012-824-450	450	Dudelsack	bagpipes			musical instrument	3.85	1.84319516629483	4.4	1.31389337066357	2.2	1.19648608323224	0.670356477671	-0.173694189665	8	3
Schroeder-2012-824-451	451	E-Gitarre	electric guitar			musical instrument	2.35	1.26802789276975	5.3	1.12857618729367	2.7	1.30182058752551	0.016350157992	-1.78647804638	7	4
Schroeder-2012-824-452	452	Fagott	bassoon			musical instrument	3.35	1.89944590258373	5.45	1.356271980176	2.1	1.11921024787453	0.915608847551	-0.0382900193788	5	2
Schroeder-2012-824-453	453	Fanfare	fanfare			musical instrument	4.26315789473684	1.55785127171862	5.22222222222222	1.30859401674224	2.1	1.2096106376586	1.44698898229	0.160465224313	7	3
Schroeder-2012-824-454	454	Flöte	flute	FLUTE	777	musical instrument	1.25	0.550119604220181	2.85	1.03998987849326	3.6	0.940324691963255	4.43089281583	0.646491244489	5	2
Schroeder-2012-824-455	455	Geige	violin	VIOLIN	4023	musical instrument	1.1	0.307793505625546	3.75	0.966545666958261	2.8	1.23969435961577	7.00604269957	0.845472779874	4	2
Schroeder-2012-824-456	456	Gitarre	guitar	GUITAR	3090	musical instrument	1.3	0.801314709186032	2.5	0.688247201611685	4	1.21395395733377	2.59967512073	0.414919077935	6	3
Schroeder-2012-824-457	457	Harfe	harp	HARP	2597	musical instrument	2.65	1.4964871146156	4.8	1.57613785130482	2.9	1.29370947686346	1.77399214213	0.2489516918	5	2
Schroeder-2012-824-458	458	Kastagnette	castanets			musical instrument	5.05882352941176	1.14403825522216	5.63157894736842	1.38285237887288	1.94736842105263	1.17727011016194	0.384228712812	-0.415410184113	10	4
Schroeder-2012-824-459	459	Keyboard	keyboard			musical instrument	3.10526315789474	1.41007237174808	5.1	1.86095617754337	2.95	1.43178210632764	0.457804423776	-0.339320015043	6	2
Schroeder-2012-824-460	460	Klarinette	clarinet			musical instrument	2.25	1.25131509768092	5.2	1.32188063797479	2.8	1.36111409475744	1.39793850831	0.145488068343	9	4
