ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Sun-1991-984-79	2847	APRIL	79	April
Sun-1991-984-83	2851	AUGUST	83	August
Sun-1991-984-315			315	Chinese
Sun-1991-984-87	2855	DECEMBER	87	December
Sun-1991-984-77	2037	FEBRUARY	77	February
Sun-1991-984-969	1209	I	969	I
Sun-1991-984-76	2036	JANUARY	76	January
Sun-1991-984-82	2850	JULY	82	July
Sun-1991-984-81	2849	JUNE	81	June
Sun-1991-984-78	2846	MARCH	78	March
Sun-1991-984-80	2848	MAY (MONTH)	80	May
Sun-1991-984-1003			1003	NEG
Sun-1991-984-734			734	NEG+copula
Sun-1991-984-736			736	NEG+have
Sun-1991-984-86	2854	NOVEMBER	86	November
Sun-1991-984-85	2853	OCTOBER	85	October
Sun-1991-984-84	2852	SEPTEMBER	84	September
Sun-1991-984-963			963	acre
Sun-1991-984-1001	204	AGAIN	1001	again
Sun-1991-984-482	1597	AIRPLANE	482	airplane
Sun-1991-984-781	1422	BE ALIVE	781	alive
Sun-1991-984-999	98	ALL	999	all / even
Sun-1991-984-1000			1000	also
Sun-1991-984-728	1826	ANGRY	728	angry
Sun-1991-984-691	1275	ANSWER	691	answer
Sun-1991-984-157	587	ANT	157	ant
Sun-1991-984-253	1673	ARM	253	arm
Sun-1991-984-265	1886	ARMPIT	265	armpit
Sun-1991-984-308	1561	ARMY	308	army
Sun-1991-984-740	1387	ARRIVE	740	arrive
Sun-1991-984-428	977	ARROW	428	arrow
Sun-1991-984-743	705	GO UP (ASCEND)	743	ascend
Sun-1991-984-472	646	ASH	472	ashes
Sun-1991-984-690	1309	ASK (INQUIRE)	690	ask / inquire
Sun-1991-984-330	2176	MATERNAL AUNT	330	aunt (maternal)
Sun-1991-984-326	2175	PATERNAL AUNT	326	aunt (paternal)
Sun-1991-984-322	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	322	aunt (paternal, elder)
Sun-1991-984-328	2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	328	aunt (wife of maternal uncle)
Sun-1991-984-324	2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	324	aunt (wife of younger paternal
Sun-1991-984-316			316	autonym
Sun-1991-984-72	1276	AUTUMN	72	autumn
Sun-1991-984-408	677	AXE	408	ax
Sun-1991-984-52	2910	BACK (DIRECTION)	52	back (direction)
Sun-1991-984-258	1291	BACK	258	back (of body)
Sun-1991-984-861	1292	BAD	861	bad
Sun-1991-984-501	1845	BALL	501	ball
Sun-1991-984-183	1927	BAMBOO	183	bamboo
Sun-1991-984-184	2494	BAMBOO SHOOT	184	bamboo shoot
Sun-1991-984-487	1284	BANK	487	bank
Sun-1991-984-783	1204	BARK	783	bark
Sun-1991-984-187	932	BARLEY	187	barley
Sun-1991-984-189	932	BARLEY	189	barley (Tibetan)
Sun-1991-984-443	2548	BARREL	443	barrel / pail / bucket
Sun-1991-984-437	1539	BASKET	437	basket (bamboo, large)
Sun-1991-984-149	1793	BAT	149	bat
Sun-1991-984-650	138	BATHE	650	bathe
Sun-1991-984-733	1579	BE	733	be / copula
Sun-1991-984-352	1132	BEAM	352	beam
Sun-1991-984-201	832	BEAN	201	beans
Sun-1991-984-125	1820	BEAR	125	bear
Sun-1991-984-790	3054	BEAR FRUIT	790	bear fruit
Sun-1991-984-246	678	BEARD	246	beard
Sun-1991-984-847	1427	BEAUTIFUL	847	beautiful
Sun-1991-984-455	1663	BED	455	bed
Sun-1991-984-160	1949	BEDBUG	160	bedbug
Sun-1991-984-793	1806	BEGIN	793	begin
Sun-1991-984-721	1890	BELIEVE	721	believe
Sun-1991-984-508	2246	BELL	508	bell
Sun-1991-984-260	1251	BELLY	260	belly
Sun-1991-984-800	1202	BIG	800	big
Sun-1991-984-142	937	BIRD	142	bird
Sun-1991-984-774	1195	GIVE BIRTH	774	birth, give
Sun-1991-984-535	1403	BITE	535	bite
Sun-1991-984-889	887	BITTER	889	bitter
Sun-1991-984-841	163	BLACK	841	black
Sun-1991-984-276	1746	BLADDER	276	bladder
Sun-1991-984-300	457	BLIND PERSON	300	blind person
