NUMBER	ID	CONCEPT_IN_SOURCE	ENGLISH	ID_IN_SOURCE	SEMANTIC_CATEGORY	CONCEPTICON_ID	CONCEPTICON_GLOSS
717	Kaufman-1973-1028-717	BOTTOM, LOWER PART	BOTTOM	TK517	LOCATION (POSITION) AND MOVEMENT	690	BOTTOM
718	Kaufman-1973-1028-718	BOTTOM, LOWER PART	LOWER PART	TK517	LOCATION (POSITION) AND MOVEMENT	2199	LOWER PART
719	Kaufman-1973-1028-719	BELOW, UNDER (prep/adv)	BELOW, UNDER (prep/adv)	TK518a	LOCATION (POSITION) AND MOVEMENT	1485	BELOW OR UNDER
720	Kaufman-1973-1028-720	UNDER (from one side to the next) (prep/adv)	UNDER (from one side to the next) (prep/adv)	TK518b	LOCATION (POSITION) AND MOVEMENT		
721	Kaufman-1973-1028-721	DOWN, DOWNWARD (prep/adv)	DOWN, DOWNWARD (prep/adv)	TK518c	LOCATION (POSITION) AND MOVEMENT	1326	DOWN
722	Kaufman-1973-1028-722	TO DESCEND, GO DOWN (iv)	TO DESCEND, GO DOWN (iv)	TK519	LOCATION (POSITION) AND MOVEMENT	2014	GO DOWN (DESCEND)
723	Kaufman-1973-1028-723	TO LOWER IT (caus)	TO LOWER IT (caus)		LOCATION (POSITION) AND MOVEMENT		
724	Kaufman-1973-1028-724	TO FALL (DOWN), DROP (iv)	TO FALL (DOWN)	TK520a	LOCATION (POSITION) AND MOVEMENT	1280	FALL
725	Kaufman-1973-1028-725	TO FALL (DOWN), DROP (iv)	DROP (iv)	TK520a	LOCATION (POSITION) AND MOVEMENT	750	DROP
726	Kaufman-1973-1028-726	TO DROP IT (DOWN) (caus)	TO DROP IT (DOWN) (caus)	TK520b	LOCATION (POSITION) AND MOVEMENT	2866	DROP (SOMETHING)
727	Kaufman-1973-1028-727	TO FELL IT, CHOP/CUT IT DOWN (TREES) (tv)	TO FELL IT, CHOP/CUT IT DOWN (TREES) (tv)	TK520c	LOCATION (POSITION) AND MOVEMENT	463	FELL (A TREE)
728	Kaufman-1973-1028-728	(IN) FRONT (OF), BEFORE, AHEAD (prep/adv)	(IN) FRONT (OF), BEFORE, AHEAD (prep/adv)	TK521a	LOCATION (POSITION) AND MOVEMENT	1883	IN FRONT OF
729	Kaufman-1973-1028-729	FORWARD	FORWARD		LOCATION (POSITION) AND MOVEMENT	2912	FORWARD
730	Kaufman-1973-1028-730	FRONT (SIDE)	FRONT (SIDE)	TK521b	LOCATION (POSITION) AND MOVEMENT	2194	FRONT (PART)
731	Kaufman-1973-1028-731	TO GO IN FRONT, PRECEDE (iv)	TO GO IN FRONT, PRECEDE (iv)	TK521c	LOCATION (POSITION) AND MOVEMENT		
732	Kaufman-1973-1028-732	(IN) BACK (OF), BEHIND (prep/adv)	(IN) BACK (OF), BEHIND (prep/adv)	TK522a	LOCATION (POSITION) AND MOVEMENT	1686	BEHIND
733	Kaufman-1973-1028-733	BACKWARD (adv)	BACKWARD (adv)	TK522b	LOCATION (POSITION) AND MOVEMENT	2911	BACKWARD
734	Kaufman-1973-1028-734	BACK, REAR PART	BACK, REAR PART	TK522c	LOCATION (POSITION) AND MOVEMENT	2323	BACK (PART)
735	Kaufman-1973-1028-735	BACK OF BODY	BACK OF BODY	TK523	LOCATION (POSITION) AND MOVEMENT	1291	BACK
736	Kaufman-1973-1028-736	NEAR/CLOSE (BY)	NEAR/CLOSE (BY)	TK524	LOCATION (POSITION) AND MOVEMENT	3735	NEAR (IN SPACE)
737	Kaufman-1973-1028-737	TO APPROACH, GO NEAR, MOVE TOWARD	TO APPROACH, GO NEAR, MOVE TOWARD		LOCATION (POSITION) AND MOVEMENT	1778	APPROACH
738	Kaufman-1973-1028-738	TO ADJOIN (IT), BORDER ON IT, BE CLOSE TO IT (tv/iv)	TO ADJOIN (IT), BORDER ON IT, BE CLOSE TO IT (tv/iv)		LOCATION (POSITION) AND MOVEMENT		
739	Kaufman-1973-1028-739	FAR (AWAY), DISTANT	FAR (AWAY), DISTANT	TK525	LOCATION (POSITION) AND MOVEMENT	1406	FAR
740	Kaufman-1973-1028-740	TO TREMBLE, SHIVER, VIBRATE, QUIVER (“small movements”) (iv)	TO TREMBLE, SHIVER, VIBRATE, QUIVER (“small movements”) (iv)	TK526	LOCATION (POSITION) AND MOVEMENT	52	SHIVER
741	Kaufman-1973-1028-741	TO SHAKE, ROCK, QUAKE (“large movements”) (iv)	TO SHAKE, ROCK, QUAKE (“large movements”) (iv)	TK527a	LOCATION (POSITION) AND MOVEMENT		
742	Kaufman-1973-1028-742	TO SHAKE IT (tv)	TO SHAKE IT (tv)	TK527b	LOCATION (POSITION) AND MOVEMENT	1909	SHAKE
743	Kaufman-1973-1028-743	TO CRAWL, CREEP (iv)	TO CRAWL, CREEP (iv)	TK528	LOCATION (POSITION) AND MOVEMENT	3456	CRAWL OR CREEP
744	Kaufman-1973-1028-744	TO FLY (iv)	TO FLY (iv)	TK529	LOCATION (POSITION) AND MOVEMENT	1441	FLY (MOVE THROUGH AIR)
745	Kaufman-1973-1028-745	TO RUN (iv)	TO RUN (iv)	TK530	LOCATION (POSITION) AND MOVEMENT	1519	RUN
746	Kaufman-1973-1028-746	TO SWIM (iv)	TO SWIM (iv)	TK531	LOCATION (POSITION) AND MOVEMENT	1439	SWIM
747	Kaufman-1973-1028-747	TO FLOAT (iv)	TO FLOAT (iv)	TK532	LOCATION (POSITION) AND MOVEMENT	1574	FLOAT
748	Kaufman-1973-1028-748	TO THROW IT, CAST IT	TO THROW IT, CAST IT	TK533a	LOCATION (POSITION) AND MOVEMENT	1456	THROW
749	Kaufman-1973-1028-749	TO THROW IT AWAY	TO THROW IT AWAY	TK533b	LOCATION (POSITION) AND MOVEMENT	3696	THROW AWAY
750	Kaufman-1973-1028-750	TO JUMP, SPRING, LEAP	TO JUMP, SPRING, LEAP	TK534	LOCATION (POSITION) AND MOVEMENT	1829	JUMP
751	Kaufman-1973-1028-751	TO BREATHE (IN) (iv)	TO BREATHE (IN) (iv)	TK535	ACTIONS WITH MOUTH AND LUNGS	1407	BREATHE
752	Kaufman-1973-1028-752	BREATH (n)	BREATH (n)	TK536	ACTIONS WITH MOUTH AND LUNGS	870	BREATH
753	Kaufman-1973-1028-753	TO SUCK (IT) (tv/iv)	TO SUCK (IT) (tv/iv)	TK537a	ACTIONS WITH MOUTH AND LUNGS	1421	SUCK
754	Kaufman-1973-1028-754	TO SUCKLE, NURSE	TO SUCKLE, NURSE	TK537b	ACTIONS WITH MOUTH AND LUNGS	2472	SUCKLE (BREASTFEED, NURSE)
755	Kaufman-1973-1028-755	TO SMOKE IT (TOBACCO, MARIHUANA) (tv)	TO SMOKE IT (TOBACCO, MARIHUANA) (tv)	TK538	ACTIONS WITH MOUTH AND LUNGS	1689	SMOKE (INHALE)
756	Kaufman-1973-1028-756	PIPE, WATER PIPE, CALUMET	PIPE, WATER PIPE, CALUMET	TK539	ACTIONS WITH MOUTH AND LUNGS	1124	PIPE
757	Kaufman-1973-1028-757	TO CHOKE (iv)	TO CHOKE (iv)	TK540	ACTIONS WITH MOUTH AND LUNGS	129	CHOKE
758	Kaufman-1973-1028-758	TO COUGH (iv)	TO COUGH (iv)	TK541a	ACTIONS WITH MOUTH AND LUNGS	879	COUGH
759	Kaufman-1973-1028-759	(A) COUGH (n)	(A) COUGH (n)	TK541b	ACTIONS WITH MOUTH AND LUNGS	3913	COUGH (ACT OF COUGHING)
760	Kaufman-1973-1028-760	TO SNEEZE (iv)	TO SNEEZE (iv)	TK542	ACTIONS WITH MOUTH AND LUNGS	1621	SNEEZE
761	Kaufman-1973-1028-761	TO HICCUP (iv)	TO HICCUP (iv)	TK543a	ACTIONS WITH MOUTH AND LUNGS	162	HICCOUGH
762	Kaufman-1973-1028-762	HICCUP (n)	HICCUP (n)	TK543b	ACTIONS WITH MOUTH AND LUNGS		
763	Kaufman-1973-1028-763	TO SNORE (iv)	TO SNORE (iv)	TK544	ACTIONS WITH MOUTH AND LUNGS	1983	SNORE
764	Kaufman-1973-1028-764	TO BE/GET TIRED (iv)	TO BE/GET TIRED (iv)	TK545	PHYSICAL DRIVES AND RESPONSES	1996	GET TIRED
765	Kaufman-1973-1028-765	TO (TAKE) REST, REPOSE (iv) P	TO (TAKE) REST, REPOSE (iv) P	TK 546	PHYSICAL DRIVES AND RESPONSES	168	REST
766	Kaufman-1973-1028-766	TO SLEEP (iv)	TO SLEEP (iv)	TK547	PHYSICAL DRIVES AND RESPONSES	1585	SLEEP
767	Kaufman-1973-1028-767	TO (A)WAKE(N), WAKE UP (iv)	TO (A)WAKE(N), WAKE UP (iv)	TK548a	PHYSICAL DRIVES AND RESPONSES	1602	WAKE UP
768	Kaufman-1973-1028-768	TO (A)WAKE(N), WAKE UP (caus)	TO (A)WAKE(N), WAKE UP (caus)	TK548b	PHYSICAL DRIVES AND RESPONSES	3174	WAKE UP (SOMEONE)
769	Kaufman-1973-1028-769	TO (BE) HUNGRY (iv)	TO (BE) HUNGRY (iv)	TK550	PHYSICAL DRIVES AND RESPONSES	1533	BE HUNGRY
770	Kaufman-1973-1028-770	HUNGRY (aj)	HUNGRY (aj)		PHYSICAL DRIVES AND RESPONSES		
771	Kaufman-1973-1028-771	HUNGER (n)	HUNGER (n)	TK551	PHYSICAL DRIVES AND RESPONSES	1864	HUNGER
772	Kaufman-1973-1028-772	TO DRINK IT (tv)	TO DRINK IT (tv)	TK552a	INGESTION	1401	DRINK
773	Kaufman-1973-1028-773	BEVERAGE	BEVERAGE	TK552b	INGESTION	731	BEVERAGE
774	Kaufman-1973-1028-774	TO EAT (in general) (tv/iv)	TO EAT (in general) (tv/iv)	TK553a	INGESTION	1336	EAT
775	Kaufman-1973-1028-775	TO EAT FRUIT (tv)	TO EAT FRUIT (tv)	TK553b	INGESTION		
776	Kaufman-1973-1028-776	TO EAT MEAT (tv)	TO EAT MEAT (tv)	TK553c	INGESTION		
777	Kaufman-1973-1028-777	TO EAT GRAIN (CORN, WHEAT, RICE) (tv)	TO EAT GRAIN (CORN, WHEAT, RICE) (tv)	TK553d	INGESTION		
778	Kaufman-1973-1028-778	TO FEED HIM (caus)	TO FEED HIM (caus)	TK554	INGESTION	739	FEED
779	Kaufman-1973-1028-779	FOOD (n)	FOOD (n)	TK555	INGESTION	256	FOOD
780	Kaufman-1973-1028-780	A MEAL (n)	A MEAL (n)	TK556	INGESTION	1526	MEAL
781	Kaufman-1973-1028-781	TO BITE IT (tv)	TO BITE IT (tv)	TK557	INGESTION	1403	BITE
782	Kaufman-1973-1028-782	TO CHEW IT	TO CHEW IT	TK558	INGESTION	321	CHEW
783	Kaufman-1973-1028-783	TO SWALLOW IT	TO SWALLOW IT	TK559	INGESTION	897	SWALLOW
784	Kaufman-1973-1028-784	FLOUR, MEAL (made from manioc, wheat, maize, acorn)	FLOUR, MEAL (made from manioc, wheat, maize, acorn)	TK560	FOOD	1594	FLOUR
785	Kaufman-1973-1028-785	DOUGH (from maize, acorn, wheat)	DOUGH (from maize, acorn, wheat)	TK561	FOOD	273	DOUGH
786	Kaufman-1973-1028-786	GRUEL, MUSH (from grain, acorn, miaze)	GRUEL	TK562	FOOD	1167	GRUEL
787	Kaufman-1973-1028-787	GRUEL, MUSH (from grain, acorn, miaze)	MUSH (from grain, acorn, miaze)	TK562	FOOD	3651	MUSH (FOOD)
788	Kaufman-1973-1028-788	BAKED MEAL (‘bread”, tortilla, acorn bread)	BAKED MEAL (‘bread”, tortilla, acorn bread)	TK563	FOOD		
789	Kaufman-1973-1028-789	SALT	SALT	TK564a	FOOD	1274	SALT
790	Kaufman-1973-1028-790	SALTY	SALTY	TK564b	FOOD	1091	SALTY
791	Kaufman-1973-1028-791	FERMENTED UNDISTILLED LIQUOR (“beer”: palm wine, rice beer, pulque, beer, chicha, wine)	FERMENTED UNDISTILLED LIQUOR (“beer”: palm wine, rice beer, pulque, beer, chicha, wine)	TK565	FOOD	404	ALCOHOL (FERMENTED DRINK)
792	Kaufman-1973-1028-792	TO ROAST IT (MEAT), BAKE IT (tv)	TO ROAST IT (MEAT)	TK566	FOOD PREPARATION	1962	ROAST (SOMETHING)
793	Kaufman-1973-1028-793	TO ROAST IT (MEAT), BAKE IT (tv)	BAKE IT (tv)	TK566	FOOD PREPARATION	183	BAKE
794	Kaufman-1973-1028-794	TO BOIL (iv)	TO BOIL (iv)	TK567a	FOOD PREPARATION	2493	BOIL
795	Kaufman-1973-1028-795	TO BOIL IT (caus)	TO BOIL IT (caus)	TK567b	FOOD PREPARATION	2492	BOIL (SOMETHING)
796	Kaufman-1973-1028-796	CULTIVATED LAND/FIELD	CULTIVATED LAND/FIELD	TK568	PLANT HUSBANDRY	212	FIELD
797	Kaufman-1973-1028-797	TO PLANT, SOW (tv)	TO PLANT, SOW (tv)	TK569	PLANT HUSBANDRY	1486	PLANT (SOMETHING)
798	Kaufman-1973-1028-798	TO PICK IT, PLUCK IT, GATHER IT, HARVEST IT, REAP IT (tv)	TO PICK IT, PLUCK IT, GATHER IT, HARVEST IT, REAP IT (tv)	TK570	PLANT HUSBANDRY	1827	HARVEST CROPS
799	Kaufman-1973-1028-799	TO GATHER IT, COLLECT IT (FRUITS, VEGETABLES)	TO GATHER IT, COLLECT IT (FRUITS, VEGETABLES)	TK571	PLANT HUSBANDRY	7	GATHER
800	Kaufman-1973-1028-800	BRIDGE	BRIDGE	TK572	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TRAVEL AND TRANSPORTATION	1011	BRIDGE
801	Kaufman-1973-1028-801	ROAD, WAY, PATH, TRAIL, STREET	ROAD, WAY, PATH, TRAIL	TK573	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TRAVEL AND TRANSPORTATION	2457	PATH OR ROAD
802	Kaufman-1973-1028-802	ROAD, WAY, PATH, TRAIL, STREET	STREET	TK573	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TRAVEL AND TRANSPORTATION	1362	STREET
803	Kaufman-1973-1028-803	CANOE, BOAT	CANOE	TK574	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TRAVEL AND TRANSPORTATION	1970	CANOE
804	Kaufman-1973-1028-804	CANOE, BOAT	BOAT	TK574	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//TRAVEL AND TRANSPORTATION	1844	BOAT
805	Kaufman-1973-1028-805	WALL	WALL	TK575	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	3830	WALL
806	Kaufman-1973-1028-806	FENCE	FENCE	TK576	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	1690	FENCE
807	Kaufman-1973-1028-807	HOUSE, HOME	HOUSE	TK577	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	1252	HOUSE
808	Kaufman-1973-1028-808	HOUSE, HOME	HOME	TK577	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	2406	HOME
809	Kaufman-1973-1028-809	HUT, SHACK	HUT, SHACK	TK578a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	1678	HUT
810	Kaufman-1973-1028-810	LEAN-TO, SHED	LEAN-TO, SHED	TK578b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	3025	BARN OR SHED
811	Kaufman-1973-1028-811	SWEATHOUSE	SWEATHOUSE	TK579	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE		
812	Kaufman-1973-1028-812	NEST	NEST	TK580	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	539	NEST
813	Kaufman-1973-1028-813	DOOR1, GATE	DOOR	TK581	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	1567	DOOR
814	Kaufman-1973-1028-814	DOOR1, GATE	GATE	TK581	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE	2940	GATE
815	Kaufman-1973-1028-815	DOORWAY, ENTRANCE	DOORWAY, ENTRANCE	TK582	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//CONSTRUCTIONS - HOUSE		
816	Kaufman-1973-1028-816	BENCH, SEAT	BENCH, SEAT	TK583a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//FURNISHINGS	2584	BENCH
817	Kaufman-1973-1028-817	CHAIR	CHAIR	TK583b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//FURNISHINGS	1476	CHAIR
818	Kaufman-1973-1028-818	(WOVEN STRAW) MAT	(WOVEN STRAW) MAT	TK584	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//FURNISHINGS	195	MAT
819	Kaufman-1973-1028-819	CLAY COOKING POT (not KETTLE, not BUCKET)	CLAY COOKING POT (not KETTLE, not BUCKET)	TK585	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	3653	COOKING POT
820	Kaufman-1973-1028-820	(CLAY) PITCHER	(CLAY) PITCHER	TK586	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	120	PITCHER
821	Kaufman-1973-1028-821	BAG, SACK, ?POCKET, ?QUIVER	POCKET	TK587	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	1851	POCKET
822	Kaufman-1973-1028-822	BAG, SACK, ?POCKET, ?QUIVER	SACK	TK587	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	2990	SACK
823	Kaufman-1973-1028-823	BAG, SACK, ?POCKET, ?QUIVER	QUIVER	TK587	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	995	QUIVER (FOR ARROWS)
824	Kaufman-1973-1028-824	BAG, SACK, ?POCKET, ?QUIVER	BAG	TK587	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	2468	BAG
825	Kaufman-1973-1028-825	NET, NET BAG, FISH NET	NET BAG	TK588	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	293	NETBAG
826	Kaufman-1973-1028-826	NET, NET BAG, FISH NET	FISH NET	TK588	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	388	FISHNET
827	Kaufman-1973-1028-827	NET, NET BAG, FISH NET	NET	TK588	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	2963	NET
828	Kaufman-1973-1028-828	BASKET	BASKET	TK589	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	1539	BASKET
829	Kaufman-1973-1028-829	TO MAKE/PLAIT/”WEAVE” BASKETS	TO MAKE/PLAIT/”WEAVE” BASKETS	TK590	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	3294	BRAID (VERB) OR WEAVE (BASKET)
830	Kaufman-1973-1028-830	TO DRAW WATER	TO DRAW WATER	TK591	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	1911	DRAW (WATER)
831	Kaufman-1973-1028-831	DIPPER, LADLE, DRINKING GOURD (container that will hold liquids)	DIPPER, LADLE, DRINKING GOURD (container that will hold liquids)	TK592	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//MOVABLE CONTAINERS	2657	LADLE
832	Kaufman-1973-1028-832	TO TIE IT (UP) (vt)	TO TIE IT (UP) (vt)	TK593a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1917	TIE
833	Kaufman-1973-1028-833	BUNDLE	BUNDLE	TK593b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	2943	BUNDLE
834	Kaufman-1973-1028-834	TO TIE A KNOT (tv)	TO TIE A KNOT (tv)	TK594a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES		
835	Kaufman-1973-1028-835	A KNOT (n)	A KNOT (n)	TK594b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	760	KNOT
836	Kaufman-1973-1028-836	BELT, SASH	BELT, SASH	TK595	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	772	BELT
837	Kaufman-1973-1028-837	TO UNTIE IT, UNDO IT (tv)	TO UNTIE IT, UNDO IT (tv)	TK596	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	352	UNTIE
838	Kaufman-1973-1028-838	TO LOOSEN IT, RELEASE IT, SET IT FREE	TO LOOSEN IT, RELEASE IT, SET IT FREE	TK597a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1933	LOOSEN
839	Kaufman-1973-1028-839	LOOSE, FREE (aj)	LOOSE	TK597b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	2506	LOOSE
840	Kaufman-1973-1028-840	LOOSE, FREE (aj)	FREE (aj)	TK597b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	2316	FREE
841	Kaufman-1973-1028-841	LOOSE, FREE (aj)	LOOSE, FREE (aj)	TK597b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES		
842	Kaufman-1973-1028-842	TO WEAVE (IT) (tv/iv)	TO WEAVE (IT) (tv/iv)	TK598a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	133	WEAVE
843	Kaufman-1973-1028-843	LOOM	LOOM	TK598b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1787	LOOM
844	Kaufman-1973-1028-844	CLOTHING, CLOTHES, GARMENT	CLOTHING, CLOTHES, GARMENT	TK599	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1895	CLOTHES
845	Kaufman-1973-1028-845	TO SEW (IT) (tv/iv)	TO SEW (IT) (tv/iv)	TK600	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1457	SEW
846	Kaufman-1973-1028-846	NEEDLE	NEEDLE	TK601	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1382	NEEDLE (FOR SEWING)
847	Kaufman-1973-1028-847	THREAD, FIBER	THREAD, FIBER	TK602a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1161	THREAD
848	Kaufman-1973-1028-848	STRING	STRING	TK602b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	362	STRING
849	Kaufman-1973-1028-849	ROPE, CORD	ROPE, CORD	TK603	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1218	ROPE
850	Kaufman-1973-1028-850	FOOTGEAR, SANDAL, SHOE, MOCCASIN	FOOTGEAR, SANDAL, SHOE	TK604	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1381	SHOE
851	Kaufman-1973-1028-851	FOOTGEAR, SANDAL, SHOE, MOCCASIN	MOCCASIN	TK604	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	3607	MOCCASIN
852	Kaufman-1973-1028-852	TO DRESS (ONESELF) (iv/rv)	TO DRESS (ONESELF) (iv/rv)	TK605a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	814	DRESS UP
853	Kaufman-1973-1028-853	TO WEAR/DON IT, PUT IT ON [CLOTHES]	TO WEAR/DON IT, PUT IT ON [CLOTHES]	TK605b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	976	WEAR
854	Kaufman-1973-1028-854	TO COVER IT (tv)	TO COVER IT (tv)	TK606	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	761	COVER
855	Kaufman-1973-1028-855	BARE, NAKED	BARE, NAKED	TK607a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	590	NAKED
856	Kaufman-1973-1028-856	TO UNDRESS HIM, DENUDE HIM	TO UNDRESS HIM, DENUDE HIM	TK607b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES		
857	Kaufman-1973-1028-857	BEAD(S)	BEAD(S)	TK608a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1860	BEAD
858	Kaufman-1973-1028-858	NECKLACE, COLLAR	COLLAR	TK608b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	2012	COLLAR
859	Kaufman-1973-1028-859	NECKLACE, COLLAR	NECKLACE	TK608b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1961	NECKLACE
860	Kaufman-1973-1028-860	COMB (n)	COMB (n)	TK609a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1475	COMB
861	Kaufman-1973-1028-861	TO COMB IT, CARD WOOL (tv)	TO COMB IT, CARD WOOL (tv)	TK609b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	2070	COMB (VERB)
862	Kaufman-1973-1028-862	TO BRAID IT (tv)	TO BRAID IT (tv)	TK610a	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	3295	BRAID (VERB)
863	Kaufman-1973-1028-863	BRAID(S)	BRAID(S)	TK610b	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//ADORNMENT AND ASSOCIATED TECHNIQUES	1043	BRAID
864	Kaufman-1973-1028-864	TO FOLLOW HIM, PURSUE HIM (tv)	TO FOLLOW HIM, PURSUE HIM (tv)	TK611	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1085	FOLLOW
865	Kaufman-1973-1028-865	TO CHASE HIM, PURSUE HIM, DRIVE IT (tv)	TO CHASE HIM, PURSUE HIM, DRIVE IT (tv)	TK612	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1047	PURSUE
866	Kaufman-1973-1028-866	TO HUNT (IT) (tv/iv)	TO HUNT (IT) (tv/iv)	TK613	MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	1435	HUNT
867	Kaufman-1973-1028-867	TO FISH (FOR IT) (tv/iv)	TO FISH (FOR IT) (tv/iv)		MATERIAL CULTURE, TECHNIQUES, AND ACTIONS//HUNTING AND FIGHTING: WEAPONS	2638	FISHING
