ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210f-1	1	302	body	1480	BODY
Backstrom-1992-210f-2	2	302	head	1256	HEAD
Backstrom-1992-210f-3	3	302	hair	1040	HAIR
Backstrom-1992-210f-4	4	303	face	1560	FACE
Backstrom-1992-210f-5	5	303	eye	1248	EYE
Backstrom-1992-210f-6	6	303	ear	1247	EAR
Backstrom-1992-210f-7	7	304	nose	1221	NOSE
Backstrom-1992-210f-8	8	304	mouth	674	MOUTH
Backstrom-1992-210f-9	9	304	tooth	1380	TOOTH
Backstrom-1992-210f-10	10	305	tongue	1205	TONGUE
Backstrom-1992-210f-11	11	305	breast	1402	BREAST
Backstrom-1992-210f-12	12	305	belly	1251	BELLY
Backstrom-1992-210f-13	13	306	arm	1673	ARM
Backstrom-1992-210f-14	14	306	elbow	981	ELBOW
Backstrom-1992-210f-15	15	306	palm of hand	1183	PALM OF HAND
Backstrom-1992-210f-16	16	307	finger	1303	FINGER
Backstrom-1992-210f-17	17	307	fingernail	1258	FINGERNAIL
Backstrom-1992-210f-18	18	307	leg	1297	LEG
Backstrom-1992-210f-19	19	308	skin	763	SKIN
Backstrom-1992-210f-20	20	308	bone	1394	BONE
Backstrom-1992-210f-21	21	308	heart	1223	HEART
Backstrom-1992-210f-22	22	309	blood	946	BLOOD
Backstrom-1992-210f-23	23	309	urine	1142	URINE
Backstrom-1992-210f-24	24	309	feces	675	FAECES (EXCREMENT)
Backstrom-1992-210f-25	25	310	village	930	VILLAGE
Backstrom-1992-210f-26	26	310	house	1252	HOUSE
Backstrom-1992-210f-27	27	310	roof	769	ROOF
Backstrom-1992-210f-28	28	311	door	1567	DOOR
Backstrom-1992-210f-29	29	311	firewood	10	FIREWOOD
Backstrom-1992-210f-30	30	311	broom	245	BROOM
Backstrom-1992-210f-31	31	312	mortar	224	MORTAR
Backstrom-1992-210f-32	32	312	pestle	225	PESTLE
Backstrom-1992-210f-33	33	312	hammer	1481	HAMMER
Backstrom-1992-210f-34	34	313	knife	1352	KNIFE
Backstrom-1992-210f-35	35	313	axe	677	AXE
Backstrom-1992-210f-36	36	313	rope	1218	ROPE
Backstrom-1992-210f-37	37	314	thread	1161	THREAD
Backstrom-1992-210f-38	38	314	needle	1382	NEEDLE (FOR SEWING)
Backstrom-1992-210f-39	39	314	cloth	1616	CLOTH
Backstrom-1992-210f-40	40	315	ring	1374	RING
Backstrom-1992-210f-41	41	315	sun	1343	SUN
Backstrom-1992-210f-42	42	315	moon	1313	MOON
Backstrom-1992-210f-43	43	316	sky	1732	SKY
Backstrom-1992-210f-44	44	316	star	1430	STAR
Backstrom-1992-210f-45	45	316	rain	658	RAIN (PRECIPITATION)
Backstrom-1992-210f-46	46	317	water	948	WATER
Backstrom-1992-210f-47	47	317	river	666	RIVER
Backstrom-1992-210f-48	48	317	cloud	1489	CLOUD
Backstrom-1992-210f-49	49	318	lightning	1654	LIGHTNING
Backstrom-1992-210f-50	50	318	rainbow	1733	RAINBOW
Backstrom-1992-210f-51	51	318	wind	960	WIND
Backstrom-1992-210f-52	52	319	stone	857	STONE
Backstrom-1992-210f-53	53	319	path	2252	PATH
