ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210f-54	54	319	sand	671	SAND
Backstrom-1992-210f-55	55	320	fire	221	FIRE
Backstrom-1992-210f-56	56	320	smoke	778	SMOKE (EXHAUST)
Backstrom-1992-210f-57	57	320	ash	646	ASH
Backstrom-1992-210f-58	58	321	mud	640	MUD
Backstrom-1992-210f-59	59	321	dust	2	DUST
Backstrom-1992-210f-60	60	321	gold	1369	GOLD
Backstrom-1992-210f-61	61	322	tree	906	TREE
Backstrom-1992-210f-62	62	322	leaf	628	LEAF
Backstrom-1992-210f-63	63	322	root (of tree)	670	ROOT
Backstrom-1992-210f-64	64	323	thorn	124	THORN
Backstrom-1992-210f-65	65	323	flower	239	FLOWER
Backstrom-1992-210f-66	66	323	fruit	1507	FRUIT
Backstrom-1992-210f-67	67	324	mango	2398	MANGO
Backstrom-1992-210f-68	68	324	banana	868	BANANA
Backstrom-1992-210f-69	69	324	wheat	1077	WHEAT
Backstrom-1992-210f-71	70	325	rice	926	RICE
Backstrom-1992-210f-72	71	325	potato	593	POTATO
Backstrom-1992-210f-73	72	325	eggplant	1146	AUBERGINE
Backstrom-1992-210f-74	73	326	groundnut	595	GROUNDNUT (PEANUT)
Backstrom-1992-210f-75	74	326	chili	919	CHILI PEPPER
Backstrom-1992-210f-76	75	326	turmeric	2842	TURMERIC
Backstrom-1992-210f-77	76	327	garlic	2368	GARLIC
Backstrom-1992-210f-78	77	327	onion	2366	ONION
Backstrom-1992-210f-79	78	327	cauliflower	2843	CAULIFLOWER
Backstrom-1992-210f-80	79	328	tomato	986	TOMATO
Backstrom-1992-210f-81	80	328	cabbage	774	CABBAGE
Backstrom-1992-210f-82	81	328	oil	1484	OIL (ORGANIC SUBSTANCE)
Backstrom-1992-210f-83	82	329	salt	1274	SALT
Backstrom-1992-210f-84	83	329	meat	634	MEAT
Backstrom-1992-210f-85	84	329	fat (meat)	1282	FAT (FROM ANIMALS)
Backstrom-1992-210f-86	85	330	fish	227	FISH
Backstrom-1992-210f-87	86	330	chicken (hen)	1514	HEN
Backstrom-1992-210f-88	87	330	egg	744	EGG
Backstrom-1992-210f-89	88	331	cow	1007	COW
Backstrom-1992-210f-90	89	331	buffalo	934	BUFFALO
Backstrom-1992-210f-91	90	331	milk	635	MILK
Backstrom-1992-210f-92	91	332	horn	1393	HORN (ANATOMY)
Backstrom-1992-210f-93	92	332	tail	1220	TAIL
Backstrom-1992-210f-94	93	332	goat	1502	GOAT
Backstrom-1992-210f-95	94	333	dog	2009	DOG
Backstrom-1992-210f-96	95	333	snake	730	SNAKE
Backstrom-1992-210f-97	96	333	monkey	1350	MONKEY
Backstrom-1992-210f-98	97	334	mosquito	1509	MOSQUITO
Backstrom-1992-210f-99	98	334	ant	587	ANT
Backstrom-1992-210f-100	99	334	spider	843	SPIDER
Backstrom-1992-210f-101	100	335	name	1405	NAME
Backstrom-1992-210f-102	101	335	man	1554	MAN
Backstrom-1992-210f-103	102	335	woman	962	WOMAN
Backstrom-1992-210f-104	103	336	child	2099	CHILD
Backstrom-1992-210f-105	104	336	father	1217	FATHER
Backstrom-1992-210f-106	105	336	mother	1216	MOTHER
Backstrom-1992-210f-107	106	337	brother	1262	BROTHER
Backstrom-1992-210f-109	107	337	sister	1263	SISTER
Backstrom-1992-210f-111	108	337	son	1620	SON
Backstrom-1992-210f-112	109	338	daughter	1357	DAUGHTER
Backstrom-1992-210f-113	110	338	husband	1200	HUSBAND
Backstrom-1992-210f-114	111	338	wife	1199	WIFE
Backstrom-1992-210f-115	112	339	boy	1366	BOY
Backstrom-1992-210f-116	113	339	girl	1646	GIRL
Backstrom-1992-210f-117	114	339	day	1225	DAY (NOT NIGHT)
Backstrom-1992-210f-118	115	340	night	1233	NIGHT
Backstrom-1992-210f-119	116	340	morning	1339	MORNING
Backstrom-1992-210f-120	117	340	noon	12	MIDDAY
Backstrom-1992-210f-121	118	341	evening	1629	EVENING
Backstrom-1992-210f-122	119	341	yesterday	1174	YESTERDAY
Backstrom-1992-210f-123	120	341	today	1283	TODAY
Backstrom-1992-210f-124	121	342	tomorrow	1329	TOMORROW
Backstrom-1992-210f-125	122	342	week	1469	WEEK
Backstrom-1992-210f-126	123	342	month	1370	MONTH
Backstrom-1992-210f-127	124	343	year	1226	YEAR
Backstrom-1992-210f-128	125	343	old	1229	OLD
Backstrom-1992-210f-129	126	343	new	1231	NEW
Backstrom-1992-210f-130	127	344	good	1035	GOOD
Backstrom-1992-210f-131	128	344	bad	1292	BAD
Backstrom-1992-210f-132	129	344	wet	1726	WET
Backstrom-1992-210f-133	130	345	dry	1398	DRY
Backstrom-1992-210f-134	131	345	long	1203	LONG
Backstrom-1992-210f-135	132	345	short	1645	SHORT
Backstrom-1992-210f-136	133	346	hot	1286	HOT
Backstrom-1992-210f-137	134	346	cold	1287	COLD
Backstrom-1992-210f-138	135	346	right	1019	RIGHT
Backstrom-1992-210f-139	136	347	left	244	LEFT
Backstrom-1992-210f-140	137	347	near	1942	NEAR
Backstrom-1992-210f-141	138	347	far	1406	FAR
Backstrom-1992-210f-142	139	348	big	1202	BIG
Backstrom-1992-210f-143	140	348	small	1246	SMALL
Backstrom-1992-210f-144	141	348	heavy	1210	HEAVY
Backstrom-1992-210f-145	142	349	light	1052	LIGHT (WEIGHT)
Backstrom-1992-210f-146	143	349	above	1741	ABOVE
Backstrom-1992-210f-147	144	349	below	1485	BELOW OR UNDER
Backstrom-1992-210f-148	145	350	white	1335	WHITE
Backstrom-1992-210f-149	146	350	black	163	BLACK
Backstrom-1992-210f-150	147	350	red	156	RED
Backstrom-1992-210f-151	148	351	one	1493	ONE
Backstrom-1992-210f-152	149	351	two	1498	TWO
Backstrom-1992-210f-153	150	351	three	492	THREE
Backstrom-1992-210f-154	151	352	four	1500	FOUR
Backstrom-1992-210f-155	152	352	five	493	FIVE
Backstrom-1992-210f-156	153	352	six	1703	SIX
Backstrom-1992-210f-157	154	353	seven	1704	SEVEN
Backstrom-1992-210f-158	155	353	eight	1705	EIGHT
Backstrom-1992-210f-159	156	353	nine	1483	NINE
Backstrom-1992-210f-160	157	354	ten	1515	TEN
Backstrom-1992-210f-161	158	354	eleven	1706	ELEVEN
Backstrom-1992-210f-162	159	354	twelve	1707	TWELVE
Backstrom-1992-210f-163	160	355	twenty	1710	TWENTY
Backstrom-1992-210f-164	161	355	one hundred	1634	HUNDRED
Backstrom-1992-210f-165	162	355	who	1235	WHO
Backstrom-1992-210f-166	163	356	what	1236	WHAT
Backstrom-1992-210f-167	164	356	where	1237	WHERE
Backstrom-1992-210f-168	165	356	when	1238	WHEN
Backstrom-1992-210f-169	166	357	how many	822	HOW MANY
Backstrom-1992-210f-170	167	357	which	727	WHICH
Backstrom-1992-210f-171	168	357	this	1214	THIS
Backstrom-1992-210f-172	169	358	that	78	THAT
Backstrom-1992-210f-173	170	358	these	3984	THESE (PLURAL OF THIS)
Backstrom-1992-210f-174	171	358	those	3985	THOSE (PLURAL OF THAT)
Backstrom-1992-210f-175	172	359	same	200	SAME
Backstrom-1992-210f-176	173	359	different	2504	DIFFERENT
Backstrom-1992-210f-177	174	359	whole	2277	WHOLE
Backstrom-1992-210f-178	175	360	broken	588	BROKEN
Backstrom-1992-210f-179	176	360	few	1242	FEW
Backstrom-1992-210f-180	177	360	many	1198	MANY
Backstrom-1992-210f-181	178	361	all	98	ALL
Backstrom-1992-210f-182	179	361	you eat!	1336	EAT
Backstrom-1992-210f-183	180	361	the dog bites	1403	BITE
Backstrom-1992-210f-184	181	362	you are hungry	1533	BE HUNGRY
Backstrom-1992-210f-185	182	362	you drink!	1401	DRINK
Backstrom-1992-210f-186	183	362	you are thirsty	847	THIRSTY
Backstrom-1992-210f-187	184	363	you sleep!	1585	SLEEP
Backstrom-1992-210f-188	185	363	you lie down!	1411	LIE (REST)
Backstrom-1992-210f-189	186	363	you sit down!	1416	SIT
Backstrom-1992-210f-190	187	364	you give!	1447	GIVE
Backstrom-1992-210f-191	188	364	you burn the wood!	141	BURN (SOMETHING)
Backstrom-1992-210f-192	189	364	he died	1494	DIE
Backstrom-1992-210f-193	190	365	you kill the bird!	1417	KILL
Backstrom-1992-210f-194	191	365	the bird flies	1441	FLY (MOVE THROUGH AIR)
Backstrom-1992-210f-195	192	365	you walk!	1443	WALK
Backstrom-1992-210f-196	193	366	you run!	1519	RUN
Backstrom-1992-210f-197	194	366	you go!	695	GO
Backstrom-1992-210f-198	195	366	you come!	1446	COME
Backstrom-1992-210f-199	196	367	you speak!	1623	SPEAK
Backstrom-1992-210f-200	197	367	you listen!/hear!	3862	HEAR OR LISTEN
Backstrom-1992-210f-201	198	367	you look!/see!	1819	LOOK
Backstrom-1992-210f-202	199	368	I	1209	I
Backstrom-1992-210f-203	200	368	you	1215	THOU
Backstrom-1992-210f-205	201	368	he	1211	HE
Backstrom-1992-210f-206	202	369	she	1834	SHE
Backstrom-1992-210f-207	203	369	we	1212	WE
Backstrom-1992-210f-209	204	369	you (plural)	1213	YOU
Backstrom-1992-210f-210	205	369	they	817	THEY
