ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-87k-1	1	1921	PLOUGH	to plough	12573	Activities	
Carling-2017-87k-2	2	1457	SEW	to sew	12574	Activities	
Carling-2017-87k-3	3	748	SOW SEEDS	to sow	12575	Activities	
Carling-2017-87k-4	4	121	SPIN	to spin (thread)	12576	Activities	
Carling-2017-87k-5	5	133	WEAVE	to weave	12577	Activities	
Carling-2017-87k-6	6	677	AXE	axe	12578	Agricultural tools etc.	
Carling-2017-87k-7	7	212	FIELD	cultivated field	12580	Agricultural tools etc.	
Carling-2017-87k-8	8	2154	PLOUGH (INSTRUMENT)	plough	12583	Agricultural tools etc.	
Carling-2017-87k-9	9	1948	SAW	saw	12584	Agricultural tools etc.	
Carling-2017-87k-10	10	20	SCYTHE	scythe	12585	Agricultural tools etc.	
Carling-2017-87k-11	11	341	SICKLE	sickle	12586	Agricultural tools etc.	
Carling-2017-87k-12	12	1176	SPADE	spade	12587	Agricultural tools etc.	
Carling-2017-87k-13	13	959	WAGON	wagon	12588	Agricultural tools etc.	
Carling-2017-87k-14	14	710	WHEEL	wheel	12589	Agricultural tools etc.	
Carling-2017-87k-15	15	14	YOKE	yoke	12590	Agricultural tools etc.	
Carling-2017-87k-16	16	1462	POT	(ceramic) pot	12671	Agricultural tools etc.	
Carling-2017-87k-17	17	649	PASTURE	pasture	12672	Agricultural tools etc.	
Carling-2017-87k-18	18	1320	APPLE	apple	12591	Crops & fruit	
Carling-2017-87k-19	19	932	BARLEY	barley	12592	Crops & fruit	
Carling-2017-87k-20	20		*FLAX	flax	12593	Crops & fruit	
Carling-2017-87k-21	21	605	GRAIN	grain (generic)	12594	Crops & fruit	
Carling-2017-87k-22	22	920	GRAPE	grape	12595	Crops & fruit	
Carling-2017-87k-23	23	60	OAT	oats	12597	Crops & fruit	
Carling-2017-87k-24	24	23	RYE	rye	12598	Crops & fruit	
Carling-2017-87k-25	25	3062	TURNIP	turnip	12599	Crops & fruit	
Carling-2017-87k-26	26	1077	WHEAT	wheat	12600	Crops & fruit	
Carling-2017-87k-27	27	665	BEE	bee	12601	Farm animals	
Carling-2017-87k-28	28	1008	BULL	bull	12602	Farm animals	
Carling-2017-87k-29	29	1208	CAT	cat	12604	Farm animals	
Carling-2017-87k-30	30	1153	CATTLE	cattle	12605	Farm animals	
Carling-2017-87k-31	31	1318	CHICKEN	chicken	12606	Farm animals	
Carling-2017-87k-32	32	1007	COW	cow	12608	Farm animals	
Carling-2017-87k-33	33	2009	DOG	dog	12609	Farm animals	
Carling-2017-87k-34	34	1862	DONKEY	donkey	12610	Farm animals	
Carling-2017-87k-35	35	1360	DUCK	duck	12611	Farm animals	
Carling-2017-87k-36	36	1502	GOAT	goat	12612	Farm animals	
Carling-2017-87k-37	37	1514	HEN	hen	12613	Farm animals	
Carling-2017-87k-38	38	615	HORSE	horse	12614	Farm animals	
Carling-2017-87k-39	39	820	LAMB	lamb	12616	Farm animals	
Carling-2017-87k-40	40	1169	OX	ox	12617	Farm animals	
Carling-2017-87k-41	41	1337	PIG	pig	12618	Farm animals	
Carling-2017-87k-42	42	2564	PIGLET	piglet	12619	Farm animals	
Carling-2017-87k-43	43	1344	RAM	ram	12620	Farm animals	
Carling-2017-87k-44	44	1511	ROOSTER	rooster	12621	Farm animals	
Carling-2017-87k-45	45	1331	SHEEP	sheep	12622	Farm animals	
Carling-2017-87k-46	46	1825	COPPER	copper	12623	Metals & materials	
Carling-2017-87k-47	47	1369	GOLD	gold	12624	Metals & materials	
Carling-2017-87k-48	48	621	IRON	iron	12625	Metals & materials	
Carling-2017-87k-49	49	629	LEATHER	leather	12626	Metals & materials	
Carling-2017-87k-50	50	759	SILVER	silver	12627	Metals & materials	
Carling-2017-87k-51	51	857	STONE	stone	12628	Metals & materials	
Carling-2017-87k-52	52	1803	WOOD	wood	12629	Metals & materials	
Carling-2017-87k-53	53	580	FUR	fur	12630	Products	
Carling-2017-87k-54	54	323	FAT (ORGANIC SUBSTANCE)	grease	12631	Products	
Carling-2017-87k-55	55	942	HONEY	honey	12632	Products	
Carling-2017-87k-56	56	941	MEAD	mead	12633	Products	
Carling-2017-87k-57	57	634	MEAT	meat	12634	Products	
Carling-2017-87k-58	58	635	MILK	milk	12635	Products	
Carling-2017-87k-59	59	1274	SALT	salt	12636	Products	
Carling-2017-87k-60	60	1931	BEESWAX	beeswax	12637	Products	
Carling-2017-87k-61	61	1524	WINE	wine	12638	Products	
Carling-2017-87k-62	62	964	WOOL	wool	12639	Products	
Carling-2017-87k-63	63		*HOPS	hops	12673	Products	
Carling-2017-87k-64	64		*AUTUMN OR HARVEST SEASON	autumn / harvest	12640	Seasons	
Carling-2017-87k-65	65	1537	SPRINGTIME	spring	12642	Seasons	
Carling-2017-87k-66	66	1342	SUMMER	summer	12643	Seasons	
Carling-2017-87k-67	67	1471	WINTER	winter	12644	Seasons	
Carling-2017-87k-68	68	977	ARROW	arrow	12650	Weapons etc.	
Carling-2017-87k-69	69	994	BOW	bow	12651	Weapons etc.	
Carling-2017-87k-70	70	1352	KNIFE	knife	12652	Weapons etc.	
Carling-2017-87k-71	71	945	SPEAR	spear	12653	Weapons etc.	
Carling-2017-87k-72	72	1535	SWORD	sword	12654	Weapons etc.	
Carling-2017-87k-73	73	1561	ARMY	army	12674	Weapons etc.	
Carling-2017-87k-74	74	386	BATTLE-AXE	battle axe	12675	Weapons etc.	
Carling-2017-87k-75	75	1064	SHIELD	shield	12676	Weapons etc.	
Carling-2017-87k-76	76	1820	BEAR	bear	12655	Wild animals	
Carling-2017-87k-77	77	3142	BISON	bison	12656	Wild animals	
Carling-2017-87k-78	78	1905	EAGLE	eagle	12658	Wild animals	
Carling-2017-87k-79	79	1312	FOX	fox	12659	Wild animals	
Carling-2017-87k-80	80	2345	LEPORID (RABBIT OR HARE)	hare / rabbit	12660	Wild animals	
Carling-2017-87k-81	81		*JACKAL	jackal	12661	Wild animals	
Carling-2017-87k-82	82	1139	LEOPARD	leopard	12662	Wild animals	
Carling-2017-87k-83	83	1386	LION	lion	12663	Wild animals	
Carling-2017-87k-84	84	2543	RAVEN	raven	12667	Wild animals	
Carling-2017-87k-85	85	730	SNAKE	snake	12668	Wild animals	
Carling-2017-87k-86	86	3154	WILD BOAR	wild pig	12669	Wild animals	
Carling-2017-87k-87	87	522	WOLF	wolf	12670	Wild animals	
