ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	TBL_ENGLISH
Huang-1992-1820-932	932	you two	你俩	2111	YOU TWO	n	you two
Huang-1992-1820-933	933	you (pl.)	你们	1213	YOU	n	you (pl.)
Huang-1992-1820-934	934	he	他	1211	HE	n	he
Huang-1992-1820-935	935	they two	他俩	2635	THEY TWO	n	they two
Huang-1992-1820-936	936	they	他们	817	THEY	n	they
Huang-1992-1820-937	937	we (inclusive)	咱们	1131	WE (INCLUSIVE)	n	we (inclusive)
Huang-1992-1820-938	938	we (dual, inclusive)	咱们俩	2637	WE TWO (INCLUSIVE)	n	we (dual, inclusive)
Huang-1992-1820-939	939	we all	大家	98	ALL	n	we all
Huang-1992-1820-940	940	oneself (note:+2nd_person)	自己 (你~)	1993	SELF	n	myself (note:+2nd_person)
Huang-1992-1820-941	941	other person(s)	别人	197	OTHER	n	other person(s)
Huang-1992-1820-942	942	this	这	1214	THIS	n	this
Huang-1992-1820-943	943	these	这些			n	these
Huang-1992-1820-944	944	here	这里	136	HERE	n	here
Huang-1992-1820-945	945	this side / here	这边	3410	OVER HERE	n	this side / here
Huang-1992-1820-946	946	thus / this (way) / (like) this	这样	3413	IN THIS WAY	n	thus / this (way) / (like) this
Huang-1992-1820-947	947	that	那(近指)	78	THAT	n	that
Huang-1992-1820-948	948	that (over yonder)	那(远指)			n	that (over yonder)
Huang-1992-1820-949	949	those (people) (note:+human)	那些 ((指人))			n	those (people) (note:+human)
Huang-1992-1820-950	950	there	那里	1937	THERE	n	there
Huang-1992-1820-951	951	that side / there	那边	3411	OVER THERE	n	that side / there
Huang-1992-1820-952	952	that (way) / (like) that	那样	3414	IN THAT WAY	n	that (way) / (like) that
Huang-1992-1820-953	953	who	谁	1235	WHO	n	who
Huang-1992-1820-954	954	what	什么	1236	WHAT	n	what
Huang-1992-1820-955	955	where	哪里	1237	WHERE	n	where
Huang-1992-1820-956	956	when	几时	1238	WHEN	n	when
Huang-1992-1820-957	957	how	怎么	1239	HOW	n	how
Huang-1992-1820-958	958	how many / how much	多少	822	HOW MANY	n	how many / how much
Huang-1992-1820-959	959	how many (a small number) (things) (note:+human)	几个(疑问代词) (~(人))	3450	HOW MANY PIECES	n	how many (a small number) (things) (note:+human)
Huang-1992-1820-960	960	others / miscellaneous	其他	2422	SOMEONE	n	others / miscellaneous
Huang-1992-1820-961	961	respective / individual / each	各自			n	respective / individual / each
Huang-1992-1820-962	962	all / everything	一切			n	all / everything
Huang-1992-1820-963	963	all / whole, the	全部	2277	WHOLE	n	all / whole, the
Huang-1992-1820-964	964	big / large	大	1202	BIG	adj	big / large
Huang-1992-1820-965	965	small	小	1246	SMALL	adj	small
Huang-1992-1820-966	966	wide (in diameter) / coarse (of roasted barley)	粗	2151	COARSE	adj	wide (in diameter) / coarse (of roasted barley)
Huang-1992-1820-967	967	thin (in diameter) / fine / tiny (of a rope)	细	2157	FINE OR THIN	adj	thin (in diameter) / fine / tiny (of a rope)
Huang-1992-1820-968	968	high / tall (of trees) (note:tall)	高 ((个子)~)	711	TALL	adj	high / tall (of person's physique)||high / tall||high / tall (of trees)
Huang-1992-1820-969	969	low / short (person) (note:short)	低(矮) (人(矮))	2484	SMALL (NOT TALL)	adj	low / short (person) (note:short)
Huang-1992-1820-970	970	protruding / raised	凸			adj	protruding / raised
Huang-1992-1820-971	971	sunken / dented	凹			adj	sunken / dented
Huang-1992-1820-972	972	long	长	1203	LONG	adj	long
Huang-1992-1820-973	973	short	短	1645	SHORT	adj	short
Huang-1992-1820-974	974	far / distant	远	1406	FAR	adj	far / distant
Huang-1992-1820-975	975	near	近	1942	NEAR	adj	near
Huang-1992-1820-976	976	wide / broad (clothing) (note:wide)	宽 ((路)~)	2652	BROAD OR WIDE	adj	wide / broad (clothing) (note:wide)
Huang-1992-1820-977	977	narrow	窄	1267	NARROW	adj	narrow
Huang-1992-1820-978	978	spacious / commodious	宽敞	2531	BROAD	adj	spacious / commodious
Huang-1992-1820-979	979	cramped / narrow	狭窄			adj	cramped / narrow
Huang-1992-1820-980	980	thick	厚	1244	THICK	adj	thick
Huang-1992-1820-981	981	thin	薄	2249	THIN (OF SHAPE OF OBJECT)	adj	thin
Huang-1992-1820-982	982	deep	深	1593	DEEP	adj	deep
Huang-1992-1820-983	983	shallow	浅	193	SHALLOW	adj	shallow
Huang-1992-1820-984	984	full	满	1429	FULL	adj	full
Huang-1992-1820-985	985	empty	空	1624	EMPTY	adj	empty
Huang-1992-1820-986	986	shrivelled / shrunken	瘪			adj	shrivelled / shrunken
Huang-1992-1820-987	987	many / much	多	1198	MANY	adj	many / much
Huang-1992-1820-988	988	few / little	少	1242	FEW	adj	few / little
Huang-1992-1820-989	989	square / rectangular (lit. 'four face four corner') (note:four-face-four-angle)	方 (四面四角)	850	SQUARE	adj	square / rectangular (lit. 'four face four corner') (note:four-face-four-angle)
Huang-1992-1820-990	990	circle / circular (planar)	圆 ((圆筒形))	1395	ROUND	adj	circle / circular (planar)||circle / circular||circle / circular (spherical)||circle / circular (tubular)
Huang-1992-1820-991	991	flat / shallow	扁			adj	flat / shallow
Huang-1992-1820-992	992	pointed	尖	372	POINTED	adj	pointed
Huang-1992-1820-993	993	bald / bare	秃	1125	BALD	adj	bald / bare
Huang-1992-1820-994	994	level / flat	平	1633	FLAT	adj	level / flat
Huang-1992-1820-995	995	wrinkled / creased	皱	380	WRINKLED	adj	wrinkled / creased
Huang-1992-1820-996	996	right / obverse side	正(~面)			adj	right / obverse side
Huang-1992-1820-997	997	reverse side	反(~面)			adj	reverse side
Huang-1992-1820-998	998	hit sthg on the target	准(打得~)			adj	hit sthg on the target
Huang-1992-1820-999	999	slanting / leaning	偏			adj	slanting / leaning
Huang-1992-1820-1000	1000	askew / awry / slanting	歪	3075	SLANTED	adj	askew / awry / slanting
Huang-1992-1820-1001	1001	horizontal	横(~的)	2376	HORIZONTAL	adj	horizontal
Huang-1992-1820-1002	1002	vertical	竖(~的)	2375	VERTICAL	adj	vertical
Huang-1992-1820-1003	1003	straight	直(~的)	1404	STRAIGHT	adj	straight (horizontal)||straight||straight (vertical)
Huang-1992-1820-1004	1004	curved / crooked /	弯(~的)	297	CROOKED	adj	curved / crooked /
Huang-1992-1820-1005	1005	black (of faces)	黑 ((脸)~)	163	BLACK	adj	black (of faces)||black
Huang-1992-1820-1006	1006	white	白	1335	WHITE	adj	white
Huang-1992-1820-1007	1007	red	红	156	RED	adj	red
Huang-1992-1820-1008	1008	yellow	黄	1424	YELLOW	adj	yellow
Huang-1992-1820-1009	1009	green	绿	1425	GREEN	adj	green
Huang-1992-1820-1010	1010	blue	蓝	837	BLUE	adj	blue
Huang-1992-1820-1011	1011	grey (deep)	灰(~的) (鸽子色)	153	GREY	adj	grey (deep)
Huang-1992-1820-1012	1012	bright	亮(~的)	679	BRIGHT	adj	bright
Huang-1992-1820-1013	1013	dark	暗	706	DARK	adj	dark
Huang-1992-1820-1014	1014	heavy	重	1210	HEAVY	adj	heavy
Huang-1992-1820-1015	1015	light	轻	1052	LIGHT (WEIGHT)	adj	light (weight)
Huang-1992-1820-1016	1016	quick /	快	1631	FAST	adj	quick /
Huang-1992-1820-1017	1017	slow (body movement) (note:+manner {lit. of	慢 ((动作)~)	701	SLOW	adj	slow (body movement) (note:+manner {lit. of
Huang-1992-1820-1018	1018	early	早	672	EARLY	adj	early
Huang-1992-1820-1019	1019	late	迟	477	LATE	adj	late
Huang-1992-1820-1020	1020	sharp	锋利	1396	SHARP	adj	sharp
Huang-1992-1820-1021	1021	blunt /	钝	379	BLUNT	adj	blunt /
Huang-1992-1820-1022	1022	clear	清(~的)			adj	clear
Huang-1992-1820-1023	1023	Muddy / turbid	浑浊	537	TURBID	adj	muddy /
Huang-1992-1820-1024	1024	fat	胖	1279	FAT (OBESE)	adj	fat
Huang-1992-1820-1025	1025	fat (adult pig)	肥(猪~) ((大猪)~)	2449	FAT (OF MEAT AND FOOD)	adj	fat (adult pig)
Huang-1992-1820-1026	1026	thin	瘦	1400	THIN (SLIM)	adj	thin
Huang-1992-1820-1027	1027	poor	瘦(地~)			adj	poor
Huang-1992-1820-1028	1028	dry (inside of	干 ((物体内部)~)	1398	DRY	adj	dry (of damp objects: become dry)||dry||dry (inside of object)
Huang-1992-1820-1029	1029	wet	湿	1726	WET	adj	wet
Huang-1992-1820-1030	1030	thick	稠(粥~)	2239	DENSE	adj	thick
Huang-1992-1820-1031	1031	watery / thin	稀(粥~)	3545	WATERY	adj	watery / thin
Huang-1992-1820-1032	1032	woven, tightly	密(布~)			adj	woven, tightly
Huang-1992-1820-1033	1033	thin	稀(头发~)	2305	THIN (OF HAIR AND THREAD)	adj	thin
Huang-1992-1820-1034	1034	hard	硬	1884	HARD	adj	hard
Huang-1992-1820-1035	1035	soft	软	1856	SOFT	adj	soft / spongy / loose||soft
Huang-1992-1820-1036	1036	sticky /	粘	254	STICKING	adj	sticky /
Huang-1992-1820-1037	1037	smooth / glossy /	光滑	1234	SMOOTH	adj	smooth / glossy / sleek
Huang-1992-1820-1038	1038	rough /	粗糙	1923	ROUGH	adj	rough /
Huang-1992-1820-1039	1039	slippery	滑(路~)	3702	SLIPPERY	adj	slippery
Huang-1992-1820-1040	1040	tense / tight /	紧	3053	TIGHT	adj	tense / tight /
Huang-1992-1820-1041	1041	lax / loose /	松			adj	lax / loose /
Huang-1992-1820-1042	1042	crisp /	脆			adj	crisp /
Huang-1992-1820-1043	1043	solid (of objects)	结实 ((身体)~)	3003	SOLID	adj	solid (of objects)
Huang-1992-1820-1044	1044	chaotic / disorderly /	乱	1083	MESS	adj	chaotic / disorderly /
Huang-1992-1820-1045	1045	right /	对	1725	CORRECT (RIGHT)	adj	right / correct
Huang-1992-1820-1046	1046	wrong	错	1390	WRONG	adj	wrong
Huang-1992-1820-1047	1047	TRUE	真	1657	TRUE	adj	TRUE
Huang-1992-1820-1048	1048	fake (goods)	假 ((货)~)	3069	FALSE	adj	fake (goods)
Huang-1992-1820-1049	1049	uncooked /	生(~的)	1959	RAW	adj	uncooked /
Huang-1992-1820-1050	1050	new	新	1231	NEW	adj	new
Huang-1992-1820-1051	1051	used /	旧	2113	OLD (USED)	adj	used /
Huang-1992-1820-1052	1052	good	好	1035	GOOD	adj	good||good (thought)||good (quality of material)
Huang-1992-1820-1053	1053	bad (things) (note:broken (bad	坏 ((东西)~)	1292	BAD	adj	bad (things)||bad||bad (words)
Huang-1992-1820-1054	1054	expensive	贵(~价钱)	1426	EXPENSIVE	adj	expensive
Huang-1992-1820-1055	1055	cheap	便宜	1887	CHEAP	adj	cheap
Huang-1992-1820-1056	1056	overgrown	老(植物~)	1229	OLD	adj	overgrown
Huang-1992-1820-1057	1057	tender young	嫩(植物~)			adj	tender young
Huang-1992-1820-1058	1058	old, elderly	年老	2112	OLD (AGED)	adj	old / elderly
Huang-1992-1820-1059	1059	young	年轻	1207	YOUNG	adj	young
Huang-1992-1820-1060	1060	beautiful, grow to be	美 (长得好)	1427	BEAUTIFUL	adj	beautiful, grow to be
Huang-1992-1820-1061	1061	ugly (looking)	丑 (不好看)	1548	UGLY	adj	ugly (looking)
Huang-1992-1820-1062	1062	hot (water)	热 ((水)~)	1286	HOT	adj	hot (weather)||hot||hot (water)
Huang-1992-1820-1063	1063	cold (weather,	冷	1287	COLD	adj	cold (weather, water)||cold (water)||cold (weather)
Huang-1992-1820-1064	1064	lukewarm	温(水~)			adj	lukewarm
Huang-1992-1820-1065	1065	warm	暖和	1232	WARM	adj	warm
Huang-1992-1820-1066	1066	pleasantly cool	凉快	2483	COLD (OF WEATHER)	adj	pleasantly cool
Huang-1992-1820-1067	1067	difficult	难	584	DIFFICULT	adj	difficult
Huang-1992-1820-1068	1068	easy	容易	686	EASY	adj	easy
Huang-1992-1820-1069	1069	fragrant	香(气味~)	376	FRAGRANT	adj	fragrant
Huang-1992-1820-1070	1070	stinking /	臭	42	STINKING	adj	stinking /
Huang-1992-1820-1071	1071	savory /	香(味道~)			adj	savory /
Huang-1992-1820-1072	1072	sour	酸	1906	SOUR	adj	sour
Huang-1992-1820-1073	1073	sweet	甜	717	SWEET	adj	sweet
Huang-1992-1820-1074	1074	bitter	苦	887	BITTER	adj	bitter
Huang-1992-1820-1075	1075	hot /	辣	544	SPICY	adj	hot /
Huang-1992-1820-1076	1076	salty	咸	1091	SALTY	adj	salty
Huang-1992-1820-1077	1077	tasteless /	淡(盐~)	1771	TASTELESS	adj	tasteless /
Huang-1992-1820-1078	1078	astringent, like unripe persimmon	涩	3818	ASTRINGENT	adj	astringent, like unripe persimmon
Huang-1992-1820-1079	1079	fishy-smelling	腥			adj	fishy-smelling
Huang-1992-1820-1080	1080	bored	腻 (做事烦)	905	BORING	adj	bored
Huang-1992-1820-1081	1081	idle / not	闲	2756	IDLE	adj	idle / not
Huang-1992-1820-1082	1082	busy	忙	2755	BUSY	adj	busy
Huang-1992-1820-1083	1083	rich	富	712	RICH	adj	rich
Huang-1992-1820-1084	1084	poor	穷	1674	POOR	adj	poor
Huang-1992-1820-1085	1085	clean	干净	704	CLEAN	adj	clean
Huang-1992-1820-1086	1086	dirty	脏	1230	DIRTY	adj	dirty
Huang-1992-1820-1087	1087	living (adj.) (animals)	活(~的) ((指植物))	1422	BE ALIVE	adj	living (adj.) (animals)||living (adj.) (plants)||living (adj.)
Huang-1992-1820-1088	1088	fresh	新鲜	243	FRESH	adj	fresh
Huang-1992-1820-1089	1089	dead	死(~的)	1625	DEAD	adj	dead
Huang-1992-1820-1090	1090	clear /	清楚	989	CLEAR	adj	clear /
Huang-1992-1820-1091	1091	tasty /	好吃	1813	TASTY	adj	tasty /
Huang-1992-1820-1092	1092	pleasant to the	好听			adj	pleasant to the
Huang-1992-1820-1093	1093	beautiful / pleasant to the	好看	2410	GOOD-LOOKING	adj	beautiful / pleasant to the
Huang-1992-1820-1094	1094	loud	响	377	LOUD	adj	loud
Huang-1992-1820-1095	1095	hard /	辛苦			adj	hard /
Huang-1992-1820-1096	1096	bored	闷			adj	bored
Huang-1992-1820-1097	1097	hurriedly /	急忙			adj	hurriedly /
Huang-1992-1820-1098	1098	multicolored / patterned	花(~的)	2997	COLORFUL	adj	multicolored / patterned
Huang-1992-1820-1099	1099	clever	聪明	1310	CLEVER	adj	clever
Huang-1992-1820-1100	1100	stupid	蠢	1518	STUPID	adj	stupid
Huang-1992-1820-1101	1101	honest /	老实	1120	HONEST	adj	honest /
Huang-1992-1820-1102	1102	sly /	狡猾			adj	sly /
Huang-1992-1820-1103	1103	careful /	细心			adj	careful /
Huang-1992-1820-1104	1104	gentle /	和气	1954	GENTLE	adj	gentle /
Huang-1992-1820-1105	1105	arrogant / conceited	骄傲			adj	arrogant /
Huang-1992-1820-1106	1106	suitable	合适			adj	suitable
Huang-1992-1820-1107	1107	fierce /	凶恶			adj	fierce /
Huang-1992-1820-1108	1108	severe / fierce /	厉害	419	SEVERE	adj	severe / fierce /
Huang-1992-1820-1109	1109	polite /	客气	583	KIND OR POLITE	adj	polite /
Huang-1992-1820-1110	1110	stingy	吝啬	1774	STINGY	adj	stingy
Huang-1992-1820-1111	1111	industrious /	勤快			adj	industrious /
Huang-1992-1820-1112	1112	lazy	懒	1564	LAZY	adj	lazy
Huang-1992-1820-1113	1113	clumsy /	笨拙			adj	clumsy /
Huang-1992-1820-1114	1114	well-behaved / lovable	乖(~孩子)			adj	well-behaved / lovable
Huang-1992-1820-1115	1115	hardworking / exerting	努力			adj	hardworking / exerting
Huang-1992-1820-1116	1116	pitiable /	可怜			adj	pitiable /
Huang-1992-1820-1117	1117	happy /	高兴	1495	HAPPY	adj	happy /
Huang-1992-1820-1118	1118	blissful	幸福			adj	blissful
Huang-1992-1820-1119	1119	safe and	平安			adj	safe and
Huang-1992-1820-1120	1120	sad	悲哀	699	SAD	adj	sad
Huang-1992-1820-1121	1121	affectionate / intimate	亲热			adj	affectionate /
Huang-1992-1820-1122	1122	bothersome /	讨厌			adj	bothersome /
Huang-1992-1820-1123	1123	alone	单独	1964	ALONE	adj	alone
Huang-1992-1820-1124	1124	cliffy /	陡峭	2717	STEEP	adj	cliffy /
Huang-1992-1820-1125	1125	near / close	接近			adj	near / close
Huang-1992-1820-1126	1126	love /	爱	923	LOVE	adj	love /
Huang-1992-1820-1127	1127	like (to eat	爱(~吃)	1784	WANT	v.	like (to eat
Huang-1992-1820-1128	1128	install	安装			v.	install
Huang-1992-1820-1129	1129	press (with palm or	按	1913	PRESS	v.	press (with palm or
Huang-1992-1820-1130	1130	decoct (herbal	熬			v.	decoct (herbal
Huang-1992-1820-1131	1131	thin out (seedlings) (note:thin_out	拔(~草) (间(苗))			v.	thin out (seedlings) (note:thin_out
Huang-1992-1820-1132	1132	rake (the	耙(~田)	3127	RAKE (SOMETHING)	v.	rake (the
Huang-1992-1820-1133	1133	grasp (with the fingers and thumb of both	掰开			v.	grasp (with the fingers and thumb of both
Huang-1992-1820-1134	1134	put in order / arrange (things w / out	摆(~整齐) ((摆放的东西无腿儿))	3459	PUT IN ORDER	v.	put in order / arrange (things w / out
Huang-1992-1820-1135	1135	swing /	摆动	2871	SWING (MOVEMENT)	v.	swing /
Huang-1992-1820-1136	1136	lose /	败	1660	LOSE	v.	lose /
Huang-1992-1820-1137	1137	worship / make obeisance	拜(~菩萨)	257	WORSHIP	v.	worship / make obeisance
Huang-1992-1820-1138	1138	move	搬(~家)	2874	MOVE (ONESELF)	v.	move
Huang-1992-1820-1139	1139	move (a	搬(~凳子)	765	MOVE	v.	move (a
Huang-1992-1820-1140	1140	help	帮助	1897	HELP	v.	help
Huang-1992-1820-1141	1141	bind / tie	绑	1917	TIE	v.	bind / tie
Huang-1992-1820-1142	1142	wrap	包(~药)	1113	WRAP	v.	wrap
Huang-1992-1820-1143	1143	strip off sticky things (note:pare (peel +fruit))	剥(~花生) (~(瓜果皮))			v.	strip off sticky things (note:pare (peel +fruit))
Huang-1992-1820-1144	1144	skin (cattle)	剥(~牛皮)	291	PULL OFF (SKIN)	v.	skin (cattle)
Huang-1992-1820-1145	1145	peel off (paint)	剥落	275	PEEL	v.	peel off (paint)
Huang-1992-1820-1146	1146	secret,	保密	1121	SECRET	v.	secret,
Huang-1992-1820-1147	1147	protect	保护	2900	PROTECT	v.	protect
Huang-1992-1820-1148	1148	eaten one's fill,	饱	106	SATIATED	v.	eaten one's fill,
Huang-1992-1820-1149	1149	hug / hold in the arms (a child)	抱 (~(孩子))			v.	hug / hold in the arms (a child)
Huang-1992-1820-1150	1150	dig	刨	1418	DIG	v.	dig
Huang-1992-1820-1151	1151	carry (a child) on the	背(~孩子)	465	CARRY ON BACK	v.	carry (a child) on the
Huang-1992-1820-1152	1152	spout / burst	迸(~出)			v.	spout / burst
Huang-1992-1820-1153	1153	force /	逼迫	2526	POWER	v.	force /
Huang-1992-1820-1154	1154	compare	比 ((助词))	3429	COMPARE	v.	compare
Huang-1992-1820-1155	1155	close (the	闭(~口)	3547	CLOSE (MOUTH)	v.	close (the
Huang-1992-1820-1156	1156	plait	编(~辫子)	333	PLAIT	v.	plait
Huang-1992-1820-1157	1157	weave (a	编(~篮子)	133	WEAVE	v.	weave (a
Huang-1992-1820-1158	1158	change	变化	2857	CHANGE (BECOME DIFFERENT)	v.	change
Huang-1992-1820-1159	1159	alter	改变	2856	CHANGE (SOMETHING)	v.	alter
Huang-1992-1820-1160	1160	ill, to	病	2327	BECOME SICK	v.	ill, to
Huang-1992-1820-1161	1161	patch	补(~衣)	3074	FIX	v.	patch
Huang-1992-1820-1162	1162	tinker	补(~锅)	2243	REPAIR	v.	tinker
Huang-1992-1820-1163	1163	wipe (the	擦(~桌子)	1454	WIPE	v.	wipe (the table)
Huang-1992-1820-1164	1164	wipe away /	擦掉			v.	wipe away /
Huang-1992-1820-1165	1165	guess (a	猜(~谜)	1932	GUESS	v.	guess (a
Huang-1992-1820-1166	1166	guessed right,	猜中			v.	guessed right,
Huang-1992-1820-1167	1167	cut (cloth)	裁 (~(纸))			v.	cut (cloth)
Huang-1992-1820-1168	1168	step on /	踩	575	TREAD	v.	step on /
Huang-1992-1820-1169	1169	hide	藏(~东西)	602	HIDE (CONCEAL)	v.	hide (sthg.)
Huang-1992-1820-1170	1170	scratch (an itch against	蹭(~痒)			v.	scratch (an itch against
Huang-1992-1820-1171	1171	poke (a sign into earth) /	插(~牌子)			v.	poke (a sign into earth) /
Huang-1992-1820-1172	1172	transplant (rice	插(~秧)			v.	transplant (rice
Huang-1992-1820-1173	1173	audit	查(~帐)			v.	audit
Huang-1992-1820-1174	1174	unseam (clothing) (simplex)	拆(~衣服) ((自己)~)			v.	unseam (clothing) (simplex)
Huang-1992-1820-1175	1175	pull down (a	拆(~房子)			v.	pull down (a
Huang-1992-1820-1176	1176	fall down (a house) /	塌毁			v.	fall down (a house) /
Huang-1992-1820-1177	1177	support s.b. with one's hand (simplex)	搀扶 ((使)~)			v.	support s.b. with one's hand (simplex)
Huang-1992-1820-1178	1178	add (water), dilute	掺(~水) (兑(水))	550	DILUTE	v.	add water
Huang-1992-1820-1179	1179	wind (thread onto a	缠(~线)			v.	wind (thread onto a
Huang-1992-1820-1180	1180	want to eat (meat)	馋(~肉)			v.	want to eat (meat)
Huang-1992-1820-1181	1181	gluttonous	馋(嘴~)			v.	gluttonous
Huang-1992-1820-1182	1182	taste ('have a look')	尝 (看一下)	21	TASTE (SOMETHING)	v.	taste ('have a look')
Huang-1992-1820-1183	1183	repay	偿还			v.	repay
Huang-1992-1820-1184	1184	sing (own songs)	唱 (~(本族歌曲))	1261	SING	v.	sing||sing (Han songs)||sing (own songs)
Huang-1992-1820-1185	1185	make a row,	吵			v.	make a row,
Huang-1992-1820-1186	1186	stir-fry	炒	2162	STIR FRY	v.	stir-fry
Huang-1992-1820-1187	1187	sink	沉	1088	SINK (DESCEND)	v.	sink
Huang-1992-1820-1188	1188	weigh	称(~粮食)	1098	WEIGH	v.	weigh
Huang-1992-1820-1189	1189	commend /	称赞	3455	COMMEND	v.	commend /
Huang-1992-1820-1190	1190	prop up /	撑住			v.	prop up /
Huang-1992-1820-1191	1191	open (an	撑(~伞)			v.	open (an
Huang-1992-1820-1192	1192	done, be /	成了			v.	done, be /
Huang-1992-1820-1193	1193	accomplish / succeed	完成	1112	SUCCEED	v.	accomplish /
Huang-1992-1820-1194	1194	fill (a bowl with porridge)	盛(~饭) (~(干饭))	2006	FILL	v.	fill (a bowl with porridge)
Huang-1992-1820-1195	1195	hold,	盛得下			v.	hold,
Huang-1992-1820-1196	1196	admit	承认	2022	ADMIT	v.	admit
Huang-1992-1820-1197	1197	clarify / clear	澄清			v.	clarify / clear
Huang-1992-1820-1198	1198	eat	吃	1336	EAT	v.	eat (meat, corn, etc.)||eat (rice, etc.)||eat
Huang-1992-1820-1199	1199	charge / sprint (in the	冲(~在前)			v.	charge / sprint (in the
Huang-1992-1820-1200	1200	rinse /	冲(用水~)	2904	RINSE	v.	rinse /
Huang-1992-1820-1201	1201	pestle / pound	舂			v.	pestle / pound
Huang-1992-1820-1202	1202	take out (from in between, a part from a	抽(~出)			v.	take out (from in between, a part from a
Huang-1992-1820-1203	1203	smoke (a cigarette)	抽(~烟)	1689	SMOKE (INHALE)	v.	smoke (a cigarette)
Huang-1992-1820-1204	1204	whip /	抽打			v.	whip /
Huang-1992-1820-1205	1205	produce	出产	2886	PRODUCE	v.	produce
Huang-1992-1820-1206	1206	go	出去	695	GO	v.	go
Huang-1992-1820-1207	1207	come out (the	出(~太阳)			v.	come out (the
Huang-1992-1820-1208	1208	come out (future)	出来 ((将来时))			v.	come out (future)
Huang-1992-1820-1209	1209	withdraw / take	取出	3654	TAKE OUT	v.	withdraw / take
Huang-1992-1820-1210	1210	hoe up	锄(~草)			v.	hoe up
Huang-1992-1820-1211	1211	wear (a	穿(~衣)	976	WEAR	v.	wear (a
Huang-1992-1820-1212	1212	put on	穿(~鞋)			v.	put on
Huang-1992-1820-1213	1213	thread (a	穿(~针)			v.	thread (a
Huang-1992-1820-1214	1214	puncture	穿孔(胃~)			v.	puncture
Huang-1992-1820-1215	1215	punch a hole /	穿孔(用针~)			v.	punch a hole /
Huang-1992-1820-1216	1216	hand down (to	传(~给下代)			v.	hand down (to
Huang-1992-1820-1217	1217	infect	传染			v.	infect
Huang-1992-1820-1218	1218	blow (the	吹(~喇叭)			v.	blow (the
Huang-1992-1820-1219	1219	blow away (a speck of	吹(~灰)	176	BLOW (WITH MOUTH)	v.	blow away (a speck of
Huang-1992-1820-1220	1220	beat /	捶打	1665	BEAT	v.	beat /
Huang-1992-1820-1221	1221	jab / poke /	戳			v.	jab / poke /
Huang-1992-1820-1222	1222	pierce	戳破(被~)	398	PIERCE	v.	pierce
Huang-1992-1820-1223	1223	hurt by	刺痛			v.	hurt by
Huang-1992-1820-1224	1224	urge / hurry / speed	催	2881	URGE (SOMEONE)	v.	urge / hurry / speed
Huang-1992-1820-1225	1225	twist (hemp fibers) between the	搓(~绳)			v.	twist (hemp fibers) between the
Huang-1992-1820-1226	1226	wrong,	错(~了)			v.	wrong,
Huang-1992-1820-1227	1227	promise /	答应	1675	PROMISE	v.	promise /
Huang-1992-1820-1228	1228	hit (a	打(~人)	1433	HIT	v.	hit (a
Huang-1992-1820-1229	1229	gesticulate	打手势			v.	gesticulate
Huang-1992-1820-1230	1230	hunt	打猎	1435	HUNT	v.	hunt
Huang-1992-1820-1231	1231	fire (a	打枪			v.	fire (a
Huang-1992-1820-1232	1232	hit, have (the	打中	3307	HIT (A TARGET)	v.	hit, have (the
Huang-1992-1820-1233	1233	war, go to / battle	打仗			v.	war, go to / battle
Huang-1992-1820-1234	1234	fight ('mutually hit') (note:hit-each-other)	打架 (互相打)	1423	FIGHT	v.	fight||fight ('mutually hit')
Huang-1992-1820-1235	1235	break up / scatter	打散(队伍~)			v.	break up / scatter
Huang-1992-1820-1236	1236	separated accidentally and lose contact with, get	失散			v.	separated accidentally and lose contact with, get
Huang-1992-1820-1237	1237	overthrow / down with (traitors) (note:+overthrow (knock_over +traitor))	打倒 (~(叛徒))			v.	overthrow / down with (traitors) (note:+overthrow (knock_over +traitor))
Huang-1992-1820-1238	1238	fetch / draw (water)	打(水)	1911	DRAW (WATER)	v.	fetch / draw (water)
Huang-1992-1820-1239	1239	gather (firewood)	打(柴)			v.	gather (firewood)
Huang-1992-1820-1240	1240	bet	打赌			v.	bet
Huang-1992-1820-1241	1241	thresh grain (lit. 'hit chain cangue') (note:use-flails)	打场 (打链枷)			v.	thresh grain (lit. 'hit chain cangue') (note:use-flails)
Huang-1992-1820-1242	1242	doze / nod off	打瞌睡			v.	doze / nod off
Huang-1992-1820-1243	1243	yawn	打哈欠	1028	YAWN	v.	yawn
Huang-1992-1820-1244	1244	hiccup	打嗝儿(呃逆)	162	HICCOUGH	v.	hiccup
Huang-1992-1820-1245	1245	belch	打饱嗝儿	2245	BELCH	v.	belch
Huang-1992-1820-1246	1246	open (door, lock) (note:unlock)	打开 (~(门,锁))	1156	OPEN	v.	open (door, lock) (note:unlock)
Huang-1992-1820-1247	1247	break (thunderbolt)	打霹雳			v.	break (thunderbolt)
Huang-1992-1820-1248	1248	thunder	打雷	2378	THUNDER (VERB)	v.	thunder
Huang-1992-1820-1249	1249	carry (money) on one	带(~钱)			v.	carry (money) on one
Huang-1992-1820-1250	1250	bring up (children)	带(~孩子)			v.	bring up (children)
Huang-1992-1820-1251	1251	lead (the way) / guide (lit. 'lead head') (note:pioneer)	带(~路) (带头)			v.	lead (the way) / guide (lit. 'lead head') (note:pioneer)
Huang-1992-1820-1252	1252	wear (a hat)	戴(~帽子)	3428	WEAR (ON HEAD)	v.	wear (a hat)
