ID	NUMBER	SRCID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	COMMENT
Nagano-2013-1256-894	894	1589	marks			
Nagano-2013-1256-895	895	1590	marks			
Nagano-2013-1256-896	896	1592	corner	192	CORNER	
Nagano-2013-1256-897	897	1594	thing	738	THING	
Nagano-2013-1256-898	898	1596	big	1202	BIG	
Nagano-2013-1256-899	899	1598	tall	711	TALL	
Nagano-2013-1256-900	900	1600	little	1246	SMALL	
Nagano-2013-1256-901	901	1602	fine (meshes)			
Nagano-2013-1256-902	902	1604	large (meshes)			
Nagano-2013-1256-903	903	1606	long	1203	LONG	
Nagano-2013-1256-904	904	1608	short	1645	SHORT	
Nagano-2013-1256-905	905	1610	thick (and round)			
Nagano-2013-1256-906	906	1612	thin	2308	THIN	
Nagano-2013-1256-907	907	1613	lean	2219	LEAN (MEAT)	
Nagano-2013-1256-908	908	1615	thick (and flat)			
Nagano-2013-1256-909	909	1617	thin (and flat)			
Nagano-2013-1256-910	910	1618	weak, lightly seasoned			
Nagano-2013-1256-911	911	1620	color (of dying)			
Nagano-2013-1256-912	912	1621	color (natural)			
Nagano-2013-1256-913	913	1624	red	156	RED	
Nagano-2013-1256-914	914	1626	blue	837	BLUE	
Nagano-2013-1256-915	915	1628	yellow	1424	YELLOW	
Nagano-2013-1256-916	916	1630	green	1425	GREEN	
Nagano-2013-1256-917	917	1632	white	1335	WHITE	
Nagano-2013-1256-918	918	1633	gray	153	GREY	
Nagano-2013-1256-919	919	1635	black	163	BLACK	
Nagano-2013-1256-920	920	1637	paint (v)	3122	PAINT (SOMETHING)	
Nagano-2013-1256-921	921	1639	dye it (v)	157	DYE	
Nagano-2013-1256-922	922	1641	sound, noise	1811	SOUND OR NOISE	
Nagano-2013-1256-923	923	1643	a smell			
Nagano-2013-1256-924	924	1646	wild, rude	1412	RUDE	
Nagano-2013-1256-925	925	1647	bad-tempered/bad (quality)	1292	BAD	
Nagano-2013-1256-926	926	1649	gentle	1954	GENTLE	
Nagano-2013-1256-927	927	1651	kind	3299	KIND	
Nagano-2013-1256-928	928	1653	courageous	3	BRAVE	
Nagano-2013-1256-929	929	1654	courageous	3	BRAVE	
Nagano-2013-1256-930	930	1656	stingy/stingy (小气，小心眼)	1774	STINGY	
Nagano-2013-1256-931	931	1658	honest	1120	HONEST	
Nagano-2013-1256-932	932	1660	cunning	2335	CUNNING	
Nagano-2013-1256-933	933	1662	idle about (be v)	2756	IDLE	
Nagano-2013-1256-934	934	1663	lazy	1564	LAZY	
Nagano-2013-1256-935	935	1665	strong	785	STRONG	
Nagano-2013-1256-936	936	1666	strong (politically)			
Nagano-2013-1256-937	937	1667	strong (quality)			
Nagano-2013-1256-938	938	1669	weak	1601	WEAK	
Nagano-2013-1256-939	939	1670	weak (politically)			
Nagano-2013-1256-940	940	1671	of bad quality			
Nagano-2013-1256-941	941	1673	correct	1725	CORRECT (RIGHT)	
Nagano-2013-1256-942	942	1675	good [in general sense]	1035	GOOD	
Nagano-2013-1256-943	943	1676	appropriate			
Nagano-2013-1256-944	944	1677	of a good quality			
Nagano-2013-1256-945	945	1678	famous			
Nagano-2013-1256-946	946	1680	bad [in general sense]/bad (person)/bad			
Nagano-2013-1256-947	947	1681	malicious			
Nagano-2013-1256-948	948	1683	easy	686	EASY	
Nagano-2013-1256-949	949	1685	difficult	584	DIFFICULT	
Nagano-2013-1256-950	950	1687	dangerous	3466	DANGEROUS	
Nagano-2013-1256-951	951	1689	tight	3053	TIGHT	
Nagano-2013-1256-952	952	1691	loose	2506	LOOSE	
Nagano-2013-1256-953	953	1693	soft, gentle, smooth	1856	SOFT	
Nagano-2013-1256-954	954	1694	smooth	1234	SMOOTH	
Nagano-2013-1256-955	955	1696	coarse	2151	COARSE	
Nagano-2013-1256-956	956	1698	old	1229	OLD	
Nagano-2013-1256-957	957	1700	new	1231	NEW	
Nagano-2013-1256-958	958	1702	pretty, cute	2410	GOOD-LOOKING	
Nagano-2013-1256-959	959	1703	beautiful	1427	BEAUTIFUL	
Nagano-2013-1256-960	960	1704	poor, pitiful	1674	POOR	
Nagano-2013-1256-961	961	1706	ugly	1548	UGLY	
Nagano-2013-1256-962	962	1708	clean	704	CLEAN	
Nagano-2013-1256-963	963	1710	dirty	1230	DIRTY	
Nagano-2013-1256-964	964	1712	hard	1884	HARD	
Nagano-2013-1256-965	965	1714	soft	1856	SOFT	
Nagano-2013-1256-966	966	1717	place	723	PLACE (POSITION)	
Nagano-2013-1256-967	967	1719	front	2194	FRONT (PART)	
Nagano-2013-1256-968	968	1721	back	2323	BACK (PART)	
Nagano-2013-1256-969	969	1723	side	682	SIDE	
Nagano-2013-1256-970	970	1725	between	689	BETWEEN	
Nagano-2013-1256-971	971	1727	middle	1093	MIDDLE	
Nagano-2013-1256-972	972	1729	on			
Nagano-2013-1256-973	973	1730	up	1591	UP	
Nagano-2013-1256-974	974	1731	upward			
Nagano-2013-1256-975	975	1733	under			
Nagano-2013-1256-976	976	1734	down			
Nagano-2013-1256-977	977	1735	down			
Nagano-2013-1256-978	978	1736	down			
Nagano-2013-1256-979	979	1737	down			
Nagano-2013-1256-980	980	1738	downward	1326	DOWN	
Nagano-2013-1256-981	981	1740	inside	1606	INSIDE	
Nagano-2013-1256-982	982	1742	outside	762	OUTSIDE	
Nagano-2013-1256-983	983	1744	right	1019	RIGHT	
Nagano-2013-1256-984	984	1746	left	244	LEFT	
Nagano-2013-1256-985	985	1748	tip	2992	TIP (OF OBJECT)	
Nagano-2013-1256-986	986	1749	edge, tip	863	EDGE	
Nagano-2013-1256-987	987	1750	edge, hem			
Nagano-2013-1256-988	988	1752	surroundings			
Nagano-2013-1256-989	989	1754	UP/DOWN			Probably an error, intended to be up / down in all reported words.
Nagano-2013-1256-990	990	1757	near	1942	NEAR	
Nagano-2013-1256-991	991	1758	near	1942	NEAR	
Nagano-2013-1256-992	992	1760	far	1406	FAR	
Nagano-2013-1256-993	993	1761	far	1406	FAR	
Nagano-2013-1256-994	994	1763	high	1265	HIGH	
Nagano-2013-1256-995	995	1764	high	1265	HIGH	
Nagano-2013-1256-996	996	1766	low	721	LOW	
Nagano-2013-1256-997	997	1768	deep	1593	DEEP	
Nagano-2013-1256-998	998	1770	shallow	193	SHALLOW	
Nagano-2013-1256-999	999	1772	wide	1243	WIDE	
Nagano-2013-1256-1000	1000	1774	narrow	1267	NARROW	
Nagano-2013-1256-1001	1001	1776	together	2482	TOGETHER	
Nagano-2013-1256-1002	1002	1777	each other			
Nagano-2013-1256-1003	1003	1779	full	1429	FULL	
Nagano-2013-1256-1004	1004	1781	empty	1624	EMPTY	
Nagano-2013-1256-1005	1005	1783	direction			
Nagano-2013-1256-1006	1006	1785	east	1877	EAST	
Nagano-2013-1256-1007	1007	1787	west	1817	WEST	
Nagano-2013-1256-1008	1008	1789	south	1595	SOUTH	
Nagano-2013-1256-1009	1009	1791	north	1598	NORTH	
Nagano-2013-1256-1010	1010	1794	dawn	729	DAWN	
Nagano-2013-1256-1011	1011	1795	dawn	729	DAWN	
Nagano-2013-1256-1012	1012	1797	morning	1339	MORNING	
Nagano-2013-1256-1013	1013	1799	noon	12	MIDDAY	
Nagano-2013-1256-1014	1014	1801	daytime	1225	DAY (NOT NIGHT)	
Nagano-2013-1256-1015	1015	1803	evening	1629	EVENING	
Nagano-2013-1256-1016	1016	1805	night	1233	NIGHT	
Nagano-2013-1256-1017	1017	1806	night/night (0-3AM)			
Nagano-2013-1256-1018	1018	1808	early	672	EARLY	
Nagano-2013-1256-1019	1019	1810	late	477	LATE	
Nagano-2013-1256-1020	1020	1812	now	1376	NOW	
Nagano-2013-1256-1021	1021	1814	at once			
Nagano-2013-1256-1022	1022	1816	previously			
Nagano-2013-1256-1023	1023	1818	after	1685	AFTER	
Nagano-2013-1256-1024	1024	1820	next	1354	NEXT	
Nagano-2013-1256-1025	1025	1822	always	1676	ALWAYS	
Nagano-2013-1256-1026	1026	1823	always	1676	ALWAYS	
Nagano-2013-1256-1027	1027	1825	often	1852	OFTEN	
Nagano-2013-1256-1028	1028	1827	sometimes	1544	SOMETIMES	
Nagano-2013-1256-1029	1029	1829	today	1283	TODAY	
Nagano-2013-1256-1030	1030	1831	yesterday	1174	YESTERDAY	
Nagano-2013-1256-1031	1031	1833	tomorrow	1329	TOMORROW	
Nagano-2013-1256-1032	1032	1834	the day after tomorrow	1179	DAY AFTER TOMORROW	
Nagano-2013-1256-1033	1033	1836	everyday			
Nagano-2013-1256-1034	1034	1838	day	1260	DAY (24 HOURS)	
Nagano-2013-1256-1035	1035	1839	date			
Nagano-2013-1256-1036	1036	1840	date			
Nagano-2013-1256-1037	1037	1842	week	1469	WEEK	
Nagano-2013-1256-1038	1038	1844	month	1370	MONTH	
Nagano-2013-1256-1039	1039	1846	year	1226	YEAR	
Nagano-2013-1256-1040	1040	1847	calendar	1967	CALENDAR	
Nagano-2013-1256-1041	1041	1849	age	1789	AGE	
Nagano-2013-1256-1042	1042	1851	spring	1537	SPRINGTIME	
Nagano-2013-1256-1043	1043	1853	summer	1342	SUMMER	
Nagano-2013-1256-1044	1044	1855	autumn	1276	AUTUMN	
Nagano-2013-1256-1045	1045	1857	winter	1471	WINTER	
Nagano-2013-1256-1046	1046	1859	around			
Nagano-2013-1256-1047	1047	1860	time to do			
Nagano-2013-1256-1048	1048	1861	I didn't have time to eat dinner yesterday evening.			
Nagano-2013-1256-1049	1049	1862	period	508	PERIOD	
Nagano-2013-1256-1050	1050	1864	count	1420	COUNT	
Nagano-2013-1256-1051	1051	1865	number	1356	NUMBER	
Nagano-2013-1256-1052	1052	1866	number, figure	1356	NUMBER	
Nagano-2013-1256-1053	1053	1867	number, figure	1356	NUMBER	
Nagano-2013-1256-1054	1054	1869	one	1493	ONE	
Nagano-2013-1256-1055	1055	1871	two	1498	TWO	
Nagano-2013-1256-1056	1056	1873	three	492	THREE	
Nagano-2013-1256-1057	1057	1875	four	1500	FOUR	
Nagano-2013-1256-1058	1058	1877	five	493	FIVE	
Nagano-2013-1256-1059	1059	1879	six	1703	SIX	
Nagano-2013-1256-1060	1060	1881	seven	1704	SEVEN	
Nagano-2013-1256-1061	1061	1883	eight	1705	EIGHT	
Nagano-2013-1256-1062	1062	1885	nine	1483	NINE	
Nagano-2013-1256-1063	1063	1887	ten	1515	TEN	
Nagano-2013-1256-1064	1064	1889	eleven	1706	ELEVEN	
Nagano-2013-1256-1065	1065	1891	twelve	1707	TWELVE	
Nagano-2013-1256-1066	1066	1893	thirteen	1708	THIRTEEN	
Nagano-2013-1256-1067	1067	1895	fourteen	2451	FOURTEEN	
Nagano-2013-1256-1068	1068	1897	fifteen	1709	FIFTEEN	
Nagano-2013-1256-1069	1069	1899	sixteen	2454	SIXTEEN	
Nagano-2013-1256-1070	1070	1901	seventeen	2453	SEVENTEEN	
Nagano-2013-1256-1071	1071	1903	eighteen	1713	EIGHTEEN	
Nagano-2013-1256-1072	1072	1905	nineteen	1714	NINETEEN	
Nagano-2013-1256-1073	1073	1907	twenty	1710	TWENTY	
Nagano-2013-1256-1074	1074	1909	twenty one	1734	TWENTY ONE	
Nagano-2013-1256-1075	1075	1911	twenty two	3166	TWENTY TWO	
Nagano-2013-1256-1076	1076	1913	twenty three	3165	TWENTY THREE	
Nagano-2013-1256-1077	1077	1921	thirty	1715	THIRTY	
Nagano-2013-1256-1078	1078	1923	forty	1716	FORTY	
Nagano-2013-1256-1079	1079	1925	fifty	1717	FIFTY	
Nagano-2013-1256-1080	1080	1927	sixty	1718	SIXTY	
Nagano-2013-1256-1081	1081	1929	seventy	1721	SEVENTY	
Nagano-2013-1256-1082	1082	1931	eighty	1722	EIGHTY	
Nagano-2013-1256-1083	1083	1933	ninety	1724	NINETY	
Nagano-2013-1256-1084	1084	1935	hundred	1634	HUNDRED	
Nagano-2013-1256-1085	1085	1937	two hundred	2676	TWO HUNDRED	
Nagano-2013-1256-1086	1086	1939	three hundred			
Nagano-2013-1256-1087	1087	1941	thousand	1843	THOUSAND	
Nagano-2013-1256-1088	1088	1943	two thousand			
Nagano-2013-1256-1089	1089	1945	three thousand			
Nagano-2013-1256-1090	1090	1947	ten thousand	2078	TEN THOUSAND	
Nagano-2013-1256-1091	1091	1949	twenty thousand			
Nagano-2013-1256-1092	1092	1951	hundred thousand			
Nagano-2013-1256-1093	1093	1953	one million			
Nagano-2013-1256-1094	1094	1959	times			
Nagano-2013-1256-1095	1095	1961	times			
Nagano-2013-1256-1096	1096	1963	one by one			
Nagano-2013-1256-1097	1097	1964	order	1128	ORDER	
Nagano-2013-1256-1098	1098	1966	first	728	FIRST	
Nagano-2013-1256-1099	1099	1968	second	1384	SECOND	
Nagano-2013-1256-1100	1100	1970	third	1859	THIRD	
Nagano-2013-1256-1101	1101	1972	last	1529	LAST (FINAL)	
Nagano-2013-1256-1102	1102	1974	alone	1964	ALONE	
Nagano-2013-1256-1103	1103	1976	all	98	ALL	
Nagano-2013-1256-1104	1104	1977	all	98	ALL	
Nagano-2013-1256-1105	1105	1978	all	98	ALL	
Nagano-2013-1256-1106	1106	1979	completely			
Nagano-2013-1256-1107	1107	1981	half	816	HALF	
Nagano-2013-1256-1108	1108	1983	one third			
Nagano-2013-1256-1109	1109	1985	a quarter			
Nagano-2013-1256-1110	1110	1987	both			
Nagano-2013-1256-1111	1111	1989	measure (v)	1506	MEASURE	
Nagano-2013-1256-1112	1112	1990	scale			
Nagano-2013-1256-1113	1113	1991	scale			
Nagano-2013-1256-1114	1114	1993	heavy	1210	HEAVY	
Nagano-2013-1256-1115	1115	1995	light	1052	LIGHT (WEIGHT)	
Nagano-2013-1256-1116	1116	1997	many, much	1198	MANY	
Nagano-2013-1256-1117	1117	1999	few, little	1242	FEW	
Nagano-2013-1256-1118	1118	2001	increase (v)	1041	INCREASE	
Nagano-2013-1256-1119	1119	2003	decrease (v)	2864	DECREASE	
Nagano-2013-1256-1120	1120	2006	I, me	1209	I	
Nagano-2013-1256-1121	1121	2008	we, us [plural]	1212	WE	
Nagano-2013-1256-1122	1122	2009	we, us [dual]	2634	WE TWO	
Nagano-2013-1256-1123	1123	2011	you (sg.)	1215	THOU	
Nagano-2013-1256-1124	1124	2013	you [plural]	1213	YOU	
Nagano-2013-1256-1125	1125	2014	you two [dual]	2111	YOU TWO	
Nagano-2013-1256-1126	1126	2016	he, him	1211	HE	
Nagano-2013-1256-1127	1127	2018	she, her	1834	SHE	
Nagano-2013-1256-1128	1128	2020	they, them [plural]	817	THEY	
Nagano-2013-1256-1129	1129	2021	they two [dual]	2635	THEY TWO	
Nagano-2013-1256-1130	1130	2023	oneself			
Nagano-2013-1256-1131	1131	2025	this	1214	THIS	
Nagano-2013-1256-1132	1132	2027	that	78	THAT	
Nagano-2013-1256-1133	1133	2029	this	1214	THIS	
Nagano-2013-1256-1134	1134	2031	that, that... over there			
Nagano-2013-1256-1135	1135	2033	that, the			
Nagano-2013-1256-1136	1136	2034	like, in this way, this kind of			
Nagano-2013-1256-1137	1137	2035	that way, like that			
Nagano-2013-1256-1138	1138	2037	that way, like that			
Nagano-2013-1256-1139	1139	2039	here	136	HERE	
Nagano-2013-1256-1140	1140	2041	there	1937	THERE	
Nagano-2013-1256-1141	1141	2043	there	1937	THERE	
Nagano-2013-1256-1142	1142	2045	this way, here			
Nagano-2013-1256-1143	1143	2047	that way/that way (north)/that way (east)/that way (south)			
Nagano-2013-1256-1144	1144	2049	that way, there			
Nagano-2013-1256-1145	1145	2051	who	1235	WHO	
Nagano-2013-1256-1146	1146	2053	what	1236	WHAT	
Nagano-2013-1256-1147	1147	2055	which	727	WHICH	
Nagano-2013-1256-1148	1148	2057	how	1239	HOW	
Nagano-2013-1256-1149	1149	2059	where	1237	WHERE	
Nagano-2013-1256-1150	1150	2061	where	1237	WHERE	
Nagano-2013-1256-1151	1151	2063	why	1270	WHY	
Nagano-2013-1256-1152	1152	2065	when	1238	WHEN	
Nagano-2013-1256-1153	1153	2067	some day			
Nagano-2013-1256-1154	1154	2069	how many?	822	HOW MANY	
Nagano-2013-1256-1155	1155	2070	how many?	822	HOW MANY	
Nagano-2013-1256-1156	1156	2071	how long?	2338	HOW LONG	
Nagano-2013-1256-1157	1157	2072	how big?			
Nagano-2013-1256-1158	1158	2074	something			
Nagano-2013-1256-1159	1159	2076	some	1241	SOME	
Nagano-2013-1256-1160	1160	2079	very much, very	1311	VERY	
Nagano-2013-1256-1161	1161	2082	not--at all	1240	NOT	
Nagano-2013-1256-1162	1162	2083	not--at all	1240	NOT	
Nagano-2013-1256-1163	1163	2084	thoroughly			
Nagano-2013-1256-1164	1164	2087	This box is too big.			
Nagano-2013-1256-1165	1165	2090	Give me more.			
Nagano-2013-1256-1166	1166	2091	a bit			
Nagano-2013-1256-1167	1167	2092	Let's go a bit further.			
Nagano-2013-1256-1168	1168	2093	various			
Nagano-2013-1256-1169	1169	2095	exactly			
Nagano-2013-1256-1170	1170	2097	maybe			
Nagano-2013-1256-1171	1171	2098	perhaps	2278	PERHAPS	
Nagano-2013-1256-1172	1172	2100	certainly			
Nagano-2013-1256-1173	1173	2101	certainly			
Nagano-2013-1256-1174	1174	2102	by all means			
Nagano-2013-1256-1175	1175	2104	suddenly	2920	SUDDENLY	
Nagano-2013-1256-1176	1176	2105	suddenly	2920	SUDDENLY	
Nagano-2013-1256-1177	1177	2106	secretly			
Nagano-2013-1256-1178	1178	2107	especially, intentionally			
Nagano-2013-1256-1179	1179	2108	with might and main			
Nagano-2013-1256-1180	1180	2110	again	204	AGAIN	
Nagano-2013-1256-1181	1181	2111	again	204	AGAIN	
Nagano-2013-1256-1182	1182	2113	yet, still			
Nagano-2013-1256-1183	1183	2114	yet, still			
Nagano-2013-1256-1184	1184	2116	a minute ago			
Nagano-2013-1256-1185	1185	2117	already	2576	ALREADY	
Nagano-2013-1256-1186	1186	2119	each other			
Nagano-2013-1256-1187	1187	2121	if	1459	IF	
Nagano-2013-1256-1188	1188	2124	to			
Nagano-2013-1256-1189	1189	2126	up to, till			
Nagano-2013-1256-1190	1190	2127	until now			
Nagano-2013-1256-1191	1191	2131	from	693	FROM	
Nagano-2013-1256-1192	1192	2133	in	1460	IN	
Nagano-2013-1256-1193	1193	2135	at, on	1461	AT	
Nagano-2013-1256-1194	1194	2137	with	1340	WITH	
Nagano-2013-1256-1195	1195	2139	and	1577	AND	
Nagano-2013-1256-1196	1196	2141	of			
Nagano-2013-1256-1197	1197	2143	also			
Nagano-2013-1256-1198	1198	2145	-er than			
Nagano-2013-1256-1199	1199	2147	with, by means of	1340	WITH	
Nagano-2013-1256-1200	1200	2149	only	1580	ONLY	
Nagano-2013-1256-1201	1201	2153	except for			
Nagano-2013-1256-1202	1202	2154	only	1580	ONLY	
Nagano-2013-1256-1203	1203	2156	be, is	1579	BE	
Nagano-2013-1256-1204	1204	2158	not	1240	NOT	
Nagano-2013-1256-1205	1205	2160	Do not			
Nagano-2013-1256-1206	1206	2161	Don't drink this water.			
Nagano-2013-1256-1207	1207	2162	Don't go.			
Nagano-2013-1256-1208	1208	2163	Don't come.			
Nagano-2013-1256-1209	1209	2164	Don't spit.			
Nagano-2013-1256-1210	1210	2166	(quotative particle)			
Nagano-2013-1256-1211	1211	2167	"(He) said, ""I come tomorrow."""			
Nagano-2013-1256-1212	1212	2169	because	1157	BECAUSE	
Nagano-2013-1256-1213	1213	2171	but, though			
Nagano-2013-1256-1214	1214	2172	but, though			
Nagano-2013-1256-1215	1215	2173	Although it rained, he showed up.			
Nagano-2013-1256-1216	1216	2175	make sme to do stg, order to (v)			
Nagano-2013-1256-1217	1217	2178	I made him to go.			
Nagano-2013-1256-1218	1218	2181	I want to take poultry.			
Nagano-2013-1256-1219	1219	2182	want something (v)			
Nagano-2013-1256-1220	1220	2185	be, is	1579	BE	
Nagano-2013-1256-1221	1221	2187	there is no			
Nagano-2013-1256-1222	1222	2189	become (v)	1990	BECOME	
Nagano-2013-1256-1223	1223	2190	He became mayor.			
Nagano-2013-1256-1224	1224	2191	become (v)	1990	BECOME	
Nagano-2013-1256-1225	1225	2192	This tree grows high.			
Nagano-2013-1256-1226	1226	2194	It will get hotter.			
Nagano-2013-1256-1227	1227	2196	can			
Nagano-2013-1256-1228	1228	2197	can, know how to			
Nagano-2013-1256-1229	1229	2198	can, be able to manage			
Nagano-2013-1256-1230	1230	2199	may, be allowed to do			
Nagano-2013-1256-1231	1231	2200	Is it allowed nowadays to go to Sikkim via India?			
Nagano-2013-1256-1232	1232	2202	possess (v)			
Nagano-2013-1256-1233	1233	2204	need, be necessary			
Nagano-2013-1256-1234	1234	2206	same	200	SAME	
Nagano-2013-1256-1235	1235	2208	similar	1558	SIMILAR	
Nagano-2013-1256-1236	1236	2210	other	197	OTHER	
Nagano-2013-1256-1237	1237	2212	different from			
Nagano-2013-1256-1238	1238	2213	different from			
Nagano-2013-1256-1239	1239	2214	different, separate			
Nagano-2013-1256-1240	1240	2216	for the sake of			
Nagano-2013-1256-1241	1241	2218	approximately			
Nagano-2013-1256-1242	1242	2219	like, as			
Nagano-2013-1256-1243	1243	2220	and so on			
Nagano-2013-1256-1244	1244	2223	similar	1558	SIMILAR	
Nagano-2013-1256-1245	1245	2224	like, as			
Nagano-2013-1256-1246	1246	2225	As he says, …			
Nagano-2013-1256-1247	1247	2227	ought to			
Nagano-2013-1256-1248	1248	2228	I ought to go to Lhasa.			
Nagano-2013-1256-1249	1249	2230	please do it			
Nagano-2013-1256-1250	1250	2231	Please eat, please.			
Nagano-2013-1256-1251	1251	2233	Hello.			
Nagano-2013-1256-1252	1252	2235	Good-bye			
Nagano-2013-1256-1253	1253	2236	Good-bye			
Nagano-2013-1256-1254	1254	2238	Thank you			
Nagano-2013-1256-1255	1255	2240	Come here!			
Nagano-2013-1256-1256	1256	2242	Look!			
