ID	NUMBER	ENGLISH	ENGLISH_FREQUENCY	SPANISH_FREQUENCY	RUSSIAN_FREQUENCY	GREEK_FREQUENCY	PORTUGUESE_FREQUENCY	CHINESE_FREQUENCY	SWAHILI_FREQUENCY	CHILEAN_FREQUENCY	FINNISH_FREQUENCY	ESTONIAN_FREQUENCY	FRENCH_FREQUENCY	TURKISH_FREQUENCY	CZECH_FREQUENCY	POLISH_FREQUENCY	BASQUE_FREQUENCY	MAORI_FREQUENCY	TOK_PISIN_FREQUENCY	CONCEPTICON_ID	CONCEPTICON_GLOSS
Calude-2011-200-83	83	KNOW (FACTS)	3.2746196191	3.4633659325	3.2977998912	2.7260664598	3.2637517599	2.1422329918	3.102947968	2.8017511895	2.2993982782	3.3619166187	2.3411772352	1.4065401804	2.5857201007	3.1600154254	3.3614634024	3.3823773035	3.8825780384	1410	KNOW (SOMETHING)
Calude-2011-200-84	84	LAKE	1.7075701761	1.2945958857	1.8612953935	1.3222727303	1.6321197139	1.6620018794	1.8692317197	2.5950354735	1.1304018359	2.2329961104	1.3658622154	2.0606978404	1.8847953639	1.4906762443	1.4653828514	2.7626785637	2.6540987099	624	LAKE
Calude-2011-200-85	85	TO LAUGH	1.9912260757	2.028427708	2.1822148653	1.6404145199	2.2229475711	2.5812668053	2.4616485681	1.4556230142	1.4885747177	2.3783979009	2.1384921671	2.4885507165	1.9797304307	1.5546641078	1.8007170783	1.806179974	2.318306608	1355	LAUGH
Calude-2011-200-86	86	LEAF	1.7075701761	1.6036537343	2.1315224289	1.7426523035	2.2995315102	1.3609718837	2.0809870469	1.501576515	1.9465510366	2.2988530764	1.5410797678	1.414973348	2.2531925699	1.7922204285	2.3079237036	2.9580858485		628	LEAF
Calude-2011-200-87	87	LEFT (HAND)	1.9777236053	2.282435503	2.1155106624	2.2397968771	1.9911275851	1.8121108412	1.1461280357	1.9890046157	0.9890726831	1.7242758696	2.1565188647	1.8129133566	1.8960850854	1.8468317528	2.2127201544	1.3979400087	0.3640640986	244	LEFT
Calude-2011-200-88	88	LEG	2.0718820073	1.8505381255	2.8647127557	1.9423152818	2.0071785846	1.8565476449	2.5390760988	1.4513087388	1.2236775643	2.6910814921	1.558948446	1.2430380487	2.4886635056	2.0788835719	2.2355284469	2.1461280357	2.8719199703	1297	LEG
Calude-2011-200-89	89	TO LIE (ON SIDE)	2.2718416065	1.5495081299	2.6352323462	1.0230522976	2.143916474	1.9182925128	2.6693168806		1.9645928617	1.9542425094	1.374748346	0.6989700043	2.3880301165	2.0960289497	2.2971036501	2.5010592622	3.4309488417	1411	LIE (REST)
Calude-2011-200-90	90	TO LIVE	2.5171958979	2.82492941	2.8928456165	2.422254529	2.6883011461	2.2270893382	2.8372727025	2.572881924	2.060529814	2.9111576087	2.1374807094	3.1589652604	2.6228975763	2.902040381	3.038699623	3.3051363189	4.1262172909	1422	BE ALIVE
Calude-2011-200-91	91	LIVER	1.2304489214	0.780274944	1.3604040547	0.4901263339	1.0500788643		0.84509804	0.7031958133	1.0346213281	2.1205739312	1.1906117978	1.69019608	1.4491697322	0.9182633899	1.3424226808	1.3010299957	2.1199389542	1224	LIVER
Calude-2011-200-92	92	LONG	2.758154622	2.3764696046	2.565895022	2.1546882994	2.4656802116	2.1295287739	2.7649229846	2.4097227785	2.0155980907	2.7619278384	2.3694385154	2.7160033436	2.6451372315	2.1923629876	2.7375106907	2.7528164312	2.807327086	1203	LONG
Calude-2011-200-93	93	LOUSE	0.3010299957	0.547702329	0.4756711883	-0.1150247344	0.4990758306		0.5440680444	0.2882989189	-0.8518693971	1.361727836	0.103803721	0.6532125138	0.976349979	0.1543225143	0.8195439355	0.3010299957	1.4054567837	1392	LOUSE
Calude-2011-200-94	94	MAN (MALE)	3.001300933	2.9841300322	2.3786703852	2.5406898152	3.1848932347	2.1605885683	3.8022947114	2.5779587791	2.7114534465	3.381295623	2.837076831	2.1731862684	2.8886118876	2.3200954885	3.1793219449	2.591064607	4.1156126279	1554	MAN
Calude-2011-200-95	95	MANY	2.9552065375	3.4573252088	2.1396587362	2.9374273464	3.244892588	1.3794868137	3.3261309567	3.1630195035	2.3612940507	3.3751146847	2.6038585839	3.4676820847	2.6301124648	3.2009331435	3.3137407084	2.7474118079	3.2437333042	1198	MANY
Calude-2011-200-96	96	MEAT (FLESH)	1.5797835966	1.8950323443	1.9220504022	1.4398968606	2.1078880252	1.9182925128	2.0273496078	1.7550783424	1.0154016218	1.9731278536	1.5240064456	1.7520484478	2.1300763325	1.4868553553	1.9731278536	1.6232492904	3.1968922281	634	MEAT
Calude-2011-200-97	97	MOTHER	2.469822016	2.6512209863	2.626873924	1.9907286844	2.5297724532	2.3684170607	3.0253058653	2.171219237	2.1771083081	2.9003671287	2.6715615891	2.2442771208	2.5117229765	2.1730890999	2.8950908969	2.5289167003	3.4167580405	1216	MOTHER
Calude-2011-200-98	98	MOUNTAIN	1.8325089127	1.5385589496	2.2818738569	1.5264493761	1.7200673795	2.0326187609	2.2291697025	1.3550895104	1.0014231215	2.1931245984	1.6386888867	2.3961993471	2.2361844429	2.3687990977	2.6535983818	2.5465426635	3.0660635734	639	MOUNTAIN
Calude-2011-200-99	99	MOUTH	1.9956351946	2.0094758919	2.023128946	1.6543525916	2.3045862612	1.9235030669	2.2430380487	1.7406959594	1.375159865	2.549003262	2.1726321167	2.622214023	2.1228709229	2.5426235112	2.2137832993	1.9395192526	2.6585303247	674	MOUTH
Calude-2011-200-100	100	NAME	2.5132176001	2.4482970157	2.5420906116	2.3321332969	2.8216299651	2.0445397604	2.8739015979	2.5013210082	2.0665104725	2.717670503	2.4522619041	1.8543060418	2.5923988461	2.4141448003	3.0434408762	2.9319661147	3.1106982975	1405	NAME
Calude-2011-200-101	101	NARROW	1.7323937598	1.313619123	2.0187004987	2.0585777242	1.8058782758	1.3794868137	1.7363965023	1.2888947952	1.0420772104	2.0492180227	1.3605934136	1.8195439355	1.9580858485	1.4265112614	2.0453229788	1.3424226808		1267	NARROW
Calude-2011-200-102	102	NEAR	1.6434526765	2.1406189409	2.2355284469	2.2757590242	2.1820974871	2.32962158	2.7045794497	2.366982976	2.1207961951	2.1172712957	2.5247724774	2.8426092396	2.2401996753	1.9316838304	2.3514097519	2.591064607	3.3304405216	1942	NEAR
Calude-2011-200-103	103	NECK	1.7781512504	1.511883361	2.1473052381	1.2456227665	1.7541783907	1.4616485681	1.9268567089	1.2500403031	0.403403108	2.1271047984	1.803388825	1.4393326938	2.0321350469	1.3263813821	1.9722028384	1.7075701761	2.5983282229	1333	NECK
Calude-2011-200-104	104	NEW	3.0622058088	2.7707437493	2.9296079304	2.1803224139	2.9695401562	2.9913191288	2.9813655091	3.1641941804	2.6230749383	3.1801258752	2.4272263636	2.9580858485	3.1410325249	3.0427102379	3.1915069046	3.0666985504	2.5654612229	1231	NEW
Calude-2011-200-105	105	NIGHT	2.5943925504	2.5925359618	2.7536749633	1.9314146832	2.7510223529	1.9387198148	2.4955443375	2.3439509863	1.4898947628	2.4014005408	2.6013971867	2.6618126855	2.5778018994	2.2069637254	2.5742628297	2.7558748557	2.9944919736	1233	NIGHT
Calude-2011-200-106	106	NOSE	1.6812412374	1.3796786917	2.352741915	1.1423109312	1.652783369	1.5673793077	1.7993405495	0.9979685487	1.007469082	2.1172712957	1.9765333804	1.2430380487	1.9247959958	1.5787919692	1.7867514221	1.8976270913	1.9322658226	1221	NOSE
Calude-2011-200-107	107	NOT	3.9028184681	4.3023818663	4.3098061913	3.9454831617	3.9374989462	3.754090588	2.1702617154	3.9284695941	3.8861126361	4.1917583214	3.7121064939	3.5149460053	2.9598186085	3.8696026027	4.1756915242	3.5242662688	3.9153920866	1240	NOT
Calude-2011-200-108	108	OLD	2.8115750059	2.3336250576	2.7058722613	2.5011656074	2.7550783424	1.9948448496	2.1072099696	2.0221991799	2.1320574398	2.8762178406	2.4039608314	2.803798408	2.8757266716	2.4708447969	2.8544275058	2.5092025223	3.5424654401	1229	OLD
Calude-2011-200-109	109	ONE	3.292699003	4.3590510809	3.458322021	3.9769957441	3.8775351514	3.9224519272	3.5991732174	4.2444792221	2.758790766	3.5526682161	4.0540677379	4.2414219517	3.3434519226	3.1631037038	4.1485841475	3.261024834	4.0578350022	1493	ONE
Calude-2011-200-110	110	OTHER	3.1258064581	3.4911350104	3.1979170567	3.4481205838	3.5523869758	2.0245267144	3.4712917111	3.3486954874	2.0068682595	3.4227539413	3.0648209975	3.0737183503	3.1115884483	3.1396538383	3.674603977	4.0106391167	3.2113282003	197	OTHER
Calude-2011-200-111	111	PERSON	2.4623979979	2.9186931819	3.4600886103	2.5296951339	2.8784068876	2.0599040559	0.3010299957	2.9958447362	2.3342389827	3.3556430502	3.0648209975	2.5092025223	3.3296297124	3.0174182802	2.8672317145	3.3018977172	4.1111261547	683	PERSON
Calude-2011-200-112	112	TO PLAY	2.5865873047	2.2955671	2.3641756328	2.6947273161	1.9901414482	1.9486085499	2.767897616	2.5865748032	1.2236775643	2.6344772702	1.9687630482	1.1139433523	2.6563473944	2.5336703977	2.4825877695	2.2095150145	2.5543957967	1413	PLAY
Calude-2011-200-113	113	TO PULL	2.1461280357	1.9463655593	1.9196532823	1.7494863466	1.7818351276	2.1895464567	2.3031960574	1.6249463825	1.8465211615	2.5646660643	1.8774289408	3.0318122713	1.3439990691	1.5919792498	1.4183012913	1.3979400087	2.6903999595	1455	PULL
Calude-2011-200-114	114	TO PUSH	2.0293837777	1.4552928172	1.3611609952	1.307048954	1.3769822716	1.9534697433	1.9934362305	1.0895911447	1.0826290541	1.6989700043	1.4693801358	1.9190780924	1.5338991008	0.9397410578	2.2755416884		2.0124241095	1452	PUSH
Calude-2011-200-115	115	TO RAIN	1.1461280357	1.5157959503	2.110118127	0.5340318196	1.4175639491		1.7671558661	1.8069333037	1.4717264264	2.2380461031	1.4693801358	1.8195439355	1.8893577369	1.633737702	1.3463529745	1.7075701761	2.5585784404	1253	RAIN (RAINING)
Calude-2011-200-116	116	RED	2.1003705451	1.9824042686	2.5004560373	1.8368676161	2.0055618071	1.6524397476	1.9138138524	2.3142090868	1.5414132534	2.4983105538	2.2139956164	2.1832698437	2.1979693679	2.0476468986	2.396548038	1.414973348	2.2091621386	156	RED
Calude-2011-200-117	117	RIGHT (CORRECT)	1.7160033436	1.7969006864	1.6823256187	2.3292877864	2.7582388284	1.6712654329	2.213517757	1.672446796	1.9310807361	2.6464037262	2.1343365109	2.7403626895	2.1989043995	1.0391937211	2.9447786811	1.4623979979	3.2773480003	1725	CORRECT (RIGHT)
Calude-2011-200-118	118	RIGHT (HAND)	3	2.6589928535	2.2117077504	1.9875069729	2.6747387008	2.5370253106	2.0472748674	2.8288044941		2.7419390777	2.1343365109	1.3979400087	2.2737418362	2.5762952688	2.0827853703	1.5051499783	0.9081321429	1019	RIGHT
Calude-2011-200-119	119	RIVER	2.0569048513	2.0402299148	2.2931193701	1.5824537018	2.6826263558	2.4835017133	2.4248816366	2.4030289606	0.9827632092	2.1875207208	1.5185139399	1.278753601	2.2745042227	1.7170969815	1.3053513694	2.630427875	3.579701662	666	RIVER
Calude-2011-200-120	120	ROAD	2.4955443375	2.2367890994	2.6518205431	2.5301167108	2.0407780967	1.5043349118	3.0312064198	2.2278981258	1.8299746085	2.940018155	2.2209705875	2.4265112614	2.8440544805	2.6996566117	3.0741579197	2.2121876044	3.0249295766	667	ROAD
Calude-2011-200-121	121	ROOT	1.6532125138	1.6223359473	1.78518742	1.4470981185	1.789110442	2.0636710539	1.6674529529	1.9577987749	2.7396774914	1.414973348	1.277838333	1.9294189257	1.7371130943	1.328922981	2.0244856677	1.8633228601		670	ROOT
Calude-2011-200-122	122	ROPE	1.3424226808	1.4370040315	1.7422536699	1.0501771822	1.7523045932	1.4463818122	1.3979400087	0.1931245984	0.2942586386	1.6127838567	1.3388547463	1.3117538611	1.3390537357	1.3885353579	1.7466341989	2.2900346114		1218	ROPE
Calude-2011-200-123	123	ROTTEN (LOG)	0.903089987	0.830248919	1.1967287226	0.4931955656	1.1176394979	1.300160537	0.4771212547	0.3419837778	3.4158653752	0.6989700043	0.9314578707	1.2304489214	0.593286067	0.5503642612	1.45331834	1.2041199827		1728	ROTTEN
Calude-2011-200-124	124	RUB	1.361727836	0.923365943	1.1105897103	0.9692961513	1.2183604218		1.1760912591	0.0677732304	0.2620739552	1.6532125138	0.6875289612	0.3010299957	1.001300933	1.867506771	1.631443769	1.6232492904		1449	RUB
Calude-2011-200-125	125	SALT	1.5185139399	1.2319490765	1.6184664922	0.9970054232	1.5595076406	1.5902844037	1.7242758696	0.5283452601	0.7163323269	1.5682017241	1.4578818967	1.079181246	1.9749259861	1.2929448811	1.631443769	0.3010299957	1.7162466167	1274	SALT
Calude-2011-200-126	126	SAND	1.531478917	1.5841315946	1.9148189804	0.9753844914	1.5429636713	1.4141373622	1.7993405495	1.8574799171	0.4191973752	1.8512583487	1.7846885995	1.3222192947	1.7314275871	1.4289622617	1.773786445	1.2304489214		671	SAND
Calude-2011-200-127	127	TO SAY	3.5242662688	3.7994520487	3.2958089182	3.4960822666	3.6200689326	3.5737022374	4.0070860202	3.2938907049	2.2251349297	3.5749567758	2.8889373027	2.3242824553	2.9755145234	3.1592649935	3.736683281	3.8535156968	3.6374126673	1458	SAY
Calude-2011-200-128	128	SCRATCH (ITCH)	1.079181246	0.7907403777	0.778874472	0.5227508092	0.9499318588		1.2552725051	-0.096910013	-0.0737181467	1.2304489214	0.6875289612	0.6020599913	0.7730546934	0.1669889457	1.8512583487	1.8808135923		1436	SCRATCH
Calude-2011-200-129	129	SEA (OCEAN)	2.1430148003	1.9948603603	2.2792790079	1.9113333996	2.4961913657	1.39707055	2.3085644136	2.3696322175	1.442596829	2.42975228	2.3290926472	2.2966651903	2.20685285	1.7338924359	2.4814426285	3.033825694	2.7005238324	1474	SEA
Calude-2011-200-130	130	TO SEE	3.2833012287	3.4535881161	3.0203239848	2.9989854273	3.363741476	2.1635489649	3.4136349972	3.0767269946	2.0391101999	3.27989498	2.6751732064	3.4393326938	2.9769823867	2.6416547535	3.4846414449	3.3062105082	3.8473660509	1409	SEE
Calude-2011-200-131	131	SEED	1.5051499783	1.0705810743	1.3508292736	0.9692961513	1.5190984547		1.7442929831	1.2589032153	0.5575000733	1.3802112417	0.7839035793	0.3010299957	1.3921691495	1.0223825426	2.3706980926	1.2304489214		714	SEED
Calude-2011-200-132	132	TO SEW	0.903089987	1.2502764576	1.1055101848	0.6930897393	0.5426871386	1.4463818122	1.3802112417	0.3419837778	0.0689493568	1.3979400087	0.7387805585	0.4771212547	1.0191162904	1.1973724626	1.9304395948	1.5051499783	1.2671540855	1457	SEW
Calude-2011-200-133	133	SHARP (KNIFE)	1.6434526765	1.1497623203	2.0715506394	0.2439972082	0.5371191844	1.4141373622	2.5699588181	1.2568246098	0.8353622039	1.982271233	0.7730546934	1.4623979979	1.868291688	1.7445884984	2.103803721	1.7558748557	1.6428176995	1396	SHARP
Calude-2011-200-134	134	SHORT	2.2966651903	2.023010243	2.2967529177	2.3060148071	1.9180303368	1.9182925128	2.551449998	1.9439888751	1.5810998938	2.1335389084	1.8645704069	2.6599162001	2.2580862843	2.0588897666	2.4412236742	1.84509804	2.3530687143	1645	SHORT
Calude-2011-200-135	135	TO SING	1.7993405495	2.170089068	2.1362765357	1.7243635177	2.2432034627	1.6804261709	2.3128118262	1.801739002	1.4113720377	2.1613680022	1.3581252853	2.3502480183	2.022675762	1.7235468816	1.9786369484	2.8603380066	3.1746326278	1261	SING
Calude-2011-200-136	136	TO SIT	2.4771212547	2.0689494087	2.8668424085	1.989169627	2.1985349054	2.4891706945	2.0511525224	1.9511647598	1.3412552012	2.869818208	1.5838785985	1.0211892991	2.4789558875	2.1196956812	2.2591158442	3.3730959871	3.2485762577	1416	SIT
Calude-2011-200-137	137	SKIN (OF PERSON)	1.8750612634	1.7115591316	2.1144775399	1.2159684846	1.8507142904	1.7916204827	1.7993405495	1.6314212194	1.0494072491	2.0128372247	2.0247318897	1.7671558661	2.0599418881	1.6798920266	2.2755416884	1.7558748557	3.0434919952	2613	SKIN (HUMAN)
Calude-2011-200-138	138	SKY	1.748188027	1.8158510983	2.4319263739	1.5094047047	2.4218597489	1.7551122664	2.0413926852	1.5741599285	1.2163164646	2.3521825181	2.3222192947	1.728353782	1.7539658659	1.7790350245	2.5312233745	2.6454222693		1732	SKY
Calude-2011-200-139	139	TO SLEEP	1.8325089127	2.1529175614	2.3819990217	1.5258824119	2.2398275982	1.5677319625	2.6693168806	1.5714241249	1.007469082	2.4166405073	1.7029472462	0.7403626895	2.1731862684	1.6747999251	1.9253120915	2.5453071165	3.4309488417	1585	SLEEP
Calude-2011-200-140	140	SMALL	2.7143297597	2.5033499986	2.598067905	2.8089294477	2.6641821613	2.9436923271	2.9971678714	2.4217135833	2.2198899108	2.8750612634	2.6879033453	2.6683859167	2.9608844208	2.6662495835	2.9410142437	2.3521825181	3.6261590632	1246	SMALL
Calude-2011-200-141	141	TO SMELL (PERCEIVE ODOR)	1.3979400087	1.4958706907	0.9995654882	1.0716894969	1.495390141	1.3416323358	1.7160033436	0.9880632435	0.4268842038	1.079181246	1.7201593034	2.0334237555	0.5065050324	2.3034168697	1.2041199827	0.7781512504		1586	SMELL (PERCEIVE)
Calude-2011-200-142	142	SMOKE	1.4623979979	1.2009148428	2.0677402029	1.5822046083	1.2433137037	1.8565476449	1.84509804	1.2320921538	0.858530069	1.9444826722	1.563955465	1.8920946027	1.2132520522	1.3145693943	1.6294095991	1.4313637642	2.5086383062	778	SMOKE (EXHAUST)
Calude-2011-200-143	143	SMOOTH	1.4771212547	0.8109437638	1.4620983811	1.5528283055	1.2293120242		1.3979400087	0.8265067217	0.3242218619	1.5440680444	1.2258259915	1.9542425094	1.6607706435	0.8894884557	1.8075350281	0.903089987		1234	SMOOTH
Calude-2011-200-144	144	SNAKE	1.079181246	0.8576871673	1.5342800052	0.8837326482	1.372912003	1.3213912783	1.6857417386	0.4426539397	0.6252518576	1.4471580313	1.0409976924	1.7708520116	1.4571246263	1.0334237555	1.6702458531	2.42975228	3.1207002068	730	SNAKE
Calude-2011-200-145	145	SNOW	1.4913616938	1.3406773557	2.3286242075	0.994119735	1.3983258767	1.6981875699	0.9294189257	1.2592752476	1.0014231215	2.1875207208	1.6769678143	2.1303337685	1.9818186072	1.6700602175	1.8549130223	1.4913616938	0.9661240899	784	SNOW
Calude-2011-200-146	146	SOME	3.2335037603	3.1885976557	2.8161219355	2.4421042071	3.2650380615	2.8424407306	2.7134905431	2.8335352454	1.9440106202	3.2038484637	2.7660408604	3.0132586653	2.5706363265	2.8466284687	3.4983656988	3.7355190588	3.2567151324	1241	SOME
Calude-2011-200-147	147	TO SPIT	1.0413926852	0.99356589	1.4065401804	0.6651896765	1.0636252095	1.4305587695	1.5502283531	0.237208505	0.2024882652	1.5797835966	0.7466341989	1.361727836	0.5843312244	0.5868372583	0.2041199827	0.84509804	1.7351319608	1440	SPIT
Calude-2011-200-148	148	TO SPLIT	1.5051499783	2.1479489796	1.4626974081	0.7849520171	1.8208579894	1.9130186837	1.7781512504	2.488218445	-0.5508394015	0.7781512504	0.6106601631	1.8692317197	1.884115362	1.8620518309	0.8692317197	1.278753601		1437	SPLIT
Calude-2011-200-149	149	TO SQUEEZE	1.3222192947	1.4030195342	1.4070508148	-0.7048502693	1.942173467	1.8968567727	1.8920946027	0.9243941636	0.7713798933	2.2944662262	1.1222158783	1.9777236053	0.9454685851	0.8901103869	1.748188027	0.3010299957		1414	SQUEEZE
Calude-2011-200-150	150	TO STAB (OR STICK)	1.0413926852	0.2088837725	0.6242820958	0.2651865073	0.6648508212	1.6712654329	2.0253058653	0.1249387366	1.3024531172	0.6989700043	-0.3872161433	0.8750612634	0.9074113608	0.8306599404	-0.3979400087	0.3010299957		1434	STAB
Calude-2011-200-151	151	TO STAND	2.5132176001	0.4462446882	3.0015822889	2.0461720835	-0.330993219	1.9130186837	2.6444385895		0.6710093482	2.9503648544	1.661244609	1.0211892991	3.3036430858	2.9312204864	1.625312451	3.3585059115	3.0211199514	1442	STAND
Calude-2011-200-152	152	STAR	2	1.8655916329	2.1138431189	1.448456351	2.0290228431	1.6326597133	1.8388490907	1.9423167749	1.3034666403	1.9867717343	1.5048784594	2.2504200023	2.1931802736	1.8176388108	2.0507663112	1.7323937598	2.0453053359	1430	STAR
Calude-2011-200-153	153	STICK (OF WOOD)	1.414973348	1.4728424567	1.7596678447	0.1669820239	0.1980458349	1.39707055	0.9294189257	1.412964272	0.2942586386	1.1461280357	1.1687920203	1.0211892991	1.0386201619	1.8290749484	1.8115750059	1		1295	STICK
Calude-2011-200-154	154	STONE	2.0492180227	1.7770854965	2.3116691124	1.4551845178	2.2981735811	2.1838959154	2.2174839442	1.7318751565	1.5173464603	2.2900346114	2.2489780959	2.4393326938	2.0857898903	1.6725083442	2.3439990691	2.2695129442	3.1981667543	857	STONE
Calude-2011-200-155	155	STRAIGHT	1.5051499783	1.2814344396	2.0605467551	0.7082631422	0.3761712639	2.0561040974	0.84509804	0.5129214565	1.2901026788	1.7558748557	2.4207146875	1.9542425094	2.1288837021	2.1375861795	2.5707763688	0.6020599913	0.9081321429	1404	STRAIGHT
Calude-2011-200-156	156	TO SUCK	1.2041199827	1.1265324796	1.1014033506	0.6753609724	0.804669383		1.7817553747	0.45331834	0.3612054282	1.531478917	0.3891660844	1.6720978579	0.8305886687	0.4872955293	1.357934847	1.2041199827		1421	SUCK
Calude-2011-200-157	157	SUN	2.0606978404	2.0634658197	2.388438697	1.7667673663	2.3754400599	1.7985815947	2.2479732664	1.7753434065	1.5858811657	2.3424226808	2.3502867929	2.4983105538	2.2424668862	1.7486530934	2.3404441148	3.8793826372	2.7487758415	1343	SUN
Calude-2011-200-158	158	TO SWELL	1	0.7115591316	0.2174839442	0.8633514547	0.6950923493	1.4763968267	0.9294189257	-0.0446864802	0.0859826961	1.5185139399	0.559906625	1.5185139399	-0.1674910873	0.1419720759	1.414973348	1.8808135923	1.7620041072	1573	SWELL
Calude-2011-200-159	159	TO SWIM	1.3979400087	1.1452146926	1.6208644753	0.7849520171	1.2041199827		1.6720978579	0.6714814001	0.7044331036	1.785329835	0.7411515989	1.748188027	1.4184670209	1.4605637701	1.0492180227	0.6989700043	2.1836080341	1439	SWIM
Calude-2011-200-160	160	TAIL	1.5051499783	1.5584261944	1.9762123771	1.3583579507	1.2498774732	1.3794868137	1.6232492904	1.3614340109	2.4538401534	1.748188027	1.4966529393	0.903089987	1.3714373174	1.039017322	1.4082399653	1.361727836	2.3278519259	1220	TAIL
Calude-2011-200-161	161	THAT	3.584783379	2.604130719	4.0533500808	2.8908296253	4.5167938318	3.1889790782	3.2723058444	2.4373241603	2.2907286138	2.6954816765	2.7356228491	3.2262131207	0.9385197252	0.7843795185	3.9010658078	3.9469923407	4.3971459136	78	THAT
Calude-2011-200-162	162	THERE	2.8727388275	2.6988422519	3.125253486	2.7073114987	3.0291040796	1.4905203094	3.1401936786	2.0399602243	2.5525081278	2.9845273133	3.0758716485	2.2844307338	3.0478353881	2.7749044544	3.0741579197	3.1571544399	2.9579037596	1937	THERE
Calude-2011-200-163	163	THEY	3.7839750034	2.9339039344	3.7523803833	2.4386502802	2.7225242384	3.1995110922	2.7667845155		2.8570894342	3.6825962915	3.3161486423	2.1430148003	4.0820022167	3.4107221349		4.0006509536	4.4837158206	817	THEY
Calude-2011-200-164	164	THICK	1.7075701761	1.5584261944	2.2124007028	0.802062422	1.2986105215	1.5789828427	1.638489257	1.2177178446	0.9952918035	2.0606978404	1.3981136917	1.7708520116	1.8213169706	0.9093182551	1.8715729355	1.3802112417	2.9068895255	1244	THICK
Calude-2011-200-165	165	THIN	1.748188027	1.0813049397	2.1384605947	2.3708323819	1.8058782758	1.5902844037	1.7363965023	1.3443049256	0.928687923	1.531478917	1.5802405083	1.9800033716	1.6946929263	1.1317611962	1.3909351071		1.2934830243	2308	THIN
Calude-2011-200-166	166	TO THINK	3.1818435879	2.8512583487	2.9682867713	2.1457128876	2.6569495514	1.7395723445	2.7860412102	2.5988974567	1.7799124758	3.0842186867	2.0674056584	3.1580607939	2.4085621737	2.7530005453	2.7753919717	3.4000196351	3.3754230523	2271	THINK
Calude-2011-200-167	167	THIS	3.6649238934	3.7468287317	3.5388174534	3.4790880913	3.1187495774	3.6164177442	4.2973117636	3.7594010598	2.9574658179	4.2657844678	1.8390378734	3.9124346334	3.5286107876	3.7404505923	3.9532279716	4.0142684572	4.4177378475	1214	THIS
Calude-2011-200-168	168	THOU	3.8422346863	2.8397737121	3.6653942887	2.3597818717	2.6674944605	3.4616050614	2.82445127	2.2951319768	2.4333127114	3.7108786177	1.8390378734	2.42975228	3.3201026467	2.772745361	3.2995072987	3.5471591213	3.7987926403	1215	THOU
Calude-2011-200-169	169	THREE	2.903089987	2.8659396253	2.8255689116	2.8357087499	2.8507279002	3.0086597767	3.0599418881		2.6125207808	2.9708116109	2.753069568	2.8744818177	2.8990485886	2.7070418891	3.1006462001	2.9459607036	2.754115595	492	THREE
Calude-2011-200-170	170	TO THROW	2.0606978404	1.9463655593	1.8877297973	2.062645434	2.0067987075	1.4305587695	2.5670263662	1.6249463825	1.5361133228	2.411619706	1.5830853663	1.2671717284	1.480725379	1.626500047	2.6165805301	1.3979400087	2.8096683018	1456	THROW
Calude-2011-200-171	171	TO TIE	1.6232492904	1.3435823463	1.0484418036	1.5675066664	1.0262153828	2.0855759697	2.8000293592	0.8839767125	0.8441956166	2.4517864355	0.8721562727	2.2624510897	1.56431091	1.9711211579	2.681964459	1.7634279936		1917	TIE
Calude-2011-200-172	172	TONGUE	1.4471580313	2.0662162689	2.462383022	2.383030782	2.3451340236		1.6812412374	1.4681503268	1.7064390863	2.8082109729	2.0174924465	1.8808135923	2.2864340134	2.1543901561	1.5705429399	1.3424226808	1.3640640986	1205	TONGUE
Calude-2011-200-173	173	TOOTH (FRONT)	1.7323937598	1.4154643537	2.3032392687	1.2068606391	1.9084850189	1.5554572172	1.785329835	1.1830482891	0.3612054282	2.1702617154	0.9454685851	2.1335389084	1.97799781	1.524352842	1.8762178406	1.361727836	2.084223402	1380	TOOTH
Calude-2011-200-174	174	TREE	2.1673173347	1.8321330628	2.3311032264	1.2920160381	2.066864059	1.8800128384	2.3873898263	1.5546910166	1.3585383094	2.4329692909	1.8048887446	2.4969296481	2.2656902557	1.8798728727	2.228913406	2.6106601631	3.5319719086	906	TREE
Calude-2011-200-175	175	TO TURN (VEER)	2.6674529529	0.9456423377	1.0923696996	2.1174297975	2.073025533	1.3794868137	2.509874285	-0.0826695739	1.1227957837	2.374748346	1.6606757883	2.9740509028	2.137417415	0.8692317197	1.3424226808	2.9912260757	3.1114759064	1444	TURN AROUND
Calude-2011-200-176	176	TWO	3.193958978	3.1501240817	3.1356318825	3.2512711502	3.1868747525	2.8121242286	3.2995072987		2.8531100081	3.2296818423	3.170557991	3.1465931021	3.1744407028	3.0247637971	3.4778733802	3.1869563355	4.250159831	1498	TWO
Calude-2011-200-177	177	TO VOMIT	0.6020599913	0.9804044439	1.5670263662	0.2162258426	0.8769871844	1.4305587695	1.3424226808	0.2355284469	-0.0502370509	1.0413926852	0.7730546934	1.5051499783	0.8382192219	2.0502508281	2.6178387477	0.7781512504	0.8411853533	1278	VOMIT
Calude-2011-200-178	178	TO WALK	2.3324384599	2.3666975665	2.5479715081	1.4082354353	2.7489112486	2.9558560489	2.5230958383	1.5415792439	1.1023731123	2.123851641	1.6746774679	1.8260748027	3.2008176786	2.9279153133	3.1572149224		3.3134541052	1443	WALK
