ID	NUMBER	ENGLISH	ENGLISH_FREQUENCY	SPANISH_FREQUENCY	RUSSIAN_FREQUENCY	GREEK_FREQUENCY	PORTUGUESE_FREQUENCY	CHINESE_FREQUENCY	SWAHILI_FREQUENCY	CHILEAN_FREQUENCY	FINNISH_FREQUENCY	ESTONIAN_FREQUENCY	FRENCH_FREQUENCY	TURKISH_FREQUENCY	CZECH_FREQUENCY	POLISH_FREQUENCY	BASQUE_FREQUENCY	MAORI_FREQUENCY	TOK_PISIN_FREQUENCY	CONCEPTICON_ID	CONCEPTICON_GLOSS
Calude-2011-200-179	179	WARM (WEATHER)	1.84509804	1.5099137681	2.1569124257	1.2771753749	1.0038433391	1.4763968267	1.8692317197	1.1997551773	1.3802793091	2.3344537512	1.7835462823	1.7323937598	1.8923729074	1.8365350919	1.4014005408	1.6434526765		2110	WARM (OF WEATHER)
Calude-2011-200-180	180	TO WASH	1.69019608	1.5824644353	1.3186892699	0.9322291863	1.6327946083	2.1390916075	1.9708116109	1.1452309466	0.7981141465	2.0569048513	1.2412973871	2.1139433523	1.007747778	1.3419398631	2.2415464806	1.5440680444	2.3552901742	1453	WASH
Calude-2011-200-181	181	WATER	2.5705429399	2.3831286507	2.777238273	2.1950452294	2.6524397476	2.6731499776	2.948901761	2.4716111195	1.8108884346	2.7497363156	2.524889211	2.3521825181	2.8108572911	2.3598691963	2.8249064713	3.116607744	3.579701662	948	WATER
Calude-2011-200-182	182	WE	3.6234560481	3.0402299148	3.6749869118	2.5761371776	2.6002708783	3.2934531614	2.5508396051		2.598277029	3.4771212547	3.4827521356	2.760045328	0.4969296481	2.9202149546	3.5371135806	4.1200142521	3.2306467756	1212	WE
Calude-2011-200-183	183	WET	1.5682017241	1.0125891273	2.0352295564	1.6123088972	1.1968207439	1.6804261709	0.9542425094	0.709269961	0.7573691788	1.9242792861	1.1041455506	1.6989700043	1.525044807	1.1779531201	1.531478917	0.9542425094	2.7295520834	1726	WET
Calude-2011-200-184	184	WHAT	3.3967222785	3.5888646454	4.1017522277	3.1178003963	4.5168096867	3.0318284158	2.7958800173	4.4930236788	2.7124020333	3.9153998352	2.5632318285	3.2324878664	3.5174453146	3.3472376163	3.337858429	3.2964457942	3.3134541052	1236	WHAT
Calude-2011-200-185	185	WHEN	2.6344772702	3.2786863675	3.3556813461	2.0956658086	3.2603205453	1.39707055	2.0211892991	3.0869250739	3.4746166655	2.1643528558	2.9906983977		2.898094119	2.7813947087	2.261024834	1.5682017241	3.3141854461	1238	WHEN
Calude-2011-200-186	186	WHERE	2.7979596437	2.9468710988	3.166243567	2.9638758386	3.0563372734	1.706803097	2.5403294748	2.9839688973	2.4511105396	3.171141151	3.213748788	1.8095597146	3.0436883677	2.7125187576	1.6414741105	2.1172712957	3.102844657	1237	WHERE
Calude-2011-200-187	187	WHITE	2.3159703455	2.0849965968	2.682163134	1.9358885256	2.4626641505	1.7916204827	2.2027606874	2.1244100233	1.502239042	2.6414741105	2.1459729028	2.0293837777	2.4891988543	2.1502309446	2.496376054	3.6233526815	2.1122521256	1335	WHITE
Calude-2011-200-188	188	WHO	3.3128118262	2.6554774184	3.3333303721	2.796618548	3.0749139144	2.6012666798	2.5390760988	2.0769962438	2.2521622401	3.6403820447	3.8471603773	2.3404441148	2.8811449011	2.883357291	3.1683796129	3.116607744	2.8575221496	1235	WHO
Calude-2011-200-189	189	WIDE	2.2174839442	1.2780807976	2.2574865791	0.7231816218	2.2608131379	1.8121108412	1.6946051989	1.5827449657	1.036497333	2.1789769473	1.9899390133	2.5092025223	2.2591875829	1.8234887199	2.5247854493	2.6693168806	1.0172766123	1243	WIDE
Calude-2011-200-190	190	WIFE	2.278753601	1.7958800173	2.6486526951	1.7666987997	2.9233476565	2.3109693043	2.7367947549	1.8553845325	1.7104234673	3.2216749971	2.5956505123	2.414973348	2.888662399	2.0976891136	2.3613500244	2.8075350281	4.1111261547	1199	WIFE
Calude-2011-200-191	191	WIND (BREEZE)	1.9294189257	1.6793744483	2.3102258492	1.496196808	2.1535777578	1.9992175655	1.9978230807	1.6649134553	1.6324304422	2.434568904	2.1445742076	0.84509804	2.0728011494	1.7226522005	2.2657609167	2.4756711883	2.5086383062	960	WIND
Calude-2011-200-192	192	WING	1.7242758696	1.3796786917	1.8734949823	0.0815272687	1.8814480621		1.469822016	1.2354723329	0.4905532837	1.785329835	1.212453961	1.361727836	1.8381561848	1.4871069379	1.9628426812	0.903089987		1257	WING
Calude-2011-200-193	193	WIPE	1.3802112417	1.4813583077	1.4683473304	0.6933470973	1.7550274515	1.7700415543	1.361727836	1.2695648282	0.4905532837	1.8633228601	0.7752462597	0.6020599913	0.8579352647	0.5205563094	2.2415464806	0.9542425094		1454	WIPE
Calude-2011-200-194	194	WITH (ACCOMPANYING)	3.8178957572	3.8963478725	4.0465318417	4.138149425	3.9369279565	3.8623520498	4.0390967104	3.9558614975	3.0764581645	2.8488047011	3.4745163773	3.3977662561	3.9655370558	3.9311556919		3.7446840633	3.6823361788	1340	WITH
Calude-2011-200-195	195	WOMAN	2.8000293592	2.7720411199	2.7513791958	2.4837417402	2.9233476565	1.9948448496	2.9788649843	2.6373829774	2.3516167771	2.1789769473	2.5956505123	3.2782962081	2.888662399	2.4488677121	2.7557224449	2.8075350281	4.1111261547	962	WOMAN
Calude-2011-200-196	196	WOODS	1.8260748027	1.6387827984	2.5042669205	1.8288684424	1.9434945159	1.3794868137	1.7075701761	1.7454218108	1.2827326562	2.4232458739	2.5956505123	1.2900346114	2.237418056	1.9777337641	2.4085791254	2.3031960574	3.5319719086	420	FOREST
Calude-2011-200-197	197	WORM	1.079181246	0.7695510786	1.1464381353	0.4551079315	0.8239087409	1.3213912783	0.6532125138	0.6195570728	0.5098584389	1.361727836	0.6138418219	1.3424226808	1.1102529174	0.8060291511	1.4742162641	0	1.8955430156	1219	WORM
Calude-2011-200-198	198	YE	3.8441042307	3.1901668492	3.5906880553	2.3597818717	2.5735420088	3.4616050614	2.1271047984	1.046711889	1.9791467268	3.1763806922	1.8390378734	2.42975228	3.3201026467	2.2800925144	3.2321826342	3.5471591213	3.1301049589	1213	YOU
Calude-2011-200-199	199	YEAR	3.2145789536	3.2977926846	3.3094747303	2.0457440289	3.212027712	3.0538195704	3.4615735539	3.4227433677	2.2566956266	3.5233562067	2.3858564124	1.7323937598	3.5678048089	3.3869711514	3.3723964324	3.4858633296	2.0758713276	1226	YEAR
Calude-2011-200-200	200	YELLOW	1.6127838567	1.6052416501	2.1816721221	1.6130061858	1.753838301	1.6981875699	0.6532125138	1.2042406033	1.0494072491	1.9637878273	1.7876729647	2.1958996524	1.8592584175	1.8862023532	3.9010658078	1.1760912591	1.6193366037	1424	YELLOW
