ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Swadesh-1950-215-65	1297	LEG	65	leg
Swadesh-1950-215-66	1224	LIVER	66	liver
Swadesh-1950-215-67	1203	LONG	67	long
Swadesh-1950-215-68	1392	LOUSE	68	louse
Swadesh-1950-215-69	1554	MAN	69	man
Swadesh-1950-215-70	634	MEAT	70	meat
Swadesh-1950-215-71	1216	MOTHER	71	mother
Swadesh-1950-215-72	639	MOUNTAIN	72	mountain
Swadesh-1950-215-73	674	MOUTH	73	mouth
Swadesh-1950-215-74	1405	NAME	74	name
Swadesh-1950-215-75	1942	NEAR	75	near
Swadesh-1950-215-76	1333	NECK	76	neck
Swadesh-1950-215-77	1233	NIGHT	77	night
Swadesh-1950-215-78	1221	NOSE	78	nose
Swadesh-1950-215-79	683	PERSON	79	person
Swadesh-1950-215-80	2108	RAINING OR RAIN	80	rain
Swadesh-1950-215-81	156	RED	81	red
Swadesh-1950-215-82	1019	RIGHT	82	right hand
Swadesh-1950-215-83	667	ROAD	83	road (trail)
Swadesh-1950-215-84	670	ROOT	84	root
Swadesh-1950-215-85	1218	ROPE	85	rope
Swadesh-1950-215-86	1274	SALT	86	salt
Swadesh-1950-215-87	671	SAND	87	sand
Swadesh-1950-215-88	1645	SHORT	88	short
Swadesh-1950-215-89	1261	SING	89	sing
Swadesh-1950-215-90	1758	OLDER SISTER	90	sister (elder)
Swadesh-1950-215-91	763	SKIN	91	skin
Swadesh-1950-215-92	1732	SKY	92	sky
Swadesh-1950-215-93	1246	SMALL	93	small
Swadesh-1950-215-94	778	SMOKE (EXHAUST)	94	smoke
Swadesh-1950-215-95	730	SNAKE	95	snake
Swadesh-1950-215-96	784	SNOW	96	snow
Swadesh-1950-215-97	1623	SPEAK	97	speak
Swadesh-1950-215-98	945	SPEAR	98	spear (war)
Swadesh-1950-215-99	1430	STAR	99	star
Swadesh-1950-215-100	857	STONE	100	stone
Swadesh-1950-215-101	1343	SUN	101	sun
Swadesh-1950-215-102	1439	SWIM	102	swim
Swadesh-1950-215-103	1220	TAIL	103	tail
Swadesh-1950-215-104	78	THAT	104	that
Swadesh-1950-215-105	1937	THERE	105	there
Swadesh-1950-215-106	1214	THIS	106	this
Swadesh-1950-215-107	1205	TONGUE	107	tongue
Swadesh-1950-215-108	1380	TOOTH	108	tooth
Swadesh-1950-215-109	906	TREE	109	tree
Swadesh-1950-215-110	1232	WARM	110	warm
Swadesh-1950-215-111	948	WATER	111	water
Swadesh-1950-215-112	1236	WHAT	112	what
Swadesh-1950-215-113	1237	WHERE	113	where
Swadesh-1950-215-114	1335	WHITE	114	white
Swadesh-1950-215-115	1235	WHO	115	who
Swadesh-1950-215-116	1199	WIFE	116	wife
Swadesh-1950-215-117	960	WIND	117	wind
Swadesh-1950-215-118	962	WOMAN	118	woman
Swadesh-1950-215-119	1226	YEAR	119	year
Swadesh-1950-215-120	1424	YELLOW	120	yellow
Swadesh-1950-215-121	817	THEY	121	they
Swadesh-1950-215-122	1710	TWENTY	122	twenty
Swadesh-1950-215-123	1577	AND	123	and
Swadesh-1950-215-124	1461	AT	124	at
Swadesh-1950-215-125	1157	BECAUSE	125	because
Swadesh-1950-215-126	904	BERRY	126	berry
Swadesh-1950-215-127	937	BIRD	127	bird
Swadesh-1950-215-128	1403	BITE	128	bite
Swadesh-1950-215-129	175	BLOW (OF WIND)	129	blow (wind)
Swadesh-1950-215-130	1407	BREATHE	130	breathe
Swadesh-1950-215-131	1428	BURNING	131	burn
Swadesh-1950-215-132	1895	CLOTHES	132	clothing
Swadesh-1950-215-133	1100	COOK (SOMETHING)	133	cook
Swadesh-1950-215-134	1420	COUNT	134	count
Swadesh-1950-215-135	1432	CUT	135	cut
Swadesh-1950-215-136	1494	DIE	136	die
Swadesh-1950-215-137	1418	DIG	137	dig
Swadesh-1950-215-138	1230	DIRTY	138	dirty
Swadesh-1950-215-139	1401	DRINK	139	drink
Swadesh-1950-215-140	1398	DRY	140	dry
Swadesh-1950-215-141	1518	STUPID	141	dull
Swadesh-1950-215-142	1280	FALL	142	fall
Swadesh-1950-215-143	1282	FAT (SUBSTANCE)	143	fat
Swadesh-1950-215-144	1419	FEAR (BE AFRAID)	144	fear
Swadesh-1950-215-145	1201	FEATHER	145	feather
Swadesh-1950-215-146	1242	FEW	146	few
Swadesh-1950-215-147	1423	FIGHT	147	fight
Swadesh-1950-215-148	227	FISH	148	fish
Swadesh-1950-215-149	1574	FLOAT	149	float
Swadesh-1950-215-150	2003	FLOW	150	flow
Swadesh-1950-215-151	1441	FLY (MOVE THROUGH AIR)	151	fly
Swadesh-1950-215-152	1431	FREEZE	152	freeze
Swadesh-1950-215-153	1447	GIVE	153	give
Swadesh-1950-215-154	1334	GUTS	154	guts
Swadesh-1950-215-155	1408	HEAR	155	hear
Swadesh-1950-215-156	1448	HOLD	156	hold
Swadesh-1950-215-157	1239	HOW	157	how
Swadesh-1950-215-158	1459	IF	158	if
Swadesh-1950-215-159	1460	IN	159	in
Swadesh-1950-215-160	1417	KILL	160	kill
Swadesh-1950-215-161	1410	KNOW (SOMETHING)	161	know
Swadesh-1950-215-162	1411	LIE (REST)	162	lie
Swadesh-1950-215-163	1422	BE ALIVE	163	live
Swadesh-1950-215-164	1198	MANY	164	many
Swadesh-1950-215-165	1267	NARROW	165	narrow
Swadesh-1950-215-166	1231	NEW	166	new
Swadesh-1950-215-167	1240	NOT	167	not
Swadesh-1950-215-168	1229	OLD	168	old
Swadesh-1950-215-169	197	OTHER	169	other
Swadesh-1950-215-170	1413	PLAY	170	play
Swadesh-1950-215-171	1278	VOMIT	171	puke
Swadesh-1950-215-172	1455	PULL	172	pull
Swadesh-1950-215-173	1452	PUSH	173	push
Swadesh-1950-215-174	1725	CORRECT, RIGHT	174	right (correct)
Swadesh-1950-215-175	666	RIVER	175	river
Swadesh-1950-215-176	1728	ROTTEN	176	rotten
Swadesh-1950-215-177	1449	RUB	177	rub
Swadesh-1950-215-178	1436	SCRATCH	178	scratch
Swadesh-1950-215-179	1474	SEA	179	sea
Swadesh-1950-215-180	1409	SEE	180	see
Swadesh-1950-215-181	714	SEED	181	seed
Swadesh-1950-215-182	1457	SEW	182	sew
Swadesh-1950-215-183	1396	SHARP	183	sharp
Swadesh-1950-215-184	1172	SHOOT	184	shoot
Swadesh-1950-215-185	1416	SIT	185	sit
Swadesh-1950-215-186	1585	SLEEP	186	sleep
Swadesh-1950-215-187	1586	SMELL (PERCEIVE)	187	smell
Swadesh-1950-215-188	1234	SMOOTH	188	smooth
Swadesh-1950-215-189	1241	SOME	189	some
Swadesh-1950-215-190	1440	SPIT	190	spit
Swadesh-1950-215-191	1437	SPLIT	191	split
Swadesh-1950-215-192	1414	SQUEEZE	192	squeeze
Swadesh-1950-215-193	1434	STAB	193	stab
Swadesh-1950-215-194	1442	STAND	194	stand
Swadesh-1950-215-195	1295	STICK	195	stick
Swadesh-1950-215-196	1404	STRAIGHT	196	straight
Swadesh-1950-215-197	1421	SUCK	197	suck
Swadesh-1950-215-198	1573	SWELL	198	swell
Swadesh-1950-215-199	1244	THICK	199	thick
Swadesh-1950-215-200	1400	THIN	200	thin
Swadesh-1950-215-201	1415	THINK (REFLECT)	201	think
Swadesh-1950-215-202	1456	THROW	202	throw
Swadesh-1950-215-203	1917	TIE	203	tie
Swadesh-1950-215-204	1588	TURN	204	turn
Swadesh-1950-215-205	1443	WALK	205	walk
Swadesh-1950-215-206	1453	WASH	206	wash
Swadesh-1950-215-207	1726	WET	207	wet
Swadesh-1950-215-208	1238	WHEN	208	when
Swadesh-1950-215-209	1243	WIDE	209	wide
Swadesh-1950-215-210	1257	WING	210	wing
Swadesh-1950-215-211	1454	WIPE	211	wipe
Swadesh-1950-215-212	1340	WITH	212	with
Swadesh-1950-215-213	420	FOREST	213	woods
Swadesh-1950-215-214	1086	WORK, ACTIVITY	214	work
Swadesh-1950-215-215	1219	WORM	215	worm
