ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Gregersen-1976-217-38	1398	DRY	38	*dry
Gregersen-1976-217-39	379	BLUNT	39	dull
Gregersen-1976-217-40	2	DUST	40	dust
Gregersen-1976-217-41	1247	EAR	41	*ear
Gregersen-1976-217-42	1228	EARTH (SOIL)	42	*earth
Gregersen-1976-217-43	1336	EAT	43	*eat
Gregersen-1976-217-44	744	EGG	44	*egg
Gregersen-1976-217-45	1248	EYE	45	*eye
Gregersen-1976-217-46	1280	FALL	46	fall
Gregersen-1976-217-47	1406	FAR	47	far
Gregersen-1976-217-48	323	FAT (ORGANIC SUBSTANCE)	48	*fat-grease
Gregersen-1976-217-49	1217	FATHER	49	father
Gregersen-1976-217-50	1419	FEAR (BE AFRAID)	50	fear
Gregersen-1976-217-51	1201	FEATHER	51	*feather
Gregersen-1976-217-52	1242	FEW	52	few
Gregersen-1976-217-53	1423	FIGHT	53	fight
Gregersen-1976-217-54	221	FIRE	54	*fire
Gregersen-1976-217-55	227	FISH	55	*fish
Gregersen-1976-217-56	493	FIVE	56	five
Gregersen-1976-217-57	1574	FLOAT	57	float
Gregersen-1976-217-58	2003	FLOW	58	flow
Gregersen-1976-217-59	239	FLOWER	59	flower
Gregersen-1976-217-60	1441	FLY (MOVE THROUGH AIR)	60	*fly vb
Gregersen-1976-217-61	249	FOG	61	fog
Gregersen-1976-217-62	1301	FOOT	62	*foot
Gregersen-1976-217-63	1500	FOUR	63	four
Gregersen-1976-217-64	1431	FREEZE	64	freeze
Gregersen-1976-217-65	1507	FRUIT	65	fruit
Gregersen-1976-217-66	1429	FULL	66	**full
Gregersen-1976-217-67	580	FUR	67	—fur
Gregersen-1976-217-68	1447	GIVE	68	*give
Gregersen-1976-217-69	1035	GOOD	69	*good
Gregersen-1976-217-70	606	GRASS	70	grass
Gregersen-1976-217-71	1425	GREEN	71	*green
Gregersen-1976-217-72	1334	GUTS	72	guts
Gregersen-1976-217-73	1040	HAIR	73	*hair
Gregersen-1976-217-74	1277	HAND	74	*hand
Gregersen-1976-217-75	1211	HE	75	he
Gregersen-1976-217-76	1256	HEAD	76	*head
Gregersen-1976-217-77	1408	HEAR	77	*hear
Gregersen-1976-217-78	1223	HEART	78	*heart
Gregersen-1976-217-79	1210	HEAVY	79	heavy
Gregersen-1976-217-80	136	HERE	80	here
Gregersen-1976-217-81	1433	HIT	81	hit
Gregersen-1976-217-82	2104	HOLD OR TAKE	82	hold-take
Gregersen-1976-217-83	1393	HORN (ANATOMY)	83	**horn
Gregersen-1976-217-84	1239	HOW	84	how
Gregersen-1976-217-85	1435	HUNT	85	hunt
Gregersen-1976-217-86	1200	HUSBAND	86	husband
Gregersen-1976-217-87	1209	I	87	*I
Gregersen-1976-217-88	617	ICE	88	ice
Gregersen-1976-217-89	1459	IF	89	if
Gregersen-1976-217-90	1460	IN	90	in
Gregersen-1976-217-91	1417	KILL	91	*kill
Gregersen-1976-217-92	1371	KNEE	92	**knee
Gregersen-1976-217-93	3626	KNOW	93	*know
Gregersen-1976-217-94	624	LAKE	94	lake
Gregersen-1976-217-95	1355	LAUGH	95	laugh
Gregersen-1976-217-96	628	LEAF	96	*leaf
Gregersen-1976-217-97	244	LEFT	97	leftside
Gregersen-1976-217-98	1297	LEG	98	leg
Gregersen-1976-217-99	215	LIE DOWN	99	*lie (down)
Gregersen-1976-217-100	478	LIP	100	—lip
Gregersen-1976-217-101	1422	BE ALIVE	101	live
Gregersen-1976-217-102	1224	LIVER	102	*liver
Gregersen-1976-217-103	1203	LONG	103	*long
Gregersen-1976-217-104	1392	LOUSE	104	*louse
Gregersen-1976-217-105	2106	MALE PERSON	105	*man-male
Gregersen-1976-217-106	1198	MANY	106	*many
Gregersen-1976-217-107	2615	FLESH OR MEAT	107	*meat-flesh
Gregersen-1976-217-108	635	MILK	108	—milk
Gregersen-1976-217-109	1313	MOON	109	**moon
Gregersen-1976-217-110	1216	MOTHER	110	mother
Gregersen-1976-217-111	639	MOUNTAIN	111	*mountain
Gregersen-1976-217-112	674	MOUTH	112	*mouth
Gregersen-1976-217-113	1405	NAME	113	*name
Gregersen-1976-217-114	1267	NARROW	114	narrow
Gregersen-1976-217-115	1838	NAVEL	115	—navel
Gregersen-1976-217-116	1942	NEAR	116	near
Gregersen-1976-217-117	1333	NECK	117	*neck
Gregersen-1976-217-118	1231	NEW	118	*new
Gregersen-1976-217-119	1233	NIGHT	119	*night
Gregersen-1976-217-120	1221	NOSE	120	*nose
Gregersen-1976-217-121	1240	NOT	121	*not
Gregersen-1976-217-122	1229	OLD	122	old
Gregersen-1976-217-123	1493	ONE	123	*one
Gregersen-1976-217-124	197	OTHER	124	other
Gregersen-1976-217-125	683	PERSON	125	*person
Gregersen-1976-217-126	1413	PLAY	126	play
Gregersen-1976-217-127	1455	PULL	127	pull
Gregersen-1976-217-128	1452	PUSH	128	push
Gregersen-1976-217-129	2108	RAINING OR RAIN	129	*rain
Gregersen-1976-217-130	156	RED	130	red
Gregersen-1976-217-131	1725	CORRECT (RIGHT)	131	right-correct
Gregersen-1976-217-132	1019	RIGHT	132	rightside
Gregersen-1976-217-133	178	RIPE	133	—ripe
Gregersen-1976-217-134	666	RIVER	134	river
Gregersen-1976-217-135	667	ROAD	135	*road-path
Gregersen-1976-217-136	670	ROOT	136	*root
Gregersen-1976-217-137	1218	ROPE	137	rope
Gregersen-1976-217-138	1728	ROTTEN	138	rotten
Gregersen-1976-217-139	1395	ROUND	139	**round
Gregersen-1976-217-140	1449	RUB	140	rub
Gregersen-1976-217-141	1274	SALT	141	salt
Gregersen-1976-217-142	671	SAND	142	*sand
Gregersen-1976-217-143	1458	SAY	143	*say
Gregersen-1976-217-144	1436	SCRATCH	144	scratch
Gregersen-1976-217-145	1474	SEA	145	sea
Gregersen-1976-217-146	1409	SEE	146	*see
Gregersen-1976-217-147	714	SEED	147	*seed
Gregersen-1976-217-148	1457	SEW	148	sew
Gregersen-1976-217-149	1396	SHARP	149	sharp
Gregersen-1976-217-150	1645	SHORT	150	short
Gregersen-1976-217-151	1261	SING	151	sing
Gregersen-1976-217-152	1416	SIT	152	*sit
Gregersen-1976-217-153	763	SKIN	153	*skin
Gregersen-1976-217-154	1732	SKY	154	sky
Gregersen-1976-217-155	1585	SLEEP	155	*sleep vb
Gregersen-1976-217-156	1246	SMALL	156	*small
Gregersen-1976-217-157	2124	SMELL	157	smell
Gregersen-1976-217-158	778	SMOKE (EXHAUST)	158	*smoke
Gregersen-1976-217-159	1234	SMOOTH	159	smooth
Gregersen-1976-217-160	730	SNAKE	160	snake
Gregersen-1976-217-161	784	SNOW	161	snow
Gregersen-1976-217-162	1241	SOME	162	some
Gregersen-1976-217-163	1503	SALIVA	163	spit-saliva
Gregersen-1976-217-164	1437	SPLIT	164	split
Gregersen-1976-217-165	1414	SQUEEZE	165	squeeze
Gregersen-1976-217-166	1434	STAB	166	stab-pierce
Gregersen-1976-217-167	1442	STAND	167	*stand
Gregersen-1976-217-168	1430	STAR	168	*star
Gregersen-1976-217-169	1295	STICK	169	stick
Gregersen-1976-217-170	857	STONE	170	*stone
Gregersen-1976-217-171	1404	STRAIGHT	171	straight
Gregersen-1976-217-172	1421	SUCK	172	suck
Gregersen-1976-217-173	1343	SUN	173	*sun
Gregersen-1976-217-174	1573	SWELL	174	swell vb
Gregersen-1976-217-175	1439	SWIM	175	*swim
Gregersen-1976-217-176	1220	TAIL	176	*tail
Gregersen-1976-217-177	78	THAT	177	that
Gregersen-1976-217-178	1937	THERE	178	there
Gregersen-1976-217-179	817	THEY	179	they
Gregersen-1976-217-180	1244	THICK	180	thick
Gregersen-1976-217-181	2308	THIN	181	thin
Gregersen-1976-217-182	2271	THINK	182	think
Gregersen-1976-217-183	1214	THIS	183	*this
Gregersen-1976-217-184	1215	THOU	184	*thou
Gregersen-1976-217-185	492	THREE	185	three
Gregersen-1976-217-186	1456	THROW	186	throw
Gregersen-1976-217-187	1917	TIE	187	tie
Gregersen-1976-217-188	1205	TONGUE	188	*tongue
Gregersen-1976-217-189	1380	TOOTH	189	*tooth
Gregersen-1976-217-190	906	TREE	190	*tree
Gregersen-1976-217-191	1588	TURN	191	turn
Gregersen-1976-217-192	1498	TWO	192	*two
Gregersen-1976-217-193	1591	UP	193	—up
Gregersen-1976-217-194	1278	VOMIT	194	vomit
Gregersen-1976-217-195	1443	WALK	195	*walk
Gregersen-1976-217-196	2272	HOT OR WARM	196	*warm-hot
Gregersen-1976-217-197	1453	WASH	197	wash
Gregersen-1976-217-198	948	WATER	198	*water
Gregersen-1976-217-199	1212	WE	199	*we
Gregersen-1976-217-200	1726	WET	200	wet
Gregersen-1976-217-201	1236	WHAT	201	*what?
Gregersen-1976-217-202	1238	WHEN	202	when?
Gregersen-1976-217-203	1237	WHERE	203	where?
Gregersen-1976-217-204	1335	WHITE	204	*white
Gregersen-1976-217-205	1235	WHO	205	*who?
Gregersen-1976-217-206	1243	WIDE	206	wide
Gregersen-1976-217-207	1199	WIFE	207	wife
Gregersen-1976-217-208	960	WIND	208	wind n
Gregersen-1976-217-209	1257	WING	209	wing
Gregersen-1976-217-210	1454	WIPE	210	wipe
Gregersen-1976-217-211	1340	WITH	211	with
Gregersen-1976-217-212	962	WOMAN	212	*woman
Gregersen-1976-217-213	420	FOREST	213	woods
Gregersen-1976-217-214	1219	WORM	214	worm
Gregersen-1976-217-215	1213	YOU	215	ye
Gregersen-1976-217-216	1226	YEAR	216	year
Gregersen-1976-217-217	1424	YELLOW	217	*yellow
