ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Hale-1961-100-1	1256	HEAD	1	head
Hale-1961-100-2	123	FOREHEAD	2	forehead
Hale-1961-100-3	1347	NAPE (OF NECK)	3	nape
Hale-1961-100-4	1248	EYE	4	eye
Hale-1961-100-5	1221	NOSE	5	nose
Hale-1961-100-6	1247	EAR	6	ear
Hale-1961-100-7	674	MOUTH	7	mouth
Hale-1961-100-8	1380	TOOTH	8	tooth
Hale-1961-100-9	1394	BONE	9	bone
Hale-1961-100-10	1205	TONGUE	10	tongue
Hale-1961-100-11	1482	SHOULDER	11	shoulder
Hale-1961-100-12	1886	ARMPIT	12	armpit
Hale-1961-100-13	1224	LIVER	13	liver
Hale-1961-100-14	1251	BELLY	14	belly
Hale-1961-100-15	431	UPPER ARM	15	upper arm
Hale-1961-100-16	981	ELBOW	16	elbow
Hale-1961-100-17	1277	HAND	17	hand
Hale-1961-100-18	800	THIGH	18	thigh
Hale-1961-100-19	1371	KNEE	19	knee
Hale-1961-100-20	186	SHIN	20	shin
Hale-1961-100-21	1301	FOOT	21	foot
Hale-1961-100-22	946	BLOOD	22	blood
Hale-1961-100-23	323	FAT (ORGANIC SUBSTANCE)	23	fat, grease
Hale-1961-100-24	763	SKIN	24	skin
Hale-1961-100-25	2648	HAIR (HEAD)	25	head hair
Hale-1961-100-26	1533	BE HUNGRY	26	hungry
Hale-1961-100-27	1336	EAT	27	to eat
Hale-1961-100-28	1494	DIE	28	to die
Hale-1961-100-29	1409	SEE	29	to see
Hale-1961-100-30	1408	HEAR	30	hear
Hale-1961-100-31	163	BLACK	31	black
Hale-1961-100-32	1623	SPEAK	32	to speak
Hale-1961-100-33	1442	STAND	33	to be standing
Hale-1961-100-34	1416	SIT	34	to sit
Hale-1961-100-35	695	GO	35	to go
Hale-1961-100-36	1519	RUN	36	to run
Hale-1961-100-37	1280	FALL	37	to fall
Hale-1961-100-38	1102	CLIMB	38	to climb
Hale-1961-100-39	1749	TAKE	39	to take
Hale-1961-100-40	1097	ABANDON	40	to leave it
Hale-1961-100-41	1456	THROW	41	to throw
Hale-1961-100-42	1447	GIVE	42	to give
Hale-1961-100-43	353	STRIKE	43	to hit (with hand)
Hale-1961-100-44	1403	BITE	44	bite
Hale-1961-100-45	1432	CUT	45	to cut
Hale-1961-100-46	473	SPEAR (SOMEBODY)	46	to spear
Hale-1961-100-47	1839	CRY	47	to cry
Hale-1961-100-48	1355	LAUGH	48	to laugh
Hale-1961-100-49	1035	GOOD	49	good
Hale-1961-100-50	1292	BAD	50	bad
Hale-1961-100-51	683	PERSON	51	person, Aborigine
Hale-1961-100-52	962	WOMAN	52	woman
Hale-1961-100-53	1418	DIG	53	to dig
Hale-1961-100-54	857	STONE	54	stone
Hale-1961-100-55	2159	GROUND	55	ground
Hale-1961-100-56	1343	SUN	56	sun
Hale-1961-100-57	1313	MOON	57	moon
Hale-1961-100-58	1430	STAR	58	star
Hale-1961-100-59	960	WIND	59	wind
Hale-1961-100-60	948	WATER	60	water
Hale-1961-100-61	990	CREEK (TIDAL)	61	creek
Hale-1961-100-62	221	FIRE	62	fire
Hale-1961-100-63	778	SMOKE (EXHAUST)	63	smoke
Hale-1961-100-64	646	ASH	64	ashes
Hale-1961-100-65	1428	BURNING	65	to burn (intr.)
Hale-1961-100-66	2096	ANIMAL OR MEAT	66	meat, animal
Hale-1961-100-67	1220	TAIL	67	tail
Hale-1961-100-68	744	EGG	68	egg
Hale-1961-100-69	2009	DOG	69	dog
Hale-1961-100-70	906	TREE	70	tree
Hale-1961-100-71	628	LEAF	71	leaf
Hale-1961-100-72	924	VEGETABLES	72	vegetable food
Hale-1961-100-73	1877	EAST	73	east
Hale-1961-100-74	1817	WEST	74	west
Hale-1961-100-75	1598	NORTH	75	north
Hale-1961-100-76	1595	SOUTH	76	south
Hale-1961-100-77	1591	UP	77	up
Hale-1961-100-78	2094	DOWN OR BELOW	78	down, below
Hale-1961-100-79	1329	TOMORROW	79	tomorrow
Hale-1961-100-80	94	GRADUALLY	80	by-and-by
Hale-1961-100-81	1493	ONE	81	one
Hale-1961-100-82	1498	TWO	82	two
Hale-1961-100-83	492	THREE	83	three
Hale-1961-100-84	1198	MANY	84	many
Hale-1961-100-85	1202	BIG	85	big
Hale-1961-100-86	1246	SMALL	86	small
Hale-1961-100-87	1406	FAR	87	far
Hale-1961-100-88	1942	NEAR	88	near
Hale-1961-100-89	1203	LONG	89	long
Hale-1961-100-90	1645	SHORT	90	short
Hale-1961-100-91	1884	HARD	91	hard
Hale-1961-100-92	1214	THIS	92	this
Hale-1961-100-93	1236	WHAT	93	what?
Hale-1961-100-94	1235	WHO	94	who?
Hale-1961-100-95	1237	WHERE	95	where?
Hale-1961-100-96	1209	I	96	I
Hale-1961-100-97	1215	THOU	97	you (sg.)
Hale-1961-100-98	1211	HE	98	he
Hale-1961-100-99	2634	WE TWO	99	we two inclusive
Hale-1961-100-100	2111	YOU TWO	100	you two
