ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Hattori-1961-236-1	1	all (of a number)	98	ALL
Hattori-1961-236-2	2	and	1577	AND
Hattori-1961-236-3	3	animal	619	ANIMAL
Hattori-1961-236-4	3a	arm	1673	ARM
Hattori-1961-236-5	4	ashes	646	ASH
Hattori-1961-236-6	5	at	1461	AT
Hattori-1961-236-7	6	back (of a person)	1291	BACK
Hattori-1961-236-8	7	bad (deleterious, unsuitable)	1292	BAD
Hattori-1961-236-9	8	bark (of tree)	1204	BARK
Hattori-1961-236-10	9	because	1157	BECAUSE
Hattori-1961-236-11	10	belly	1251	BELLY
Hattori-1961-236-12	10a	berry [see: fruit]	904	BERRY
Hattori-1961-236-13	11	big	1202	BIG
Hattori-1961-236-14	12	bird	937	BIRD
Hattori-1961-236-15	13	to bite	1403	BITE
Hattori-1961-236-16	14	black	163	BLACK
Hattori-1961-236-17	15	blood	946	BLOOD
Hattori-1961-236-18	16	to blow (of wind)	175	BLOW (OF WIND)
Hattori-1961-236-19	17	bone	1394	BONE
Hattori-1961-236-20	17a	breast	1402	BREAST
Hattori-1961-236-21	18	to breathe	1407	BREATHE
Hattori-1961-236-22	18a	brother	1262	BROTHER
Hattori-1961-236-23	19	to burn (intrans.)	1428	BURNING
Hattori-1961-236-24	20	child (young person rather than as relationship term)	1304	CHILD (YOUNG HUMAN)
Hattori-1961-236-25	20a	claw	72	CLAW
Hattori-1961-236-26	20b	clothing	1895	CLOTHES
Hattori-1961-236-27	21	cloud	1489	CLOUD
Hattori-1961-236-28	22	cold (of weather)	1287	COLD
Hattori-1961-236-29	23	to come	1446	COME
Hattori-1961-236-30	23a	to cook	1100	COOK (SOMETHING)
Hattori-1961-236-31	24	to count	1420	COUNT
Hattori-1961-236-32	24a	to cry	1839	CRY
Hattori-1961-236-33	25	to cut	1432	CUT
Hattori-1961-236-34	25a	to dance	1879	DANCE
Hattori-1961-236-35	25b	dark	706	DARK
Hattori-1961-236-36	26	day (opposite of night)	1225	DAY (NOT NIGHT)
Hattori-1961-236-37	27	to die	1494	DIE
Hattori-1961-236-38	28	to dig	1418	DIG
Hattori-1961-236-39	29	dirty	1230	DIRTY
Hattori-1961-236-40	30	dog	2009	DOG
Hattori-1961-236-41	30a	down	1326	DOWN
Hattori-1961-236-42	31	to drink	1401	DRINK
Hattori-1961-236-43	32	dry (substance)	1398	DRY
Hattori-1961-236-44	33	dull (knife)	379	BLUNT
Hattori-1961-236-45	34	dust	2	DUST
Hattori-1961-236-46	35	ear	1247	EAR
Hattori-1961-236-47	36	earth (soil)	1228	EARTH (SOIL)
Hattori-1961-236-48	37	to eat	1336	EAT
Hattori-1961-236-49	38	egg	744	EGG
Hattori-1961-236-50	38a	eight	1705	EIGHT
Hattori-1961-236-51	39	eye	1248	EYE
Hattori-1961-236-52	40	to fall (drop rather than topple)	1280	FALL
Hattori-1961-236-53	41	far	1406	FAR
Hattori-1961-236-54	42	fat (organic substance; grease)	323	FAT (ORGANIC SUBSTANCE)
Hattori-1961-236-55	43	father	1217	FATHER
Hattori-1961-236-56	44	to fear	1419	FEAR (BE AFRAID)
Hattori-1961-236-57	45	feather (large feather rather than down)	1201	FEATHER
Hattori-1961-236-58	46	few	1242	FEW
Hattori-1961-236-59	47	to fight	1423	FIGHT
Hattori-1961-236-60	48	fire	221	FIRE
Hattori-1961-236-61	49	fish	227	FISH
Hattori-1961-236-62	50	five	493	FIVE
Hattori-1961-236-63	51	to float	1574	FLOAT
Hattori-1961-236-64	52	to flow	2003	FLOW
Hattori-1961-236-65	53	flower	239	FLOWER
Hattori-1961-236-66	54	to fly	1441	FLY (MOVE THROUGH AIR)
Hattori-1961-236-67	55	fog	249	FOG
Hattori-1961-236-68	56	foot	1301	FOOT
Hattori-1961-236-69	57	four	1500	FOUR
Hattori-1961-236-70	58	to freeze	1431	FREEZE
Hattori-1961-236-71	59	fruit (or berry)	1507	FRUIT
Hattori-1961-236-72	59a	full	1429	FULL
Hattori-1961-236-73	59b	fur	580	FUR
Hattori-1961-236-74	60	to give	1447	GIVE
Hattori-1961-236-75	61	good	1035	GOOD
Hattori-1961-236-76	62	grass	606	GRASS
Hattori-1961-236-77	63	green	1425	GREEN
Hattori-1961-236-78	64	guts	1334	GUTS
Hattori-1961-236-79	65	hair	1040	HAIR
Hattori-1961-236-80	66	hand	1277	HAND
Hattori-1961-236-81	67	he	1211	HE
Hattori-1961-236-82	68	head	1256	HEAD
Hattori-1961-236-83	69	to hear	1408	HEAR
Hattori-1961-236-84	70	heart	1223	HEART
Hattori-1961-236-85	71	heavy	1210	HEAVY
Hattori-1961-236-86	72	here	136	HERE
Hattori-1961-236-87	73	to hit (with fist)	1433	HIT
Hattori-1961-236-88	74	to hold (in hand)	1448	HOLD
Hattori-1961-236-89	74a	horn	1393	HORN (KERATINIZED SKIN)
Hattori-1961-236-90	74b	hot	1286	HOT
Hattori-1961-236-91	75	how	1239	HOW
Hattori-1961-236-92	75a	hundred	1634	HUNDRED
Hattori-1961-236-93	76	to hunt (game)	1435	HUNT
Hattori-1961-236-94	77	husband	1200	HUSBAND
Hattori-1961-236-95	78	I	1209	I
Hattori-1961-236-96	79	ice	617	ICE
Hattori-1961-236-97	80	if	1459	IF
Hattori-1961-236-98	81	in	1460	IN
Hattori-1961-236-99	82	to kill	1417	KILL
Hattori-1961-236-100	82a	knee	1371	KNEE
Hattori-1961-236-101	83	to know (facts)	1410	KNOW (SOMETHING)
Hattori-1961-236-102	84	lake	624	LAKE
