ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-209b-1	1	98	ALL	all (of a number)	2001		
Carling-2017-209b-2	2	1577	AND	and	2002		
Carling-2017-209b-3	3	619	ANIMAL	animal	2003		
Carling-2017-209b-4	4	646	ASH	ash(es)	2004		
Carling-2017-209b-5	5	1461	AT	at	2005		
Carling-2017-209b-6	6	1291	BACK	back (of body)	2006		
Carling-2017-209b-7	7	1292	BAD	bad	2007		
Carling-2017-209b-8	8	1204	BARK	bark (of tree)	2008		
Carling-2017-209b-9	9	1157	BECAUSE	because	2009		
Carling-2017-209b-10	10	2114	BELLY OR STOMACH	belly (abdomen, stomach)	2010		
Carling-2017-209b-11	11	1202	BIG	big	2011		
Carling-2017-209b-12	12	937	BIRD	bird	2012		
Carling-2017-209b-13	13	1403	BITE	to bite	2013		
Carling-2017-209b-14	14	163	BLACK	black (colour)	2014		
Carling-2017-209b-15	15	946	BLOOD	blood (n)	2015		
Carling-2017-209b-16	16	175	BLOW (OF WIND)	to blow	2016		
Carling-2017-209b-17	17	1394	BONE	bone	2017		
Carling-2017-209b-18	18	1402	BREAST	breast	2018		
Carling-2017-209b-19	19	1407	BREATHE	to breathe	2019		
Carling-2017-209b-20	20	1428	BURNING	to burn (intr.)	2020		
Carling-2017-209b-21	21	2099	CHILD	child	2021		
Carling-2017-209b-22	22	1489	CLOUD	cloud (not fog)	2022		
Carling-2017-209b-23	23	2483	COLD (OF WEATHER)	cold (of weather)	2023		
Carling-2017-209b-24	24	1446	COME	to come	2024		
Carling-2017-209b-25	25	1420	COUNT	to count	2025		
Carling-2017-209b-26	26	1432	CUT	to cut	2026		
Carling-2017-209b-27	27	1225	DAY (NOT NIGHT)	day	2027		
Carling-2017-209b-28	28	1494	DIE	to die	2028		
Carling-2017-209b-29	29	1418	DIG	to dig	2029		
Carling-2017-209b-30	30	1230	DIRTY	dirty	2030		
Carling-2017-209b-31	31	2009	DOG	dog	2031		
Carling-2017-209b-32	32	1401	DRINK	to drink	2032		
Carling-2017-209b-33	33	1398	DRY	dry (adj)	2033		
Carling-2017-209b-34	34	379	BLUNT	dull	2034		
Carling-2017-209b-35	35	2	DUST	dust	2035		
Carling-2017-209b-36	36	1247	EAR	ear	2036		
Carling-2017-209b-37	37	1228	EARTH (SOIL)	earth (soil, ground)	2037		
Carling-2017-209b-38	38	1336	EAT	to eat	2038		
Carling-2017-209b-39	39	744	EGG	egg	2039		
Carling-2017-209b-40	40	1248	EYE	eye	2040		
Carling-2017-209b-41	41	1280	FALL	to fall	2041		
Carling-2017-209b-42	42	1406	FAR	far	2042		
Carling-2017-209b-43	43	323	FAT (ORGANIC SUBSTANCE)	fat (organic substance)	2043		
Carling-2017-209b-44	44	1217	FATHER	father	2044		
Carling-2017-209b-45	45	1419	FEAR (BE AFRAID)	to fear	2045		
Carling-2017-209b-46	46	1201	FEATHER	feather (not down)	2046		
Carling-2017-209b-47	47	1242	FEW	few	2047		
Carling-2017-209b-48	48	1423	FIGHT	to fight	2048		
Carling-2017-209b-49	49	1258	FINGERNAIL	fingernail	2049		
Carling-2017-209b-50	50	221	FIRE	fire	2050		
Carling-2017-209b-51	51	227	FISH	fish (n)	2051		
Carling-2017-209b-52	52	493	FIVE	five	2052		
Carling-2017-209b-53	53	1574	FLOAT	to float	2053		
Carling-2017-209b-54	54	2003	FLOW	to flow	2054		
Carling-2017-209b-55	55	239	FLOWER	flower	2055		
