ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	DSS_ID	URL	GLOSS	OCCURRENCES	OMEGAWIKI
Bulakh-2013-870-309	bafa9d12-72a2-48fd-a3ed-df633634f0a6	MEMORY	309	974	http://semshifts.iling-ran.ru/show-meaning.html?id=974	memory	5	435393
Bulakh-2013-870-310	40b2dfc5-246a-4b0b-a97a-8f8972939213	MENSTRUATION	310	975	http://semshifts.iling-ran.ru/show-meaning.html?id=975	menstruation	4	343457
Bulakh-2013-870-311	008d07b1-7c25-4afc-b0cb-3f723de177d0	MERRY	311	980	http://semshifts.iling-ran.ru/show-meaning.html?id=980	merry, funny, cheerful	4	920639
Bulakh-2013-870-312	9d897fe5-0a6c-452c-9378-97d3d62bd873	MIDDLE	312	985	http://semshifts.iling-ran.ru/show-meaning.html?id=985	middle	5	475332
Bulakh-2013-870-313	2f464e80-166d-4de9-81be-526cb9df8efa	MILK FLUID	313	987	http://semshifts.iling-ran.ru/show-meaning.html?id=987	milk	8	2358
Bulakh-2013-870-314	0414dbae-74aa-4798-86a7-b2ae8a3452b7	MIND	314	993	http://semshifts.iling-ran.ru/show-meaning.html?id=993	mind (n.)	8	6418
Bulakh-2013-870-315	e859226d-91f7-44c2-9aa9-13bcb4545468	MIRROR	315	997	http://semshifts.iling-ran.ru/show-meaning.html?id=997	mirror	3	520838
Bulakh-2013-870-316	37d17923-92b4-447e-a458-e3b5ac031c44	MISS	316	1000	http://semshifts.iling-ran.ru/show-meaning.html?id=1000	missing, failing	3	1337987
Bulakh-2013-870-317	7bce316d-8a31-4edd-8938-39c22ee15792	HUMID	317	1003	http://semshifts.iling-ran.ru/show-meaning.html?id=1003	moist, humid	11	1301943
Bulakh-2013-870-318	4d8e2263-bbcf-4338-9737-8ee36a9f2174	MOLE	318	1006	http://semshifts.iling-ran.ru/show-meaning.html?id=1006	mole (Talpa)	3	8385
Bulakh-2013-870-319	981582b5-94cc-4a06-89d5-d3d090aacf04	MONEY	319	1012	http://semshifts.iling-ran.ru/show-meaning.html?id=1012	money	6	6408
Bulakh-2013-870-320	def83444-6e1f-43c3-abdc-472a7269ca22	MONKEY	320	1014	http://semshifts.iling-ran.ru/show-meaning.html?id=1014	monkey	3	5870
Bulakh-2013-870-321	5810595a-7c94-4521-8105-fe411e558cc1	MOON	321	1018	http://semshifts.iling-ran.ru/show-meaning.html?id=1018	moon	7	5729
Bulakh-2013-870-322	8bdf2770-83fa-49f3-afa1-1a2a79d8fa9d	MORNING	322	1019	http://semshifts.iling-ran.ru/show-meaning.html?id=1019	morning	6	5840
Bulakh-2013-870-323	07b82f6c-da74-40e0-bed8-b5cf864753b8	MOSS	323	1023	http://semshifts.iling-ran.ru/show-meaning.html?id=1023	moss	3	2413
Bulakh-2013-870-324	20777ac9-eb41-4985-aa65-d274ac412c38	MOTHER	324	1024	http://semshifts.iling-ran.ru/show-meaning.html?id=1024	mother	5	5463
Bulakh-2013-870-325	7bc04e72-d931-4060-ad81-9e25b0cc5d18	MOTIONLESS	325	1025	http://semshifts.iling-ran.ru/show-meaning.html?id=1025	motionless	3	669395
Bulakh-2013-870-326	15ed59ba-83aa-40e9-bc5a-2b3eb7869e0e	MOUNTAIN	326	1027	http://semshifts.iling-ran.ru/show-meaning.html?id=1027	mountain	7	2421
Bulakh-2013-870-327	15ed59ba-83aa-40e9-bc5a-2b3eb7869e0e	MOUNTAIN	327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	2421
	06cd62a9-8918-44a8-969c-0fe5dfecafef	FOOT	327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	5672
	NAN		327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	NAN
Bulakh-2013-870-328	7de80397-f68f-4fb1-9936-8d924a76f6a4	RIDGE	328	1030	http://semshifts.iling-ran.ru/show-meaning.html?id=1030	mountain ridge, edge	6	707488
	aabc0556-7a78-4955-8ec2-0c7a2a815810	EDGE	328	1030	http://semshifts.iling-ran.ru/show-meaning.html?id=1030	mountain ridge, edge	6	366432
Bulakh-2013-870-329	6dc19128-6d4d-462a-bd6e-189927a98d4a	PRECIPICE	329	1031	http://semshifts.iling-ran.ru/show-meaning.html?id=1031	mountain slope	8	1875
Bulakh-2013-870-330	8f7a3bd4-8d31-4f1e-b62a-30ef28e13d5f	MOUSE	330	1032	http://semshifts.iling-ran.ru/show-meaning.html?id=1032	mouse	10	6237
Bulakh-2013-870-331	989ca02e-d19f-4751-9d4c-93f65646c357	MOUSTACHE	331	1033	http://semshifts.iling-ran.ru/show-meaning.html?id=1033	moustache	3	517265
Bulakh-2013-870-332	c780cfa8-2b82-4235-b292-b58476612151	MOUTH	332	1034	http://semshifts.iling-ran.ru/show-meaning.html?id=1034	mouth	26	332000
Bulakh-2013-870-333	67423313-f2e8-427a-9700-940207ca41b6	RIVER MOUTH	333	1035	http://semshifts.iling-ran.ru/show-meaning.html?id=1035	mouth (of a river)	6	700006
Bulakh-2013-870-334	431d10dc-3461-4c24-95c6-40534b66f52a	MUD	334	1036	http://semshifts.iling-ran.ru/show-meaning.html?id=1036	mud	5	2428
Bulakh-2013-870-335	548f13a9-d46a-49bc-85e8-6a11786f5bdb	TURBID	335	1037	http://semshifts.iling-ran.ru/show-meaning.html?id=1037	muddy, turbid (of water) (?)	3	1581541
Bulakh-2013-870-336	4be1cabd-390f-4450-9c21-05f20d213205	MULTITUDE	336	1038	http://semshifts.iling-ran.ru/show-meaning.html?id=1038	multitude, great number	6	1581546
Bulakh-2013-870-337	73544a0a-870e-4de2-af98-68c756eb6cf9	MUSCLE	337	1041	http://semshifts.iling-ran.ru/show-meaning.html?id=1041	muscle	4	431414
Bulakh-2013-870-338	ddf35202-c404-4518-8e64-5501c78ad400	MUSHROOM	338	1042	http://semshifts.iling-ran.ru/show-meaning.html?id=1042	mushroom	3	2444
Bulakh-2013-870-339	d1b3d02a-eb25-4c5d-9fd6-279551f98908	MUST	339	1045	http://semshifts.iling-ran.ru/show-meaning.html?id=1045	must	4	419789
Bulakh-2013-870-340	NAN		340	1046	http://semshifts.iling-ran.ru/show-meaning.html?id=1046	muzzle	5	NAN
Bulakh-2013-870-341	d8627136-db5d-48de-a680-e9a719ff3653	NAIL, KERATIN	341	1047	http://semshifts.iling-ran.ru/show-meaning.html?id=1047	nail (body part)	4	828575
Bulakh-2013-870-342	255bdb2a-1632-45c2-9d8f-f361af77426f	NAKED	342	1050	http://semshifts.iling-ran.ru/show-meaning.html?id=1050	naked, bare	9	160368
Bulakh-2013-870-343	4eb283e6-c3ea-4498-9c39-4ae2bc9d3812	NARROW	343	1052	http://semshifts.iling-ran.ru/show-meaning.html?id=1052	narrow	4	5566
Bulakh-2013-870-344	4eb283e6-c3ea-4498-9c39-4ae2bc9d3812	NARROW	344	1053	http://semshifts.iling-ran.ru/show-meaning.html?id=1053	narrow, close	3	5566
Bulakh-2013-870-345	ac5996c1-2978-4823-9370-bee00e936f33	NAVEL	345	1055	http://semshifts.iling-ran.ru/show-meaning.html?id=1055	navel	8	7690
Bulakh-2013-870-346	7f0174c0-7410-4ea9-8d14-361c5f9b5363	NEAR	346	1056	http://semshifts.iling-ran.ru/show-meaning.html?id=1056	near	5	869106
Bulakh-2013-870-347	0c014abc-b063-4896-8e59-3001c4c52577	NECESSARY	347	1057	http://semshifts.iling-ran.ru/show-meaning.html?id=1057	necessary	3	441514
Bulakh-2013-870-348	634d1187-3a1f-422a-b471-7bd362440466	NECK	348	1058	http://semshifts.iling-ran.ru/show-meaning.html?id=1058	neck	11	5823
Bulakh-2013-870-349	47b0a2bb-6b75-4a63-a3c6-b3b4c3516a2a	NEST	349	1061	http://semshifts.iling-ran.ru/show-meaning.html?id=1061	nest (n.)	3	1581551
Bulakh-2013-870-350	05dc24b3-6d8c-4fdd-96f1-cab694488b78	NETTLE	350	1064	http://semshifts.iling-ran.ru/show-meaning.html?id=1064	nettle (Urtica)	4	1072992
Bulakh-2013-870-351	c653e833-bfe2-40dc-881e-9996a83ce9f3	NEW	351	1066	http://semshifts.iling-ran.ru/show-meaning.html?id=1066	new	4	5484
Bulakh-2013-870-352	884327ef-e761-4137-8a28-1628b53051c9	NOISE	352	1071	http://semshifts.iling-ran.ru/show-meaning.html?id=1071	noise	4	5290
Bulakh-2013-870-353	e0891d70-1b26-4e8b-86ee-0dd1786faea2	NORTH	353	1074	http://semshifts.iling-ran.ru/show-meaning.html?id=1074	North	6	6550
Bulakh-2013-870-354	23cad4b2-107d-4e9d-87e1-713d85f21963	NOSE	354	1075	http://semshifts.iling-ran.ru/show-meaning.html?id=1075	nose	21	5471
Bulakh-2013-870-355	NAN		355	1078	http://semshifts.iling-ran.ru/show-meaning.html?id=1078	not strong (of liquid or smell)	4	NAN
Bulakh-2013-870-356	4e366c47-04e6-40c1-9113-0646108437a6	MANY	356	1080	http://semshifts.iling-ran.ru/show-meaning.html?id=1080	numerous	6	5423
Bulakh-2013-870-357	d097dbb7-ba53-49f7-b459-b9e3958281fe	OAK	357	1082	http://semshifts.iling-ran.ru/show-meaning.html?id=1082	oak	7	2597
Bulakh-2013-870-358	aa75c15f-d985-48ca-b01b-1af3bad308bc	PADDLE	358	1083	http://semshifts.iling-ran.ru/show-meaning.html?id=1083	oar	5	1478129
Bulakh-2013-870-359	12490687-cbdb-4ffb-85ae-53f720ac912b	OATS	359	1084	http://semshifts.iling-ran.ru/show-meaning.html?id=1084	oats	3	1111216
Bulakh-2013-870-360	0b7a195f-3ba8-4544-880c-04b5eef9d6bc	OBSTINATE	360	1086	http://semshifts.iling-ran.ru/show-meaning.html?id=1086	obstinate	3	7742
Bulakh-2013-870-361	NAN		361	1088	http://semshifts.iling-ran.ru/show-meaning.html?id=1088	of high rank	3	NAN
Bulakh-2013-870-362	4462471a-fd7d-4d39-9253-2faf1640d590	OIL	362	1089	http://semshifts.iling-ran.ru/show-meaning.html?id=1089	oil (food)	3	6195
Bulakh-2013-870-363	df3eb2a4-3b46-4ffe-8bfa-5e27ec8e00f4	OLD	363	1091	http://semshifts.iling-ran.ru/show-meaning.html?id=1091	old (vs. new)	3	5482
Bulakh-2013-870-364	df3eb2a4-3b46-4ffe-8bfa-5e27ec8e00f4	OLD	364	1092	http://semshifts.iling-ran.ru/show-meaning.html?id=1092	old (vs. young)	6	5482
	ae1adb5d-0afe-4f25-b60c-d02bf1154e2c	OLD PERSON	364	1092	http://semshifts.iling-ran.ru/show-meaning.html?id=1092	old (vs. young)	6	337925
Bulakh-2013-870-365	6d0f2ce7-257d-4a2c-87b5-abbfb57184e9	OLD MAN	365	1093	http://semshifts.iling-ran.ru/show-meaning.html?id=1093	old man	5	1526622
Bulakh-2013-870-366	fb615438-0818-41e6-8747-f5e96b2742ed	ONLY	366	1100	http://semshifts.iling-ran.ru/show-meaning.html?id=1100	only, just	5	6485
	caa59acf-94b0-4c10-b858-1140a0f932ac	JUST	366	1100	http://semshifts.iling-ran.ru/show-meaning.html?id=1100	only, just	5	1159914
Bulakh-2013-870-367	cb0fc0f1-5cf5-47b6-95cc-e81b0c995a6e	HOLE	367	1102	http://semshifts.iling-ran.ru/show-meaning.html?id=1102	opening, hole	6	6857
Bulakh-2013-870-368	055dbe84-9f87-4d04-9a8e-9449dd7aead3	OPPOSITE	368	1106	http://semshifts.iling-ran.ru/show-meaning.html?id=1106	opposite	3	374758
Bulakh-2013-870-369	48ce6e77-d814-4036-973f-4116833606aa	OTHER	369	1109	http://semshifts.iling-ran.ru/show-meaning.html?id=1109	other	5	1406403
Bulakh-2013-870-370	19c5ec7d-67ea-435e-a0af-3af16eb3c563	OTTER	370	1111	http://semshifts.iling-ran.ru/show-meaning.html?id=1111	otter (Lutra lutra)	3	1031630
Bulakh-2013-870-371	d8821089-1eb6-4001-85f2-66fb368bc9ba	OWNER	371	1115	http://semshifts.iling-ran.ru/show-meaning.html?id=1115	owner	5	443850
Bulakh-2013-870-372	d3f80ed4-8c35-444b-b3e3-23d704e88d9e	PAIN	372	1119	http://semshifts.iling-ran.ru/show-meaning.html?id=1119	pain	5	7257
Bulakh-2013-870-373	4d66ce04-7838-48cf-8ca0-b6b9fd81efc5	PALATE	373	1123	http://semshifts.iling-ran.ru/show-meaning.html?id=1123	palate	4	1581560
Bulakh-2013-870-374	d05d7ef5-3375-4c78-86f0-9b243b288371	PAPER	374	1125	http://semshifts.iling-ran.ru/show-meaning.html?id=1125	paper	4	2713
Bulakh-2013-870-375	a56e282b-ffcf-45a6-ae1e-71fec5b54f4d	PARENTS	375	1127	http://semshifts.iling-ran.ru/show-meaning.html?id=1127	parents	3	157257
Bulakh-2013-870-376	88bf3b52-9182-4eed-a65b-79d8feab2a60	PART	376	1128	http://semshifts.iling-ran.ru/show-meaning.html?id=1128	part	8	345219
Bulakh-2013-870-377	fae76ab6-7daa-4c18-b696-aa3a93125ea5	PASSIONATE	377	1131	http://semshifts.iling-ran.ru/show-meaning.html?id=1131	passionate	3	814989
Bulakh-2013-870-378	35e8d5b3-374c-444f-aafe-9d3b65583820	SUMMIT	378	1139	http://semshifts.iling-ran.ru/show-meaning.html?id=1139	peak of mountain	3	6615
Bulakh-2013-870-379	288e5327-f3d3-411a-bdd8-56d0bec7cff9	PEAR	379	1140	http://semshifts.iling-ran.ru/show-meaning.html?id=1140	pear	3	393831
Bulakh-2013-870-380	9b6c3a27-bc05-4169-9c4d-fc8f5d8b2da0	PENIS	380	1146	http://semshifts.iling-ran.ru/show-meaning.html?id=1146	penis	11	5473
Bulakh-2013-870-381	66ddb2eb-b267-4a5f-a68c-675ef679214a	PEOPLE	381	1147	http://semshifts.iling-ran.ru/show-meaning.html?id=1147	people, nation	4	345923
Bulakh-2013-870-382	95195b60-cb4b-4aef-9f4d-8859dd53a292	PERIOD	382	1150	http://semshifts.iling-ran.ru/show-meaning.html?id=1150	period of time	3	1573566
Bulakh-2013-870-383	f32ebd1c-cf25-438e-85bb-8c0b1110508e	PERSON	383	1152	http://semshifts.iling-ran.ru/show-meaning.html?id=1152	person	10	333730
Bulakh-2013-870-384	74730762-f88d-4f71-b163-f3ebec5f2611	PIG	384	1157	http://semshifts.iling-ran.ru/show-meaning.html?id=1157	pig (Sus scrofa)	10	5836
Bulakh-2013-870-385	bde1425a-21c6-4890-ad47-6f89889d1a90	PINE	385	1163	http://semshifts.iling-ran.ru/show-meaning.html?id=1163	pine-tree	6	706003
Bulakh-2013-870-386	dd457c84-3a24-4311-8a12-4873348ca9a6	PLAIT	386	1167	http://semshifts.iling-ran.ru/show-meaning.html?id=1167	plait, braid	3	1510567
	97f5b490-1470-4462-8620-39f0af37d9aa	BRAID	386	1167	http://semshifts.iling-ran.ru/show-meaning.html?id=1167	plait, braid	3	447700
Bulakh-2013-870-387	fe914c96-a710-4775-b17a-0c130be65923	PLANT, VEGETATION	387	1169	http://semshifts.iling-ran.ru/show-meaning.html?id=1169	plant (biol.)	4	2836
Bulakh-2013-870-388	cc0d8843-3cec-45aa-98f6-2036a1bf9b94	PLANTAIN	388	1170	http://semshifts.iling-ran.ru/show-meaning.html?id=1170	plantain (Plantago)	3	1511168
Bulakh-2013-870-389	ec84d77d-c373-4458-90ae-f59e551b05f4	POETRY	389	1182	http://semshifts.iling-ran.ru/show-meaning.html?id=1182	poetry	4	1581589
Bulakh-2013-870-390	c6038f82-d929-4e41-8c1a-14464d2bc6e5	POISON	390	1184	http://semshifts.iling-ran.ru/show-meaning.html?id=1184	poison	5	2847
Bulakh-2013-870-391	d1e1f1f4-a142-48dc-8ace-53e5f7a8581b	POISONOUS	391	1186	http://semshifts.iling-ran.ru/show-meaning.html?id=1186	poisonous	3	375775
Bulakh-2013-870-392	5c4661fd-7fa8-4efc-a980-a43374984a65	POOR	392	1195	http://semshifts.iling-ran.ru/show-meaning.html?id=1195	poor	10	6897
Bulakh-2013-870-393	737698e3-39b7-4923-9e94-556bb540ee3c	POPLAR	393	1197	http://semshifts.iling-ran.ru/show-meaning.html?id=1197	poplar (Populus alba)	6	353334
Bulakh-2013-870-394	c44b0093-9620-40c2-823c-6569ae2a9081	POT	394	1199	http://semshifts.iling-ran.ru/show-meaning.html?id=1199	pot	3	6086
Bulakh-2013-870-395	5f7ca52a-f0e1-45cb-b03d-64e33d41fe7f	AUTHORITY	395	1203	http://semshifts.iling-ran.ru/show-meaning.html?id=1203	power, authority	3	6705
Bulakh-2013-870-396	4b53db84-6615-4105-958e-591edc102ca3	PREGNANT	396	1206	http://semshifts.iling-ran.ru/show-meaning.html?id=1206	pregnant	8	489482
Bulakh-2013-870-397	44b749e3-fae2-47fb-922b-72af34d68123	PRISON	397	1211	http://semshifts.iling-ran.ru/show-meaning.html?id=1211	prison	5	5623
Bulakh-2013-870-398	3d612a40-218c-4be6-bd3b-8487f725c12c	PROFLIGATE	398	1213	http://semshifts.iling-ran.ru/show-meaning.html?id=1213	profligate, womanizer	3	1223517
Bulakh-2013-870-399	5e4cf184-de60-4944-852c-1dedde3e0f02	PROUD	399	1218	http://semshifts.iling-ran.ru/show-meaning.html?id=1218	proud	6	1374507
Bulakh-2013-870-400	ff8ea0c9-2f4e-4d0c-af3b-633e19089cef	PUMPKIN	400	1219	http://semshifts.iling-ran.ru/show-meaning.html?id=1219	pumpkin	6	366683
Bulakh-2013-870-401	27c5c8c3-2f40-4b34-93a5-4a42713f061a	PUPIL	401	1222	http://semshifts.iling-ran.ru/show-meaning.html?id=1222	pupil (anat.)	3	683023
Bulakh-2013-870-402	275f0206-49f9-4826-ab3f-ad181d41a8ff	PUPPY	402	1225	http://semshifts.iling-ran.ru/show-meaning.html?id=1225	puppy (of a dog)	3	1143662
Bulakh-2013-870-403	371a8890-645b-4430-8677-2cde80377d98	PURE	403	1226	http://semshifts.iling-ran.ru/show-meaning.html?id=1226	pure	8	509493
Bulakh-2013-870-404	7cc0ebdd-2cbc-402f-bfec-06a0bac03745	FAST	404	1231	http://semshifts.iling-ran.ru/show-meaning.html?id=1231	quick	31	6672
Bulakh-2013-870-405	6311925a-f665-455a-8749-16e41e1cdebd	QUIET	405	1232	http://semshifts.iling-ran.ru/show-meaning.html?id=1232	quiet (vs. loud)	9	5759
Bulakh-2013-870-406	NAN		406	1235	http://semshifts.iling-ran.ru/show-meaning.html?id=1235	rabid	3	NAN
Bulakh-2013-870-407	8fd80d81-e7a4-4f66-8928-7fe20056c5b1	RAIN, PRECIPATION	407	1237	http://semshifts.iling-ran.ru/show-meaning.html?id=1237	rain	4	3100
Bulakh-2013-870-408	9e0b34ef-f42c-4a2a-a704-9a6e4e058767	RAINBOW	408	1238	http://semshifts.iling-ran.ru/show-meaning.html?id=1238	rainbow	6	7041
Bulakh-2013-870-409	d8e611b8-dba8-4402-a381-890f7cd2ed5d	RAM	409	1239	http://semshifts.iling-ran.ru/show-meaning.html?id=1239	ram	5	5855
Bulakh-2013-870-410	ac3fd344-904e-4527-83b8-b97eed7495ee	RARE	410	1241	http://semshifts.iling-ran.ru/show-meaning.html?id=1241	rare	3	1417819
Bulakh-2013-870-411	82d8b937-cbe5-495d-928d-e5cd0effb192	RAVINE	411	1246	http://semshifts.iling-ran.ru/show-meaning.html?id=1246	ravine	7	850595
Bulakh-2013-870-412	f0ec3d55-a586-4a77-ba49-9836830868f6	RAW	412	1248	http://semshifts.iling-ran.ru/show-meaning.html?id=1248	raw	5	899678
Bulakh-2013-870-413	8d5aef04-d63a-4f35-95ac-21e82b2abf19	RED	413	1253	http://semshifts.iling-ran.ru/show-meaning.html?id=1253	red	17	1333710
Bulakh-2013-870-414	6a9d02fd-f8a3-4f99-a8a0-3cb583a8399d	RELATIVES	414	1255	http://semshifts.iling-ran.ru/show-meaning.html?id=1255	relative (n.)	4	6740
Bulakh-2013-870-415	c9f45f31-197b-41f7-abf8-61cc3fbb62a2	RESIN	415	1256	http://semshifts.iling-ran.ru/show-meaning.html?id=1256	resin; pitch, tar	4	3205
	5df2287d-3b66-460f-b8c0-cc554742709b	TAR	415	1256	http://semshifts.iling-ran.ru/show-meaning.html?id=1256	resin; pitch, tar	4	3708
Bulakh-2013-870-416	b7a55c43-8548-4dbb-98fe-dfd60174271e	RESPECT (1)	416	1257	http://semshifts.iling-ran.ru/show-meaning.html?id=1257	respect (n.)	3	842332
Bulakh-2013-870-417	fcd0c753-f08f-4ded-8267-f95e892d3f03	RICH	417	1266	http://semshifts.iling-ran.ru/show-meaning.html?id=1266	rich	8	336015
Bulakh-2013-870-418	452b12ff-13e5-4048-b33d-ca0b06cd79ac	RIGHT	418	1267	http://semshifts.iling-ran.ru/show-meaning.html?id=1267	right (vs. left)	8	436024
Bulakh-2013-870-419	76ddf71e-6b3a-469b-9e6c-b8776dc9bf0a	RIVER BED	419	1270	http://semshifts.iling-ran.ru/show-meaning.html?id=1270	river-bed	3	4264
Bulakh-2013-870-420	1fb61d64-621a-4a77-86dc-4b6cb6bae7cb	ROAD	420	1271	http://semshifts.iling-ran.ru/show-meaning.html?id=1271	road	6	3258
Bulakh-2013-870-421	4ad8d43d-57d5-4ea6-86b6-cb01dcf2e950	ROOSTER	421	1276	http://semshifts.iling-ran.ru/show-meaning.html?id=1276	rooster	7	6308
Bulakh-2013-870-422	bede7711-8bc5-4142-ab29-b97434997e96	ROOT	422	1277	http://semshifts.iling-ran.ru/show-meaning.html?id=1277	root (of a plant)	6	3269
Bulakh-2013-870-423	a84a7d49-3340-4dc2-a6e7-49c73a4a33f4	ROPE	423	1278	http://semshifts.iling-ran.ru/show-meaning.html?id=1278	rope, string, cord, lashing	4	5465
	4f77721c-f6c8-4fdf-9d1a-42098b1516b3	STRING	423	1278	http://semshifts.iling-ran.ru/show-meaning.html?id=1278	rope, string, cord, lashing	4	1510977
Bulakh-2013-870-424	fed9ac58-b7ed-4c04-8ebc-182ef61e4c38	ROUGH	424	1280	http://semshifts.iling-ran.ru/show-meaning.html?id=1280	rough, uneven	5	846773
Bulakh-2013-870-425	a42d0227-f9f6-48de-a009-dfe32bddfb25	RUDE	425	1286	http://semshifts.iling-ran.ru/show-meaning.html?id=1286	rude, impolite	6	6009
Bulakh-2013-870-426	586383b7-f989-48d3-a3e3-1058a55d9de9	RUMOUR	426	1289	http://semshifts.iling-ran.ru/show-meaning.html?id=1289	rumour	3	1114745
Bulakh-2013-870-427	1918c28e-a549-440c-b720-ba4efb88c2dd	SAD	427	1297	http://semshifts.iling-ran.ru/show-meaning.html?id=1297	sad	12	335013
Bulakh-2013-870-428	f53467df-b473-4cbe-ab05-428e15acdc0b	SAILCLOTH	428	1301	http://semshifts.iling-ran.ru/show-meaning.html?id=1301	sail (n.)	4	345771
Bulakh-2013-870-429	NAN		429	1303	http://semshifts.iling-ran.ru/show-meaning.html?id=1303	salient part, ledge	5	NAN
Bulakh-2013-870-430	3c67af51-40af-40a0-b14f-830b68f8bf28	SALT	430	1304	http://semshifts.iling-ran.ru/show-meaning.html?id=1304	salt	3	5599
Bulakh-2013-870-431	bc8340eb-ff1c-4a55-a4f9-a79d8c242cbe	SATIATED	431	1310	http://semshifts.iling-ran.ru/show-meaning.html?id=1310	satiated, full	4	1188869
Bulakh-2013-870-432	17173a13-8804-4909-81c7-7e258e3cfa3e	SCANTY	432	1319	http://semshifts.iling-ran.ru/show-meaning.html?id=1319	scanty, not numerous	3	1581601
Bulakh-2013-870-433	fd017811-630b-498a-b832-f2497e744081	SEA	433	1326	http://semshifts.iling-ran.ru/show-meaning.html?id=1326	sea	6	6154
Bulakh-2013-870-434	dcd36282-43c8-4ad3-9bf1-24b5d5aa96e0	SEAL	434	1329	http://semshifts.iling-ran.ru/show-meaning.html?id=1329	seal (animal)	3	2810
Bulakh-2013-870-435	32125c3f-70f1-43ed-9663-99b913c1ae4b	SEED	435	1338	http://semshifts.iling-ran.ru/show-meaning.html?id=1338	seed (n.)	3	3361
Bulakh-2013-870-436	ca7a1305-6c61-4d82-adec-0cbe3e9ffe80	SERVANT	436	1343	http://semshifts.iling-ran.ru/show-meaning.html?id=1343	servant	8	1504891
Bulakh-2013-870-437	36f4672a-1144-4a26-ba63-ca5866431d5d	SEVERE	437	1345	http://semshifts.iling-ran.ru/show-meaning.html?id=1345	severe	3	1532165
Bulakh-2013-870-438	2ded3c13-5f69-468b-91e5-81dd31ff75f3	SHADE	438	1349	http://semshifts.iling-ran.ru/show-meaning.html?id=1349	shadow	4	5966
Bulakh-2013-870-439	cbae656d-96b1-4145-bc35-ccce0c14750e	SHALLOW	439	1351	http://semshifts.iling-ran.ru/show-meaning.html?id=1351	shallow	3	1404411
Bulakh-2013-870-440	24b1cbed-4853-4aaa-84b8-f1723c9da86f	SHARP	440	1356	http://semshifts.iling-ran.ru/show-meaning.html?id=1356	sharp	25	5987
Bulakh-2013-870-441	NAN		441	1357	http://semshifts.iling-ran.ru/show-meaning.html?id=1357	sharp point	6	NAN
Bulakh-2013-870-442	72157fb0-edb6-4805-aea8-380f82426566	SHIELD	442	1363	http://semshifts.iling-ran.ru/show-meaning.html?id=1363	shield	3	456348
Bulakh-2013-870-443	aa8c1c1d-5fa7-4d2b-9ff1-4291e7df1265	SHINE	443	1364	http://semshifts.iling-ran.ru/show-meaning.html?id=1364	shine (n.)	3	335797
Bulakh-2013-870-444	876642f9-a627-4401-94f1-3392848cb292	SHIP	444	1365	http://semshifts.iling-ran.ru/show-meaning.html?id=1365	ship, vessel	4	3403
Bulakh-2013-870-445	ca5e9242-a97b-4935-b8e9-9e8aaea9d811	SHORT	445	1368	http://semshifts.iling-ran.ru/show-meaning.html?id=1368	short (size)	4	6746
Bulakh-2013-870-446	6275bacd-9264-4ed3-9d03-de86175cf79f	SHOULDER	446	1371	http://semshifts.iling-ran.ru/show-meaning.html?id=1371	shoulder	6	6186
Bulakh-2013-870-447	3fd89bab-e79f-4f64-94f6-2ce5f06ebc78	SHOULDERBLADE	447	1372	http://semshifts.iling-ran.ru/show-meaning.html?id=1372	shoulder-blade, scapula	4	1372842
Bulakh-2013-870-448	145e6194-3fe5-4d92-8824-8e2a35da596d	SHUTTLE	448	1375	http://semshifts.iling-ran.ru/show-meaning.html?id=1375	shuttle (weaving instrument)	4	1581605
Bulakh-2013-870-449	e052b229-e8cd-444a-8b64-ca1359209f6a	SIDE	449	1378	http://semshifts.iling-ran.ru/show-meaning.html?id=1378	side (n.)	9	333652
Bulakh-2013-870-450	6c331b21-7c07-4112-adcd-1f607168a922	SIGN	450	1380	http://semshifts.iling-ran.ru/show-meaning.html?id=1380	sign, designation	5	702040
Bulakh-2013-870-451	1c7cf6b0-c562-4eb8-b119-491789a0a197	EASY	451	1383	http://semshifts.iling-ran.ru/show-meaning.html?id=1383	simple	6	333916
Bulakh-2013-870-452	465b5e08-175e-4f44-b31e-c4a41228028e	DEXTEROUS	452	1388	http://semshifts.iling-ran.ru/show-meaning.html?id=1388	skilful, dexterous	4	756918
Bulakh-2013-870-453	744803a2-c11a-4c99-9014-844194112719	SKILLED	453	1390	http://semshifts.iling-ran.ru/show-meaning.html?id=1390	skilled	3	348581
Bulakh-2013-870-454	873cce95-a413-4e27-a7b1-e17570c6866d	SKIN	454	1391	http://semshifts.iling-ran.ru/show-meaning.html?id=1391	skin (of a person)	5	3430
Bulakh-2013-870-455	573e5ff5-b60a-4778-94f7-42dcb31b4ac3	SKULL	455	1395	http://semshifts.iling-ran.ru/show-meaning.html?id=1395	skull	4	6568
Bulakh-2013-870-456	a2785c13-39c4-4c2d-9e5b-ff332bb367ba	SKY	456	1396	http://semshifts.iling-ran.ru/show-meaning.html?id=1396	sky	16	7039
Bulakh-2013-870-457	2a46b283-a8f2-42d4-aec0-af359473b5b9	SLOW	457	1401	http://semshifts.iling-ran.ru/show-meaning.html?id=1401	slow (adj.)	13	335287
