ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	DSS_ID	URL	GLOSS	OCCURRENCES	OMEGAWIKI
Bulakh-2013-870-154	7c181626-c58e-421c-bd8f-3ea9b078ee91	EAST	154	492	http://semshifts.iling-ran.ru/show-meaning.html?id=492	east	7	8131
Bulakh-2013-870-155	aabc0556-7a78-4955-8ec2-0c7a2a815810	EDGE	155	495	http://semshifts.iling-ran.ru/show-meaning.html?id=495	edge	10	366432
Bulakh-2013-870-156	522cf1ac-61fa-4ccf-b51c-cd4377d579b7	FRESHWATER EEL	156	496	http://semshifts.iling-ran.ru/show-meaning.html?id=496	eel (Anguilla anguilla)	3	433736
Bulakh-2013-870-157	f3ecbe1a-b17f-4e0d-bac8-e8fcd284598a	EGG	157	497	http://semshifts.iling-ran.ru/show-meaning.html?id=497	egg	6	340828
Bulakh-2013-870-158	a2b238f3-30d6-4b12-a164-986ff80b22a1	ELBOW	158	498	http://semshifts.iling-ran.ru/show-meaning.html?id=498	elbow	5	422180
Bulakh-2013-870-159	4afa4897-ddc2-46cf-9eff-3f91b9a7e062	ELECTRICITY	159	502	http://semshifts.iling-ran.ru/show-meaning.html?id=502	electricity	5	1109
Bulakh-2013-870-160	b10fafc6-1b19-429d-a9ee-7dbbfc34b3e2	EMPTY	160	508	http://semshifts.iling-ran.ru/show-meaning.html?id=508	empty	17	6659
Bulakh-2013-870-161	e5c89ca2-b59c-4e83-9be5-cee387ab920d	END OF SPACE	161	509	http://semshifts.iling-ran.ru/show-meaning.html?id=509	end	6	340747
Bulakh-2013-870-162	da4608c4-add7-48f3-8efc-902fc81842ad	ENEMY	162	511	http://semshifts.iling-ran.ru/show-meaning.html?id=511	enemy	8	5882
Bulakh-2013-870-163	6a2c2ab6-7dc3-4ba5-947d-59f912a0cc1a	EQUAL	163	518	http://semshifts.iling-ran.ru/show-meaning.html?id=518	equal	3	6437
Bulakh-2013-870-164	7fe17fe3-826a-4c89-9b2d-154ab41db544	DEMON	164	530	http://semshifts.iling-ran.ru/show-meaning.html?id=530	evil spirit	5	915102
Bulakh-2013-870-165	6adb7ce5-7332-4ecd-a4b4-59e072020066	EXPENSIVE	165	534	http://semshifts.iling-ran.ru/show-meaning.html?id=534	expensive	6	6036
Bulakh-2013-870-166	95519ce3-89be-4eab-9d70-e4a66a14679a	EYE	166	537	http://semshifts.iling-ran.ru/show-meaning.html?id=537	eye	34	5511
Bulakh-2013-870-167	0c8b81cb-f9eb-43d8-bd2f-af5c3bdd6b98	EYEBROW	167	540	http://semshifts.iling-ran.ru/show-meaning.html?id=540	eyebrow	3	523726
Bulakh-2013-870-168	a3b8a438-ee30-447a-84a7-3a1b2b82cdb5	EYELASH	168	541	http://semshifts.iling-ran.ru/show-meaning.html?id=541	eyelash	4	637874
Bulakh-2013-870-169	447a703d-e302-4edb-ad36-14b05e9a6352	EYELID	169	542	http://semshifts.iling-ran.ru/show-meaning.html?id=542	eyelid	3	1046808
Bulakh-2013-870-170	2bd5d5d2-bb3c-40a8-9a64-3713ed15c97e	FACE	170	543	http://semshifts.iling-ran.ru/show-meaning.html?id=543	face	21	6410
Bulakh-2013-870-171	09a8cf56-f4a4-47b9-b046-c50aa4b4305c	FAECES	171	544	http://semshifts.iling-ran.ru/show-meaning.html?id=544	faeces	3	332125
Bulakh-2013-870-172	3d97c9fc-1e17-4d44-aca9-8de40e1dad9d	FAME	172	549	http://semshifts.iling-ran.ru/show-meaning.html?id=549	fame	3	367378
Bulakh-2013-870-173	9b06d7c3-00b9-420c-9afe-8b195cca6bbb	FAR	173	554	http://semshifts.iling-ran.ru/show-meaning.html?id=554	far away	3	5997
Bulakh-2013-870-174	896c6908-dee4-456f-ac0e-01e3391808e4	FAT, OBESE	174	557	http://semshifts.iling-ran.ru/show-meaning.html?id=557	fat (adj.)(of a person)	12	5619
Bulakh-2013-870-175	fac54f63-0aab-47ab-906f-89d577768a31	FATE	175	558	http://semshifts.iling-ran.ru/show-meaning.html?id=558	fate	6	695947
Bulakh-2013-870-176	f45ed6d6-5856-4358-a315-99f2acb875d2	DREADFUL	176	562	http://semshifts.iling-ran.ru/show-meaning.html?id=562	fearful, dreadful	5	1580946
Bulakh-2013-870-177	e68d0707-000c-40af-ab57-e0b3a02b23a3	FEATHER	177	564	http://semshifts.iling-ran.ru/show-meaning.html?id=564	feather	7	5436
Bulakh-2013-870-178	be505238-e30b-479e-bac1-f6177e4a9bcc	FIELD	178	574	http://semshifts.iling-ran.ru/show-meaning.html?id=574	field	3	1425
Bulakh-2013-870-179	80a865ef-1788-47d3-ad46-a8ac1a31945d	FIN	179	575	http://semshifts.iling-ran.ru/show-meaning.html?id=575	fin	3	1425624
Bulakh-2013-870-180	9626813a-f112-4159-8ada-7ec4d3afd71e	FINE	180	576	http://semshifts.iling-ran.ru/show-meaning.html?id=576	fine, powder-like	3	1444
Bulakh-2013-870-181	07baca1e-f270-4b3d-99f5-e16ff80d335d	RING	181	578	http://semshifts.iling-ran.ru/show-meaning.html?id=578	finger-ring	4	5931
Bulakh-2013-870-182	84fc0fdd-b842-4f6f-999c-30ad130def3c	FINGER	182	577	http://semshifts.iling-ran.ru/show-meaning.html?id=577	finger/toe	8	5675
	e11e01ff-4cc2-4481-af19-cf7605e4a440	TOE	182	577	http://semshifts.iling-ran.ru/show-meaning.html?id=577	finger/toe	8	5969
Bulakh-2013-870-183	411a173c-5b15-430d-bc25-7eed20d9ffe9	FIRE	183	579	http://semshifts.iling-ran.ru/show-meaning.html?id=579	fire	7	1446
Bulakh-2013-870-184	30c3f7b4-fe0f-4a14-868a-ffc5244d8dc3	HARD	184	584	http://semshifts.iling-ran.ru/show-meaning.html?id=584	firm, solid	12	8173
Bulakh-2013-870-185	1a537bf9-4171-436d-859e-73ff990ceabe	FLANK	185	590	http://semshifts.iling-ran.ru/show-meaning.html?id=590	flank (military)	3	1580954
Bulakh-2013-870-186	650011b6-1132-42d2-8dae-31b94c244b42	FLAT	186	591	http://semshifts.iling-ran.ru/show-meaning.html?id=591	flat (adj)	5	6680
Bulakh-2013-870-187	56f411e3-b368-42e6-9e6d-d83d0e319cad	FLEXIBLE	187	594	http://semshifts.iling-ran.ru/show-meaning.html?id=594	flexible	3	698784
Bulakh-2013-870-188	83d4d769-7b7a-4747-89b7-4e3903ac9bc9	FLOWER	188	596	http://semshifts.iling-ran.ru/show-meaning.html?id=596	flower	8	1487
Bulakh-2013-870-189	f945f522-609a-4dac-94f7-b8100abc4b07	FOAM	189	598	http://semshifts.iling-ran.ru/show-meaning.html?id=598	foam	3	7153
Bulakh-2013-870-190	273517d1-ccba-47a8-a78e-95196a0ef1c3	FOOD	190	600	http://semshifts.iling-ran.ru/show-meaning.html?id=600	food	5	1505
Bulakh-2013-870-191	6901e6fe-986a-458a-9f62-30f43db1ac7c	FOOL	191	601	http://semshifts.iling-ran.ru/show-meaning.html?id=601	fool	12	6049
Bulakh-2013-870-192	4287fc48-ffc7-47eb-b109-c271e11cb601	LEG	192	604	http://semshifts.iling-ran.ru/show-meaning.html?id=604	foot/leg	16	5665
	06cd62a9-8918-44a8-969c-0fe5dfecafef	FOOT	192	604	http://semshifts.iling-ran.ru/show-meaning.html?id=604	foot/leg	16	5672
Bulakh-2013-870-193	b984e37c-5f8f-40e5-9b30-e72420b65daf	FOOTPRINT	193	605	http://semshifts.iling-ran.ru/show-meaning.html?id=605	footprint, track	6	1510480
Bulakh-2013-870-194	49f934b5-6b37-4ce4-8376-0d11773586f1	FOREHEAD	194	607	http://semshifts.iling-ran.ru/show-meaning.html?id=607	forehead	11	1241509
Bulakh-2013-870-195	6025fa9d-f165-4a49-b70a-ecae871d14c6	FOREST	195	610	http://semshifts.iling-ran.ru/show-meaning.html?id=610	forest	6	1533
Bulakh-2013-870-196	d7e3bfa9-b6c2-45f2-ae9c-459bd8d5563e	FRECKLE	196	617	http://semshifts.iling-ran.ru/show-meaning.html?id=617	freckle	4	1580959
Bulakh-2013-870-197	9ec6b59e-395c-4c21-9d5a-c99902126a82	FREE OF CHARGE	197	619	http://semshifts.iling-ran.ru/show-meaning.html?id=619	free of charge	3	1262281
Bulakh-2013-870-198	aced31a2-df81-4e16-b1d9-0f1d35f5afd5	FRESH	198	621	http://semshifts.iling-ran.ru/show-meaning.html?id=621	fresh	5	1496751
Bulakh-2013-870-199	NAN		199	622	http://semshifts.iling-ran.ru/show-meaning.html?id=622	fresh (of water)	3	NAN
Bulakh-2013-870-200	025a9245-cb7c-44ba-88b6-3b5deae7407b	FRIEND	200	625	http://semshifts.iling-ran.ru/show-meaning.html?id=625	friend	9	5793
Bulakh-2013-870-201	76a48e38-75d0-442e-bd23-b3d8fb99cd44	FROG	201	628	http://semshifts.iling-ran.ru/show-meaning.html?id=628	frog	6	1570
Bulakh-2013-870-202	NAN		202	630	http://semshifts.iling-ran.ru/show-meaning.html?id=630	front part	9	NAN
Bulakh-2013-870-203	582c150b-fc4b-498f-9c99-d03e5a02c642	GARBAGE	203	641	http://semshifts.iling-ran.ru/show-meaning.html?id=641	garbage	4	387223
Bulakh-2013-870-204	56d4a64f-64d4-4471-9174-15f5200972ab	GENTITALIA	204	648	http://semshifts.iling-ran.ru/show-meaning.html?id=648	genitalia	8	1406712
Bulakh-2013-870-205	2afe8471-aa4a-4ebf-9ef9-ac9d9ea9c62a	TRUE	205	649	http://semshifts.iling-ran.ru/show-meaning.html?id=649	genuine, true	3	6816
Bulakh-2013-870-206	d780062e-6344-44f1-b571-31c3650b510d	GIPSY	206	653	http://semshifts.iling-ran.ru/show-meaning.html?id=653	Gipsy, Gypsy	4	1581331
Bulakh-2013-870-207	a336c0da-b3aa-4011-a4a4-a24c173826c9	GIRL	207	655	http://semshifts.iling-ran.ru/show-meaning.html?id=655	girl	11	6752
Bulakh-2013-870-208	d32bc21a-851e-4bcc-85b4-d29816d5dc3d	HAPPY	208	656	http://semshifts.iling-ran.ru/show-meaning.html?id=656	glad	3	6246
Bulakh-2013-870-209	ff20b2f0-eaf2-4c4d-bc56-3b27897f4637	GLASS	209	657	http://semshifts.iling-ran.ru/show-meaning.html?id=657	glass (material)	3	1656
Bulakh-2013-870-210	196763b2-910d-4a14-a58b-809fccac92e6	GLOOMY	210	659	http://semshifts.iling-ran.ru/show-meaning.html?id=659	gloomy	3	639520
Bulakh-2013-870-211	594fee3f-b7c0-40fe-ab77-214263ecd6bd	GLUTTON	211	660	http://semshifts.iling-ran.ru/show-meaning.html?id=660	glutton	5	1581337
Bulakh-2013-870-212	6ef8db07-3333-4620-98df-4e01360fef5d	GOAT	212	663	http://semshifts.iling-ran.ru/show-meaning.html?id=663	goat	3	6257
Bulakh-2013-870-213	2596ece7-8292-4199-9ac6-b97d6b7bc185	GOD	213	664	http://semshifts.iling-ran.ru/show-meaning.html?id=664	god	3	871639
Bulakh-2013-870-214	c3c1afa5-4e60-46b9-a7c4-3ee457f9756c	GOLD	214	665	http://semshifts.iling-ran.ru/show-meaning.html?id=665	gold	3	5912
Bulakh-2013-870-215	dc23b880-fa9e-4de3-80f0-26e820eac36c	GOOD	215	668	http://semshifts.iling-ran.ru/show-meaning.html?id=668	good	18	443659
Bulakh-2013-870-216	cd970c10-b57f-4709-ab58-9486d0b97ca2	GRAIN	216	672	http://semshifts.iling-ran.ru/show-meaning.html?id=672	grain, seed	4	1674
	32125c3f-70f1-43ed-9663-99b913c1ae4b	SEED	216	672	http://semshifts.iling-ran.ru/show-meaning.html?id=672	grain, seed	4	3361
Bulakh-2013-870-217	b7e91ed8-f639-4cbf-b761-ea45075e90f7	GRASS	217	676	http://semshifts.iling-ran.ru/show-meaning.html?id=676	grass	4	1675
Bulakh-2013-870-218	08601608-6f84-43e9-9710-a376af8f79ee	GREASY	218	679	http://semshifts.iling-ran.ru/show-meaning.html?id=679	greasy	4	413848
Bulakh-2013-870-219	f64834ef-66dd-421c-ab1e-e846e914fd1e	GREEDY	219	683	http://semshifts.iling-ran.ru/show-meaning.html?id=683	greedy	11	983313
Bulakh-2013-870-220	4ed1a34f-fbdf-477a-bc41-e7a760756516	GREEN	220	684	http://semshifts.iling-ran.ru/show-meaning.html?id=684	green	11	6032
Bulakh-2013-870-221	68b40a38-6883-4362-ac34-b4225888e842	GREY	221	685	http://semshifts.iling-ran.ru/show-meaning.html?id=685	grey	5	1325782
Bulakh-2013-870-222	5b7413ae-7090-4ac1-adab-8b6b72f2c2b7	GUEST	222	689	http://semshifts.iling-ran.ru/show-meaning.html?id=689	guest	4	7254
Bulakh-2013-870-223	e908ac7d-9a07-460b-9798-2e4cf0a05e05	GULF	223	693	http://semshifts.iling-ran.ru/show-meaning.html?id=693	gulf	3	1702
Bulakh-2013-870-224	72b06138-874e-4276-b208-cb2a9d1e69c4	HAIL	224	696	http://semshifts.iling-ran.ru/show-meaning.html?id=696	hail	5	1707
Bulakh-2013-870-225	680c0e51-ffd9-4f1e-8922-79573f551a0d	HAIR	225	697	http://semshifts.iling-ran.ru/show-meaning.html?id=697	hair	7	446278
Bulakh-2013-870-226	2dd51808-bdfd-4f54-b3fd-8379b3728b62	HAND	226	701	http://semshifts.iling-ran.ru/show-meaning.html?id=701	hand/arm	22	5616
	bd32f65c-1521-4c5d-a925-e9e20fa3fc5d	ARM	226	701	http://semshifts.iling-ran.ru/show-meaning.html?id=701	hand/arm	22	6894
Bulakh-2013-870-227	0a3ce902-3798-4a78-87f6-072c39a647ce	HANDLE	227	703	http://semshifts.iling-ran.ru/show-meaning.html?id=703	handle, gripe	3	5524
Bulakh-2013-870-228	c148cb04-2c37-425c-9394-a83f95bc61c8	GOOD LUCK	228	705	http://semshifts.iling-ran.ru/show-meaning.html?id=705	happiness, luck	4	336810
Bulakh-2013-870-229	30c3f7b4-fe0f-4a14-868a-ffc5244d8dc3	HARD	229	708	http://semshifts.iling-ran.ru/show-meaning.html?id=708	hard, solid	13	8173
Bulakh-2013-870-230	c1b22aae-d1d4-412c-b33f-f79b329f8df1	HARE	230	709	http://semshifts.iling-ran.ru/show-meaning.html?id=709	hare (Lepus)	9	535092
Bulakh-2013-870-231	1781aedc-7edc-4901-a4fa-a69f5815d83e	HARVEST	231	710	http://semshifts.iling-ran.ru/show-meaning.html?id=710	harvest	4	1722
Bulakh-2013-870-232	a5f60471-5583-4728-b36f-4da348162be1	HAWTHORN	232	714	http://semshifts.iling-ran.ru/show-meaning.html?id=714	hawthorn	3	518485
Bulakh-2013-870-233	335a32cf-241b-4aec-89a3-addb2c4f3d15	HEAD	233	716	http://semshifts.iling-ran.ru/show-meaning.html?id=716	head	26	5527
Bulakh-2013-870-234	7f5d8399-5cd7-4e34-8259-97b3033fe39f	HEALTHY	234	721	http://semshifts.iling-ran.ru/show-meaning.html?id=721	healthy	13	5901
Bulakh-2013-870-235	81d67aed-f7a8-465a-b815-33c82c179698	HEART	235	724	http://semshifts.iling-ran.ru/show-meaning.html?id=724	heart	13	5475
Bulakh-2013-870-236	c336dd09-f84c-4e38-81f0-453e9504d385	HEAT	236	725	http://semshifts.iling-ran.ru/show-meaning.html?id=725	heat	3	1746
Bulakh-2013-870-237	3e90f871-f3f7-4ad0-8c98-7099457bbb50	HEAVY	237	728	http://semshifts.iling-ran.ru/show-meaning.html?id=728	heavy (of weight)	16	5451
Bulakh-2013-870-238	cbb38016-e06f-4116-b43e-115e35477dbd	HEDGEHOG	238	729	http://semshifts.iling-ran.ru/show-meaning.html?id=729	hedgehog (Еrinaceus)	4	736222
Bulakh-2013-870-239	077739e6-78a0-4668-ae15-c46e2a818d96	HEEL	239	730	http://semshifts.iling-ran.ru/show-meaning.html?id=730	heel (of a foot)	7	422122
Bulakh-2013-870-240	2efb0226-bad4-4c69-a554-8827d5dad154	HELL	240	733	http://semshifts.iling-ran.ru/show-meaning.html?id=733	hell	6	372550
Bulakh-2013-870-241	dd8be54e-5e14-4c38-ac92-d842aa37b78d	HIGH	241	744	http://semshifts.iling-ran.ru/show-meaning.html?id=744	high (location)	3	5562
Bulakh-2013-870-242	ea90fcac-492d-4c91-b884-61319a4f49b9	TALL	242	745	http://semshifts.iling-ran.ru/show-meaning.html?id=745	high (size)	7	335942
Bulakh-2013-870-243	55934685-b492-4530-a4b1-6cd63cfb6b1d	HILL	243	747	http://semshifts.iling-ran.ru/show-meaning.html?id=747	hill	11	1772
Bulakh-2013-870-244	03a6cad6-6906-4b15-ade8-58ac68be2a0d	HONEST	244	752	http://semshifts.iling-ran.ru/show-meaning.html?id=752	honest	7	486712
Bulakh-2013-870-245	a1e2826b-674b-4754-ab82-b2b6cd2ec57d	HOOF	245	758	http://semshifts.iling-ran.ru/show-meaning.html?id=758	hoof	4	1325252
Bulakh-2013-870-246	43f35ebb-efc7-4cb8-9aa9-46df741b28c2	HORN, KERATINIZED SKIN	246	761	http://semshifts.iling-ran.ru/show-meaning.html?id=761	horn	7	5981
Bulakh-2013-870-247	84fe3371-d7a4-46d0-a8f3-a3c87ffb8154	HORSE	247	764	http://semshifts.iling-ran.ru/show-meaning.html?id=764	horse (Equus caballus)	4	1780
Bulakh-2013-870-248	NAN		248	767	http://semshifts.iling-ran.ru/show-meaning.html?id=767	horsetail	3	NAN
Bulakh-2013-870-249	5e41f213-0149-4db9-8de4-34f9df4edb42	HOT	249	770	http://semshifts.iling-ran.ru/show-meaning.html?id=770	hot	16	5637
Bulakh-2013-870-250	6792e86a-6c0d-4944-987c-2df545a94ef4	HOUSE	250	775	http://semshifts.iling-ran.ru/show-meaning.html?id=775	house	8	5517
Bulakh-2013-870-251	bdce47d8-027e-4a66-a7ec-0b1851c74049	CHARACTER	251	777	http://semshifts.iling-ran.ru/show-meaning.html?id=777	human temper, character	3	439341
Bulakh-2013-870-252	52b48e17-f2e8-4763-ba6b-7e3312333b25	HUMP	252	779	http://semshifts.iling-ran.ru/show-meaning.html?id=779	hump (of a person or camel)	4	1581343
Bulakh-2013-870-253	89d402d6-bf71-4f5d-bb91-3cae481c5464	HUSBAND	253	784	http://semshifts.iling-ran.ru/show-meaning.html?id=784	husband	5	5432
Bulakh-2013-870-254	425acfcd-ddfd-4815-9e64-48a7072fff73	HYENA	254	786	http://semshifts.iling-ran.ru/show-meaning.html?id=786	hyena	3	736876
Bulakh-2013-870-255	a0a8d029-f97f-4bd3-a75b-d2af5b4e6a78	IMPORTANT	255	800	http://semshifts.iling-ran.ru/show-meaning.html?id=800	important	3	5634
Bulakh-2013-870-256	57f55ae7-5caa-40be-8dc8-641d86189295	IN VAIN	256	803	http://semshifts.iling-ran.ru/show-meaning.html?id=803	in vain	5	714063
Bulakh-2013-870-257	51cfd0cc-a004-472a-9e9b-9f3e8cd202d2	INCLINATION	257	804	http://semshifts.iling-ran.ru/show-meaning.html?id=804	inclination to smth	4	392007
Bulakh-2013-870-258	05355c0c-71c1-4836-a30d-503c5018d14e	INFLATED	258	811	http://semshifts.iling-ran.ru/show-meaning.html?id=811	inflated	3	1581347
Bulakh-2013-870-259	e4a221e1-df4c-4409-bf26-3bf182525625	INSECT	259	817	http://semshifts.iling-ran.ru/show-meaning.html?id=817	insect	3	1959
Bulakh-2013-870-260	c6d09660-b13c-4ad1-a16b-e965084b8bce	INSIDE	260	818	http://semshifts.iling-ran.ru/show-meaning.html?id=818	inside	3	6571
Bulakh-2013-870-261	798f323a-c80f-4bf6-879f-2ff7d755f027	TOOL	261	820	http://semshifts.iling-ran.ru/show-meaning.html?id=820	instrument, tool	3	5894
Bulakh-2013-870-262	3c9624f4-cb1c-4926-8d73-fcf722ee598d	INTACT	262	823	http://semshifts.iling-ran.ru/show-meaning.html?id=823	intact	3	1444665
Bulakh-2013-870-263	8a6d7011-7deb-4359-91c6-dff669d29874	IRON	263	829	http://semshifts.iling-ran.ru/show-meaning.html?id=829	iron	8	2024
Bulakh-2013-870-264	7b193bec-e77f-4811-81c6-410345151eb5	JACK	264	834	http://semshifts.iling-ran.ru/show-meaning.html?id=834	Jack (playing card)	3	1103893
Bulakh-2013-870-265	a800213e-b90a-4804-92ac-2a5630cff5b0	JAW	265	838	http://semshifts.iling-ran.ru/show-meaning.html?id=838	jaw	4	348120
Bulakh-2013-870-266	b86fa112-2567-4882-aa8c-d687db8ead70	JOINT	266	842	http://semshifts.iling-ran.ru/show-meaning.html?id=842	joint, articulation	3	430011
Bulakh-2013-870-267	46aa9a9c-1260-4b62-b926-b0d99c166bbd	KEEN	267	849	http://semshifts.iling-ran.ru/show-meaning.html?id=849	keen (of senses)	3	1085146
Bulakh-2013-870-268	dc0a1a28-0560-4fa1-a13b-12f1195c4b52	KEY	268	850	http://semshifts.iling-ran.ru/show-meaning.html?id=850	key (of a door)	3	6149
Bulakh-2013-870-269	ffa6f239-83ce-46b4-9f2f-6467eed1f897	KIND (2)	269	852	http://semshifts.iling-ran.ru/show-meaning.html?id=852	kind (n.)	5	359363
Bulakh-2013-870-270	d3b8d8c7-f042-4a33-9036-7c258225932c	KIND (1)	270	853	http://semshifts.iling-ran.ru/show-meaning.html?id=853	kind, good-hearted	3	159058
Bulakh-2013-870-271	3902ffeb-e290-4791-a373-7d1c320121f1	KNEE	271	856	http://semshifts.iling-ran.ru/show-meaning.html?id=856	knee	8	5918
Bulakh-2013-870-272	ce661917-9b6e-4bd4-9f76-7c097e31220a	KNOT	272	858	http://semshifts.iling-ran.ru/show-meaning.html?id=858	knot	4	342406
Bulakh-2013-870-273	e0cd5c3b-3f6b-4da2-9d2b-334090d6ad30	LAND	273	862	http://semshifts.iling-ran.ru/show-meaning.html?id=862	land (vs. sea)	3	2063
Bulakh-2013-870-274	caa1e0f5-d8a8-4346-a276-4046cb72f1f0	LAVISH	274	871	http://semshifts.iling-ran.ru/show-meaning.html?id=871	lavish	3	1450635
Bulakh-2013-870-275	606c9068-4d0c-4bdf-b901-c8e9dd3de312	LAZY	275	874	http://semshifts.iling-ran.ru/show-meaning.html?id=874	lazy	5	6424
Bulakh-2013-870-276	83e12824-0077-4b20-a7b4-929ea6afe754	LEAD, CHEMICAL ELEMENT	276	876	http://semshifts.iling-ran.ru/show-meaning.html?id=876	lead, plumbum	3	2119
Bulakh-2013-870-277	e762f6b4-988c-40bf-81e3-f116cf2ee61c	LEAF	277	877	http://semshifts.iling-ran.ru/show-meaning.html?id=877	leaf	11	2124
Bulakh-2013-870-278	eb6a5862-e442-43ce-8511-6b401644e21c	THIN	278	879	http://semshifts.iling-ran.ru/show-meaning.html?id=879	lean	7	5990
Bulakh-2013-870-279	7d4d1ef2-b4e0-4efd-9bb3-c28fcc77ad79	LEFT	279	882	http://semshifts.iling-ran.ru/show-meaning.html?id=882	left	13	1499731
Bulakh-2013-870-280	9252f084-a1ba-45c4-9881-56d517debeb7	LIGHT RADIATION	280	890	http://semshifts.iling-ran.ru/show-meaning.html?id=890	light (n.)	4	2158
Bulakh-2013-870-281	f580cfee-4693-4f3f-be82-36f0eac2c269	LIGHT WEIGHT	281	891	http://semshifts.iling-ran.ru/show-meaning.html?id=891	light (of weight)	9	452743
Bulakh-2013-870-282	4e522e36-4e35-4460-89a0-2ff03c7f0acf	LIGHT COLOR	282	892	http://semshifts.iling-ran.ru/show-meaning.html?id=892	light, bright	11	1502678
	adb60aee-020f-4e8d-abca-19ea0d2bcd35	BRIGHT	282	892	http://semshifts.iling-ran.ru/show-meaning.html?id=892	light, bright	11	333539
Bulakh-2013-870-283	322cfdc7-4d15-4322-a6ce-814dba2bbd45	LIGHTNING	283	895	http://semshifts.iling-ran.ru/show-meaning.html?id=895	lightning	6	6811
Bulakh-2013-870-284	e279604d-9c72-4639-9c08-730365cea5a9	LION	284	899	http://semshifts.iling-ran.ru/show-meaning.html?id=899	lion (Panthera leo)	6	5961
Bulakh-2013-870-285	67e84fe8-47be-405e-8033-ae3eef98ed51	LIP	285	900	http://semshifts.iling-ran.ru/show-meaning.html?id=900	lip	6	154710
Bulakh-2013-870-286	173bd58b-00eb-46dc-b516-f8303d0e49cc	LIQUID	286	902	http://semshifts.iling-ran.ru/show-meaning.html?id=902	liquid (adj.)	5	1108224
Bulakh-2013-870-287	757b999e-883b-4de8-b6a0-742d2475196b	SMALL	287	906	http://semshifts.iling-ran.ru/show-meaning.html?id=906	little, small	16	5509
Bulakh-2013-870-288	4c757d6a-cabe-4007-b67d-796b5b669d54	LIVER	288	907	http://semshifts.iling-ran.ru/show-meaning.html?id=907	liver	4	5476
Bulakh-2013-870-289	NAN		289	910	http://semshifts.iling-ran.ru/show-meaning.html?id=910	location of emotions	5	NAN
Bulakh-2013-870-290	2d121c0f-d5e7-484a-b96c-2304b89ceff6	LOIN	290	914	http://semshifts.iling-ran.ru/show-meaning.html?id=914	loins	6	1398982
Bulakh-2013-870-291	6ade2c20-59ff-4009-bf6b-abe14a443f76	FOR A LONG TIME	291	915	http://semshifts.iling-ran.ru/show-meaning.html?id=915	long (period of time)	3	1527216
Bulakh-2013-870-292	8f5d5298-0b47-4877-a522-bdd368d1a3f6	LONG	292	916	http://semshifts.iling-ran.ru/show-meaning.html?id=916	long (size)	5	5438
Bulakh-2013-870-293	beb19a8d-219e-4b38-a20e-f34f50bda0f5	LONG AGO	293	918	http://semshifts.iling-ran.ru/show-meaning.html?id=918	long ago	6	1511039
Bulakh-2013-870-294	402bb74b-19fa-42fa-98dd-c8f5d3653310	APPEARANCE	294	921	http://semshifts.iling-ran.ru/show-meaning.html?id=921	look (n.)	3	434826
Bulakh-2013-870-295	151fde90-7477-4ed7-bc98-f30f4a6931f6	LOUD	295	925	http://semshifts.iling-ran.ru/show-meaning.html?id=925	loud	8	1511054
Bulakh-2013-870-296	d3b8d8c7-f042-4a33-9036-7c258225932c	KIND (1)	296	928	http://semshifts.iling-ran.ru/show-meaning.html?id=928	lovely	5	159058
Bulakh-2013-870-297	59095e99-acff-47c0-99af-0c989ddde566	LOW	297	930	http://semshifts.iling-ran.ru/show-meaning.html?id=930	low (location)	12	336887
Bulakh-2013-870-298	b0215013-82dc-4aa7-98ab-96d517613847	LOW VOICE	298	931	http://semshifts.iling-ran.ru/show-meaning.html?id=931	low (of voice)	3	1581352
Bulakh-2013-870-299	59095e99-acff-47c0-99af-0c989ddde566	LOW	299	932	http://semshifts.iling-ran.ru/show-meaning.html?id=932	low (size)	3	336887
Bulakh-2013-870-300	NAN		300	933	http://semshifts.iling-ran.ru/show-meaning.html?id=933	lower part	9	NAN
Bulakh-2013-870-301	6020200c-4321-474e-9cc7-afe2860f54e7	LUNG	301	935	http://semshifts.iling-ran.ru/show-meaning.html?id=935	lung	4	334158
Bulakh-2013-870-302	b6f89152-cb5b-499f-a664-18c80b8a5d4c	MAD	302	937	http://semshifts.iling-ran.ru/show-meaning.html?id=937	mad	8	833779
Bulakh-2013-870-303	8715a6d3-a8b7-4e10-815f-ee44368d0bb1	MAIN	303	939	http://semshifts.iling-ran.ru/show-meaning.html?id=939	main	3	467005
Bulakh-2013-870-304	b05994fd-36af-44e5-9193-c515ae1bc5d2	MAN	304	941	http://semshifts.iling-ran.ru/show-meaning.html?id=941	man	6	6397
Bulakh-2013-870-305	11465778-b909-49e8-9e86-9753b2e2e2be	MANE	305	943	http://semshifts.iling-ran.ru/show-meaning.html?id=943	mane	3	8446
Bulakh-2013-870-306	e949b978-77bf-4d55-b862-d4920c89259e	MANNER	306	946	http://semshifts.iling-ran.ru/show-meaning.html?id=946	manner, way	4	155620
Bulakh-2013-870-307	1bab3615-7fa1-4a5c-9f4d-6ece5c9a7a88	MEAT	307	967	http://semshifts.iling-ran.ru/show-meaning.html?id=967	meat	4	2300
Bulakh-2013-870-308	3fdc04fe-1ca4-4da5-ab82-0a12b7e114d2	GENTLE	308	970	http://semshifts.iling-ran.ru/show-meaning.html?id=970	meek	3	888805
