ID	NUMBER	GERMAN	NEL_ID	LGC	LGC_SD	INF	RANKING_VALUE	RANK	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOSS
Dellert-2018-1016-1	1	Auge	Auge::N	0.401255924849227	0.100744070719519	9.6107121547787	0.599940883113566	19	1248	EYE	Auge
Dellert-2018-1016-2	2	Ohr	Ohr::N	0.441485029827663	0.087609895670326	10.294518635629	0.632115336718	28	1247	EAR	Ohr
Dellert-2018-1016-3	3	Nase	Nase::N	0.431394127511238	0.081879006381895	10.5302352641752	0.664768811657409	40	1221	NOSE	Nase
Dellert-2018-1016-4	4	Mund	Mund::N	0.241387497166592	0.125792030581319	9.75765092504818	0.758516345054885	118	674	MOUTH	Mund
Dellert-2018-1016-5	5	Zahn	Zahn::N	0.382004706140331	0.094491133834687	9.99391410435182	0.655587174908884	35	1380	TOOTH	Zahn
Dellert-2018-1016-6	6	Zunge	Zunge::N	0.410418268384912	0.122557624070603	11.0839860487786	0.739022163331436	102	1205	TONGUE	Zunge
Dellert-2018-1016-7	7	Lippe	Lippe::N	0.30572274194026	0.126289936595548	12.0081692888211	0.925666461135876	380	478	LIP	Lippe
Dellert-2018-1016-8	8	Wange	Wange::N	0.246364255140057	0.109028012464375	12.2972208872488	1.00799425909882	566	1730	CHEEK	Wange
Dellert-2018-1016-9	9	Gesicht	Gesicht::N	0.189838991026276	0.108578331203543	11.5390400233472	0.983048910411076	511	1560	FACE	Gesicht
Dellert-2018-1016-10	10	Stirn	Stirn::N	0.241617465626852	0.135166442257429	11.7552425471876	0.958068535654594	455	123	FOREHEAD	Stirn
Dellert-2018-1016-11	11	Haar	Haar::N	0.36012657060098	0.113856855967223	10.7356617982513	0.749452266284246	111	1040	HAIR	Haar
Dellert-2018-1016-12	12	Schnurrbart	Schnurrbart::N	0.200811838739775	0.114840818112871	15.3997128411302	1.35924062924722	964	1165	MOUSTACHE	Schnurrbart
Dellert-2018-1016-13	13	Bart	Bart::N	0.404657189762849	0.093482877391461	12.4377091589541	0.879579445108848	283	678	BEARD	Bart
Dellert-2018-1016-14	14	Kinn	Kinn::N	0.247563723453956	0.115288041923574	12.4228919684685	1.01948184573829	595	1510	CHIN	Kinn
Dellert-2018-1016-15	15	Kiefer[Anatomie]	Kiefer[Anatomie]::N	0.331061258013588	0.114719008103631	13.8710818296235	1.08915305075012	736	798	JAW	Kiefer[Anatomie]
Dellert-2018-1016-16	16	Kehle	Kehle::N	0.313848936781513	0.096876184291901	12.3232528758811	0.949861244484753	439	1346	THROAT	Kehle
Dellert-2018-1016-17	17	Hals	Hals::N	0.257673580022069	0.129379569040825	11.0057211059647	0.868665888576603	262	1333	NECK	Hals
Dellert-2018-1016-18	18	Genick	Genick::N	0.322582308800067	0.085226414844313	13.3120200107915	1.04087792315908	648	1347	NAPE (OF NECK)	Genick
Dellert-2018-1016-19	19	Kopf	Kopf::N	0.481098372042006	0.08980825748693	9.60494993314348	0.527506458476543	8	1256	HEAD	Kopf
Dellert-2018-1016-20	20	Rücken	Rücken::N	0.279988954588039	0.113816371324272	11.4914899408202	0.897158934952782	314	1291	BACK	Rücken
Dellert-2018-1016-21	21	Bauch	Bauch::N	0.318630061169583	0.094757584115013	11.1123371223983	0.824466657187207	200	1251	BELLY	Bauch
Dellert-2018-1016-22	22	Nabel	Nabel::N	0.415111775920883	0.109423636843503	12.802243604399	0.906623762111102	336	1838	NAVEL	Nabel
Dellert-2018-1016-23	23	Busen	Busen::N	0.286625433964274	0.114168905521282	11.5881519562027	0.90085230505242	320	1402	BREAST	Busen
Dellert-2018-1016-24	24	Brust	Brust::N	0.489832577420404	0.093955493710535	11.5345242706411	0.712603107385743	75	1592	CHEST	Brust
Dellert-2018-1016-25	25	Schulter	Schulter::N	0.303570891854139	0.113756429701584	12.2039485431344	0.947181051644712	435	1482	SHOULDER	Schulter
Dellert-2018-1016-26	26	Arm	Arm::N	0.384375097301592	0.113970192205054	10.3983774510076	0.693900157529323	54	1673	ARM	Arm
Dellert-2018-1016-27	27	Ellenbogen	Ellenbogen::N	0.370591932368465	0.104614816742376	14.9672507106593	1.16319233193431	846	981	ELBOW	Ellenbogen
Dellert-2018-1016-28	28	Hand	Hand::N	0.341206926867759	0.1073151830654	10.087038148732	0.701617580692213	60	1277	HAND	Hand
Dellert-2018-1016-29	29	Handfläche	Handfläche::N	0.406153918065328	0.11133917574303	14.7665715362333	1.11111862736454	765	1183	PALM OF HAND	Handfläche
Dellert-2018-1016-30	30	Finger	Finger::N	0.405264588497397	0.119964600530775	11.6603930978559	0.801301180137928	170	1303	FINGER	Finger
Dellert-2018-1016-31	31	Fingernagel	Fingernagel::N	0.451989685269781	0.095738768711637	12.5448462794468	0.847693911201881	234	1258	FINGERNAIL	Fingernagel
Dellert-2018-1016-32	32	Nagel[Anatomie]	Nagel[Anatomie]::N	0.483957927993322	0.088508475682937	10.9471393412282	0.659151798928828	37	1896	FINGERNAIL OR TOENAIL	Nagel[Anatomie]
Dellert-2018-1016-33	33	Zeh	Zeh::N	0.303936129629587	0.124756153322898	16.4960358131306	1.37606106464643	973	1389	TOE	Zeh
Dellert-2018-1016-34	34	Fuß	Fuß::N	0.381907326849069	0.099015547444664	10.8572769496076	0.742011100796594	104	1301	FOOT	Fuß
Dellert-2018-1016-35	35	Ferse	Ferse::N	0.362457985686956	0.099968868414286	12.6320546217221	0.936993275053951	413	980	HEEL	Ferse
Dellert-2018-1016-36	36	Knie	Knie::N	0.44396984777429	0.101174024635474	12.1609218672243	0.816519323725574	190	1371	KNEE	Knie
Dellert-2018-1016-37	37	Oberschenkel	Oberschenkel::N	0.269934337027324	0.114996815419875	12.527943525619	1.00985344923731	571	471	UPPER LEG (THIGH)	Oberschenkel
Dellert-2018-1016-38	38	Bein	Bein::N	0.37383522292299	0.121975692479651	9.93275899110357	0.656824198479666	36	1297	LEG	Bein
Dellert-2018-1016-39	39	Körper	Körper::N	0.264572764636423	0.114956094556093	11.4408934468236	0.905973856509581	334	1480	BODY	Körper
Dellert-2018-1016-40	40	Haut	Haut::N	0.382300117184006	0.105245045334626	10.7484945434304	0.730779348877438	97	763	SKIN	Haut
Dellert-2018-1016-41	41	Blut	Blut::N	0.383002269519126	0.097581187972207	9.58244627286667	0.613542584719453	22	946	BLOOD	Blut
Dellert-2018-1016-42	42	Ader	Ader::N	0.401599113279802	0.094571624538769	12.054912096033	0.844052007651482	227	1924	VEIN	Ader
Dellert-2018-1016-43	43	Sehne	Sehne::N	0.234180792419455	0.104457420921543	12.6359460691016	1.05283189373265	670	1137	TENDON	Sehne
Dellert-2018-1016-44	44	Knochen	Knochen::N	0.402010562613276	0.097047583979783	10.6790938959243	0.706099883240486	66	1394	BONE	Knochen
Dellert-2018-1016-45	45	Gehirn	Gehirn::N	0.26868809711804	0.123876323683697	12.7097423292878	1.02915494552255	626	1583	BRAIN	Gehirn
Dellert-2018-1016-46	46	Herz	Herz::N	0.443152573699037	0.088482164330698	11.2120633984482	0.722369023515691	87	1223	HEART	Herz
Dellert-2018-1016-47	47	Magen	Magen::N	0.3898514573881	0.078400343871186	13.4936536861045	0.998499056961164	545	819	STOMACH	Magen
Dellert-2018-1016-48	48	Leber	Leber::N	0.365489451828668	0.097303396986293	11.83476838343	0.854536331697198	249	1224	LIVER	Leber
Dellert-2018-1016-49	49	Atem	Atem::N	0.291175848149111	0.119123246866445	13.4301273161089	1.08095446827669	722	870	BREATH	Atem
Dellert-2018-1016-50	50	Hunger	Hunger::N	0.40982138023893	0.123293572953424	12.6444390282474	0.8956046606097	311	1864	HUNGER	Hunger
Dellert-2018-1016-51	51	Träne	Träne::N	0.427274262830574	0.09491515449133	13.8605151308784	1.00150467654032	552	1651	TEAR (OF EYE)	Träne
Dellert-2018-1016-52	52	Geschmack	Geschmack::N	0.338093926597451	0.104543032947396	11.7538874581406	0.871104211876357	267	2190	TASTE	Geschmack
Dellert-2018-1016-53	53	Geruch	Geruch::N	0.177303278020431	0.117726612937455	10.619911167316	0.902418166513208	324	3704	ODOR (SMELL)	Geruch
Dellert-2018-1016-54	54	Schlaf	Schlaf::N	0.358851717262828	0.105573288316697	10.7607243965696	0.753105894120419	115	2972	SLEEP (STATE)	Schlaf
Dellert-2018-1016-55	55	Traum	Traum::N	0.478713642942138	0.096857787260777	11.8348367209929	0.752641393451361	114	2374	DREAM	Traum
Dellert-2018-1016-56	56	Himmel	Himmel::N	0.397131333887581	0.101544990833831	11.5851605980183	0.80109785930301	169	1732	SKY	Himmel
Dellert-2018-1016-57	57	Sonne	Sonne::N	0.414012924050412	0.089469372536033	10.9797494441478	0.725363312769412	90	1343	SUN	Sonne
Dellert-2018-1016-58	58	Mond	Mond::N	0.341503020365019	0.121181998490298	10.7357910607409	0.76622638774557	129	1313	MOON	Mond
Dellert-2018-1016-59	59	Stern	Stern::N	0.347478343819974	0.096929419668401	12.7638451393975	0.963654004501773	472	1430	STAR	Stern
Dellert-2018-1016-60	60	Luft	Luft::N	0.116320785259368	0.129826512032921	11.4968272062291	1.04499401388948	658	27	AIR	Luft
Dellert-2018-1016-61	61	Wind	Wind::N	0.444948053204816	0.109164584786426	10.6739126639723	0.666938018512897	43	960	WIND	Wind
Dellert-2018-1016-62	62	Welle	Welle::N	0.31567842663928	0.094156170056432	11.6607502131512	0.881964437339766	290	978	WAVE	Welle
Dellert-2018-1016-63	63	Wasser	Wasser::N	0.43032243683375	0.081557538875033	8.950806437425	0.507790450592125	5	948	WATER	Wasser
Dellert-2018-1016-64	64	Stein	Stein::N	0.456490717543677	0.104649555734847	10.7689313818018	0.666051492390867	41	857	STONE	Stein
Dellert-2018-1016-65	65	Boden	Boden::N	0.235234194540804	0.117055878556693	10.5300730033235	0.841296525245625	222	2159	GROUND	Boden
Dellert-2018-1016-66	66	Erde	Erde::N	0.387678378066192	0.106330200289476	10.5726016057268	0.70834962031311	69	1228	EARTH (SOIL)	Erde
Dellert-2018-1016-67	67	Staub	Staub::N	0.272872393899848	0.121467501343717	11.8264773439974	0.93706257988988	414	2	DUST	Staub
Dellert-2018-1016-68	68	Rauch	Rauch::N	0.382801383920578	0.09992005221329	10.5480519042561	0.710283944897094	73	778	SMOKE (EXHAUST)	Rauch
Dellert-2018-1016-69	69	Funke	Funke::N	0.33991734694736	0.12286695431449	14.1911431189886	1.11318869964624	767	518	SPARK	Funke
Dellert-2018-1016-70	70	Feuer	Feuer::N	0.346811933146841	0.10165409517097	9.64135388496429	0.652004648664271	33	221	FIRE	Feuer
Dellert-2018-1016-71	71	Licht	Licht::N	0.318822606547517	0.118969694881926	11.3328411631458	0.846343770421818	231	630	LIGHT (RADIATION)	Licht
Dellert-2018-1016-72	72	Schatten	Schatten::N	0.297994892435538	0.137199133737812	12.5208407863683	0.983888675444845	513	1388	SHADE	Schatten
Dellert-2018-1016-73	73	Wetter	Wetter::N	0.160355093748528	0.135478400681887	13.001029601	1.15578337572632	835	952	WEATHER	Wetter
Dellert-2018-1016-74	74	Nebel	Nebel::N	0.333309400828058	0.094919512168796	12.4260424737372	0.942625786628467	421	249	FOG	Nebel
Dellert-2018-1016-75	75	Wolke	Wolke::N	0.36150940544572	0.1095710557338	12.0018609727034	0.874827632369193	271	1489	CLOUD	Wolke
Dellert-2018-1016-76	76	Regen	Regen::N	0.386294910822012	0.104698529847464	11.1205751649159	0.764392096751782	125	658	RAIN (PRECIPITATION)	Regen
Dellert-2018-1016-77	77	Schnee	Schnee::N	0.394855803274255	0.112201461891496	10.5661271245559	0.701242489508756	59	784	SNOW	Schnee
Dellert-2018-1016-78	78	Eis	Eis::N	0.424416285814723	0.098308488999375	10.130879197417	0.631113262508445	27	617	ICE	Eis
Dellert-2018-1016-79	79	Frost	Frost::N	0.294076717032731	0.134927108024487	12.3460904462333	0.969939999293875	486	2034	FROST	Frost
Dellert-2018-1016-80	80	Kälte	Kälte::N	0.293621970611153	0.114023904990217	11.9425711442879	0.929997340878752	394	2932	COLD (CHILL)	Kälte
Dellert-2018-1016-81	81	Hitze	Hitze::N	0.209475886108473	0.103462713754784	12.13977127864	1.02544883036637	613	612	HEAT	Hitze
Dellert-2018-1016-82	82	Raureif	Raureif::N	0.307467693182174	0.112337451802182	12.864076699659	1.00968674610194	570	2942	HOARFROST	Raureif
Dellert-2018-1016-83	83	Regenbogen	Regenbogen::N	0.340824254206961	0.102313639421211	19.3186962694244	1.62512779815617	1008	1733	RAINBOW	Regenbogen
Dellert-2018-1016-84	84	Donner	Donner::N	0.334643830566371	0.107166919634531	13.8123873650431	1.08005928899457	719	1150	THUNDER	Donner
Dellert-2018-1016-85	85	Strömung	Strömung::N	0.389109217920116	0.110745642973434	13.3180284217745	0.98160454604935	507	2935	CURRENT (STREAM)	Strömung
Dellert-2018-1016-86	86	Tropfen	Tropfen::N	0.290829993294674	0.125639506376789	13.212572805605	1.05951028659529	680	3748	DROP (OF A LIQUID)	Tropfen
Dellert-2018-1016-87	87	Schaum	Schaum::N	0.43112862098007	0.125769621418553	11.7880925303789	0.790793494155831	155	1768	FOAM	Schaum
Dellert-2018-1016-88	88	Schmutz	Schmutz::N	0.24752470823041	0.107049434739394	12.1861762312022	0.995845385712854	538	25	DIRT	Schmutz
Dellert-2018-1016-89	89	See	See::N	0.445286589052506	0.097517165185308	10.9879109103856	0.698033160891303	57	624	LAKE	See
Dellert-2018-1016-90	90	Sumpf	Sumpf::N	0.310547159898152	0.11241658616429	13.0117437234934	1.02168192844101	600	1145	SWAMP	Sumpf
Dellert-2018-1016-91	91	Moor	Moor::N	0.278254012908095	0.113001419829916	13.6545846106538	1.1150298494481	772	2962	MOORLAND	Moor
Dellert-2018-1016-92	92	Wiese	Wiese::N	0.395362307120531	0.08919210047064	12.8644755873168	0.930621482323203	397	2819	GRASSLAND	Wiese
Dellert-2018-1016-93	93	Wald	Wald::N	0.283495469136029	0.133877487828013	11.3771566359115	0.882569741368727	292	420	FOREST	Wald
Dellert-2018-1016-94	94	Hügel	Hügel::N	0.235924191666695	0.115263985149579	12.363543167356	1.02402254423558	607	614	HILL	Hügel
Dellert-2018-1016-95	95	Anhöhe	Anhöhe::N	0.260848747209739	0.109626048941282	13.5919222163023	1.12442834914146	788	2936	ELEVATION	Anhöhe
Dellert-2018-1016-96	96	Berg	Berg::N	0.409052837537445	0.095618179307805	10.6530722166423	0.697159667880527	55	639	MOUNTAIN	Berg
Dellert-2018-1016-97	97	Gipfel	Gipfel::N	0.270924634398501	0.124358402965871	12.3810697201816	0.994274801059509	529	1614	SUMMIT	Gipfel
Dellert-2018-1016-98	98	Höhle	Höhle::N	0.259866148466994	0.111485559809223	13.3931456291356	1.10543502929326	760	1155	CAVE	Höhle
Dellert-2018-1016-99	99	Abhang	Abhang::N	0.267031309404792	0.11726368259966	13.2092188188752	1.08059370342321	721	3076	SLOPE	Abhang
Dellert-2018-1016-100	100	Quelle	Quelle::N	0.198550796295357	0.116298734470315	12.7581776348306	1.09712204681724	751	849	SPRING (OF WATER)	Quelle
Dellert-2018-1016-101	101	Bach	Bach::N	0.313450658760378	0.109196597325929	12.8561468530858	1.00350909242424	557			Bach
Dellert-2018-1016-102	102	Fluss	Fluss::N	0.323850009154776	0.117708228309322	10.5532429156689	0.763859283327587	124	666	RIVER	Fluss
Dellert-2018-1016-103	103	Ufer	Ufer::N	0.29450800636652	0.094348620842373	11.474780458785	0.882420840148631	291	3464	SHORE OF LAKE	Ufer
Dellert-2018-1016-104	104	Küste	Küste::N	0.364294803676157	0.10976678319126	14.5067667903561	1.12281135572707	785	1525	COAST	Küste
Dellert-2018-1016-105	105	Festland	Festland::N	0.279949144673142	0.11862706255431	13.9473067300936	1.14277644280354	816	166	MAINLAND	Festland
Dellert-2018-1016-106	106	Meer	Meer::N	0.467526388065033	0.079618084013901	11.0339313006078	0.682619380802253	48	1474	SEA	Meer
Dellert-2018-1016-107	107	Bucht	Bucht::N	0.271120276124853	0.11723956130764	12.8902547670143	1.04501722818906	659	663	BAY	Bucht
Dellert-2018-1016-108	108	Insel	Insel::N	0.318577461172328	0.095276769009827	12.2117315352741	0.934453438472319	406	622	ISLAND	Insel
Dellert-2018-1016-109	109	Blume	Blume::N	0.282048942735364	0.106304820267947	13.2454711316812	1.07070306470629	701	239	FLOWER	Blume
Dellert-2018-1016-110	110	Gras	Gras::N	0.452450939924921	0.1023849609933	11.2291836520106	0.715712519268632	80	606	GRASS	Gras
Dellert-2018-1016-111	111	Wurzel	Wurzel::N	0.403006740877749	0.105347679176468	11.6503907143316	0.802333004643188	173	670	ROOT	Wurzel
Dellert-2018-1016-112	112	Baum	Baum::N	0.374362589183608	0.111283348203426	10.3900944543956	0.70208311517431	61	906	TREE	Baum
Dellert-2018-1016-113	113	Stamm	Stamm::N	0.290181359076144	0.127513413261209	12.8431945152158	1.02315622835305	602	344	TREE TRUNK	Stamm
Dellert-2018-1016-114	114	Rinde	Rinde::N	0.382196072938197	0.098197567849182	11.8603779966887	0.842061334024494	224	1204	BARK	Rinde
Dellert-2018-1016-115	115	Ast	Ast::N	0.289060017560822	0.11386558598861	10.5266130267784	0.792507286873098	159	1531	BRANCH	Ast
Dellert-2018-1016-116	116	Zweig	Zweig::N	0.227455072715798	0.116849398052997	11.4155316067798	0.936843595233765	412	3222	TWIG	Zweig
Dellert-2018-1016-117	117	Blatt	Blatt::N	0.384452506985632	0.103068471789841	11.384519406927	0.792444684405634	158	628	LEAF	Blatt
Dellert-2018-1016-118	118	Birke	Birke::N	0.449097504248861	0.095888955913205	12.6560435049554	0.86141659667156	257	1855	BIRCH	Birke
Dellert-2018-1016-119	119	Kiefer[Baum]	Kiefer[Baum]::N	0.397000729046075	0.106613948150959	12.634978880471	0.906197231905635	335	1740	PINE	Kiefer[Baum]
Dellert-2018-1016-120	120	Weide[Baum]	Weide[Baum]::N	0.40493963738947	0.099731993185543	12.5333063937256	0.888884965722041	302	818	WILLOW	Weide[Baum]
Dellert-2018-1016-121	121	Tanne	Tanne::N	0.360372088074107	0.109241555647488	12.2776375451066	0.903428875243964	327	1915	FIR	Tanne
Dellert-2018-1016-122	122	Horn	Horn::N	0.431998687750198	0.101332605299047	11.0419506586748	0.715396246892299	79	1393	HORN (ANATOMY)	Horn
Dellert-2018-1016-123	123	Feder	Feder::N	0.365924447719466	0.11636823659372	11.6818995645735	0.838857953509831	217	1201	FEATHER	Feder
