ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Auderset-2023-240-1	1	ANIMAL	619	ANIMAL
Auderset-2023-240-2	2	AVOCADO	3725	AVOCADO
Auderset-2023-240-3	3	BACK	1291	BACK
Auderset-2023-240-4	4	BANANA	399	PLANTAIN
Auderset-2023-240-5	5	TORTILLA BASKET		
Auderset-2023-240-6	6	BELLY OR STOMACH	819	STOMACH
Auderset-2023-240-7	7	BIG (PLURAL)	1202	BIG
Auderset-2023-240-8	8	BIG (SINGULAR)	1202	BIG
Auderset-2023-240-9	9	BIRD	937	BIRD
Auderset-2023-240-10	10	BLACK	163	BLACK
Auderset-2023-240-11	11	BONE	1394	BONE
Auderset-2023-240-12	12	BROTHER (OF MAN)	1262	BROTHER
Auderset-2023-240-13	13	CAT	1208	CAT
Auderset-2023-240-14	14	CHAYOTE		
Auderset-2023-240-15	15	CHILD (DESCENDANT)	1620	SON
Auderset-2023-240-16	16	CLOTH OR CLOTHES	1616	CLOTH
Auderset-2023-240-17	17	COOKING POT	3653	COOKING POT
Auderset-2023-240-18	18	CORN	506	MAIZE
Auderset-2023-240-19	19	CORN FIELD	449	CORN FIELD
Auderset-2023-240-20	20	CROSS-SEX SIBLING		
Auderset-2023-240-21	21	DAY (24 HOURS)	1225	DAY (NOT NIGHT)
Auderset-2023-240-22	22	ALL DAY		
Auderset-2023-240-23	23	DEER	1936	DEER
Auderset-2023-240-24	24	DEW	1977	DEW
Auderset-2023-240-25	25	DISEASE	1986	DISEASE
Auderset-2023-240-26	26	DOG	2009	DOG
Auderset-2023-240-27	27	EGG	744	EGG
Auderset-2023-240-28	28	EIGHT	1705	EIGHT
Auderset-2023-240-29	29	FACE	1560	FACE
Auderset-2023-240-30	30	FAR	1406	FAR
Auderset-2023-240-31	31	FAT (FROM ANIMALS)	323	FAT (ORGANIC SUBSTANCE)
Auderset-2023-240-32	32	FATHER	1217	FATHER
Auderset-2023-240-33	33	FIFTEEN	1709	FIFTEEN
Auderset-2023-240-34	34	FISH	227	FISH
Auderset-2023-240-35	35	FIVE	493	FIVE
Auderset-2023-240-36	36	FLOWER	239	FLOWER
Auderset-2023-240-37	37	FOOT	1301	FOOT
Auderset-2023-240-38	38	FOUR	1500	FOUR
Auderset-2023-240-39	39	GOOD	1035	GOOD
Auderset-2023-240-40	40	GRASS	606	GRASS
Auderset-2023-240-41	41	GRASSHOPPER	607	GRASSHOPPER
Auderset-2023-240-42	42	MIDDLE	1093	MIDDLE
Auderset-2023-240-43	43	HAND	1277	HAND
Auderset-2023-240-44	44	HEAVY	1210	HEAVY
Auderset-2023-240-45	45	HEN	1514	HEN
Auderset-2023-240-46	46	HOLE	1667	HOLE
Auderset-2023-240-47	47	HORN (ANATOMY)	1393	HORN (ANATOMY)
Auderset-2023-240-48	48	HOT	1286	HOT
Auderset-2023-240-49	49	HOUSE	1252	HOUSE
Auderset-2023-240-50	50	LONG (PLURAL)	1203	LONG
Auderset-2023-240-51	51	LONG (SINGULAR)	1203	LONG
Auderset-2023-240-52	52	LIME (MATERIAL)	2540	LIME (MATERIAL)
Auderset-2023-240-53	53	MAN	1554	MAN
Auderset-2023-240-54	54	MEAT	2615	FLESH OR MEAT
Auderset-2023-240-55	55	MEDICINE	1372	MEDICINE
Auderset-2023-240-56	56	METAL	2244	METAL
Auderset-2023-240-57	57	MONEY	1559	MONEY
Auderset-2023-240-58	58	MOTHER	1216	MOTHER
Auderset-2023-240-59	59	MOTHER VOCATIVE	1216	MOTHER
Auderset-2023-240-60	60	MOUNTAIN OR HILL	1683	BUSH
Auderset-2023-240-61	61	MOUTH	674	MOUTH
Auderset-2023-240-62	62	MUD	640	MUD
Auderset-2023-240-63	63	MOUSE	1491	MOUSE
Auderset-2023-240-64	64	MUSHROOM	641	MUSHROOM
Auderset-2023-240-65	65	SONG	1096	SONG
Auderset-2023-240-66	66	NEAR	1942	NEAR
Auderset-2023-240-67	67	NIGHT TIME		
Auderset-2023-240-68	68	NINE	1483	NINE
Auderset-2023-240-69	69	NOSE	1221	NOSE
Auderset-2023-240-70	70	NOW OR TODAY	1376	NOW
Auderset-2023-240-71	71	ONE	1493	ONE
Auderset-2023-240-72	72	PAPER	648	PAPER
Auderset-2023-240-73	73	PATH	2252	PATH
Auderset-2023-240-74	74	PIG	1337	PIG
Auderset-2023-240-75	75	PLATE	480	PLATE
Auderset-2023-240-76	76	POOR	1674	POOR
Auderset-2023-240-77	77	POSSUM	470	POSSUM
Auderset-2023-240-78	78	PRICKLY PEAR CACTUS		
Auderset-2023-240-79	79	PRIEST	852	PRIEST
Auderset-2023-240-80	80	PUMPKIN	411	GOURD
Auderset-2023-240-81	81	RABBIT	1136	RABBIT
Auderset-2023-240-82	82	RAIN (PRECIPITATION)	658	RAIN (PRECIPITATION)
Auderset-2023-240-83	83	RED	156	RED
Auderset-2023-240-84	84	RICH	712	RICH
Auderset-2023-240-85	85	ROOSTER	1511	ROOSTER
Auderset-2023-240-86	86	ROPE	1218	ROPE
Auderset-2023-240-87	87	SALT	1274	SALT
Auderset-2023-240-88	88	SALTY	1091	SALTY
Auderset-2023-240-89	89	SCORPION	1538	SCORPION
