ID	NUMBER	ENGLISH	GLOSS_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	BUCK_1949_1110
Tryon-1995-1310-1138	17.560	NO, NEGATIVE	NO, NEGATIVE	1269	NO
Tryon-1995-1310-1139	17.610	HOW?	HOW?	1239	HOW
Tryon-1995-1310-1140	17.620	HOW MANY?	HOW MANY?	822	HOW MANY
Tryon-1995-1310-1141	17.630	HOW MUCH?	HOW MUCH?	531	HOW MUCH
Tryon-1995-1310-1142	17.640	WHAT?	WHAT?	1236	WHAT
Tryon-1995-1310-1143	17.650	WHEN?	WHEN?	1238	WHEN
Tryon-1995-1310-1144	17.660	WHERE?	WHERE?	1237	WHERE
Tryon-1995-1310-1145	17.670	WHICH?	WHICH?	727	WHICH
Tryon-1995-1310-1146	17.680	WHO?	WHO?	1235	WHO
Tryon-1995-1310-1147	17.690	WHY?	WHY?	1270	WHY
Tryon-1995-1310-1148	18.110	VOICE	VOICE	1363	VOICE	Buck-1949-1110-933
Tryon-1995-1310-1149	18.120	SING	SING	1261	SING	Buck-1949-1110-934
Tryon-1995-1310-1150	18.130	SHOUT, CRY OUT	SHOUT, CRY OUT	715	SHOUT	Buck-1949-1110-935
Tryon-1995-1310-1151	18.150	WHISPER	WHISPER	55	WHISPER
Tryon-1995-1310-1152	18.160	MUMBLE	MUMBLE	128	MUMBLE
Tryon-1995-1310-1153	18.170	WHISTLE	WHISTLE	1025	WHISTLE
Tryon-1995-1310-1154	18.180	SHRIEK, SCREECH	SHRIEK, SCREECH	298	SHRIEK
Tryon-1995-1310-1155	18.190	HOWL	HOWL	526	HOWL
Tryon-1995-1310-1156	18.210	SPEAK, TALK	SPEAK, TALK	1623	SPEAK	Buck-1949-1110-937
Tryon-1995-1310-1157	18.211	STUTTER, STAMMER	STUTTER, STAMMER	1866	STUTTER
Tryon-1995-1310-1158	18.220	SAY	SAY	1458	SAY	Buck-1949-1110-938
Tryon-1995-1310-1159	18.221	TELL STORY	TELL STORY	1711	TELL
Tryon-1995-1310-1160	18.222	SPEECH (make a)	SPEECH (make a)	1115	SPEECH
Tryon-1995-1310-1161	18.230	SILENT (BE)	SILENT (BE)	48	BE SILENT	Buck-1949-1110-939
Tryon-1995-1310-1162	18.240	LANGUAGE	LANGUAGE	1307	LANGUAGE	Buck-1949-1110-940
Tryon-1995-1310-1163	18.260	WORD	WORD	1599	WORD	Buck-1949-1110-942
Tryon-1995-1310-1164	18.280	NAME	NAME	1405	NAME	Buck-1949-1110-944
Tryon-1995-1310-1165	18.310	ASK (question, inquire)	ASK (question, inquire)	1309	ASK (INQUIRE)	Buck-1949-1110-945
Tryon-1995-1310-1166	18.320	ANSWER	ANSWER	1275	ANSWER	Buck-1949-1110-946
Tryon-1995-1310-1167	18.330	ADMIT, CONFESS	ADMIT, CONFESS	2022	ADMIT	Buck-1949-1110-947
Tryon-1995-1310-1168	18.340	DENY	DENY	755	DENY	Buck-1949-1110-948
Tryon-1995-1310-1169	18.350	ASK, REQUEST	ASK, REQUEST	1828	ASK (REQUEST)	Buck-1949-1110-949
Tryon-1995-1310-1170	18.360	PROMISE	PROMISE	1675	PROMISE	Buck-1949-1110-950
Tryon-1995-1310-1171	18.370	REFUSE	REFUSE	49	REFUSE	Buck-1949-1110-951
Tryon-1995-1310-1172	18.380	FORBID	FORBID	83	FORBID	Buck-1949-1110-952
Tryon-1995-1310-1173	18.390	REBUKE, SCOLD	REBUKE, SCOLD	299	SCOLD
Tryon-1995-1310-1174	18.410	CALL (=summon)	CALL (=summon)	1084	CALL	Buck-1949-1110-953
Tryon-1995-1310-1175	18.420	CALL (=name)	CALL (=name)	180	CALL BY NAME	Buck-1949-1110-954
Tryon-1995-1310-1176	18.430	ANNOUNCE	ANNOUNCE	9	ANNOUNCE	Buck-1949-1110-955
Tryon-1995-1310-1177	18.440	THREATEN	THREATEN	1192	THREATEN	Buck-1949-1110-956
Tryon-1995-1310-1178	18.450	BOAST	BOAST	101	BOAST	Buck-1949-1110-957
Tryon-1995-1310-1179	18.510	WRITE	WRITE	1672	WRITE	Buck-1949-1110-958
Tryon-1995-1310-1180	18.520	READ	READ	724	READ	Buck-1949-1110-959
Tryon-1995-1310-1181	18.560	PAPER	PAPER	648	PAPER	Buck-1949-1110-963
Tryon-1995-1310-1182	18.570	PEN	PEN	794	PEN	Buck-1949-1110-964
Tryon-1995-1310-1183	18.610	BOOK	BOOK	963	BOOK	Buck-1949-1110-967
Tryon-1995-1310-1184	18.670	POET	POET	1045	POET	Buck-1949-1110-972
Tryon-1995-1310-1185	18.710	FLUTE	FLUTE	777	FLUTE
Tryon-1995-1310-1186	18.720	DRUM	DRUM	908	DRUM	Buck-1949-1110-973
Tryon-1995-1310-1187	18.730	HORN, TRUMPET	HORN, TRUMPET	2136	BRASS INSTRUMENT (HORN OR TRUMPET)
Tryon-1995-1310-1188	18.740	RATTLE	RATTLE	300	RATTLE
Tryon-1995-1310-1189	19.110	COUNTRY	COUNTRY	1300	COUNTRY	Buck-1949-1110-974
Tryon-1995-1310-1190	19.120	ONE'S NATIVE COUNTRY	ONE'S NATIVE COUNTRY	89	NATIVE COUNTRY	Buck-1949-1110-975
Tryon-1995-1310-1191	19.150	CITY, TOWN	CITY, TOWN	1391	TOWN	Buck-1949-1110-978
Tryon-1995-1310-1192	19.160	VILLAGE	VILLAGE	930	VILLAGE	Buck-1949-1110-979
Tryon-1995-1310-1193	19.170	BOUNDARY	BOUNDARY	1010	BOUNDARY	Buck-1949-1110-980
Tryon-1995-1310-1194	19.210	PEOPLE (populace)	PEOPLE (populace)	789	PEOPLE	Buck-1949-1110-981
Tryon-1995-1310-1195	19.230	TRIBE, CLAN	TRIBE, CLAN	302	CLAN	Buck-1949-1110-983
Tryon-1995-1310-1196	19.240	CHIEF, CHIEFTAIN	CHIEF, CHIEFTAIN	301	CHIEFTAIN
Tryon-1995-1310-1197	19.250	STAFF, WALKING STICK	STAFF, WALKING STICK	1296	WALKING STICK
Tryon-1995-1310-1198	19.310	RULE, GOVERN	RULE, GOVERN	1846	RULE	Buck-1949-1110-984
Tryon-1995-1310-1199	19.320	KING, RULER	KING, RULER	1508	KING	Buck-1949-1110-985
Tryon-1995-1310-1200	19.330	QUEEN	QUEEN	1306	QUEEN	Buck-1949-1110-986
Tryon-1995-1310-1201	19.360	NOBLE, NOBLEMAN	NOBLE, NOBLEMAN	482	NOBLE	Buck-1949-1110-990
Tryon-1995-1310-1202	19.370	CITIZEN, SUBJECT	CITIZEN, SUBJECT	1032	CITIZEN	Buck-1949-1110-991
Tryon-1995-1310-1203	19.410	MASTER	MASTER	383	MASTER	Buck-1949-1110-993
Tryon-1995-1310-1204	19.420	SLAVE	SLAVE	812	SLAVE	Buck-1949-1110-994
Tryon-1995-1310-1205	19.430	SERVANT	SERVANT	255	SERVANT	Buck-1949-1110-995
Tryon-1995-1310-1206	19.440	FREEMAN	FREEMAN	384	FREEMAN	Buck-1949-1110-996
Tryon-1995-1310-1207	19.450	COMMAND, ORDER	COMMAND, ORDER	1998	COMMAND	Buck-1949-1110-997
Tryon-1995-1310-1208	19.460	OBEY	OBEY	1635	OBEY	Buck-1949-1110-998
Tryon-1995-1310-1209	19.470	LET, PERMIT	LET, PERMIT	3237	ALLOW OR PERMIT	Buck-1949-1110-999
Tryon-1995-1310-1210	19.510	FRIEND, COMPANION	FRIEND, COMPANION	1325	FRIEND	Buck-1949-1110-1001
Tryon-1995-1310-1211	19.520	ENEMY	ENEMY	1358	ENEMY	Buck-1949-1110-1002
Tryon-1995-1310-1212	19.540	NEIGHBOR	NEIGHBOR	1332	NEIGHBOUR	Buck-1949-1110-1004
Tryon-1995-1310-1213	19.550	STRANGER	STRANGER	791	STRANGER	Buck-1949-1110-1005
Tryon-1995-1310-1214	19.560	GUEST	GUEST	1782	GUEST	Buck-1949-1110-1006
Tryon-1995-1310-1215	19.570	HOST	HOST	1545	HOST	Buck-1949-1110-1007
Tryon-1995-1310-1216	19.580	HELP, AID	HELP, AID	1897	HELP	Buck-1949-1110-1008
Tryon-1995-1310-1217	19.590	HINDER, PREVENT	HINDER, PREVENT	3201	HINDER OR PREVENT	Buck-1949-1110-1009
Tryon-1995-1310-1218	19.610	CUSTOM	CUSTOM	1747	CUSTOM	Buck-1949-1110-1010
Tryon-1995-1310-1219	19.620	STRIFE, QUARREL	STRIFE, QUARREL	1848	QUARREL	Buck-1949-1110-1011
Tryon-1995-1310-1220	19.630	CONSPIRACY, PLOT	CONSPIRACY, PLOT	2024	PLOT	Buck-1949-1110-1012
Tryon-1995-1310-1221	19.650	MEET	MEET	1831	MEET	Buck-1949-1110-1014
Tryon-1995-1310-1222	19.720	PROSTITUTE	PROSTITUTE	1610	PROSTITUTE	Buck-1949-1110-1015
Tryon-1995-1310-1223	20.110	FIGHT (vb)	FIGHT (vb)	1423	FIGHT	Buck-1949-1110-1016
Tryon-1995-1310-1224	20.130	WAR, BATTLE	WAR, BATTLE	935	WAR	Buck-1949-1110-1018
Tryon-1995-1310-1225	20.140	PEACE	PEACE	1338	PEACE	Buck-1949-1110-1019
Tryon-1995-1310-1226	20.150	ARMY	ARMY	1561	ARMY	Buck-1949-1110-1020
Tryon-1995-1310-1227	20.170	SOLDIER	SOLDIER	1941	SOLDIER	Buck-1949-1110-1022
Tryon-1995-1310-1228	20.210	WEAPONS, ARMS	WEAPONS, ARMS	951	WEAPONS	Buck-1949-1110-1024
Tryon-1995-1310-1229	20.220	CLUB	CLUB	1763	CLUB	Buck-1949-1110-1025
Tryon-1995-1310-1230	20.222	BATTLE-AXE	BATTLE-AXE	386	BATTLE-AXE	Buck-1949-1110-1026
Tryon-1995-1310-1231	20.230	SLING	SLING	387	SLING	Buck-1949-1110-1027
Tryon-1995-1310-1232	20.240	BOW	BOW	994	BOW	Buck-1949-1110-1028
Tryon-1995-1310-1233	20.250	ARROW	ARROW	977	ARROW	Buck-1949-1110-1029
Tryon-1995-1310-1234	20.260	SPEAR	SPEAR	945	SPEAR	Buck-1949-1110-1030
Tryon-1995-1310-1235	20.270	SWORD	SWORD	1535	SWORD	Buck-1949-1110-1031
Tryon-1995-1310-1236	20.280	GUN, CANNON	GUN, CANNON	3203	CANNON OR GUN	Buck-1949-1110-1032
Tryon-1995-1310-1237	20.310	ARMOUR (defensive)	ARMOUR (defensive)	1061	ARMOUR	Buck-1949-1110-1033
Tryon-1995-1310-1238	20.330	HELMET	HELMET	1680	HELMET	Buck-1949-1110-1035
Tryon-1995-1310-1239	20.340	SHIELD	SHIELD	1064	SHIELD	Buck-1949-1110-1036
Tryon-1995-1310-1240	20.350	FORTRESS	FORTRESS	1938	FORTRESS	Buck-1949-1110-1037
Tryon-1995-1310-1241	20.360	TOWER	TOWER	1671	TOWER
Tryon-1995-1310-1242	20.410	VICTORY	VICTORY	783	VICTORY	Buck-1949-1110-1038
Tryon-1995-1310-1243	20.420	DEFEAT	DEFEAT	782	DEFEAT	Buck-1949-1110-1039
Tryon-1995-1310-1244	20.430	ATTACK	ATTACK	722	ATTACK	Buck-1949-1110-1040
Tryon-1995-1310-1245	20.440	DEFEND	DEFEND	1330	DEFEND	Buck-1949-1110-1041
Tryon-1995-1310-1246	20.450	RETREAT	RETREAT	421	RETREAT	Buck-1949-1110-1042
Tryon-1995-1310-1247	20.460	SURRENDER	SURRENDER	1696	SURRENDER	Buck-1949-1110-1043
Tryon-1995-1310-1248	20.470	CAPTIVE, PRISONER	CAPTIVE, PRISONER	1072	PRISONER	Buck-1949-1110-1044
Tryon-1995-1310-1249	20.471	GUARD, SENTINEL	GUARD, SENTINEL	1940	GUARD
Tryon-1995-1310-1250	20.480	BOOTY, SPOILS	BOOTY, SPOILS	1022	BOOTY	Buck-1949-1110-1045
Tryon-1995-1310-1251	20.490	AMBUSH	AMBUSH	65	AMBUSH	Buck-1949-1110-1046
Tryon-1995-1310-1252	20.510	FISHERMAN	FISHERMAN	1858	FISHERMAN
Tryon-1995-1310-1253	20.520	FISHHOOK	FISHHOOK	1074	FISHHOOK
Tryon-1995-1310-1254	20.530	FISHING LINE	FISHING LINE	19	FISHING LINE
Tryon-1995-1310-1255	20.540	FISH-NET	FISH-NET	388	FISHNET
Tryon-1995-1310-1256	20.550	FISH TRAP	FISH TRAP	389	FISH TRAP
Tryon-1995-1310-1257	20.560	BAIT	BAIT	2013	BAIT
Tryon-1995-1310-1258	20.610	HUNT	HUNT	1435	HUNT
Tryon-1995-1310-1259	20.620	SHOOT	SHOOT	1172	SHOOT
Tryon-1995-1310-1260	20.630	MISS (target)	MISS (target)	161	MISS (A TARGET)
Tryon-1995-1310-1261	20.640	TRAP (n)	TRAP (n)	1075	TRAP (PITFALL)
Tryon-1995-1310-1262	20.650	TRAP (vb)	TRAP (vb)	1170	TRAP (CATCH)
Tryon-1995-1310-1263	21.110	LAW	LAW	1062	LAW
Tryon-1995-1310-1264	21.150	COURT	COURT	1068	COURT	Buck-1949-1110-1050
Tryon-1995-1310-1265	21.160	JUDGE (vb)	JUDGE (vb)	1818	ADJUDICATE	Buck-1949-1110-1051
Tryon-1995-1310-1266	21.170	JUDGEMENT	JUDGEMENT	1067	JUDGMENT	Buck-1949-1110-1053
Tryon-1995-1310-1267	21.180	JUDGE (n)	JUDGE (n)	861	JUDGE	Buck-1949-1110-1054
Tryon-1995-1310-1268	21.210	PLANTIFF	PLANTIFF	2020	PLAINTIFF	Buck-1949-1110-1055
Tryon-1995-1310-1269	21.220	DEFENDANT	DEFENDANT	1034	DEFENDANT	Buck-1949-1110-1056
Tryon-1995-1310-1270	21.230	WITNESS	WITNESS	1144	WITNESS	Buck-1949-1110-1057
Tryon-1995-1310-1271	21.240	SWEAR	SWEAR	1939	SWEAR	Buck-1949-1110-1058
Tryon-1995-1310-1272	21.250	OATH	OATH	1712	OATH	Buck-1949-1110-1059
Tryon-1995-1310-1273	21.310	ACCUSE	ACCUSE	1814	ACCUSE	Buck-1949-1110-1060
Tryon-1995-1310-1274	21.320	CONDEMN	CONDEMN	484	CONDEMN	Buck-1949-1110-1061
Tryon-1995-1310-1275	21.330	CONVICT (VB)	CONVICT (VB)	983	CONVICT	Buck-1949-1110-1062
Tryon-1995-1310-1276	21.340	ACQUIT	ACQUIT	988	ACQUIT	Buck-1949-1110-1063
Tryon-1995-1310-1277	21.350	GUILTY	GUILTY	1682	GUILTY	Buck-1949-1110-1064
Tryon-1995-1310-1278	21.360	INNOCENT	INNOCENT	90	INNOCENT	Buck-1949-1110-1065
Tryon-1995-1310-1279	21.370	PENALTY, PUNISHMENT	PENALTY, PUNISHMENT	390	PUNISHMENT	Buck-1949-1110-1066
Tryon-1995-1310-1280	21.380	FINE	FINE	218	FINE (PENALTY)	Buck-1949-1110-1067
Tryon-1995-1310-1281	21.390	PRISON, JAIL	PRISON, JAIL	1281	PRISON	Buck-1949-1110-1068
Tryon-1995-1310-1282	21.420	MURDER	MURDER	845	MURDER	Buck-1949-1110-1070
Tryon-1995-1310-1283	21.430	ADULTERY	ADULTERY	902	ADULTERY	Buck-1949-1110-1071
Tryon-1995-1310-1284	21.440	RAPE	RAPE	953	RAPE	Buck-1949-1110-1072
Tryon-1995-1310-1285	21.460	ARSON	ARSON	1889	ARSON	Buck-1949-1110-1074
Tryon-1995-1310-1286	21.470	PERJURY	PERJURY	1792	PERJURY	Buck-1949-1110-1075
Tryon-1995-1310-1287	21.510	STEAL	STEAL	713	STEAL
Tryon-1995-1310-1288	21.520	THIEF	THIEF	1160	THIEF
Tryon-1995-1310-1289	22.110	RELIGION	RELIGION	661	RELIGION	Buck-1949-1110-1076
Tryon-1995-1310-1290	22.120	GOD	GOD	3231	DEITY	Buck-1949-1110-1077
Tryon-1995-1310-1291	22.130	TEMPLE, CHURCH	TEMPLE, CHURCH	911	TEMPLE	Buck-1949-1110-1078
Tryon-1995-1310-1292	22.140	ALTAR	ALTAR	853	ALTAR	Buck-1949-1110-1079
Tryon-1995-1310-1293	22.150	SACRIFICE, OFFERING	SACRIFICE, OFFERING	1103	SACRIFICE	Buck-1949-1110-1080
Tryon-1995-1310-1294	22.160	WORSHIP	WORSHIP	257	WORSHIP	Buck-1949-1110-1081
Tryon-1995-1310-1295	22.170	PRAY	PRAY	24	PRAY	Buck-1949-1110-1082
Tryon-1995-1310-1296	22.180	PRIEST	PRIEST	852	PRIEST	Buck-1949-1110-1083
Tryon-1995-1310-1297	22.190	HOLY, SACRED	HOLY, SACRED	1702	HOLY	Buck-1949-1110-1087
Tryon-1995-1310-1298	22.220	PREACH	PREACH	304	PREACH	Buck-1949-1110-1089
Tryon-1995-1310-1299	22.230	BLESS	BLESS	391	BLESS	Buck-1949-1110-1090
Tryon-1995-1310-1300	22.240	CURSE	CURSE	8	CURSE	Buck-1949-1110-1091
Tryon-1995-1310-1301	22.260	FAST (vb)	FAST (vb)	303	ABSTAIN FROM FOOD	Buck-1949-1110-1093
Tryon-1995-1310-1302	22.310	HEAVEN	HEAVEN	1565	HEAVEN	Buck-1949-1110-1094
Tryon-1995-1310-1303	22.320	HELL	HELL	878	HELL	Buck-1949-1110-1095
Tryon-1995-1310-1304	22.350	DEMON (evil spirit)	DEMON (evil spirit)	1973	DEMON	Buck-1949-1110-1098
Tryon-1995-1310-1305	22.370	IDOL	IDOL	1945	IDOL	Buck-1949-1110-1100
Tryon-1995-1310-1306	22.420	MAGIC, WITCHCRAFT, SORCERY	MAGIC, WITCHCRAFT, SORCERY	392	MAGIC	Buck-1949-1110-1102
Tryon-1995-1310-1307	22.430	SORCERER, WITCH	SORCERER, WITCH	2137	MAGICIAN	Buck-1949-1110-1103
Tryon-1995-1310-1308	22.440	FAIRY, ELF	FAIRY, ELF	3206	ELF OR FAIRY	Buck-1949-1110-1104
Tryon-1995-1310-1309	22.450	GHOST, PHANTOM	GHOST, PHANTOM	1175	GHOST	Buck-1949-1110-1105
Tryon-1995-1310-1310	22.470	OMEN, PORTRAIT	OMEN, PORTRAIT	107	OMEN	Buck-1949-1110-1107
