ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Swadesh-1950-165-1	1209	I	1	I
Swadesh-1950-165-2	1215	THOU	2	thou
Swadesh-1950-165-3	1211	HE	3	he
Swadesh-1950-165-4	1212	WE	4	we
Swadesh-1950-165-5	1213	YOU	5	ye
Swadesh-1950-165-6	1493	ONE	6	one
Swadesh-1950-165-7	1498	TWO	7	two
Swadesh-1950-165-8	492	THREE	8	three
Swadesh-1950-165-9	1500	FOUR	9	four
Swadesh-1950-165-10	493	FIVE	10	five
Swadesh-1950-165-11	1703	SIX	11	six
Swadesh-1950-165-12	1704	SEVEN	12	seven
Swadesh-1950-165-13	1705	EIGHT	13	eight
Swadesh-1950-165-14	1483	NINE	14	nine
Swadesh-1950-165-15	1515	TEN	15	ten
Swadesh-1950-165-16	1634	HUNDRED	16	hundred
Swadesh-1950-165-17	98	ALL	17	all
Swadesh-1950-165-18	619	ANIMAL	18	animal
Swadesh-1950-165-19	646	ASH	19	ashes
Swadesh-1950-165-20	1291	BACK	20	back
Swadesh-1950-165-21	1292	BAD	21	bad
Swadesh-1950-165-22	1204	BARK	22	bark
Swadesh-1950-165-23	1251	BELLY	23	belly
Swadesh-1950-165-24	1202	BIG	24	big
Swadesh-1950-165-25	163	BLACK	25	black
Swadesh-1950-165-26	946	BLOOD	26	blood
Swadesh-1950-165-27	1394	BONE	27	bone
Swadesh-1950-165-28	1759	OLDER BROTHER	28	brother (elder)
Swadesh-1950-165-29	1801	CHILD (DESCENDANT)	29	child (son or daughter)
Swadesh-1950-165-30	1489	CLOUD	30	cloud
Swadesh-1950-165-31	1287	COLD	31	cold
Swadesh-1950-165-32	1446	COME	32	come
Swadesh-1950-165-33	1839	CRY	33	cry (weep)
Swadesh-1950-165-34	1879	DANCE	34	dance
Swadesh-1950-165-35	1225	DAY (NOT NIGHT)	35	day
Swadesh-1950-165-36	2009	DOG	36	dog
Swadesh-1950-165-37	2	DUST	37	dust
Swadesh-1950-165-38	1247	EAR	38	ear
Swadesh-1950-165-39	1228	EARTH (SOIL)	39	earth
Swadesh-1950-165-40	1336	EAT	40	eat
Swadesh-1950-165-41	744	EGG	41	egg
Swadesh-1950-165-42	1248	EYE	42	eye
Swadesh-1950-165-43	1406	FAR	43	far
Swadesh-1950-165-44	1217	FATHER	44	father
Swadesh-1950-165-45	221	FIRE	45	fire
Swadesh-1950-165-46	239	FLOWER	46	flower
Swadesh-1950-165-47	249	FOG	47	fog
Swadesh-1950-165-48	1301	FOOT	48	foot
Swadesh-1950-165-49	1035	GOOD	49	good
Swadesh-1950-165-50	606	GRASS	50	grass
Swadesh-1950-165-51	1425	GREEN	51	green
Swadesh-1950-165-52	1040	HAIR	52	hair
Swadesh-1950-165-53	1277	HAND	53	hand
Swadesh-1950-165-54	1256	HEAD	54	head
Swadesh-1950-165-55	1223	HEART	55	heart
Swadesh-1950-165-56	136	HERE	56	here
Swadesh-1950-165-57	1433	HIT	57	hit (with fist)
Swadesh-1950-165-58	1435	HUNT	58	hunt
Swadesh-1950-165-59	1200	HUSBAND	59	husband
Swadesh-1950-165-60	617	ICE	60	ice
Swadesh-1950-165-61	624	LAKE	61	lake
Swadesh-1950-165-62	1355	LAUGH	62	laugh
Swadesh-1950-165-63	628	LEAF	63	leaf
Swadesh-1950-165-64	244	LEFT	64	left hand
Swadesh-1950-165-65	1297	LEG	65	leg
Swadesh-1950-165-66	1224	LIVER	66	liver
Swadesh-1950-165-67	1203	LONG	67	long
Swadesh-1950-165-68	1392	LOUSE	68	louse
Swadesh-1950-165-69	1554	MAN	69	man
Swadesh-1950-165-70	634	MEAT	70	meat
Swadesh-1950-165-71	1216	MOTHER	71	mother
Swadesh-1950-165-72	639	MOUNTAIN	72	mountain
Swadesh-1950-165-73	674	MOUTH	73	mouth
Swadesh-1950-165-74	1405	NAME	74	name
Swadesh-1950-165-75	1942	NEAR	75	near
Swadesh-1950-165-76	1333	NECK	76	neck
Swadesh-1950-165-77	1233	NIGHT	77	night
Swadesh-1950-165-78	1221	NOSE	78	nose
Swadesh-1950-165-79	683	PERSON	79	person
Swadesh-1950-165-80	2108	RAINING OR RAIN	80	rain
Swadesh-1950-165-81	156	RED	81	red
Swadesh-1950-165-82	1019	RIGHT	82	right hand
Swadesh-1950-165-83	667	ROAD	83	road (trail)
Swadesh-1950-165-84	670	ROOT	84	root
Swadesh-1950-165-85	1218	ROPE	85	rope
Swadesh-1950-165-86	1274	SALT	86	salt
Swadesh-1950-165-87	671	SAND	87	sand
Swadesh-1950-165-88	1645	SHORT	88	short
Swadesh-1950-165-89	1261	SING	89	sing
Swadesh-1950-165-90	1758	OLDER SISTER	90	sister (elder)
Swadesh-1950-165-91	763	SKIN	91	skin
Swadesh-1950-165-92	1732	SKY	92	sky
Swadesh-1950-165-93	1246	SMALL	93	small
Swadesh-1950-165-94	778	SMOKE (EXHAUST)	94	smoke
Swadesh-1950-165-95	730	SNAKE	95	snake
Swadesh-1950-165-96	784	SNOW	96	snow
Swadesh-1950-165-97	1623	SPEAK	97	speak
Swadesh-1950-165-98	945	SPEAR	98	spear (war)
Swadesh-1950-165-99	1430	STAR	99	star
Swadesh-1950-165-100	857	STONE	100	stone
Swadesh-1950-165-101	1343	SUN	101	sun
Swadesh-1950-165-102	1439	SWIM	102	swim
Swadesh-1950-165-103	1220	TAIL	103	tail
Swadesh-1950-165-104	78	THAT	104	that
Swadesh-1950-165-105	1937	THERE	105	there
Swadesh-1950-165-106	1214	THIS	106	this
Swadesh-1950-165-107	1205	TONGUE	107	tongue
Swadesh-1950-165-108	1380	TOOTH	108	tooth
Swadesh-1950-165-109	906	TREE	109	tree
Swadesh-1950-165-110	1232	WARM	110	warm
Swadesh-1950-165-111	948	WATER	111	water
Swadesh-1950-165-112	1236	WHAT	112	what
Swadesh-1950-165-113	1237	WHERE	113	where
Swadesh-1950-165-114	1335	WHITE	114	white
Swadesh-1950-165-115	1235	WHO	115	who
Swadesh-1950-165-116	1199	WIFE	116	wife
Swadesh-1950-165-117	960	WIND	117	wind
Swadesh-1950-165-118	962	WOMAN	118	woman
Swadesh-1950-165-119	1226	YEAR	119	year
Swadesh-1950-165-120	1424	YELLOW	120	yellow
Swadesh-1950-165-121	1673	ARM	121	arm
Swadesh-1950-165-122	977	ARROW	122	arrow
Swadesh-1950-165-123	1272	AUNT	123	aunt (paternal)
Swadesh-1950-165-124	278	AWL	124	awl
Swadesh-1950-165-125	677	AXE	125	ax
Swadesh-1950-165-126	994	BOW	126	bow
Swadesh-1950-165-127	1583	BRAIN	127	brain
Swadesh-1950-165-128	1402	BREAST	128	breast
Swadesh-1950-165-129	1970	CANOE	129	canoe (bark)
Swadesh-1950-165-130	2189	DUGOUT	130	canoe (dugout)
Swadesh-1950-165-131	1979	CHISEL	131	chisel
Swadesh-1950-165-132	990	CREEK	132	creek
Swadesh-1950-165-133	517	FIREDRILL	133	firedrill
Swadesh-1950-165-134	10	FIREWOOD	134	firewood
Swadesh-1950-165-135	1074	FISHHOOK	135	fishhook
Swadesh-1950-165-136	1780	BILE	136	gall
Swadesh-1950-165-137	695	GO	137	go
Swadesh-1950-165-138	1383	GRANDFATHER	138	grandfather (paternal)
Swadesh-1950-165-139	1496	GRANDMOTHER	139	grandmother (paternal)
Swadesh-1950-165-140	1481	HAMMER	140	hammer
Swadesh-1950-165-141	771	HAT	141	hat
Swadesh-1950-165-142	1265	HIGH	142	high
Swadesh-1950-165-143	1393	HORN (KERATINIZED SKIN)	143	horn or antler
Swadesh-1950-165-144	1252	HOUSE	144	house
Swadesh-1950-165-145	489	KIDNEY	145	kidney
Swadesh-1950-165-146	1352	KNIFE	146	knife
Swadesh-1950-165-147	629	LEATHER	147	leather
Swadesh-1950-165-148	478	LIP	148	lip (lower)
Swadesh-1950-165-149	721	LOW	149	low
Swadesh-1950-165-150	688	LUNG	150	lung
Swadesh-1950-165-151	1381	SHOE	151	mocassin
Swadesh-1950-165-152	1313	MOON	152	moon
Swadesh-1950-165-153	1339	MORNING	153	morning
Swadesh-1950-165-154	1491	MOUSE	154	mouse
Swadesh-1950-165-155	1004	MUSCLE	155	muscle
Swadesh-1950-165-156	234	PADDLE	156	paddle
Swadesh-1950-165-157	995	QUIVER	157	quiver
Swadesh-1950-165-158	801	RIB	158	rib
Swadesh-1950-165-159	474	DRESS	159	robe
Swadesh-1950-165-160	1378	SPOON	160	spoon
Swadesh-1950-165-161	819	STOMACH	161	stomach
Swadesh-1950-165-162	974	TOBACCO	162	tobacco
Swadesh-1950-165-163	1327	UNCLE	163	uncle (paternal)
Swadesh-1950-165-164	1924	VEIN	164	vein
Swadesh-1950-165-165	522	WOLF	165	wolf
