ID	NUMBER	URL	ENGLISH	IMAGE_URL	CONCEPTICON_ID	CONCEPTICON_GLOSS
Ogden-1930-200-45	45	https://simple.wikipedia.org/wiki/Chest	chest	https://simple.wikipedia.org/wiki/File:Chest.agr.jpg	1592	CHEST
Ogden-1930-200-46	46	https://simple.wikipedia.org/wiki/Chin	chin	https://simple.wikipedia.org/wiki/File:Stubbly_face.jpg	1510	CHIN
Ogden-1930-200-47	47	https://simple.wikipedia.org/wiki/Church	church	https://simple.wikipedia.org/wiki/File:Church_nove_zvolani_2.jpg	1349	CHURCH
Ogden-1930-200-48	48	https://simple.wikipedia.org/wiki/Circle	circle	https://simple.wikipedia.org/wiki/File:Circle_-_black_simple.svg	1467	CIRCLE
Ogden-1930-200-49	49	https://simple.wikipedia.org/wiki/Clock	clock	https://simple.wikipedia.org/wiki/File:RelojDespertador.jpg	1323	CLOCK
Ogden-1930-200-50	50	https://simple.wikipedia.org/wiki/Cloud	cloud	https://simple.wikipedia.org/wiki/File:Img20050526_0007_at_tannheim_cumulus.jpg	1489	CLOUD
Ogden-1930-200-51	51	https://simple.wikipedia.org/wiki/Coat	coat	https://simple.wikipedia.org/wiki/File:Parka1.JPG	603	COAT
Ogden-1930-200-52	52	https://simple.wikipedia.org/wiki/Collar	collar	https://simple.wikipedia.org/wiki/File:Collar.agr.jpg	2012	COLLAR
Ogden-1930-200-53	53	https://simple.wikipedia.org/wiki/Comb	comb	https://simple.wikipedia.org/wiki/File:Comb.png	1475	COMB
Ogden-1930-200-54	54	https://simple.wikipedia.org/wiki/Cord	cord	https://simple.wikipedia.org/wiki/File:Cord.agr.jpg	1218	ROPE
Ogden-1930-200-55	55	https://simple.wikipedia.org/wiki/Cow	cow	https://simple.wikipedia.org/wiki/File:Cow_female_black_white.jpg	1007	COW
Ogden-1930-200-56	56	https://simple.wikipedia.org/wiki/Cup	cup	https://simple.wikipedia.org/wiki/File:Tasse_Gr_99.jpg	476	CUP
Ogden-1930-200-57	57	https://simple.wikipedia.org/wiki/Curtain	curtain	https://simple.wikipedia.org/wiki/File:Curtain.agr.jpg	2621	CURTAIN
Ogden-1930-200-58	58	https://simple.wikipedia.org/wiki/Cushion	cushion	https://simple.wikipedia.org/wiki/File:Cushion.agr.jpg	1044	PILLOW
Ogden-1930-200-59	59	https://simple.wikipedia.org/wiki/Dog	dog	https://simple.wikipedia.org/wiki/File:German_Pinscher.JPG	2009	DOG
Ogden-1930-200-60	60	https://simple.wikipedia.org/wiki/Door	door	https://simple.wikipedia.org/wiki/File:GeorgianischeTuer.JPG	1567	DOOR
Ogden-1930-200-61	61	https://simple.wikipedia.org/wiki/Drain	drain	https://simple.wikipedia.org/wiki/File:Drain.agr.jpg		
Ogden-1930-200-62	62	https://simple.wikipedia.org/wiki/Drawer	drawer	https://simple.wikipedia.org/wiki/File:Drawer.agr.jpg		
Ogden-1930-200-63	63	https://simple.wikipedia.org/wiki/Dress	dress	https://simple.wikipedia.org/wiki/File:Belle_robe_avec_paillettes.jpg	474	DRESS
Ogden-1930-200-64	64	https://simple.wikipedia.org/wiki/Drop	drop	https://simple.wikipedia.org/wiki/File:Drop_of_water_2003_03.jpg	750	DROP
Ogden-1930-200-65	65	https://simple.wikipedia.org/wiki/Ear	ear	https://simple.wikipedia.org/wiki/File:Ear.jpg	1247	EAR
Ogden-1930-200-66	66	https://simple.wikipedia.org/wiki/Egg	egg	https://simple.wikipedia.org/wiki/File:Egg.jpg	744	EGG
Ogden-1930-200-67	67	https://simple.wikipedia.org/wiki/Engine	engine	https://simple.wikipedia.org/wiki/File:Mazda_rotary_engine_early.jpg	2622	ENGINE
Ogden-1930-200-68	68	https://simple.wikipedia.org/wiki/Eye	eye	https://simple.wikipedia.org/wiki/File:Menschliches_auge.jpg	1248	EYE
Ogden-1930-200-69	69	https://simple.wikipedia.org/wiki/Face	face	https://simple.wikipedia.org/wiki/File:Face_of_SpooSpa.jpg	1560	FACE
Ogden-1930-200-70	70	https://simple.wikipedia.org/wiki/Farm	farm	https://simple.wikipedia.org/wiki/File:Farming_near_Klingerstown,_Pennsylvania.jpg	201	FARM
Ogden-1930-200-71	71	https://simple.wikipedia.org/wiki/Feather	feather	https://simple.wikipedia.org/wiki/File:A_single_white_feather_closeup.jpg	1201	FEATHER
Ogden-1930-200-72	72	https://simple.wikipedia.org/wiki/Finger	finger	https://simple.wikipedia.org/wiki/File:Finger.agr.jpg	1303	FINGER
Ogden-1930-200-73	73	https://simple.wikipedia.org/wiki/Fish	fish	https://simple.wikipedia.org/wiki/File:Various_sweetwater_fish_with_Finnish_text.jpg	227	FISH
Ogden-1930-200-74	74	https://simple.wikipedia.org/wiki/Flag	flag	https://simple.wikipedia.org/wiki/File:RedYellowFlag.jpg	2623	FLAG
Ogden-1930-200-75	75	https://simple.wikipedia.org/wiki/Floor	floor	https://simple.wikipedia.org/wiki/File:Floor.agr.jpg	1632	FLOOR
Ogden-1930-200-76	76	https://simple.wikipedia.org/wiki/Fly	fly	https://simple.wikipedia.org/wiki/File:Mouche_verte.jpg	1441	FLY (MOVE THROUGH AIR)
Ogden-1930-200-77	77	https://simple.wikipedia.org/wiki/Foot	foot	https://simple.wikipedia.org/wiki/File:Foot-outside.jpg	1301	FOOT
Ogden-1930-200-78	78	https://simple.wikipedia.org/wiki/Fork	fork	https://simple.wikipedia.org/wiki/File:Fork.agr.jpg	1302	FORK
Ogden-1930-200-79	79	https://simple.wikipedia.org/wiki/Fowl	fowl	https://simple.wikipedia.org/wiki/File:Rooster02.jpg	265	FOWL
Ogden-1930-200-80	80	https://simple.wikipedia.org/wiki/Frame	frame	https://simple.wikipedia.org/wiki/File:Frame.agr.jpg	2624	FRAME
Ogden-1930-200-81	81	https://simple.wikipedia.org/wiki/Garden	garden	https://simple.wikipedia.org/wiki/File:Lightmatter_Hsi_Lai_Temple_Arhat_Garden.jpg	586	GARDEN
Ogden-1930-200-82	82	https://simple.wikipedia.org/wiki/Girl	girl	https://simple.wikipedia.org/wiki/File:PortraitGirl2005-1a.jpg	1646	GIRL
Ogden-1930-200-83	83	https://simple.wikipedia.org/wiki/Glove	glove	https://simple.wikipedia.org/wiki/File:Disposable_nitrile_glove.jpg	867	GLOVE
Ogden-1930-200-84	84	https://simple.wikipedia.org/wiki/Goat	goat	https://simple.wikipedia.org/wiki/File:Billy_goat.jpg	1502	GOAT
Ogden-1930-200-85	85	https://simple.wikipedia.org/wiki/Gun	gun	https://simple.wikipedia.org/wiki/File:Pistol_Browning_SFS.jpg	1566	GUN
Ogden-1930-200-86	86	https://simple.wikipedia.org/wiki/Hair	hair	https://simple.wikipedia.org/wiki/File:Hair.jpg	1040	HAIR
Ogden-1930-200-87	87	https://simple.wikipedia.org/wiki/Hammer	hammer	https://simple.wikipedia.org/wiki/File:Hammer.jpg	1481	HAMMER
Ogden-1930-200-88	88	https://simple.wikipedia.org/wiki/Hand	hand	https://simple.wikipedia.org/wiki/File:Raczka4.jpg	1277	HAND
Ogden-1930-200-89	89	https://simple.wikipedia.org/wiki/Hat	hat	https://simple.wikipedia.org/wiki/File:Chapeauclaque.jpg	771	HAT
Ogden-1930-200-90	90	https://simple.wikipedia.org/wiki/Head	head	https://simple.wikipedia.org/wiki/File:Egypte_louvre_284.jpg	1256	HEAD
Ogden-1930-200-91	91	https://simple.wikipedia.org/wiki/Heart	heart	https://simple.wikipedia.org/wiki/File:Heart_diastole.png	1223	HEART
Ogden-1930-200-92	92	https://simple.wikipedia.org/wiki/Hook	hook	https://simple.wikipedia.org/wiki/File:Hook.agr.jpg	1071	HOOK
Ogden-1930-200-93	93	https://simple.wikipedia.org/wiki/Horn	horn	https://simple.wikipedia.org/wiki/File:French_horn_front.png	1393	HORN (ANATOMY)
Ogden-1930-200-94	94	https://simple.wikipedia.org/wiki/Horse	horse	https://simple.wikipedia.org/wiki/File:Biandintz_eta_zaldiak_-_modified2.jpg	615	HORSE
Ogden-1930-200-95	95	https://simple.wikipedia.org/wiki/Hospital	hospital	https://simple.wikipedia.org/wiki/File:Hospital_room_ubt.jpeg	616	HOSPITAL
Ogden-1930-200-96	96	https://simple.wikipedia.org/wiki/House	house	https://simple.wikipedia.org/wiki/File:Droste_Haus.jpg	1252	HOUSE
Ogden-1930-200-97	97	https://simple.wikipedia.org/wiki/Island	island	https://simple.wikipedia.org/wiki/File:Summit_view.jpg	622	ISLAND
Ogden-1930-200-98	98	https://simple.wikipedia.org/wiki/Jewel	jewel	https://simple.wikipedia.org/wiki/File:Brillanten.jpg	1029	JEWEL
Ogden-1930-200-99	99	https://simple.wikipedia.org/wiki/Kettle	kettle	https://simple.wikipedia.org/wiki/File:Kettle.agr.jpg	854	KETTLE
Ogden-1930-200-100	100	https://simple.wikipedia.org/wiki/Key	key	https://simple.wikipedia.org/wiki/File:Key.agr.jpg	1472	KEY
Ogden-1930-200-101	101	https://simple.wikipedia.org/wiki/Knee	knee	https://simple.wikipedia.org/wiki/File:Knee.female.jpg	1371	KNEE
Ogden-1930-200-102	102	https://simple.wikipedia.org/wiki/Knife	knife	https://simple.wikipedia.org/wiki/File:Paring_Knife.jpg	1352	KNIFE
Ogden-1930-200-103	103	https://simple.wikipedia.org/wiki/Knot	knot	https://simple.wikipedia.org/wiki/File:Alpine_Butterfly_Bend_Final.jpg	760	KNOT
Ogden-1930-200-104	104	https://simple.wikipedia.org/wiki/Leaf	leaf	https://simple.wikipedia.org/wiki/File:Leaf_1_web.jpg	628	LEAF
Ogden-1930-200-105	105	https://simple.wikipedia.org/wiki/Leg	leg	https://simple.wikipedia.org/wiki/File:Legs.jpg	1297	LEG
Ogden-1930-200-106	106	https://simple.wikipedia.org/wiki/Library	library	https://simple.wikipedia.org/wiki/File:Library_book_shelves.jpg	2428	LIBRARY
Ogden-1930-200-107	107	https://simple.wikipedia.org/wiki/Line	line	https://simple.wikipedia.org/wiki/File:Line.agr.jpg	1048	LINE
Ogden-1930-200-108	108	https://simple.wikipedia.org/wiki/Lip	lip	https://simple.wikipedia.org/wiki/File:Lip.agr.jpg	478	LIP
Ogden-1930-200-109	109	https://simple.wikipedia.org/wiki/Lock	*lock	https://commons.wikimedia.org/wiki/Category:Locks#/media/File:%28315-365%29_Locked_%286149414678%29.jpg	1596	LOCK
Ogden-1930-200-110	110	https://simple.wikipedia.org/wiki/Map	map	https://simple.wikipedia.org/wiki/File:Arctic.svg	2625	MAP
Ogden-1930-200-111	111	https://simple.wikipedia.org/wiki/Match	match	https://simple.wikipedia.org/wiki/File:Matches.jpg	1133	MATCH
Ogden-1930-200-112	112	https://simple.wikipedia.org/wiki/Monkey	monkey	https://simple.wikipedia.org/wiki/File:Olive_baboon.jpg	1350	MONKEY
Ogden-1930-200-113	113	https://simple.wikipedia.org/wiki/Moon	moon	https://simple.wikipedia.org/wiki/File:Moon.jpg	1313	MOON
Ogden-1930-200-114	114	https://simple.wikipedia.org/wiki/Mouth	mouth	https://simple.wikipedia.org/wiki/File:Mouth.jpg	674	MOUTH
Ogden-1930-200-115	115	https://simple.wikipedia.org/wiki/Muscle	muscle	https://simple.wikipedia.org/wiki/File:Arm_muscles_front_superficial.png	1004	MUSCLE
Ogden-1930-200-116	116	https://simple.wikipedia.org/wiki/Nail	nail	https://simple.wikipedia.org/wiki/File:Nail.agr.jpg	502	NAIL (TOOL)
Ogden-1930-200-117	117	https://simple.wikipedia.org/wiki/Neck	neck	https://simple.wikipedia.org/wiki/File:Neck.agr.jpg	1333	NECK
Ogden-1930-200-118	118	https://simple.wikipedia.org/wiki/Needle	needle	https://simple.wikipedia.org/wiki/File:Needles_(for_sewing).jpg	1382	NEEDLE (FOR SEWING)
Ogden-1930-200-119	119	https://simple.wikipedia.org/wiki/Nerve	nerve	https://simple.wikipedia.org/wiki/File:Nerve.nida.jpg	2626	NERVE
Ogden-1930-200-120	120	https://simple.wikipedia.org/wiki/Net	net	https://simple.wikipedia.org/wiki/File:Net.gsfc.jpg	2653	NET (FOR CATCHING)
Ogden-1930-200-121	121	https://simple.wikipedia.org/wiki/Nose	nose	https://simple.wikipedia.org/wiki/File:Human-nose.jpg	1221	NOSE
Ogden-1930-200-122	122	https://simple.wikipedia.org/wiki/Nut	nut	https://simple.wikipedia.org/wiki/File:Hazelnuts.jpg	191	NUT
Ogden-1930-200-123	123	https://simple.wikipedia.org/wiki/Office	office	https://simple.wikipedia.org/wiki/File:OvalOffice.whitehouse.jpg	2430	OFFICE
Ogden-1930-200-124	124	https://simple.wikipedia.org/wiki/Orange	orange	https://simple.wikipedia.org/wiki/File:Ambersweet_oranges.jpg	2627	ORANGE (FRUIT)
Ogden-1930-200-125	125	https://simple.wikipedia.org/wiki/Oven	oven	https://simple.wikipedia.org/wiki/File:Oven.agr.jpg	1143	OVEN
Ogden-1930-200-126	126	https://simple.wikipedia.org/wiki/Parcel	parcel	https://simple.wikipedia.org/wiki/File:Parcel.fbi.jpg		
Ogden-1930-200-127	127	https://simple.wikipedia.org/wiki/Pen	pen	https://simple.wikipedia.org/wiki/File:Three-pens-six-nibs.jpg	794	PEN
Ogden-1930-200-128	128	https://simple.wikipedia.org/wiki/Pencil	pencil	https://simple.wikipedia.org/wiki/File:Pencil.jpg	2578	PENCIL
Ogden-1930-200-129	129	https://simple.wikipedia.org/wiki/Picture	picture	https://simple.wikipedia.org/wiki/File:LastSupper-GardenOfFineArtKyoto.jpg	2401	PICTURE
Ogden-1930-200-130	130	https://simple.wikipedia.org/wiki/Pig	pig	https://simple.wikipedia.org/wiki/File:Sow_with_piglet.jpg	1337	PIG
Ogden-1930-200-131	131	https://simple.wikipedia.org/wiki/Pin	pin	https://simple.wikipedia.org/wiki/File:Pin.agr.jpg	64	PIN
Ogden-1930-200-132	132	https://simple.wikipedia.org/wiki/Pipe	pipe	https://simple.wikipedia.org/wiki/File:Pipe.agr.jpg	1124	PIPE
Ogden-1930-200-133	133	https://simple.wikipedia.org/wiki/Plane	plane	https://simple.wikipedia.org/wiki/File:Yellow_Tiger_Moth_G%C3%B3raszka.JPG		
Ogden-1930-200-134	134	https://simple.wikipedia.org/wiki/Plate	plate	https://simple.wikipedia.org/wiki/File:Assiette_hannong2.JPG	480	PLATE
Ogden-1930-200-135	135	https://simple.wikipedia.org/wiki/Plow	plow	https://simple.wikipedia.org/wiki/File:Farmer_plowing_in_Fahrenwalde,_Mecklenburg-Vorpommern,_Germany.jpg	2154	PLOUGH (INSTRUMENT)
Ogden-1930-200-136	136	https://simple.wikipedia.org/wiki/Pocket	pocket	https://simple.wikipedia.org/wiki/File:Pocket.agr.jpg	1851	POCKET
Ogden-1930-200-137	137	https://simple.wikipedia.org/wiki/Pot	pot	https://simple.wikipedia.org/wiki/File:Pot.agr.jpg	1462	POT
Ogden-1930-200-138	138	https://simple.wikipedia.org/wiki/Potato	potato	https://simple.wikipedia.org/wiki/File:Potatoes.jpg	593	POTATO
Ogden-1930-200-139	139	https://simple.wikipedia.org/wiki/Prison	prison	https://simple.wikipedia.org/wiki/File:SafrikaIMG_8414.JPG	1281	PRISON
Ogden-1930-200-140	140	https://simple.wikipedia.org/wiki/Pump	pump	https://simple.wikipedia.org/wiki/File:Grosswulkow_Pumpe.jpg		
Ogden-1930-200-141	141	https://simple.wikipedia.org/wiki/Rail	rail	https://simple.wikipedia.org/wiki/File:Geschweisster_schienenstoss.jpeg		
Ogden-1930-200-142	142	https://simple.wikipedia.org/wiki/Rat	rat	https://simple.wikipedia.org/wiki/File:Rattus_norvegicus_1.jpg	1490	RAT
Ogden-1930-200-143	143	https://simple.wikipedia.org/wiki/Receipt	receipt	https://simple.wikipedia.org/wiki/File:Receipt.agr.jpg		
Ogden-1930-200-144	144	https://simple.wikipedia.org/wiki/Ring	ring	https://simple.wikipedia.org/wiki/File:Pro_patria_ring.jpg	1374	RING
Ogden-1930-200-145	145	https://simple.wikipedia.org/wiki/Rod	rod	https://simple.wikipedia.org/wiki/File:Rod.agr.jpg		
Ogden-1930-200-146	146	https://simple.wikipedia.org/wiki/Roof	roof	https://simple.wikipedia.org/wiki/File:Roofes.JPG	769	ROOF
Ogden-1930-200-147	147	https://simple.wikipedia.org/wiki/Root	root	https://simple.wikipedia.org/wiki/File:Pinus_silvestris_roots001xx.jpg	670	ROOT
Ogden-1930-200-148	148	https://simple.wikipedia.org/wiki/Sail	sail	https://simple.wikipedia.org/wiki/File:Zaglowiec1MSlup250.jpg	787	SAIL
Ogden-1930-200-149	149	https://simple.wikipedia.org/wiki/School	school	https://simple.wikipedia.org/wiki/File:Hutterer-Crystal_Schule2.jpg	673	SCHOOL
Ogden-1930-200-150	150	https://simple.wikipedia.org/wiki/Scissors	scissors	https://simple.wikipedia.org/wiki/File:Scissors.jpg	356	SHEARS
Ogden-1930-200-151	151	https://simple.wikipedia.org/wiki/Screw	screw	https://simple.wikipedia.org/wiki/File:Screw.agr.jpg	1802	SCREW
Ogden-1930-200-152	152	https://simple.wikipedia.org/wiki/Seed	seed	https://simple.wikipedia.org/wiki/File:Witlof_Cichorium_intybus_var._foliosum_seeds.jpg	714	SEED
Ogden-1930-200-153	153	https://simple.wikipedia.org/wiki/Sheep	sheep	https://simple.wikipedia.org/wiki/File:Flock_of_sheep.jpg	1331	SHEEP
Ogden-1930-200-154	154	https://simple.wikipedia.org/wiki/Shelf	shelf	https://simple.wikipedia.org/wiki/File:Shelf.agr.jpg	745	SHELF
Ogden-1930-200-155	155	https://simple.wikipedia.org/wiki/Ship	ship	https://simple.wikipedia.org/wiki/File:Maersk_Elba.JPG	740	SHIP
Ogden-1930-200-156	156	https://simple.wikipedia.org/wiki/Shirt	shirt	https://simple.wikipedia.org/wiki/File:Shirt.jpg	1622	SHIRT
Ogden-1930-200-157	157	https://simple.wikipedia.org/wiki/Shoe	shoe	https://simple.wikipedia.org/wiki/File:Zapato.jpg	1381	SHOE
Ogden-1930-200-158	158	https://simple.wikipedia.org/wiki/Skin	skin	https://simple.wikipedia.org/wiki/File:Skin.agr.jpg	763	SKIN
Ogden-1930-200-159	159	https://simple.wikipedia.org/wiki/Skirt	skirt	https://simple.wikipedia.org/wiki/File:MiniSkirt.jpg	1600	SKIRT
Ogden-1930-200-160	160	https://simple.wikipedia.org/wiki/Snake	snake	https://simple.wikipedia.org/wiki/File:Snake.usuhs.jpg	730	SNAKE
Ogden-1930-200-161	161	https://simple.wikipedia.org/wiki/Sock	sock	https://simple.wikipedia.org/wiki/File:Fun_socks.png	1522	SOCK
Ogden-1930-200-162	162	https://simple.wikipedia.org/wiki/Spade	spade	https://simple.wikipedia.org/wiki/File:Spade.jpg	1176	SPADE
Ogden-1930-200-163	163	https://simple.wikipedia.org/wiki/Sponge	sponge	https://simple.wikipedia.org/wiki/File:Sponge.noaa.jpg		
Ogden-1930-200-164	164	https://simple.wikipedia.org/wiki/Spoon	spoon	https://simple.wikipedia.org/wiki/File:Dessert_Spoon.jpg	1378	SPOON
Ogden-1930-200-165	165	https://simple.wikipedia.org/wiki/Spring	spring	https://simple.wikipedia.org/wiki/File:Ressort_de_compression.jpg	849	SPRING (OF WATER)
Ogden-1930-200-166	166	https://simple.wikipedia.org/wiki/Square	square	https://simple.wikipedia.org/wiki/File:Geometrie_carre.png	850	SQUARE
Ogden-1930-200-167	167	https://simple.wikipedia.org/wiki/Stamp	stamp	https://simple.wikipedia.org/wiki/File:Faroe_stamp_011_east_coast_of_vagar_300_oyru.jpg		
Ogden-1930-200-168	168	https://simple.wikipedia.org/wiki/Star	star	https://simple.wikipedia.org/wiki/File:Alpheratz.gif	1430	STAR
Ogden-1930-200-169	169	https://simple.wikipedia.org/wiki/Station	station	https://simple.wikipedia.org/wiki/File:Copenhagen_H_1.jpg		
Ogden-1930-200-170	170	https://simple.wikipedia.org/wiki/Stem	stem	https://simple.wikipedia.org/wiki/File:Stem.agr.jpg	2628	PLANT STEM
Ogden-1930-200-171	171	https://simple.wikipedia.org/wiki/Stick	stick	https://simple.wikipedia.org/wiki/File:Stick.jpg	1295	STICK
Ogden-1930-200-172	172	https://simple.wikipedia.org/wiki/Stocking	stocking	https://simple.wikipedia.org/wiki/File:Stockings.agr.jpg	329	STOCKING
Ogden-1930-200-173	173	https://simple.wikipedia.org/wiki/Stomach	stomach	https://simple.wikipedia.org/wiki/File:Stomach.amedd.jpg	819	STOMACH
Ogden-1930-200-174	174	https://simple.wikipedia.org/wiki/Store	store	https://simple.wikipedia.org/wiki/File:Fortnum%26Mason_Fruit_and_Flowers2.jpg	752	STORE
Ogden-1930-200-175	175	https://simple.wikipedia.org/wiki/Street	street	https://simple.wikipedia.org/wiki/File:Merida-street.jpg	1362	STREET
