ID	ENGLISH	NUMBER	IDS_ID	URL	FRENCH	PORTUGUESE	RUSSIAN	SPANISH	CHAPTER	SUBCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Key-2016-1310-658	heel	658	4-372	http://ids.clld.org/parameters/4-372	talon	calcanhar	пятка	talón	4	372	980	HEEL
Key-2016-1310-659	ankle	659	4-371	http://ids.clld.org/parameters/4-371	cheville	tornozelo	лодыжка	tobillo	4	371	803	ANKLE
Key-2016-1310-660	foot	660	4-370	http://ids.clld.org/parameters/4-370	pied	pé	ступня	pie	4	370	1301	FOOT
Key-2016-1310-661	knee	661	4-360	http://ids.clld.org/parameters/4-360	genou	joelho	колено	rodilla	4	360	1371	KNEE
Key-2016-1310-662	calf of leg	662	4-352	http://ids.clld.org/parameters/4-352	mollet	barriga da perna	икра ноги	pantorrilla	4	352	498	CALF OF LEG
Key-2016-1310-663	thigh	663	4-351	http://ids.clld.org/parameters/4-351	cuisse	coxa	бедро	muslo	4	351	800	THIGH
Key-2016-1310-664	leg	664	4-350	http://ids.clld.org/parameters/4-350	jambe	perna	нога	pierna, pata	4	350	1297	LEG
Key-2016-1310-665	claw	665	4-345	http://ids.clld.org/parameters/4-345	griffe	garra	коготь	garra	4	345	72	CLAW
Key-2016-1310-666	fingernail	666	4-344	http://ids.clld.org/parameters/4-344	ongle	unha	ноготь	uña	4	344	1258	FINGERNAIL
Key-2016-1310-667	thumb	667	4-342	http://ids.clld.org/parameters/4-342	pouce	polegar	большой палец	pulgar	4	342	1781	THUMB
Key-2016-1310-668	finger	668	4-340	http://ids.clld.org/parameters/4-340	doigt	dedo	палец (рука)	dedo	4	340	1303	FINGER
Key-2016-1310-669	palm of hand	669	4-331	http://ids.clld.org/parameters/4-331	paume	palma de mão	ладонь	palma de la mano	4	331	1183	PALM OF HAND
Key-2016-1310-670	hand	670	4-330	http://ids.clld.org/parameters/4-330	main	mão	кисть	mano	4	330	1277	HAND
Key-2016-1310-671	wrist	671	4-321	http://ids.clld.org/parameters/4-321	poignet	pulso	запястье	muñeca	4	321	799	WRIST
Key-2016-1310-672	elbow	672	4-320	http://ids.clld.org/parameters/4-320	coude	cotovelo	локоть	codo	4	320	981	ELBOW
Key-2016-1310-673	armpit	673	4-312	http://ids.clld.org/parameters/4-312	aisselle	axila, sovaco	подмышка	sobaco, axila	4	312	1886	ARMPIT
Key-2016-1310-674	arm	674	4-310	http://ids.clld.org/parameters/4-310	bras	braço	рука	brazo	4	310	1673	ARM
Key-2016-1310-675	collarbone	675	4-302	http://ids.clld.org/parameters/4-302	clavicule	clavícula	ключица	clavícula	4	302	1994	COLLARBONE
Key-2016-1310-676	shoulderblade	676	4-301	http://ids.clld.org/parameters/4-301	omoplate	omoplata	лопатка	escápula, omóplato	4	301	172	SHOULDERBLADE
Key-2016-1310-677	shoulder	677	4-300	http://ids.clld.org/parameters/4-300	épaule	ombro	плечо	hombro	4	300	1482	SHOULDER
Key-2016-1310-678	throat	678	4-290	http://ids.clld.org/parameters/4-290	gorge	garganta	горло, глотка	garganta	4	290	1346	THROAT
Key-2016-1310-679	nape of neck	679	4-281	http://ids.clld.org/parameters/4-281	nuque	nuca	затылок	nuca	4	281	1347	NAPE (OF NECK)
Key-2016-1310-680	neck	680	4-280	http://ids.clld.org/parameters/4-280	cou	pescoço	шея	cuello	4	280	1333	NECK
Key-2016-1310-681	molartooth	681	4-272	http://ids.clld.org/parameters/4-272	molaire	molar	коренной зуб	molar, muela	4	272	1049	MOLAR TOOTH
Key-2016-1310-682	tooth	682	4-270	http://ids.clld.org/parameters/4-270	dent	dente	зуб	diente	4	270	1380	TOOTH
Key-2016-1310-683	gums	683	4-271	http://ids.clld.org/parameters/4-271	gencives	gengiva	десны	encías	4	271	139	GUMS
Key-2016-1310-684	tongue	684	4-260	http://ids.clld.org/parameters/4-260	langue	língua	язык	lengua	4	260	1205	TONGUE
Key-2016-1310-685	lip	685	4-250	http://ids.clld.org/parameters/4-250	lèvre	lábio	губа	labio	4	250	478	LIP
Key-2016-1310-686	beak	686	4-241	http://ids.clld.org/parameters/4-241	bec	bico	клюв	pico	4	241	73	BEAK
Key-2016-1310-687	mouth	687	4-240	http://ids.clld.org/parameters/4-240	bouche	boca	рот	boca	4	240	674	MOUTH
Key-2016-1310-688	mucus (nasal)	688	4-232	http://ids.clld.org/parameters/4-232	morve, mucus	muco	слизь, сопля	moco	4	232	208	NASAL MUCUS (SNOT)
Key-2016-1310-689	nostril	689	4-231	http://ids.clld.org/parameters/4-231	narine	narina	ноздря	ventana de la nariz	4	231	1178	NOSTRIL
Key-2016-1310-690	nose	690	4-230	http://ids.clld.org/parameters/4-230	nez	nariz	нос	nariz	4	230	1221	NOSE
Key-2016-1310-691	earwax	691	4-222	http://ids.clld.org/parameters/4-222	cèrumen, cire (d'oreille)	cerume, cera	ушная сера	cerumen	4	222	32	EARWAX
Key-2016-1310-692	earlobe	692	4-221	http://ids.clld.org/parameters/4-221	lobe de l'oreille	lóbulo	мочка уха	lóbulo (de oreja)	4	221	18	EARLOBE
Key-2016-1310-693	ear	693	4-220	http://ids.clld.org/parameters/4-220	oreille	orelha	ухо	oreja	4	220	1247	EAR
Key-2016-1310-694	blink	694	4-215	http://ids.clld.org/parameters/4-215	cligner (de l'oeil)	pestanejar	щуриться	parpadear	4	215	1655	BLINK
Key-2016-1310-695	eyelash	695	4-214	http://ids.clld.org/parameters/4-214	cil	pestana, cílio	ресница	pestaña	4	214	1540	EYELASH
Key-2016-1310-696	eyelid	696	4-213	http://ids.clld.org/parameters/4-213	paupière	pálpebra	веко	párpado	4	213	17	EYELID
Key-2016-1310-697	eyebrow	697	4-212	http://ids.clld.org/parameters/4-212	sourcil	sobrancelha	бровь	ceja	4	212	1173	EYEBROW
Key-2016-1310-698	eye	698	4-210	http://ids.clld.org/parameters/4-210	oeil	olho	глаз	ojo	4	210	1248	EYE
Key-2016-1310-699	cheek	699	4-208	http://ids.clld.org/parameters/4-208	joue	bochecha	щека	mejilla	4	208	1730	CHEEK
Key-2016-1310-700	chin	700	4-209	http://ids.clld.org/parameters/4-209	menton	queixo	подбородок	mentón, barbilla	4	209	1510	CHIN
Key-2016-1310-701	forehead	701	4-205	http://ids.clld.org/parameters/4-205	front	testa, fronte	лоб	frente	4	205	123	FOREHEAD
Key-2016-1310-702	jaw	702	4-207	http://ids.clld.org/parameters/4-207	machoire	maxila	челюсть	mandíbula	4	207	798	JAW
Key-2016-1310-703	face	703	4-204	http://ids.clld.org/parameters/4-204	visage	rosto	лицо	cara	4	204	1560	FACE
Key-2016-1310-704	brain	704	4-203	http://ids.clld.org/parameters/4-203	cerveau	cérebro, miolos	мозг(и)	cerebro, sesos	4	203	1583	BRAIN
Key-2016-1310-705	side of head, temple	705	4-201	http://ids.clld.org/parameters/4-201	tempe	fonte, têmpora	висок	sien	4	201	1604	TEMPLES
Key-2016-1310-706	skull	706	4-202	http://ids.clld.org/parameters/4-202	crâne	crânio, caveira	череп	cráneo, calavera	4	202	1605	SKULL
Key-2016-1310-707	head	707	4-200	http://ids.clld.org/parameters/4-200	tête	cabeça	голова	cabeza	4	200	1256	HEAD
Key-2016-1310-708	spine	708	4-191	http://ids.clld.org/parameters/4-191	épine dorsale, colonne vertébrale	espinha dorsal	спинной хребет, позвоночник	espinazo, espina dorsal	4	191	805	SPINE
Key-2016-1310-709	back	709	4-190	http://ids.clld.org/parameters/4-190	dos	costas	спина	espalda	4	190	1291	BACK
Key-2016-1310-710	tail	710	4-180	http://ids.clld.org/parameters/4-180	queue	cauda, rabo	хвост	cola	4	180	1220	TAIL
Key-2016-1310-711	horn	711	4-170	http://ids.clld.org/parameters/4-170	corne	chifre, corno	рог	cuerno	4	170	1393	HORN (ANATOMY)
Key-2016-1310-712	rib	712	4-162	http://ids.clld.org/parameters/4-162	côte	costela	ребро	costilla	4	162	801	RIB
Key-2016-1310-713	bone	713	4-160	http://ids.clld.org/parameters/4-160	os	osso	кость	hueso	4	160	1394	BONE
Key-2016-1310-714	vein, artery	714	4-151	http://ids.clld.org/parameters/4-151	veine, artère	veia, artéria	вена, артерия	vena, arteria	4	151	525	BLOOD VESSEL
Key-2016-1310-715	blood	715	4-150	http://ids.clld.org/parameters/4-150	sang	sangue	кровь	sangre	4	150	946	BLOOD
Key-2016-1310-716	dandruff	716	4-146	http://ids.clld.org/parameters/4-146	pellicule	caspa	перхоть	caspa	4	146	576	DANDRUFF
Key-2016-1310-717	pubic hair	717	4-145	http://ids.clld.org/parameters/4-145	poil pubien	pêlo púbico	волос (лобковый)	pelo púbico	4	145	36	PUBIC HAIR
Key-2016-1310-718	body hair	718	4-144	http://ids.clld.org/parameters/4-144	poil	cabelo, pêlo	волос (на теле)	vello (del cuerpo)	4	144	189	HAIR (BODY)
Key-2016-1310-719	beard	719	4-142	http://ids.clld.org/parameters/4-142	barbe	barba	борода	barba	4	142	678	BEARD
Key-2016-1310-720	hair (head)	720	4-140	http://ids.clld.org/parameters/4-140	cheveu	cabelo	волос (на голове)	cabello, pelo	4	140	2648	HAIR (HEAD)
Key-2016-1310-721	flesh	721	4-130	http://ids.clld.org/parameters/4-130	chair	carne	тело, плоть	carne	4	130	2259	FLESH
Key-2016-1310-722	skin, hide	722	4-120	http://ids.clld.org/parameters/4-120	peau	pele, couro	кожа, шкура	piel, cutis, pellejo	4	120	763	SKIN
Key-2016-1310-723	body	723	4-110	http://ids.clld.org/parameters/4-110	corps	corpo	тело	cuerpo	4	110	1480	BODY
Key-2016-1310-724	turtle	724	3-980	http://ids.clld.org/parameters/3-980	tortue	tartaruga	черепаха	tortuga	3	980	112	TURTLE
Key-2016-1310-725	crocodile, alligator	725	3-970	http://ids.clld.org/parameters/3-970	crocodile	jacaré	крокодил	cocodrilo, caimán	3	970	1857	CROCODILE
Key-2016-1310-726	lizard	726	3-960	http://ids.clld.org/parameters/3-960	lézard	lagarto	ящерица	lagartija	3	960	632	LIZARD
Key-2016-1310-727	frog	727	3-950	http://ids.clld.org/parameters/3-950	grenouille	rã	лягушка	rana	3	950	503	FROG
Key-2016-1310-728	snail	728	3-940	http://ids.clld.org/parameters/3-940	escargot	caracol	улитка	caracol	3	940	1543	SNAIL
Key-2016-1310-729	grasshopper	729	3-930	http://ids.clld.org/parameters/3-930	sauterelle	gafanhoto	кузнечик	saltamontes	3	930	607	GRASSHOPPER
Key-2016-1310-730	butterfly	730	3-920	http://ids.clld.org/parameters/3-920	papillon	borboleta	бабочка	mariposa	3	920	1791	BUTTERFLY
Key-2016-1310-731	firefly	731	3-910	http://ids.clld.org/parameters/3-910	verluisant, luciole	pirilampo, vaga-lume	светляк, светлячок	luciérnaga	3	910	206	FIREFLY
Key-2016-1310-732	snake	732	3-850	http://ids.clld.org/parameters/3-850	serpent, couleuvre	cobra	змея	culebra, serpiente	3	850	730	SNAKE
Key-2016-1310-733	worm	733	3-840	http://ids.clld.org/parameters/3-840	ver de terre	verme, lombriga	червяк, червь	lombriz, gusano	3	840	1219	WORM
Key-2016-1310-734	mosquito	734	3-832	http://ids.clld.org/parameters/3-832	moustique	mosquito	москит (тропический комар)	mosquito	3	832	1509	MOSQUITO
Key-2016-1310-735	sandfly (midge), gnat	735	3-831	http://ids.clld.org/parameters/3-831	moustique, moucheron	mosquito	комар	jején	3	831	95	SANDFLY
Key-2016-1310-736	fly	736	3-830	http://ids.clld.org/parameters/3-830	mouche	mosca	муха	mosca	3	830	1504	FLY (INSECT)
Key-2016-1310-737	wasp	737	3-823	http://ids.clld.org/parameters/3-823	guêpe	vespa	оса	avispa	3	823	1517	WASP
Key-2016-1310-738	beehive	738	3-822	http://ids.clld.org/parameters/3-822	ruche	colmeia	улей	colmena	3	822	88	BEEHIVE
Key-2016-1310-739	beeswax	739	3-821	http://ids.clld.org/parameters/3-821	cire	cera	воск	cera de abeja	3	821	1931	BEESWAX
Key-2016-1310-740	bee	740	3-820	http://ids.clld.org/parameters/3-820	abeille	abelha	пчела	abeja	3	820	665	BEE
Key-2016-1310-741	spider web	741	3-819	http://ids.clld.org/parameters/3-819	toile d'araignée	teia de aranha	паутина	telaraña	3	819	1065	SPIDER WEB
Key-2016-1310-742	spider	742	3-818	http://ids.clld.org/parameters/3-818	araignée	aranha	паук	araña	3	818	843	SPIDER
Key-2016-1310-743	ant	743	3-817	http://ids.clld.org/parameters/3-817	fourmi	formiga	муравей	hormiga	3	817	587	ANT
Key-2016-1310-744	cockroach	744	3-816	http://ids.clld.org/parameters/3-816	cafard, cancrelat	barata	таракан	cucaracha	3	816	1575	COCKROACH
Key-2016-1310-745	scorpion	745	3-815	http://ids.clld.org/parameters/3-815	scorpion	escorpião	скорпион	alacrán	3	815	1538	SCORPION
Key-2016-1310-746	centipede	746	3-814	http://ids.clld.org/parameters/3-814	mille-pattes	centopeia	многоножка, сороконожка	ciempiés	3	814	1974	CENTIPEDE
Key-2016-1310-747	flea	747	3-813	http://ids.clld.org/parameters/3-813	puce	pulga	блоха	pulga	3	813	232	FLEA
Key-2016-1310-748	nit (louse egg)	748	3-812	http://ids.clld.org/parameters/3-812	lente	lêndea	гнида	liendre	3	812	267	NIT
Key-2016-1310-749	louse	749	3-811	http://ids.clld.org/parameters/3-811	pou	piolho	вошь	piojo	3	811	1392	LOUSE
Key-2016-1310-750	insect	750	3-810	http://ids.clld.org/parameters/3-810	insecte	inseto	насекомое	insecto	3	810	620	INSECT
Key-2016-1310-751	camel	751	3-780	http://ids.clld.org/parameters/3-780	chameau	camelo	верблюд	camello	3	780	1871	CAMEL
Key-2016-1310-752	elephant	752	3-770	http://ids.clld.org/parameters/3-770	éléphant	elefante	слон	elefante	3	770	1290	ELEPHANT
Key-2016-1310-753	monkey	753	3-760	http://ids.clld.org/parameters/3-760	singe	macaco	обезьяна	mono	3	760	1350	MONKEY
Key-2016-1310-754	deer	754	3-750	http://ids.clld.org/parameters/3-750	daim, cerf, chevreuil	veado	олень, лань	venado, ciervo/a	3	750	1936	DEER
Key-2016-1310-755	fox	755	3-740	http://ids.clld.org/parameters/3-740	renard	raposa	лиса, лисица	zorro	3	740	1312	FOX
Key-2016-1310-756	bear	756	3-730	http://ids.clld.org/parameters/3-730	ours	urso	медведь	oso	3	730	1820	BEAR
Key-2016-1310-757	lion	757	3-720	http://ids.clld.org/parameters/3-720	lion	leão	лев	león	3	720	1386	LION
Key-2016-1310-758	wolf	758	3-710	http://ids.clld.org/parameters/3-710	loup	lobo	волк	lobo	3	710	522	WOLF
Key-2016-1310-759	freshwater eel	759	3-665	http://ids.clld.org/parameters/3-665	anguille d'eau douce	enguia	пресноводный угорь	anguila de agua dulce	3	665	1013	FRESHWATER EEL
Key-2016-1310-760	stingray	760	3-664	http://ids.clld.org/parameters/3-664	raie, pastenague	raia, arraia	скат, морской кот	raya, pastinaca	3	664	1910	STINGRAY
Key-2016-1310-761	whale	761	3-663	http://ids.clld.org/parameters/3-663	baleine	baleia	кит	ballena	3	663	957	WHALE
Key-2016-1310-762	porpoise, dolphin	762	3-662	http://ids.clld.org/parameters/3-662	marsouin, dauphin	delfim, golfinho	морская свинья, дельфин	delfín	3	662	1479	DOLPHIN
Key-2016-1310-763	shark	763	3-661	http://ids.clld.org/parameters/3-661	requin	tubarão	акула	tiburón	3	661	1110	SHARK
Key-2016-1310-764	shell	764	3-655	http://ids.clld.org/parameters/3-655	coquille, coquillage	concha	ракушка	valva	3	655	598	SHELL
Key-2016-1310-765	gill	765	3-654	http://ids.clld.org/parameters/3-654	ouïes	guelra, brânquia	жабры	agalla	3	654	1916	GILL
Key-2016-1310-766	fishscale	766	3-653	http://ids.clld.org/parameters/3-653	écaille	escama	(рыбья) чешуя	escama	3	653	266	SCALE
Key-2016-1310-767	fin (dorsal)	767	3-652	http://ids.clld.org/parameters/3-652	nageoire	barbatana	плавник	aleta	3	652	213	FIN
Key-2016-1310-768	fish	768	3-650	http://ids.clld.org/parameters/3-650	poisson	peixe	рыба	pez, pescado	3	650	227	FISH
Key-2016-1310-769	mouse, rat	769	3-630	http://ids.clld.org/parameters/3-630	souris, rat	rato, camundongo, ratinho	мышь, крыса	ratón, rata	3	630	2139	MUROID (MOUSE OR RAT)
Key-2016-1310-770	opossum	770	3-622	http://ids.clld.org/parameters/3-622	opossum	sarigüê, gambá	опоссум	zarigüeya	3	622	309	OPOSSUM
Key-2016-1310-771	cat	771	3-620	http://ids.clld.org/parameters/3-620	chat	gato	кот	gato	3	620	1208	CAT
Key-2016-1310-772	rabbit	772	3-614	http://ids.clld.org/parameters/3-614	lapin	coelho	кролик	conejo	3	614	1136	RABBIT
Key-2016-1310-773	dog	773	3-610	http://ids.clld.org/parameters/3-610	chien	cão, cachorro	собака, пес	perro	3	610	2009	DOG
Key-2016-1310-774	dove	774	3-594	http://ids.clld.org/parameters/3-594	colombe	pomba	голубь, голубка	paloma	3	594	1853	DOVE
Key-2016-1310-775	owl	775	3-596	http://ids.clld.org/parameters/3-596	hibou	mocho, coruja	сова, филин	lechuza, buho	3	596	735	OWL
Key-2016-1310-776	crow	776	3-593	http://ids.clld.org/parameters/3-593	corbeau	corvo	ворона	cuervo	3	593	913	CROW
Key-2016-1310-777	parrot	777	3-592	http://ids.clld.org/parameters/3-592	perroquet	papagaio	попугай	loro	3	592	882	PARROT
Key-2016-1310-778	bat	778	3-591	http://ids.clld.org/parameters/3-591	chauve-souris	morcego	летучая мышь	murciélago	3	591	1793	BAT
Key-2016-1310-779	vulture	779	3-586	http://ids.clld.org/parameters/3-586	vautour	urubu, abutre	гриф	buitre	3	586	1185	VULTURE
Key-2016-1310-780	hawk	780	3-585	http://ids.clld.org/parameters/3-585	faucon	falcão	ястреб, сокол	gavilán, halcón	3	585	307	HAWK
Key-2016-1310-781	eagle	781	3-584	http://ids.clld.org/parameters/3-584	aigle	águia	орел	águila	3	584	1905	EAGLE
Key-2016-1310-782	seagull	782	3-582	http://ids.clld.org/parameters/3-582	mouette	gaivota	чайка	gaviota	3	582	950	SEAGULL
Key-2016-1310-783	heron	783	3-583	http://ids.clld.org/parameters/3-583	héron	garça	цапля (больш. птица)	garza	3	583	758	HERON
Key-2016-1310-784	bird	784	3-581	http://ids.clld.org/parameters/3-581	oiseau	pássaro, ave	птица	pájaro, ave	3	581	937	BIRD
Key-2016-1310-785	nest	785	3-580	http://ids.clld.org/parameters/3-580	nid	ninho	гнездо	nido	3	580	539	NEST
Key-2016-1310-786	duck	786	3-570	http://ids.clld.org/parameters/3-570	canard	pato	утка	pato, ánade	3	570	1360	DUCK
Key-2016-1310-787	goose	787	3-560	http://ids.clld.org/parameters/3-560	oie	ganso	гусь	ganso	3	560	1187	GOOSE
Key-2016-1310-788	chicken	788	3-550	http://ids.clld.org/parameters/3-550	poulet	frango	цыпленок	pollo	3	550	1318	CHICKEN
Key-2016-1310-789	hen	789	3-540	http://ids.clld.org/parameters/3-540	poule	galinha	курица	gallina	3	540	1514	HEN
Key-2016-1310-790	cock, rooster	790	3-520	http://ids.clld.org/parameters/3-520	coq	galo	петух	gallo	3	520	1511	ROOSTER
Key-2016-1310-791	mule	791	3-470	http://ids.clld.org/parameters/3-470	mulet	mulo/mula	мул	mulo	3	470	890	MULE
Key-2016-1310-792	fowl	792	3-500	http://ids.clld.org/parameters/3-500	volaille	ave	домашняя птица	ave (de corral)	3	500	265	FOWL
Key-2016-1310-793	ass, donkey	793	3-460	http://ids.clld.org/parameters/3-460	âne	asno, burro	осел	asno, burro	3	460	1862	DONKEY
Key-2016-1310-794	foal, colt	794	3-450	http://ids.clld.org/parameters/3-450	poulain	potro	жеребенок	potro, potrillo	3	450	1647	FOAL
Key-2016-1310-795	mare	795	3-440	http://ids.clld.org/parameters/3-440	jument	égua	кобыла	yegua	3	440	938	MARE
Key-2016-1310-796	stallion	796	3-420	http://ids.clld.org/parameters/3-420	étalon	garanhão	жеребец	caballo padre, semental	3	420	936	STALLION
Key-2016-1310-797	horse (equine)	797	3-410	http://ids.clld.org/parameters/3-410	cheval	cavalo	лошадь, конь	caballo	3	410	615	HORSE
Key-2016-1310-798	kid	798	3-380	http://ids.clld.org/parameters/3-380	chevreau	cabrito	козленок	cabrito	3	380	1972	KID
Key-2016-1310-799	he-goat	799	3-370	http://ids.clld.org/parameters/3-370	bouc	bode	козел	chivo, macho cabrío	3	370	264	HE-GOAT
Key-2016-1310-800	goat	800	3-360	http://ids.clld.org/parameters/3-360	chèvre	cabra	коза	cabra	3	360	1502	GOAT
Key-2016-1310-801	pig	801	3-350	http://ids.clld.org/parameters/3-350	porc, cochon	porco	свинья	cerdo, puerco	3	350	1337	PIG
Key-2016-1310-802	sow (2)	802	3-340	http://ids.clld.org/parameters/3-340	truie	porca	свинья, свиноматка	puerca, cochina, cerda	3	340	1351	SOW (FEMALE PIG)
Key-2016-1310-803	boar	803	3-320	http://ids.clld.org/parameters/3-320	sanglier	barrão/ varrão	кабан, хряк	jabalí	3	320	1348	BOAR
Key-2016-1310-804	lamb	804	3-290	http://ids.clld.org/parameters/3-290	agneau	cordeiro	ягненок	borrego, cordero	3	290	820	LAMB
Key-2016-1310-805	ewe	805	3-280	http://ids.clld.org/parameters/3-280	brebis	ovelha	овца	oveja	3	280	1345	EWE
Key-2016-1310-806	ram	806	3-260	http://ids.clld.org/parameters/3-260	bélier	carneiro	баран	carnero, morueco	3	260	1344	RAM
Key-2016-1310-807	sheep	807	3-250	http://ids.clld.org/parameters/3-250	mouton	ovelha	овца, баран	oveja	3	250	1331	SHEEP
Key-2016-1310-808	calf	808	3-240	http://ids.clld.org/parameters/3-240	veau	bezerro	теленок	becerro, ternero	3	240	1989	CALF
Key-2016-1310-809	cow	809	3-230	http://ids.clld.org/parameters/3-230	vache	vaca	корова	vaca	3	230	1007	COW
Key-2016-1310-810	ox	810	3-220	http://ids.clld.org/parameters/3-220	boeuf	boi	вол	buey	3	220	1169	OX
Key-2016-1310-811	bull	811	3-210	http://ids.clld.org/parameters/3-210	taureau	touro	бык	toro	3	210	1008	BULL
Key-2016-1310-812	cattle (bovine)	812	3-200	http://ids.clld.org/parameters/3-200	bétail	gado	крупный рогатый скот	ganado	3	200	1153	CATTLE
Key-2016-1310-813	stable, stall	813	3-190	http://ids.clld.org/parameters/3-190	étable, écurie	cocheira, estábulo	конюшня, стойло	establo	3	190	851	STABLE
Key-2016-1310-814	herdsman	814	3-180	http://ids.clld.org/parameters/3-180	bouvier, berger, pâtre	pastor	пастух	pastor, vaquero	3	180	263	HERDSMAN
Key-2016-1310-815	pasture	815	3-160	http://ids.clld.org/parameters/3-160	pâturage, pâture	pasto, pastagem	пастбище, выгон	pradera, potrero	3	160	649	PASTURE
Key-2016-1310-816	livestock	816	3-150	http://ids.clld.org/parameters/3-150	bétail	gado	(домашний) скот	ganado	3	150	631	LIVESTOCK
Key-2016-1310-817	female (adj)	817	3-130	http://ids.clld.org/parameters/3-130	femelle	feminino	женский	femenino, hembra	3	130	2262	FEMALE (OF ANIMAL)
Key-2016-1310-818	male (adj)	818	3-120	http://ids.clld.org/parameters/3-120	mâle	masculino	мужской	masculino, macho	3	120	2263	MALE (OF ANIMAL)
Key-2016-1310-819	animal	819	3-110	http://ids.clld.org/parameters/3-110	animal, bête	animal, bicho	животное	animal	3	110	619	ANIMAL
Key-2016-1310-820	they	820	2-960	http://ids.clld.org/parameters/2-960	eux, elles	eles, elas	они	ellos, ellas	2	960	817	THEY
Key-2016-1310-821	you (plural)	821	2-950	http://ids.clld.org/parameters/2-950	vous	vocês, vós	вы	ustedes	2	950	1213	YOU
Key-2016-1310-822	we (exclusive)	822	2-942	http://ids.clld.org/parameters/2-942	nous	nós	мы (эксл.)	nosotros/nosotras (exclusivo)	2	942	1130	WE (EXCLUSIVE)
Key-2016-1310-823	we (inclusive)	823	2-941	http://ids.clld.org/parameters/2-941	nous	nós	мы (инкл.)	nosotros/nosotras (inclusivo)	2	941	1131	WE (INCLUSIVE)
Key-2016-1310-824	we	824	2-940	http://ids.clld.org/parameters/2-940	nous	nós	мы	nosotros/nosotras	2	940	1212	WE
Key-2016-1310-825	he/she/it	825	2-930	http://ids.clld.org/parameters/2-930	il/elle/il	ele/ela/ele (ou ela)	он/она/оно	él/ella/ello	2	930	262	HE OR SHE OR IT
Key-2016-1310-826	you (singular)	826	2-920	http://ids.clld.org/parameters/2-920	tu, vous	tu, você	ты, вы	tú, usted	2	920	1215	THOU
Key-2016-1310-827	I	827	2-910	http://ids.clld.org/parameters/2-910	je, moi	eu	я	yo	2	910	1209	I
Key-2016-1310-828	family	828	2-820	http://ids.clld.org/parameters/2-820	famille	família	семья	familia	2	820	194	FAMILY
Key-2016-1310-829	relatives, kinsmen	829	2-810	http://ids.clld.org/parameters/2-810	parents	parentes	родственники	parientes, parentela	2	810	1644	RELATIVES
Key-2016-1310-830	widower	830	2-770	http://ids.clld.org/parameters/2-770	veuf	viúvo	вдовец	viudo	2	770	1981	WIDOWER
Key-2016-1310-831	widow	831	2-760	http://ids.clld.org/parameters/2-760	veuve	viúva	вдова	viuda	2	760	1756	WIDOW
Key-2016-1310-832	orphan	832	2-750	http://ids.clld.org/parameters/2-750	orphelin/orpheline	órfão/órfã	сирота	huérfano/ huérfana	2	750	1149	ORPHAN
Key-2016-1310-833	stepdaughter	833	2-740	http://ids.clld.org/parameters/2-740	belle-fille	enteada	падчерица	hijastra	2	740	1058	STEPDAUGHTER
Key-2016-1310-834	stepson	834	2-730	http://ids.clld.org/parameters/2-730	beau-fils	enteado	пасынок	hijastro	2	730	1059	STEPSON
Key-2016-1310-835	stepmother	835	2-720	http://ids.clld.org/parameters/2-720	belle-mère	madrasta	мачеха	madrastra	2	720	236	STEPMOTHER
Key-2016-1310-836	stepfather	836	2-710	http://ids.clld.org/parameters/2-710	beau-père	padrasto	отчим	padrastro	2	710	237	STEPFATHER
Key-2016-1310-837	daughter-in-law (of a woman)	837	2-641	http://ids.clld.org/parameters/2-641	bru, belle-fille (d'une femme)	nora (de mulher)	невестка	nuera (de mujer)	2	641	2264	DAUGHTER-IN-LAW (OF WOMAN)
Key-2016-1310-838	daughter-in-law (of a man)	838	2-640	http://ids.clld.org/parameters/2-640	bru, belle-fille (d'un homme)	nora (de homem)	сноха	nuera (de hombre)	2	640	2265	DAUGHTER-IN-LAW (OF MAN)
Key-2016-1310-839	son-in-law (of a woman)	839	2-631	http://ids.clld.org/parameters/2-631	gendre (d'une femme)	genro	зять (как называют женщины)	yerno (de mujer)	2	631	2266	SON-IN-LAW (OF WOMAN)
Key-2016-1310-840	son-in-law (of a man)	840	2-630	http://ids.clld.org/parameters/2-630	gendre (d'un homme)	genro	зять (как называют мужчины)	yerno (de hombre)	2	630	2267	SON-IN-LAW (OF MAN)
Key-2016-1310-841	mother-in-law (of a woman)	841	2-621	http://ids.clld.org/parameters/2-621	belle-mère (d'une femme)	sogra (de mulher)	теща	suegra (de mujer)	2	621	2256	MOTHER-IN-LAW (OF WOMAN)
Key-2016-1310-842	mother-in-law (of a man)	842	2-620	http://ids.clld.org/parameters/2-620	belle-mère (d'un homme)	sogra (de homem)	свекровь	suegra (de hombre)	2	620	2257	MOTHER-IN-LAW (OF MAN)
Key-2016-1310-843	father-in-law (of a woman)	843	2-611	http://ids.clld.org/parameters/2-611	beau-père (d'une femme)	sogro (de mulher)	тесть	suegro (de mujer)	2	611	2254	FATHER-IN-LAW (OF WOMAN)
Key-2016-1310-844	father-in-law (of a man)	844	2-610	http://ids.clld.org/parameters/2-610	beau-père (d'un homme)	sogro (de homem)	свекор	suegro (de hombre)	2	610	2255	FATHER-IN-LAW (OF MAN)
Key-2016-1310-845	descendants	845	2-570	http://ids.clld.org/parameters/2-570	descendants	descendentes	потомки	descendientes	2	570	490	DESCENDANTS
