ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE
Rzymski-2020-1624-416	416	SCRAPE	1767	SCRAPE	80	574	928	416	9	RUB	5	30	60
Rzymski-2020-1624-417	417	PAN	31	PAN	46	421	479	417	39	BOWL	5	37	92
Rzymski-2020-1624-418	418	MIGHTY OR POWERFUL OR STRONG	3188	MIGHTY OR POWERFUL OR STRONG	57	312	571	418	73	HARD	5	40	70
Rzymski-2020-1624-419	419	BE ALIVE OR LIFE	3184	BE ALIVE OR LIFE	59	314	695	419	15	DWELL (LIVE, RESIDE)	5	37	122
Rzymski-2020-1624-420	420	FOOTPRINT	318	FOOTPRINT	63	486	555	420	138	ROAD	5	35	49
Rzymski-2020-1624-421	421	PUBIC HAIR	36	PUBIC HAIR	52	294	325	421	17	FEATHER	5	57	175
Rzymski-2020-1624-422	422	LAMB	820	LAMB	45	376	477	422	72	GOAT	5	29	41
Rzymski-2020-1624-423	423	PASTURE	649	PASTURE	53	426	597	423	25	PASTURE	5	48	77
Rzymski-2020-1624-424	424	MALE (OF PERSON)	2261	MALE (OF PERSON)	55	316	400	424	14	MAN	5	97	219
Rzymski-2020-1624-425	425	DESCENDANTS	490	DESCENDANTS	51	302	387	425	4	SON	5	26	68
Rzymski-2020-1624-426	426	YOUNG WOMAN	77	YOUNG WOMAN	60	387	478	426	4	SON	5	46	169
Rzymski-2020-1624-427	427	AIR	27	AIR	61	404	462	427	49	BLOW (OF WIND)	5	56	144
Rzymski-2020-1624-428	428	SUMMER	1342	SUMMER	71	661	763	428	91	SUMMER	5	33	61
Rzymski-2020-1624-429	429	SHRIEK	298	SHRIEK	48	287	355	429	58	SHOUT	5	52	91
Rzymski-2020-1624-430	430	FORBID	83	FORBID	51	307	383	430	144	FORBID	5	35	53
Rzymski-2020-1624-431	431	ALLOW OR PERMIT	3237	ALLOW OR PERMIT	44	265	374	431	19	GIVE	5	24	46
Rzymski-2020-1624-432	432	FRINGE	2989	FRINGE	21	106	140	432	10	EDGE	5	31	68
Rzymski-2020-1624-433	433	CHIME (ACTION)	2897	CHIME (ACTION)	16	95	102	433	88	CHIME (ACTION)	5	27	74
Rzymski-2020-1624-434	434	DAMAGE	1116	DAMAGE	32	136	161	434	112	DESTROY	5	31	43
Rzymski-2020-1624-435	435	PARENTS-IN-LAW	306	PARENTS-IN-LAW	15	139	295	435	6	FATHER-IN-LAW (OF MAN)	5	17	17
Rzymski-2020-1624-436	436	ACQUIT	988	ACQUIT	31	224	258	436	74	LET GO OR SET FREE	4	17	28
Rzymski-2020-1624-437	437	ANSWER	1275	ANSWER	65	719	851	437	5	SPEAK	4	20	23
Rzymski-2020-1624-438	438	ASH	646	ASH	193	2525	3022	438	59	FOG	4	33	91
Rzymski-2020-1624-439	439	BARLEY	932	BARLEY	28	419	507	439	11	GRAIN	4	17	41
Rzymski-2020-1624-440	440	BEAK	73	BEAK	59	338	366	440	79	NOSE	4	49	82
Rzymski-2020-1624-441	441	BITE	1403	BITE	153	2214	2569	441	47	DRINK	4	39	85
Rzymski-2020-1624-442	442	BE BORN	1090	BE BORN	72	587	690	442	106	BECOME	4	21	55
Rzymski-2020-1624-443	443	BREAST	1402	BREAST	165	2368	2866	443	131	BREAST	4	107	364
Rzymski-2020-1624-444	444	BRUISE	1148	BRUISE	47	406	513	444	31	WOUND	4	17	31
Rzymski-2020-1624-445	445	BUTTOCKS	834	BUTTOCKS	71	955	1179	445	24	LEG	4	36	65
Rzymski-2020-1624-446	446	CAVE	1155	CAVE	79	776	912	446	63	HOLE	4	33	68
Rzymski-2020-1624-447	447	CHOOSE	1750	CHOOSE	71	821	988	447	1	SEIZE	4	21	28
Rzymski-2020-1624-448	448	CIRCLE	1467	CIRCLE	62	417	525	448	122	CIRCLE	4	48	117
Rzymski-2020-1624-449	449	TOWN	1391	TOWN	68	671	808	449	8	EARTH (SOIL)	4	40	76
Rzymski-2020-1624-450	450	CLEAR	989	CLEAR	45	342	491	450	53	BRIGHT	4	32	110
Rzymski-2020-1624-451	451	PRECIPICE	618	PRECIPICE	65	423	655	451	117	STONE OR ROCK	4	22	83
Rzymski-2020-1624-452	452	CLIMB	1102	CLIMB	82	834	1038	452	44	GO UP (ASCEND)	4	89	256
Rzymski-2020-1624-453	453	CONDEMN	484	CONDEMN	33	243	313	453	23	FAULT	4	28	102
Rzymski-2020-1624-454	454	CORPSE	767	CORPSE	59	556	843	454	66	DIE	4	40	64
Rzymski-2020-1624-455	455	CRY	1839	CRY	113	1534	1741	455	58	SHOUT	4	29	34
Rzymski-2020-1624-456	456	CULTIVATE	1541	CULTIVATE	51	495	624	456	146	CULTIVATE	4	42	97
Rzymski-2020-1624-457	457	DIE	1494	DIE	121	1736	2153	457	66	DIE	4	33	98
Rzymski-2020-1624-458	458	DIFFICULT	584	DIFFICULT	57	543	676	458	42	EXPENSIVE	4	27	79
Rzymski-2020-1624-459	459	DITCH	2002	DITCH	49	430	591	459	63	HOLE	4	24	41
Rzymski-2020-1624-460	460	DOOR	1567	DOOR	101	1122	1475	460	94	GLASS	4	24	36
Rzymski-2020-1624-461	461	DRIP (EMIT LIQUID)	2253	DRIP (EMIT LIQUID)	61	426	501	461	108	FALL	4	32	82
Rzymski-2020-1624-462	462	ELBOW	981	ELBOW	117	1339	1476	462	18	ARM	4	25	63
Rzymski-2020-1624-463	463	ENTER	749	ENTER	82	877	1050	463	81	SINK (DESCEND)	4	20	27
Rzymski-2020-1624-464	464	FAITHFUL	100	FAITHFUL	40	265	347	464	20	CORRECT (RIGHT)	4	22	47
Rzymski-2020-1624-465	465	ALCOHOL (FERMENTED DRINK)	404	ALCOHOL (FERMENTED DRINK)	59	357	416	465	164	ALCOHOL (FERMENTED DRINK)	4	29	61
Rzymski-2020-1624-466	466	FIELD	212	FIELD	64	806	1168	466	25	PASTURE	4	46	146
Rzymski-2020-1624-467	467	FIGHT	1423	FIGHT	86	1186	1554	467	114	BATTLE	4	40	80
Rzymski-2020-1624-468	468	FLEE	956	FLEE	72	496	631	468	90	RUN	4	64	162
Rzymski-2020-1624-469	469	FLOAT	1574	FLOAT	68	714	821	469	69	BATHE	4	34	156
Rzymski-2020-1624-470	470	PITCHFORK	337	PITCHFORK	35	247	321	470	89	FORK	4	29	104
Rzymski-2020-1624-471	471	FORTRESS	1938	FORTRESS	27	219	277	471	87	FENCE	4	16	33
Rzymski-2020-1624-472	472	FOWL	265	FOWL	44	477	532	472	137	CHICKEN	4	53	116
Rzymski-2020-1624-473	473	FULL	1429	FULL	145	1917	2217	473	13	MANY	4	15	28
Rzymski-2020-1624-474	474	FAT (ORGANIC SUBSTANCE)	323	FAT (ORGANIC SUBSTANCE)	147	1917	2603	474	139	OIL (ORGANIC SUBSTANCE)	4	63	141
Rzymski-2020-1624-475	475	GUILTY	1682	GUILTY	44	316	371	475	23	FAULT	4	20	45
Rzymski-2020-1624-476	476	HEEL	980	HEEL	77	824	878	476	24	LEG	4	19	41
Rzymski-2020-1624-477	477	HOUR	1353	HOUR	50	356	399	477	77	TIME	4	41	164
Rzymski-2020-1624-478	478	HOWL	526	HOWL	63	405	470	478	58	SHOUT	4	51	77
Rzymski-2020-1624-479	479	HUT	1678	HUT	58	618	970	479	61	HOUSE	4	50	122
Rzymski-2020-1624-480	480	INSECT	620	INSECT	42	479	523	480	126	MOSQUITO	4	26	49
Rzymski-2020-1624-481	481	JAW	798	JAW	87	763	898	481	82	JAW	4	53	104
Rzymski-2020-1624-482	482	JOIN	1743	JOIN	66	628	904	482	65	TIE	4	32	63
Rzymski-2020-1624-483	483	TORCH OR LAMP	2131	TORCH OR LAMP	61	336	512	483	2	POST	4	32	45
Rzymski-2020-1624-484	484	LINE	1048	LINE	60	519	723	484	22	THREAD	4	32	71
Rzymski-2020-1624-485	485	LOOK	1819	LOOK	84	1012	1276	485	64	SEE	4	56	204
Rzymski-2020-1624-486	486	LOUD	377	LOUD	55	352	436	486	73	HARD	4	23	61
Rzymski-2020-1624-487	487	LOVE	923	LOVE	80	712	927	487	119	WANT	4	44	94
Rzymski-2020-1624-488	488	MEDICINE	1372	MEDICINE	81	857	1100	488	161	MEDICINE	4	29	33
Rzymski-2020-1624-489	489	MISTAKE	1293	MISTAKE	63	547	707	489	23	FAULT	4	39	110
Rzymski-2020-1624-490	490	MORE	1992	MORE	59	357	464	490	13	MANY	4	22	66
Rzymski-2020-1624-491	491	MOVE	765	MOVE	61	494	694	491	113	SHAKE	4	21	53
Rzymski-2020-1624-492	492	MUD	640	MUD	75	883	1119	492	8	EARTH (SOIL)	4	48	98
Rzymski-2020-1624-493	493	CROWD	2023	CROWD	51	314	465	493	13	MANY	4	25	97
Rzymski-2020-1624-494	494	NEW	1231	NEW	157	2327	2678	494	4	SON	4	32	74
Rzymski-2020-1624-495	495	PEEL	275	PEEL	65	482	618	495	9	RUB	4	42	78
Rzymski-2020-1624-496	496	PENIS	1222	PENIS	87	1256	1594	496	11	GRAIN	4	16	34
Rzymski-2020-1624-497	497	POUR	1487	POUR	76	985	1378	497	155	POUR	4	27	79
Rzymski-2020-1624-498	498	QUIET	1314	QUIET	70	591	886	498	143	BE SILENT	4	47	132
Rzymski-2020-1624-499	499	RAM	1344	RAM	45	474	693	499	72	GOAT	4	27	85
Rzymski-2020-1624-500	500	RIPE	178	RIPE	84	1038	1229	500	85	RIPE	4	48	143
Rzymski-2020-1624-501	501	RYE	23	RYE	19	285	328	501	11	GRAIN	4	14	20
Rzymski-2020-1624-502	502	SHARE	884	SHARE	59	342	433	502	7	CUT	4	40	168
Rzymski-2020-1624-503	503	SHINE	708	SHINE	71	565	864	503	53	BRIGHT	4	36	46
Rzymski-2020-1624-504	504	SING	1261	SING	103	1449	1605	504	118	SING	4	26	51
Rzymski-2020-1624-505	505	SMOOTH	1234	SMOOTH	86	868	1049	505	67	WEAK	4	37	92
Rzymski-2020-1624-506	506	STEPSON	1059	STEPSON	45	290	328	506	4	SON	4	26	55
Rzymski-2020-1624-507	507	MIX	2017	MIX	61	501	864	507	113	SHAKE	4	25	40
Rzymski-2020-1624-508	508	STRONG	785	STRONG	42	354	419	508	73	HARD	4	28	59
Rzymski-2020-1624-509	509	STUDY	1929	STUDY	50	319	413	509	32	READ	4	56	226
Rzymski-2020-1624-510	510	CERTAIN	509	CERTAIN	49	358	485	510	20	CORRECT (RIGHT)	4	46	69
Rzymski-2020-1624-511	511	SUSPECT	1841	SUSPECT	41	274	343	511	30	MIND	4	27	50
Rzymski-2020-1624-512	512	SWEEP	230	SWEEP	81	842	1102	512	9	RUB	4	23	49
Rzymski-2020-1624-513	513	SWELLING	1903	SWELLING	65	342	476	513	31	WOUND	4	20	44
Rzymski-2020-1624-514	514	SWIM	1439	SWIM	140	1579	1803	514	69	BATHE	4	38	181
Rzymski-2020-1624-515	515	THROAT	1346	THROAT	89	987	1167	515	83	NECKLACE	4	54	127
Rzymski-2020-1624-516	516	THUNDER	1150	THUNDER	98	1432	1663	516	100	THUNDER	4	32	58
Rzymski-2020-1624-517	517	TOE	1389	TOE	81	650	715	517	18	ARM	4	43	144
Rzymski-2020-1624-518	518	TRADE OR BARTER	2135	TRADE OR BARTER	57	452	620	518	19	GIVE	4	36	60
Rzymski-2020-1624-519	519	UNTIE	352	UNTIE	58	558	682	519	74	LET GO OR SET FREE	4	30	54
Rzymski-2020-1624-520	520	WAIST	1681	WAIST	62	525	600	520	92	HALF	4	26	44
Rzymski-2020-1624-521	521	BATTLE	579	BATTLE	54	372	539	521	114	BATTLE	4	33	51
Rzymski-2020-1624-522	522	WASH	1453	WASH	103	1652	2324	522	69	BATHE	4	30	170
Rzymski-2020-1624-523	523	WE	1212	WE	146	1506	1802	523	128	WE (INCLUSIVE)	4	71	260
Rzymski-2020-1624-524	524	WEAK	1601	WEAK	76	795	1258	524	67	WEAK	4	33	53
Rzymski-2020-1624-525	525	WHEN	1238	WHEN	103	1121	1288	525	55	HOW	4	24	33
Rzymski-2020-1624-526	526	WHICH	727	WHICH	62	561	699	526	55	HOW	4	40	96
Rzymski-2020-1624-527	527	WHO	1235	WHO	148	2137	2438	527	55	HOW	4	36	113
Rzymski-2020-1624-528	528	WIDE	1243	WIDE	94	979	1125	528	13	MANY	4	48	85
Rzymski-2020-1624-529	529	FOREST	420	FOREST	98	1273	1555	529	2	POST	4	23	46
Rzymski-2020-1624-530	530	YARD	736	YARD	54	451	569	530	87	FENCE	4	20	32
Rzymski-2020-1624-531	531	SNOW	784	SNOW	68	633	674	531	48	COLD	4	28	49
Rzymski-2020-1624-532	532	MOUNTAIN	639	MOUNTAIN	120	1714	2007	532	95	HILL	4	38	147
Rzymski-2020-1624-533	533	RIGHT	1019	RIGHT	97	1500	1604	533	20	CORRECT (RIGHT)	4	31	100
Rzymski-2020-1624-534	534	DAY (24 HOURS)	1260	DAY (24 HOURS)	38	448	520	534	77	TIME	4	37	108
Rzymski-2020-1624-535	535	COW	1007	COW	77	900	1036	535	76	CATTLE	4	48	90
Rzymski-2020-1624-536	536	SHEEP	1331	SHEEP	70	862	1125	536	72	GOAT	4	45	187
Rzymski-2020-1624-537	537	CHICKEN	1318	CHICKEN	82	1118	1299	537	137	CHICKEN	4	51	132
Rzymski-2020-1624-538	538	FISH	227	FISH	163	2324	2818	538	105	FISH	4	20	31
Rzymski-2020-1624-539	539	MOSQUITO	1509	MOSQUITO	122	1777	2043	539	126	MOSQUITO	4	25	119
Rzymski-2020-1624-540	540	GRASS	606	GRASS	103	1377	1551	540	25	PASTURE	4	53	142
Rzymski-2020-1624-541	541	EYE	1248	EYE	195	2734	3191	541	11	GRAIN	4	32	64
Rzymski-2020-1624-542	542	NOSE	1221	NOSE	169	2567	2901	542	79	NOSE	4	37	71
Rzymski-2020-1624-543	543	EAR	1247	EAR	167	2593	2950	543	150	EAR	4	25	36
Rzymski-2020-1624-544	544	NECK	1333	NECK	161	2357	2724	544	83	NECKLACE	4	83	245
Rzymski-2020-1624-545	545	FINGER	1303	FINGER	101	1177	1265	545	18	ARM	4	52	162
Rzymski-2020-1624-546	546	INTESTINES	1991	INTESTINES	74	909	1068	546	125	INTESTINES	4	23	48
Rzymski-2020-1624-547	547	STOMACH	819	STOMACH	94	876	1067	547	125	INTESTINES	4	56	132
Rzymski-2020-1624-548	548	WALL (OF HOUSE)	933	WALL (OF HOUSE)	63	700	837	548	87	FENCE	4	29	42
Rzymski-2020-1624-549	549	FIREWOOD	10	FIREWOOD	85	856	967	549	2	POST	4	68	228
Rzymski-2020-1624-550	550	BE	1579	BE	25	439	600	550	15	DWELL (LIVE, RESIDE)	4	23	64
Rzymski-2020-1624-551	551	BREAK (CLEAVE)	2558	BREAK (CLEAVE)	26	395	499	551	112	DESTROY	4	27	66
Rzymski-2020-1624-552	552	RED	156	RED	156	2268	2685	552	85	RIPE	4	48	124
Rzymski-2020-1624-553	553	WE (INCLUSIVE)	1131	WE (INCLUSIVE)	74	855	973	553	128	WE (INCLUSIVE)	4	63	263
Rzymski-2020-1624-554	554	HERE	136	HERE	67	1068	1284	554	12	HE OR SHE OR IT	4	25	114
Rzymski-2020-1624-555	555	CALF OF LEG	498	CALF OF LEG	60	517	577	555	24	LEG	4	18	24
Rzymski-2020-1624-556	556	CHIN	1510	CHIN	110	1449	1553	556	82	JAW	4	55	148
Rzymski-2020-1624-557	557	CLAN	302	CLAN	56	478	709	557	14	MAN	4	33	51
Rzymski-2020-1624-558	558	FIREPLACE	185	FIREPLACE	53	493	678	558	151	FIREPLACE	4	32	57
Rzymski-2020-1624-559	559	FLY (MOVE THROUGH AIR)	1441	FLY (MOVE THROUGH AIR)	151	1803	2182	559	90	RUN	4	27	41
Rzymski-2020-1624-560	560	GOD	1944	GOD	61	655	895	560	27	KING	4	20	39
Rzymski-2020-1624-561	561	LIP	478	LIP	89	1063	1156	561	79	NOSE	4	40	138
Rzymski-2020-1624-562	562	SAND	671	SAND	163	2353	2680	562	8	EARTH (SOIL)	4	33	71
Rzymski-2020-1624-563	563	DRAW MILK	93	DRAW MILK	56	535	602	563	9	RUB	4	26	92
Rzymski-2020-1624-564	564	STICK	1295	STICK	65	973	1179	564	2	POST	4	40	94
Rzymski-2020-1624-565	565	TESTICLES	797	TESTICLES	74	685	846	565	11	GRAIN	4	31	51
Rzymski-2020-1624-566	566	UNRIPE	1958	UNRIPE	60	471	664	566	85	RIPE	4	59	165
Rzymski-2020-1624-567	567	WIPE	1454	WIPE	49	684	783	567	9	RUB	4	25	119
Rzymski-2020-1624-568	568	SCALE	266	SCALE	58	397	436	568	37	SKIN	4	24	36
Rzymski-2020-1624-569	569	SKIRT	1600	SKIRT	62	547	625	569	33	CLOTHES	4	26	85
Rzymski-2020-1624-570	570	NEEDLE (FOR SEWING)	1382	NEEDLE (FOR SEWING)	81	759	817	570	96	NEEDLE (FOR SEWING)	4	28	54
Rzymski-2020-1624-571	571	WALKING STICK	1296	WALKING STICK	60	368	473	571	2	POST	4	22	53
Rzymski-2020-1624-572	572	NAIL (TOOL)	502	NAIL (TOOL)	68	568	683	572	98	FINGERNAIL	4	17	27
Rzymski-2020-1624-573	573	WHEEL	710	WHEEL	54	458	625	573	122	CIRCLE	4	24	47
Rzymski-2020-1624-574	574	BOAT	1844	BOAT	71	794	932	574	103	CANOE	4	57	317
Rzymski-2020-1624-575	575	LETTER	1612	LETTER	37	270	307	575	134	LETTER	4	27	50
Rzymski-2020-1624-576	576	IN	1460	IN	40	344	409	576	71	IF	4	37	66
Rzymski-2020-1624-577	577	AT	1461	AT	46	494	610	577	71	IF	4	37	73
Rzymski-2020-1624-578	578	HE OR SHE	2642	HE OR SHE	7	434	494	578	12	HE OR SHE OR IT	4	13	33
Rzymski-2020-1624-579	579	HILL	614	HILL	45	552	665	579	95	HILL	4	31	139
Rzymski-2020-1624-580	580	TENDON	1137	TENDON	36	328	355	580	22	THREAD	4	19	37
Rzymski-2020-1624-581	581	DOWN	1326	DOWN	50	277	339	581	70	LOW	4	30	45
Rzymski-2020-1624-582	582	UP	1591	UP	80	502	731	582	28	HIGH	4	56	73
Rzymski-2020-1624-583	583	SEA	1474	SEA	93	1205	1343	583	29	WATER	4	71	208
Rzymski-2020-1624-584	584	PADDLE	234	PADDLE	85	740	819	584	80	OAR	4	41	226
Rzymski-2020-1624-585	585	IT	169	IT	31	73	86	585	12	HE OR SHE OR IT	4	69	98
Rzymski-2020-1624-586	586	SWAMP	1145	SWAMP	80	496	634	586	8	EARTH (SOIL)	4	37	59
Rzymski-2020-1624-587	587	HIDE (CONCEAL)	602	HIDE (CONCEAL)	83	749	974	587	93	HIDE (CONCEAL)	4	33	94
Rzymski-2020-1624-588	588	DOWN OR BELOW	2094	DOWN OR BELOW	56	376	545	588	70	LOW	4	50	150
Rzymski-2020-1624-589	589	RUDDER	108	RUDDER	46	367	659	589	80	OAR	4	40	218
Rzymski-2020-1624-590	590	KNOT	760	KNOT	68	548	623	590	65	TIE	4	16	26
Rzymski-2020-1624-591	591	TREE STUMP	241	TREE STUMP	55	433	507	591	2	POST	4	26	37
Rzymski-2020-1624-592	592	BRANCH OR TWIG	3223	BRANCH OR TWIG	63	349	462	592	89	FORK	4	31	72
Rzymski-2020-1624-593	593	RAKE	338	RAKE	40	342	424	593	89	FORK	4	15	20
Rzymski-2020-1624-594	594	SHOVEL	1901	SHOVEL	68	555	660	594	80	OAR	4	37	150
Rzymski-2020-1624-595	595	SPADE	1176	SPADE	51	533	793	595	80	OAR	4	43	170
Rzymski-2020-1624-596	596	FENCE	1690	FENCE	80	971	1156	596	87	FENCE	4	28	42
Rzymski-2020-1624-597	597	RAFTER	829	RAFTER	48	310	403	597	2	POST	4	29	89
Rzymski-2020-1624-598	598	THATCH	279	THATCH	53	516	566	598	25	PASTURE	4	26	70
Rzymski-2020-1624-599	599	MEAD	941	MEAD	29	307	362	599	164	ALCOHOL (FERMENTED DRINK)	4	19	57
Rzymski-2020-1624-600	600	OIL (ORGANIC SUBSTANCE)	1484	OIL (ORGANIC SUBSTANCE)	68	601	656	600	139	OIL (ORGANIC SUBSTANCE)	4	64	160
Rzymski-2020-1624-601	601	FORK	1302	FORK	55	371	407	601	89	FORK	4	23	94
Rzymski-2020-1624-602	602	KNIFE (FOR EATING)	3210	KNIFE (FOR EATING)	63	337	383	602	101	KNIFE (FOR EATING)	4	66	290
Rzymski-2020-1624-603	603	SAUCER	271	SAUCER	37	258	297	603	39	BOWL	4	39	75
Rzymski-2020-1624-604	604	PLATE	480	PLATE	61	588	671	604	39	BOWL	4	79	203
Rzymski-2020-1624-605	605	BREATH OR BREATHE	3183	BREATH OR BREATHE	56	310	483	605	49	BLOW (OF WIND)	4	23	34
Rzymski-2020-1624-606	606	FEMALE (OF ANIMAL)	2262	FEMALE (OF ANIMAL)	58	318	388	606	111	WOMAN	4	96	224
Rzymski-2020-1624-607	607	STEPDAUGHTER	1058	STEPDAUGHTER	41	276	310	607	4	SON	4	26	57
Rzymski-2020-1624-608	608	MARRIED WOMAN	426	MARRIED WOMAN	51	268	307	608	111	WOMAN	4	33	59
Rzymski-2020-1624-609	609	MARRIED MAN	424	MARRIED MAN	50	266	300	609	14	MAN	4	28	48
Rzymski-2020-1624-610	610	STONE OR ROCK	2125	STONE OR ROCK	69	369	595	610	117	STONE OR ROCK	4	22	83
Rzymski-2020-1624-611	611	GROAN	716	GROAN	66	541	664	611	58	SHOUT	4	28	31
Rzymski-2020-1624-612	612	BLAME	381	BLAME	48	295	383	612	23	FAULT	4	40	124
Rzymski-2020-1624-613	613	IDEA	1609	IDEA	46	270	452	613	30	MIND	4	41	71
Rzymski-2020-1624-614	614	YES	1268	YES	87	767	994	614	20	CORRECT (RIGHT)	4	17	30
Rzymski-2020-1624-615	615	FRIEND	1325	FRIEND	89	862	1166	615	40	YOUNGER BROTHER	4	16	18
Rzymski-2020-1624-616	616	CONVICT	983	CONVICT	30	220	255	616	23	FAULT	4	23	61
Rzymski-2020-1624-617	617	FINGERNAIL OR TOENAIL	1896	FINGERNAIL OR TOENAIL	22	123	126	617	98	FINGERNAIL	4	46	182
Rzymski-2020-1624-618	618	PAW	2965	PAW	20	104	118	618	98	FINGERNAIL	4	34	117
Rzymski-2020-1624-619	619	CONVERSATION	2933	CONVERSATION	18	100	119	619	5	SPEAK	4	15	24
Rzymski-2020-1624-620	620	AREA	2980	AREA	20	102	128	620	8	EARTH (SOIL)	4	23	55
Rzymski-2020-1624-621	621	SWING (MOVEMENT)	2871	SWING (MOVEMENT)	18	109	141	621	113	SHAKE	4	24	48
Rzymski-2020-1624-622	622	MOVE (ONESELF)	2874	MOVE (ONESELF)	23	138	160	622	3	GO	4	27	43
Rzymski-2020-1624-623	623	FEEL (TACTUALLY)	2559	FEEL (TACTUALLY)	19	127	149	623	34	KNOW (SOMETHING)	4	13	29
Rzymski-2020-1624-624	624	CONNECT	2862	CONNECT	22	189	217	624	65	TIE	4	26	77
Rzymski-2020-1624-625	625	HERD (SOMETHING)	2885	HERD (SOMETHING)	19	102	113	625	62	PRESERVE	4	16	39
Rzymski-2020-1624-626	626	GRANDCHILD	1617	GRANDCHILD	25	173	187	626	4	SON	4	31	38
Rzymski-2020-1624-627	627	BILL	1081	BILL	36	261	347	627	187	DEBT	3	17	20
Rzymski-2020-1624-628	628	ACCUSE	1814	ACCUSE	49	341	441	628	23	FAULT	3	21	101
Rzymski-2020-1624-629	629	SOUR	1906	SOUR	76	817	920	629	121	SALTY	3	37	67
Rzymski-2020-1624-630	630	AGAIN	204	AGAIN	77	662	902	630	71	IF	3	24	31
Rzymski-2020-1624-631	631	AGE	1789	AGE	60	524	724	631	91	SUMMER	3	40	132
Rzymski-2020-1624-632	632	ALWAYS	1676	ALWAYS	72	648	839	632	13	MANY	3	17	35
Rzymski-2020-1624-633	633	AND	1577	AND	84	928	1233	633	71	IF	3	21	106
Rzymski-2020-1624-634	634	ANGER	82	ANGER	65	353	553	634	141	ENVY	3	12	19
Rzymski-2020-1624-635	635	ANXIETY	1000	ANXIETY	54	321	472	635	52	GRIEF	3	17	33
Rzymski-2020-1624-636	636	APPROACH	1778	APPROACH	57	342	461	636	3	GO	3	21	30
Rzymski-2020-1624-637	637	ARSON	1889	ARSON	30	236	262	637	35	COOK (SOMETHING)	3	16	23
Rzymski-2020-1624-638	638	ASK (INQUIRE)	1309	ASK (INQUIRE)	84	1015	1156	638	136	ASK (REQUEST)	3	37	77
Rzymski-2020-1624-639	639	BATHE	138	BATHE	90	1170	1282	639	69	BATHE	3	32	181
Rzymski-2020-1624-640	640	BEGIN	1806	BEGIN	79	750	1046	640	78	FIRST	3	12	13
Rzymski-2020-1624-641	641	BEND	2004	BEND	63	444	604	641	46	TWIST (AROUND)	3	35	88
Rzymski-2020-1624-642	642	BITTER	887	BITTER	82	988	1099	642	121	SALTY	3	36	102
Rzymski-2020-1624-643	643	BLISTER	1584	BLISTER	52	312	378	643	31	WOUND	3	9	10
Rzymski-2020-1624-644	644	BOIL (OF SKIN)	793	BOIL (OF SKIN)	62	524	735	644	31	WOUND	3	17	19
Rzymski-2020-1624-645	645	BREAKFAST	1322	BREAKFAST	46	371	420	645	45	FOOD	3	16	23
Rzymski-2020-1624-646	646	CARVE	228	CARVE	48	308	389	646	7	CUT	3	19	104
Rzymski-2020-1624-647	647	CAUSE	860	CAUSE	45	288	434	647	19	GIVE	3	19	22
Rzymski-2020-1624-648	648	CITIZEN	1032	CITIZEN	38	248	322	648	14	MAN	3	19	30
Rzymski-2020-1624-649	649	CLOCK	1323	CLOCK	52	341	381	649	77	TIME	3	25	131
Rzymski-2020-1624-650	650	COLLAR	2012	COLLAR	50	451	524	650	83	NECKLACE	3	32	71
Rzymski-2020-1624-651	651	ORDER	1128	ORDER	60	548	778	651	165	SEND	3	36	60
Rzymski-2020-1624-652	652	CURE	499	CURE	62	604	902	652	62	PRESERVE	3	15	19
Rzymski-2020-1624-653	653	DECEIT	13	DECEIT	54	313	426	653	175	PERJURY	3	27	57
Rzymski-2020-1624-654	654	DEEP	1593	DEEP	66	571	640	654	28	HIGH	3	22	26
Rzymski-2020-1624-655	655	DENY	755	DENY	50	404	527	655	144	FORBID	3	26	132
Rzymski-2020-1624-656	656	DEW	1977	DEW	63	831	894	656	48	COLD	3	12	23
Rzymski-2020-1624-657	657	DYE	157	DYE	61	501	585	657	132	DYE	3	30	149
Rzymski-2020-1624-658	658	EARN	733	EARN	46	285	342	658	64	SEE	3	15	31
Rzymski-2020-1624-659	659	EASY	686	EASY	51	535	636	659	194	LIGHT (WEIGHT)	3	24	119
Rzymski-2020-1624-660	660	EMBRACE	928	EMBRACE	60	534	640	660	1	SEIZE	3	12	21
Rzymski-2020-1624-661	661	ENVY	40	ENVY	58	346	524	661	141	ENVY	3	10	11
Rzymski-2020-1624-662	662	FEAR (FRIGHT)	781	FEAR (FRIGHT)	68	533	719	662	52	GRIEF	3	16	63
Rzymski-2020-1624-663	663	FISHING LINE	19	FISHING LINE	49	359	406	663	22	THREAD	3	27	38
Rzymski-2020-1624-664	664	FLAME	889	FLAME	64	495	571	664	2	POST	3	24	48
Rzymski-2020-1624-665	665	FOAL	1647	FOAL	47	290	368	665	116	HORSE	3	11	13
Rzymski-2020-1624-666	666	STUPID	1518	STUPID	70	570	839	666	109	STUPID	3	25	60
Rzymski-2020-1624-667	667	GARDEN-HOUSE	403	GARDEN-HOUSE	28	208	233	667	61	HOUSE	3	24	98
Rzymski-2020-1624-668	668	GRAVE	1773	GRAVE	68	618	744	668	63	HOLE	3	11	14
