ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Brown-1837-60-1	27	AIR	1	Air
Brown-1837-60-2	587	ANT	2	Ant
Brown-1837-60-3	977	ARROW	3	Arrow
Brown-1837-60-4	937	BIRD	4	Bird
Brown-1837-60-5	946	BLOOD	5	Blood
Brown-1837-60-6	1844	BOAT	6	Boat
Brown-1837-60-7	1394	BONE	7	Bone
Brown-1837-60-8	934	BUFFALO	8	Buffalo
Brown-1837-60-9	1208	CAT	9	Cat
Brown-1837-60-10	1007	COW	10	Cow
Brown-1837-60-11	913	CROW	11	Crow
Brown-1837-60-12	1225	DAY (NOT NIGHT)	12	Day
Brown-1837-60-13	2009	DOG	13	Dog
Brown-1837-60-14	1247	EAR	14	Ear
Brown-1837-60-15	1228	EARTH (SOIL)	15	Earth
Brown-1837-60-16	744	EGG	16	Egg
Brown-1837-60-17	1290	ELEPHANT	17	Elephant
Brown-1837-60-18	1248	EYE	18	Eye
Brown-1837-60-19	1217	FATHER	19	Father
Brown-1837-60-20	221	FIRE	20	Fire
Brown-1837-60-21	728	FIRST	21	First
Brown-1837-60-22	239	FLOWER	22	Flower
Brown-1837-60-23	1301	FOOT	23	Foot
Brown-1837-60-24	1502	GOAT	24	Goat
Brown-1837-60-25	1040	HAIR	25	Hair
Brown-1837-60-26	1277	HAND	26	Hand
Brown-1837-60-27	1256	HEAD	27	Head
Brown-1837-60-28	1337	PIG	28	Hog
Brown-1837-60-29	1393	HORN (ANATOMY)	29	Horn
Brown-1837-60-30	615	HORSE	30	Horse
Brown-1837-60-31	1252	HOUSE	31	House
Brown-1837-60-32	621	IRON	32	Iron
Brown-1837-60-33	628	LEAF	33	Leaf
Brown-1837-60-34	630	LIGHT (RADIATION)	34	Light
Brown-1837-60-35	1554	MAN	35	Man
Brown-1837-60-36	1350	MONKEY	36	Monkey
Brown-1837-60-37	1313	MOON	37	Moon
Brown-1837-60-38	1216	MOTHER	38	Mother
Brown-1837-60-39	639	MOUNTAIN	39	Mountain
Brown-1837-60-40	674	MOUTH	40	Mouth
Brown-1837-60-41	1509	MOSQUITO	41	Musquito
Brown-1837-60-42	1405	NAME	42	Name
Brown-1837-60-43	1233	NIGHT	43	Night
Brown-1837-60-44	1484	OIL (ORGANIC SUBSTANCE)	44	Oil
Brown-1837-60-45	399	PLANTAIN	45	Plantain
Brown-1837-60-46	666	RIVER	46	River
Brown-1837-60-47	667	ROAD	47	Road
Brown-1837-60-48	1274	SALT	48	Salt
Brown-1837-60-49	763	SKIN	49	Skin
Brown-1837-60-50	1732	SKY	50	Sky
Brown-1837-60-51	730	SNAKE	51	Snake
Brown-1837-60-52	1430	STAR	52	Star
Brown-1837-60-53	857	STONE	53	Stone
Brown-1837-60-54	1343	SUN	54	Sun
Brown-1837-60-55	846	TIGER	55	Tiger
Brown-1837-60-56	1380	TOOTH	56	Tooth
Brown-1837-60-57	906	TREE	57	Tree
Brown-1837-60-58	930	VILLAGE	58	Village
Brown-1837-60-59	948	WATER	59	Water
Brown-1837-60-60	410	YAM	60	Yam
