ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gerardi-2022-705-336	340	NEAR	SPATIAL_RELATIONS	1942	NEAR
Gerardi-2022-705-337	341	NECK	THE_BODY	1333	NECK
Gerardi-2022-705-338	342	NECKLACE	CLOTHING_AND_GROOMING	1961	NECKLACE
Gerardi-2022-705-339	343	NERVE	THE_BODY	2626	NERVE
Gerardi-2022-705-340	344	NET	BASIC_ACTIONS_AND_TECHNOLOGY	2963	NET
Gerardi-2022-705-341	345	NEW	TIME	1231	NEW
Gerardi-2022-705-342	346	NIGHT	TIME	1233	NIGHT
Gerardi-2022-705-343	347	NIGHT MONKEY	ANIMALS		
Gerardi-2022-705-344	348	NIGHTHAWK	NA		
Gerardi-2022-705-345	349	NOSE	THE_BODY	1221	NOSE
Gerardi-2022-705-346	350	NOW	TIME	1376	NOW
Gerardi-2022-705-347	351	OAR	BASIC_ACTIONS_AND_TECHNOLOGY	3137	OAR
Gerardi-2022-705-348	352	ODOR (SMELL)	SENSE_PERCEPTION	3704	ODOR (SMELL)
Gerardi-2022-705-349	353	OLD	TIME	1229	OLD
Gerardi-2022-705-350	354	OLDER BROTHER	KINSHIP	1759	OLDER BROTHER
Gerardi-2022-705-351	355	OLDER BROTHER (OF WOMAN)	KINSHIP	2415	OLDER BROTHER (OF WOMAN)
Gerardi-2022-705-352	356	OLDER SISTER	KINSHIP	1758	OLDER SISTER
Gerardi-2022-705-353	357	OLINGO (genus Bassaricyon)	NA		
Gerardi-2022-705-354	358	ONE	QUANTITY	1493	ONE
Gerardi-2022-705-355	359	OPOSSUM	ANIMALS	309	OPOSSUM
Gerardi-2022-705-356	360	ORDER	BASIC_ACTIONS_AND_TECHNOLOGY	1128	ORDER
Gerardi-2022-705-357	361	ORIOLE	NA		
Gerardi-2022-705-358	362	OTTER	ANIMALS	15	OTTER
Gerardi-2022-705-359	363	OWL	ANIMALS	735	OWL
Gerardi-2022-705-360	364	OWNER	POSSESSION	1036	OWNER
Gerardi-2022-705-361	365	PACA	ANIMALS	316	PACA
Gerardi-2022-705-362	366	PACU	ANIMALS	3922	PACU
Gerardi-2022-705-363	367	PADDLE	BASIC_ACTIONS_AND_TECHNOLOGY	234	PADDLE
Gerardi-2022-705-364	368	PAIN	EMOTIONS_AND_VALUES	1783	PAIN
Gerardi-2022-705-365	369	PAJURÁ	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-366	370	PALM SPECIES WITH THORNS	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-367	371	PALM TREE	AGRICULTURE_AND_VEGETATION	1181	PALM TREE
Gerardi-2022-705-368	372	PAN	FOOD_AND_DRINK	31	PAN
Gerardi-2022-705-369	373	PAPAYA	FOOD_AND_DRINK	2445	PAPAYA
Gerardi-2022-705-370	374	PARROT	ANIMALS	882	PARROT
Gerardi-2022-705-371	375	PASSION FRUIT	NA		
Gerardi-2022-705-372	376	PATAUÁ PALM	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-373	377	PATERNAL AUNT (FATHER'S SISTER)	KINSHIP	2691	PATERNAL AUNT (FATHER'S SISTER)
Gerardi-2022-705-374	378	PATERNAL UNCLE (FATHER'S BROTHER)	KINSHIP	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Gerardi-2022-705-375	379	PATH OR ROAD	MOTION	2457	PATH OR ROAD
Gerardi-2022-705-376	380	PATTERN	THE_PHYSICAL_WORLD	2988	PATTERN
Gerardi-2022-705-377	381	PAU-MULATO	NA		
Gerardi-2022-705-378	382	PAXIUBA	NA		
Gerardi-2022-705-379	383	PAXIUBA (genus Irartea)	NA		
Gerardi-2022-705-380	384	PAXIUBA-BARRIGUDA	NA		
Gerardi-2022-705-381	385	PEACH PALM	AGRICULTURE_AND_VEGETATION	3919	PEACH PALM
Gerardi-2022-705-382	386	PECCARY	ANIMALS	2390	PECCARY
Gerardi-2022-705-383	387	PEEL	FOOD_AND_DRINK	275	PEEL
Gerardi-2022-705-384	388	PENIS	THE_BODY	1222	PENIS
Gerardi-2022-705-385	389	PEPPER	FOOD_AND_DRINK	1385	PEPPER
Gerardi-2022-705-386	390	PERSPIRE OR SWEAT	THE_BODY	2458	PERSPIRE OR SWEAT
Gerardi-2022-705-387	391	PESTLE	FOOD_AND_DRINK	225	PESTLE
Gerardi-2022-705-388	392	PIAU	NA		
Gerardi-2022-705-389	393	PICK	NA	7	GATHER
Gerardi-2022-705-390	394	PICK UP	SPATIAL_RELATIONS	371	PICK UP
Gerardi-2022-705-391	395	PIECE	QUANTITY	594	PIECE
Gerardi-2022-705-392	396	PIED-CRESTED OROPENDOLA	NA		
Gerardi-2022-705-393	397	PIERCE	BASIC_ACTIONS_AND_TECHNOLOGY	398	PIERCE
Gerardi-2022-705-394	398	PINEAPPLE	AGRICULTURE_AND_VEGETATION	2440	PINEAPPLE
Gerardi-2022-705-395	399	PIRANHA	ANIMALS	317	PIRANHA
Gerardi-2022-705-396	400	PIRARUCU	NA		
Gerardi-2022-705-397	401	PISS	THE_BODY	592	PISS
Gerardi-2022-705-398	402	PIUM (simuliidae)	ANIMALS	3937	PIUM (SIMULIIDAE)
Gerardi-2022-705-399	403	PLACE (POSITION)	SPATIAL_RELATIONS	723	PLACE (POSITION)
Gerardi-2022-705-400	404	PLAY	EMOTIONS_AND_VALUES	1413	PLAY
Gerardi-2022-705-401	405	POISON	THE_BODY	655	POISON
Gerardi-2022-705-402	406	POLISH (SOMETHING)	BASIC_ACTIONS_AND_TECHNOLOGY	3659	POLISH (SOMETHING)
Gerardi-2022-705-403	407	PORCUPINE	ANIMALS	2510	PORCUPINE
Gerardi-2022-705-404	408	POT	FOOD_AND_DRINK	1462	POT
Gerardi-2022-705-405	409	POUND TO FLATTEN	NA		
Gerardi-2022-705-406	410	PRECIOUS	EMOTIONS_AND_VALUES	3002	PRECIOUS
Gerardi-2022-705-407	411	PREGNANT	THE_BODY	1123	PREGNANT
Gerardi-2022-705-408	412	PRETEND	COGNITION	3631	PRETEND
Gerardi-2022-705-409	413	PROCREATE	NA		
Gerardi-2022-705-410	414	PULL	BASIC_ACTIONS_AND_TECHNOLOGY	1455	PULL
Gerardi-2022-705-411	415	PULL OFF (SKIN)	BASIC_ACTIONS_AND_TECHNOLOGY	291	PULL OFF (SKIN)
Gerardi-2022-705-412	416	PULL OUT	BASIC_ACTIONS_AND_TECHNOLOGY	2325	PULL OUT
Gerardi-2022-705-413	417	PUMA	ANIMALS	1891	PUMA
Gerardi-2022-705-414	418	PUMPKIN	AGRICULTURE_AND_VEGETATION	864	PUMPKIN
Gerardi-2022-705-415	419	PURPLE BANANA	NA		
Gerardi-2022-705-416	420	PUSH	MOTION	1452	PUSH
Gerardi-2022-705-417	421	PUT	SPATIAL_RELATIONS	998	PUT
Gerardi-2022-705-418	422	RAIN (PRECIPITATION)	THE_PHYSICAL_WORLD	658	RAIN (PRECIPITATION)
Gerardi-2022-705-419	423	RAINBOW	THE_PHYSICAL_WORLD	1733	RAINBOW
Gerardi-2022-705-420	424	RAT	ANIMALS	1490	RAT
Gerardi-2022-705-421	425	RED	SENSE_PERCEPTION	156	RED
Gerardi-2022-705-422	426	RED-AND-GREEN MACAW	ANIMALS	3938	RED-AND-GREEN MACAW
Gerardi-2022-705-423	427	RESIN	THE_PHYSICAL_WORLD	664	RESIN
Gerardi-2022-705-424	428	RIPE	FOOD_AND_DRINK	178	RIPE
Gerardi-2022-705-425	429	RIVER	THE_PHYSICAL_WORLD	666	RIVER
Gerardi-2022-705-426	430	ROAST OR FRY	FOOD_AND_DRINK	2146	ROAST OR FRY
Gerardi-2022-705-427	431	ROLL	MOTION	827	ROLL
Gerardi-2022-705-428	432	ROOSTER	ANIMALS	1511	ROOSTER
Gerardi-2022-705-429	433	ROOT	AGRICULTURE_AND_VEGETATION	670	ROOT
Gerardi-2022-705-430	434	ROPE	BASIC_ACTIONS_AND_TECHNOLOGY	1218	ROPE
Gerardi-2022-705-431	435	ROSE-COLORED BANANA	NA		
Gerardi-2022-705-432	436	ROTTEN	FOOD_AND_DRINK	1728	ROTTEN
Gerardi-2022-705-433	437	ROUND	SPATIAL_RELATIONS	1395	ROUND
Gerardi-2022-705-434	438	RUB	BASIC_ACTIONS_AND_TECHNOLOGY	1449	RUB
Gerardi-2022-705-435	439	RUBBER TREE	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-705-436	440	RUN	MOTION	1519	RUN
Gerardi-2022-705-437	441	SAD	EMOTIONS_AND_VALUES	699	SAD
Gerardi-2022-705-438	442	SALT	FOOD_AND_DRINK	1274	SALT
Gerardi-2022-705-439	443	SAND	THE_PHYSICAL_WORLD	671	SAND
Gerardi-2022-705-440	444	SAP	AGRICULTURE_AND_VEGETATION	345	SAP
Gerardi-2022-705-441	445	SATIATED	FOOD_AND_DRINK	106	SATIATED
Gerardi-2022-705-442	446	SAY	SPEECH_AND_LANGUAGE	1458	SAY
Gerardi-2022-705-443	447	SCARED	EMOTIONS_AND_VALUES	3033	SCARED
Gerardi-2022-705-444	448	SCORPION	ANIMALS	1538	SCORPION
Gerardi-2022-705-445	449	SCRATCH	THE_BODY	1436	SCRATCH
Gerardi-2022-705-446	450	SCROTUM	THE_BODY	2834	SCROTUM
Gerardi-2022-705-447	451	SEA	THE_PHYSICAL_WORLD	1474	SEA
Gerardi-2022-705-448	452	SEAGULL	ANIMALS	950	SEAGULL
Gerardi-2022-705-449	453	SEAT	NA		
Gerardi-2022-705-450	454	SEE	SENSE_PERCEPTION	1409	SEE
Gerardi-2022-705-451	455	SEED	AGRICULTURE_AND_VEGETATION	714	SEED
Gerardi-2022-705-452	456	SEPARATE	SPATIAL_RELATIONS	1359	SEPARATE
Gerardi-2022-705-453	457	SEW	CLOTHING_AND_GROOMING	1457	SEW
Gerardi-2022-705-454	458	SHAKE	MOTION	1909	SHAKE
Gerardi-2022-705-455	459	SHAMAN (FOLK HEALER)	RELIGION_AND_BELIEF	394	SHAMAN (FOLK HEALER)
Gerardi-2022-705-456	460	SHARP	SENSE_PERCEPTION	1396	SHARP
Gerardi-2022-705-457	461	SHARPEN (SOMETHING)	BASIC_ACTIONS_AND_TECHNOLOGY	251	SHARPEN (SOMETHING)
Gerardi-2022-705-458	462	SHELL	ANIMALS	598	SHELL
Gerardi-2022-705-459	463	SHELLFISH	ANIMALS		
Gerardi-2022-705-460	464	SHINY	NA	3977	SHINY
Gerardi-2022-705-461	465	SHIT (DEFECATE)	THE_BODY	676	SHIT (DEFECATE)
Gerardi-2022-705-462	466	SHORT	SPATIAL_RELATIONS	1645	SHORT
Gerardi-2022-705-463	467	SHOW	SENSE_PERCEPTION	1039	SHOW
Gerardi-2022-705-464	468	SHRIMP	ANIMALS	2349	SHRIMP
Gerardi-2022-705-465	469	SICK	THE_BODY	1847	SICK
Gerardi-2022-705-466	470	SIDE OF FOREST	NA		
Gerardi-2022-705-467	471	SIEVE OR STRAIN	FOOD_AND_DRINK	3448	SIEVE OR STRAIN
Gerardi-2022-705-468	472	SING	SPEECH_AND_LANGUAGE	1261	SING
Gerardi-2022-705-469	473	SINGING CATFISH	NA		
Gerardi-2022-705-470	474	SISTER	KINSHIP	1263	SISTER
Gerardi-2022-705-471	475	SIT	SPATIAL_RELATIONS	1416	SIT
Gerardi-2022-705-472	476	SKIN	THE_BODY	763	SKIN
Gerardi-2022-705-473	477	SKIN(V)	NA	291	PULL OFF (SKIN)
Gerardi-2022-705-474	478	SKY	THE_PHYSICAL_WORLD	1732	SKY
Gerardi-2022-705-475	479	SLEEP	THE_BODY	1585	SLEEP
Gerardi-2022-705-476	480	SLOTH	ANIMALS	2446	SLOTH
Gerardi-2022-705-477	481	SMALL	SPATIAL_RELATIONS	1246	SMALL
Gerardi-2022-705-478	482	SMALL ANT WITH PAINFUL BITE	ANIMALS		
Gerardi-2022-705-479	483	SMALL BIRD (SPECIES)	ANIMALS		
Gerardi-2022-705-480	484	SMALL TOAD (SPECIES)	ANIMALS		
Gerardi-2022-705-481	485	SMALL TURTLE	ANIMALS		
Gerardi-2022-705-482	486	SMELL	SENSE_PERCEPTION	2124	SMELL
Gerardi-2022-705-483	487	SMILE	EMOTIONS_AND_VALUES	1451	SMILE
Gerardi-2022-705-484	488	SMOKE (EXHAUST)	THE_PHYSICAL_WORLD	778	SMOKE (EXHAUST)
Gerardi-2022-705-485	489	SMOOTH	SENSE_PERCEPTION	1234	SMOOTH
Gerardi-2022-705-486	490	SNAIL	ANIMALS	1543	SNAIL
Gerardi-2022-705-487	491	SNAKE	ANIMALS	730	SNAKE
Gerardi-2022-705-488	492	SNEEZE	THE_BODY	1621	SNEEZE
Gerardi-2022-705-489	493	SOCIOZINHO HERON	ANIMALS		
Gerardi-2022-705-490	494	SOCÓ HERON	ANIMALS		
Gerardi-2022-705-491	495	SOFT MATERIAL INSIDE SOMETHING	NA		
Gerardi-2022-705-492	496	SON	KINSHIP	1620	SON
Gerardi-2022-705-493	497	SONG	MODERN_WORLD	1096	SONG
Gerardi-2022-705-494	498	SOUND OR NOISE	SENSE_PERCEPTION	1811	SOUND OR NOISE
Gerardi-2022-705-495	499	SOUR	SENSE_PERCEPTION	1906	SOUR
Gerardi-2022-705-496	500	SPEAK	SPEECH_AND_LANGUAGE	1623	SPEAK
Gerardi-2022-705-497	501	SPIDER	ANIMALS	843	SPIDER
Gerardi-2022-705-498	502	SPIDER MONKEY	ANIMALS	434	SPIDER MONKEY
Gerardi-2022-705-499	503	SPILL (SOMETHING)	MOTION	3130	SPILL (SOMETHING)
Gerardi-2022-705-500	504	SPIRIT	RELIGION_AND_BELIEF	53	SPIRIT
Gerardi-2022-705-501	505	SPIT	THE_BODY	1440	SPIT
Gerardi-2022-705-502	506	SPLIT	BASIC_ACTIONS_AND_TECHNOLOGY	1437	SPLIT
Gerardi-2022-705-503	507	SPOUSE	KINSHIP	2514	SPOUSE
Gerardi-2022-705-504	508	SPREAD OUT	NA		
Gerardi-2022-705-505	509	SQUEEZE	BASIC_ACTIONS_AND_TECHNOLOGY	1414	SQUEEZE
Gerardi-2022-705-506	510	SQUIRREL	ANIMALS	1628	SQUIRREL
Gerardi-2022-705-507	511	SQUIRREL MONKEY	ANIMALS		
Gerardi-2022-705-508	512	STAND	SPATIAL_RELATIONS	1442	STAND
Gerardi-2022-705-509	513	STAR	THE_PHYSICAL_WORLD	1430	STAR
Gerardi-2022-705-510	514	STEAL	LAW	713	STEAL
Gerardi-2022-705-511	515	STICK	THE_PHYSICAL_WORLD	1295	STICK
Gerardi-2022-705-512	516	STING	THE_BODY	571	STING
Gerardi-2022-705-513	517	STINGRAY	ANIMALS	1910	STINGRAY
Gerardi-2022-705-514	518	STIR	FOOD_AND_DRINK	696	STIR
Gerardi-2022-705-515	519	STONE	THE_PHYSICAL_WORLD	857	STONE
Gerardi-2022-705-516	520	STORY	SPEECH_AND_LANGUAGE	2060	STORY
Gerardi-2022-705-517	521	STRAIGHTEN	NA		
Gerardi-2022-705-518	522	STRETCH OUT LEGS	NA		
Gerardi-2022-705-519	523	STRIKE OR BEAT	BASIC_ACTIONS_AND_TECHNOLOGY	2133	STRIKE OR BEAT
Gerardi-2022-705-520	524	STRONG	BODY	785	STRONG
Gerardi-2022-705-521	525	STRONG TASTE	NA		
Gerardi-2022-705-522	526	SUCK	FOOD_AND_DRINK	1421	SUCK
Gerardi-2022-705-523	527	SUN	THE_PHYSICAL_WORLD	1343	SUN
Gerardi-2022-705-524	528	SWEAT	THE_BODY	125	SWEAT (SUBSTANCE)
Gerardi-2022-705-525	529	SWEAT (SUBSTANCE)	THE_BODY	125	SWEAT (SUBSTANCE)
Gerardi-2022-705-526	530	SWEET	SENSE_PERCEPTION	717	SWEET
Gerardi-2022-705-527	531	SWEET MANIOC	AGRICULTURE_AND_VEGETATION	925	CASSAVA
Gerardi-2022-705-528	532	SWEET POTATO	AGRICULTURE_AND_VEGETATION	159	SWEET POTATO
Gerardi-2022-705-529	533	SWELL	BASIC_ACTIONS_AND_TECHNOLOGY	1573	SWELL
Gerardi-2022-705-530	534	SWIM	MOTION	1439	SWIM
Gerardi-2022-705-531	535	TAIL	THE_BODY	1220	TAIL
Gerardi-2022-705-532	536	TAKE	POSSESSION	1749	TAKE
Gerardi-2022-705-533	537	TAPIOCA	FOOD_AND_DRINK	3940	TAPIOCA
Gerardi-2022-705-534	538	TAPIR	ANIMALS	312	TAPIR
Gerardi-2022-705-535	539	TASTE (SOMETHING)	SENSE_PERCEPTION	21	TASTE (SOMETHING)
Gerardi-2022-705-536	540	TASTY	FOOD_AND_DRINK	1813	TASTY
Gerardi-2022-705-537	541	TAYRA	NA		
Gerardi-2022-705-538	542	TEACH	COGNITION	709	TEACH
Gerardi-2022-705-539	543	TELL	SPEECH_AND_LANGUAGE	1711	TELL
Gerardi-2022-705-540	544	TERMITE	ANIMALS	883	TERMITE
Gerardi-2022-705-541	545	TERMITE NEST	NA		
Gerardi-2022-705-542	546	THAT	MISCELLANEOUS_FUNCTION_WORDS	78	THAT
Gerardi-2022-705-543	547	THERE	MISCELLANEOUS_FUNCTION_WORDS	1937	THERE
Gerardi-2022-705-544	548	THEY	KINSHIP	817	THEY
Gerardi-2022-705-545	549	THICK	SPATIAL_RELATIONS	1244	THICK
Gerardi-2022-705-546	550	THIN	SPATIAL_RELATIONS	2308	THIN
Gerardi-2022-705-547	551	THING	POSSESSION	738	THING
Gerardi-2022-705-548	552	THIRST	FOOD_AND_DRINK	848	THIRST
Gerardi-2022-705-549	553	THORN	AGRICULTURE_AND_VEGETATION	124	THORN
Gerardi-2022-705-550	554	THREE	QUANTITY	492	THREE
Gerardi-2022-705-551	556	THREE-TOED SLOTH	ANIMALS		
Gerardi-2022-705-552	557	THROAT	THE_BODY	1346	THROAT
Gerardi-2022-705-553	558	THROW	MOTION	1456	THROW
Gerardi-2022-705-554	559	THROW WATER	NA		
Gerardi-2022-705-555	560	THUNDER	THE_PHYSICAL_WORLD	1150	THUNDER
Gerardi-2022-705-556	561	TICK	ANIMALS	1527	TICK
Gerardi-2022-705-557	562	TIE	BASIC_ACTIONS_AND_TECHNOLOGY	1917	TIE
Gerardi-2022-705-558	563	TIMBO	NA		
Gerardi-2022-705-559	564	TINGUÍ	NA		
Gerardi-2022-705-560	565	TOAD	ANIMALS	894	TOAD
Gerardi-2022-705-561	566	TOAST	NA		
Gerardi-2022-705-562	567	TOBACCO	AGRICULTURE_AND_VEGETATION	974	TOBACCO
Gerardi-2022-705-563	568	TOMB	NA	1773	GRAVE
Gerardi-2022-705-564	569	TONGUE	THE_BODY	1205	TONGUE
Gerardi-2022-705-565	570	TONKA BEAN	NA		
Gerardi-2022-705-566	571	TOOTH	THE_BODY	1380	TOOTH
Gerardi-2022-705-567	572	TORTOISE	ANIMALS	895	TORTOISE
Gerardi-2022-705-568	573	TOUCAN	ANIMALS	308	TOUCAN
Gerardi-2022-705-569	574	TREAD ON	NA		
Gerardi-2022-705-570	575	TREE	AGRICULTURE_AND_VEGETATION	906	TREE
Gerardi-2022-705-571	576	TREE SP. WITH SOFT WOOD	NA		
Gerardi-2022-705-572	577	TREE TRUNK	AGRICULTURE_AND_VEGETATION	344	TREE TRUNK
Gerardi-2022-705-573	578	TREE WITH RESIN	NA		
Gerardi-2022-705-574	579	TROGON	NA		
Gerardi-2022-705-575	580	TROWEL	NA		
Gerardi-2022-705-576	581	TUCUNARÉ	NA		
Gerardi-2022-705-577	582	TURN	MOTION	1588	TURN
Gerardi-2022-705-578	583	TURTLE	ANIMALS	112	TURTLE
Gerardi-2022-705-579	584	TWO	QUANTITY	1498	TWO
Gerardi-2022-705-580	585	UNDERSIDE	NA		
Gerardi-2022-705-581	586	UNFASTEN	NA		
Gerardi-2022-705-582	587	UNTIE	BASIC_ACTIONS_AND_TECHNOLOGY	352	UNTIE
Gerardi-2022-705-583	588	UPPER LEG (THIGH)	THE_BODY	471	UPPER LEG (THIGH)
Gerardi-2022-705-584	589	UPPER PART OF	NA		
Gerardi-2022-705-585	590	UPSTREAM	NA		
Gerardi-2022-705-586	591	URINE	THE_BODY	1142	URINE
Gerardi-2022-705-587	592	URUCU (BIXA ORELLANA)	NA		
Gerardi-2022-705-588	593	URUCURI	NA		
Gerardi-2022-705-589	594	UTERUS	NA		
Gerardi-2022-705-590	595	VAGINA	THE_BODY	1836	VAGINA
Gerardi-2022-705-591	596	VEIN	THE_BODY	1924	VEIN
Gerardi-2022-705-592	597	VINE	AGRICULTURE_AND_VEGETATION	343	VINE
Gerardi-2022-705-593	598	VISIBLE	SENSE_PERCEPTION	1868	VISIBLE
Gerardi-2022-705-594	599	VOICE	SPEECH_AND_LANGUAGE	1363	VOICE
Gerardi-2022-705-595	600	VOMIT	THE_BODY	1278	VOMIT
Gerardi-2022-705-596	601	VULTURE	ANIMALS	1185	VULTURE
Gerardi-2022-705-597	602	WAIT (FOR)	MOTION	1590	WAIT (FOR)
Gerardi-2022-705-598	603	WALK BENT OVER	NA		
Gerardi-2022-705-599	604	WANT	EMOTIONS_AND_VALUES	1784	WANT
Gerardi-2022-705-600	605	WARM	SENSE_PERCEPTION	1232	WARM
Gerardi-2022-705-601	606	WASH	BASIC_ACTIONS_AND_TECHNOLOGY	1453	WASH
Gerardi-2022-705-602	607	WASP	ANIMALS	1517	WASP
Gerardi-2022-705-603	608	WATER	THE_PHYSICAL_WORLD	948	WATER
Gerardi-2022-705-604	609	WE	KINSHIP	1212	WE
Gerardi-2022-705-605	610	WE (EXCLUSIVE)	KINSHIP	1130	WE (EXCLUSIVE)
Gerardi-2022-705-606	611	WE (INCLUSIVE)	KINSHIP	1131	WE (INCLUSIVE)
Gerardi-2022-705-607	612	WEASEL	ANIMALS	3384	WEASEL
Gerardi-2022-705-608	613	WEAVE	CLOTHING_AND_GROOMING	133	WEAVE
Gerardi-2022-705-609	614	WET	SENSE_PERCEPTION	1726	WET
Gerardi-2022-705-610	615	WHIP	MODERN_WORLD	2630	WHIP
Gerardi-2022-705-611	616	WHISTLE	SPEECH_AND_LANGUAGE	1025	WHISTLE
Gerardi-2022-705-612	617	WHITE	SENSE_PERCEPTION	1335	WHITE
Gerardi-2022-705-613	618	WHITE-LIPPED PECCARY	ANIMALS	436	WHITE-LIPPED PECCARY
Gerardi-2022-705-614	619	WIFE	KINSHIP	1199	WIFE
Gerardi-2022-705-615	620	WILD CAT	ANIMALS	2241	WILD CAT
Gerardi-2022-705-616	621	WILD DOG	ANIMALS	2448	WILD DOG
Gerardi-2022-705-617	622	WIND	THE_PHYSICAL_WORLD	960	WIND
Gerardi-2022-705-618	623	WINDOW	THE_HOUSE	1375	WINDOW
Gerardi-2022-705-619	624	WING	THE_BODY	1257	WING
Gerardi-2022-705-620	625	WITH	MISCELLANEOUS_FUNCTION_WORDS	1340	WITH
Gerardi-2022-705-621	626	WOMAN	KINSHIP	962	WOMAN
Gerardi-2022-705-622	627	WOOD	THE_PHYSICAL_WORLD	1803	WOOD
Gerardi-2022-705-623	629	WOODPECKER	ANIMALS	2447	WOODPECKER
Gerardi-2022-705-624	630	WOOLLY MONKEY	NA		
Gerardi-2022-705-625	631	WOUND	THE_BODY	1109	WOUND
Gerardi-2022-705-626	632	YAM	AGRICULTURE_AND_VEGETATION	410	YAM
Gerardi-2022-705-627	633	YAWN	THE_BODY	1028	YAWN
Gerardi-2022-705-628	634	YEAR	TIME	1226	YEAR
Gerardi-2022-705-629	635	YELLOW	SENSE_PERCEPTION	1424	YELLOW
Gerardi-2022-705-630	636	YES	COGNITION	1268	YES
Gerardi-2022-705-631	637	YOU	KINSHIP	1213	YOU
Gerardi-2022-705-632	638	YOU TWO	KINSHIP	2111	YOU TWO
Gerardi-2022-705-633	639	YOUNGER BROTHER	KINSHIP	1760	YOUNGER BROTHER
Gerardi-2022-705-634	640	YOUNGER SISTER	KINSHIP	1761	YOUNGER SISTER
Gerardi-2022-705-635	641	EMERGE (APPEAR)	BASIC_ACTIONS_AND_TECHNOLOGY	1076	EMERGE (APPEAR)
Gerardi-2022-705-636	642	ARMY ANT	NA		
Gerardi-2022-705-637	643	BABAÇU (Attalea speciosa)	AGRICULTURE_AND_VEGETATION	3925	BABASSU PALM
Gerardi-2022-705-638	644	BASKET	BASIC_ACTIONS_AND_TECHNOLOGY	1539	BASKET
Gerardi-2022-705-639	645	BEGIN	TIME	1806	BEGIN
Gerardi-2022-705-640	646	BEHIND	SPATIAL_RELATIONS	1686	BEHIND
Gerardi-2022-705-641	647	BURY	BASIC_ACTIONS_AND_TECHNOLOGY	1719	BURY
Gerardi-2022-705-642	648	BUSHMASTER	NA		
Gerardi-2022-705-643	649	BUY	POSSESSION	1869	BUY
Gerardi-2022-705-644	650	CALL	SPEECH_AND_LANGUAGE	1084	CALL
Gerardi-2022-705-645	651	CAPTURE	NA		
Gerardi-2022-705-646	652	CHEW	FOOD_AND_DRINK	321	CHEW
Gerardi-2022-705-647	653	CHIGGOE (JIGGER FLEA)	ANIMALS	438	CHIGGOE (JIGGER FLEA)
Gerardi-2022-705-648	654	COUGAR	NA		
Gerardi-2022-705-649	655	CRAWL	MOTION	96	CRAWL
Gerardi-2022-705-650	656	CRITICIZE	NA		
Gerardi-2022-705-651	657	CROSS-COUSIN	KINSHIP	3162	CROSS-COUSIN
Gerardi-2022-705-652	658	DART	NA		
Gerardi-2022-705-653	659	DIFFERENT TYPE	NA		
Gerardi-2022-705-654	660	DIP	BASIC_ACTIONS_AND_TECHNOLOGY	3697	DIP
Gerardi-2022-705-655	661	DIVIDE	SPATIAL_RELATIONS	1119	DIVIDE
Gerardi-2022-705-656	662	DOWNSTREAM	NA		
Gerardi-2022-705-657	663	DRAG	BASIC_ACTIONS_AND_TECHNOLOGY	2030	DRAG
Gerardi-2022-705-658	664	ELBOW	THE_BODY	981	ELBOW
Gerardi-2022-705-659	665	FAMILIAR SPIRIT	NA		
Gerardi-2022-705-660	666	FEEL HURT	NA		
Gerardi-2022-705-661	667	FIGHT	WARFARE_AND_HUNTING	1423	FIGHT
Gerardi-2022-705-662	668	FIND	POSSESSION	719	FIND
Gerardi-2022-705-663	669	FLU	NA		
Gerardi-2022-705-664	670	FOLLOW	MOTION	1085	FOLLOW
Gerardi-2022-705-665	671	GET UP EARLY	NA		
Gerardi-2022-705-666	672	GO AHEAD	NA		
Gerardi-2022-705-667	673	GO INTO WATER	NA		
Gerardi-2022-705-668	674	GRANDMOTHER	KINSHIP	1496	GRANDMOTHER
Gerardi-2022-705-669	675	GRAVE	THE_BODY	1773	GRAVE
Gerardi-2022-705-670	676	GROVE	NA		
Gerardi-2022-705-671	677	GROW	SPATIAL_RELATIONS	479	GROW
Gerardi-2022-705-672	678	HATE	EMOTIONS_AND_VALUES	1607	HATE
Gerardi-2022-705-673	679	HAVE	POSSESSION	773	HAVE
Gerardi-2022-705-674	680	HEART OF PALM	NA		
Gerardi-2022-705-675	681	HIDE	SPATIAL_RELATIONS	2486	HIDE
Gerardi-2022-705-676	682	HORNED SCREAMER (BIRD)	NA		
Gerardi-2022-705-677	683	INTESTINES	THE_BODY	1991	INTESTINES
Gerardi-2022-705-678	684	LARGE BASKET	NA		
Gerardi-2022-705-679	685	LIE (FALSEHOOD)	EMOTIONS_AND_VALUES	2826	LIE (FALSEHOOD)
Gerardi-2022-705-680	686	LOOK AT	NA	1819	LOOK
Gerardi-2022-705-681	687	MATERNAL AUNT (MOTHER'S SISTER)	KINSHIP	2693	MATERNAL AUNT (MOTHER'S SISTER)
Gerardi-2022-705-682	688	MOVE AWAY	BASIC_ACTIONS_AND_TECHNOLOGY	229	MOVE AWAY
Gerardi-2022-705-683	689	OPEN	SPATIAL_RELATIONS	1156	OPEN
Gerardi-2022-705-684	690	POND	THE_PHYSICAL_WORLD	2035	POND
