ID	NUMBER	CHINESE	GLOSS	PAGE	CONCEPTICON_ID	CONCEPTICON_GLOSS	TYPOS	HUANG_1992_1888	CATEGORY
Chen-2012-888-720	720	会（写）	know (to write)	806	2238	KNOW OR BE ABLE		1392	动词
Chen-2012-888-721	721	挤	squeeze	807	1414	SQUEEZE		0	动词
Chen-2012-888-722	722	记得	remember	807	707	REMEMBER		1407	动词
Chen-2012-888-723	723	夹	pick up (food with chopsticks)	807				1413	动词
Chen-2012-888-724	724	捡	pick up	808	371	PICK UP		1414	动词
Chen-2012-888-725	725	剪	scissor	808	2155	CUT (WITH SCISSORS)		1416	动词
Chen-2012-888-726	726	浇	irrigate	808	3078	IRRIGATE		1422	动词
Chen-2012-888-727	727	吠	bark (of dog)	809	1204	BARK		1432	动词
Chen-2012-888-728	728	结（果）	bear (fruit)	809	3054	BEAR FRUIT		1439	动词
Chen-2012-888-729	729	连接	connect (join)	809	2862	CONNECT		1496	动词
Chen-2012-888-730	730	解开	untie	810	352	UNTIE		1600	动词
Chen-2012-888-731	731	借（钱）	borrow (money)	810	1823	BORROW		1442	动词
Chen-2012-888-732	732	进（屋）	enter (a house)	810	749	ENTER		1447	动词
Chen-2012-888-733	733	救	rescue (save)	811	2008	RESCUE		1451	动词
Chen-2012-888-734	734	锯	saw (something)	811				1454	动词
Chen-2012-888-735	735	开（门）	open (a door)	811	1156	OPEN		1461	动词
Chen-2012-888-736	736	（水）开	boil (water)	812	792	BOIL (OF LIQUID)		453	动词
Chen-2012-888-737	737	（花）开	(flowers) blossom	812	3287	BLOOM		1463	动词
Chen-2012-888-738	738	砍（树）	chop down (trees)	812	355	CUT DOWN		1467	动词
Chen-2012-888-739	739	砍（骨头）	chop (bones)	813	155	CHOP		1468	动词
Chen-2012-888-740	740	看	look	813	1819	LOOK		1469	动词
Chen-2012-888-741	741	看见	see	813	1409	SEE		1471	动词
Chen-2012-888-742	742	扛	carry on shoulder	814	413	CARRY ON SHOULDER		1473	动词
Chen-2012-888-743	743	烤（火）	roast (something)	814	1962	ROAST (SOMETHING)		1474	动词
Chen-2012-888-744	744	咳嗽	cough	814	879	COUGH		1477	动词
Chen-2012-888-745	745	啃	gnaw	815	2706	GNAW		1481	动词
Chen-2012-888-746	746	哭	cry	815	1839	CRY		1485	动词
Chen-2012-888-747	747	拉屎	defecate	815	676	SHIT (DEFECATE)		1488	动词
Chen-2012-888-748	748	来	come	816	1446	COME		1491	动词
Chen-2012-888-749	749	烂	rot	816	1728	ROTTEN		1330	动词
Chen-2012-888-750	750	破裂	break	816	680	BREAK (DESTROY OR GET DESTROYED)		0	动词
Chen-2012-888-751	751	流	flow	817	2003	FLOW		1502	动词
Chen-2012-888-752	752	留	remain	817	987	REMAIN		0	动词
Chen-2012-888-753	753	漏	drip (emit liquid)	817	2253	DRIP (EMIT LIQUID)		1506	动词
Chen-2012-888-754	754	落	fall	818	1280	FALL		0	动词
Chen-2012-888-755	755	骂	scold	818	299	SCOLD		1514	动词
Chen-2012-888-756	756	埋	bury	818	1719	BURY		1515	动词
Chen-2012-888-757	757	买	buy	819	1869	BUY		1516	动词
Chen-2012-888-758	758	卖	sell	819	1571	SELL		1517	动词
Chen-2012-888-759	759	没有	do not have	819	3363	NOT HAVE		1519	动词
Chen-2012-888-760	760	（火）灭	extinguish	820	127	EXTINGUISH		1522	动词
Chen-2012-888-761	761	摸	touch (stroke)	820	1892	TOUCH		1525	动词
Chen-2012-888-762	762	磨（刀）	whet (a knife)	820	251	SHARPEN (SOMETHING)		1526	动词
Chen-2012-888-763	763	磨（面）	grind (flour)	821	1033	GRIND		1527	动词
Chen-2012-888-764	764	拿	hold or take	821	2104	HOLD OR TAKE		1528	动词
Chen-2012-888-765	765	念	recite	821				0	动词
Chen-2012-888-766	766	呕吐	vomit	822	1278	VOMIT		1535	动词
Chen-2012-888-767	767	爬行	crawl	822	96	CRAWL		1536	动词
Chen-2012-888-768	768	爬（树）	climb (a tree)	822	1102	CLIMB		1539	动词
Chen-2012-888-769	769	怕	fear (be afraid)	823	1419	FEAR (BE AFRAID)		1366	动词
Chen-2012-888-770	770	拍	strike (beat)	823	2133	STRIKE OR BEAT		1540	动词
Chen-2012-888-771	771	跑	run	823	1519	RUN		1544	动词
Chen-2012-888-772	772	泡	soak	824				1444	动词
Chen-2012-888-773	773	赔	loose money	824				1547	动词
Chen-2012-888-774	774	喷	spout	824				1152	动词
Chen-2012-888-775	775	劈	chop (firewood)	825	1437	SPLIT		1552	动词
Chen-2012-888-776	776	（衣）破	worn (clothes)	825				1556	动词
Chen-2012-888-777	777	骑	ride (a horse)	825	367	RIDE		1566	动词
Chen-2012-888-778	778	起来	stand up	826	570	STAND UP		1567	动词
Chen-2012-888-779	779	牵	lead	826	43	LEAD (GUIDE)		1568	动词
Chen-2012-888-780	780	欠	owe (money)	826	369	OWE		1569	动词
Chen-2012-888-781	781	抢	rob (somebody)	827	2073	ROB (VERB)		1570	动词
Chen-2012-888-782	782	敲	knock	827	2396	KNOCK		1571	动词
Chen-2012-888-783	783	请	treat (invite)	827				0	动词
Chen-2012-888-784	784	去	go (leave)	828	695	GO		1579	动词
Chen-2012-888-785	785	缺	lack (not have)	828	2329	LACK (NOT HAVE)		1269	动词
Chen-2012-888-786	786	燃	burn	828	2102	BURN		0	动词
Chen-2012-888-787	787	认识	know (somebody)	829	2248	KNOW (SOMEBODY)		0	动词
Chen-2012-888-788	788	融化	dissolve	829	2334	MELT		1592	动词
Chen-2012-888-789	789	撒尿	pee	829	592	PISS		1596	动词
Chen-2012-888-790	790	扫	sweep	830	230	SWEEP		1601	动词
Chen-2012-888-791	791	杀（人）	kill (a person)	830	1417	KILL		1602	动词
Chen-2012-888-792	792	筛	sieve (something)	830	86	SIEVE		1603	动词
Chen-2012-888-793	793	晒	dry in the sun	831	3364	DRY IN SUN		1604	动词
Chen-2012-888-794	794	上（楼）	go upstairs	831	705	GO UP (ASCEND)		1609	动词
Chen-2012-888-795	795	烧（山）	burn (something)	831	141	BURN (SOMETHING)		0	动词
Chen-2012-888-796	796	射	shoot (an arrow)	832	1172	SHOOT		1611	动词
Chen-2012-888-797	797	生（小孩）	give birth	832	1195	GIVE BIRTH		1620	动词
Chen-2012-888-798	798	是	be (copula)	832	1579	BE		1628	动词
Chen-2012-888-799	799	不是	be not (negated copula)	833	1269	NO		0	动词
Chen-2012-888-800	800	收（玉米）	gather (harvest)	833	7	GATHER		1629	动词
Chen-2012-888-801	801	守（庄稼）	preserve harvest	833	1827	HARVEST CROPS		0	动词
Chen-2012-888-802	802	梳	comb (something)	834	2070	COMB (VERB)		1634	动词
Chen-2012-888-803	803	输	lose (a game)	834	3535	BE DEFEATED		1635	动词
Chen-2012-888-804	804	数（钱）	count	834	1420	COUNT		1640	动词
Chen-2012-888-805	805	拴（牛）	tie (a cow)	835	2891	TIE UP (TETHER)		1645	动词
Chen-2012-888-806	806	睡觉	sleep	835	1585	SLEEP		1646	动词
Chen-2012-888-807	807	说	speak	835	1623	SPEAK		1649	动词
Chen-2012-888-808	808	送（客）	send (accompany somebody leaving)	836				0	动词
Chen-2012-888-809	809	赠送	present (as gift)	836				0	动词
Chen-2012-888-810	810	缩	shrink	836	54	SHRINK		1457	动词
Chen-2012-888-811	811	抬	carry	837	700	CARRY		1659	动词
Chen-2012-888-812	812	逃跑	run away	837	2142	RUN AWAY		1663	动词
Chen-2012-888-813	813	乞讨	beg	837	3534	BEG		1664	动词
Chen-2012-888-814	814	疼	painful	838	1129	PAINFUL		0	动词
Chen-2012-888-815	815	提	lift (with hand)	838	501	LIFT		0	动词
Chen-2012-888-816	816	填	fill up (a hollow)	838	2006	FILL		1673	动词
Chen-2012-888-817	817	挑（水）	carry with pole on shoulder	839	3438	CARRY (WITH POLE ON SHOULDER)		1676	动词
Chen-2012-888-818	818	跳	jump	839	1829	JUMP		1678	动词
Chen-2012-888-819	819	听	listen	839	1608	LISTEN		1681	动词
Chen-2012-888-820	820	听见	hear	840	1408	HEAR		1682	动词
Chen-2012-888-821	821	偷	steal	840	713	STEAL		1686	动词
Chen-2012-888-822	822	吐（痰）	spit	840	1440	SPIT		1688	动词
Chen-2012-888-823	823	推	push	841	1452	PUSH		1689	动词
Chen-2012-888-824	824	退	retreat	841	421	RETREAT		0	动词
Chen-2012-888-825	825	拖	pull	841	1455	PULL		0	动词
Chen-2012-888-826	826	脱（衣）	undress (take off clothes)	842	1755	UNDRESS		0	动词
Chen-2012-888-827	827	脱（皮）	flay (pull off skin)	842	291	PULL OFF (SKIN)		1693	动词
Chen-2012-888-828	828	挖	dig	842	1418	DIG		1698	动词
Chen-2012-888-829	829	忘记	forget	843	1523	FORGET		1704	动词
Chen-2012-888-830	830	喂（猪）	feed (pig)	843	739	FEED		0	动词
Chen-2012-888-831	831	嗅	to smell	843	1586	SMELL (PERCEIVE)		177	动词
Chen-2012-888-832	832	问	ask	844	1309	ASK (INQUIRE)		1708	动词
Chen-2012-888-833	833	吸气	inhale	844	2705	INHALE		1711	动词
Chen-2012-888-834	834	洗（碗）	wash (dishes)	844	1453	WASH		0	动词
Chen-2012-888-835	835	洗（衣）	wash (clothes)	845	3434	WASH (CLOTHES)		1713	动词
Chen-2012-888-836	836	下（楼）	go downstairs	845	2014	GO DOWN (DESCEND)		1716	动词
Chen-2012-888-837	837	下（雨）	(rain) fall	845	1253	RAIN (RAINING)		1719	动词
Chen-2012-888-838	838	下（小猪）	give birth (animals)	846				1717	动词
Chen-2012-888-839	839	想	think	846	2271	THINK		1726	动词
Chen-2012-888-840	840	削	pare (peel with a knife)	846				1733	动词
Chen-2012-888-841	841	笑	laugh (smile)	847	1355	LAUGH		1735	动词
Chen-2012-888-842	842	醒	wake up	847	1602	WAKE UP		1739	动词
Chen-2012-888-843	843	选	choose	847	1750	CHOOSE		1675	动词
Chen-2012-888-844	844	寻找	seek	848				1744	动词
Chen-2012-888-845	845	压	press	848	1913	PRESS		1745	动词
Chen-2012-888-846	846	痒	itch	848	149	ITCHY		1749	动词
Chen-2012-888-847	847	摇	shake (head)	849	1909	SHAKE		1751	动词
Chen-2012-888-848	848	咬	bite	849	1403	BITE		1753	动词
Chen-2012-888-849	849	要	want (need)	849	1784	WANT		1755	动词
Chen-2012-888-850	850	移动	move (oneself)	850	2874	MOVE (ONESELF)		0	动词
Chen-2012-888-851	851	游	swim	850	1439	SWIM		0	动词
Chen-2012-888-852	852	有	there is or there are	850	2152	THERE IS OR THERE ARE		0	动词
Chen-2012-888-853	853	没有	there is not or there are not	851				1519	动词
Chen-2012-888-854	854	栽	plant (trees)	851	1486	PLANT (SOMETHING)		1774	动词
Chen-2012-888-855	855	炸	fry (something)	851	991	FRY		0	动词
Chen-2012-888-856	856	站	stand	852	1442	STAND		1784	动词
Chen-2012-888-857	857	长（大）	grow up	852	552	GROW UP		1786	动词
Chen-2012-888-858	858	胀	bloated (of stomach)	852				1788	动词
Chen-2012-888-859	859	找	look for	853	1468	LOOK FOR		1744	动词
Chen-2012-888-860	860	照	illuminate	853				0	动词
Chen-2012-888-861	861	折断	break (cleave)	853	2558	BREAK (CLEAVE)		1293	动词
Chen-2012-888-862	862	争	fight	854	1423	FIGHT		1796	动词
Chen-2012-888-863	863	蒸	steam	854	2067	STEAM (VERB)		1797	动词
Chen-2012-888-864	864	知道	know	854	1410	KNOW (SOMETHING)		1798	动词
Chen-2012-888-865	865	织（布）	weave	855	133	WEAVE		1799	动词
Chen-2012-888-866	866	指	point at	855	2669	POINT (WITH FINGER)		1800	动词
Chen-2012-888-867	867	肿	swell (of tissue)	855	1573	SWELL		1802	动词
Chen-2012-888-868	868	种（菜）	plant (vegetables)	856	2064	SCATTER (SEEDS)		1801	动词
Chen-2012-888-869	869	煮	cook (boil)	856	1100	COOK (SOMETHING)		1804	动词
Chen-2012-888-870	870	住	live (reside)	856	363	DWELL (LIVE, RESIDE)		1452	动词
Chen-2012-888-871	871	抓	scratch	857	1436	SCRATCH		1805	动词
Chen-2012-888-872	872	转（身）	turn around	857	1444	TURN AROUND		1806	动词
Chen-2012-888-873	873	转动	turn	857	1445	TURN (SOMETHING)		1808	动词
Chen-2012-888-874	874	装	load (put into container)	858	1679	LOAD		1810	动词
Chen-2012-888-875	875	追	pursue	858	1047	PURSUE		1811	动词
Chen-2012-888-876	876	捉	catch	858	702	CATCH		1813	动词
Chen-2012-888-877	877	啄	peck (birds)	859				1814	动词
Chen-2012-888-878	878	走	walk	859	1443	WALK		1815	动词
Chen-2012-888-879	879	醉	drunk	859	1463	DRUNK		1818	动词
Chen-2012-888-880	880	坐	sit	860	1416	SIT		1819	动词
Chen-2012-888-881	881	做	do (something)	860	813	DO		1820	动词
Chen-2012-888-882	882	不	not	860	1240	NOT		0	动词
Chen-2012-888-883	883	都	all	861				0	动词
Chen-2012-888-884	884	也	also	861				0	动词
Chen-2012-888-885	885	很	very	861	1311	VERY		0	动词
Chen-2012-888-886	886	和	and	862	1577	AND		0	动词
Chen-2012-888-887	887	的	genitive marker	862				0	动词
Chen-2012-888-888	888	极	very (nominal)	862				0	动词
