ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Castro-2010-540-135	135	buttocks	屁股	834	BUTTOCKS
Castro-2010-540-136	136	leg	腿	1297	LEG
Castro-2010-540-137	137	foot+leg*	脚·腿	2098	FOOT OR LEG
Castro-2010-540-138	138	foot	脚	1301	FOOT
Castro-2010-540-139	139	calf, lower leg	小腿	498	CALF OF LEG
Castro-2010-540-140	140	knee*	膝盖	1371	KNEE
Castro-2010-540-141	141	claw*	爪	72	CLAW
Castro-2010-540-142	142	chest	胸脯	1592	CHEST
Castro-2010-540-143	143	back	脊背	1291	BACK
Castro-2010-540-144	144	breast*	乳房	1402	BREAST
Castro-2010-540-145	145	belly*	肚子(腹部)	1251	BELLY
Castro-2010-540-146	146	waist	腰	1681	WAIST
Castro-2010-540-147	147	skin*	皮肤	763	SKIN
Castro-2010-540-148	148	bone*	骨头	1394	BONE
Castro-2010-540-149	149	stomach	胃	819	STOMACH
Castro-2010-540-150	150	navel	脐(肚脐)	1838	NAVEL
Castro-2010-540-151	151	kidneys	肾(腰子)	489	KIDNEY
Castro-2010-540-152	152	intestines	肠子	1991	INTESTINES
Castro-2010-540-153	153	heart*	心	1223	HEART
Castro-2010-540-154	154	liver*	肝	1224	LIVER
Castro-2010-540-155	155	lungs	肺	688	LUNG
Castro-2010-540-156	156	sweat	汗	125	SWEAT (SUBSTANCE)
Castro-2010-540-157	157	blood*	血	946	BLOOD
Castro-2010-540-158	158	catarrh	鼻涕	208	NASAL MUCUS (SNOT)
Castro-2010-540-159	159	saliva	口水	1503	SALIVA
Castro-2010-540-160	160	milk	奶	635	MILK
Castro-2010-540-161	161	faeces	屎	675	FAECES (EXCREMENT)
Castro-2010-540-162	162	urine	尿水	1142	URINE
Castro-2010-540-163	163	pus	脓	1808	PUS
Castro-2010-540-164	164	feather*	羽毛	1201	FEATHER
Castro-2010-540-165	165	tendon	筋(腱)	1137	TENDON
Castro-2010-540-166	166	life	生命	210	LIFE
Castro-2010-540-167	167	strength	力气	202	STRENGTH
Castro-2010-540-168	168	person*	人	683	PERSON
Castro-2010-540-169	169	man*	男人	1554	MAN
Castro-2010-540-170	170	woman*	女人	962	WOMAN
Castro-2010-540-171	171	child	儿童	1304	CHILD (YOUNG HUMAN)
Castro-2010-540-172	172	friend	朋友	1325	FRIEND
Castro-2010-540-173	173	soldier	兵(士兵)	1941	SOLDIER
Castro-2010-540-174	174	deaf person	聋(子)	458	DEAF PERSON
Castro-2010-540-175	175	paternal grandfather	爷爷	2560	PATERNAL GRANDFATHER
Castro-2010-540-176	176	father	父亲	1217	FATHER
Castro-2010-540-177	177	mother	母亲	1216	MOTHER
Castro-2010-540-178	178	elder brother	哥哥	1759	OLDER BROTHER
Castro-2010-540-179	179	elder sister	姐姐	1758	OLDER SISTER
Castro-2010-540-180	180	younger brother	弟弟	1760	YOUNGER BROTHER
Castro-2010-540-181	181	younger sister	妹妹	1761	YOUNGER SISTER
Castro-2010-540-182	182	husband	丈夫	1200	HUSBAND
Castro-2010-540-183	183	wife	妻子	1199	WIFE
Castro-2010-540-184	184	son	儿子	1620	SON
Castro-2010-540-185	185	daughter	女儿(姑娘)	1357	DAUGHTER
Castro-2010-540-186	186	daughter-in-law	儿媳(媳妇)	1057	DAUGHTER-IN-LAW
Castro-2010-540-187	187	son-in-law	女婿	1056	SON-IN-LAW
Castro-2010-540-188	188	grandson	孙子	1618	GRANDSON
Castro-2010-540-189	189	house	房子	1252	HOUSE
Castro-2010-540-190	190	wall	墙壁	933	WALL (OF HOUSE)
Castro-2010-540-191	191	beam	梁(椽子)	1132	BEAM
Castro-2010-540-192	192	door	门	1567	DOOR
Castro-2010-540-193	193	room	房间	1450	ROOM
Castro-2010-540-194	194	paddy field	田(稻田)	140	PADDY FIELD
Castro-2010-540-195	195	dry field	田(旱田)	2794	FIELD (UPLAND)
Castro-2010-540-196	196	hat	帽子	771	HAT
Castro-2010-540-197	197	earring	耳环	770	EARRING
Castro-2010-540-198	198	ring	戒指	1374	RING
Castro-2010-540-199	199	clothes (upper)	衣服(上衣)	1895	CLOTHES
Castro-2010-540-200	200	shirt	衬衫	1622	SHIRT
Castro-2010-540-201	201	trousers	裤子	809	TROUSERS
Castro-2010-540-202	202	shoes	鞋(布鞋)	1381	SHOE
Castro-2010-540-203	203	cloth	布(棉布)	1616	CLOTH
Castro-2010-540-204	204	blanket	被子	806	BLANKET
Castro-2010-540-205	205	pillow	枕头	1044	PILLOW
Castro-2010-540-206	206	food	食品	256	FOOD
Castro-2010-540-207	207	fat, oil*	油(脂肪)	2551	ORGANIC FAT OR OIL
Castro-2010-540-208	208	salt	盐	1274	SALT
Castro-2010-540-209	209	meat*	肉	634	MEAT
Castro-2010-540-210	210	liquor	酒	842	LIQUOR
Castro-2010-540-211	211	tea	茶	1373	TEA
Castro-2010-540-212	212	saw	锯子	1948	SAW
Castro-2010-540-213	213	knife	刀	1352	KNIFE
Castro-2010-540-214	214	axe	斧头	677	AXE
Castro-2010-540-215	215	hoe	锄头	284	HOE
Castro-2010-540-216	216	plough	犁	2154	PLOUGH (INSTRUMENT)
Castro-2010-540-217	217	needle	针	1382	NEEDLE (FOR SEWING)
Castro-2010-540-218	218	thread	线(缝衣用的)	1161	THREAD
Castro-2010-540-219	219	rope	绳子	1218	ROPE
Castro-2010-540-220	220	winnowing fan	簸箕(簸米用)	2051	DUSTPAN
Castro-2010-540-221	221	mortar	臼(盐臼)	224	MORTAR
Castro-2010-540-222	222	medicine	药	1372	MEDICINE
Castro-2010-540-223	223	broom	扫帚(扫把)	245	BROOM
Castro-2010-540-224	224	pan	锅(炒菜的)	2056	WOK
Castro-2010-540-225	225	bowl	小碗	1530	BOWL
Castro-2010-540-226	226	chopsticks	筷子	1987	CHOPSTICKS
Castro-2010-540-227	227	stairs	梯子(木梯)	1464	LADDER
Castro-2010-540-228	228	firewood	柴	10	FIREWOOD
Castro-2010-540-229	229	road*	路	667	ROAD
Castro-2010-540-230	230	bridge	桥	1011	BRIDGE
Castro-2010-540-231	231	boat	船	1844	BOAT
Castro-2010-540-232	232	market	街子(集市)	633	MARKET
Castro-2010-540-233	233	price	价钱(价格)	657	PRICE
Castro-2010-540-234	234	name*	名字	1405	NAME
Castro-2010-540-235	235	dream	梦	2374	DREAM
Castro-2010-540-236	236	shadow	影子	1388	SHADE
Castro-2010-540-237	237	ghost	鬼	1175	GHOST
Castro-2010-540-238	238	god	神	3231	DEITY
Castro-2010-540-239	239	soul	灵魂	811	SOUL
Castro-2010-540-240	240	fence	栅栏	1690	FENCE
Castro-2010-540-241	241	bow	弓	994	BOW
Castro-2010-540-242	242	arrow	箭	977	ARROW
Castro-2010-540-243	243	village	村子(寨子)	930	VILLAGE
Castro-2010-540-244	244	flute	笛子	777	FLUTE
Castro-2010-540-245	245	poison	毒药	655	POISON
Castro-2010-540-246	246	to look*	看	1819	LOOK
Castro-2010-540-247	247	to see	看见	1409	SEE
Castro-2010-540-248	248	to show	给看	1039	SHOW
Castro-2010-540-249	249	to hear	听见	1408	HEAR
Castro-2010-540-250	250	to listen*	听	1608	LISTEN
Castro-2010-540-251	251	to eat*	吃	1336	EAT
Castro-2010-540-252	252	to drink*	喝	1401	DRINK
Castro-2010-540-253	253	to bite*	咬	1403	BITE
Castro-2010-540-254	254	to chew	嚼	321	CHEW
Castro-2010-540-255	255	to lick	舔	319	LICK
Castro-2010-540-256	256	to swallow	咽(吞)	897	SWALLOW
Castro-2010-540-257	257	to spit	吐(吐口水)	1440	SPIT
Castro-2010-540-258	258	to vomit	呕吐	1278	VOMIT
Castro-2010-540-259	259	to blow	吹(吹火)	176	BLOW (WITH MOUTH)
Castro-2010-540-260	260	to say*	说	1623	SPEAK
Castro-2010-540-261	261	to ask	问	1309	ASK (INQUIRE)
Castro-2010-540-262	262	to call	叫	1084	CALL
Castro-2010-540-263	263	to tell	告诉	1711	TELL
Castro-2010-540-264	264	to smell	闻(嗅)	1586	SMELL (PERCEIVE)
Castro-2010-540-265	265	to take	拿(拿书)	1749	TAKE
Castro-2010-540-266	266	to pick	摘(摘果子)	2148	PICK
Castro-2010-540-267	267	to tear	撕	1735	TEAR (SHRED)
Castro-2010-540-268	268	to wring	拧(拧毛巾)	3224	WRING
Castro-2010-540-269	269	to extend	伸(伸手)		
Castro-2010-540-270	270	to pull	拉(向前拉)	1455	PULL
Castro-2010-540-271	271	to push	推	1452	PUSH
Castro-2010-540-272	272	to kick	踢	1135	KICK
Castro-2010-540-273	273	to kneel	跪	66	KNEEL
Castro-2010-540-274	274	to sit*	坐	1416	SIT
Castro-2010-540-275	275	to carry on one‘s back	背(背小孩)	465	CARRY ON BACK
Castro-2010-540-276	276	to lift	提	501	LIFT
Castro-2010-540-277	277	to sleep*	睡觉	1585	SLEEP
Castro-2010-540-278	278	to do	做(做工)	813	DO
Castro-2010-540-279	279	to dig	挖(挖洞)	1418	DIG
Castro-2010-540-280	280	to grow, cultivate	种(种菜)	3461	GROW PLANTS
Castro-2010-540-281	281	to chop, slice	切(切菜)	2149	CHOP (INTO PIECES)
Castro-2010-540-282	282	to chop down	砍(砍树)	355	CUT DOWN
Castro-2010-540-283	283	to split	劈(劈木柴)	1437	SPLIT
Castro-2010-540-284	284	to buy	买	1869	BUY
Castro-2010-540-285	285	to sell	卖	1571	SELL
Castro-2010-540-286	286	to count	数(数东西)	1420	COUNT
Castro-2010-540-287	287	to teach	教	709	TEACH
Castro-2010-540-288	288	to boil (vegetables)	煮	2492	BOIL (SOMETHING)
Castro-2010-540-289	289	to fry	炒	991	FRY
Castro-2010-540-290	290	to steam	蒸	2067	STEAM (VERB)
Castro-2010-540-291	291	to hunt	打猎	1435	HUNT
Castro-2010-540-292	292	to shoot	射	1172	SHOOT
Castro-2010-540-293	293	to hit (a target)	中(射中)	3307	HIT (A TARGET)
Castro-2010-540-294	294	to kill*	杀(杀鸡)	1417	KILL
Castro-2010-540-295	295	to die*	死	1494	DIE
Castro-2010-540-296	296	to mill	磨(磨米)	1033	GRIND
Castro-2010-540-297	297	to winnow	簸(簸米)	2462	WINNOWING
Castro-2010-540-298	298	to wear (a hat)	戴(戴帽子)	3428	WEAR (ON HEAD)
Castro-2010-540-299	299	to wear (clothes)	穿(上衣)	976	WEAR
Castro-2010-540-300	300	to comb	梳(梳头)	2070	COMB (VERB)
Castro-2010-540-301	301	to sew	缝(缝纫)	1457	SEW
Castro-2010-540-302	302	to patch	补(补衣服)	2243	REPAIR
Castro-2010-540-303	303	to weave	编织(布)	133	WEAVE
Castro-2010-540-304	304	to plait	编(编辫子)	3295	BRAID (VERB)
Castro-2010-540-305	305	to sweep	扫(扫地)	230	SWEEP
Castro-2010-540-306	306	to cure	治(病)	499	CURE
Castro-2010-540-307	307	to open	开(开门)	1156	OPEN
Castro-2010-540-308	308	to close	关	1046	SHUT
Castro-2010-540-309	309	to put down	放(下)[放置]	998	PUT
Castro-2010-540-310	310	to hang	挂(挂在墙上)	2884	HANG
Castro-2010-540-311	311	to untie	解(解绳结)	352	UNTIE
Castro-2010-540-312	312	to release	放(把鸟放走)	1095	LET GO OR SET FREE
Castro-2010-540-313	313	to pack	装(装进袋里)	3656	PACK
Castro-2010-540-314	314	to take out	拿出		
Castro-2010-540-315	315	to stuff	塞(塞在洞口)		
Castro-2010-540-316	316	to hide (thing)	藏(东西)	602	HIDE (CONCEAL)
Castro-2010-540-317	317	to hide (self)	藏/躲(自己)	2485	HIDE (ONESELF)
Castro-2010-540-318	318	to choose	挑选	1750	CHOOSE
Castro-2010-540-319	319	to heap	堆(堆积泥土)	1576	PILE UP
Castro-2010-540-320	320	to get	得(得到)	694	GET
Castro-2010-540-321	321	to receive	收(收起来)	7	GATHER
Castro-2010-540-322	322	to seek	找(寻找)	1468	LOOK FOR
Castro-2010-540-323	323	to use	用(使用)	2072	USE (VERB)
Castro-2010-540-324	324	to play	玩耍	1413	PLAY
Castro-2010-540-325	325	to dance	跳舞	1879	DANCE
Castro-2010-540-326	326	to celebrate New Year	过年	3430	CELEBRATE NEW YEAR
Castro-2010-540-327	327	to help	帮助	1897	HELP
Castro-2010-540-328	328	to allocate	分配(分配)		
Castro-2010-540-329	329	to wait	等(候)	1590	WAIT (FOR)
Castro-2010-540-330	330	to meet, come across	遇见	1831	MEET
Castro-2010-540-331	331	to hit	打(打人)	1433	HIT
Castro-2010-540-332	332	to grab, rob	抢	2073	ROB (VERB)
Castro-2010-540-333	333	to steal	偷	713	STEAL
Castro-2010-540-334	334	to cheat	骗	3230	DECEIVE
Castro-2010-540-335	335	to laugh	笑	1355	LAUGH
Castro-2010-540-336	336	to cry	哭	1839	CRY
Castro-2010-540-337	337	to love	爱(爱小孩)	923	LOVE
Castro-2010-540-338	338	to like	喜欢(喜欢唱歌)	1117	LIKE
Castro-2010-540-339	339	to guess	猜	1932	GUESS
Castro-2010-540-340	340	to believe	相信	1890	BELIEVE
Castro-2010-540-341	341	to remember	记得	707	REMEMBER
Castro-2010-540-342	342	to forget	忘记	1523	FORGET
Castro-2010-540-343	343	to know*	知道(懂)	1410	KNOW (SOMETHING)
Castro-2010-540-344	344	to think	想(思考)	2271	THINK
Castro-2010-540-345	345	to hate	恨	1607	HATE
Castro-2010-540-346	346	to fear	怕	1419	FEAR (BE AFRAID)
Castro-2010-540-347	347	to dare	敢	1779	DARE
Castro-2010-540-348	348	to know how to	会(会做)	972	BE ABLE
Castro-2010-540-349	349	to be	是(这是什么)	1579	BE
Castro-2010-540-350	350	to have	有	773	HAVE
Castro-2010-540-351	351	to swim*	游(泳)	1439	SWIM
Castro-2010-540-352	352	to save	救(救人)	2008	RESCUE
Castro-2010-540-353	353	to walk*	走(动作： 正在走)	1443	WALK
Castro-2010-540-354	354	to run	跑	1519	RUN
Castro-2010-540-355	355	to come*	来	1446	COME
Castro-2010-540-356	356	to come up	上来		
Castro-2010-540-357	357	to go	去	695	GO
Castro-2010-540-358	358	to go up	上去	705	GO UP (ASCEND)
Castro-2010-540-359	359	to ascend	上(上山)	705	GO UP (ASCEND)
Castro-2010-540-360	360	to descend	下(下山)	2014	GO DOWN (DESCEND)
Castro-2010-540-361	361	to return	回	581	COME BACK
Castro-2010-540-362	362	to arrive	到	1387	ARRIVE
Castro-2010-540-363	363	to exit	出(出去)	1107	GO OUT
Castro-2010-540-364	364	to enter	进(进来)	749	ENTER
Castro-2010-540-365	365	to flee	逃	956	FLEE
Castro-2010-540-366	366	to chase	追(追上)	1047	PURSUE
Castro-2010-540-367	367	to jump	跳	1829	JUMP
Castro-2010-540-368	368	to ride	骑(骑马)	367	RIDE
Castro-2010-540-369	369	to recline*	躺	1411	LIE (REST)
Castro-2010-540-370	370	to exist	在	1460	IN
Castro-2010-540-371	371	to crack	裂开(墙裂开)	3080	SPLIT OPEN
Castro-2010-540-372	372	to roll	滚(石头滚)	827	ROLL
Castro-2010-540-373	373	to fall down	掉(掉在地下)	1280	FALL
Castro-2010-540-374	374	to snap in two	断(绳子断了)	460	BREAK (OF ROPE)
Castro-2010-540-375	375	to break	破(罐子破了)	680	BREAK (DESTROY OR GET DESTROYED)
Castro-2010-540-376	376	to soak	浸(浸种子)	2069	SOAK (VERB)
Castro-2010-540-377	377	to boil (water)	沸	792	BOIL (OF LIQUID)
Castro-2010-540-378	378	to grow (up)	长(长大)	479	GROW
Castro-2010-540-379	379	to tremble	发抖	52	SHIVER
Castro-2010-540-380	380	to swell	肿	1573	SWELL
Castro-2010-540-381	381	to fly*	飞	1441	FLY (MOVE THROUGH AIR)
Castro-2010-540-382	382	to bark	吠(吠叫)	1206	BARKING
Castro-2010-540-383	383	to brood, incubate	孵	2075	BROOD (VERB)
Castro-2010-540-384	384	to start	开始	3447	BEGIN OR START
Castro-2010-540-385	385	to stop	停	2880	HALT (STOP)
Castro-2010-540-386	386	to write	写	1672	WRITE
Castro-2010-540-387	387	to wash (self)	洗(手)	1453	WASH
Castro-2010-540-388	388	to shake, sway	摇动	1909	SHAKE
Castro-2010-540-389	389	to finish	完成	1766	FINISH
Castro-2010-540-390	390	to give*	给	1447	GIVE
Castro-2010-540-391	391	to destroy	破坏	681	DESTROY
Castro-2010-540-392	392	to stand up	站起来	570	STAND UP
Castro-2010-540-393	393	to stand*	站(站位)	1442	STAND
Castro-2010-540-394	394	to peel	剥皮(削皮)	275	PEEL
Castro-2010-540-395	395	to stir	搅拌	696	STIR
Castro-2010-540-396	396	to weigh	称	1098	WEIGH
Castro-2010-540-397	397	to burn*	焚(烧)	2102	BURN
Castro-2010-540-398	398	to roast (in fire)	烧(烤)(火里)	1962	ROAST (SOMETHING)
Castro-2010-540-399	399	to roast (over fire)	(烧)烤(火上)	1962	ROAST (SOMETHING)
Castro-2010-540-400	400	to cough	咳嗽	879	COUGH
Castro-2010-540-401	401	to yawn	打呵欠	1028	YAWN
Castro-2010-540-402	402	to sneeze	打喷嚏	1621	SNEEZE
Castro-2010-540-403	403	to give birth	生(生孩子)	1195	GIVE BIRTH
Castro-2010-540-404	404	to fart	放屁	1159	FART
Castro-2010-540-405	405	to defecate	作大便	676	SHIT (DEFECATE)
Castro-2010-540-406	406	to urinate	作小便	592	PISS
Castro-2010-540-407	407	to live	活	1422	BE ALIVE
Castro-2010-540-408	408	to borrow	借	1823	BORROW
Castro-2010-540-409	409	to owe	欠	369	OWE
Castro-2010-540-410	410	to exchange	(交)换	2509	EXCHANGE
Castro-2010-540-411	411	to suck	吸	1421	SUCK
Castro-2010-540-412	412	to lift (over head)	举起	501	LIFT
Castro-2010-540-413	413	to squeeze	挤压	1414	SQUEEZE
Castro-2010-540-414	414	to pinch	捏	378	PINCH
Castro-2010-540-415	415	white*	白	1335	WHITE
Castro-2010-540-416	416	black*	黑	163	BLACK
Castro-2010-540-417	417	red*	红	156	RED
Castro-2010-540-418	418	yellow*	黄	1424	YELLOW
Castro-2010-540-419	419	blue	蓝	837	BLUE
Castro-2010-540-420	420	green*	绿	1425	GREEN
Castro-2010-540-421	421	sharp	快(刀快)	1396	SHARP
Castro-2010-540-422	422	blunt	钝(刀钝)	379	BLUNT
Castro-2010-540-423	423	flat	平(路很平)	1633	FLAT
Castro-2010-540-424	424	straight	直(棍子很直)	1404	STRAIGHT
Castro-2010-540-425	425	round*	圆(球很圆)	1395	ROUND
Castro-2010-540-426	426	soft	软	1856	SOFT
Castro-2010-540-427	427	bright	亮(房子很亮)	679	BRIGHT
Castro-2010-540-428	428	full*	满	1429	FULL
Castro-2010-540-429	429	empty	空	1624	EMPTY
Castro-2010-540-430	430	fat	胖	1279	FAT (OBESE)
Castro-2010-540-431	431	lean	瘦(肉瘦)	2219	LEAN (MEAT)
Castro-2010-540-432	432	dirty	脏	1230	DIRTY
Castro-2010-540-433	433	old (person)	老(老人)	2112	OLD (AGED)
Castro-2010-540-434	434	young	年轻	1207	YOUNG
Castro-2010-540-435	435	good*	好(东西好)	1035	GOOD
Castro-2010-540-436	436	bad	坏(东西坏)	1292	BAD
Castro-2010-540-437	437	fast	快(走得快)	1631	FAST
Castro-2010-540-438	438	slow	慢(走得慢)	701	SLOW
Castro-2010-540-439	439	wet	湿(衣服湿)	1726	WET
Castro-2010-540-440	440	dry*	干(衣服干)	1398	DRY
Castro-2010-540-441	441	new*	新	1231	NEW
Castro-2010-540-442	442	old	旧	2113	OLD (USED)
Castro-2010-540-443	443	raw	生  (生肉)	1959	RAW
Castro-2010-540-444	444	ripe	熟(熟肉)	178	RIPE
Castro-2010-540-445	445	early	早(来得早)	672	EARLY
Castro-2010-540-446	446	hot*	热	1286	HOT
Castro-2010-540-447	447	cold*	冷	1287	COLD
