ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Lundgren-2020-1807-1	1	a few days ago		
Lundgren-2020-1807-2	2	a few times		
Lundgren-2020-1807-3	3	abdominal wall		
Lundgren-2020-1807-4	4	above, on top	1741	ABOVE
Lundgren-2020-1807-5	5	accuse	1814	ACCUSE
Lundgren-2020-1807-6	6	achiote	349	ACHIOTE
Lundgren-2020-1807-7	7	achiote, Bixa orellana	349	ACHIOTE
Lundgren-2020-1807-8	8	Adam's apple	802	ADAM'S APPLE
Lundgren-2020-1807-9	9	adorn, decorate	1739	DECORATE
Lundgren-2020-1807-10	10	adorn, decorate@	1739	DECORATE
Lundgren-2020-1807-11	11	adxe		
Lundgren-2020-1807-12	12	after	1685	AFTER
Lundgren-2020-1807-13	13	afternoon	1807	AFTERNOON
Lundgren-2020-1807-14	14	again	204	AGAIN
Lundgren-2020-1807-15	15	agouti	313	AGOUTI
Lundgren-2020-1807-16	16	agouti, Dasyprocta fuliginosa		
Lundgren-2020-1807-17	17	air	27	AIR
Lundgren-2020-1807-18	18	ají, pepper	919	CHILI PEPPER
Lundgren-2020-1807-19	19	ají, pepper, Capiscum annuum		
Lundgren-2020-1807-20	20	all	98	ALL
Lundgren-2020-1807-21	21	all together		
Lundgren-2020-1807-22	22	already	2576	ALREADY
Lundgren-2020-1807-23	23	also		
Lundgren-2020-1807-24	24	also (FS)		
Lundgren-2020-1807-25	25	also (MS)		
Lundgren-2020-1807-26	26	always	1676	ALWAYS
Lundgren-2020-1807-27	27	amount, portion	2987	AMOUNT
Lundgren-2020-1807-28	28	and	1577	AND
Lundgren-2020-1807-29	29	angry, mad, be angry (intr)	2223	BE ANGRY
Lundgren-2020-1807-30	30	animal	619	ANIMAL
Lundgren-2020-1807-31	31	ankle	803	ANKLE
Lundgren-2020-1807-32	32	annoint		
Lundgren-2020-1807-33	33	another	197	OTHER
Lundgren-2020-1807-34	34	ant	587	ANT
Lundgren-2020-1807-35	35	ant sp.	587	ANT
Lundgren-2020-1807-36	36	ant, generic term	587	ANT
Lundgren-2020-1807-37	37	ant@	587	ANT
Lundgren-2020-1807-38	38	anteater	181	ANTEATER
Lundgren-2020-1807-39	39	anus	1935	ANUS
Lundgren-2020-1807-40	40	any light object that floats and is filled with air, like a buoy or fish lung		
Lundgren-2020-1807-41	41	appear (intr)	1076	EMERGE (APPEAR)
Lundgren-2020-1807-42	42	aquatic spirit		
Lundgren-2020-1807-43	43	arm	1673	ARM
Lundgren-2020-1807-44	44	arm, frame		
Lundgren-2020-1807-45	45	armadillo	1885	ARMADILLO
Lundgren-2020-1807-46	46	armadillo sp., Dasypus novemcinctus.		
Lundgren-2020-1807-47	47	arming, framing		
Lundgren-2020-1807-48	48	around here, near	3735	NEAR (IN SPACE)
Lundgren-2020-1807-49	49	arrange, adorn		
Lundgren-2020-1807-50	50	arrival		
Lundgren-2020-1807-51	51	arrive (intr)	1387	ARRIVE
Lundgren-2020-1807-52	52	arrow	977	ARROW
Lundgren-2020-1807-53	53	arrow cane stem		
Lundgren-2020-1807-54	54	ashamed, embarrased	1894	ASHAMED
Lundgren-2020-1807-55	55	ashes	646	ASH
Lundgren-2020-1807-56	56	ashes from tree sp., Licania elata		
