ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Wiktionary-2003-207-1	1209	I	1	I
Wiktionary-2003-207-2	1215	THOU	2	thou
Wiktionary-2003-207-3	1211	HE	3	he
Wiktionary-2003-207-4	1212	WE	4	we
Wiktionary-2003-207-5	1213	YOU	5	you
Wiktionary-2003-207-6	817	THEY	6	they
Wiktionary-2003-207-7	1214	THIS	7	this
Wiktionary-2003-207-8	78	THAT	8	that
Wiktionary-2003-207-9	136	HERE	9	here
Wiktionary-2003-207-10	1937	THERE	10	there
Wiktionary-2003-207-11	1235	WHO	11	who
Wiktionary-2003-207-12	1236	WHAT	12	what
Wiktionary-2003-207-13	1237	WHERE	13	where
Wiktionary-2003-207-14	1238	WHEN	14	when
Wiktionary-2003-207-15	1239	HOW	15	how
Wiktionary-2003-207-16	1240	NOT	16	not
Wiktionary-2003-207-17	98	ALL	17	all
Wiktionary-2003-207-18	1198	MANY	18	many
Wiktionary-2003-207-19	1241	SOME	19	some
Wiktionary-2003-207-20	1242	FEW	20	few
Wiktionary-2003-207-21	197	OTHER	21	other
Wiktionary-2003-207-22	1493	ONE	22	one
Wiktionary-2003-207-23	1498	TWO	23	two
Wiktionary-2003-207-24	492	THREE	24	three
Wiktionary-2003-207-25	1500	FOUR	25	four
Wiktionary-2003-207-26	493	FIVE	26	five
Wiktionary-2003-207-27	1202	BIG	27	big
Wiktionary-2003-207-28	1203	LONG	28	long
Wiktionary-2003-207-29	1243	WIDE	29	wide
Wiktionary-2003-207-30	1244	THICK	30	thick
Wiktionary-2003-207-31	1210	HEAVY	31	heavy
Wiktionary-2003-207-32	1246	SMALL	32	small
Wiktionary-2003-207-33	1645	SHORT	33	short
Wiktionary-2003-207-34	1267	NARROW	34	narrow
Wiktionary-2003-207-35	1400	THIN	35	thin
Wiktionary-2003-207-36	962	WOMAN	36	woman
Wiktionary-2003-207-37	1554	MAN	37	man (adult male)
Wiktionary-2003-207-38	683	PERSON	38	man (human being)
Wiktionary-2003-207-39	1304	CHILD (YOUNG HUMAN)	39	child (a youth)
Wiktionary-2003-207-40	1199	WIFE	40	wife
Wiktionary-2003-207-41	1200	HUSBAND	41	husband
Wiktionary-2003-207-42	1216	MOTHER	42	mother
Wiktionary-2003-207-43	1217	FATHER	43	father
Wiktionary-2003-207-44	619	ANIMAL	44	animal
Wiktionary-2003-207-45	227	FISH	45	fish
Wiktionary-2003-207-46	937	BIRD	46	bird
Wiktionary-2003-207-47	2009	DOG	47	dog
Wiktionary-2003-207-48	1392	LOUSE	48	louse
Wiktionary-2003-207-49	730	SNAKE	49	snake
Wiktionary-2003-207-50	1219	WORM	50	worm
Wiktionary-2003-207-51	906	TREE	51	tree
Wiktionary-2003-207-52	420	FOREST	52	forest
Wiktionary-2003-207-53	1295	STICK	53	stick (of wood)
Wiktionary-2003-207-54	1507	FRUIT	54	fruit
Wiktionary-2003-207-55	714	SEED	55	seed
Wiktionary-2003-207-56	628	LEAF	56	leaf
Wiktionary-2003-207-57	670	ROOT	57	root
Wiktionary-2003-207-58	1204	BARK	58	bark (of tree)
Wiktionary-2003-207-59	239	FLOWER	59	flower
Wiktionary-2003-207-60	606	GRASS	60	grass
Wiktionary-2003-207-61	1218	ROPE	61	rope
Wiktionary-2003-207-62	763	SKIN	62	skin (of a person)
Wiktionary-2003-207-63	634	MEAT	63	meat (as in flesh)
Wiktionary-2003-207-64	946	BLOOD	64	blood
Wiktionary-2003-207-65	1394	BONE	65	bone
Wiktionary-2003-207-66	323	GREASE	66	fat (noun)
Wiktionary-2003-207-67	744	EGG	67	egg
Wiktionary-2003-207-68	1393	HORN (KERATINIZED SKIN)	68	horn
Wiktionary-2003-207-69	1220	TAIL	69	tail
Wiktionary-2003-207-70	1201	FEATHER	70	feather (rather not down)
Wiktionary-2003-207-71	1040	HAIR	71	hair
Wiktionary-2003-207-72	1256	HEAD	72	head
Wiktionary-2003-207-73	1247	EAR	73	ear
Wiktionary-2003-207-74	1248	EYE	74	eye
Wiktionary-2003-207-75	1221	NOSE	75	nose
Wiktionary-2003-207-76	674	MOUTH	76	mouth
Wiktionary-2003-207-77	1380	TOOTH	77	tooth (rather not molar)
Wiktionary-2003-207-78	1205	TONGUE	78	tongue
Wiktionary-2003-207-79	1258	FINGERNAIL	79	fingernail
Wiktionary-2003-207-80	1301	FOOT	80	foot
Wiktionary-2003-207-81	1297	LEG	81	leg
Wiktionary-2003-207-82	1371	KNEE	82	knee
Wiktionary-2003-207-83	1277	HAND	83	hand
Wiktionary-2003-207-84	1257	WING	84	wing
Wiktionary-2003-207-85	1251	BELLY	85	belly
Wiktionary-2003-207-86	1334	GUTS	86	guts
Wiktionary-2003-207-87	1333	NECK	87	neck
Wiktionary-2003-207-88	1291	BACK	88	back
Wiktionary-2003-207-89	1402	BREAST	89	breast
Wiktionary-2003-207-90	1223	HEART	90	heart
Wiktionary-2003-207-91	1224	LIVER	91	liver
Wiktionary-2003-207-92	1401	DRINK	92	to drink
Wiktionary-2003-207-93	1336	EAT	93	to eat
Wiktionary-2003-207-94	1403	BITE	94	to bite
Wiktionary-2003-207-95	1421	SUCK	95	to suck
Wiktionary-2003-207-96	1440	SPIT	96	to spit
Wiktionary-2003-207-97	1278	VOMIT	97	to vomit
Wiktionary-2003-207-98	175	BLOW (OF WIND)	98	to blow (as wind)
Wiktionary-2003-207-99	1407	BREATHE	99	to breathe
Wiktionary-2003-207-100	1355	LAUGH	100	to laugh
Wiktionary-2003-207-101	1409	SEE	101	to see
Wiktionary-2003-207-102	1408	HEAR	102	to hear
Wiktionary-2003-207-103	1410	KNOW (SOMETHING)	103	to know (a fact)
Wiktionary-2003-207-104	2271	THINK	104	to think
Wiktionary-2003-207-105	1586	SMELL (PERCEIVE)	105	to smell (sense odor)
Wiktionary-2003-207-106	1419	FEAR (BE AFRAID)	106	to fear
Wiktionary-2003-207-107	1585	SLEEP	107	to sleep
Wiktionary-2003-207-108	1422	BE ALIVE	108	to live
Wiktionary-2003-207-109	1494	DIE	109	to die
Wiktionary-2003-207-110	1417	KILL	110	to kill
Wiktionary-2003-207-111	1423	FIGHT	111	to fight
Wiktionary-2003-207-112	1435	HUNT	112	to hunt (transitive)
Wiktionary-2003-207-113	1433	HIT	113	to hit
Wiktionary-2003-207-114	1432	CUT	114	to cut
Wiktionary-2003-207-115	1437	SPLIT	115	to split
Wiktionary-2003-207-116	1434	STAB	116	to stab (or stick)
Wiktionary-2003-207-117	1436	SCRATCH	117	to scratch (an itch)
Wiktionary-2003-207-118	1418	DIG	118	to dig
Wiktionary-2003-207-119	1439	SWIM	119	to swim
Wiktionary-2003-207-120	1441	FLY (MOVE THROUGH AIR)	120	to fly
Wiktionary-2003-207-121	1443	WALK	121	to walk
Wiktionary-2003-207-122	1446	COME	122	to come
Wiktionary-2003-207-123	1411	LIE (REST)	123	to lie (as on one's side)
Wiktionary-2003-207-124	1416	SIT	124	to sit
Wiktionary-2003-207-125	1442	STAND	125	to stand
Wiktionary-2003-207-126	1588	TURN	126	to turn (change direction)
Wiktionary-2003-207-127	1280	FALL	127	to fall (as in drop)
Wiktionary-2003-207-128	1447	GIVE	128	to give
Wiktionary-2003-207-129	1448	HOLD	129	to hold (in one's hand)
Wiktionary-2003-207-130	1414	SQUEEZE	130	to squeeze
Wiktionary-2003-207-131	1449	RUB	131	to rub
Wiktionary-2003-207-132	1453	WASH	132	to wash
Wiktionary-2003-207-133	1454	WIPE	133	to wipe
Wiktionary-2003-207-134	1455	PULL	134	to pull
Wiktionary-2003-207-135	1452	PUSH	135	to push
