ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-97i-1	1	1921	PLOUGH	to plough	12378	Activities	
Carling-2017-97i-2	2	1457	SEW	to sew	12379	Activities	
Carling-2017-97i-3	3	748	SOW SEEDS	to sow	12380	Activities	
Carling-2017-97i-4	4	121	SPIN	to spin (thread)	12381	Activities	
Carling-2017-97i-5	5	133	WEAVE	to weave	12382	Activities	
Carling-2017-97i-6	6	677	AXE	axe	12383	Agricultural tools etc.	
Carling-2017-97i-7	7	1769	AXLE	axle	12384	Agricultural tools etc.	
Carling-2017-97i-8	8	212	FIELD	cultivated field	12385	Agricultural tools etc.	
Carling-2017-97i-9	9	1794	FURROW	furrow	12386	Agricultural tools etc.	
Carling-2017-97i-10	10			hub	12387	Agricultural tools etc.	
Carling-2017-97i-11	11	2154	PLOUGH (INSTRUMENT)	plough (noun)	12388	Agricultural tools etc.	
Carling-2017-97i-12	12	1948	SAW	saw	12389	Agricultural tools etc.	
Carling-2017-97i-13	13	20	SCYTHE	scythe	12390	Agricultural tools etc.	
Carling-2017-97i-14	14	341	SICKLE	sickle	12391	Agricultural tools etc.	
Carling-2017-97i-15	15	1176	SPADE	spade	12392	Agricultural tools etc.	
Carling-2017-97i-16	16	122	CART	wagon	12393	Agricultural tools etc.	
Carling-2017-97i-17	17	710	WHEEL	wheel	12394	Agricultural tools etc.	
Carling-2017-97i-18	18	14	YOKE	yoke	12395	Agricultural tools etc.	
Carling-2017-97i-19	19	1320	APPLE	apple	12396	Crops & fruit	
Carling-2017-97i-20	20	932	BARLEY	barley	12397	Crops & fruit	
Carling-2017-97i-21	21	3315	FLAX	flax	12398	Crops & fruit	
Carling-2017-97i-22	22	605	GRAIN	grain (generic)	12399	Crops & fruit	
Carling-2017-97i-23	23	920	GRAPE	grape	12400	Crops & fruit	
Carling-2017-97i-24	24	3316	HOPS	hops	12401	Crops & fruit	
Carling-2017-97i-25	25	60	OAT	oats	12402	Crops & fruit	
Carling-2017-97i-26	26	23	RYE	rye	12403	Crops & fruit	
Carling-2017-97i-27	27	3062	TURNIP	turnip	12404	Crops & fruit	
Carling-2017-97i-28	28	1077	WHEAT	wheat	12405	Crops & fruit	
Carling-2017-97i-29	29	665	BEE	bee	12406	Farm animals	
