ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Kleinewillinghoefer-2014-16-1	1	I	1209	I
Kleinewillinghoefer-2014-16-2	2	you	1215	THOU
Kleinewillinghoefer-2014-16-3	3	he	1211	HE
Kleinewillinghoefer-2014-16-4	4	we (i)	1212	WE
Kleinewillinghoefer-2014-16-5	5	you	1213	YOU
Kleinewillinghoefer-2014-16-6	6	they	817	THEY
Kleinewillinghoefer-2014-16-7	7	1	1493	ONE
Kleinewillinghoefer-2014-16-8	8	2	1498	TWO
Kleinewillinghoefer-2014-16-9	9	3	492	THREE
Kleinewillinghoefer-2014-16-10	10	4	1500	FOUR
Kleinewillinghoefer-2014-16-11	11	5	493	FIVE
Kleinewillinghoefer-2014-16-12	12	6	1703	SIX
Kleinewillinghoefer-2014-16-13	13	7	1704	SEVEN
Kleinewillinghoefer-2014-16-14	14	8	1705	EIGHT
Kleinewillinghoefer-2014-16-15	15	9	1483	NINE
Kleinewillinghoefer-2014-16-16	16	10	1515	TEN
