NUMBER	ID	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1031	Nurse-1975-1589-1031	plait	1729	PLAIT OR BRAID OR WEAVE
1032	Nurse-1975-1589-1032	plaited basket		
1033	Nurse-1975-1589-1033	plant, sow	748	SOW SEEDS
1034	Nurse-1975-1589-1034	plate	480	PLATE
1035	Nurse-1975-1589-1035	platform		
1036	Nurse-1975-1589-1036	play	1413	PLAY
1037	Nurse-1975-1589-1037	please, satisfy	1271	DELIGHT
1038	Nurse-1975-1589-1038	plot of ground		
1039	Nurse-1975-1589-1039	plunder (a town)		
1040	Nurse-1975-1589-1040	plunge into, cause to sink		
1041	Nurse-1975-1589-1041	point	2669	POINT (WITH FINGER)
1042	Nurse-1975-1589-1042	poke		
1043	Nurse-1975-1589-1043	poke in		
1044	Nurse-1975-1589-1044	polish		
1045	Nurse-1975-1589-1045	polygamy		
1046	Nurse-1975-1589-1046	pool		
1047	Nurse-1975-1589-1047	pool (of water)		
1048	Nurse-1975-1589-1048	porcupine	2510	PORCUPINE
1049	Nurse-1975-1589-1049	porridge		
1050	Nurse-1975-1589-1050	pot	1462	POT
1051	Nurse-1975-1589-1051	pot, mug	1462	POT
1052	Nurse-1975-1589-1052	pot, vessel	1462	POT
1053	Nurse-1975-1589-1053	potter's kiln		
1054	Nurse-1975-1589-1054	pound	354	POUND
1055	Nurse-1975-1589-1055	pound (grain in a mortar to ge	354	POUND
1056	Nurse-1975-1589-1056	pound; grind	354	POUND
1057	Nurse-1975-1589-1057	pour	1487	POUR
1058	Nurse-1975-1589-1058	pour away	1487	POUR
1059	Nurse-1975-1589-1059	pregnancy	1123	PREGNANT
1060	Nurse-1975-1589-1060	prepare	2909	PREPARE
1061	Nurse-1975-1589-1061	press out (oil seed, sugar can	1913	PRESS
1062	Nurse-1975-1589-1062	pronounce		
1063	Nurse-1975-1589-1063	protect by charm		
1064	Nurse-1975-1589-1064	protect by charms		
1065	Nurse-1975-1589-1065	puff-adder		
1066	Nurse-1975-1589-1066	pull	1455	PULL
1067	Nurse-1975-1589-1067	pull up	2066	PULL UP (RICE SEEDLINGS)
1068	Nurse-1975-1589-1068	pull up, come to a halt		
1069	Nurse-1975-1589-1069	pull up, root up	2066	PULL UP (RICE SEEDLINGS)
1070	Nurse-1975-1589-1070	pull, drag	2030	DRAG
1071	Nurse-1975-1589-1071	pump		
1072	Nurse-1975-1589-1072	push	1452	PUSH
1073	Nurse-1975-1589-1073	put	998	PUT
1074	Nurse-1975-1589-1074	put a pot on the fire		
1075	Nurse-1975-1589-1075	put down a load		
1076	Nurse-1975-1589-1076	put down a load on another		
1077	Nurse-1975-1589-1077	put forth, produce, display		
1078	Nurse-1975-1589-1078	put out, be prominent		
1079	Nurse-1975-1589-1079	put to death	1417	KILL
1080	Nurse-1975-1589-1080	put together for comparison		
1081	Nurse-1975-1589-1081	put together, compose	1743	JOIN
1082	Nurse-1975-1589-1082	put up a load on another		
1083	Nurse-1975-1589-1083	put, place, set	160	SET (HEAVENLY BODIES)
1084	Nurse-1975-1589-1084	python	1563	PYTHON
1085	Nurse-1975-1589-1085	quarrel	1848	QUARREL
1086	Nurse-1975-1589-1086	quench, extinguish	127	EXTINGUISH
1087	Nurse-1975-1589-1087	rain	2108	RAINING OR RAIN
1088	Nurse-1975-1589-1088	rainy season	453	RAINY SEASON
1089	Nurse-1975-1589-1089	ramble		
1090	Nurse-1975-1589-1090	raphia palm	1181	PALM TREE
1091	Nurse-1975-1589-1091	rat	1490	RAT
1092	Nurse-1975-1589-1092	razor	151	RAZOR
1093	Nurse-1975-1589-1093	read	724	READ
1094	Nurse-1975-1589-1094	reap		
1095	Nurse-1975-1589-1095	receive	694	GET
1096	Nurse-1975-1589-1096	red	156	RED
1097	Nurse-1975-1589-1097	reed	659	REED
1098	Nurse-1975-1589-1098	refuse to give		
1099	Nurse-1975-1589-1099	refuse, say no	49	REFUSE
1100	Nurse-1975-1589-1100	reject, refuse	49	REFUSE
1101	Nurse-1975-1589-1101	relative by marriage		
1102	Nurse-1975-1589-1102	remain	987	REMAIN
1103	Nurse-1975-1589-1103	remain, stay	987	REMAIN
1104	Nurse-1975-1589-1104	remain, stay behind		
1105	Nurse-1975-1589-1105	remain/stay	987	REMAIN
1106	Nurse-1975-1589-1106	remember	707	REMEMBER
1107	Nurse-1975-1589-1107	resemble	1777	RESEMBLE
1108	Nurse-1975-1589-1108	resemble (very closely)	1777	RESEMBLE
1109	Nurse-1975-1589-1109	resemble each other	1777	RESEMBLE
1110	Nurse-1975-1589-1110	rest heavily on, be burdensome		
1111	Nurse-1975-1589-1111	rest the cheek on the hand (in		
1112	Nurse-1975-1589-1112	rest, take a holiday		
1113	Nurse-1975-1589-1113	return	581	COME BACK
1114	Nurse-1975-1589-1114	revive		
1115	Nurse-1975-1589-1115	rhinoceros	2591	RHINOCEROS
1116	Nurse-1975-1589-1116	rhinocerous	2591	RHINOCEROS
1117	Nurse-1975-1589-1117	rib	801	RIB
1118	Nurse-1975-1589-1118	rich	712	RICH
1119	Nurse-1975-1589-1119	right/correct	1725	CORRECT (RIGHT)
1120	Nurse-1975-1589-1120	righthand	1019	RIGHT
1121	Nurse-1975-1589-1121	rightside	1019	RIGHT
1122	Nurse-1975-1589-1122	ripe	178	RIPE
1123	Nurse-1975-1589-1123	ripe banana		
1124	Nurse-1975-1589-1124	ripen	179	RIPEN
1125	Nurse-1975-1589-1125	rippen		
1126	Nurse-1975-1589-1126	river	666	RIVER
1127	Nurse-1975-1589-1127	road	667	ROAD
1128	Nurse-1975-1589-1128	roar		
1129	Nurse-1975-1589-1129	roar, rumble		
1130	Nurse-1975-1589-1130	roast	1962	ROAST (SOMETHING)
1131	Nurse-1975-1589-1131	roast (kwa moto)	1962	ROAST (SOMETHING)
1132	Nurse-1975-1589-1132	roast; burn	1962	ROAST (SOMETHING)
1133	Nurse-1975-1589-1133	rock	668	ROCK
1134	Nurse-1975-1589-1134	rooster (=cock)	1511	ROOSTER
1135	Nurse-1975-1589-1135	rooster (cock)	1511	ROOSTER
1136	Nurse-1975-1589-1136	root	670	ROOT
1137	Nurse-1975-1589-1137	rope	1218	ROPE
1138	Nurse-1975-1589-1138	rotten	1728	ROTTEN
1139	Nurse-1975-1589-1139	row	1849	ROW
1140	Nurse-1975-1589-1140	rub	1449	RUB
1141	Nurse-1975-1589-1141	rubbish heap	909	GARBAGE
1142	Nurse-1975-1589-1142	rubbish, garbage	909	GARBAGE
1143	Nurse-1975-1589-1143	rubbish-heap	909	GARBAGE
1144	Nurse-1975-1589-1144	run	1519	RUN
1145	Nurse-1975-1589-1145	sacrifice	1103	SACRIFICE
1146	Nurse-1975-1589-1146	saliva	1503	SALIVA
1147	Nurse-1975-1589-1147	salt	1274	SALT
1148	Nurse-1975-1589-1148	salt (=munyu)	1274	SALT
1149	Nurse-1975-1589-1149	sand	671	SAND
1150	Nurse-1975-1589-1150	satisfy		
1151	Nurse-1975-1589-1151	say	1458	SAY
1152	Nurse-1975-1589-1152	say to, tell to	1458	SAY
1153	Nurse-1975-1589-1153	scatter	2064	SCATTER (SEEDS)
1154	Nurse-1975-1589-1154	scorpion	1538	SCORPION
1155	Nurse-1975-1589-1155	scrape	1767	SCRAPE
1156	Nurse-1975-1589-1156	scrape, grace	1767	SCRAPE
1157	Nurse-1975-1589-1157	scrape, graze	1767	SCRAPE
1158	Nurse-1975-1589-1158	scratch	1436	SCRATCH
1159	Nurse-1975-1589-1159	scratch, grate	1436	SCRATCH
1160	Nurse-1975-1589-1160	scythe, sickle	20	SCYTHE
1161	Nurse-1975-1589-1161	sea	1474	SEA
1162	Nurse-1975-1589-1162	search diligently	1468	LOOK FOR
1163	Nurse-1975-1589-1163	search for	1468	LOOK FOR
1164	Nurse-1975-1589-1164	seat, stool, chair	1476	CHAIR
1165	Nurse-1975-1589-1165	seat/chair	1476	CHAIR
1166	Nurse-1975-1589-1166	see	1409	SEE
1167	Nurse-1975-1589-1167	seed	714	SEED
1168	Nurse-1975-1589-1168	seize	855	SEIZE
1169	Nurse-1975-1589-1169	self	1993	SELF
1170	Nurse-1975-1589-1170	sell	1571	SELL
1171	Nurse-1975-1589-1171	send	1127	SEND
1172	Nurse-1975-1589-1172	separate	1359	SEPARATE
1173	Nurse-1975-1589-1173	separate, leave each other	1359	SEPARATE
1174	Nurse-1975-1589-1174	separate, set apart	1359	SEPARATE
1175	Nurse-1975-1589-1175	serpent, snake	730	SNAKE
1176	Nurse-1975-1589-1176	set (of the sun)	160	SET (HEAVENLY BODIES)
1177	Nurse-1975-1589-1177	set a trap		
1178	Nurse-1975-1589-1178	set out to dry	2015	MAKE DRY
1179	Nurse-1975-1589-1179	set trap		
1180	Nurse-1975-1589-1180	set up, appoint		
1181	Nurse-1975-1589-1181	seven	1704	SEVEN
1182	Nurse-1975-1589-1182	sew	1457	SEW
1183	Nurse-1975-1589-1183	sguat (on the haunches)		
1184	Nurse-1975-1589-1184	shadow, shade	1388	SHADE
1185	Nurse-1975-1589-1185	shake	1909	SHAKE
1186	Nurse-1975-1589-1186	shamba/cultivated area	212	FIELD
1187	Nurse-1975-1589-1187	shame	1776	SHAME
1188	Nurse-1975-1589-1188	shame, disgrace	1776	SHAME
1189	Nurse-1975-1589-1189	shame, modesty		
1190	Nurse-1975-1589-1190	share	884	SHARE
1191	Nurse-1975-1589-1191	sharp	1396	SHARP
1192	Nurse-1975-1589-1192	sharpen	251	SHARPEN (SOMETHING)
1193	Nurse-1975-1589-1193	sharpen (to a point)	251	SHARPEN (SOMETHING)
1194	Nurse-1975-1589-1194	sharpen to a point	251	SHARPEN (SOMETHING)
1195	Nurse-1975-1589-1195	shave	231	SHAVE
1196	Nurse-1975-1589-1196	she, he	2642	HE OR SHE
1197	Nurse-1975-1589-1197	sheep	1331	SHEEP
1198	Nurse-1975-1589-1198	shell	598	SHELL
1199	Nurse-1975-1589-1199	shield	1064	SHIELD
1200	Nurse-1975-1589-1200	shin (bone)	186	SHIN
1201	Nurse-1975-1589-1201	shiver	52	SHIVER
1202	Nurse-1975-1589-1202	shiver, shudder	52	SHIVER
1203	Nurse-1975-1589-1203	shoe	1381	SHOE
1204	Nurse-1975-1589-1204	shoot	1172	SHOOT
1205	Nurse-1975-1589-1205	shoot (arrow)	1172	SHOOT
1206	Nurse-1975-1589-1206	short	1645	SHORT
1207	Nurse-1975-1589-1207	short sword		
1208	Nurse-1975-1589-1208	shoulder	1482	SHOULDER
1209	Nurse-1975-1589-1209	shout	715	SHOUT
1210	Nurse-1975-1589-1210	sick	1847	SICK
1211	Nurse-1975-1589-1211	sift		
1212	Nurse-1975-1589-1212	sing	1261	SING
1213	Nurse-1975-1589-1213	singe		
1214	Nurse-1975-1589-1214	sink	1088	SINK (DESCEND)
1215	Nurse-1975-1589-1215	sink, be drowned	1088	SINK (DESCEND)
1216	Nurse-1975-1589-1216	sister	1263	SISTER
1217	Nurse-1975-1589-1217	sit	1416	SIT
1218	Nurse-1975-1589-1218	sit (e.g. kukaa kitako)	1416	SIT
1219	Nurse-1975-1589-1219	sit down	1649	SIT DOWN
1220	Nurse-1975-1589-1220	six	1703	SIX
1221	Nurse-1975-1589-1221	size, measure	2845	SIZE (OF OBJECT)
1222	Nurse-1975-1589-1222	skin	763	SKIN
1223	Nurse-1975-1589-1223	skin (fruit or animal)		
1224	Nurse-1975-1589-1224	skin (ya matunda)		
1225	Nurse-1975-1589-1225	skin (ya mtu)		
1226	Nurse-1975-1589-1226	sky	1732	SKY
1227	Nurse-1975-1589-1227	slander		
1228	Nurse-1975-1589-1228	slap		
1229	Nurse-1975-1589-1229	slash		
1230	Nurse-1975-1589-1230	slaughter	1796	SLAUGHTER
1231	Nurse-1975-1589-1231	slave, bond servant	812	SLAVE
1232	Nurse-1975-1589-1232	slave, bondservant	812	SLAVE
1233	Nurse-1975-1589-1233	sleep	1585	SLEEP
1234	Nurse-1975-1589-1234	sleeping-place, accommodation		
1235	Nurse-1975-1589-1235	slip, be slippery	1324	SLIP
1236	Nurse-1975-1589-1236	small	1246	SMALL
1237	Nurse-1975-1589-1237	small bean		
1238	Nurse-1975-1589-1238	small cooking pan		
1239	Nurse-1975-1589-1239	small cucumber		
1240	Nurse-1975-1589-1240	small gazelle		
1241	Nurse-1975-1589-1241	smallpox	1054	SMALLPOX
1242	Nurse-1975-1589-1242	smell		
1243	Nurse-1975-1589-1243	smell (bad)	42	STINKING
1244	Nurse-1975-1589-1244	smell (sweet)		
1245	Nurse-1975-1589-1245	smell out, sniff	1586	SMELL (PERCEIVE)
1246	Nurse-1975-1589-1246	smoke	778	SMOKE (EXHAUST)
1247	Nurse-1975-1589-1247	smooth	1234	SMOOTH
1248	Nurse-1975-1589-1248	snail	1543	SNAIL
1249	Nurse-1975-1589-1249	snail, slug	1543	SNAIL
1250	Nurse-1975-1589-1250	snake	730	SNAKE
1251	Nurse-1975-1589-1251	snare, trap	1075	TRAP (PITFALL)
1252	Nurse-1975-1589-1252	sneeze	1621	SNEEZE
1253	Nurse-1975-1589-1253	snore	1983	SNORE
1254	Nurse-1975-1589-1254	snore, snort	1983	SNORE
1255	Nurse-1975-1589-1255	snow	784	SNOW
1256	Nurse-1975-1589-1256	soil	1228	EARTH (SOIL)
1257	Nurse-1975-1589-1257	some	1241	SOME
1258	Nurse-1975-1589-1258	song	1096	SONG
1259	Nurse-1975-1589-1259	soot	830	SOOT
1260	Nurse-1975-1589-1260	sorcerer	823	SORCERER
1261	Nurse-1975-1589-1261	sorceror	823	SORCERER
1262	Nurse-1975-1589-1262	sore	51	SORE
1263	Nurse-1975-1589-1263	soul, spirit	53	SPIRIT
1264	Nurse-1975-1589-1264	soul/spirit	811	SOUL
1265	Nurse-1975-1589-1265	sound, cry	715	SHOUT
1266	Nurse-1975-1589-1266	sour (of food or drink)	1906	SOUR
1267	Nurse-1975-1589-1267	spark	518	SPARK
1268	Nurse-1975-1589-1268	speak	1623	SPEAK
1269	Nurse-1975-1589-1269	speak/talk	1623	SPEAK
1270	Nurse-1975-1589-1270	spear	945	SPEAR
1271	Nurse-1975-1589-1271	spend time		
1272	Nurse-1975-1589-1272	sperm	1505	SPERM
1273	Nurse-1975-1589-1273	spider	843	SPIDER
1274	Nurse-1975-1589-1274	spirit	53	SPIRIT
1275	Nurse-1975-1589-1275	spirit (of dead person)	53	SPIRIT
1276	Nurse-1975-1589-1276	spit	1440	SPIT
1277	Nurse-1975-1589-1277	spitting cobra		
1278	Nurse-1975-1589-1278	spittle	1503	SALIVA
1279	Nurse-1975-1589-1279	split	1437	SPLIT
1280	Nurse-1975-1589-1280	split (act)	1437	SPLIT
1281	Nurse-1975-1589-1281	split, crack	1437	SPLIT
1282	Nurse-1975-1589-1282	spoil		
1283	Nurse-1975-1589-1283	spoil (a child)		
1284	Nurse-1975-1589-1284	spoil, blind	1653	BLIND
1285	Nurse-1975-1589-1285	spoon	1378	SPOON
1286	Nurse-1975-1589-1286	spot	519	SPOT
1287	Nurse-1975-1589-1287	spot, speckle	519	SPOT
1288	Nurse-1975-1589-1288	sprain the angkle		
1289	Nurse-1975-1589-1289	sprain the ankle		
1290	Nurse-1975-1589-1290	sprawl		
1291	Nurse-1975-1589-1291	spread	38	SPREAD OUT
1292	Nurse-1975-1589-1292	spread (act)	38	SPREAD OUT
1293	Nurse-1975-1589-1293	spread (as vine or fire)		
1294	Nurse-1975-1589-1294	spread as a vine or a fire		
1295	Nurse-1975-1589-1295	spread to dry		
1296	Nurse-1975-1589-1296	spread, scatter	2064	SCATTER (SEEDS)
1297	Nurse-1975-1589-1297	spread, smear on	38	SPREAD OUT
1298	Nurse-1975-1589-1298	spring (of water)	849	SPRING (OF WATER)
1299	Nurse-1975-1589-1299	spring, machine	144	MACHINE
1300	Nurse-1975-1589-1300	spy out		
1301	Nurse-1975-1589-1301	squat (on the haunches)		
1302	Nurse-1975-1589-1302	squeeze	1414	SQUEEZE
1303	Nurse-1975-1589-1303	squeeze oneself		
1304	Nurse-1975-1589-1304	squeeze oneself up against wal		
1305	Nurse-1975-1589-1305	squeeze onself up against a wa		
1306	Nurse-1975-1589-1306	squeeze out		
1307	Nurse-1975-1589-1307	squeeze, milk	93	DRAW MILK
1308	Nurse-1975-1589-1308	squirrel	1628	SQUIRREL
1309	Nurse-1975-1589-1309	stab	1434	STAB
1310	Nurse-1975-1589-1310	stack, pile up	1576	PILE UP
1311	Nurse-1975-1589-1311	stand	1442	STAND
1312	Nurse-1975-1589-1312	star	1430	STAR
1313	Nurse-1975-1589-1313	stare, glare		
1314	Nurse-1975-1589-1314	start off, send away		
1315	Nurse-1975-1589-1315	startle, jerk		
1316	Nurse-1975-1589-1316	steal	713	STEAL
1317	Nurse-1975-1589-1317	steel	2343	STEEL
1318	Nurse-1975-1589-1318	stem of maize, millet	931	MILLET
1319	Nurse-1975-1589-1319	stem of maize, millet, etc.	931	MILLET
1320	Nurse-1975-1589-1320	step over		
1321	Nurse-1975-1589-1321	sterile man (or woman)		
1322	Nurse-1975-1589-1322	stick	1295	STICK
1323	Nurse-1975-1589-1323	stir	696	STIR
1324	Nurse-1975-1589-1324	stir (up)	696	STIR
1325	Nurse-1975-1589-1325	stir up	696	STIR
1326	Nurse-1975-1589-1326	stir up, stir up	696	STIR
1327	Nurse-1975-1589-1327	stir, mix by stirring	696	STIR
1328	Nurse-1975-1589-1328	stomach	819	STOMACH
1329	Nurse-1975-1589-1329	stone	857	STONE
1330	Nurse-1975-1589-1330	stop up	2006	FILL
1331	Nurse-1975-1589-1331	stop up, fill a hole	2006	FILL
1332	Nurse-1975-1589-1332	store up	7	GATHER
1333	Nurse-1975-1589-1333	store up, collect	7	GATHER
1334	Nurse-1975-1589-1334	straight	1404	STRAIGHT
1335	Nurse-1975-1589-1335	straighten		
1336	Nurse-1975-1589-1336	stranger	791	STRANGER
1337	Nurse-1975-1589-1337	stranger, guest	1782	GUEST
1338	Nurse-1975-1589-1338	stream	947	STREAM
1339	Nurse-1975-1589-1339	stream, current	947	STREAM
1340	Nurse-1975-1589-1340	strength, power	2526	POWER
1341	Nurse-1975-1589-1341	stretch oneself	214	STRETCH
1342	Nurse-1975-1589-1342	strike with a spear		
1343	Nurse-1975-1589-1343	strike with a spear (=fumo)		
1344	Nurse-1975-1589-1344	strike, knock	2396	KNOCK
1345	Nurse-1975-1589-1345	string	362	STRING
1346	Nurse-1975-1589-1346	strip off (e.g. grains of corn		
1347	Nurse-1975-1589-1347	strip off (leaves, etc.)		
1348	Nurse-1975-1589-1348	strong	785	STRONG
1349	Nurse-1975-1589-1349	strut proudly		
1350	Nurse-1975-1589-1350	stubbly grass		
1351	Nurse-1975-1589-1351	stumble	2894	TUMBLE (FALL DOWN)
1352	Nurse-1975-1589-1352	stutter	1866	STUTTER
1353	Nurse-1975-1589-1353	suck	1421	SUCK
1354	Nurse-1975-1589-1354	suck (the breast)	1421	SUCK
1355	Nurse-1975-1589-1355	sudden apparition, ghost	1175	GHOST
1356	Nurse-1975-1589-1356	suffer, bear patiently		
1357	Nurse-1975-1589-1357	sugar cane	146	SUGAR CANE
1358	Nurse-1975-1589-1358	sun	1343	SUN
1359	Nurse-1975-1589-1359	surround		
1360	Nurse-1975-1589-1360	swallow	897	SWALLOW
1361	Nurse-1975-1589-1361	swear	1939	SWEAR
1362	Nurse-1975-1589-1362	sweat	125	SWEAT (SUBSTANCE)
1363	Nurse-1975-1589-1363	sweep	230	SWEEP
1364	Nurse-1975-1589-1364	sweep (out)	230	SWEEP
1365	Nurse-1975-1589-1365	sweep up, collect in a heap (r	230	SWEEP
1366	Nurse-1975-1589-1366	sweet (of food)	717	SWEET
1367	Nurse-1975-1589-1367	sweet, pleasant	717	SWEET
1368	Nurse-1975-1589-1368	swell	1573	SWELL
1369	Nurse-1975-1589-1369	swim	1439	SWIM
1370	Nurse-1975-1589-1370	sword	1535	SWORD
1371	Nurse-1975-1589-1371	tail	1220	TAIL
1372	Nurse-1975-1589-1372	take	1749	TAKE
1373	Nurse-1975-1589-1373	take a walk		
1374	Nurse-1975-1589-1374	take in (from rain)		
1375	Nurse-1975-1589-1375	take in (from rain, etc.)		
1376	Nurse-1975-1589-1376	take leace of		
1377	Nurse-1975-1589-1377	take leave of		
1378	Nurse-1975-1589-1378	take off (clothes)	1755	UNDRESS
1379	Nurse-1975-1589-1379	take off clothes	1755	UNDRESS
1380	Nurse-1975-1589-1380	take the skin off, bruise	1148	BRUISE
1381	Nurse-1975-1589-1381	take up a heavy load		
1382	Nurse-1975-1589-1382	take, carry	700	CARRY
1383	Nurse-1975-1589-1383	take, receive		
1384	Nurse-1975-1589-1384	tall	711	TALL
1385	Nurse-1975-1589-1385	tangle		
1386	Nurse-1975-1589-1386	taste	21	TASTE (SOMETHING)
1387	Nurse-1975-1589-1387	teach, instruct	709	TEACH
1388	Nurse-1975-1589-1388	tear	1651	TEAR (OF EYE)
1389	Nurse-1975-1589-1389	tear from eye	1651	TEAR (OF EYE)
1390	Nurse-1975-1589-1390	tears	1651	TEAR (OF EYE)
1391	Nurse-1975-1589-1391	tell lies	601	LIE (MISLEAD)
1392	Nurse-1975-1589-1392	ten	1515	TEN
1393	Nurse-1975-1589-1393	tent pegs		
1394	Nurse-1975-1589-1394	termite	883	TERMITE
1395	Nurse-1975-1589-1395	testicle	797	TESTICLES
1396	Nurse-1975-1589-1396	that	78	THAT
1397	Nurse-1975-1589-1397	that (person)	78	THAT
1398	Nurse-1975-1589-1398	that, namely	78	THAT
1399	Nurse-1975-1589-1399	thatched roof		
1400	Nurse-1975-1589-1400	the day after tomorrow	1179	DAY AFTER TOMORROW
1401	Nurse-1975-1589-1401	the day before yesterday	1180	DAY BEFORE YESTERDAY
1402	Nurse-1975-1589-1402	the lesser rains		
1403	Nurse-1975-1589-1403	them	817	THEY
1404	Nurse-1975-1589-1404	there	1937	THERE
1405	Nurse-1975-1589-1405	they	817	THEY
1406	Nurse-1975-1589-1406	thick	1244	THICK
1407	Nurse-1975-1589-1407	thick, fat	1244	THICK
1408	Nurse-1975-1589-1408	thicket		
1409	Nurse-1975-1589-1409	thief	1160	THIEF
1410	Nurse-1975-1589-1410	thigh	800	THIGH
1411	Nurse-1975-1589-1411	thigh (cha mtu)	800	THIGH
1412	Nurse-1975-1589-1412	thigh (cha nyama)	800	THIGH
1413	Nurse-1975-1589-1413	thin	2308	THIN
1414	Nurse-1975-1589-1414	thin pole		
1415	Nurse-1975-1589-1415	thin, curved, broad-bladed kni		
1416	Nurse-1975-1589-1416	thing	738	THING
1417	Nurse-1975-1589-1417	think	2271	THINK
1418	Nurse-1975-1589-1418	think, imagine	2271	THINK
1419	Nurse-1975-1589-1419	thirst	848	THIRST
1420	Nurse-1975-1589-1420	thirty	1715	THIRTY
1421	Nurse-1975-1589-1421	this	1214	THIS
1422	Nurse-1975-1589-1422	thorn	124	THORN
1423	Nurse-1975-1589-1423	thread/string		
1424	Nurse-1975-1589-1424	threaten	1192	THREATEN
1425	Nurse-1975-1589-1425	three	492	THREE
1426	Nurse-1975-1589-1426	throat	1346	THROAT
1427	Nurse-1975-1589-1427	throw	1456	THROW
1428	Nurse-1975-1589-1428	thrust into		
1429	Nurse-1975-1589-1429	thunder	1150	THUNDER
1430	Nurse-1975-1589-1430	tick	1527	TICK
1431	Nurse-1975-1589-1431	tie	1917	TIE
1432	Nurse-1975-1589-1432	tie (=fasten)	1917	TIE
1433	Nurse-1975-1589-1433	tie (fasten)	1917	TIE
1434	Nurse-1975-1589-1434	tie up	1094	FASTEN
1435	Nurse-1975-1589-1435	tie/fasten	1094	FASTEN
1436	Nurse-1975-1589-1436	tingle with excitement		
1437	Nurse-1975-1589-1437	tip, point	2669	POINT (WITH FINGER)
1438	Nurse-1975-1589-1438	to		
1439	Nurse-1975-1589-1439	to break wind	1159	FART
1440	Nurse-1975-1589-1440	to die	1494	DIE
1441	Nurse-1975-1589-1441	to fly	1441	FLY (MOVE THROUGH AIR)
1442	Nurse-1975-1589-1442	to remain, stay	987	REMAIN
1443	Nurse-1975-1589-1443	to sew	1457	SEW
1444	Nurse-1975-1589-1444	to stand	1442	STAND
1445	Nurse-1975-1589-1445	to tie (fasten)	1917	TIE
1446	Nurse-1975-1589-1446	tobacco	974	TOBACCO
1447	Nurse-1975-1589-1447	tobacco pipe	1124	PIPE
1448	Nurse-1975-1589-1448	today	1283	TODAY
1449	Nurse-1975-1589-1449	toe	1389	TOE
1450	Nurse-1975-1589-1450	tomato	986	TOMATO
1451	Nurse-1975-1589-1451	tomorrow	1329	TOMORROW
1452	Nurse-1975-1589-1452	tongue	1205	TONGUE
1453	Nurse-1975-1589-1453	tooth	1380	TOOTH
1454	Nurse-1975-1589-1454	top	1753	TOP
1455	Nurse-1975-1589-1455	top, peak	2205	PEAK
1456	Nurse-1975-1589-1456	tortoise	895	TORTOISE
1457	Nurse-1975-1589-1457	town	1391	TOWN
1458	Nurse-1975-1589-1458	tramp of feet		
1459	Nurse-1975-1589-1459	trap	1075	TRAP (PITFALL)
1460	Nurse-1975-1589-1460	travel	1443	WALK
1461	Nurse-1975-1589-1461	travel, walk	1443	WALK
1462	Nurse-1975-1589-1462	travel; walk	1443	WALK
1463	Nurse-1975-1589-1463	tree	906	TREE
1464	Nurse-1975-1589-1464	tremble, shake	1909	SHAKE
1465	Nurse-1975-1589-1465	trickle away		
1466	Nurse-1975-1589-1466	trunk (of elephant)		
1467	Nurse-1975-1589-1467	try	1812	TRY
1468	Nurse-1975-1589-1468	tsetse fly		
1469	Nurse-1975-1589-1469	tsetse-fly		
1470	Nurse-1975-1589-1470	turn (act)	1445	TURN (SOMETHING)
1471	Nurse-1975-1589-1471	turn (left or right)	1588	TURN
1472	Nurse-1975-1589-1472	turn round	1445	TURN (SOMETHING)
1473	Nurse-1975-1589-1473	turn round, change	1264	CHANGE
1474	Nurse-1975-1589-1474	turn upside down, turn over	1588	TURN
1475	Nurse-1975-1589-1475	twenty	1710	TWENTY
1476	Nurse-1975-1589-1476	twin	1005	TWINS
1477	Nurse-1975-1589-1477	twist	430	TWIST
1478	Nurse-1975-1589-1478	two	1498	TWO
1479	Nurse-1975-1589-1479	udder	154	UDDER
1480	Nurse-1975-1589-1480	uji	1167	GRUEL
1481	Nurse-1975-1589-1481	uncover, reveal	1108	UNCOVER
1482	Nurse-1975-1589-1482	under	1485	BELOW OR UNDER
1483	Nurse-1975-1589-1483	underneath	1485	BELOW OR UNDER
1484	Nurse-1975-1589-1484	understand	1536	UNDERSTAND
1485	Nurse-1975-1589-1485	unripe, half grown	1958	UNRIPE
1486	Nurse-1975-1589-1486	unripe, uncooked		
1487	Nurse-1975-1589-1487	up, above	1741	ABOVE
1488	Nurse-1975-1589-1488	upright		
1489	Nurse-1975-1589-1489	urinate	592	PISS
1490	Nurse-1975-1589-1490	urine	1142	URINE
1491	Nurse-1975-1589-1491	use	2072	USE (VERB)
1492	Nurse-1975-1589-1492	use medicine		
1493	Nurse-1975-1589-1493	valley	921	VALLEY
1494	Nurse-1975-1589-1494	vapour, gas		
1495	Nurse-1975-1589-1495	vein	1924	VEIN
1496	Nurse-1975-1589-1496	village	930	VILLAGE
1497	Nurse-1975-1589-1497	virgin (bride), girl	1646	GIRL
1498	Nurse-1975-1589-1498	virgin(bride), girl	1646	GIRL
1499	Nurse-1975-1589-1499	vision		
1500	Nurse-1975-1589-1500	voice	1363	VOICE
1501	Nurse-1975-1589-1501	vomit	1278	VOMIT
1502	Nurse-1975-1589-1502	wait for	1590	WAIT (FOR)
1503	Nurse-1975-1589-1503	wake someone up		
1504	Nurse-1975-1589-1504	wake up (someone else)		
1505	Nurse-1975-1589-1505	wake up (yourself)	1602	WAKE UP
1506	Nurse-1975-1589-1506	waken (yourself)	1602	WAKE UP
