ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	IDS_ID	ENGLISH	RELATION	PWN_WORD_SENSE_ID	PWN_DEFINITION	PWN_SYNSET	PWN_POS	OMW_URL
Borin-2015-1532-765	786	SAILCLOTH	765	S10.880	the sail	ss	sail%1:06:00::	a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel	n04127904	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04127904-n
Borin-2015-1532-766	937	BIRD	766	S03.581	the bird	ss	bird%1:05:00::	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	n01503061	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01503061-n
Borin-2015-1532-767	1922	LAND (DESCEND)	767	S10.920	to land	ss	land%2:38:02::	arrive on shore; &quot;The ship landed in Pearl Harbor&quot;	v01981436	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01981436-v
Borin-2015-1532-768	881	TAILOR	768	S06.130	the tailor	ss	tailor%1:18:00::	a person whose occupation is making and altering garments	n10689564	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10689564-n
Borin-2015-1532-769	1449	RUB	769	S09.310	to rub	ss	rub%2:35:00::	move over something with pressure; &quot;rub my hands&quot;; &quot;rub oil into her skin&quot;	v01249724	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01249724-v
Borin-2015-1532-770	352	UNTIE	770	S09.161	to untie	ss	untie%2:35:00::	undo the ties of; &quot;They untied the prisoner&quot;	v01284461	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01284461-v
Borin-2015-1532-771	227	FISH	771	S03.650	the fish	ss	fish%1:05:00::	any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; &quot;the shark is a large fish&quot;; &quot;in the living room there was a tank of colorful fish&quot;	n02512053	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02512053-n
Borin-2015-1532-772	1831	MEET	772	S19.650	to meet	ss	meet%2:38:06::	meet by design; be present at the arrival of; &quot;Can you meet me at the train station?&quot;	v02022804	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02022804-v
Borin-2015-1532-773	430	TWIST	773	S10.170	to twist	ss	twist%2:30:00::	form into twists; &quot;Twist the strips of dough&quot;	v00143914	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00143914-v
Borin-2015-1532-774	356	SHEARS	774	S09.240	the scissors or shears	ui	shears%1:06:00::	large scissors with strong blades	n04186848	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04186848-n
Borin-2015-1532-775	1479	DOLPHIN	775	S03.662	the porpoise or dolphin	ui	dolphin%1:05:00::	any of various small toothed whales with a beaklike snout; larger than porpoises	n02068974	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02068974-n
Borin-2015-1532-776	1151	VEIL	776	S06.590	the veil	ss	veil%1:06:00::	a garment that covers the head and face	n03502331	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03502331-n
Borin-2015-1532-777	1033	GRIND	777	S05.560	to crush or to grind	ui	grind%2:30:00::	reduce to small pieces or particles by pounding or abrading; &quot;grind the spices in a mortar&quot;; &quot;mash the garlic&quot;	v00331082	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00331082-v
Borin-2015-1532-778	996	DEAF	778	S04.950	deaf	ss	deaf%3:00:00::	lacking or deprived of the sense of hearing wholly or in part	a00681930	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00681930-a
Borin-2015-1532-779	1126	CITRUS FRUIT	779	S08.830	the citrus fruit	ss	citrus_fruit%1:13:00::	any of numerous fruits of the genus Citrus having thick rind and juicy pulp; grown in warm regions	n07747055	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07747055-n
Borin-2015-1532-780	230	SWEEP	780	S09.370	to sweep	ss	sweep%2:35:01::	clean by sweeping; &quot;Please sweep the floor&quot;	v01393996	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01393996-v
Borin-2015-1532-781	1193	STEAM	781	S01.8310	the steam	ss	steam%1:27:00::	water at boiling temperature diffused in the atmosphere	n15055181	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15055181-n
Borin-2015-1532-782	1848	QUARREL	782	S19.620	the quarrel	ss	quarrel%1:10:00::	an angry dispute; &quot;they had a quarrel&quot;; &quot;they had words&quot;	n07184149	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07184149-n
Borin-2015-1532-783	1064	SHIELD	783	S20.340	the shield	ss	shield%1:06:01::	armor carried on the arm to intercept blows	n04192698	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04192698-n
Borin-2015-1532-784	1928	CEASE	784	S14.280	to cease	ui	cease%2:42:13::	have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical; &quot;the bronchioles terminate in a capillary bed&quot;; &quot;Your rights stop where you infringe upon the rights of other&quot;; &quot;My property ends by the bushes&quot;; &quot;The symphony ends in a pianissimo&quot;	v02609764	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02609764-v
Borin-2015-1532-785	2013	BAIT	785	S20.560	the bait	ss	bait%1:06:00::	something used to lure fish or other animals into danger so they can be trapped or killed	n02776205	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02776205-n
Borin-2015-1532-786	1632	FLOOR	786	S07.260	the floor	ss	floor%1:06:00::	the inside lower horizontal surface (as of a room, hallway, tent, or other structure); &quot;they needed rugs to cover the bare floors&quot;; &quot;we spread our sleeping bags on the dry floor of the tent&quot;	n03365592	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03365592-n
Borin-2015-1532-787	1610	PROSTITUTE	787	S19.720	the prostitute	ss	prostitute%1:18:00::	a woman who engages in sexual intercourse for money	n10485440	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10485440-n
Borin-2015-1532-788	1047	PURSUE	788	S10.530	to pursue	ss	pursue%2:38:00::	follow in or as if in pursuit; &quot;The police car pursued the suspected attacker&quot;; &quot;Her bad deed followed her and haunted her dreams all her life&quot;	v02000868	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02000868-v
Borin-2015-1532-789	729	DAWN	789	S14.430	the dawn	ss	dawn%1:28:00::	the first light of day; &quot;we got up before dawn&quot;; &quot;they talked until morning&quot;	n15168790	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15168790-n
Borin-2015-1532-790	1903	SWELLING	790	S04.853	the swelling	ss	swelling%1:26:00::	an abnormal protuberance or localized enlargement	n14315192	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=14315192-n
Borin-2015-1532-791	1744	SPLEEN	791	S04.452	the spleen	ss	spleen%1:08:00::	a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses	n05333467	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05333467-n
Borin-2015-1532-792	1028	YAWN	792	S04.520	to yawn	ss	yawn%2:29:00::	utter a yawn, as from lack of oxygen or when one is tired; &quot;The child yawned during the long performance&quot;	v00007328	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00007328-v
Borin-2015-1532-793	1508	KING	793	S19.320	the king	ss	king%1:18:00::	a male sovereign; ruler of a kingdom	n10231515	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10231515-n
Borin-2015-1532-794	1906	SOUR	794	S15.380	sour	ss	sour%3:00:00::	sour%5:00:00:tasty:00	one of the four basic taste sensations; like the taste of vinegar or lemons	a02368787	a
Borin-2015-1532-795	1160	THIEF	795	S21.520	the thief	ss	thief%1:18:00::	a criminal who takes property belonging to someone else with the intention of keeping it or selling it	n10707804	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10707804-n
Borin-2015-1532-796	576	DANDRUFF	796	S04.146	the dandruff	ss	dandruff%1:17:00::	loose scales shed from the scalp; &quot;I could see the dandruff on her shoulders&quot;	n09262955	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09262955-n
Borin-2015-1532-797	479	GROW	797	S12.530	to grow	ss	grow%2:30:02::	increase in size by natural process; &quot;Corn doesn't grow here&quot;; &quot;In these forests, mushrooms grow under the trees&quot;; &quot;her hair doesn't grow much anymore&quot;	v00231557	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00231557-v
Borin-2015-1532-798	1692	FRIDAY	798	S14.670	Friday	ss	friday%1:28:00::	the sixth day of the week; the fifth working day	n15164463	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15164463-n
Borin-2015-1532-799	1332	NEIGHBOUR	799	S19.540	the neighbour	ss	neighbour%1:18:00::	a person who lives (or is located) near another	n10352299	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10352299-n
Borin-2015-1532-800	1693	THURSDAY	800	S14.660	Thursday	ss	thursday%1:28:00::	the fifth day of the week; the fourth working day	n15164354	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15164354-n
Borin-2015-1532-801	1316	TENT	801	S07.140	the tent	ss	tent%1:06:00::	a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs); &quot;he pitched his tent near the creek&quot;	n04411264	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04411264-n
Borin-2015-1532-802	933	WALL	802	S07.270	the wall	ss	wall%1:06:00::	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; &quot;the south wall had a small window&quot;; &quot;the walls were covered with pictures&quot;	n04546855	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04546855-n
Borin-2015-1532-803	1347	NAPE (OF NECK)	803	S04.281	the nape of the neck	ss	nape%1:08:00::	the back side of the neck	n05547396	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05547396-n
Borin-2015-1532-804	55	WHISPER	804	S18.150	to whisper	ss	whisper%2:32:00::	speak softly; in a low voice	v00915830	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00915830-v
Borin-2015-1532-805	80	DOORPOST	805	S07.221	the doorpost	ss	doorpost%1:06:00::	a jamb for a door	n03222857	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03222857-n
Borin-2015-1532-806	1090	BE BORN	806	S04.720	to be born	ss	be_born%2:30:00::	come into existence through birth; &quot;She was born on a farm&quot;	v00360932	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00360932-v
Borin-2015-1532-807	148	ITCH	807	S04.854	the itch	ss	itch%1:09:00::	an irritating cutaneous sensation that produces a desire to scratch	n05723563	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05723563-n
Borin-2015-1532-808	1440	SPIT	808	S04.560	to spit	ss	spit%2:29:00::	expel or eject (saliva or phlegm or sputum) from the mouth; &quot;The father of the victim spat at the alleged murderer&quot;	v00101956	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00101956-v
Borin-2015-1532-809	1021	TOWEL	809	S06.820	the towel	ss	towel%1:06:00::	a rectangular piece of absorbent cloth (or paper) for drying or wiping	n04459362	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04459362-n
Borin-2015-1532-810	2252	PATH	810	S10.720	the path	ss	path%1:06:00::	a way especially designed for a particular use	n03899328	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03899328-n
Borin-2015-1532-811	295	WHETSTONE	811	S09.9300	the whetstone	ss	whetstone%1:06:00::	a flat stone for sharpening edged tools or knives	n04577426	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04577426-n
Borin-2015-1532-812	255	SERVANT	812	S19.430	the servant	ss	servant%1:18:00::	a person working in the service of another (especially in the household)	n10582154	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10582154-n
Borin-2015-1532-813	123	FOREHEAD	813	S04.205	the forehead	ss	forehead%1:08:00::	the part of the face above the eyes	n05602548	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05602548-n
Borin-2015-1532-814	1644	RELATIVES	814	S02.810	the relatives	ss	relative%1:18:00::	a person related by blood or marriage; &quot;police are searching for relatives of the deceased&quot;; &quot;he has distant relations back in New Jersey&quot;	n10235549	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10235549-n
Borin-2015-1532-815	1049	MOLAR TOOTH	815	S04.272	the molar tooth	ss	molar%1:08:00::	grinding tooth with a broad crown; located behind the premolars	n05307773	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05307773-n
Borin-2015-1532-816	1354	NEXT	816	S24.1200	next	ss	next%5:00:00:succeeding:00	immediately following in time or order; &quot;the following day&quot;; &quot;next in line&quot;; &quot;the next president&quot;; &quot;the next item on the list&quot;	a00127948	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00127948-a
Borin-2015-1532-817	1335	WHITE	817	S15.640	white	ss	white%3:00:01::	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; &quot;as white as fresh snow&quot;; &quot;a bride's white dress&quot;	a00393105	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00393105-a
Borin-2015-1532-818	1001	BLACKSMITH	818	S09.600	the blacksmith	ss	blacksmith%1:18:00::	a smith who forges and shapes iron with a hammer and anvil	n09859152	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09859152-n
Borin-2015-1532-819	603	COAT	819	S06.430	the coat	ss	coat%1:06:00::	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	n03057021	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03057021-n
Borin-2015-1532-820	270	JUG	820	S05.340	the jug/pitcher	ui	pitcher%1:06:00::	an open vessel with a handle and a spout for pouring	n03950228	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03950228-n
Borin-2015-1532-821	741	DRIVE	821	S10.650	to drive	ss	drive%2:38:01::	operate or control a vehicle; &quot;drive a car or bus&quot;; &quot;Can you drive this four-wheel truck?&quot;	v01930874	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01930874-v
Borin-2015-1532-822	924	VEGETABLES	822	S05.650	the vegetables	ss	vegetable%1:13:00::	edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant	n07707451	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07707451-n
Borin-2015-1532-823	1437	SPLIT	823	S09.270	to split	ss	split%2:35:00::	separate or cut with a tool, such as a sharp instrument; &quot;cleave the bone&quot;	v01556572	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01556572-v
Borin-2015-1532-824	875	SHOEMAKER	824	S06.540	the shoemaker	ss	shoemaker%1:18:00::	a person who makes or repairs shoes	n09933098	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09933098-n
Borin-2015-1532-825	241	TREE STUMP	825	S08.720	the tree stump	ss	tree_stump%1:20:00::	the base part of a tree that remains standing after the tree has been felled	n13111504	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=13111504-n
Borin-2015-1532-826	2023	CROWD	826	S13.190	the crowd	ss	crowd%1:14:00::	a large number of things or people considered together; &quot;a crowd of insects assembled around the flowers&quot;	n08182379	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08182379-n
Borin-2015-1532-827	1087	CONCEIVE	827	S04.732	to conceive	ss	conceive%2:29:00::	become pregnant; undergo conception; &quot;She cannot conceive&quot;; &quot;My daughter was conceived in Christmas Day&quot;	v00054285	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00054285-v
Borin-2015-1532-828	1283	TODAY	828	S14.470	today	ss	today%4:02:00::	on this day as distinct from yesterday or tomorrow; &quot;I can't meet with you today&quot;	r00207366	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00207366-r
Borin-2015-1532-829	1921	PLOUGH	829	S08.210	to plough/plow	ui	plow%2:36:00::	to break and turn over earth especially with a plow; &quot;Farmer Jones plowed his east field last week&quot;; &quot;turn the earth in the Spring&quot;	v01741864	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01741864-v
Borin-2015-1532-830	1495	HAPPY	830	S16.230	happy	ss	happy%3:00:00::	enjoying or showing or marked by joy or pleasure; &quot;a happy smile&quot;; &quot;spent many happy days on the beach&quot;; &quot;a happy marriage&quot;	a01148283	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01148283-a
Borin-2015-1532-831	1847	SICK	831	S04.840	sick/ill	ui	ill%3:00:01::	affected by an impairment of normal physical or mental function; &quot;ill from the monotony of his suffering&quot;	a02541302	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02541302-a
Borin-2015-1532-832	245	BROOM	832	S09.380	the broom	ss	broom%1:06:00::	a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle	n02906734	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02906734-n
Borin-2015-1532-833	1005	TWINS	833	S02.458	the twins	ss	twin%1:18:00::	either of two offspring born at the same time from the same pregnancy	n10734394	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10734394-n
Borin-2015-1532-834	943	WATERFALL	834	S01.390	the waterfall	ss	waterfall%1:17:00::	a steep descent of the water of a river	n09475292	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=09475292-n
Borin-2015-1532-835	335	MEETING HOUSE	835	S07.180	the meeting house	ss	meetinghouse%1:06:00::	a building for religious assembly (especially Nonconformists, e.g., Quakers)	n03099622	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=03099622-n
Borin-2015-1532-836	1330	DEFEND	836	S20.440	to defend	ss	defend%2:33:02::	protect against a challenge or attack; &quot;Hold that position behind the trees!&quot;; &quot;Hold the bridge against the enemy's attacks&quot;	v01129876	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01129876-v
Borin-2015-1532-837	1225	DAY (NOT NIGHT)	837	S14.4110	the day(2)	ss	day%1:28:00::	time for Earth to make a complete rotation on its axis; &quot;two days later they left&quot;; &quot;they put on two performances every day&quot;; &quot;there are 30,000 passengers per day&quot;	n15155220	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15155220-n
Borin-2015-1532-838	1301	FOOT	838	S04.370	the foot	ui	foot%1:08:01::	the part of the leg of a human being below the ankle joint; &quot;his bare feet projected from his trousers&quot;; &quot;armored from head to foot&quot;	n05563266	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05563266-n
Borin-2015-1532-839	1752	LEAVE	839	S10.490	to leave	ss	leave%2:38:00::	move out of or depart from; &quot;leave the room&quot;; &quot;the fugitive has left the country&quot;	v02015598	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02015598-v
Borin-2015-1532-840	868	BANANA	840	S08.840	the banana	ss	banana%1:13:00::	elongated crescent-shaped yellow fruit with soft sweet flesh	n07753592	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07753592-n
Borin-2015-1532-841	632	LIZARD	841	S03.960	the lizard	ss	lizard%1:05:00::	relatively long-bodied reptile with usually two pairs of legs and a tapering tail	n01674464	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01674464-n
Borin-2015-1532-842	1663	BED	842	S07.420	the bed	ss	bed%1:06:00::	a piece of furniture that provides a place to sleep; &quot;he sat on the edge of the bed&quot;; &quot;the room had only a bed and chair&quot;	n02818832	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02818832-n
Borin-2015-1532-843	1263	SISTER	843	S02.450	the sister	ss	sister%1:18:00::	a female person who has the same parents as another person; &quot;my sister married a musician&quot;	n10602985	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10602985-n
Borin-2015-1532-844	1601	WEAK	844	S04.820	weak	ss	weak%3:00:00::	wanting in physical strength; &quot;a weak pillar&quot;	a02324397	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02324397-a
Borin-2015-1532-845	744	EGG	845	S05.970	the egg	ss	egg%1:13:00::	oval reproductive body of a fowl (especially a hen) used as food	n07840804	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07840804-n
Borin-2015-1532-846	233	SNOWSHOE	846	S06.9800	the snowshoe	ss	snowshoe%1:06:00::	a device to help you walk on deep snow; a lightweight frame shaped like a racquet is strengthened with cross pieces and contains a network of thongs; one is worn on each foot	n04252331	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=04252331-n
Borin-2015-1532-847	682	SIDE	847	S12.360	the side	ui	side%1:15:02::	a place within a region identified relative to a center or reference location; &quot;they always sat on the right side of the church&quot;; &quot;he never left my side&quot;	n08649345	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=08649345-n
Borin-2015-1532-848	424	MARRIED MAN	848	S02.380	the married man	ss	married_man%1:18:00::	a married man; a woman's partner in marriage	n10193967	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=10193967-n
Borin-2015-1532-849	138	BATHE	849	S04.690	to bathe	ss	bathe%2:29:00::	cleanse the entire body; &quot;bathe daily&quot;	v00035603	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00035603-v
Borin-2015-1532-850	1812	TRY	850	S17.480	to try	ss	try%2:41:00::	make an effort or attempt; &quot;He tried to shake off his fears&quot;; &quot;The infant had essayed a few wobbly steps&quot;; &quot;The police attempted to stop the thief&quot;; &quot;He sought to improve himself&quot;; &quot;She always seeks to do good in the world&quot;	v02530167	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02530167-v
Borin-2015-1532-851	10	FIREWOOD	851	S01.880	the firewood	ss	firewood%1:27:00::	wood used for fuel; &quot;they collected and cut their own firewood&quot;	n15100644	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=15100644-n
Borin-2015-1532-852	1229	OLD	852	S14.150	old	ui	old%3:00:02::	(used especially of persons) having lived for a relatively long time or attained a specific age; &quot;his mother is very old&quot;; &quot;a ripe old age&quot;; &quot;how old are you?&quot;	a01643620	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01643620-a
Borin-2015-1532-853	499	CURE	853	S04.860	to cure	ss	cure%2:29:00::	provide a cure for, make healthy again; &quot;The treatment cured the boy's acne&quot;; &quot;The quack pretended to heal patients but never managed to&quot;	v00081725	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00081725-v
Borin-2015-1532-854	1605	SKULL	854	S04.202	the skull	ss	skull%1:08:00::	the bony skeleton of the head of vertebrates	n05540121	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05540121-n
Borin-2015-1532-855	1326	DOWN	855	S12.0300	down	ss	down%4:02:00::	spatially or metaphorically from a higher to a lower level or position; &quot;don't fall down&quot;; &quot;rode the lift up and skied down&quot;; &quot;prices plunged downward&quot;	r00095320	r	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=00095320-r
Borin-2015-1532-856	1232	WARM	856	S15.851	warm	ss	warm%3:00:01::	having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat; &quot;a warm body&quot;; &quot;a warm room&quot;; &quot;a warm climate&quot;; &quot;a warm coat&quot;	a02529264	a	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02529264-a
Borin-2015-1532-857	278	AWL	857	S06.370	the awl	ss	awl%1:06:00::	a pointed tool for marking surfaces or for punching small holes	n02763714	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02763714-n
Borin-2015-1532-858	1119	DIVIDE	858	S12.232	to divide	ss	divide%2:41:00::	separate into parts or portions; &quot;divide the cake into three equal parts&quot;; &quot;The British carved up the Ottoman Empire after World War I&quot;	v02467662	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02467662-v
Borin-2015-1532-859	748	SOW SEEDS	859	S08.310	to sow	ss	sow%2:35:00::	place (seeds) in or on the ground for future growth; &quot;She sowed sunflower seeds&quot;	v01500873	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=01500873-v
Borin-2015-1532-860	194	FAMILY	860	S02.820	the family	ss	family%1:14:00::	primary social group; parents and children; &quot;he wanted to have a good job before starting a family&quot;	n07970406	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=07970406-n
Borin-2015-1532-861	1730	CHEEK	861	S04.208	the cheek	ss	cheek%1:08:00::	either side of the face below the eyes	n05602835	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=05602835-n
Borin-2015-1532-862	2008	RESCUE	862	S11.250	to rescue	ss	rescue%2:41:00::	free from harm or evil	v02551144	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02551144-v
Borin-2015-1532-863	620	INSECT	863	S03.810	the insect	ss	insect%1:05:00::	small air-breathing arthropod	n02159955	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02159955-n
Borin-2015-1532-864	856	HIRE	864	S11.770	to hire	ss	hire%2:41:00::	engage or hire for work; &quot;They hired two new secretaries in the department&quot;; &quot;How many people has she employed?&quot;	v02409412	v	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02409412-v
Borin-2015-1532-865	522	WOLF	865	S03.710	the wolf	ss	wolf%1:05:00::	any of various predatory carnivorous canine mammals of North America and Eurasia that usually hunt in packs	n02114100	n	http://compling.hss.ntu.edu.sg/omw/cgi-bin/wn-gridx.cgi?synset=02114100-n
