ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH
Rzymski-2020-1647-448	448	1523	FORGET	FORGET
Rzymski-2020-1647-449	449	1524	WINE	WINE
Rzymski-2020-1647-450	450	1525	COAST	COAST
Rzymski-2020-1647-451	451	1526	MEAL	MEAL
Rzymski-2020-1647-452	452	1528	FORGIVE	FORGIVE
Rzymski-2020-1647-453	453	1529	LAST (FINAL)	LAST (FINAL)
Rzymski-2020-1647-454	454	153	GREY	GREY
Rzymski-2020-1647-455	455	1530	BOWL	BOWL
Rzymski-2020-1647-456	456	1531	BRANCH	BRANCH
Rzymski-2020-1647-457	457	1533	BE HUNGRY	BE HUNGRY
Rzymski-2020-1647-458	458	1534	FEVER	FEVER
Rzymski-2020-1647-459	459	1535	SWORD	SWORD
Rzymski-2020-1647-460	460	1536	UNDERSTAND	UNDERSTAND
Rzymski-2020-1647-461	461	1537	SPRINGTIME	SPRINGTIME
Rzymski-2020-1647-462	462	1538	SCORPION	SCORPION
Rzymski-2020-1647-463	463	1539	BASKET	BASKET
Rzymski-2020-1647-464	464	154	UDDER	UDDER
Rzymski-2020-1647-465	465	1540	EYELASH	EYELASH
Rzymski-2020-1647-466	466	1541	CULTIVATE	CULTIVATE
Rzymski-2020-1647-467	467	1543	SNAIL	SNAIL
Rzymski-2020-1647-468	468	1544	SOMETIMES	SOMETIMES
Rzymski-2020-1647-469	469	1545	HOST	HOST
Rzymski-2020-1647-470	470	1546	TWICE	TWICE
Rzymski-2020-1647-471	471	1547	SOUP	SOUP
Rzymski-2020-1647-472	472	1548	UGLY	UGLY
Rzymski-2020-1647-473	473	155	CHOP	CHOP
Rzymski-2020-1647-474	474	1550	PREVENT	PREVENT
Rzymski-2020-1647-475	475	1553	MALE	MALE
Rzymski-2020-1647-476	476	1554	MAN	MAN
Rzymski-2020-1647-477	477	1556	YOLK	YOLK
Rzymski-2020-1647-478	478	1557	BEGINNING	BEGINNING
Rzymski-2020-1647-479	479	1558	SIMILAR	SIMILAR
Rzymski-2020-1647-480	480	1559	MONEY	MONEY
Rzymski-2020-1647-481	481	156	RED	RED
Rzymski-2020-1647-482	482	1560	FACE	FACE
Rzymski-2020-1647-483	483	1561	ARMY	ARMY
Rzymski-2020-1647-484	484	1562	MIND	MIND
Rzymski-2020-1647-485	485	1564	LAZY	LAZY
Rzymski-2020-1647-486	486	1565	HEAVEN	HEAVEN
Rzymski-2020-1647-487	487	1566	GUN	GUN
Rzymski-2020-1647-488	488	1567	DOOR	DOOR
Rzymski-2020-1647-489	489	157	DYE	DYE
Rzymski-2020-1647-490	490	1571	SELL	SELL
Rzymski-2020-1647-491	491	1572	SURPRISED	SURPRISED
Rzymski-2020-1647-492	492	1573	SWELL	SWELL
Rzymski-2020-1647-493	493	1574	FLOAT	FLOAT
Rzymski-2020-1647-494	494	1576	PILE UP	PILE UP
Rzymski-2020-1647-495	495	1577	AND	AND
Rzymski-2020-1647-496	496	1579	BE	BE
Rzymski-2020-1647-497	497	158	PUT ON	PUT ON
Rzymski-2020-1647-498	498	1580	ONLY	ONLY
Rzymski-2020-1647-499	499	1583	BRAIN	BRAIN
Rzymski-2020-1647-500	500	1584	BLISTER	BLISTER
Rzymski-2020-1647-501	501	1585	SLEEP	SLEEP
Rzymski-2020-1647-502	502	1586	SMELL (PERCEIVE)	SMELL (PERCEIVE)
Rzymski-2020-1647-503	503	1587	SMELL (STINK)	SMELL (STINK)
Rzymski-2020-1647-504	504	159	SWEET POTATO	SWEET POTATO
Rzymski-2020-1647-505	505	1590	WAIT (FOR)	WAIT (FOR)
Rzymski-2020-1647-506	506	1591	UP	UP
Rzymski-2020-1647-507	507	1592	CHEST	CHEST
Rzymski-2020-1647-508	508	1593	DEEP	DEEP
Rzymski-2020-1647-509	509	1594	FLOUR	FLOUR
Rzymski-2020-1647-510	510	1595	SOUTH	SOUTH
Rzymski-2020-1647-511	511	1596	LOCK	LOCK
Rzymski-2020-1647-512	512	1598	NORTH	NORTH
Rzymski-2020-1647-513	513	1599	WORD	WORD
Rzymski-2020-1647-514	514	160	SET (HEAVENLY BODIES)	SET (HEAVENLY BODIES)
Rzymski-2020-1647-515	515	1600	SKIRT	SKIRT
Rzymski-2020-1647-516	516	1601	WEAK	WEAK
Rzymski-2020-1647-517	517	1602	WAKE UP	WAKE UP
Rzymski-2020-1647-518	518	1603	MOSQUE	MOSQUE
Rzymski-2020-1647-519	519	1604	TEMPLES	TEMPLES
Rzymski-2020-1647-520	520	1605	SKULL	SKULL
Rzymski-2020-1647-521	521	1606	INSIDE	INSIDE
Rzymski-2020-1647-522	522	1607	HATE	HATE
Rzymski-2020-1647-523	523	1608	LISTEN	LISTEN
Rzymski-2020-1647-524	524	1609	IDEA	IDEA
Rzymski-2020-1647-525	525	161	MISS (A TARGET)	MISS (A TARGET)
Rzymski-2020-1647-526	526	1610	PROSTITUTE	PROSTITUTE
Rzymski-2020-1647-527	527	1611	INVITE	INVITE
Rzymski-2020-1647-528	528	1612	LETTER	LETTER
Rzymski-2020-1647-529	529	1613	COLOR	COLOR
Rzymski-2020-1647-530	530	1614	SUMMIT	SUMMIT
Rzymski-2020-1647-531	531	1615	ESCAPE	ESCAPE
Rzymski-2020-1647-532	532	1616	CLOTH	CLOTH
Rzymski-2020-1647-533	533	1617	GRANDCHILD	GRANDCHILD
Rzymski-2020-1647-534	534	1618	GRANDSON	GRANDSON
Rzymski-2020-1647-535	535	1619	GRANDDAUGHTER	GRANDDAUGHTER
Rzymski-2020-1647-536	536	1620	SON	SON
Rzymski-2020-1647-537	537	1621	SNEEZE	SNEEZE
Rzymski-2020-1647-538	538	1622	SHIRT	SHIRT
Rzymski-2020-1647-539	539	1623	SPEAK	SPEAK
Rzymski-2020-1647-540	540	1624	EMPTY	EMPTY
Rzymski-2020-1647-541	541	1625	DEAD	DEAD
Rzymski-2020-1647-542	542	1626	EXPLAIN	EXPLAIN
Rzymski-2020-1647-543	543	1627	CHAIN	CHAIN
Rzymski-2020-1647-544	544	1629	EVENING	EVENING
Rzymski-2020-1647-545	545	163	BLACK	BLACK
Rzymski-2020-1647-546	546	1631	FAST	FAST
Rzymski-2020-1647-547	547	1632	FLOOR	FLOOR
Rzymski-2020-1647-548	548	1633	FLAT	FLAT
Rzymski-2020-1647-549	549	1635	OBEY	OBEY
Rzymski-2020-1647-550	550	1638	TRUTH	TRUTH
Rzymski-2020-1647-551	551	1639	BEER	BEER
Rzymski-2020-1647-552	552	1640	SIBLING	SIBLING
Rzymski-2020-1647-553	553	1642	NIECE	NIECE
Rzymski-2020-1647-554	554	1643	COUSIN	COUSIN
Rzymski-2020-1647-555	555	1644	RELATIVES	RELATIVES
Rzymski-2020-1647-556	556	1645	SHORT	SHORT
Rzymski-2020-1647-557	557	1646	GIRL	GIRL
Rzymski-2020-1647-558	558	1647	FOAL	FOAL
Rzymski-2020-1647-559	559	1649	SIT DOWN	SIT DOWN
Rzymski-2020-1647-560	560	1650	WATCH	WATCH
Rzymski-2020-1647-561	561	1651	TEAR (OF EYE)	TEAR (OF EYE)
Rzymski-2020-1647-562	562	1653	BLIND	BLIND
Rzymski-2020-1647-563	563	1654	LIGHTNING	LIGHTNING
Rzymski-2020-1647-564	564	1656	NEVER	NEVER
Rzymski-2020-1647-565	565	1657	TRUE	TRUE
Rzymski-2020-1647-566	566	166	MAINLAND	MAINLAND
Rzymski-2020-1647-567	567	1662	CAPE	CAPE
Rzymski-2020-1647-568	568	1663	BED	BED
Rzymski-2020-1647-569	569	1664	RAFT	RAFT
Rzymski-2020-1647-570	570	1666	MUTE	MUTE
Rzymski-2020-1647-571	571	1667	HOLE	HOLE
Rzymski-2020-1647-572	572	1668	GRIEF	GRIEF
Rzymski-2020-1647-573	573	1669	ANCESTORS	ANCESTORS
Rzymski-2020-1647-574	574	167	MAIL	MAIL
Rzymski-2020-1647-575	575	1670	RAPIDS	RAPIDS
Rzymski-2020-1647-576	576	1671	TOWER	TOWER
Rzymski-2020-1647-577	577	1672	WRITE	WRITE
Rzymski-2020-1647-578	578	1673	ARM	ARM
Rzymski-2020-1647-579	579	1674	POOR	POOR
Rzymski-2020-1647-580	580	1675	PROMISE	PROMISE
Rzymski-2020-1647-581	581	1676	ALWAYS	ALWAYS
Rzymski-2020-1647-582	582	1678	HUT	HUT
Rzymski-2020-1647-583	583	1679	LOAD	LOAD
Rzymski-2020-1647-584	584	168	REST	REST
Rzymski-2020-1647-585	585	1680	HELMET	HELMET
Rzymski-2020-1647-586	586	1681	WAIST	WAIST
Rzymski-2020-1647-587	587	1682	GUILTY	GUILTY
Rzymski-2020-1647-588	588	1683	BUSH	BUSH
Rzymski-2020-1647-589	589	1685	AFTER	AFTER
Rzymski-2020-1647-590	590	1686	BEHIND	BEHIND
Rzymski-2020-1647-591	591	1687	PRAISE	PRAISE
Rzymski-2020-1647-592	592	1689	SMOKE (INHALE)	SMOKE (INHALE)
Rzymski-2020-1647-593	593	169	IT	IT
Rzymski-2020-1647-594	594	1690	FENCE	FENCE
Rzymski-2020-1647-595	595	1693	THURSDAY	THURSDAY
Rzymski-2020-1647-596	596	1694	WEDNESDAY	WEDNESDAY
Rzymski-2020-1647-597	597	1696	SURRENDER	SURRENDER
Rzymski-2020-1647-598	598	1699	SUNDAY	SUNDAY
Rzymski-2020-1647-599	599	17	EYELID	EYELID
Rzymski-2020-1647-600	600	170	FATHER'S SISTER	FATHER'S SISTER
Rzymski-2020-1647-601	601	1700	SATURDAY	SATURDAY
Rzymski-2020-1647-602	602	1702	HOLY	HOLY
Rzymski-2020-1647-603	603	1703	SIX	SIX
Rzymski-2020-1647-604	604	1704	SEVEN	SEVEN
Rzymski-2020-1647-605	605	171	MOTHER'S SISTER	MOTHER'S SISTER
Rzymski-2020-1647-606	606	1711	TELL	TELL
Rzymski-2020-1647-607	607	1712	OATH	OATH
Rzymski-2020-1647-608	608	1719	BURY	BURY
Rzymski-2020-1647-609	609	172	SHOULDERBLADE	SHOULDERBLADE
Rzymski-2020-1647-610	610	1723	RESULT IN	RESULT IN
Rzymski-2020-1647-611	611	1725	CORRECT (RIGHT)	CORRECT (RIGHT)
Rzymski-2020-1647-612	612	1726	WET	WET
Rzymski-2020-1647-613	613	1728	ROTTEN	ROTTEN
Rzymski-2020-1647-614	614	173	SIBLING'S CHILD	SIBLING'S CHILD
Rzymski-2020-1647-615	615	1730	CHEEK	CHEEK
Rzymski-2020-1647-616	616	1731	MORTAR BINDER	MORTAR BINDER
Rzymski-2020-1647-617	617	1732	SKY	SKY
Rzymski-2020-1647-618	618	1733	RAINBOW	RAINBOW
Rzymski-2020-1647-619	619	1735	TEAR (SHRED)	TEAR (SHRED)
Rzymski-2020-1647-620	620	174	PROUD	PROUD
Rzymski-2020-1647-621	621	1740	PINE	PINE
Rzymski-2020-1647-622	622	1741	ABOVE	ABOVE
Rzymski-2020-1647-623	623	1743	JOIN	JOIN
Rzymski-2020-1647-624	624	1744	SPLEEN	SPLEEN
Rzymski-2020-1647-625	625	1745	HIP	HIP
Rzymski-2020-1647-626	626	1747	CUSTOM	CUSTOM
Rzymski-2020-1647-627	627	1749	TAKE	TAKE
Rzymski-2020-1647-628	628	175	BLOW (OF WIND)	BLOW (OF WIND)
Rzymski-2020-1647-629	629	1750	CHOOSE	CHOOSE
Rzymski-2020-1647-630	630	1752	LEAVE	LEAVE
Rzymski-2020-1647-631	631	1753	TOP	TOP
Rzymski-2020-1647-632	632	1754	BRACELET	BRACELET
Rzymski-2020-1647-633	633	1756	WIDOW	WIDOW
Rzymski-2020-1647-634	634	1757	TIRED	TIRED
Rzymski-2020-1647-635	635	1758	OLDER SISTER	OLDER SISTER
Rzymski-2020-1647-636	636	1759	OLDER BROTHER	OLDER BROTHER
Rzymski-2020-1647-637	637	176	BLOW (WITH MOUTH)	BLOW (WITH MOUTH)
Rzymski-2020-1647-638	638	1760	YOUNGER BROTHER	YOUNGER BROTHER
Rzymski-2020-1647-639	639	1761	YOUNGER SISTER	YOUNGER SISTER
Rzymski-2020-1647-640	640	1763	CLUB	CLUB
Rzymski-2020-1647-641	641	1764	OBSCURE	OBSCURE
Rzymski-2020-1647-642	642	1766	FINISH	FINISH
Rzymski-2020-1647-643	643	1767	SCRAPE	SCRAPE
Rzymski-2020-1647-644	644	1768	FOAM	FOAM
Rzymski-2020-1647-645	645	1769	AXLE	AXLE
Rzymski-2020-1647-646	646	1770	CARCASS	CARCASS
Rzymski-2020-1647-647	647	1773	GRAVE	GRAVE
Rzymski-2020-1647-648	648	1774	STINGY	STINGY
Rzymski-2020-1647-649	649	1775	TABLE	TABLE
Rzymski-2020-1647-650	650	1778	APPROACH	APPROACH
Rzymski-2020-1647-651	651	1779	DARE	DARE
Rzymski-2020-1647-652	652	178	RIPE	RIPE
Rzymski-2020-1647-653	653	1781	THUMB	THUMB
Rzymski-2020-1647-654	654	1782	GUEST	GUEST
Rzymski-2020-1647-655	655	1783	PAIN	PAIN
Rzymski-2020-1647-656	656	1784	WANT	WANT
Rzymski-2020-1647-657	657	1785	HAVE SEX	HAVE SEX
Rzymski-2020-1647-658	658	1786	DRY UP	DRY UP
Rzymski-2020-1647-659	659	1787	LOOM	LOOM
Rzymski-2020-1647-660	660	1789	AGE	AGE
Rzymski-2020-1647-661	661	179	RIPEN	RIPEN
Rzymski-2020-1647-662	662	1792	PERJURY	PERJURY
Rzymski-2020-1647-663	663	1793	BAT	BAT
Rzymski-2020-1647-664	664	1794	FURROW	FURROW
Rzymski-2020-1647-665	665	18	EARLOBE	EARLOBE
Rzymski-2020-1647-666	666	180	CALL BY NAME	CALL BY NAME
Rzymski-2020-1647-667	667	1801	CHILD (DESCENDANT)	CHILD (DESCENDANT)
Rzymski-2020-1647-668	668	1803	WOOD	WOOD
Rzymski-2020-1647-669	669	1805	INJECTION	INJECTION
Rzymski-2020-1647-670	670	1806	BEGIN	BEGIN
Rzymski-2020-1647-671	671	1807	AFTERNOON	AFTERNOON
Rzymski-2020-1647-672	672	1808	PUS	PUS
Rzymski-2020-1647-673	673	1810	DANGER	DANGER
Rzymski-2020-1647-674	674	1811	SOUND OR NOISE	SOUND OR NOISE
Rzymski-2020-1647-675	675	1812	TRY	TRY
Rzymski-2020-1647-676	676	1813	TASTY	TASTY
Rzymski-2020-1647-677	677	1814	ACCUSE	ACCUSE
Rzymski-2020-1647-678	678	1815	ACHE	ACHE
Rzymski-2020-1647-679	679	1816	BESIDE	BESIDE
Rzymski-2020-1647-680	680	1817	WEST	WEST
Rzymski-2020-1647-681	681	1818	ADJUDICATE	ADJUDICATE
Rzymski-2020-1647-682	682	1819	LOOK	LOOK
Rzymski-2020-1647-683	683	1821	BRUSH	BRUSH
Rzymski-2020-1647-684	684	1823	BORROW	BORROW
Rzymski-2020-1647-685	685	1824	DEXTEROUS	DEXTEROUS
Rzymski-2020-1647-686	686	1825	COPPER	COPPER
Rzymski-2020-1647-687	687	1828	ASK (REQUEST)	ASK (REQUEST)
Rzymski-2020-1647-688	688	1829	JUMP	JUMP
Rzymski-2020-1647-689	689	183	BAKE	BAKE
Rzymski-2020-1647-690	690	1831	MEET	MEET
Rzymski-2020-1647-691	691	1833	DINNER (SUPPER)	DINNER (SUPPER)
Rzymski-2020-1647-692	692	1834	SHE	SHE
Rzymski-2020-1647-693	693	1836	VAGINA	VAGINA
Rzymski-2020-1647-694	694	1837	VULVA	VULVA
Rzymski-2020-1647-695	695	1839	CRY	CRY
Rzymski-2020-1647-696	696	184	MAST	MAST
Rzymski-2020-1647-697	697	1840	BUILD	BUILD
Rzymski-2020-1647-698	698	1841	SUSPECT	SUSPECT
Rzymski-2020-1647-699	699	1844	BOAT	BOAT
Rzymski-2020-1647-700	700	1845	BALL	BALL
Rzymski-2020-1647-701	701	1846	RULE	RULE
Rzymski-2020-1647-702	702	1847	SICK	SICK
Rzymski-2020-1647-703	703	1848	QUARREL	QUARREL
Rzymski-2020-1647-704	704	1849	ROW	ROW
Rzymski-2020-1647-705	705	185	FIREPLACE	FIREPLACE
Rzymski-2020-1647-706	706	1850	COTTON	COTTON
Rzymski-2020-1647-707	707	1851	POCKET	POCKET
Rzymski-2020-1647-708	708	1852	OFTEN	OFTEN
Rzymski-2020-1647-709	709	1856	SOFT	SOFT
Rzymski-2020-1647-710	710	1857	CROCODILE	CROCODILE
Rzymski-2020-1647-711	711	1859	THIRD	THIRD
Rzymski-2020-1647-712	712	186	SHIN	SHIN
Rzymski-2020-1647-713	713	1860	BEAD	BEAD
Rzymski-2020-1647-714	714	1862	DONKEY	DONKEY
Rzymski-2020-1647-715	715	1864	HUNGER	HUNGER
Rzymski-2020-1647-716	716	1866	STUTTER	STUTTER
Rzymski-2020-1647-717	717	1867	COIN	COIN
Rzymski-2020-1647-718	718	1868	VISIBLE	VISIBLE
Rzymski-2020-1647-719	719	1869	BUY	BUY
Rzymski-2020-1647-720	720	1870	ANCHOR	ANCHOR
Rzymski-2020-1647-721	721	1874	SAUSAGE	SAUSAGE
Rzymski-2020-1647-722	722	1875	REGRET	REGRET
Rzymski-2020-1647-723	723	1877	EAST	EAST
Rzymski-2020-1647-724	724	1879	DANCE	DANCE
Rzymski-2020-1647-725	725	1881	ENOUGH	ENOUGH
Rzymski-2020-1647-726	726	1882	BEFORE	BEFORE
Rzymski-2020-1647-727	727	1883	IN FRONT OF	IN FRONT OF
Rzymski-2020-1647-728	728	1884	HARD	HARD
Rzymski-2020-1647-729	729	1887	CHEAP	CHEAP
Rzymski-2020-1647-730	730	1888	PAIR	PAIR
Rzymski-2020-1647-731	731	1889	ARSON	ARSON
Rzymski-2020-1647-732	732	189	HAIR (BODY)	HAIR (BODY)
Rzymski-2020-1647-733	733	1890	BELIEVE	BELIEVE
Rzymski-2020-1647-734	734	1891	PUMA	PUMA
Rzymski-2020-1647-735	735	1892	TOUCH	TOUCH
Rzymski-2020-1647-736	736	1895	CLOTHES	CLOTHES
Rzymski-2020-1647-737	737	1896	FINGERNAIL OR TOENAIL	FINGERNAIL OR TOENAIL
Rzymski-2020-1647-738	738	1897	HELP	HELP
Rzymski-2020-1647-739	739	1898	SPECTACLES	SPECTACLES
Rzymski-2020-1647-740	740	1899	MAD	MAD
Rzymski-2020-1647-741	741	19	FISHING LINE	FISHING LINE
Rzymski-2020-1647-742	742	190	MOW	MOW
Rzymski-2020-1647-743	743	1901	SHOVEL	SHOVEL
Rzymski-2020-1647-744	744	1902	BETRAY	BETRAY
Rzymski-2020-1647-745	745	1903	SWELLING	SWELLING
Rzymski-2020-1647-746	746	1904	DROWN	DROWN
Rzymski-2020-1647-747	747	1905	EAGLE	EAGLE
Rzymski-2020-1647-748	748	1906	SOUR	SOUR
Rzymski-2020-1647-749	749	1909	SHAKE	SHAKE
Rzymski-2020-1647-750	750	191	NUT	NUT
Rzymski-2020-1647-751	751	1913	PRESS	PRESS
Rzymski-2020-1647-752	752	1914	DEBT	DEBT
Rzymski-2020-1647-753	753	1915	FIR	FIR
Rzymski-2020-1647-754	754	1916	GILL	GILL
Rzymski-2020-1647-755	755	1917	TIE	TIE
Rzymski-2020-1647-756	756	192	CORNER	CORNER
Rzymski-2020-1647-757	757	1920	DREAM (SOMETHING)	DREAM (SOMETHING)
Rzymski-2020-1647-758	758	1921	PLOUGH	PLOUGH
Rzymski-2020-1647-759	759	1922	LAND (DESCEND)	LAND (DESCEND)
Rzymski-2020-1647-760	760	1923	ROUGH	ROUGH
Rzymski-2020-1647-761	761	1924	VEIN	VEIN
Rzymski-2020-1647-762	762	1926	OINTMENT	OINTMENT
Rzymski-2020-1647-763	763	1927	BAMBOO	BAMBOO
Rzymski-2020-1647-764	764	1928	CEASE	CEASE
Rzymski-2020-1647-765	765	1929	STUDY	STUDY
Rzymski-2020-1647-766	766	193	SHALLOW	SHALLOW
Rzymski-2020-1647-767	767	1931	BEESWAX	BEESWAX
Rzymski-2020-1647-768	768	1932	GUESS	GUESS
Rzymski-2020-1647-769	769	1934	BEGGAR	BEGGAR
Rzymski-2020-1647-770	770	1936	DEER	DEER
Rzymski-2020-1647-771	771	1937	THERE	THERE
Rzymski-2020-1647-772	772	1938	FORTRESS	FORTRESS
Rzymski-2020-1647-773	773	1939	SWEAR	SWEAR
Rzymski-2020-1647-774	774	194	FAMILY	FAMILY
Rzymski-2020-1647-775	775	1940	GUARD	GUARD
Rzymski-2020-1647-776	776	1941	SOLDIER	SOLDIER
Rzymski-2020-1647-777	777	1942	NEAR	NEAR
Rzymski-2020-1647-778	778	1944	GOD	GOD
Rzymski-2020-1647-779	779	1945	IDOL	IDOL
Rzymski-2020-1647-780	780	1948	SAW	SAW
Rzymski-2020-1647-781	781	195	MAT	MAT
Rzymski-2020-1647-782	782	1950	BEECH	BEECH
Rzymski-2020-1647-783	783	1951	PASS	PASS
Rzymski-2020-1647-784	784	1954	GENTLE	GENTLE
Rzymski-2020-1647-785	785	1958	UNRIPE	UNRIPE
Rzymski-2020-1647-786	786	1959	RAW	RAW
Rzymski-2020-1647-787	787	196	DONATE	DONATE
Rzymski-2020-1647-788	788	1961	NECKLACE	NECKLACE
Rzymski-2020-1647-789	789	1962	ROAST (SOMETHING)	ROAST (SOMETHING)
Rzymski-2020-1647-790	790	1963	IMMEDIATELY	IMMEDIATELY
Rzymski-2020-1647-791	791	1964	ALONE	ALONE
Rzymski-2020-1647-792	792	1966	BUNCH	BUNCH
Rzymski-2020-1647-793	793	197	OTHER	OTHER
Rzymski-2020-1647-794	794	1970	CANOE	CANOE
Rzymski-2020-1647-795	795	1971	FAN (OBJECT)	FAN (OBJECT)
Rzymski-2020-1647-796	796	1972	YOUNG GOAT (KID)	KID
Rzymski-2020-1647-797	797	1973	DEMON	DEMON
Rzymski-2020-1647-798	798	1974	CENTIPEDE	CENTIPEDE
Rzymski-2020-1647-799	799	1977	DEW	DEW
Rzymski-2020-1647-800	800	1979	CHISEL	CHISEL
Rzymski-2020-1647-801	801	1981	WIDOWER	WIDOWER
Rzymski-2020-1647-802	802	1984	MOTHER'S BROTHER	MOTHER'S BROTHER
Rzymski-2020-1647-803	803	1985	PATERNAL UNCLE (FATHER'S BROTHER)	FATHER'S BROTHER
Rzymski-2020-1647-804	804	1986	DISEASE	DISEASE
Rzymski-2020-1647-805	805	1989	CALF	CALF
Rzymski-2020-1647-806	806	199	FAMINE	FAMINE
Rzymski-2020-1647-807	807	1990	BECOME	BECOME
Rzymski-2020-1647-808	808	1991	INTESTINES	INTESTINES
Rzymski-2020-1647-809	809	1992	MORE	MORE
Rzymski-2020-1647-810	810	1994	COLLARBONE	COLLARBONE
Rzymski-2020-1647-811	811	1997	PRESERVE	PRESERVE
Rzymski-2020-1647-812	812	1998	COMMAND	COMMAND
Rzymski-2020-1647-813	813	2	DUST	DUST
Rzymski-2020-1647-814	814	200	SAME	SAME
Rzymski-2020-1647-815	815	2001	PAINTING	PAINTING
Rzymski-2020-1647-816	816	2002	DITCH	DITCH
Rzymski-2020-1647-817	817	2003	FLOW	FLOW
Rzymski-2020-1647-818	818	2004	BEND	BEND
Rzymski-2020-1647-819	819	2006	FILL	FILL
Rzymski-2020-1647-820	820	2007	BOLT (OF LIGHTNING)	BOLT (OF LIGHTNING)
Rzymski-2020-1647-821	821	2008	RESCUE	RESCUE
Rzymski-2020-1647-822	822	2009	DOG	DOG
Rzymski-2020-1647-823	823	2012	COLLAR	COLLAR
Rzymski-2020-1647-824	824	2013	BAIT	BAIT
Rzymski-2020-1647-825	825	2014	GO DOWN (DESCEND)	GO DOWN (DESCEND)
Rzymski-2020-1647-826	826	2017	MIX	MIX
Rzymski-2020-1647-827	827	2018	GREEDY	GREEDY
Rzymski-2020-1647-828	828	202	STRENGTH	STRENGTH
Rzymski-2020-1647-829	829	2022	ADMIT	ADMIT
Rzymski-2020-1647-830	830	2023	CROWD	CROWD
Rzymski-2020-1647-831	831	2026	RICE PLANT	RICE PLANT
Rzymski-2020-1647-832	832	203	MARRY	MARRY
Rzymski-2020-1647-833	833	2030	DRAG	DRAG
Rzymski-2020-1647-834	834	2034	FROST	FROST
Rzymski-2020-1647-835	835	204	AGAIN	AGAIN
Rzymski-2020-1647-836	836	205	TROUGH	TROUGH
Rzymski-2020-1647-837	837	2058	STOOL	STOOL
Rzymski-2020-1647-838	838	2060	STORY	STORY
Rzymski-2020-1647-839	839	2065	STEP (VERB)	STEP (VERB)
Rzymski-2020-1647-840	840	2070	COMB (VERB)	COMB (VERB)
Rzymski-2020-1647-841	841	208	NASAL MUCUS (SNOT)	NASAL MUCUS (SNOT)
Rzymski-2020-1647-842	842	2093	AFTERWARDS	AFTERWARDS
Rzymski-2020-1647-843	843	2094	DOWN OR BELOW	DOWN OR BELOW
Rzymski-2020-1647-844	844	2098	FOOT OR LEG	FOOT OR LEG
Rzymski-2020-1647-845	845	2099	CHILD	CHILD
Rzymski-2020-1647-846	846	21	TASTE (SOMETHING)	TASTE (SOMETHING)
Rzymski-2020-1647-847	847	210	LIFE	LIFE
Rzymski-2020-1647-848	848	2101	BE DEAD OR DIE	BE DEAD OR DIE
Rzymski-2020-1647-849	849	2102	BURN	BURN
Rzymski-2020-1647-850	850	2103	PAINFUL OR SICK	PAINFUL OR SICK
Rzymski-2020-1647-851	851	2105	FEMALE PERSON	FEMALE PERSON
Rzymski-2020-1647-852	852	2108	RAINING OR RAIN	RAINING OR RAIN
Rzymski-2020-1647-853	853	211	CAST	CAST
Rzymski-2020-1647-854	854	2110	WARM (OF WEATHER)	WARM (OF WEATHER)
Rzymski-2020-1647-855	855	2111	YOU TWO	YOU TWO
Rzymski-2020-1647-856	856	2112	OLD (AGED)	OLD (AGED)
Rzymski-2020-1647-857	857	2113	OLD (USED)	OLD (USED)
Rzymski-2020-1647-858	858	2118	MOUNTAIN OR HILL	MOUNTAIN OR HILL
Rzymski-2020-1647-859	859	212	FIELD	FIELD
Rzymski-2020-1647-860	860	2121	ARM OR HAND	ARM OR HAND
Rzymski-2020-1647-861	861	2125	STONE OR ROCK	STONE OR ROCK
Rzymski-2020-1647-862	862	2128	CLAW OR NAIL	CLAW OR NAIL
Rzymski-2020-1647-863	863	213	FIN	FIN
Rzymski-2020-1647-864	864	2130	HEADGEAR	HEADGEAR
Rzymski-2020-1647-865	865	2131	TORCH OR LAMP	TORCH OR LAMP
Rzymski-2020-1647-866	866	2133	STRIKE OR BEAT	STRIKE OR BEAT
Rzymski-2020-1647-867	867	2134	RAISE (BRING UP)	RAISE (A CHILD)
Rzymski-2020-1647-868	868	2135	TRADE OR BARTER	TRADE OR BARTER
Rzymski-2020-1647-869	869	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	BRASS INSTRUMENT (HORN OR TRUMPET)
Rzymski-2020-1647-870	870	2137	MAGICIAN	MAGICIAN
Rzymski-2020-1647-871	871	214	STRETCH	STRETCH
Rzymski-2020-1647-872	872	2144	SPRING OR WELL	SPRING OR WELL
Rzymski-2020-1647-873	873	2146	ROAST OR FRY	ROAST OR FRY
Rzymski-2020-1647-874	874	2148	PICK	PICK
Rzymski-2020-1647-875	875	2149	CHOP (INTO PIECES)	CHOP (INTO PIECES)
Rzymski-2020-1647-876	876	215	LIE DOWN	LIE DOWN
Rzymski-2020-1647-877	877	2154	PLOUGH (INSTRUMENT)	PLOUGH (INSTRUMENT)
Rzymski-2020-1647-878	878	2157	FINE OR THIN	FINE OR THIN
Rzymski-2020-1647-879	879	2159	GROUND	GROUND
Rzymski-2020-1647-880	880	218	FINE (PENALTY)	FINE (PENALTY)
Rzymski-2020-1647-881	881	221	FIRE	FIRE
Rzymski-2020-1647-882	882	2214	AFFAIR	AFFAIR
Rzymski-2020-1647-883	883	223	THRESHING-FLOOR	THRESHING-FLOOR
Rzymski-2020-1647-884	884	2235	CLEAN (SOMETHING)	CLEAN (SOMETHING)
