ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-240c-89	89	1074	FISHHOOK	fish-hook	12198	Hunting and fishing	
Carling-2017-240c-90	90	388	FISHNET	fish-net	12199	Hunting and fishing	
Carling-2017-240c-91	91	389	FISH TRAP	fish-trap	12200	Hunting and fishing	
Carling-2017-240c-92	92	1435	HUNT	to hunt	12201	Hunting and fishing	
Carling-2017-240c-93	93	1172	SHOOT	to shoot	12202	Hunting and fishing	
Carling-2017-240c-94	94	1763	CLUB	club	12203	Hunting and fishing	
Carling-2017-240c-95	95	1352	KNIFE	knife	12204	Hunting and fishing	
Carling-2017-240c-96	96	1594	FLOUR	flour	12231	Products	
Carling-2017-240c-97	97	1274	SALT	salt	12232	Products	
Carling-2017-240c-98	98	404	ALCOHOL (FERMENTED DRINK)	fermented drink	12233	Products	
Carling-2017-240c-99	99	1462	POT	cooking vessel	12189	Food preparation	
Carling-2017-240c-100	100	225	PESTLE	pestle, pounder	12190	Food preparation	
Carling-2017-240c-101	101	476	CUP	cup, glass	12191	Food preparation	
Carling-2017-240c-102	102	1462	POT	pot	12192	Food preparation	
Carling-2017-240c-103	103	1539	BASKET	basket	12182	Artefacts	
Carling-2017-240c-104	104			bag to keep feathers in	12183	Artefacts	
Carling-2017-240c-105	105	1475	COMB	comb	12184	Artefacts	
Carling-2017-240c-106	106	1002	STATUE	statue	12185	Artefacts	
Carling-2017-240c-107	107	1296	WALKING STICK	walking stick	12187	Artefacts	
Carling-2017-240c-108	108	1462	POT	pot	12188	Artefacts	
Carling-2017-240c-109	109	1358	ENEMY	enemy	12156	Social roles and positions	
Carling-2017-240c-110	110	1072	PRISONER	captive, prisoner	12157	Social roles and positions	
Carling-2017-240c-111	111	930	VILLAGE	village	12252	Social roles and positions	
Carling-2017-240c-112	112	789	PEOPLE	people	12253	Social roles and positions	
Carling-2017-240c-113	113	302	CLAN	tribe, clan	12254	Social roles and positions	
Carling-2017-240c-114	114	301	CHIEFTAIN	tribal chief	12255	Social roles and positions	
Carling-2017-240c-115	115	1325	FRIEND	friend	12256	Social roles and positions	
Carling-2017-240c-116	116	382	GOVERN	to govern	12257	Social roles and positions	
Carling-2017-240c-117	117	1508	KING	king, governor	12258	Social roles and positions	
Carling-2017-240c-118	118	1306	QUEEN	queen	12259	Social roles and positions	
Carling-2017-240c-119	119			lord, boss, proprietor	12260	Social roles and positions	
Carling-2017-240c-120	120	812	SLAVE	slave	12261	Social roles and positions	
Carling-2017-240c-121	121	255	SERVANT	servant	12262	Social roles and positions	
Carling-2017-240c-122	122	384	FREEMAN	free man	12263	Social roles and positions	
Carling-2017-240c-123	123	1128	ORDER	to order, to command	12264	Social roles and positions	
Carling-2017-240c-124	124	1128	ORDER	to give order	12265	Social roles and positions	
Carling-2017-240c-125	125	1635	OBEY	to obey	12266	Social roles and positions	
Carling-2017-240c-126	126	1369	GOLD	gold	12205	Metals	
Carling-2017-240c-127	127	759	SILVER	silver	12206	Metals	
Carling-2017-240c-128	128	386	BATTLE-AXE	battle-axe	12160	Warfare	
Carling-2017-240c-129	129	579	BATTLE	battle	12161	Warfare	
Carling-2017-240c-130	130	994	BOW	bow	12162	Warfare	
Carling-2017-240c-131	131	977	ARROW	arrow	12163	Warfare	
Carling-2017-240c-132	132	945	SPEAR	spear	12164	Warfare	
Carling-2017-240c-133	133	1172	SHOOT	to shoot	12165	Warfare	
Carling-2017-240c-134	134	1763	CLUB	club	12166	Warfare	
Carling-2017-240c-135	135	1417	KILL	to kill	12326	Warfare	
Carling-2017-240c-136	136	1358	ENEMY	enemy	12327	Warfare	
Carling-2017-240c-137	137	1423	FIGHT	to fight	12328	Warfare	
Carling-2017-240c-138	138	935	WAR	war	12329	Warfare	
Carling-2017-240c-139	139	1338	PEACE	peace	12330	Warfare	
Carling-2017-240c-140	140	1561	ARMY	army	12331	Warfare	
Carling-2017-240c-141	141	783	VICTORY	victory	12332	Warfare	
Carling-2017-240c-142	142	782	DEFEAT	defeat (n)	12333	Warfare	
Carling-2017-240c-143	143	722	ATTACK	to attack	12334	Warfare	
Carling-2017-240c-144	144	1330	DEFEND	to defend	12335	Warfare	
Carling-2017-240c-145	145	1072	PRISONER	captive, prisoner	12336	Warfare	
Carling-2017-240c-146	146	65	AMBUSH	ambush (n)	12337	Warfare	
Carling-2017-240c-147	147			trumpeter bird (watchbird)	12338	Warfare	
Carling-2017-240c-148	148		*POINT (POINTED END)	arrow tip	12339	Warfare	
Carling-2017-240c-149	149	1343	SUN	sun	12152	Religion	
Carling-2017-240c-150	150	1313	MOON	moon	12153	Religion	
Carling-2017-240c-151	151	946	BLOOD	blood (n)	12234	Religion	
Carling-2017-240c-152	152	1669	ANCESTORS	ancestors	12235	Religion	
Carling-2017-240c-153	153	490	DESCENDANTS	descendants	12236	Religion	
Carling-2017-240c-154	154	1689	SMOKE (INHALE)	to smoke	12237	Religion	
Carling-2017-240c-155	155	1124	PIPE	pipe	12238	Religion	
Carling-2017-240c-156	156	777	FLUTE	flute	12239	Religion	
Carling-2017-240c-157	157	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	horn, trumpet	12240	Religion	
Carling-2017-240c-158	158	24	PRAY	to pray	12241	Religion	
Carling-2017-240c-159	159	1973	DEMON	demon	12242	Religion	
Carling-2017-240c-160	160	1175	GHOST	ghost	12243	Religion	
Carling-2017-240c-161	161	908	DRUM	drum	12244	Religion	
Carling-2017-240c-162	162	661	RELIGION	religion	12245	Religion	
Carling-2017-240c-163	163	1944	GOD	God	12246	Religion	
Carling-2017-240c-164	164	1103	SACRIFICE	sacrifice, offering	12247	Religion	
Carling-2017-240c-165	165	852	PRIEST	priest	12248	Religion	
Carling-2017-240c-166	166	304	PREACH	to preach	12249	Religion	
Carling-2017-240c-167	167	212	FIELD	cultivated field	12154	Settlement	
Carling-2017-240c-168	168	930	VILLAGE	village	12155	Settlement	
Carling-2017-240c-169	169	736	YARD	yard, court	12250	Settlement	
Carling-2017-240c-170	170	586	GARDEN	garden	12251	Settlement	
Carling-2017-240c-171	171	1231	NEW	new	12158	Time	
Carling-2017-240c-172	172	1207	YOUNG	young	12159	Time	
Carling-2017-240c-173	173	892	TIME	time	12267	Time	
Carling-2017-240c-174	174	1789	AGE	age	12268	Time	
Carling-2017-240c-175	175	1229	OLD	old	12269	Time	
Carling-2017-240c-176	176	672	EARLY	early	12270	Time	
Carling-2017-240c-177	177	477	LATE	late	12271	Time	
Carling-2017-240c-178	178	452	DRY SEASON	dry season	12272	Time	
Carling-2017-240c-179	179	453	RAINY SEASON	rainy season	12273	Time	
Carling-2017-240c-180	180	1376	NOW	now	12274	Time	
Carling-2017-240c-181	181	1963	IMMEDIATELY	immediately	12275	Time	
Carling-2017-240c-182	182	1631	FAST	quick	12276	Time	
Carling-2017-240c-183	183	701	SLOW	slow	12277	Time	
Carling-2017-240c-184	184	754	HURRY	to hurry	12278	Time	
Carling-2017-240c-185	185	425	BE LATE	to delay	12279	Time	
Carling-2017-240c-186	186	1806	BEGIN	to begin	12280	Time	
Carling-2017-240c-187	187	1186	LAST (ENDURE)	to last	12281	Time	
Carling-2017-240c-188	188	743	END (OF TIME)	end (n)	12282	Time	
Carling-2017-240c-189	189	1766	FINISH	to complete, to finish	12283	Time	
Carling-2017-240c-190	190	1928	CEASE	to stop, to cease	12284	Time	
Carling-2017-240c-191	191	790	READY	ready	12285	Time	
Carling-2017-240c-192	192	1676	ALWAYS	always	12286	Time	
Carling-2017-240c-193	193	1852	OFTEN	often, frequently	12287	Time	
Carling-2017-240c-194	194	1544	SOMETIMES	sometimes	12288	Time	
Carling-2017-240c-195	195	703	SOON	soon	12289	Time	
Carling-2017-240c-196	196	418	FOR A LONG TIME	for a long time	12290	Time	
Carling-2017-240c-197	197	1656	NEVER	never	12291	Time	
Carling-2017-240c-198	198	204	AGAIN	again	12292	Time	
Carling-2017-240c-199	199	1225	DAY (NOT NIGHT)	day	12293	Time	
Carling-2017-240c-200	200	729	DAWN	dawn	12294	Time	
Carling-2017-240c-201	201	1339	MORNING	morning	12295	Time	
Carling-2017-240c-202	202	12	MIDDAY	noon	12296	Time	
Carling-2017-240c-203	203	1807	AFTERNOON	afternoon	12297	Time	
Carling-2017-240c-204	204	1233	NIGHT	night, late afternoon	12298	Time	
Carling-2017-240c-205	205	1283	TODAY	today	12299	Time	
Carling-2017-240c-206	206	1329	TOMORROW	tomorrow	12300	Time	
Carling-2017-240c-207	207	1179	DAY AFTER TOMORROW	day after tomorrow	12301	Time	
Carling-2017-240c-208	208	1174	YESTERDAY	yesterday	12302	Time	
Carling-2017-240c-209	209	1180	DAY BEFORE YESTERDAY	day before yesterday	12303	Time	
Carling-2017-240c-210	210	1353	HOUR	hour	12304	Time	
Carling-2017-240c-211	211	1323	CLOCK	watch, clock	12305	Time	
Carling-2017-240c-212	212	1469	WEEK	week	12306	Time	
Carling-2017-240c-213	213	1699	SUNDAY	Sunday	12307	Time	
Carling-2017-240c-214	214	1697	MONDAY	Monday	12308	Time	
Carling-2017-240c-215	215	1695	TUESDAY	Tuesday	12309	Time	
Carling-2017-240c-216	216	1694	WEDNESDAY	Wednesday	12310	Time	
Carling-2017-240c-217	217	1693	THURSDAY	Thursday	12311	Time	
Carling-2017-240c-218	218	1692	FRIDAY	Friday	12312	Time	
Carling-2017-240c-219	219	1700	SATURDAY	Saturday	12313	Time	
Carling-2017-240c-220	220	1370	MONTH	month	12314	Time	
Carling-2017-240c-221	221	1226	YEAR	year	12315	Time	
Carling-2017-240c-222	222	1471	WINTER	winter	12316	Time	
Carling-2017-240c-223	223	1537	SPRINGTIME	spring	12317	Time	
Carling-2017-240c-224	224	1342	SUMMER	summer	12318	Time	
Carling-2017-240c-225	225	1276	AUTUMN	autumn	12319	Time	
Carling-2017-240c-226	226	691	SEASON	season	12320	Time	
Carling-2017-240c-227	227	1882	BEFORE	before	12321	Time	
Carling-2017-240c-228	228	1685	AFTER	after	12322	Time	
Carling-2017-240c-229	229		*SHORT (TIME)	short, brief	12323	Time	
Carling-2017-240c-230	230	1961	NECKLACE	necklace	12167	Adornments	
Carling-2017-240c-231	231			waist band	12168	Adornments	
Carling-2017-240c-232	232			agouti tooth	12371	Adornments	(used for making necklaces)
Carling-2017-240c-233	233			coconut bead	12372	Adornments	(used for making necklaces)
Carling-2017-240c-234	234	284	HOE	hoe	12176	Agricultural tools	
Carling-2017-240c-235	235	341	SICKLE	sickle	12177	Agricultural tools	
Carling-2017-240c-236	236			amburana tree	12324	Trees	
Carling-2017-240c-237	237			araguaney tree	12325	Trees	
Carling-2017-240c-238	238	147	COCONUT TREE	coconut tree	12367	Trees	
Carling-2017-240c-239	239			walking palm	12368	Trees	
Carling-2017-240c-240	240			peach palm	12369	Trees	
