ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	DIACL_ID	DIACL_CATEGORY	DIACL_NOTE
Carling-2017-240c-1	1	506	MAIZE	maize, corn	4001	Agricultural produce	
Carling-2017-240c-2	2	159	SWEET POTATO	sweet potato	4002	Agricultural produce	
Carling-2017-240c-3	3	925	CASSAVA	manioc	4003	Agricultural produce	
Carling-2017-240c-4	4	974	TOBACCO	tobacco	12139	Agricultural produce	
Carling-2017-240c-5	5	832	BEAN	bean	12169	Agricultural produce	
Carling-2017-240c-6	6	919	CHILI PEPPER	chili	12170	Agricultural produce	
Carling-2017-240c-7	7	1850	COTTON	cotton	12171	Agricultural produce	
Carling-2017-240c-8	8	411	GOURD	gourd	12172	Agricultural produce	
Carling-2017-240c-9	9	864	PUMPKIN	pumpkin	12173	Agricultural produce	
Carling-2017-240c-10	10	410	YAM	yam	12174	Agricultural produce	
Carling-2017-240c-11	11	593	POTATO	potato	12175	Agricultural produce	
Carling-2017-240c-12	12	312	TAPIR	tapir	4004	Wild animals	
Carling-2017-240c-13	13	1250	JAGUAR	jaguar	4005	Wild animals	
Carling-2017-240c-14	14	1885	ARMADILLO	armadillo	4006	Wild animals	
Carling-2017-240c-15	15	1630	MACAW	macaw	4007	Wild animals	
Carling-2017-240c-16	16	882	PARROT	parrot	4008	Wild animals	
Carling-2017-240c-17	17	308	TOUCAN	toucan	4009	Wild animals	
Carling-2017-240c-18	18	315	CURASSOW	mutum, curassow	4010	Wild animals	
Carling-2017-240c-19	19	2438	CAIMAN	caiman	4011	Wild animals	
Carling-2017-240c-20	20	227	FISH	fish (n)	12151	Wild animals	
Carling-2017-240c-21	21	843	SPIDER	spider	12340	Wild animals	
Carling-2017-240c-22	22	1791	BUTTERFLY	butterfly	12341	Wild animals	
Carling-2017-240c-23	23	314	CAPYBARA	capybara	12342	Wild animals	
Carling-2017-240c-24	24	730	SNAKE	snake	12343	Wild animals	
Carling-2017-240c-25	25	587	ANT	ant	12344	Wild animals	
Carling-2017-240c-26	26			margay	12345	Wild animals	
Carling-2017-240c-27	27	2640	LARVA	larva	12346	Wild animals	
Carling-2017-240c-28	28			Brazilian tortoise	12347	Wild animals	
Carling-2017-240c-29	29	1350	MONKEY	monkey	12348	Wild animals	
Carling-2017-240c-30	30	1793	BAT	bat	12349	Wild animals	
Carling-2017-240c-31	31	316	PACA	paca	12350	Wild animals	
Carling-2017-240c-32	32	436	WHITE-LIPPED PECCARY	white-lipped peccary	12351	Wild animals	
Carling-2017-240c-33	33	435	COLLARED PECCARY	collared peccary	12352	Wild animals	
Carling-2017-240c-34	34	1490	RAT	rat	12353	Wild animals	
Carling-2017-240c-35	35	1936	DEER	deer	12354	Wild animals	
Carling-2017-240c-36	36	313	AGOUTI	agouti	12355	Wild animals	
Carling-2017-240c-37	37			guan bird	12356	Wild animals	
Carling-2017-240c-38	38	309	OPOSSUM	opossum	12357	Wild animals	
Carling-2017-240c-39	39			tinamou bird	12358	Wild animals	
Carling-2017-240c-40	40			white-throated tinamou	12359	Wild animals	
Carling-2017-240c-41	41	937	BIRD	bird	12376	Wild animals	
Carling-2017-240c-42	42	1430	STAR	star	4012	Celestial bodies	
Carling-2017-240c-43	43	1343	SUN	sun	4013	Celestial bodies	
Carling-2017-240c-44	44	1313	MOON	moon	4014	Celestial bodies	
Carling-2017-240c-45	45	948	WATER	water (n)	4015	Physical/natural world	
Carling-2017-240c-46	46	1228	EARTH (SOIL)	earth (soil, ground)	12137	Physical/natural world	
Carling-2017-240c-47	47	141	BURN (SOMETHING)	to burn (tr.)	12138	Physical/natural world	
Carling-2017-240c-48	48	906	TREE	tree	12207	Physical/natural world	
Carling-2017-240c-49	49	646	ASH	ash(es)	12208	Physical/natural world	
Carling-2017-240c-50	50	778	SMOKE (EXHAUST)	smoke (n)	12209	Physical/natural world	
Carling-2017-240c-51	51	221	FIRE	fire	12210	Physical/natural world	
Carling-2017-240c-52	52	639	MOUNTAIN	mountain	12211	Physical/natural world	
Carling-2017-240c-53	53		*SHORE OR BANK	shore, bank	12212	Physical/natural world	
Carling-2017-240c-54	54	1474	SEA	sea	12213	Physical/natural world	
Carling-2017-240c-55	55	645	OCEAN	ocean	12214	Physical/natural world	
Carling-2017-240c-56	56	624	LAKE	lake	12215	Physical/natural world	
Carling-2017-240c-57	57		*FLOWING BODY OF WATER	river, stream, brook	12216	Physical/natural world	
Carling-2017-240c-58	58	420	FOREST	woods/forest	12217	Physical/natural world	
Carling-2017-240c-59	59	1188	CHARCOAL	charcoal	12218	Physical/natural world	
Carling-2017-240c-60	60	1300	COUNTRY	country, land	12219	Physical/natural world	
Carling-2017-240c-61	61	623	LAGOON	lagoon	12220	Physical/natural world	
Carling-2017-240c-62	62		*CLAY OR MUD	clay, mud	12221	Physical/natural world	
Carling-2017-240c-63	63	1598	NORTH	north	12222	Physical/natural world	
Carling-2017-240c-64	64	1595	SOUTH	south	12223	Physical/natural world	
Carling-2017-240c-65	65	1877	EAST	east	12224	Physical/natural world	
Carling-2017-240c-66	66	1817	WEST	west	12225	Physical/natural world	
Carling-2017-240c-67	67	630	LIGHT (RADIATION)	light (n)	12226	Physical/natural world	
Carling-2017-240c-68	68	11	DARKNESS	darkness	12227	Physical/natural world	
Carling-2017-240c-69	69	943	WATERFALL	waterfall	12228	Physical/natural world	
Carling-2017-240c-70	70	1732	SKY	sky	12229	Physical/natural world	
Carling-2017-240c-71	71	960	WIND	wind	12230	Physical/natural world	
Carling-2017-240c-72	72	611	HARVEST	harvest, crop	12140	Agriculture	
Carling-2017-240c-73	73	714	SEED	seed (n)	12178	Agriculture	
Carling-2017-240c-74	74	212	FIELD	cultivated field	12179	Agriculture	
Carling-2017-240c-75	75	1541	CULTIVATE	to cultivate	12180	Agriculture	
Carling-2017-240c-76	76	748	SOW SEEDS	to sow	12181	Agriculture	
Carling-2017-240c-77	77	1927	BAMBOO	bamboo	12360	Wild plants	
Carling-2017-240c-78	78			açaí berry	12361	Wild plants	
Carling-2017-240c-79	79			moriche fruit	12362	Wild plants	
Carling-2017-240c-80	80			genipap fruit	12363	Wild plants	
Carling-2017-240c-81	81	239	FLOWER	flower	12364	Wild plants	
Carling-2017-240c-82	82	1507	FRUIT	fruit	12365	Wild plants	
Carling-2017-240c-83	83			patawa fruit	12366	Wild plants	
Carling-2017-240c-84	84	677	AXE	axe	12193	Hunting and fishing	
Carling-2017-240c-85	85	387	SLING	sling	12194	Hunting and fishing	
Carling-2017-240c-86	86	994	BOW	bow	12195	Hunting and fishing	
Carling-2017-240c-87	87	977	ARROW	arrow	12196	Hunting and fishing	
Carling-2017-240c-88	88	945	SPEAR	spear	12197	Hunting and fishing	
