ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Kansakar-2013-210-41	41	81	sun	1343	SUN
Kansakar-2013-210-42	42	81	moon	1313	MOON
Kansakar-2013-210-43	43	81	sky	1732	SKY
Kansakar-2013-210-44	44	81	star	1430	STAR
Kansakar-2013-210-45	45	82	rain	658	RAIN (PRECIPITATION)
Kansakar-2013-210-46	46	82	water	948	WATER
Kansakar-2013-210-47	47	82	river	666	RIVER
Kansakar-2013-210-48	48	82	cloud	1489	CLOUD
Kansakar-2013-210-49	49	82	lightening	1654	LIGHTNING
Kansakar-2013-210-50	50	82	rainbow	1733	RAINBOW
Kansakar-2013-210-51	51	82	wind	960	WIND
Kansakar-2013-210-52	52	82	stone	857	STONE
Kansakar-2013-210-53	53	82	path	2252	PATH
Kansakar-2013-210-54	54	82	sand	671	SAND
Kansakar-2013-210-55	55	82	fire	221	FIRE
Kansakar-2013-210-56	56	82	smoke	778	SMOKE (EXHAUST)
Kansakar-2013-210-57	57	82	ash	646	ASH
Kansakar-2013-210-58	58	82	mud	640	MUD
Kansakar-2013-210-59	59	82	dust	2	DUST
Kansakar-2013-210-60	60	82	gold	1369	GOLD
Kansakar-2013-210-61	61	82	tree	906	TREE
Kansakar-2013-210-62	62	82	leaf	628	LEAF
Kansakar-2013-210-63	63	82	root	670	ROOT
Kansakar-2013-210-64	64	82	thorn	124	THORN
Kansakar-2013-210-65	65	82	flower	239	FLOWER
Kansakar-2013-210-66	66	83	fruit	1507	FRUIT
Kansakar-2013-210-67	67	83	mango	2398	MANGO
Kansakar-2013-210-68	68	83	banana	868	BANANA
Kansakar-2013-210-69	69	83	wheat(husked)	1077	WHEAT
Kansakar-2013-210-70	70	83	barley	932	BARLEY
Kansakar-2013-210-71	71	83	rice (husked)	926	RICE
Kansakar-2013-210-72	72	83	potato	593	POTATO
Kansakar-2013-210-73	73	83	eggplant	1146	AUBERGINE
Kansakar-2013-210-74	74	83	groundnut	595	GROUNDNUT (PEANUT)
Kansakar-2013-210-75	75	83	chili	919	CHILI PEPPER
Kansakar-2013-210-76	76	83	turmeric	2842	TURMERIC
Kansakar-2013-210-77	77	83	garlic	2368	GARLIC
Kansakar-2013-210-78	78	83	onion	2366	ONION
Kansakar-2013-210-79	79	83	cauliflower	2843	CAULIFLOWER
Kansakar-2013-210-80	80	83	Tomato	986	TOMATO
Kansakar-2013-210-81	81	83	cabbage	774	CABBAGE
Kansakar-2013-210-82	82	83	oil	1484	OIL (ORGANIC SUBSTANCE)
Kansakar-2013-210-83	83	83	salt	1274	SALT
Kansakar-2013-210-84	84	83	meat	634	MEAT
Kansakar-2013-210-85	85	83	fat (of meat)	1282	FAT (FROM ANIMALS)
Kansakar-2013-210-86	86	83	fish	227	FISH
Kansakar-2013-210-87	87	84	chicken	1318	CHICKEN
Kansakar-2013-210-88	88	84	egg	744	EGG
Kansakar-2013-210-89	89	84	cow	1007	COW
Kansakar-2013-210-90	90	84	buffalo	934	BUFFALO
Kansakar-2013-210-91	91	84	milk	635	MILK
Kansakar-2013-210-92	92	84	horns	1393	HORN (ANATOMY)
Kansakar-2013-210-93	93	84	tail	1220	TAIL
Kansakar-2013-210-94	94	84	goat	1502	GOAT
Kansakar-2013-210-95	95	84	dog	2009	DOG
Kansakar-2013-210-96	96	84	snake	730	SNAKE
Kansakar-2013-210-97	97	84	monkey	1350	MONKEY
Kansakar-2013-210-98	98	84	mosquito	1509	MOSQUITO
Kansakar-2013-210-99	99	84	ant	587	ANT
Kansakar-2013-210-100	100	84	spider	843	SPIDER
Kansakar-2013-210-101	101	84	name	1405	NAME
Kansakar-2013-210-102	102	84	man	1554	MAN
Kansakar-2013-210-103	103	84	woman	962	WOMAN
Kansakar-2013-210-104	104	84	child	2099	CHILD
Kansakar-2013-210-105	105	84	father	1217	FATHER
Kansakar-2013-210-106	106	84	mother	1216	MOTHER
Kansakar-2013-210-107	107	84	older brother	1759	OLDER BROTHER
Kansakar-2013-210-108	108	84	younger brother	1760	YOUNGER BROTHER
Kansakar-2013-210-109	109	85	older sister	1758	OLDER SISTER
Kansakar-2013-210-110	110	85	younger sister	1761	YOUNGER SISTER
Kansakar-2013-210-111	111	85	son	1620	SON
Kansakar-2013-210-112	112	85	daughter	1357	DAUGHTER
Kansakar-2013-210-113	113	85	husband	1200	HUSBAND
Kansakar-2013-210-114	114	85	wife	1199	WIFE
Kansakar-2013-210-115	115	85	boy	1366	BOY
Kansakar-2013-210-116	116	85	girl	1646	GIRL
Kansakar-2013-210-117	117	85	day	1225	DAY (NOT NIGHT)
Kansakar-2013-210-118	118	85	night	1233	NIGHT
Kansakar-2013-210-119	119	85	morning	1339	MORNING
Kansakar-2013-210-120	120	85	noon	12	MIDDAY
Kansakar-2013-210-121	121	85	evening	1629	EVENING
Kansakar-2013-210-122	122	85	yesterday	1174	YESTERDAY
Kansakar-2013-210-123	123	85	today	1283	TODAY
Kansakar-2013-210-124	124	85	tomorrow	1329	TOMORROW
Kansakar-2013-210-125	125	85	week	1469	WEEK
Kansakar-2013-210-126	126	85	month	1370	MONTH
Kansakar-2013-210-127	127	86	year	1226	YEAR
Kansakar-2013-210-128	128	86	old	1229	OLD
Kansakar-2013-210-129	129	86	new	1231	NEW
Kansakar-2013-210-130	130	86	good	1035	GOOD	
Kansakar-2013-210-131	131	86	bad	1292	BAD
Kansakar-2013-210-132	132	86	wet	1726	WET
Kansakar-2013-210-133	133	86	dry	1398	DRY
Kansakar-2013-210-134	134	86	long	1203	LONG
Kansakar-2013-210-135	135	86	short	1645	SHORT
Kansakar-2013-210-136	136	86	hot	1286	HOT
Kansakar-2013-210-137	137	86	cold	1287	COLD
Kansakar-2013-210-138	138	86	right	1019	RIGHT
Kansakar-2013-210-139	139	86	left	244	LEFT
Kansakar-2013-210-140	140	86	near	1942	NEAR
Kansakar-2013-210-141	141	86	far	1406	FAR
Kansakar-2013-210-142	142	86	big	1202	BIG
Kansakar-2013-210-143	143	86	small	1246	SMALL
Kansakar-2013-210-144	144	86	heavy	1210	HEAVY
Kansakar-2013-210-145	145	86	light	1052	LIGHT (WEIGHT)
Kansakar-2013-210-146	146	87	above	1741	ABOVE
Kansakar-2013-210-147	147	87	below	1485	BELOW OR UNDER
Kansakar-2013-210-148	148	87	white	1335	WHITE
Kansakar-2013-210-149	149	87	black	163	BLACK
Kansakar-2013-210-150	150	87	red	156	RED
Kansakar-2013-210-151	151	87	one	1493	ONE
Kansakar-2013-210-152	152	87	two	1498	TWO
Kansakar-2013-210-153	153	87	three	492	THREE
Kansakar-2013-210-154	154	87	four	1500	FOUR
Kansakar-2013-210-155	155	87	five	493	FIVE
Kansakar-2013-210-156	156	87	six	1703	SIX
Kansakar-2013-210-157	157	87	seven	1704	SEVEN
Kansakar-2013-210-158	158	87	eight	1705	EIGHT
Kansakar-2013-210-159	159	87	nine	1483	NINE
Kansakar-2013-210-160	160	87	ten	1515	TEN
Kansakar-2013-210-161	161	87	eleven	1706	ELEVEN
Kansakar-2013-210-162	162	87	twelve	1707	TWELVE
Kansakar-2013-210-163	163	87	twenty	1710	TWENTY
Kansakar-2013-210-164	164	87	one hundred	1634	HUNDRED
Kansakar-2013-210-165	165	87	who	1235	WHO
Kansakar-2013-210-166	166	88	what	1236	WHAT
Kansakar-2013-210-167	167	88	where	1237	WHERE
Kansakar-2013-210-168	168	88	when	1238	WHEN
Kansakar-2013-210-169	169	88	how many	822	HOW MANY
Kansakar-2013-210-170	170	88	which	727	WHICH
Kansakar-2013-210-171	171	88	this	1214	THIS
Kansakar-2013-210-172	172	88	that	78	THAT
Kansakar-2013-210-173	173	88	these	3984	THESE (PLURAL OF THIS)
Kansakar-2013-210-174	174	88	those	3985	THOSE (PLURAL OF THAT)
Kansakar-2013-210-175	175	88	same	200	SAME
Kansakar-2013-210-176	176	88	different	2504	DIFFERENT
Kansakar-2013-210-177	177	88	whole	2277	WHOLE
Kansakar-2013-210-178	178	88	broken	588	BROKEN
Kansakar-2013-210-179	179	88	few	1242	FEW
Kansakar-2013-210-180	180	88	many	1198	MANY
Kansakar-2013-210-181	181	88	all	98	ALL
Kansakar-2013-210-182	182	88	to eat	1336	EAT
Kansakar-2013-210-183	183	88	to bite	1403	BITE
Kansakar-2013-210-184	184	88	to be hungry	1533	BE HUNGRY
Kansakar-2013-210-185	185	88	to drink	1401	DRINK
Kansakar-2013-210-186	186	88	to be thirsty	3474	BE THIRSTY
Kansakar-2013-210-187	187	89	to sleep	1585	SLEEP
Kansakar-2013-210-188	188	89	to lie	1411	LIE (REST)
Kansakar-2013-210-189	189	89	to sit	1416	SIT
Kansakar-2013-210-190	190	89	to give	1447	GIVE
Kansakar-2013-210-191	191	89	to burn	141	BURN (SOMETHING)
Kansakar-2013-210-192	192	89	to die	1494	DIE
Kansakar-2013-210-193	193	89	to kill	1417	KILL
Kansakar-2013-210-194	194	89	to fly	1441	FLY (MOVE THROUGH AIR)
Kansakar-2013-210-195	195	89	to walk	1443	WALK
Kansakar-2013-210-196	196	89	to run/run	1519	RUN
Kansakar-2013-210-197	197	89	to go/go	695	GO
Kansakar-2013-210-198	198	89	to come	1446	COME
Kansakar-2013-210-199	199	89	to speak/speak	1623	SPEAK
Kansakar-2013-210-200	200	89	to hear/hear/listen	3862	HEAR OR LISTEN
Kansakar-2013-210-201	201	89	to look/look	1819	LOOK
Kansakar-2013-210-202	202	89	I	1209	I
Kansakar-2013-210-203	203	90	you (informal)	1215	THOU
Kansakar-2013-210-204	204	90	you (formal)	2844	YOU (FORMAL ADDRESS)
Kansakar-2013-210-205	205	90	he	1211	HE
Kansakar-2013-210-206	206	90	she	1834	SHE
Kansakar-2013-210-207	207	90	we (inclusive)	1131	WE (INCLUSIVE)
Kansakar-2013-210-208	208	90	we (exclusive)	1130	WE (EXCLUSIVE)
Kansakar-2013-210-209	209	90	you (plural)	1213	YOU
Kansakar-2013-210-210	210	90	they	817	THEY
