ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210e-1	1	293	body	1480	BODY
Backstrom-1992-210e-2	2	293	head	1256	HEAD
Backstrom-1992-210e-3	3	293	hair	1040	HAIR
Backstrom-1992-210e-4	4	293	face	1560	FACE
Backstrom-1992-210e-5	5	293	eye	1248	EYE
Backstrom-1992-210e-6	6	293	ear	1247	EAR
Backstrom-1992-210e-7	7	293	nose	1221	NOSE
Backstrom-1992-210e-8	8	293	mouth	674	MOUTH
Backstrom-1992-210e-9	9	293	tooth	1380	TOOTH
Backstrom-1992-210e-10	10	293	tongue	1205	TONGUE
Backstrom-1992-210e-11	11	293	breast	1402	BREAST
Backstrom-1992-210e-12	12	293	belly	1251	BELLY
Backstrom-1992-210e-13	13	293	arm	1673	ARM
Backstrom-1992-210e-14	14	293	elbow	981	ELBOW
Backstrom-1992-210e-15	15	293	palm	1183	PALM OF HAND
Backstrom-1992-210e-16	16	293	finger	1303	FINGER
Backstrom-1992-210e-17	17	293	fingernail	1258	FINGERNAIL
Backstrom-1992-210e-18	18	293	leg	1297	LEG
Backstrom-1992-210e-19	19	293	skin	763	SKIN
Backstrom-1992-210e-20	20	293	bone	1394	BONE
Backstrom-1992-210e-21	21	293	heart	1223	HEART
Backstrom-1992-210e-22	22	293	blood	946	BLOOD
Backstrom-1992-210e-23	23	293	urine	1142	URINE
Backstrom-1992-210e-24	24	293	feces	675	FAECES (EXCREMENT)
Backstrom-1992-210e-25	25	293	village	930	VILLAGE
Backstrom-1992-210e-26	26	293	house	1252	HOUSE
Backstrom-1992-210e-27	27	293	roof	769	ROOF
Backstrom-1992-210e-28	28	293	door	1567	DOOR
Backstrom-1992-210e-29	29	293	firewood	10	FIREWOOD
Backstrom-1992-210e-30	30	293	broom	245	BROOM
Backstrom-1992-210e-31	31	293	mortar	224	MORTAR
Backstrom-1992-210e-32	32	293	pestle	225	PESTLE
Backstrom-1992-210e-33	33	293	hammer	1481	HAMMER
Backstrom-1992-210e-34	34	293	knife	1352	KNIFE
Backstrom-1992-210e-35	35	293	axe	677	AXE
Backstrom-1992-210e-36	36	293	rope	1218	ROPE
Backstrom-1992-210e-37	37	293	thread	1161	THREAD
Backstrom-1992-210e-38	38	293	needle	1382	NEEDLE (FOR SEWING)
Backstrom-1992-210e-39	39	293	cloth	1616	CLOTH
Backstrom-1992-210e-40	40	293	ring	1374	RING
Backstrom-1992-210e-41	41	293	sun	1343	SUN
Backstrom-1992-210e-42	42	293	moon	1313	MOON
Backstrom-1992-210e-43	43	293	sky	1732	SKY
Backstrom-1992-210e-44	44	293	star	1430	STAR
Backstrom-1992-210e-45	45	293	rain	658	RAIN (PRECIPITATION)
Backstrom-1992-210e-46	46	293	water	948	WATER
Backstrom-1992-210e-47	47	293	river	666	RIVER
Backstrom-1992-210e-48	48	293	cloud	1489	CLOUD
Backstrom-1992-210e-49	49	293	lightning	1654	LIGHTNING
Backstrom-1992-210e-50	50	293	rainbow	1733	RAINBOW
Backstrom-1992-210e-51	51	293	wind	960	WIND
Backstrom-1992-210e-52	52	293	stone	857	STONE
Backstrom-1992-210e-53	53	293	path	2252	PATH
Backstrom-1992-210e-54	54	293	sand	671	SAND
Backstrom-1992-210e-55	55	293	fire	221	FIRE
Backstrom-1992-210e-56	56	293	smoke	778	SMOKE (EXHAUST)
Backstrom-1992-210e-57	57	293	ash	646	ASH
Backstrom-1992-210e-58	58	293	mud	640	MUD
Backstrom-1992-210e-59	59	293	dust	2	DUST
Backstrom-1992-210e-60	60	294	gold	1369	GOLD
Backstrom-1992-210e-61	61	294	tree	906	TREE
Backstrom-1992-210e-62	62	294	leaf	628	LEAF
Backstrom-1992-210e-63	63	294	root	670	ROOT
Backstrom-1992-210e-64	64	294	thorn	124	THORN
Backstrom-1992-210e-65	65	294	flower	239	FLOWER
Backstrom-1992-210e-66	66	294	fruit	1507	FRUIT
Backstrom-1992-210e-67	67	294	mango	2398	MANGO
Backstrom-1992-210e-68	68	294	banana	868	BANANA
Backstrom-1992-210e-69	69	294	wheat	1077	WHEAT
Backstrom-1992-210e-70	70	294	millet	931	MILLET
Backstrom-1992-210e-71	71	294	rice	926	RICE
Backstrom-1992-210e-72	72	294	potato	593	POTATO
Backstrom-1992-210e-73	73	294	eggplant	1146	AUBERGINE
Backstrom-1992-210e-74	74	294	groundnut	595	GROUNDNUT (PEANUT)
Backstrom-1992-210e-75	75	294	chili	919	CHILI PEPPER
Backstrom-1992-210e-76	76	294	turmeric	2842	TURMERIC
Backstrom-1992-210e-77	77	294	garlic	2368	GARLIC
Backstrom-1992-210e-78	78	294	onion	2366	ONION
Backstrom-1992-210e-79	79	294	cauliflower	2843	CAULIFLOWER
Backstrom-1992-210e-80	80	294	tomato	986	TOMATO
Backstrom-1992-210e-81	81	294	cabbage	774	CABBAGE
Backstrom-1992-210e-82	82	294	oil	1484	OIL (ORGANIC SUBSTANCE)
Backstrom-1992-210e-83	83	294	salt	1274	SALT
Backstrom-1992-210e-84	84	294	meat	634	MEAT
Backstrom-1992-210e-85	85	294	fat	1282	FAT (FROM ANIMALS)
Backstrom-1992-210e-86	86	294	fish	227	FISH
Backstrom-1992-210e-87	87	294	chicken (f.)	1514	HEN
Backstrom-1992-210e-88	88	294	egg	744	EGG
Backstrom-1992-210e-89	89	294	cow	1007	COW
Backstrom-1992-210e-90	90	294	buffalo	934	BUFFALO
Backstrom-1992-210e-91	91	294	milk	635	MILK
Backstrom-1992-210e-92	92	294	horn	1393	HORN (ANATOMY)
Backstrom-1992-210e-93	93	294	tail	1220	TAIL
Backstrom-1992-210e-94	94	294	goat	1502	GOAT
Backstrom-1992-210e-95	95	294	dog	2009	DOG
Backstrom-1992-210e-96	96	294	snake	730	SNAKE
Backstrom-1992-210e-97	97	294	monkey	1350	MONKEY
Backstrom-1992-210e-98	98	294	mosquito	1509	MOSQUITO
Backstrom-1992-210e-99	99	294	ant	587	ANT
Backstrom-1992-210e-100	100	294	spider	843	SPIDER
Backstrom-1992-210e-101	101	294	name	1405	NAME
Backstrom-1992-210e-102	102	294	man	1554	MAN
Backstrom-1992-210e-103	103	294	woman	962	WOMAN
Backstrom-1992-210e-104	104	294	child	2099	CHILD
Backstrom-1992-210e-105	105	294	father	1217	FATHER
Backstrom-1992-210e-106	106	294	mother	1216	MOTHER
Backstrom-1992-210e-107	107	294	older brother	1759	OLDER BROTHER
Backstrom-1992-210e-108	108	294	younger brother	1760	YOUNGER BROTHER
