ID	NUMBER	PAGE	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Backstrom-1992-210e-109	109	294	older sister	1758	OLDER SISTER
Backstrom-1992-210e-110	110	294	younger sister	1761	YOUNGER SISTER
Backstrom-1992-210e-111	111	294	son	1620	SON
Backstrom-1992-210e-112	112	294	daughter	1357	DAUGHTER
Backstrom-1992-210e-113	113	294	husband	1200	HUSBAND
Backstrom-1992-210e-114	114	294	wife	1199	WIFE
Backstrom-1992-210e-115	115	294	boy	1366	BOY
Backstrom-1992-210e-116	116	294	girl	1646	GIRL
Backstrom-1992-210e-117	117	294	day	1225	DAY (NOT NIGHT)
Backstrom-1992-210e-118	118	294	night	1233	NIGHT
Backstrom-1992-210e-119	119	294	morning	1339	MORNING
Backstrom-1992-210e-120	120	294	noon	12	MIDDAY
Backstrom-1992-210e-121	121	294	evening	1629	EVENING
Backstrom-1992-210e-122	122	294	yesterday	1174	YESTERDAY
Backstrom-1992-210e-123	123	294	today	1283	TODAY
Backstrom-1992-210e-124	124	294	tomorrow	1329	TOMORROW
Backstrom-1992-210e-125	125	294	week	1469	WEEK
Backstrom-1992-210e-126	126	294	month	1370	MONTH
Backstrom-1992-210e-127	127	294	year	1226	YEAR
Backstrom-1992-210e-128	128	294	old (thing)	2113	OLD (USED)
Backstrom-1992-210e-129	129	294	new	1231	NEW
Backstrom-1992-210e-130	130	294	good	1035	GOOD
Backstrom-1992-210e-131	131	294	bad	1292	BAD
Backstrom-1992-210e-132	132	294	wet	1726	WET
Backstrom-1992-210e-133	133	294	dry	1398	DRY
Backstrom-1992-210e-134	134	294	long	1203	LONG
Backstrom-1992-210e-135	135	294	short	1645	SHORT
Backstrom-1992-210e-136	136	294	hot	1286	HOT
Backstrom-1992-210e-137	137	294	cold	1287	COLD
Backstrom-1992-210e-138	138	294	right	1019	RIGHT
Backstrom-1992-210e-139	139	294	left	244	LEFT
Backstrom-1992-210e-140	140	295	near	1942	NEAR
Backstrom-1992-210e-141	141	295	far	1406	FAR
Backstrom-1992-210e-142	142	295	big	1202	BIG
Backstrom-1992-210e-143	143	295	small	1246	SMALL
Backstrom-1992-210e-144	144	295	heavy	1210	HEAVY
Backstrom-1992-210e-145	145	295	light	1052	LIGHT (WEIGHT)
Backstrom-1992-210e-146	146	295	above	1741	ABOVE
Backstrom-1992-210e-147	147	295	below	1485	BELOW OR UNDER
Backstrom-1992-210e-148	148	295	white	1335	WHITE
Backstrom-1992-210e-149	149	295	black	163	BLACK
Backstrom-1992-210e-150	150	295	red	156	RED
Backstrom-1992-210e-151	151	295	one	1493	ONE
Backstrom-1992-210e-152	152	295	two	1498	TWO
Backstrom-1992-210e-153	153	295	three	492	THREE
Backstrom-1992-210e-154	154	295	four	1500	FOUR
Backstrom-1992-210e-155	155	295	five	493	FIVE
Backstrom-1992-210e-156	156	295	six	1703	SIX
Backstrom-1992-210e-157	157	295	seven	1704	SEVEN
Backstrom-1992-210e-158	158	295	eight	1705	EIGHT
Backstrom-1992-210e-159	159	295	nine	1483	NINE
Backstrom-1992-210e-160	160	295	ten	1515	TEN
Backstrom-1992-210e-161	161	295	eleven	1706	ELEVEN
Backstrom-1992-210e-162	162	295	twelve	1707	TWELVE
Backstrom-1992-210e-163	163	295	twenty	1710	TWENTY
Backstrom-1992-210e-164	164	295	one hundred	1634	HUNDRED
Backstrom-1992-210e-165	165	295	who	1235	WHO
Backstrom-1992-210e-166	166	295	what	1236	WHAT
Backstrom-1992-210e-167	167	295	where	1237	WHERE
Backstrom-1992-210e-168	168	295	when	1238	WHEN
Backstrom-1992-210e-169	169	295	how many	822	HOW MANY
Backstrom-1992-210e-170	170	295	which	727	WHICH
Backstrom-1992-210e-171	171	295	this	1214	THIS
Backstrom-1992-210e-172	172	295	that	78	THAT
Backstrom-1992-210e-173	173	295	these	1214	THIS
Backstrom-1992-210e-174	174	295	those	78	THAT
Backstrom-1992-210e-175	175	295	same	200	SAME
Backstrom-1992-210e-176	176	295	different	2504	DIFFERENT
Backstrom-1992-210e-177	177	295	whole	2277	WHOLE
Backstrom-1992-210e-178	178	295	broken	588	BROKEN
Backstrom-1992-210e-179	179	295	few	1242	FEW
Backstrom-1992-210e-180	180	295	many	1198	MANY
Backstrom-1992-210e-181	181	295	all	98	ALL
Backstrom-1992-210e-182	182	295	you eat!	1336	EAT
Backstrom-1992-210e-183	183	295	the dog bites	1403	BITE
Backstrom-1992-210e-184	184	295	(you are) hungry	1533	BE HUNGRY
Backstrom-1992-210e-185	185	295	drink!	1401	DRINK
Backstrom-1992-210e-186	186	295	(you are) thirsty	847	THIRSTY
Backstrom-1992-210e-187	187	295	sleep!	1585	SLEEP
Backstrom-1992-210e-188	188	295	lay down!	2071	LAY (VERB)
Backstrom-1992-210e-189	189	295	sit down!	1416	SIT
Backstrom-1992-210e-190	190	295	give!	1447	GIVE
Backstrom-1992-210e-191	191	295	burn the wood!	141	BURN (SOMETHING)
Backstrom-1992-210e-192	192	295	(he) died	1494	DIE
Backstrom-1992-210e-193	193	295	kill!	1417	KILL
Backstrom-1992-210e-194	194	295	(the bird) flies	1441	FLY (MOVE THROUGH AIR)
Backstrom-1992-210e-195	195	295	walk!	1443	WALK
Backstrom-1992-210e-196	196	295	run!	1519	RUN
Backstrom-1992-210e-197	197	295	go!	695	GO
Backstrom-1992-210e-198	198	295	come!	1446	COME
Backstrom-1992-210e-199	199	295	speak!	1623	SPEAK
Backstrom-1992-210e-200	200	295	listen!/hear!	3862	HEAR OR LISTEN
Backstrom-1992-210e-201	201	295	look!/see!	1819	LOOK
Backstrom-1992-210e-202	202	295	I	1209	I
Backstrom-1992-210e-203	203	295	you (inf.)	1215	THOU
Backstrom-1992-210e-205	204	295	he	1211	HE
Backstrom-1992-210e-206	205	295	she	1834	SHE
Backstrom-1992-210e-207	206	295	we (incl.)	1131	WE (INCLUSIVE)
Backstrom-1992-210e-208	207	295	we (excl.)	1130	WE (EXCLUSIVE)
Backstrom-1992-210e-209	208	295	you (pl.)	1213	YOU
Backstrom-1992-210e-210	209	295	they	817	THEY
