ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Holman-2008-40-1	946	BLOOD	1	blood
Holman-2008-40-2	227	FISH	2	fish (noun)
Holman-2008-40-3	639	MOUNTAIN	3	mountain
Holman-2008-40-4	1430	STAR	4	star
Holman-2008-40-5	1394	BONE	5	bone
Holman-2008-40-6	1429	FULL	6	full
Holman-2008-40-7	1405	NAME	7	name (noun)
Holman-2008-40-8	857	STONE	8	stone
Holman-2008-40-9	1402	BREAST	9	breast (woman’s)
Holman-2008-40-10	1277	HAND	10	hand
Holman-2008-40-11	1231	NEW	11	new
Holman-2008-40-12	1343	SUN	12	sun
Holman-2008-40-13	1446	COME	13	come
Holman-2008-40-14	1408	HEAR	14	hear
Holman-2008-40-15	1233	NIGHT	15	night (dark time)
Holman-2008-40-16	1205	TONGUE	16	tongue
Holman-2008-40-17	1494	DIE	17	die
Holman-2008-40-18	1393	HORN (KERATINIZED SKIN)	18	horn (animal part)
Holman-2008-40-19	1221	NOSE	19	nose
Holman-2008-40-20	1380	TOOTH	20	tooth
Holman-2008-40-21	2009	DOG	21	dog
Holman-2008-40-22	1209	I	22	I
Holman-2008-40-23	1493	ONE	23	one
Holman-2008-40-24	906	TREE	24	tree
Holman-2008-40-25	1401	DRINK	25	drink (verb)
Holman-2008-40-26	1371	KNEE	26	knee
Holman-2008-40-27	667	ROAD	27	path
Holman-2008-40-28	1498	TWO	28	two
Holman-2008-40-29	1247	EAR	29	ear
Holman-2008-40-30	628	LEAF	30	leaf
Holman-2008-40-31	683	PERSON	31	person
Holman-2008-40-32	948	WATER	32	water
Holman-2008-40-33	1248	EYE	33	eye
Holman-2008-40-34	1224	LIVER	34	liver
Holman-2008-40-35	1409	SEE	35	see
Holman-2008-40-36	1212	WE	36	we
Holman-2008-40-37	221	FIRE	37	fire
Holman-2008-40-38	1392	LOUSE	38	louse
Holman-2008-40-39	763	SKIN	39	skin
Holman-2008-40-40	1213	YOU	40	you
