ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	PERSIAN	PERSIAN_PHONOLOGICAL	MAIN_SEMANTIC_CATEGORY	SEMANTIC_CATEGORY	SUB_SEMANTIC_CATEGORY
Anonby-2018-1500-229	229	2821	JEALOUS	jealous	حسود	hasud	Human non-physical being	Human character	
Anonby-2018-1500-230	230	487	SHY	shy	خجالتی	xejālati	Human non-physical being	Human character	
Anonby-2018-1500-231	231	3	BRAVE	courageous, brave	شجاع	šojā’	Human non-physical being	Human character	
Anonby-2018-1500-232	232	1319	COWARD	coward	ترسو، بزدل	tarsu, bozdel	Human non-physical being	Human character	
Anonby-2018-1500-233	233	3633	CURIOUS	curious	مشتاق	konjkāʋ	Human non-physical being	Human character	
Anonby-2018-1500-234	234			zealous	غيرتی	ġayrati	Human non-physical being	Human character	
Anonby-2018-1500-235	235	1564	LAZY	lazy	تنبل	tambal	Human non-physical being	Human character	
Anonby-2018-1500-236	236			patient	صبور، بردبار	sabur, bordbār	Human non-physical being	Human character	
Anonby-2018-1500-237	237			impatient	بی صبر	bisabr	Human non-physical being	Human character	
Anonby-2018-1500-238	238			restless, unsettled	بی قرار	biġarār	Human non-physical being	Human character	
Anonby-2018-1500-239	239	3634	STUBBORN	stubborn	سرسخت، لجوج، یک دنده	sarsaxt, lajuj, yekdande	Human non-physical being	Human character	
Anonby-2018-1500-240	240			reputation	شهرت	šohrat	Human non-physical being	Human character	
Anonby-2018-1500-241	241			hardship, distress	رنج، سختی	ranj, saxti	Human non-physical being	Difficulty	
Anonby-2018-1500-242	242	584	DIFFICULT	difficult	مشکل، سخت	moškel, saxt	Human non-physical being	Difficulty	
Anonby-2018-1500-243	243	1101	SUFFER	suffer	رنج بردن، رنج کشیدن	ranj bordan, ranj kešidan	Human non-physical being	Difficulty	
Anonby-2018-1500-244	244			obstruct	مانع شدن، بستن، مسدود کردن	māne’ šodan, bastan, masdud kardan	Human non-physical being	Difficulty	
Anonby-2018-1500-245	245			stumbling block, obstruction	مانع	māne’	Human non-physical being	Difficulty	
Anonby-2018-1500-246	246	1810	DANGER	danger	خطر	xatar	Human non-physical being	Difficulty	
Anonby-2018-1500-247	247	2425	PROBLEM	problem, trouble	مشکل، دردسر	moškel, dard-e sar	Human non-physical being	Difficulty	
Anonby-2018-1500-248	248	683	PERSON	human being, person	انسان، شخص، آدم، آدمیزاد	ensān, šaxs, ādam, ādamizād	Persons		
Anonby-2018-1500-249	249	1993	SELF	self	خود، خویش	xod, xiš	Persons		
Anonby-2018-1500-250	250	1554	MAN	man (male)	مرد، آقا	mard, āġā 	Persons		
Anonby-2018-1500-251	251	962	WOMAN	woman	زن، خانم 	zan, xānom 	Persons		
Anonby-2018-1500-252	252	1289	BABY	baby	نوزاد، طفل	naʋzād, tefl	Persons	Stages of life	
Anonby-2018-1500-253	253	1005	TWINS	twin	دوقلو	doġolu	Persons	Stages of life	
Anonby-2018-1500-254	254	2099	CHILD	child	بچه	bače	Persons	Stages of life	
Anonby-2018-1500-255	255	1366	BOY	boy	پسر	pesar	Persons	Stages of life	
Anonby-2018-1500-256	256	1646	GIRL	girl	دختر	doxtar	Persons	Stages of life	
Anonby-2018-1500-257	257	3635	ADULT	adult	بزرگسال	bozorgsāl	Persons	Stages of life	
Anonby-2018-1500-258	258	76	YOUNG MAN	young man	مردِ جوان	mard-e jaʋān	Persons	Stages of life	
Anonby-2018-1500-259	259	2298	VIRGIN	virgin	باکره	bākere	Persons	Stages of life	
Anonby-2018-1500-260	260	1644	RELATIVES	relative (by blood)	خویشاوند، قوم و خویش	xišāʋand, qaʋm o xiš	Persons	Blood relations	
Anonby-2018-1500-261	261	1669	ANCESTORS	ancestor	جد	jadd	Persons	Blood relations	
Anonby-2018-1500-262	262	305	GRANDPARENTS	grandparent	پدربزرگ یا مادربزرگ	pedarbozorg, mādarbozorg	Persons	Blood relations	
Anonby-2018-1500-263	263	1217	FATHER	father	پدر	pedar	Persons	Blood relations	
Anonby-2018-1500-264	264	1216	MOTHER	mother	مادر	mādar	Persons	Blood relations	
Anonby-2018-1500-265	265	1262	BROTHER	brother	برادر	barādar	Persons	Blood relations	
Anonby-2018-1500-266	266	1263	SISTER	sister	خواهر	xāhar	Persons	Blood relations	
Anonby-2018-1500-267	267	1985	PATERNAL UNCLE (FATHER'S BROTHER)	father’s brother (uncle)	عمو	amu	Persons	Blood relations	
Anonby-2018-1500-268	268	2692	MATERNAL UNCLE (MOTHER'S BROTHER)	mother’s brother (uncle)	دایی	dāyi	Persons	Blood relations	
Anonby-2018-1500-269	269	2693	MATERNAL AUNT (MOTHER'S SISTER)	mother’s sister (aunt)	خاله	xāle	Persons	Blood relations	
Anonby-2018-1500-270	270	2691	PATERNAL AUNT (FATHER'S SISTER)	father’s sister (aunt)	عمه	ame	Persons	Blood relations	
Anonby-2018-1500-271	271	1643	COUSIN	cousin	پسر عمو، دختر عمو، پسر دایی، دختر دایی، پسر عمه، دختر عمه، پسر خاله، دختر خاله	pesaramu, doxtaramu, pesardāyi, doxtardāyi, pesarame, doxtarame, pesarxāle, doxtarxāle	Persons	Blood relations	
Anonby-2018-1500-272	272			firstborn	نخست زاده	noxostzāde	Persons	Blood relations	
Anonby-2018-1500-273	273	1620	SON	son	(فرزندِ) پسر	(farzand-e) pesar	Persons	Blood relations	
Anonby-2018-1500-274	274	1357	DAUGHTER	daughter	(فرزندِ) دختر	(farzand-e) doxtar	Persons	Blood relations	
Anonby-2018-1500-275	275	1617	GRANDCHILD	grandchild	نوه	naʋe	Persons	Blood relations	
Anonby-2018-1500-276	276	1063	NEPHEW	nephew	پسرخواهر، پسربرادر	pesarxāhar, pesarbarādar	Persons	Blood relations	
Anonby-2018-1500-277	277	1642	NIECE	niece	دخترخواهر، دختربرادر	doxtarxāhar, doxtarbarādar	Persons	Blood relations	
Anonby-2018-1500-278	278	1405	NAME	name	اسم، نام	esm, nām	Persons	Blood relations	
Anonby-2018-1500-279	279			namesake	هم نام، هم اسم	hamnām, hamesm	Persons	Blood relations	
Anonby-2018-1500-280	280	1200	HUSBAND	husband	شوهر	šaʋhar	Persons	Marriage relation	
Anonby-2018-1500-281	281	1199	WIFE	wife	زن، خانم	zan, xānom	Persons	Marriage relation	
Anonby-2018-1500-282	282	3636	CO-WIFE	co-wife	هوو	haʋu	Persons	Marriage relation	
Anonby-2018-1500-283	283	1055	FATHER-IN-LAW	father-in-law	پدرشوهر، پدرزن	pedaršaʋhar, pedarzan	Persons	Marriage relation	
Anonby-2018-1500-284	284	1050	MOTHER-IN-LAW	mother-in-law	مادرشوهر، مادرزن 	mādaršaʋhar, mādarzan	Persons	Marriage relation	
Anonby-2018-1500-285	285	2314	BROTHER-IN-LAW	brother-in-law	برادرشوهر، برادرزن، شوهر خواهر، باجناق (شوهرِ خواهر زن)	barādaršaʋhar, barādarzan, šoharxāhar, bājenāġ (šaʋhar-e xāharzan)	Persons	Marriage relation	
Anonby-2018-1500-286	286	2317	SISTER-IN-LAW	sister-in-law	خواهرشوهر، خواهرزن، زن برادر، هم عروس (جاری، خانمِ برادر شوهر)	xāharšohar, xāharzan, zanbarādar, hamarus (jāri, xānom-e barādaršohar)	Persons	Marriage relation	
Anonby-2018-1500-287	287	1056	SON-IN-LAW	son-in-law	داماد	dāmād	Persons	Marriage relation	
Anonby-2018-1500-288	288	1057	DAUGHTER-IN-LAW	daughter-in-law	عروس	arus	Persons	Marriage relation	
Anonby-2018-1500-289	289	1149	ORPHAN	orphan	یتیم	yatim	Persons	Marriage relation	
Anonby-2018-1500-290	290			fiancé (betrothed boyfriend)	نامزد (مرد)	nāmzad (mard)	Persons	Marriage relation	
Anonby-2018-1500-291	291			fiancée (betrothed girlfriend)	نامزد (زن)	nāmzad (zan)	Persons	Marriage relation	
Anonby-2018-1500-292	292	1549	TRIBE	tribe	ایل، قبیله	il, ġabile	Persons	Relations, extended and social	
Anonby-2018-1500-293	293	302	CLAN	clan	طایفه	tāyefe	Persons	Relations, extended and social	
Anonby-2018-1500-294	294	194	FAMILY	family	خانواده	xāneʋāde	Persons	Relations, extended and social	
Anonby-2018-1500-295	295	1325	FRIEND	friend	دوست	dust	Persons	Relations, extended and social	
Anonby-2018-1500-296	296	1332	NEIGHBOUR	neighbour	همسایه	hamsāye	Persons	Relations, extended and social	
Anonby-2018-1500-297	297			acquaintance	آشنا	āšna	Persons	Relations, extended and social	
Anonby-2018-1500-298	298	1545	HOST	host	میزبان	mizbān	Persons	Relations, extended and social	
Anonby-2018-1500-299	299	1782	GUEST	guest, visitor	مهمان	mehmān	Persons	Relations, extended and social	
Anonby-2018-1500-300	300	791	STRANGER	stranger (unknown person)	غریبه	ġaribe	Persons	Relations, extended and social	
Anonby-2018-1500-301	301	1358	ENEMY	enemy	دشمن	došman	Persons	Relations, extended and social	
Anonby-2018-1500-302	302			traitor	خائن	xā’en	Persons	Relations, extended and social	
Anonby-2018-1500-303	303	1160	THIEF	thief 	دزد	dozd	Persons	Relations, extended and social	
Anonby-2018-1500-304	304	979	FARMER	farmer	کشاورز، دهقان	kešāʋarz, dehġān	Persons	Professions	
Anonby-2018-1500-305	305	1858	FISHERMAN	fisherman	ماهیگیر	māhigir	Persons	Professions	
Anonby-2018-1500-306	306	1053	HUNTER	hunter	شکارچی	šekārči	Persons	Professions	
Anonby-2018-1500-307	307	1001	BLACKSMITH	blacksmith	آهنگر	āhangar	Persons	Professions	
Anonby-2018-1500-308	308	359	POTTER	potter	کوزه گر	kuzegar	Persons	Professions	
Anonby-2018-1500-309	309	2569	BUTCHER	butcher (n.)	قصاب	ġasāb	Persons	Professions	
Anonby-2018-1500-310	310			trader	تاجر	tājer	Persons	Professions	
Anonby-2018-1500-311	311	1941	SOLDIER	soldier	سرباز	sarbāz	Persons	Professions	
Anonby-2018-1500-312	312	3859	MIDWIFE	midwife	ماما	māmā	Persons	Professions	
Anonby-2018-1500-313	313	394	SHAMAN (FOLK HEALER)	traditional healer	حکیم	hakim	Persons	Professions	
Anonby-2018-1500-314	314	823	SORCERER	sorcerer (male)	جادوگر	jādugar	Persons	Professions	
Anonby-2018-1500-315	315	824	WITCH	witch (female)	(زنِ) جادوگر	(zan-e) jādugar	Persons	Professions	
Anonby-2018-1500-316	316			fortune-teller, diviner	فالگیر	fālgir	Persons	Professions	
Anonby-2018-1500-317	317	1831	MEET	meet (v.), encounter (v.)	ملاقات کردن، برخورد کردن، روبرو شدن	molāġat kardan, barxord kardan, ru be ru šodan	Personal interaction	Associations of persons	
Anonby-2018-1500-318	318	1542	ACCOMPANY	accompany	همراه بودن، همراهی کردن	hamrāh budan, hamrāhi kardan	Personal interaction	Associations of persons	
Anonby-2018-1500-319	319	2482	TOGETHER	together	باهمدیگر، با یکدیگر	bā hamdigar, bā yakdigar	Personal interaction	Associations of persons	
Anonby-2018-1500-320	320	3638	ASSEMBLE (GET TOGETHER)	assemble, meet together	(دورِهم) جمع شدن، ملاقات کردن	(daʋr-e ham) jam’ šodan	Personal interaction	Associations of persons	
Anonby-2018-1500-321	321	1611	INVITE	invite	دعوت کردن	da’ʋat kardan	Personal interaction	Associations of persons	
Anonby-2018-1500-322	322	1964	ALONE	alone	تنها	tanhā	Personal interaction	Associations of persons	
Anonby-2018-1500-323	323	1097	ABANDON	abandon	ترک کردن	tark kardan	Personal interaction	Associations of persons	
Anonby-2018-1500-324	324	2142	RUN AWAY	flee, run away from	فرار کردن، گریختن	farār kardan, gorixtan	Personal interaction	Associations of persons	
Anonby-2018-1500-325	325	30	DISPEL	drive away (tr.)	راندن	rāndan	Personal interaction	Associations of persons	
Anonby-2018-1500-326	326	3639	AVOID	avoid	دوری کردن، اجتناب کردن، پرهیز* کردن	duri kardan, ejtenāb kardan, parhiz kardan	Personal interaction	Associations of persons	
Anonby-2018-1500-327	327	200	SAME	same	یکسان	yaksān	Personal interaction	Associations of persons	
Anonby-2018-1500-328	328	2504	DIFFERENT	different	مختلف، متفاوت	moxtalef, motafāʋet	Personal interaction	Associations of persons	
Anonby-2018-1500-329	329	1777	RESEMBLE	resemble	مانند بودن، شبیه بودن	mānand budan, šabih budan	Personal interaction	Associations of persons	
Anonby-2018-1500-330	330	117	IMITATE	imitate	تقلید کردن	taġlid kardan	Personal interaction	Associations of persons	
Anonby-2018-1500-331	331	764	SUIT	befit, suit	مناسب بودن، درخور بودن، اندازه بودن	monāseb budan, darxor budan, andāze budan	Personal interaction	Associations of persons	
Anonby-2018-1500-332	332	1307	LANGUAGE	language	زبان	zabān	Personal interaction	Speech, language	
Anonby-2018-1500-333	333	1599	WORD	word	لغت، کلمه	loġat, kalame	Personal interaction	Speech, language	
Anonby-2018-1500-334	334	2950	MEANING	meaning (n.)	معنی، معنا	māni, ma’nā	Personal interaction	Speech, language	
Anonby-2018-1500-335	335	1458	SAY	say	گفتن	goftan	Personal interaction	Speech, language	
Anonby-2018-1500-336	336	1363	VOICE	voice	صدا	sedā	Personal interaction	Speech, language	
Anonby-2018-1500-337	337	1623	SPEAK	speak, talk	صحبت کردن، حرف زدن، سخن گفتن	sohbat kardan, harf zadan, soxan goftan	Personal interaction	Speech, language	
Anonby-2018-1500-338	338	55	WHISPER	whisper (v.)	پچ پچ کردن	pečpeč kardan	Personal interaction	Speech, language	
Anonby-2018-1500-339	339	715	SHOUT	shout (v.), cry out	داد زدن	dād zadan	Personal interaction	Speech, language	
Anonby-2018-1500-340	340	1866	STUTTER	stutter	لکنت داشتن	loknat dāštan	Personal interaction	Speech, language	
Anonby-2018-1500-341	341			eloquent	فصیح، سخنور	fasih, soxanʋar	Personal interaction	Speech, language	
Anonby-2018-1500-342	342	48	BE SILENT	silent	ساکت	sāket	Personal interaction	Speech, language	
Anonby-2018-1500-343	343	3552	GREET	greet (v.)	سلام کردن، سلام علیک کردن	salām kardan, salāmalayk kardan	Personal interaction	Speech, language	Greeting
Anonby-2018-1500-344	344	1084	CALL	call (someone)	صدا کردن، صدا زدن	sedā kardan, sedā zadan	Personal interaction	Speech, language	Greeting
Anonby-2018-1500-345	345			say goodbye, take leave of	خداحافظی کردن	xodāhāfezi kardan	Personal interaction	Speech, language	Greeting
Anonby-2018-1500-346	346	9	ANNOUNCE	announce	خبر دادن، اعلان کردن، اعلام کردن	xabar dādan, e’lān kardan, e’lām kardan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-347	347			announcement	خبر، اعلان، اعلامیه	xabar, e’lān, e’lāmiye	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-348	348	2964	NEWS	news	خبر، اخبار	xabar, axbār	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-349	349	1626	EXPLAIN	explain	توضیح دادن	taʋzih dādan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-350	350			advise	پند دادن، نصیحت کردن	pand dādan, nasihat kardan 	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-351	351	3640	GOSSIP	gossip (v.)	غیبت کردن	ġaybat kardan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-352	352	2826	LIE (FALSEHOOD)	lie (n.) (falsehood)	دروغ	doruġ	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-353	353	1828	ASK (REQUEST)	ask, request	تقاضا کردن، خواستن، درخواست کردن	taġāzā kardan, xāstan, darxāst kardan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-354	354			plead, implore	التماس کردن	eltemās kardan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-355	355			request (n.)	تقاضا، درخواست	taġāzā, darxāst	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-356	356	1275	ANSWER	answer, reply (v.)	جواب دادن، پاسخ دادن	jaʋāb dādan, pāsox dādan 	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-357	357	2412	THANK (SOMBEODY)	thank	تشکر کردن	tašakkor kardan	Personal interaction	Speech, language	Information and questions
Anonby-2018-1500-358	358			promise (n.)	قول	ġaʋl	Personal interaction	Speech, language	Promise
Anonby-2018-1500-359	359	1712	OATH	oath	قسم، سوگند	ġasam, saʋgand	Personal interaction	Speech, language	Promise
Anonby-2018-1500-360	360	1939	SWEAR	swear	قسم خوردن، سوگند خوردن	ġasam xordan, saʋgand xordan	Personal interaction	Speech, language	Promise
Anonby-2018-1500-361	361	3204	INSULT	insult (v.)	توهین کردن	taʋhin kardan	Personal interaction	Speech, language	Strife and praise
Anonby-2018-1500-362	362			insult (n.)	توهین	taʋhin	Personal interaction	Speech, language	Strife and praise
Anonby-2018-1500-363	363	3641	SLANDER	slander (v.)	تهمت زدن	tohmat zadan	Personal interaction	Speech, language	Strife and praise
Anonby-2018-1500-364	364	1192	THREATEN	threaten	تهدید کردن	tahdid kardan	Personal interaction	Speech, language	Strife and praise
Anonby-2018-1500-365	365	3642	COMPLAIN	grumble, complain	شکایت کردن	šekāyat kardan	Personal interaction	Speech, language	Strife and praise
Anonby-2018-1500-366	366	1814	ACCUSE	accuse	متهم کردن	motaham kardan	Personal interaction	Speech, language	Strife and praise
