ID	NUMBER	ENGLISH	CHINESE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Wang-2004-500-78	78	louse	虱子	1392	LOUSE
Wang-2004-500-79	79	fly(insect)	苍蝇	1504	FLY (INSECT)
Wang-2004-500-80	80	mosquito	蚊子	1509	MOSQUITO
Wang-2004-500-81	81	earthworm	蚯蚓	2350	EARTHWORM
Wang-2004-500-82	82	leech	水蛭	949	WATER LEECH
Wang-2004-500-83	83	insect,bug	虫	1027	BUG
Wang-2004-500-84	84	egg	蛋	744	EGG
Wang-2004-500-85	85	wing(bird)	翅膀	1257	WING
Wang-2004-500-86	86	feather,hair	毛	1201	FEATHER
Wang-2004-500-87	87	horn	角	1393	HORN (ANATOMY)
Wang-2004-500-88	88	tail	尾巴	1220	TAIL
Wang-2004-500-89	89	tree	树	906	TREE
Wang-2004-500-90	90	pine tree	松树	1740	PINE
Wang-2004-500-91	91	willow	柳树	818	WILLOW
Wang-2004-500-92	92	bamboo	竹子	1927	BAMBOO
Wang-2004-500-93	93	paddy field	水稻	3390	WILD RICE
Wang-2004-500-94	94	corn,maize	玉米	506	MAIZE
Wang-2004-500-95	95	barley	大麦	932	BARLEY
Wang-2004-500-96	96	buckwheat	荞	2040	BUCKWHEAT
Wang-2004-500-97	97	taro	芋头	351	TARO
Wang-2004-500-98	98	cotton	棉花	1850	COTTON
Wang-2004-500-99	99	hemp	麻	2041	HEMP
Wang-2004-500-100	100	bean	豆子	832	BEAN
Wang-2004-500-101	101	pea	豌豆	2025	PEA
Wang-2004-500-102	102	soybean	黄豆	2028	SOYA BEAN
Wang-2004-500-103	103	pumpkin	南瓜	864	PUMPKIN
Wang-2004-500-104	104	cucumber	黄瓜	496	CUCUMBER
Wang-2004-500-105	105	vegetable	菜	924	VEGETABLES
Wang-2004-500-106	106	chilli pepper	辣子	919	CHILI PEPPER
Wang-2004-500-107	107	pepper	花椒	1385	PEPPER
Wang-2004-500-108	108	walnut	核桃	2042	WALNUT
Wang-2004-500-109	109	peach	桃子	2043	PEACH
Wang-2004-500-110	110	pear	梨子	922	PEAR
Wang-2004-500-111	111	persimmon	柿子	2044	PERSIMMON
Wang-2004-500-112	112	grass	草	606	GRASS
Wang-2004-500-113	113	mushroom	菌子	641	MUSHROOM
Wang-2004-500-114	114	seed	种子	714	SEED
Wang-2004-500-115	115	root	根	670	ROOT
Wang-2004-500-116	116	leaf	叶	628	LEAF
Wang-2004-500-117	117	shoot,sprout	芽	3358	SPROUT (SHOOT)
Wang-2004-500-118	118	flower	花	239	FLOWER
Wang-2004-500-119	119	fruit	果	1507	FRUIT
Wang-2004-500-120	120	pit,stone	核	1762	STONE (OF FRUIT)
Wang-2004-500-121	121	peel,husk	皮	275	PEEL
Wang-2004-500-122	122	thorn	刺	124	THORN
Wang-2004-500-123	123	body	身体	1480	BODY
Wang-2004-500-124	124	head	头	1256	HEAD
Wang-2004-500-125	125	hair	头发	2648	HAIR (HEAD)
Wang-2004-500-126	126	face	脸	1560	FACE
Wang-2004-500-127	127	eye	眼	1248	EYE
Wang-2004-500-128	128	nose	鼻子	1221	NOSE
Wang-2004-500-129	129	ear	耳朵	1247	EAR
Wang-2004-500-130	130	mouth	嘴	674	MOUTH
Wang-2004-500-131	131	tooth	牙	1380	TOOTH
Wang-2004-500-132	132	tongue	舌头	1205	TONGUE
Wang-2004-500-133	133	beard,moustache	胡子	678	BEARD
Wang-2004-500-134	134	neck	脖子	1333	NECK
Wang-2004-500-135	135	hand	手	1277	HAND
Wang-2004-500-136	136	finger	手指	1303	FINGER
Wang-2004-500-137	137	fingernail	指甲	1258	FINGERNAIL
Wang-2004-500-138	138	breast	乳房	1402	BREAST
Wang-2004-500-139	139	belly,stomach	肚子	1251	BELLY
Wang-2004-500-140	140	navel	肚脐	1838	NAVEL
Wang-2004-500-141	141	waist	腰	1681	WAIST
Wang-2004-500-142	142	foot	脚	1301	FOOT
Wang-2004-500-143	143	knee	膝盖	1371	KNEE
Wang-2004-500-144	144	bone	骨头	1394	BONE
Wang-2004-500-145	145	blood	血	946	BLOOD
Wang-2004-500-146	146	kidney	肾脏	489	KIDNEY
Wang-2004-500-147	147	intestine,gut	肠子	1991	INTESTINES
Wang-2004-500-148	148	stomach	胃	819	STOMACH
Wang-2004-500-149	149	heart	心	1223	HEART
Wang-2004-500-150	150	liver	肝	1224	LIVER
Wang-2004-500-151	151	lung	肺	688	LUNG
Wang-2004-500-152	152	sweat	汗	125	SWEAT (SUBSTANCE)
Wang-2004-500-153	153	faeces	屎	675	FAECES (EXCREMENT)
Wang-2004-500-154	154	urine	尿	1142	URINE
Wang-2004-500-155	155	person	人	683	PERSON
Wang-2004-500-156	156	woman	女人	962	WOMAN
Wang-2004-500-157	157	old person	老人	725	OLD PERSON
Wang-2004-500-158	158	child	儿童	1304	CHILD (YOUNG HUMAN)
Wang-2004-500-159	159	ancestor	祖宗	1669	ANCESTORS
Wang-2004-500-160	160	grandfather	祖父	1383	GRANDFATHER
Wang-2004-500-161	161	grandmother	祖母	1496	GRANDMOTHER
Wang-2004-500-162	162	father	父亲	1217	FATHER
Wang-2004-500-163	163	mother	母亲	1216	MOTHER
Wang-2004-500-164	164	wife	妻子	1199	WIFE
Wang-2004-500-165	165	son	儿子	1620	SON
Wang-2004-500-166	166	daughter	女儿	1357	DAUGHTER
Wang-2004-500-167	167	family	家	194	FAMILY
Wang-2004-500-168	168	house	房	1252	HOUSE
Wang-2004-500-169	169	village	村子	930	VILLAGE
Wang-2004-500-170	170	market	街子	633	MARKET
Wang-2004-500-171	171	road	路	667	ROAD
Wang-2004-500-172	172	bridge	桥	1011	BRIDGE
Wang-2004-500-173	173	wall	墙	933	WALL (OF HOUSE)
Wang-2004-500-174	174	pillar,column	柱子	2045	COLUMN
Wang-2004-500-175	175	door(cattle)	门	1567	DOOR
Wang-2004-500-176	176	stall	圈（牛圈）	851	STABLE
Wang-2004-500-177	177	clothing	衣服	1895	CLOTHES
Wang-2004-500-178	178	trousers	裤	809	TROUSERS
Wang-2004-500-179	179	apron	围腰	2046	APRON
Wang-2004-500-180	180	turban,headdress	包头	331	HEADDRESS
Wang-2004-500-181	181	cap,hat	帽子	771	HAT
Wang-2004-500-182	182	earring	耳环	770	EARRING
Wang-2004-500-183	183	bracelet	手镯	1754	BRACELET
Wang-2004-500-184	184	bamboo hat	斗笠	2160	BAMBOO HAT
Wang-2004-500-185	185	palm bark rain cape	蓑衣		
Wang-2004-500-186	186	rain cape	鞋	1662	CAPE
Wang-2004-500-187	187	shoe,straw sandal	草鞋	2047	STRAW SANDAL
Wang-2004-500-188	188	straw mat	草席	195	MAT
Wang-2004-500-189	189	quilt	被子	2048	QUILT
Wang-2004-500-190	190	cloth	布	1616	CLOTH
Wang-2004-500-191	191	hemp cloth	麻布	2161	HEMP CLOTH
Wang-2004-500-192	192	uncooked rice	米	3289	UNCOOKED RICE
Wang-2004-500-193	193	cooked rice	饭	1191	COOKED RICE
Wang-2004-500-194	194	congee	稀饭	2049	CONGEE
Wang-2004-500-195	195	breakfast	早饭	1322	BREAKFAST
Wang-2004-500-196	196	lunch	午饭	768	LUNCH
Wang-2004-500-197	197	dinner(evening meal)	晚饭	1833	DINNER (SUPPER)
Wang-2004-500-198	198	animal oil	动物油(脂肪)	1282	FAT (FROM ANIMALS)
Wang-2004-500-199	199	vegetable oil	植物油	2555	OIL (FROM PLANTS)
Wang-2004-500-200	200	salt	盐	1274	SALT
Wang-2004-500-201	201	meat	肉	634	MEAT
Wang-2004-500-202	202	cooked food	菜（熟菜）	256	FOOD
Wang-2004-500-203	203	soup	汤	1547	SOUP
Wang-2004-500-204	204	alcohol(drink)	酒	2050	ALCOHOL (DRINK)
Wang-2004-500-205	205	tea(drink)	茶	1373	TEA
Wang-2004-500-206	206	brown sugar	红糖	862	SUGAR
Wang-2004-500-207	207	knife	刀	1352	KNIFE
Wang-2004-500-208	208	hoe	锄头	284	HOE
Wang-2004-500-209	209	plough (implement)	犁	2154	PLOUGH (INSTRUMENT)
Wang-2004-500-210	210	mill,grind	磨	636	MILL
Wang-2004-500-211	211	sieve	筛子	3353	SIEVE (TOOL)
Wang-2004-500-212	212	broom	扫帚	245	BROOM
Wang-2004-500-213	213	dustpan	簸箕	2051	DUSTPAN
Wang-2004-500-214	214	bucket	桶	2052	BUCKET
Wang-2004-500-215	215	basin	盆	915	SINK (BASIN)
Wang-2004-500-216	216	small bowl	小碗	2053	SMALL BOWL
Wang-2004-500-217	217	chopstick	筷子	1987	CHOPSTICKS
Wang-2004-500-218	218	clay,pot	土罐	2055	CLAY POT
Wang-2004-500-219	219	bottle	瓶子	1321	BOTTLE
Wang-2004-500-220	220	wok	锅（扁锅）	2056	WOK
Wang-2004-500-221	221	stove	灶	859	STOVE
Wang-2004-500-222	222	firewood	柴	10	FIREWOOD
Wang-2004-500-223	223	animal faeces,dung	粪	2057	DUNG (ANIMAL FAECES)
Wang-2004-500-224	224	table	桌子	1775	TABLE
Wang-2004-500-225	225	stool,low chair	凳子	2058	STOOL
Wang-2004-500-226	226	bed	床	1663	BED
Wang-2004-500-227	227	stairs	楼梯	34	STAIRS
Wang-2004-500-228	228	ladder	木梯	1464	LADDER
Wang-2004-500-229	229	lock	锁	1596	LOCK
Wang-2004-500-230	230	key	钥匙	1472	KEY
Wang-2004-500-231	231	mirror	镜子	1171	MIRROR
Wang-2004-500-232	232	comb	梳子	1475	COMB
Wang-2004-500-233	233	scissors	剪刀	356	SHEARS
Wang-2004-500-234	234	paper	纸	648	PAPER
Wang-2004-500-235	235	pen	笔	794	PEN
Wang-2004-500-236	236	book	书本	963	BOOK
Wang-2004-500-237	237	folk song	民歌	2059	FOLK SONG
Wang-2004-500-238	238	dance	舞蹈	1879	DANCE
Wang-2004-500-239	239	story	故事	2060	STORY
Wang-2004-500-240	240	word,speech	话	1115	SPEECH
Wang-2004-500-241	241	sound,voice	声音	1811	SOUND OR NOISE
Wang-2004-500-242	242	name	名字	1405	NAME
Wang-2004-500-243	243	thing	东西	738	THING
Wang-2004-500-244	244	matter	事情	2214	AFFAIR
Wang-2004-500-245	245	deity,spirit	神	3231	DEITY
Wang-2004-500-246	246	ghost	鬼	1175	GHOST
Wang-2004-500-247	247	Buddha	佛	2061	BUDDHA
Wang-2004-500-248	248	soul	魂	811	SOUL
Wang-2004-500-249	249	strength	力气	202	STRENGTH
Wang-2004-500-250	250	money	钱	1559	MONEY
Wang-2004-500-251	251	price,cost	价钱	242	COST
Wang-2004-500-252	252	interest	利息	2062	INTEREST
Wang-2004-500-253	253	salary,pay	工钱	718	PAY
Wang-2004-500-254	254	medicine	药	1372	MEDICINE
Wang-2004-500-255	255	look	看	1819	LOOK
Wang-2004-500-256	256	see	见	1409	SEE
Wang-2004-500-257	257	close(eyes)	闭（眼）	2063	CLOSE (EYES)
Wang-2004-500-258	258	listen	听	1608	LISTEN
Wang-2004-500-259	259	smell(vb)	臭、闻	1586	SMELL (PERCEIVE)
Wang-2004-500-260	260	eat	吃	1336	EAT
Wang-2004-500-261	261	drink	喝	1401	DRINK
Wang-2004-500-262	262	bite	咬	1403	BITE
Wang-2004-500-263	263	chew	嚼	321	CHEW
Wang-2004-500-264	264	spit	吐（痰）	1440	SPIT
Wang-2004-500-265	265	vomit	呕吐	1278	VOMIT
Wang-2004-500-266	266	blow	吹	176	BLOW (WITH MOUTH)
Wang-2004-500-267	267	read	读	724	READ
Wang-2004-500-268	268	shout	喊	715	SHOUT
Wang-2004-500-269	269	hold	拿	1448	HOLD
Wang-2004-500-270	270	hit(table)	拍（桌子）	1433	HIT
Wang-2004-500-271	271	pick(fruit)	摘（果子）	2148	PICK
Wang-2004-500-272	272	twist(rope)	搓（绳子）	3236	TWIST (TOGETHER)
Wang-2004-500-273	273	pick up from ground(grain)	拾（谷子）	371	PICK UP
Wang-2004-500-274	274	scatter(seeds)	播（种）	2064	SCATTER (SEEDS)
Wang-2004-500-275	275	pull	拉	1455	PULL
Wang-2004-500-276	276	push	推	1452	PUSH
Wang-2004-500-277	277	kick	踢	1135	KICK
Wang-2004-500-278	278	kneel	跪	66	KNEEL
Wang-2004-500-279	279	step on	踩	2065	STEP (VERB)
Wang-2004-500-280	280	ride	骑	367	RIDE
Wang-2004-500-281	281	walk	走	1443	WALK
Wang-2004-500-282	282	sit	坐	1649	SIT DOWN
Wang-2004-500-283	283	carry(thing) on back	背（物）	465	CARRY ON BACK
Wang-2004-500-284	284	carry person on back	背（人）	2153	CARRY PERSON ON BACK
Wang-2004-500-285	285	fall down	跌倒	1280	FALL
Wang-2004-500-286	286	climb	爬	1102	CLIMB
Wang-2004-500-287	287	rest	休息	168	REST
Wang-2004-500-288	288	sleep	睡	2972	SLEEP (STATE)
Wang-2004-500-289	289	wake up	醒	1602	WAKE UP
Wang-2004-500-290	290	do(work)	做（活）	813	DO
Wang-2004-500-291	291	labour	劳动	984	WORK (LABOUR)
Wang-2004-500-292	292	plough(field)	犁（田）	1921	PLOUGH
Wang-2004-500-293	293	plant(seed)	栽种	1486	PLANT (SOMETHING)
Wang-2004-500-294	294	cut,reap	割	1432	CUT
Wang-2004-500-295	295	chop(firewood)	砍（柴）	3151	CUT (WITH AXE)
Wang-2004-500-296	296	pull up(rice seedlings)	拔（秧）	2066	PULL UP (RICE SEEDLINGS)
Wang-2004-500-297	297	put out to pasture	放牧	2031	PUT OUT TO PASTURE
Wang-2004-500-298	298	feed(fatten up)	喂（催膘）	739	FEED
Wang-2004-500-299	299	lead(cow)	牵（牛）	43	LEAD (GUIDE)
Wang-2004-500-300	300	weave(cloth)	织（布）	133	WEAVE
Wang-2004-500-301	301	buy	买	1869	BUY
Wang-2004-500-302	302	sell	卖	1571	SELL
Wang-2004-500-303	303	call(name)	称	180	CALL BY NAME
Wang-2004-500-304	304	teach	教	709	TEACH
Wang-2004-500-305	305	write	写	1672	WRITE
Wang-2004-500-306	306	stick,glue	贴	254	STICKING
Wang-2004-500-307	307	steam(yams)	煮（洋芋）	2067	STEAM (VERB)
Wang-2004-500-308	308	stir-fry	炒	991	FRY
Wang-2004-500-309	309	shallow fry	煎	2162	STIR FRY
Wang-2004-500-310	310	braise	蒸	2068	BRAISE (VERB)
Wang-2004-500-311	311	soak(seeds)	浸（种）	2069	SOAK (VERB)
Wang-2004-500-312	312	boil(water)	沸（水开）	792	BOIL (OF LIQUID)
Wang-2004-500-313	313	cut(with knife)	切	2156	CUT (WITH KNIFE)
Wang-2004-500-314	314	chop	剁	2149	CHOP (INTO PIECES)
Wang-2004-500-315	315	cut(with scissors)	剪	2155	CUT (WITH SCISSORS)
Wang-2004-500-316	316	grind(wheat)	磨（面）	1033	GRIND
Wang-2004-500-317	317	wear(hat)	戴（帽）	3428	WEAR (ON HEAD)
Wang-2004-500-318	318	hang out(clothes)	晾（衣）	357	HANG UP
Wang-2004-500-319	319	dry(sthg) in sun	晒	3364	DRY IN SUN
Wang-2004-500-320	320	wash	洗	1453	WASH
Wang-2004-500-321	321	shave(head)	剃（头）	231	SHAVE
Wang-2004-500-322	322	comb(hair)	梳（头）	2070	COMB (VERB)
Wang-2004-500-323	323	sweep	扫（地）	230	SWEEP
Wang-2004-500-324	324	open(door)	开（门）	1156	OPEN
Wang-2004-500-325	325	lay aside	放置	2071	LAY (VERB)
Wang-2004-500-326	326	hide	藏	2485	HIDE (ONESELF)
Wang-2004-500-327	327	pile up	堆（放）	1576	PILE UP
Wang-2004-500-328	328	light(lamp)	点（灯）	737	LIGHT (IGNITE)
Wang-2004-500-329	329	receive	收	694	GET
Wang-2004-500-330	330	lose(can't find)	遗失	1660	LOSE
Wang-2004-500-331	331	look for	寻找	1468	LOOK FOR
Wang-2004-500-332	332	use	用（使用）	2072	USE (VERB)
Wang-2004-500-333	333	play	玩耍	1413	PLAY
Wang-2004-500-334	334	ask	问	1309	ASK (INQUIRE)
Wang-2004-500-335	335	answer	答	1275	ANSWER
Wang-2004-500-336	336	tell	告诉	1711	TELL
Wang-2004-500-337	337	quarrel	骂架	1848	QUARREL
Wang-2004-500-338	338	help	帮助	1897	HELP
Wang-2004-500-339	339	meet	遇见	1831	MEET
Wang-2004-500-340	340	flee	逃	956	FLEE
Wang-2004-500-341	341	chase	追	1047	PURSUE
Wang-2004-500-342	342	rob	抢	2073	ROB (VERB)
Wang-2004-500-343	343	steal	偷	713	STEAL
Wang-2004-500-344	344	deceive,cheat	骗	1902	BETRAY
Wang-2004-500-345	345	angry	生气	2223	BE ANGRY
Wang-2004-500-346	346	hate	恨	1607	HATE
Wang-2004-500-347	347	fear	怕	1419	FEAR (BE AFRAID)
Wang-2004-500-348	348	laugh	笑	1355	LAUGH
Wang-2004-500-349	349	cry	哭	1839	CRY
Wang-2004-500-350	350	love	爱	923	LOVE
Wang-2004-500-351	351	like	喜欢	1117	LIKE
Wang-2004-500-352	352	believe	相信	1890	BELIEVE
Wang-2004-500-353	353	know	知道	1410	KNOW (SOMETHING)
Wang-2004-500-354	354	guess	猜	1932	GUESS
Wang-2004-500-355	355	remember	记得	707	REMEMBER
Wang-2004-500-356	356	forget	忘记	1523	FORGET
Wang-2004-500-357	357	think	想	2271	THINK
Wang-2004-500-358	358	want	要	1784	WANT
Wang-2004-500-359	359	must	得	971	MUST
Wang-2004-500-360	360	able to	会	972	BE ABLE
Wang-2004-500-361	361	is	是	1579	BE
Wang-2004-500-362	362	there is	有	2152	THERE IS OR THERE ARE
Wang-2004-500-363	363	come	来	1446	COME
Wang-2004-500-364	364	go	去	695	GO
Wang-2004-500-365	365	return	回	581	COME BACK
Wang-2004-500-366	366	to(reach)	到	1387	ARRIVE
Wang-2004-500-367	367	up(mountain)	上（山）	705	GO UP (ASCEND)
Wang-2004-500-368	368	down(mountain)	下（山）	2014	GO DOWN (DESCEND)
Wang-2004-500-369	369	go out	出（出去）	1107	GO OUT
Wang-2004-500-370	370	go in	进（进来）	749	ENTER
Wang-2004-500-371	371	drop,fall	掉	750	DROP
Wang-2004-500-372	372	snap,break in two	断	2558	BREAK (CLEAVE)
Wang-2004-500-373	373	break,cleave	破	680	BREAK (DESTROY OR GET DESTROYED)
Wang-2004-500-374	374	marry(of woman)	嫁	2163	MARRY (AS WOMAN)
Wang-2004-500-375	375	marry(of man)	娶	2164	MARRY (AS MAN)
Wang-2004-500-376	376	give birth	分娩	1195	GIVE BIRTH
Wang-2004-500-377	377	grow(of people)	长（长大）	552	GROW UP
Wang-2004-500-378	378	be sick,ill	病	1847	SICK
Wang-2004-500-379	379	shiver	发抖	52	SHIVER
Wang-2004-500-380	380	swell	肿	1573	SWELL
Wang-2004-500-381	381	die	死	1494	DIE
Wang-2004-500-382	382	bark(of dog)	吠	1206	BARKING
Wang-2004-500-383	383	crow(noise of cock)	啼(鸡鸣)	2074	CROW (VERB)
Wang-2004-500-384	384	incubate	孵	2075	BROOD (VERB)
Wang-2004-500-385	385	sprout(vb)	发(芽)	2076	SPROUT (VERB)
Wang-2004-500-386	386	big	大	1202	BIG
Wang-2004-500-387	387	small	小	1246	SMALL
Wang-2004-500-388	388	high,tall	高	711	TALL
Wang-2004-500-389	389	low	底	721	LOW
Wang-2004-500-390	390	long	长	1203	LONG
Wang-2004-500-391	391	short	短	1645	SHORT
Wang-2004-500-392	392	thick,coarse	粗	2151	COARSE
Wang-2004-500-393	393	fine,thin	细	2157	FINE OR THIN
Wang-2004-500-394	394	thick	厚	1244	THICK
Wang-2004-500-395	395	thin,flimsy	薄	2306	THIN (OF LEAF AND CLOTH)
Wang-2004-500-396	396	far	远	1406	FAR
Wang-2004-500-397	397	near	近	1942	NEAR
Wang-2004-500-398	398	much,many	多	1198	MANY
Wang-2004-500-399	399	few	少	1242	FEW
Wang-2004-500-400	400	straight	直	1404	STRAIGHT
Wang-2004-500-401	401	light(not heavy)	轻	1052	LIGHT (WEIGHT)
Wang-2004-500-402	402	heavy	重	1210	HEAVY
Wang-2004-500-403	403	hard	硬	1884	HARD
Wang-2004-500-404	404	light,bright	亮	679	BRIGHT
Wang-2004-500-405	405	dark	暗	706	DARK
Wang-2004-500-406	406	red	红	156	RED
Wang-2004-500-407	407	yellow	黄	1424	YELLOW
Wang-2004-500-408	408	blue	蓝	837	BLUE
Wang-2004-500-409	409	white	白	1335	WHITE
Wang-2004-500-410	410	black	黑	163	BLACK
Wang-2004-500-411	411	green	绿	1425	GREEN
Wang-2004-500-412	412	full	满	1429	FULL
Wang-2004-500-413	413	fat(pig)	肥(猪)	1279	FAT (OBESE)
Wang-2004-500-414	414	clean	干净	704	CLEAN
Wang-2004-500-415	415	old	老	2112	OLD (AGED)
Wang-2004-500-416	416	good	好	1035	GOOD
Wang-2004-500-417	417	bad	坏	1292	BAD
Wang-2004-500-418	418	slow	慢	701	SLOW
Wang-2004-500-419	419	dry	干	1398	DRY
Wang-2004-500-420	420	wet	湿	1726	WET
Wang-2004-500-421	421	new	新	1231	NEW
Wang-2004-500-422	422	old	旧	2113	OLD (USED)
Wang-2004-500-423	423	raw	生	1959	RAW
Wang-2004-500-424	424	cooked	熟	269	COOKED
Wang-2004-500-425	425	sharp(knife)	快(刀)	1396	SHARP
Wang-2004-500-426	426	blunt(knife)	钝(刀)	379	BLUNT
Wang-2004-500-427	427	early	早	672	EARLY
Wang-2004-500-428	428	late	迟	477	LATE
Wang-2004-500-429	429	expensive	贵	1426	EXPENSIVE
Wang-2004-500-430	430	cheap	便宜	1887	CHEAP
Wang-2004-500-431	431	easy	容易	686	EASY
Wang-2004-500-432	432	difficult	难	584	DIFFICULT
Wang-2004-500-433	433	hot	热	1286	HOT
Wang-2004-500-434	434	cold	冷	1287	COLD
Wang-2004-500-435	435	warm	暖和	1232	WARM
Wang-2004-500-436	436	sour	酸	1906	SOUR
Wang-2004-500-437	437	sweet	甜	717	SWEET
Wang-2004-500-438	438	bitter	苦	887	BITTER
Wang-2004-500-439	439	hot(spicy)	辣	544	SPICY
Wang-2004-500-440	440	salty	咸	1091	SALTY
Wang-2004-500-441	441	fragrant	香	376	FRAGRANT
Wang-2004-500-442	442	smelly	臭	42	STINKING
Wang-2004-500-443	443	thirsty	渴	847	THIRSTY
Wang-2004-500-444	444	tired	累	1757	TIRED
Wang-2004-500-445	445	painful	痛	1129	PAINFUL
Wang-2004-500-446	446	diligent	勤	2077	DILIGENT
Wang-2004-500-447	447	lazy	懒	1564	LAZY
Wang-2004-500-448	448	poor	穷	1674	POOR
Wang-2004-500-449	449	rich	富	712	RICH
Wang-2004-500-450	450	one	一	1493	ONE
Wang-2004-500-451	451	two	二	1498	TWO
Wang-2004-500-452	452	three	三	492	THREE
Wang-2004-500-453	453	four	四	1500	FOUR
Wang-2004-500-454	454	five	五	493	FIVE
Wang-2004-500-455	455	six	六	1703	SIX
Wang-2004-500-456	456	seven	七	1704	SEVEN
Wang-2004-500-457	457	eight	八	1705	EIGHT
Wang-2004-500-458	458	nine	九	1483	NINE
Wang-2004-500-459	459	ten	十	1515	TEN
Wang-2004-500-460	460	one hundred	一百	1634	HUNDRED
Wang-2004-500-461	461	one thousand	一千	1843	THOUSAND
Wang-2004-500-462	462	ten thousand	一万	2078	TEN THOUSAND
