ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Sun-1991-1255-1	2847	APRIL	1	April
Sun-1991-1255-2	2847	APRIL	2	April (chicken month)
Sun-1991-1255-3	2851	AUGUST	3	August
Sun-1991-1255-4	2851	AUGUST	4	August (bovine month)
Sun-1991-1255-5			5	Chinese
Sun-1991-1255-6	2855	DECEMBER	6	December
Sun-1991-1255-7	2855	DECEMBER	7	December (snake month)
Sun-1991-1255-8	2037	FEBRUARY	8	February
Sun-1991-1255-9	2037	FEBRUARY	9	February (sheep month)
Sun-1991-1255-10	1209	I	10	I
Sun-1991-1255-11	2036	JANUARY	11	January
Sun-1991-1255-12	2036	JANUARY	12	January (horse month)
Sun-1991-1255-13	2850	JULY	13	July
Sun-1991-1255-14	2850	JULY	14	July (rat month)
Sun-1991-1255-15	2849	JUNE	15	June
Sun-1991-1255-16	2849	JUNE	16	June (pig month)
Sun-1991-1255-17	2846	MARCH	17	March
Sun-1991-1255-18	2846	MARCH	18	March (monkey month)
Sun-1991-1255-19	2848	MAY (MONTH)	19	May
Sun-1991-1255-20	2848	MAY (MONTH)	20	May (dog month)
Sun-1991-1255-21			21	NEG
Sun-1991-1255-22			22	NEG+copula
Sun-1991-1255-23			23	NEG+have
Sun-1991-1255-24	2854	NOVEMBER	24	November
Sun-1991-1255-25	2854	NOVEMBER	25	November (dragon)
Sun-1991-1255-26	2853	OCTOBER	26	October
Sun-1991-1255-27	2853	OCTOBER	27	October (rabbit month)
Sun-1991-1255-28	2852	SEPTEMBER	28	September
Sun-1991-1255-29	2852	SEPTEMBER	29	September (tiger month)
Sun-1991-1255-30			30	acre
Sun-1991-1255-31	204	AGAIN	31	again
Sun-1991-1255-32	204	AGAIN	32	again;again
Sun-1991-1255-33	1597	AIRPLANE	33	airplane
Sun-1991-1255-34	1422	BE ALIVE	34	alive
Sun-1991-1255-35	98	ALL	35	all / even
Sun-1991-1255-36			36	also
Sun-1991-1255-37	1826	ANGRY	37	angry
Sun-1991-1255-38	1275	ANSWER	38	answer
Sun-1991-1255-39	587	ANT	39	ant
Sun-1991-1255-40	1673	ARM	40	arm
Sun-1991-1255-41	1673	ARM	41	arm (upper)
Sun-1991-1255-42	1886	ARMPIT	42	armpit
Sun-1991-1255-43	1561	ARMY	43	army
Sun-1991-1255-44	1387	ARRIVE	44	arrive
Sun-1991-1255-45	1387	ARRIVE	45	arrive;arr. throughout the yr
Sun-1991-1255-46	977	ARROW	46	arrow
Sun-1991-1255-47	705	GO UP (ASCEND)	47	ascend
Sun-1991-1255-48	646	ASH	48	ashes
Sun-1991-1255-49	1309	ASK (INQUIRE)	49	ask / inquire
Sun-1991-1255-50	3041	PATERNAL AUNT (FATHER'S OLDER SISTER)	50	aunt (father's elder sister)
Sun-1991-1255-51	3042	MATERNAL AUNT (MOTHER'S OLDER SISTER)	51	aunt (mater., older than mom)
Sun-1991-1255-52	2176	MATERNAL AUNT	52	aunt (maternal)
Sun-1991-1255-53	3043	MATERNAL AUNT (MOTHER'S YOUNGER SISTER)	53	aunt (mother's elder sister)
Sun-1991-1255-54	2175	PATERNAL AUNT	54	aunt (paternal)
Sun-1991-1255-55	2175	PATERNAL AUNT	55	aunt (paternal) direct address
Sun-1991-1255-56	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	56	aunt (paternal, elder)
Sun-1991-1255-57	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	57	aunt (paternal, elder)(direct)
Sun-1991-1255-58	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	58	aunt (paternal, elder)(ref)
Sun-1991-1255-59	2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	59	aunt (wife of maternal uncle)
Sun-1991-1255-60	2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	60	aunt (wife of younger paternal
Sun-1991-1255-61			61	autonym
Sun-1991-1255-62			62	autonym (Burmese)
Sun-1991-1255-63			63	autonym; autonym (ancient)
Sun-1991-1255-64	1276	AUTUMN	64	autumn
Sun-1991-1255-65	677	AXE	65	ax
Sun-1991-1255-66	2910	BACK (DIRECTION)	66	back (direction)
Sun-1991-1255-67	1291	BACK	67	back (of body)
Sun-1991-1255-68	1291	BACK	68	back / waist
Sun-1991-1255-69	1292	BAD	69	bad
Sun-1991-1255-70	1845	BALL	70	ball
Sun-1991-1255-71	1927	BAMBOO	71	bamboo
Sun-1991-1255-72	2548	BARREL	72	bamboo bucket
Sun-1991-1255-73	2494	BAMBOO SHOOT	73	bamboo shoot
Sun-1991-1255-74	1284	BANK	74	bank
Sun-1991-1255-75	1204	BARK	75	bark
Sun-1991-1255-76	932	BARLEY	76	barley
Sun-1991-1255-77	932	BARLEY	77	barley (Tibetan)
Sun-1991-1255-78	2548	BARREL	78	barrel / pail / bucket
Sun-1991-1255-79	2548	BARREL	79	barrel / pail / bucket for water
Sun-1991-1255-80	1539	BASKET	80	basket (bamboo, large)
Sun-1991-1255-81	1793	BAT	81	bat
Sun-1991-1255-82	138	BATHE	82	bathe
Sun-1991-1255-83	1579	BE	83	be / copula
Sun-1991-1255-84	1132	BEAM	84	beam
Sun-1991-1255-85	832	BEAN	85	beans
Sun-1991-1255-86	1820	BEAR	86	bear
Sun-1991-1255-87	3054	BEAR FRUIT	87	bear fruit
Sun-1991-1255-88	678	BEARD	88	beard
Sun-1991-1255-89	1427	BEAUTIFUL	89	beautiful
Sun-1991-1255-90	1663	BED	90	bed
Sun-1991-1255-91	1949	BEDBUG	91	bedbug
Sun-1991-1255-92	1806	BEGIN	92	begin
Sun-1991-1255-93	1806	BEGIN	93	begin (caus.)
Sun-1991-1255-94	1890	BELIEVE	94	believe
Sun-1991-1255-95	2246	BELL	95	bell
Sun-1991-1255-96	1251	BELLY	96	belly
Sun-1991-1255-97	1251	BELLY	97	belly (outside part of body)
Sun-1991-1255-98	1202	BIG	98	big
Sun-1991-1255-99	937	BIRD	99	bird
Sun-1991-1255-100	1195	GIVE BIRTH	100	birth, give
Sun-1991-1255-101			101	birth, give (polite term)
Sun-1991-1255-102			102	birth, give (taboo)
Sun-1991-1255-103	1195	GIVE BIRTH	103	birth, give; give birth (animal)
Sun-1991-1255-104	1403	BITE	104	bite
Sun-1991-1255-105	1403	BITE	105	bite(snake, rat); bite(by dog)
Sun-1991-1255-106	887	BITTER	106	bitter
