ID	NUMBER	ENGLISH	SEMANTIC_FIELD	CONCEPTICON_ID	CONCEPTICON_GLOSS
Gerardi-2022-711-339	339	NAVEL	THE_BODY	1838	NAVEL
Gerardi-2022-711-340	340	NEAR	SPATIAL_RELATIONS	1942	NEAR
Gerardi-2022-711-341	341	NECK	THE_BODY	1333	NECK
Gerardi-2022-711-342	342	NECKLACE	CLOTHING_AND_GROOMING	1961	NECKLACE
Gerardi-2022-711-343	343	NERVE	THE_BODY	2626	NERVE
Gerardi-2022-711-344	344	NET	BASIC_ACTIONS_AND_TECHNOLOGY	2963	NET
Gerardi-2022-711-345	345	NEW	TIME	1231	NEW
Gerardi-2022-711-346	346	NIGHT	TIME	1233	NIGHT
Gerardi-2022-711-347	347	NIGHT MONKEY	ANIMALS		
Gerardi-2022-711-348	348	NIGHTHAWK			
Gerardi-2022-711-349	349	NOSE	THE_BODY	1221	NOSE
Gerardi-2022-711-350	350	NOW	TIME	1376	NOW
Gerardi-2022-711-351	351	OAR	BASIC_ACTIONS_AND_TECHNOLOGY	3137	OAR
Gerardi-2022-711-352	352	ODOR (SMELL)	SENSE_PERCEPTION	3704	ODOR (SMELL)
Gerardi-2022-711-353	353	OLD	TIME	1229	OLD
Gerardi-2022-711-354	354	OLDER BROTHER	KINSHIP	1759	OLDER BROTHER
Gerardi-2022-711-355	355	OLDER BROTHER (OF WOMAN)	KINSHIP	2415	OLDER BROTHER (OF WOMAN)
Gerardi-2022-711-356	356	OLDER SISTER	KINSHIP	1758	OLDER SISTER
Gerardi-2022-711-357	357	OLINGO (genus Bassaricyon)			
Gerardi-2022-711-358	358	ONE	QUANTITY	1493	ONE
Gerardi-2022-711-359	359	OPOSSUM	ANIMALS	309	OPOSSUM
Gerardi-2022-711-360	360	ORDER	BASIC_ACTIONS_AND_TECHNOLOGY	1128	ORDER
Gerardi-2022-711-361	361	ORIOLE			
Gerardi-2022-711-362	362	OTTER	ANIMALS	15	OTTER
Gerardi-2022-711-363	363	OWL	ANIMALS	735	OWL
Gerardi-2022-711-364	364	OWNER	POSSESSION	1036	OWNER
Gerardi-2022-711-365	365	PACA	ANIMALS	316	PACA
Gerardi-2022-711-366	366	PACU	ANIMALS	3922	PACU
Gerardi-2022-711-367	367	PADDLE	BASIC_ACTIONS_AND_TECHNOLOGY	234	PADDLE
Gerardi-2022-711-368	368	PAIN	EMOTIONS_AND_VALUES	1783	PAIN
Gerardi-2022-711-369	369	PAJURÁ	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-711-370	370	PALM SPECIES WITH THORNS	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-711-371	371	PALM TREE	AGRICULTURE_AND_VEGETATION	1181	PALM TREE
Gerardi-2022-711-372	372	PAN	FOOD_AND_DRINK	31	PAN
Gerardi-2022-711-373	373	PAPAYA	FOOD_AND_DRINK	2445	PAPAYA
Gerardi-2022-711-374	374	PARROT	ANIMALS	882	PARROT
Gerardi-2022-711-375	375	PASSION FRUIT			
Gerardi-2022-711-376	376	PATAUÁ PALM	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-711-377	377	PATERNAL AUNT (FATHER'S SISTER)	KINSHIP	2691	PATERNAL AUNT (FATHER'S SISTER)
Gerardi-2022-711-378	378	PATERNAL UNCLE (FATHER'S BROTHER)	KINSHIP	1985	PATERNAL UNCLE (FATHER'S BROTHER)
Gerardi-2022-711-379	379	PATH OR ROAD	MOTION	2457	PATH OR ROAD
Gerardi-2022-711-380	380	PATTERN	THE_PHYSICAL_WORLD	2988	PATTERN
Gerardi-2022-711-381	381	PAU-MULATO			
Gerardi-2022-711-382	382	PAXIUBA			
Gerardi-2022-711-383	383	PAXIUBA (genus Irartea)			
Gerardi-2022-711-384	384	PAXIUBA-BARRIGUDA			
Gerardi-2022-711-385	385	PEACH PALM	AGRICULTURE_AND_VEGETATION	3919	PEACH PALM
Gerardi-2022-711-386	386	PECCARY	ANIMALS	2390	PECCARY
Gerardi-2022-711-387	387	PEEL	FOOD_AND_DRINK	275	PEEL
Gerardi-2022-711-388	388	PENIS	THE_BODY	1222	PENIS
Gerardi-2022-711-389	389	PEPPER	FOOD_AND_DRINK	1385	PEPPER
Gerardi-2022-711-390	390	PERSPIRE OR SWEAT	THE_BODY	2458	PERSPIRE OR SWEAT
Gerardi-2022-711-391	391	PESTLE	FOOD_AND_DRINK	225	PESTLE
Gerardi-2022-711-392	392	PIAU			
Gerardi-2022-711-393	393	PICK			
Gerardi-2022-711-394	394	PICK UP	SPATIAL_RELATIONS	371	PICK UP
Gerardi-2022-711-395	395	PIECE	QUANTITY	594	PIECE
Gerardi-2022-711-396	396	PIED-CRESTED OROPENDOLA			
Gerardi-2022-711-397	397	PIERCE	BASIC_ACTIONS_AND_TECHNOLOGY	398	PIERCE
Gerardi-2022-711-398	398	PINEAPPLE	AGRICULTURE_AND_VEGETATION	2440	PINEAPPLE
Gerardi-2022-711-399	399	PIRANHA	ANIMALS	317	PIRANHA
Gerardi-2022-711-400	400	PIRARUCU			
Gerardi-2022-711-401	401	PISS	THE_BODY	592	PISS
Gerardi-2022-711-402	402	PIUM (simuliidae)	ANIMALS	3937	PIUM (simuliidae)
Gerardi-2022-711-403	403	PLACE (POSITION)	SPATIAL_RELATIONS	723	PLACE (POSITION)
Gerardi-2022-711-404	404	PLAY	EMOTIONS_AND_VALUES	1413	PLAY
Gerardi-2022-711-405	405	POISON	THE_BODY	655	POISON
Gerardi-2022-711-406	406	POLISH (SOMETHING)	BASIC_ACTIONS_AND_TECHNOLOGY	3659	POLISH (SOMETHING)
Gerardi-2022-711-407	407	PORCUPINE	ANIMALS	2510	PORCUPINE
Gerardi-2022-711-408	408	POT	FOOD_AND_DRINK	1462	POT
Gerardi-2022-711-409	409	POUND TO FLATTEN			
Gerardi-2022-711-410	410	PRECIOUS	EMOTIONS_AND_VALUES	3002	PRECIOUS
Gerardi-2022-711-411	411	PREGNANT	THE_BODY	1123	PREGNANT
Gerardi-2022-711-412	412	PRETEND	COGNITION	3631	PRETEND
Gerardi-2022-711-413	413	PROCREATE			
Gerardi-2022-711-414	414	PULL	BASIC_ACTIONS_AND_TECHNOLOGY	1455	PULL
Gerardi-2022-711-415	415	PULL OFF (SKIN)	BASIC_ACTIONS_AND_TECHNOLOGY	291	PULL OFF (SKIN)
Gerardi-2022-711-416	416	PULL OUT	BASIC_ACTIONS_AND_TECHNOLOGY	2325	PULL OUT
Gerardi-2022-711-417	417	PUMA	ANIMALS	1891	PUMA
Gerardi-2022-711-418	418	PUMPKIN	AGRICULTURE_AND_VEGETATION	864	PUMPKIN
Gerardi-2022-711-419	419	PURPLE BANANA			
Gerardi-2022-711-420	420	PUSH	MOTION	1452	PUSH
Gerardi-2022-711-421	421	PUT	SPATIAL_RELATIONS	998	PUT
Gerardi-2022-711-422	422	RAIN (PRECIPITATION)	THE_PHYSICAL_WORLD	658	RAIN (PRECIPITATION)
Gerardi-2022-711-423	423	RAINBOW	THE_PHYSICAL_WORLD	1733	RAINBOW
Gerardi-2022-711-424	424	RAT	ANIMALS	1490	RAT
Gerardi-2022-711-425	425	RED	SENSE_PERCEPTION	156	RED
Gerardi-2022-711-426	426	RED-AND-GREEN MACAW (Ara chloropterus)	ANIMALS	3938	RED-AND-GREEN MACAW (Ara chloropterus)
Gerardi-2022-711-427	427	RESIN	THE_PHYSICAL_WORLD	664	RESIN
Gerardi-2022-711-428	428	RIPE	FOOD_AND_DRINK	178	RIPE
Gerardi-2022-711-429	429	RIVER	THE_PHYSICAL_WORLD	666	RIVER
Gerardi-2022-711-430	430	ROAST OR FRY	FOOD_AND_DRINK	2146	ROAST OR FRY
Gerardi-2022-711-431	431	ROLL	MOTION	827	ROLL
Gerardi-2022-711-432	432	ROOSTER	ANIMALS	1511	ROOSTER
Gerardi-2022-711-433	433	ROOT	AGRICULTURE_AND_VEGETATION	670	ROOT
Gerardi-2022-711-434	434	ROPE	BASIC_ACTIONS_AND_TECHNOLOGY	1218	ROPE
Gerardi-2022-711-435	435	ROSE-COLORED BANANA			
Gerardi-2022-711-436	436	ROTTEN	FOOD_AND_DRINK	1728	ROTTEN
Gerardi-2022-711-437	437	ROUND	SPATIAL_RELATIONS	1395	ROUND
Gerardi-2022-711-438	438	RUB	BASIC_ACTIONS_AND_TECHNOLOGY	1449	RUB
Gerardi-2022-711-439	439	RUBBER TREE	AGRICULTURE_AND_VEGETATION		
Gerardi-2022-711-440	440	RUN	MOTION	1519	RUN
Gerardi-2022-711-441	441	SAD	EMOTIONS_AND_VALUES	699	SAD
Gerardi-2022-711-442	442	SALT	FOOD_AND_DRINK	1274	SALT
Gerardi-2022-711-443	443	SAND	THE_PHYSICAL_WORLD	671	SAND
Gerardi-2022-711-444	444	SAP	AGRICULTURE_AND_VEGETATION	345	SAP
Gerardi-2022-711-445	445	SATIATED	FOOD_AND_DRINK	106	SATIATED
Gerardi-2022-711-446	446	SAY	SPEECH_AND_LANGUAGE	1458	SAY
Gerardi-2022-711-447	447	SCARED	EMOTIONS_AND_VALUES	3033	SCARED
Gerardi-2022-711-448	448	SCORPION	ANIMALS	1538	SCORPION
Gerardi-2022-711-449	449	SCRATCH	THE_BODY	1436	SCRATCH
Gerardi-2022-711-450	450	SCROTUM	THE_BODY	2834	SCROTUM
Gerardi-2022-711-451	451	SEA	THE_PHYSICAL_WORLD	1474	SEA
Gerardi-2022-711-452	452	SEAGULL	ANIMALS	950	SEAGULL
Gerardi-2022-711-453	453	SEAT			
Gerardi-2022-711-454	454	SEE	SENSE_PERCEPTION	1409	SEE
Gerardi-2022-711-455	455	SEED	AGRICULTURE_AND_VEGETATION	714	SEED
Gerardi-2022-711-456	456	SEPARATE	SPATIAL_RELATIONS	1359	SEPARATE
Gerardi-2022-711-457	457	SEW	CLOTHING_AND_GROOMING	1457	SEW
Gerardi-2022-711-458	458	SHAKE	MOTION	1909	SHAKE
Gerardi-2022-711-459	459	SHAMAN (FOLK HEALER)	RELIGION_AND_BELIEF	394	SHAMAN (FOLK HEALER)
Gerardi-2022-711-460	460	SHARP	SENSE_PERCEPTION	1396	SHARP
Gerardi-2022-711-461	461	SHARPEN (SOMETHING)	BASIC_ACTIONS_AND_TECHNOLOGY	251	SHARPEN (SOMETHING)
Gerardi-2022-711-462	462	SHELL	ANIMALS	598	SHELL
Gerardi-2022-711-463	463	SHELLFISH	ANIMALS		
Gerardi-2022-711-464	464	SHINY			
Gerardi-2022-711-465	465	SHIT (DEFECATE)	THE_BODY	676	SHIT (DEFECATE)
Gerardi-2022-711-466	466	SHORT	SPATIAL_RELATIONS	1645	SHORT
Gerardi-2022-711-467	467	SHOW	SENSE_PERCEPTION	1039	SHOW
Gerardi-2022-711-468	468	SHRIMP	ANIMALS	2349	SHRIMP
Gerardi-2022-711-469	469	SICK	THE_BODY	1847	SICK
Gerardi-2022-711-470	470	SIDE OF FOREST			
Gerardi-2022-711-471	471	SIEVE OR STRAIN	FOOD_AND_DRINK	3448	SIEVE OR STRAIN
Gerardi-2022-711-472	472	SING	SPEECH_AND_LANGUAGE	1261	SING
Gerardi-2022-711-473	473	SINGING CATFISH			
Gerardi-2022-711-474	474	SISTER	KINSHIP	1263	SISTER
Gerardi-2022-711-475	475	SIT	SPATIAL_RELATIONS	1416	SIT
Gerardi-2022-711-476	476	SKIN	THE_BODY	763	SKIN
Gerardi-2022-711-477	477	SKIN(V)		291	PULL OFF (SKIN)
Gerardi-2022-711-478	478	SKY	THE_PHYSICAL_WORLD	1732	SKY
Gerardi-2022-711-479	479	SLEEP	THE_BODY	1585	SLEEP
Gerardi-2022-711-480	480	SLOTH	ANIMALS	2446	SLOTH
Gerardi-2022-711-481	481	SMALL	SPATIAL_RELATIONS	1246	SMALL
Gerardi-2022-711-482	482	SMALL ANT WITH PAINFUL BITE	ANIMALS		
Gerardi-2022-711-483	483	SMALL BIRD (SPECIES)	ANIMALS		
Gerardi-2022-711-484	484	SMALL TOAD (SPECIES)	ANIMALS		
Gerardi-2022-711-485	485	SMALL TURTLE	ANIMALS		
Gerardi-2022-711-486	486	SMELL	SENSE_PERCEPTION	2124	SMELL
Gerardi-2022-711-487	487	SMILE	EMOTIONS_AND_VALUES	1451	SMILE
Gerardi-2022-711-488	488	SMOKE (EXHAUST)	THE_PHYSICAL_WORLD	778	SMOKE (EXHAUST)
Gerardi-2022-711-489	489	SMOOTH	SENSE_PERCEPTION	1234	SMOOTH
Gerardi-2022-711-490	490	SNAIL	ANIMALS	1543	SNAIL
Gerardi-2022-711-491	491	SNAKE	ANIMALS	730	SNAKE
Gerardi-2022-711-492	492	SNEEZE	THE_BODY	1621	SNEEZE
Gerardi-2022-711-493	493	SOCIOZINHO HERON	ANIMALS		
Gerardi-2022-711-494	494	SOCÓ HERON	ANIMALS		
Gerardi-2022-711-495	495	SOFT MATERIAL INSIDE SOMETHING			
Gerardi-2022-711-496	496	SON	KINSHIP	1620	SON
Gerardi-2022-711-497	497	SONG	MODERN_WORLD	1096	SONG
Gerardi-2022-711-498	498	SOUND OR NOISE	SENSE_PERCEPTION	1811	SOUND OR NOISE
Gerardi-2022-711-499	499	SOUR	SENSE_PERCEPTION	1906	SOUR
Gerardi-2022-711-500	500	SPEAK	SPEECH_AND_LANGUAGE	1623	SPEAK
Gerardi-2022-711-501	501	SPIDER	ANIMALS	843	SPIDER
Gerardi-2022-711-502	502	SPIDER MONKEY	ANIMALS	434	SPIDER MONKEY
Gerardi-2022-711-503	503	SPILL (SOMETHING)	MOTION	3130	SPILL (SOMETHING)
Gerardi-2022-711-504	504	SPIRIT	RELIGION_AND_BELIEF	53	SPIRIT
Gerardi-2022-711-505	505	SPIT	THE_BODY	1440	SPIT
Gerardi-2022-711-506	506	SPLIT	BASIC_ACTIONS_AND_TECHNOLOGY	1437	SPLIT
Gerardi-2022-711-507	507	SPOUSE	KINSHIP	2514	SPOUSE
Gerardi-2022-711-508	508	SPREAD OUT			
Gerardi-2022-711-509	509	SQUEEZE	BASIC_ACTIONS_AND_TECHNOLOGY	1414	SQUEEZE
Gerardi-2022-711-510	510	SQUIRREL	ANIMALS	1628	SQUIRREL
Gerardi-2022-711-511	511	SQUIRREL MONKEY	ANIMALS		
Gerardi-2022-711-512	512	STAND	SPATIAL_RELATIONS	1442	STAND
Gerardi-2022-711-513	513	STAR	THE_PHYSICAL_WORLD	1430	STAR
Gerardi-2022-711-514	514	STEAL	LAW	713	STEAL
Gerardi-2022-711-515	515	STICK	THE_PHYSICAL_WORLD	1295	STICK
Gerardi-2022-711-516	516	STING	THE_BODY	571	STING
Gerardi-2022-711-517	517	STINGRAY	ANIMALS	1910	STINGRAY
Gerardi-2022-711-518	518	STIR	FOOD_AND_DRINK	696	STIR
Gerardi-2022-711-519	519	STONE	THE_PHYSICAL_WORLD	857	STONE
Gerardi-2022-711-520	520	STORY	SPEECH_AND_LANGUAGE	2060	STORY
Gerardi-2022-711-521	521	STRAIGHTEN			
Gerardi-2022-711-522	522	STRETCH OUT LEGS			
Gerardi-2022-711-523	523	STRIKE OR BEAT	BASIC_ACTIONS_AND_TECHNOLOGY	2133	STRIKE OR BEAT
Gerardi-2022-711-524	524	STRONG	BODY	785	STRONG
Gerardi-2022-711-525	525	STRONG TASTE			
Gerardi-2022-711-526	526	SUCK	FOOD_AND_DRINK	1421	SUCK
Gerardi-2022-711-527	527	SUN	THE_PHYSICAL_WORLD	1343	SUN
Gerardi-2022-711-528	528	SWEAT	THE_BODY		
Gerardi-2022-711-529	529	SWEAT (SUBSTANCE)	THE_BODY	125	SWEAT (SUBSTANCE)
Gerardi-2022-711-530	530	SWEET	SENSE_PERCEPTION	717	SWEET
Gerardi-2022-711-531	531	SWEET MANIOC	AGRICULTURE_AND_VEGETATION	925	CASSAVA
Gerardi-2022-711-532	532	SWEET POTATO	AGRICULTURE_AND_VEGETATION	159	SWEET POTATO
Gerardi-2022-711-533	533	SWELL	BASIC_ACTIONS_AND_TECHNOLOGY	1573	SWELL
Gerardi-2022-711-534	534	SWIM	MOTION	1439	SWIM
Gerardi-2022-711-535	535	TAIL	THE_BODY	1220	TAIL
Gerardi-2022-711-536	536	TAKE	POSSESSION	1749	TAKE
Gerardi-2022-711-537	537	TAPIOCA	FOOD_AND_DRINK	3940	TAPIOCA
Gerardi-2022-711-538	538	TAPIR	ANIMALS	312	TAPIR
Gerardi-2022-711-539	539	TASTE (SOMETHING)	SENSE_PERCEPTION	21	TASTE (SOMETHING)
Gerardi-2022-711-540	540	TASTY	FOOD_AND_DRINK	1813	TASTY
Gerardi-2022-711-541	541	TAYRA			
Gerardi-2022-711-542	542	TEACH	COGNITION	709	TEACH
Gerardi-2022-711-543	543	TELL	SPEECH_AND_LANGUAGE	1711	TELL
Gerardi-2022-711-544	544	TERMITE	ANIMALS	883	TERMITE
Gerardi-2022-711-545	545	TERMITE NEST			
Gerardi-2022-711-546	546	THAT	MISCELLANEOUS_FUNCTION_WORDS	78	THAT
Gerardi-2022-711-547	547	THERE	MISCELLANEOUS_FUNCTION_WORDS	1937	THERE
Gerardi-2022-711-548	548	THEY	KINSHIP	817	THEY
Gerardi-2022-711-549	549	THICK	SPATIAL_RELATIONS	1244	THICK
Gerardi-2022-711-550	550	THIN	SPATIAL_RELATIONS	2308	THIN
Gerardi-2022-711-551	551	THING	POSSESSION	738	THING
Gerardi-2022-711-552	552	THIRST	FOOD_AND_DRINK	848	THIRST
Gerardi-2022-711-553	553	THORN	AGRICULTURE_AND_VEGETATION	124	THORN
Gerardi-2022-711-554	554	THREE	QUANTITY	492	THREE
Gerardi-2022-711-555	555	THREE	QUANTITY	492	THREE
Gerardi-2022-711-556	556	THREE-TOED SLOTH	ANIMALS		
Gerardi-2022-711-557	557	THROAT	THE_BODY	1346	THROAT
Gerardi-2022-711-558	558	THROW	MOTION	1456	THROW
Gerardi-2022-711-559	559	THROW WATER			
Gerardi-2022-711-560	560	THUNDER	THE_PHYSICAL_WORLD	1150	THUNDER
Gerardi-2022-711-561	561	TICK	ANIMALS	1527	TICK
Gerardi-2022-711-562	562	TIE	BASIC_ACTIONS_AND_TECHNOLOGY	1917	TIE
Gerardi-2022-711-563	563	TIMBO			
Gerardi-2022-711-564	564	TINGUÍ			
Gerardi-2022-711-565	565	TOAD	ANIMALS	894	TOAD
Gerardi-2022-711-566	566	TOAST			
Gerardi-2022-711-567	567	TOBACCO	AGRICULTURE_AND_VEGETATION	974	TOBACCO
Gerardi-2022-711-568	568	TOMB			
Gerardi-2022-711-569	569	TONGUE	THE_BODY	1205	TONGUE
Gerardi-2022-711-570	570	TONKA BEAN			
Gerardi-2022-711-571	571	TOOTH	THE_BODY	1380	TOOTH
Gerardi-2022-711-572	572	TORTOISE	ANIMALS	895	TORTOISE
Gerardi-2022-711-573	573	TOUCAN	ANIMALS	308	TOUCAN
Gerardi-2022-711-574	574	TREAD ON			
Gerardi-2022-711-575	575	TREE	AGRICULTURE_AND_VEGETATION	906	TREE
Gerardi-2022-711-576	576	TREE SP. WITH SOFT WOOD			
Gerardi-2022-711-577	577	TREE TRUNK	AGRICULTURE_AND_VEGETATION	344	TREE TRUNK
Gerardi-2022-711-578	578	TREE WITH RESIN			
Gerardi-2022-711-579	579	TROGON			
Gerardi-2022-711-580	580	TROWEL			
Gerardi-2022-711-581	581	TUCUNARÉ			
Gerardi-2022-711-582	582	TURN	MOTION	1588	TURN
Gerardi-2022-711-583	583	TURTLE	ANIMALS	112	TURTLE
Gerardi-2022-711-584	584	TWO	QUANTITY	1498	TWO
Gerardi-2022-711-585	585	UNDERSIDE			
Gerardi-2022-711-586	586	UNFASTEN			
Gerardi-2022-711-587	587	UNTIE	BASIC_ACTIONS_AND_TECHNOLOGY	352	UNTIE
Gerardi-2022-711-588	588	UPPER LEG (THIGH)	THE_BODY	471	UPPER LEG (THIGH)
Gerardi-2022-711-589	589	UPPER PART OF			
Gerardi-2022-711-590	590	UPSTREAM			
Gerardi-2022-711-591	591	URINE	THE_BODY	1142	URINE
Gerardi-2022-711-592	592	URUCU (BIXA ORELLANA)			
Gerardi-2022-711-593	593	URUCURI			
Gerardi-2022-711-594	594	UTERUS			
Gerardi-2022-711-595	595	VAGINA	THE_BODY	1836	VAGINA
Gerardi-2022-711-596	596	VEIN	THE_BODY	1924	VEIN
Gerardi-2022-711-597	597	VINE	AGRICULTURE_AND_VEGETATION	343	VINE
Gerardi-2022-711-598	598	VISIBLE	SENSE_PERCEPTION	1868	VISIBLE
Gerardi-2022-711-599	599	VOICE	SPEECH_AND_LANGUAGE	1363	VOICE
Gerardi-2022-711-600	600	VOMIT	THE_BODY	1278	VOMIT
Gerardi-2022-711-601	601	VULTURE	ANIMALS	1185	VULTURE
Gerardi-2022-711-602	602	WAIT (FOR)	MOTION	1590	WAIT (FOR)
Gerardi-2022-711-603	603	WALK BENT OVER			
Gerardi-2022-711-604	604	WANT	EMOTIONS_AND_VALUES	1784	WANT
Gerardi-2022-711-605	605	WARM	SENSE_PERCEPTION	1232	WARM
Gerardi-2022-711-606	606	WASH	BASIC_ACTIONS_AND_TECHNOLOGY	1453	WASH
Gerardi-2022-711-607	607	WASP	ANIMALS	1517	WASP
Gerardi-2022-711-608	608	WATER	THE_PHYSICAL_WORLD	948	WATER
Gerardi-2022-711-609	609	WE	KINSHIP	1212	WE
Gerardi-2022-711-610	610	WE (EXCLUSIVE)	KINSHIP	1130	WE (EXCLUSIVE)
Gerardi-2022-711-611	611	WE (INCLUSIVE)	KINSHIP	1131	WE (INCLUSIVE)
Gerardi-2022-711-612	612	WEASEL	ANIMALS	3384	WEASEL
Gerardi-2022-711-613	613	WEAVE	CLOTHING_AND_GROOMING	133	WEAVE
Gerardi-2022-711-614	614	WET	SENSE_PERCEPTION	1726	WET
Gerardi-2022-711-615	615	WHIP	MODERN_WORLD	2630	WHIP
Gerardi-2022-711-616	616	WHISTLE	SPEECH_AND_LANGUAGE	1025	WHISTLE
Gerardi-2022-711-617	617	WHITE	SENSE_PERCEPTION	1335	WHITE
Gerardi-2022-711-618	618	WHITE-LIPPED PECCARY	ANIMALS	436	WHITE-LIPPED PECCARY
Gerardi-2022-711-619	619	WIFE	KINSHIP	1199	WIFE
Gerardi-2022-711-620	620	WILD CAT	ANIMALS	2241	WILD CAT
Gerardi-2022-711-621	621	WILD DOG	ANIMALS	2448	WILD DOG
Gerardi-2022-711-622	622	WIND	THE_PHYSICAL_WORLD	960	WIND
Gerardi-2022-711-623	623	WINDOW	THE_HOUSE	1375	WINDOW
Gerardi-2022-711-624	624	WING	THE_BODY	1257	WING
Gerardi-2022-711-625	625	WITH	MISCELLANEOUS_FUNCTION_WORDS	1340	WITH
Gerardi-2022-711-626	626	WOMAN	KINSHIP	962	WOMAN
Gerardi-2022-711-627	627	WOOD	THE_PHYSICAL_WORLD	1803	WOOD
Gerardi-2022-711-628	628	WOOD	THE_PHYSICAL_WORLD	1803	WOOD
Gerardi-2022-711-629	629	WOODPECKER	ANIMALS	2447	WOODPECKER
Gerardi-2022-711-630	630	WOOLLY MONKEY			
Gerardi-2022-711-631	631	WOUND	THE_BODY	1109	WOUND
Gerardi-2022-711-632	632	YAM	AGRICULTURE_AND_VEGETATION	410	YAM
Gerardi-2022-711-633	633	YAWN	THE_BODY	1028	YAWN
Gerardi-2022-711-634	634	YEAR	TIME	1226	YEAR
Gerardi-2022-711-635	635	YELLOW	SENSE_PERCEPTION	1424	YELLOW
Gerardi-2022-711-636	636	YES	COGNITION	1268	YES
Gerardi-2022-711-637	637	YOU	KINSHIP	1213	YOU
Gerardi-2022-711-638	638	YOU TWO	KINSHIP	2111	YOU TWO
Gerardi-2022-711-639	639	YOUNGER BROTHER	KINSHIP	1760	YOUNGER BROTHER
Gerardi-2022-711-640	640	YOUNGER SISTER	KINSHIP	1761	YOUNGER SISTER
Gerardi-2022-711-641	641	EMERGE (APPEAR)	BASIC_ACTIONS_AND_TECHNOLOGY	1076	EMERGE (APPEAR)
Gerardi-2022-711-642	642	ARMY ANT			
Gerardi-2022-711-643	643	BABAÇU (Attalea speciosa)	AGRICULTURE_AND_VEGETATION	3925	BABAÇU (Attalea speciosa)
Gerardi-2022-711-644	644	BASKET	BASIC_ACTIONS_AND_TECHNOLOGY	1539	BASKET
Gerardi-2022-711-645	645	BEGIN	TIME	1806	BEGIN
Gerardi-2022-711-646	646	BEHIND	SPATIAL_RELATIONS	1686	BEHIND
Gerardi-2022-711-647	647	BURY	BASIC_ACTIONS_AND_TECHNOLOGY	1719	BURY
Gerardi-2022-711-648	648	BUSHMASTER			
Gerardi-2022-711-649	649	BUY	POSSESSION	1869	BUY
Gerardi-2022-711-650	650	CALL	SPEECH_AND_LANGUAGE	1084	CALL
Gerardi-2022-711-651	651	CAPTURE			
Gerardi-2022-711-652	652	CHEW	FOOD_AND_DRINK	321	CHEW
Gerardi-2022-711-653	653	CHIGGOE (JIGGER FLEA)	ANIMALS	438	CHIGGOE (JIGGER FLEA)
Gerardi-2022-711-654	654	COUGAR			
Gerardi-2022-711-655	655	CRAWL	MOTION	96	CRAWL
Gerardi-2022-711-656	656	CRITICIZE			
Gerardi-2022-711-657	657	CROSS-COUSIN	KINSHIP	3162	CROSS-COUSIN
Gerardi-2022-711-658	658	DART			
Gerardi-2022-711-659	659	DIFFERENT TYPE			
Gerardi-2022-711-660	660	DIP	BASIC_ACTIONS_AND_TECHNOLOGY	3697	DIP
Gerardi-2022-711-661	661	DIVIDE	SPATIAL_RELATIONS	1119	DIVIDE
Gerardi-2022-711-662	662	DOWNSTREAM			
Gerardi-2022-711-663	663	DRAG	BASIC_ACTIONS_AND_TECHNOLOGY	2030	DRAG
Gerardi-2022-711-664	664	ELBOW	THE_BODY	981	ELBOW
Gerardi-2022-711-665	665	FAMILIAR SPIRIT			
Gerardi-2022-711-666	666	FEEL HURT			
Gerardi-2022-711-667	667	FIGHT	WARFARE_AND_HUNTING	1423	FIGHT
Gerardi-2022-711-668	668	FIND	POSSESSION	719	FIND
Gerardi-2022-711-669	669	FLU			
Gerardi-2022-711-670	670	FOLLOW	MOTION	1085	FOLLOW
Gerardi-2022-711-671	671	GET UP EARLY			
Gerardi-2022-711-672	672	GO AHEAD			
Gerardi-2022-711-673	673	GO INTO WATER			
Gerardi-2022-711-674	674	GRANDMOTHER	KINSHIP	1496	GRANDMOTHER
Gerardi-2022-711-675	675	GRAVE	THE_BODY	1773	GRAVE
Gerardi-2022-711-676	676	GROVE			
Gerardi-2022-711-677	677	GROW	SPATIAL_RELATIONS	479	GROW
Gerardi-2022-711-678	678	HATE	EMOTIONS_AND_VALUES	1607	HATE
Gerardi-2022-711-679	679	HAVE	POSSESSION	773	HAVE
Gerardi-2022-711-680	680	HEART OF PALM			
Gerardi-2022-711-681	681	HIDE	SPATIAL_RELATIONS	2486	HIDE
Gerardi-2022-711-682	682	HORNED SCREAMER (BIRD)			
Gerardi-2022-711-683	683	INTESTINES	THE_BODY	1991	INTESTINES
Gerardi-2022-711-684	684	LARGE BASKET			
Gerardi-2022-711-685	685	LIE (FALSEHOOD)	EMOTIONS_AND_VALUES	2826	LIE (FALSEHOOD)
Gerardi-2022-711-686	686	LOOK AT			
Gerardi-2022-711-687	687	MATERNAL AUNT (MOTHER'S SISTER)	KINSHIP	2693	MATERNAL AUNT (MOTHER'S SISTER)
Gerardi-2022-711-688	688	MOVE AWAY	BASIC_ACTIONS_AND_TECHNOLOGY	229	MOVE AWAY
Gerardi-2022-711-689	689	OPEN	SPATIAL_RELATIONS	1156	OPEN
Gerardi-2022-711-690	690	POND	THE_PHYSICAL_WORLD	2035	POND
Gerardi-2022-711-691	691	PRICE	POSSESSION	657	PRICE
Gerardi-2022-711-692	692	PULL UP			
Gerardi-2022-711-693	693	PUSH AWAY			
