ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	FAMILY_FREQUENCY	LANGUAGE_FREQUENCY	WORD_FREQUENCY	RANK	COMMUNITY	CENTRAL_CONCEPT	DEGREE	WEIGHTED_FAMILY_DEGREE	WEIGHTED_LANGUAGE_DEGREE
List-2018-1105-260	260	TRUE	1657	TRUE	62	211	291	260	35	CORRECT (RIGHT)	4	46	73
List-2018-1105-261	261	BLANKET	806	BLANKET	58	192	248	261	47	BLANKET	4	14	20
List-2018-1105-262	262	CARRY UNDER ARM	415	CARRY UNDER ARM	42	154	168	262	1	TAKE	4	28	85
List-2018-1105-263	263	SUSPECT	1841	SUSPECT	40	156	197	263	9	FEEL	4	23	32
List-2018-1105-264	264	LATE	477	LATE	51	188	231	264	90	LATE	4	37	46
List-2018-1105-265	265	OWN	684	OWN	53	184	234	265	30	KEEP	4	54	99
List-2018-1105-266	266	HUT	1678	HUT	53	189	260	266	95	HUT	4	38	69
List-2018-1105-267	267	KID	1972	KID	35	152	179	267	2	CHILD (YOUNG HUMAN)	4	20	20
List-2018-1105-268	268	YOUNG WOMAN	77	YOUNG WOMAN	60	206	273	268	2	CHILD (YOUNG HUMAN)	4	36	110
List-2018-1105-269	269	SHIRT	1622	SHIRT	51	180	202	269	41	CLOTHES	4	31	46
List-2018-1105-270	270	CHIEFTAIN	301	CHIEFTAIN	59	195	283	270	63	MASTER	4	33	54
List-2018-1105-271	271	TURN (SOMETHING)	1445	TURN (SOMETHING)	59	199	279	271	24	TWIST	4	34	57
List-2018-1105-272	272	FINISH	1766	FINISH	63	210	317	272	34	END (OF SPACE)	4	30	58
List-2018-1105-273	273	BE ALIVE	1422	BE ALIVE	65	213	416	273	44	SIT	4	33	73
List-2018-1105-274	274	WATER	948	WATER	66	217	250	274	57	WATER	4	33	67
List-2018-1105-275	275	ROPE	1218	ROPE	64	209	305	275	32	ROPE	4	32	49
List-2018-1105-276	276	PLAIN	652	PLAIN	60	207	350	276	55	FIELD	4	32	95
List-2018-1105-277	277	MARRY	203	MARRY	61	210	326	277	74	SLEEP	4	20	25
List-2018-1105-278	278	SMOKE (EXHAUST)	778	SMOKE (EXHAUST)	66	217	243	278	108	CLOUD	4	25	43
List-2018-1105-279	279	BEVERAGE	731	BEVERAGE	55	187	223	279	57	WATER	4	19	32
List-2018-1105-280	280	CLEAR	989	CLEAR	46	180	273	280	7	LIGHT (RADIATION)	4	32	77
List-2018-1105-281	281	FACE	1560	FACE	66	215	282	281	112	FACE	4	30	42
List-2018-1105-282	282	WEAK	1601	WEAK	61	212	310	282	39	WEAK	4	21	22
List-2018-1105-283	283	DWELL (LIVE, RESIDE)	363	DWELL (LIVE, RESIDE)	59	208	277	283	44	SIT	4	51	102
List-2018-1105-284	284	COME BACK	581	COME BACK	63	210	266	284	24	TWIST	4	24	33
List-2018-1105-285	285	STRONG	785	STRONG	64	218	370	285	92	STRONG	4	34	47
List-2018-1105-286	286	JUG	270	JUG	55	188	288	286	18	BOWL	4	21	22
List-2018-1105-287	287	DAWN	729	DAWN	64	214	295	287	21	EARLY	4	18	22
List-2018-1105-288	288	RAW	1959	RAW	63	212	256	288	79	UNRIPE	4	43	73
List-2018-1105-289	289	CATTLE	1153	CATTLE	42	158	194	289	97	ANIMAL	4	34	84
List-2018-1105-290	290	HEART	1223	HEART	66	215	256	290	29	MIND	4	25	34
List-2018-1105-291	291	REMEMBER	707	REMEMBER	62	208	268	291	9	FEEL	4	27	31
List-2018-1105-292	292	SMELL (PERCEIVE)	1586	SMELL (PERCEIVE)	58	195	234	292	51	STINKING	4	52	123
List-2018-1105-293	293	TURN	1588	TURN	61	212	289	293	24	TWIST	4	28	49
List-2018-1105-294	294	BOAT	1844	BOAT	51	174	223	294	76	CANOE	4	42	70
List-2018-1105-295	295	BETRAY	1902	BETRAY	44	162	208	295	8	PAY	4	18	29
List-2018-1105-296	296	SPIRIT	53	SPIRIT	63	212	313	296	29	MIND	4	32	47
List-2018-1105-297	297	SLEEP	1585	SLEEP	66	217	280	297	74	SLEEP	4	26	39
List-2018-1105-298	298	LEND	582	LEND	53	187	228	298	8	PAY	4	39	57
List-2018-1105-299	299	SAUCER	271	SAUCER	37	151	180	299	18	BOWL	4	36	56
List-2018-1105-300	300	DOWN OR BELOW	2094	DOWN OR BELOW	49	174	277	300	28	LOW	4	49	100
List-2018-1105-301	301	LUNCH	768	LUNCH	45	129	151	301	23	MEAL	4	29	44
List-2018-1105-302	302	BUILD	1840	BUILD	57	199	260	302	66	DO OR MAKE	4	39	78
List-2018-1105-303	303	TORCH OR LAMP	2131	TORCH OR LAMP	56	193	300	303	7	LIGHT (RADIATION)	4	30	36
List-2018-1105-304	304	FAST	1631	FAST	63	214	369	304	21	EARLY	4	40	63
List-2018-1105-305	305	PERMIT	1003	PERMIT	51	183	248	305	52	SEND	4	26	41
List-2018-1105-306	306	GRANDSON	1618	GRANDSON	63	208	272	306	107	NIECE	4	58	114
List-2018-1105-307	307	NATIVE COUNTRY	89	NATIVE COUNTRY	43	161	193	307	4	EARTH (SOIL)	4	24	32
List-2018-1105-308	308	BIRD	937	BIRD	66	211	247	308	60	FOWL	4	34	90
List-2018-1105-309	309	SEND	1127	SEND	60	207	277	309	52	SEND	4	33	56
List-2018-1105-310	310	RESCUE	2008	RESCUE	53	184	242	310	30	KEEP	4	24	30
List-2018-1105-311	311	BEAUTIFUL	1427	BEAUTIFUL	64	219	336	311	35	CORRECT (RIGHT)	4	34	43
List-2018-1105-312	312	MUD	640	MUD	64	218	307	312	4	EARTH (SOIL)	4	39	59
List-2018-1105-313	313	BOUNDARY	1010	BOUNDARY	42	167	221	313	49	SIDE	4	22	32
List-2018-1105-314	314	DRIP (FALL IN GLOBULES)	808	DRIP (FALL IN GLOBULES)	56	188	239	314	59	FALL	4	28	48
List-2018-1105-315	315	FOWL	265	FOWL	40	158	184	315	60	FOWL	4	47	75
List-2018-1105-316	316	FIREWOOD	10	FIREWOOD	66	217	252	316	13	WOOD	4	47	93
List-2018-1105-317	317	GREEN	1425	GREEN	63	207	245	317	79	UNRIPE	4	57	116
List-2018-1105-318	318	WALKING STICK	1296	WALKING STICK	59	196	264	318	13	WOOD	4	18	33
List-2018-1105-319	319	CANOE	1970	CANOE	54	142	180	319	76	CANOE	4	29	39
List-2018-1105-320	320	ASK (REQUEST)	1828	ASK (REQUEST)	63	208	262	320	8	PAY	4	36	56
List-2018-1105-321	321	MARRIED MAN	424	MARRIED MAN	49	163	177	321	11	BULL	4	22	23
List-2018-1105-322	322	LAST (FINAL)	1529	LAST (FINAL)	59	205	259	322	34	END (OF SPACE)	4	30	39
List-2018-1105-323	323	QUIET	1314	QUIET	60	205	312	323	120	QUIET	4	42	87
List-2018-1105-324	324	THIN (OF SHAPE OF OBJECT)	2249	THIN (OF SHAPE OF OBJECT)	65	217	303	324	39	WEAK	4	31	35
List-2018-1105-325	325	MOW	190	MOW	49	171	246	325	6	CUT	4	28	42
List-2018-1105-326	326	WAIST	1681	WAIST	58	193	230	326	45	WAIST	4	24	36
List-2018-1105-327	327	HEAD	1256	HEAD	66	216	263	327	86	TOP	4	30	58
List-2018-1105-328	328	WEAVE	133	WEAVE	59	202	236	328	84	WEAVE	4	55	113
List-2018-1105-329	329	SHRIEK	298	SHRIEK	48	169	208	329	38	SHRIEK	4	40	56
List-2018-1105-330	330	FALL	1280	FALL	65	220	307	330	59	FALL	4	22	29
List-2018-1105-331	331	GRANDMOTHER	1496	GRANDMOTHER	65	215	301	331	87	OLD	4	34	43
List-2018-1105-332	332	BACK	1291	BACK	66	216	267	332	45	WAIST	4	23	31
List-2018-1105-333	333	LOOK	1819	LOOK	65	217	291	333	80	FIND	4	38	57
List-2018-1105-334	334	WRONG	1390	WRONG	50	185	246	334	19	FAULT	4	34	44
List-2018-1105-335	335	DRESS	474	DRESS	59	193	244	335	41	CLOTHES	4	47	76
List-2018-1105-336	336	MIX	2017	MIX	61	206	314	336	93	MIX	4	24	31
List-2018-1105-337	337	BUTTOCKS	834	BUTTOCKS	63	214	293	337	17	LEG	4	27	31
List-2018-1105-338	338	GROAN	716	GROAN	56	189	232	338	38	SHRIEK	4	24	24
List-2018-1105-339	339	MORE	1992	MORE	59	197	251	339	31	MORE	4	17	48
List-2018-1105-340	340	ADMIT	2022	ADMIT	47	169	229	340	10	ANNOUNCE	4	19	20
List-2018-1105-341	341	FLAT	1633	FLAT	57	199	273	341	39	WEAK	4	22	46
List-2018-1105-342	342	STEPMOTHER	236	STEPMOTHER	52	186	217	342	3	MOTHER-IN-LAW (OF WOMAN)	4	15	17
List-2018-1105-343	343	HOLE	1667	HOLE	63	215	288	343	58	HOLE	4	31	38
List-2018-1105-344	344	CONDEMN	484	CONDEMN	33	136	174	344	19	FAULT	4	27	70
List-2018-1105-345	345	FENCE	1690	FENCE	56	191	243	345	64	FENCE	4	23	29
List-2018-1105-346	346	TALL	711	TALL	63	209	271	346	20	LONG	4	87	186
List-2018-1105-347	347	HEALTHY	1364	HEALTHY	59	208	329	347	35	CORRECT (RIGHT)	4	27	32
List-2018-1105-348	348	SMOKE (INHALE)	1689	SMOKE (INHALE)	59	200	229	348	25	SUCK	4	24	42
List-2018-1105-349	349	CANDLE	1273	CANDLE	44	168	196	349	7	LIGHT (RADIATION)	4	26	31
List-2018-1105-350	350	CITIZEN	1032	CITIZEN	39	147	206	350	33	RELATIVES	4	18	33
List-2018-1105-351	351	REMAIN	987	REMAIN	58	210	274	351	44	SIT	4	34	47
List-2018-1105-352	352	PRESS	1913	PRESS	58	198	282	352	53	SQUEEZE	4	35	85
List-2018-1105-353	353	YOUNG MAN	76	YOUNG MAN	61	207	284	353	2	CHILD (YOUNG HUMAN)	4	44	70
List-2018-1105-354	354	BLAME	381	BLAME	47	170	219	354	19	FAULT	3	33	81
List-2018-1105-355	355	COAT	603	COAT	39	152	197	355	47	BLANKET	3	12	16
List-2018-1105-356	356	THROAT	1346	THROAT	66	219	285	356	109	NECK	3	28	40
List-2018-1105-357	357	LOUD	377	LOUD	52	187	242	357	92	STRONG	3	18	32
List-2018-1105-358	358	NIPPLE	796	NIPPLE	59	201	252	358	81	BREAST	3	45	65
List-2018-1105-359	359	NOW	1376	NOW	64	217	278	359	21	EARLY	3	38	53
List-2018-1105-360	360	CLAW	72	CLAW	60	203	239	360	104	CLAW	3	51	114
List-2018-1105-361	361	FINGER	1303	FINGER	65	213	229	361	104	CLAW	3	27	60
List-2018-1105-362	362	BEEHIVE	88	BEEHIVE	48	171	198	362	68	BEEHIVE	3	11	11
List-2018-1105-363	363	OX	1169	OX	36	153	168	363	11	BULL	3	25	59
List-2018-1105-364	364	SHOULDER	1482	SHOULDER	66	221	257	364	152	COLLARBONE	3	12	15
List-2018-1105-365	365	FAT (ORGANIC SUBSTANCE)	323	FAT (ORGANIC SUBSTANCE)	62	214	312	365	115	FAT (ORGANIC SUBSTANCE)	3	47	59
List-2018-1105-366	366	ROW	1849	ROW	54	176	208	366	70	SPADE	3	13	15
List-2018-1105-367	367	CROWD	2023	CROWD	52	184	281	367	31	MORE	3	18	59
List-2018-1105-368	368	NOSE	1221	NOSE	66	216	238	368	40	BEAK	3	27	41
List-2018-1105-369	369	PITCHFORK	337	PITCHFORK	49	178	373	369	75	HOOK	3	14	17
List-2018-1105-370	370	FOREST	420	FOREST	64	218	290	370	13	WOOD	3	12	20
List-2018-1105-371	371	DECEIT	13	DECEIT	54	191	254	371	143	PERJURY	3	22	31
List-2018-1105-372	372	CONVICT	983	CONVICT	28	120	148	372	19	FAULT	3	18	44
List-2018-1105-373	373	LOOK FOR	1468	LOOK FOR	63	211	267	373	80	FIND	3	12	17
List-2018-1105-374	374	BECAUSE	1157	BECAUSE	55	197	292	374	62	IF	3	18	18
List-2018-1105-375	375	PULL OFF (SKIN)	291	PULL OFF (SKIN)	59	194	248	375	69	SCRAPE	3	32	49
List-2018-1105-376	376	BOARD	1227	BOARD	45	179	202	376	160	SHELF	3	22	27
List-2018-1105-377	377	TOMORROW	1329	TOMORROW	66	217	239	377	21	EARLY	3	23	30
List-2018-1105-378	378	SAND	671	SAND	65	215	245	378	4	EARTH (SOIL)	3	14	17
List-2018-1105-379	379	FLEE	956	FLEE	61	208	285	379	67	FLOW	3	40	82
List-2018-1105-380	380	NECKLACE	1961	NECKLACE	59	196	250	380	148	NECKLACE	3	25	31
List-2018-1105-381	381	PREVENT	1550	PREVENT	51	183	268	381	72	DENY	3	19	22
List-2018-1105-382	382	SCALE	266	SCALE	52	171	192	382	5	FEATHER	3	14	24
List-2018-1105-383	383	ONE	1493	ONE	65	215	262	383	82	ONE	3	18	48
List-2018-1105-384	384	SOME	1241	SOME	57	195	284	384	82	ONE	3	24	34
List-2018-1105-385	385	DARKNESS	11	DARKNESS	63	218	317	385	36	DARK	3	38	56
List-2018-1105-386	386	PAINTING	2001	PAINTING	57	189	250	386	99	DYE	3	21	44
List-2018-1105-387	387	SHOW	1039	SHOW	63	215	270	387	10	ANNOUNCE	3	13	17
List-2018-1105-388	388	HAVE	773	HAVE	57	194	234	388	30	KEEP	3	48	95
List-2018-1105-389	389	BRANCH	1531	BRANCH	62	215	276	389	42	HAND	3	20	34
List-2018-1105-390	390	FIRST	728	FIRST	63	217	281	390	113	FIRST	3	24	30
List-2018-1105-391	391	SHALLOW	193	SHALLOW	54	189	231	391	28	LOW	3	16	21
List-2018-1105-392	392	RAG	332	RAG	51	179	254	392	41	CLOTHES	3	16	20
List-2018-1105-393	393	YEAR	1226	YEAR	60	204	233	393	16	SEASON	3	32	42
List-2018-1105-394	394	WE (EXCLUSIVE)	1130	WE (EXCLUSIVE)	40	152	184	394	116	WE	3	38	179
List-2018-1105-395	395	HARVEST	611	HARVEST	46	171	232	395	12	GRAIN	3	10	12
List-2018-1105-396	396	YELLOW	1424	YELLOW	62	210	242	396	128	RED	3	16	21
List-2018-1105-397	397	POINTED	372	POINTED	62	206	264	397	139	SHARP	3	30	72
List-2018-1105-398	398	LAKE	624	LAKE	62	202	240	398	91	LAKE	3	37	48
List-2018-1105-399	399	SCRAPE	1767	SCRAPE	64	208	316	399	69	SCRAPE	3	16	27
List-2018-1105-400	400	FLOUR	1594	FLOUR	55	191	217	400	162	FLOUR	3	12	22
List-2018-1105-401	401	WOUND	1109	WOUND	60	212	303	401	88	WOUND	3	19	24
List-2018-1105-402	402	STONE OR ROCK	2125	STONE OR ROCK	66	216	375	402	77	PRECIPICE	3	17	62
List-2018-1105-403	403	COMMON COLD (DISEASE)	102	COMMON COLD (DISEASE)	57	195	234	403	96	COMMON COLD (DISEASE)	3	17	20
List-2018-1105-404	404	ANXIETY	1000	ANXIETY	54	193	286	404	56	ANXIETY	3	15	23
List-2018-1105-405	405	STUDY	1929	STUDY	50	186	243	405	83	LEARN	3	51	144
List-2018-1105-406	406	RIGHT	1019	RIGHT	65	216	446	406	113	FIRST	3	26	79
List-2018-1105-407	407	OLD	1229	OLD	64	215	311	407	87	OLD	3	45	71
List-2018-1105-408	408	STEPDAUGHTER	1058	STEPDAUGHTER	41	154	175	408	2	CHILD (YOUNG HUMAN)	3	18	20
List-2018-1105-409	409	RETREAT	421	RETREAT	48	166	209	409	67	FLOW	3	27	36
List-2018-1105-410	410	STEPSON	1059	STEPSON	45	167	195	410	2	CHILD (YOUNG HUMAN)	3	20	22
List-2018-1105-411	411	HOUR	1353	HOUR	35	153	171	411	16	SEASON	3	27	73
List-2018-1105-412	412	TIDE	891	TIDE	22	93	125	412	102	TIDE	3	11	19
List-2018-1105-413	413	NECK	1333	NECK	66	214	251	413	109	NECK	3	47	75
List-2018-1105-414	414	DIFFICULT	584	DIFFICULT	55	199	249	414	61	HEAVY	3	19	44
List-2018-1105-415	415	WE	1212	WE	55	188	242	415	116	WE	3	45	187
List-2018-1105-416	416	SPRING OR WELL	2144	SPRING OR WELL	64	206	382	416	58	HOLE	3	9	9
List-2018-1105-417	417	PADDLE	234	PADDLE	51	146	172	417	70	SPADE	3	32	89
List-2018-1105-418	418	BEAM	1132	BEAM	47	177	218	418	150	RAFTER	3	28	47
List-2018-1105-419	419	IRON	621	IRON	45	167	181	419	48	IRON	3	10	30
List-2018-1105-420	420	DEEP	1593	DEEP	60	210	250	420	20	LONG	3	16	18
List-2018-1105-421	421	CLOUD	1489	CLOUD	66	216	273	421	108	CLOUD	3	24	55
List-2018-1105-422	422	REFUSE	49	REFUSE	44	163	205	422	72	DENY	3	29	46
List-2018-1105-423	423	COOKED	269	COOKED	59	202	238	423	22	BURN (SOMETHING)	3	34	45
List-2018-1105-424	424	BITTER	887	BITTER	63	217	252	424	85	SALTY	3	25	31
List-2018-1105-425	425	HIP	1745	HIP	62	205	260	425	17	LEG	3	24	66
List-2018-1105-426	426	PAIN	1783	PAIN	62	215	291	426	88	WOUND	3	29	64
List-2018-1105-427	427	SHAKE	1909	SHAKE	60	213	324	427	93	MIX	3	17	19
List-2018-1105-428	428	TOWN	1391	TOWN	56	192	222	428	4	EARTH (SOIL)	3	31	35
List-2018-1105-429	429	OLD MAN	406	OLD MAN	63	208	274	429	87	OLD	3	50	80
List-2018-1105-430	430	PAINT (PIGMENTS)	647	PAINT (PIGMENTS)	54	183	241	430	99	DYE	3	25	92
List-2018-1105-431	431	OFTEN	1852	OFTEN	49	180	235	431	31	MORE	3	10	25
List-2018-1105-432	432	KING	1508	KING	40	162	256	432	63	MASTER	3	28	35
List-2018-1105-433	433	PRECIPICE	618	PRECIPICE	54	192	307	433	77	PRECIPICE	3	15	62
List-2018-1105-434	434	SUNDAY	1699	SUNDAY	38	159	185	434	129	SUNDAY	3	15	18
List-2018-1105-435	435	OIL (ORGANIC SUBSTANCE)	1484	OIL (ORGANIC SUBSTANCE)	51	181	209	435	115	FAT (ORGANIC SUBSTANCE)	3	42	66
List-2018-1105-436	436	WE (INCLUSIVE)	1131	WE (INCLUSIVE)	40	152	184	436	116	WE	3	41	172
List-2018-1105-437	437	TRAP (PITFALL)	1075	TRAP (PITFALL)	52	179	240	437	78	FISH TRAP	3	16	25
List-2018-1105-438	438	GUILTY	1682	GUILTY	44	157	177	438	19	FAULT	3	12	14
List-2018-1105-439	439	PONCHO	327	PONCHO	28	69	78	439	47	BLANKET	3	10	13
List-2018-1105-440	440	SPIN	121	SPIN	56	196	225	440	84	WEAVE	3	21	38
List-2018-1105-441	441	LIFT	501	LIFT	63	212	292	441	1	TAKE	3	22	61
List-2018-1105-442	442	LIGHT (WEIGHT)	1052	LIGHT (WEIGHT)	59	204	234	442	122	LIGHT (WEIGHT)	3	18	68
List-2018-1105-443	443	OINTMENT	1926	OINTMENT	44	165	203	443	115	FAT (ORGANIC SUBSTANCE)	3	20	21
List-2018-1105-444	444	FIREPLACE	185	FIREPLACE	51	173	212	444	124	FIREPLACE	3	24	36
List-2018-1105-445	445	TEAR (SHRED)	1735	TEAR (SHRED)	63	208	288	445	6	CUT	3	13	21
List-2018-1105-446	446	ADJUDICATE	1818	ADJUDICATE	39	146	169	446	19	FAULT	3	17	28
List-2018-1105-447	447	IDEA	1609	IDEA	46	165	288	447	29	MIND	3	34	49
List-2018-1105-448	448	THIGH	471	UPPER LEG (THIGH)	64	216	249	448	17	LEG	3	29	71
List-2018-1105-449	449	BAD	1292	BAD	64	216	314	449	36	DARK	3	38	49
List-2018-1105-450	450	ACCUSE	1814	ACCUSE	48	174	220	450	19	FAULT	3	23	64
List-2018-1105-451	451	DYE	157	DYE	50	178	216	451	99	DYE	3	26	94
List-2018-1105-452	452	COLLAR	2012	COLLAR	39	162	193	452	109	NECK	3	23	39
List-2018-1105-453	453	FLESH	2259	FLESH	61	209	244	453	105	MEAT	3	62	159
List-2018-1105-454	454	GOURD	411	GOURD	50	182	238	454	18	BOWL	3	25	89
List-2018-1105-455	455	CLOAK	326	CLOAK	34	144	184	455	47	BLANKET	3	14	18
List-2018-1105-456	456	MISTAKE	1293	MISTAKE	53	190	270	456	19	FAULT	3	34	58
List-2018-1105-457	457	PASTURE	649	PASTURE	42	163	238	457	55	FIELD	3	28	37
List-2018-1105-458	458	BREAKFAST	1322	BREAKFAST	40	160	189	458	23	MEAL	3	16	20
List-2018-1105-459	459	AIR	27	AIR	48	178	207	459	133	WIND	3	38	80
List-2018-1105-460	460	CHICKEN	1318	CHICKEN	52	190	220	460	60	FOWL	3	37	58
List-2018-1105-461	461	ARROW	977	ARROW	58	203	243	461	26	BOW	3	13	17
List-2018-1105-462	462	EVENING	1629	EVENING	62	200	246	462	90	LATE	3	24	34
List-2018-1105-463	463	PITY	1141	PITY	52	178	250	463	56	ANXIETY	3	16	20
List-2018-1105-464	464	WHEEL	710	WHEEL	50	180	200	464	71	CIRCLE	3	21	30
List-2018-1105-465	465	MORNING	1339	MORNING	59	200	225	465	21	EARLY	3	38	50
List-2018-1105-466	466	CALL	1084	CALL	64	215	275	466	38	SHRIEK	3	28	51
List-2018-1105-467	467	FLAME	889	FLAME	57	201	240	467	7	LIGHT (RADIATION)	3	22	43
List-2018-1105-468	468	JUDGMENT	1067	JUDGMENT	32	136	158	468	65	CUSTOM	3	11	12
List-2018-1105-469	469	MOTHER	1216	MOTHER	66	215	293	469	3	MOTHER-IN-LAW (OF WOMAN)	3	22	29
List-2018-1105-470	470	SPADE	1176	SPADE	34	154	194	470	70	SPADE	3	31	83
List-2018-1105-471	471	BATTLE	579	BATTLE	49	188	277	471	73	BATTLE	3	26	30
List-2018-1105-472	472	SWIM	1439	SWIM	63	215	256	472	94	SWIM	3	28	76
List-2018-1105-473	473	STOMACH	819	STOMACH	66	215	310	473	142	STOMACH	3	22	34
List-2018-1105-474	474	BEND	2004	BEND	61	212	315	474	24	TWIST	3	30	47
List-2018-1105-475	475	WRAP	1113	WRAP	62	209	294	475	24	TWIST	3	17	27
List-2018-1105-476	476	HEN	1514	HEN	51	193	216	476	60	FOWL	3	42	66
List-2018-1105-477	477	GOOD	1035	GOOD	63	214	296	477	35	CORRECT (RIGHT)	3	43	60
List-2018-1105-478	478	HURRY	754	HURRY	62	206	308	478	21	EARLY	3	16	23
List-2018-1105-479	479	DENY	755	DENY	48	169	216	479	72	DENY	3	25	44
List-2018-1105-480	480	KNIFE	1352	KNIFE	57	199	431	480	48	IRON	3	13	19
List-2018-1105-481	481	CULTIVATE	1541	CULTIVATE	47	184	243	481	43	SOW (FEMALE PIG)	3	27	46
List-2018-1105-482	482	FORBID	83	FORBID	50	174	219	482	72	DENY	3	26	31
List-2018-1105-483	483	OVEN	1143	OVEN	35	155	197	483	124	FIREPLACE	3	23	90
List-2018-1105-484	484	LIP	478	LIP	64	213	245	484	40	BEAK	3	24	36
List-2018-1105-485	485	ROOSTER	1511	ROOSTER	52	192	211	485	60	FOWL	3	25	35
List-2018-1105-486	486	FEW	1242	FEW	63	212	300	486	82	ONE	3	33	56
List-2018-1105-487	487	VULTURE	1185	VULTURE	55	171	196	487	111	VULTURE	3	15	37
List-2018-1105-488	488	BEE	665	BEE	61	206	256	488	68	BEEHIVE	3	29	36
List-2018-1105-489	489	HONEY	942	HONEY	57	199	224	489	68	BEEHIVE	3	21	33
List-2018-1105-490	490	FISHING LINE	19	FISHING LINE	48	156	173	490	32	ROPE	3	21	24
List-2018-1105-491	491	GRIND	1033	GRIND	63	215	353	491	53	SQUEEZE	3	22	41
List-2018-1105-492	492	VINE	343	VINE	46	181	223	492	32	ROPE	3	16	27
List-2018-1105-493	493	ROAST OR FRY	2146	ROAST OR FRY	63	215	350	493	22	BURN (SOMETHING)	3	32	82
List-2018-1105-494	494	HARD	1884	HARD	63	217	269	494	92	STRONG	3	31	41
List-2018-1105-495	495	IMITATE	117	IMITATE	58	187	226	495	54	WEIGH	3	12	17
List-2018-1105-496	496	CERTAIN	509	CERTAIN	49	184	248	496	35	CORRECT (RIGHT)	3	32	45
List-2018-1105-497	497	AXE	677	AXE	62	206	241	497	48	IRON	3	19	50
List-2018-1105-498	498	SLOW	701	SLOW	63	216	267	498	90	LATE	3	18	28
List-2018-1105-499	499	HALF	816	HALF	60	202	260	499	45	WAIST	3	29	44
List-2018-1105-500	500	DESCENDANTS	490	DESCENDANTS	50	177	221	500	2	CHILD (YOUNG HUMAN)	3	16	27
List-2018-1105-501	501	CALL BY NAME	180	CALL BY NAME	56	191	242	501	38	SHRIEK	3	22	47
List-2018-1105-502	502	BILL	1081	BILL	34	146	187	502	103	PRICE	3	13	14
List-2018-1105-503	503	CRY	1839	CRY	66	221	279	503	38	SHRIEK	3	23	25
List-2018-1105-504	504	INSIDE	1606	INSIDE	50	174	273	504	28	LOW	3	16	19
List-2018-1105-505	505	DEFEND	1330	DEFEND	49	175	215	505	30	KEEP	3	21	34
List-2018-1105-506	506	SHOVEL	1901	SHOVEL	45	169	222	506	70	SPADE	3	26	74
List-2018-1105-507	507	QUARREL	1848	QUARREL	56	191	317	507	73	BATTLE	3	28	30
List-2018-1105-508	508	FLOAT	1574	FLOAT	56	194	242	508	94	SWIM	3	27	76
List-2018-1105-509	509	LEAVE	1752	LEAVE	64	212	297	509	15	GO UP (ASCEND)	3	42	85
List-2018-1105-510	510	MIDDLE	1093	MIDDLE	63	214	297	510	45	WAIST	3	26	39
List-2018-1105-511	511	ROUND	1395	ROUND	62	209	263	511	71	CIRCLE	3	36	51
List-2018-1105-512	512	TIE	1917	TIE	65	218	313	512	100	KNOT	3	14	19
List-2018-1105-513	513	RUN	1519	RUN	66	222	287	513	67	FLOW	3	30	69
List-2018-1105-514	514	HOOK	1071	HOOK	51	183	228	514	75	HOOK	3	25	48
List-2018-1105-515	515	MILK	635	MILK	58	202	227	515	81	BREAST	3	27	36
List-2018-1105-516	516	DITCH	2002	DITCH	47	184	263	516	58	HOLE	3	18	31
List-2018-1105-517	517	WANT	1784	WANT	61	212	369	517	117	WANT	3	34	39
List-2018-1105-518	518	THING	738	THING	57	203	260	518	50	WHAT	3	15	19
List-2018-1105-519	519	DESTROY	681	DESTROY	56	195	279	519	6	CUT	3	22	29
List-2018-1105-520	520	IF	1459	IF	53	196	278	520	62	IF	3	15	18
List-2018-1105-521	521	WING	1257	WING	66	213	236	521	5	FEATHER	3	33	54
List-2018-1105-522	522	SHEEP	1331	SHEEP	39	156	200	522	27	WOMAN	3	28	109
List-2018-1105-523	523	FEAR (FRIGHT)	781	FEAR (FRIGHT)	65	215	329	523	56	ANXIETY	3	15	43
List-2018-1105-524	524	NIGHT	1233	NIGHT	66	216	249	524	36	DARK	3	29	38
List-2018-1105-525	525	OAT	60	OAT	19	113	126	525	12	GRAIN	3	9	9
List-2018-1105-526	526	MOUNTAIN OR HILL	2118	MOUNTAIN OR HILL	63	214	399	526	77	PRECIPICE	3	18	25
List-2018-1105-527	527	SKIRT	1600	SKIRT	47	178	216	527	41	CLOTHES	3	17	21
List-2018-1105-528	528	ROOF	769	ROOF	62	208	248	528	86	TOP	3	23	34
List-2018-1105-529	529	BRASS INSTRUMENT (HORN OR TRUMPET)	2136	BRASS INSTRUMENT (HORN OR TRUMPET)	44	150	211	529	127	BRASS INSTRUMENT (HORN OR TRUMPET)	3	20	40
List-2018-1105-530	530	CEASE	1928	CEASE	57	197	302	530	34	END (OF SPACE)	3	27	43
List-2018-1105-531	531	BURY	1719	BURY	63	216	262	531	43	SOW (FEMALE PIG)	3	17	18
List-2018-1105-532	532	YESTERDAY	1174	YESTERDAY	65	216	233	532	144	DAY AFTER TOMORROW	3	13	15
List-2018-1105-533	533	UDDER	154	UDDER	50	185	210	533	81	BREAST	3	59	81
List-2018-1105-534	534	OLD WOMAN	907	OLD WOMAN	61	205	261	534	87	OLD	3	40	47
List-2018-1105-535	535	RUDDER	108	RUDDER	49	172	304	535	70	SPADE	3	33	87
List-2018-1105-536	536	CAUSE	860	CAUSE	43	175	249	536	62	IF	3	19	22
