MERGER	ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	DSS_ID	URL	ENGLISH	OCCURRENCES
5	Bulakh-2013-870-50	NAN		50	205	http://semshifts.iling-ran.ru/show-meaning.html?id=205	black cloud	6
	Bulakh-2013-870-500	1699	SUNDAY	500	1516	http://semshifts.iling-ran.ru/show-meaning.html?id=1516	Sunday	3
	Bulakh-2013-870-501	547	SURFACE	501	1520	http://semshifts.iling-ran.ru/show-meaning.html?id=1520	surface	3
	Bulakh-2013-870-502	126	PERSPIRE (SWEAT)	502	1522	http://semshifts.iling-ran.ru/show-meaning.html?id=1522	sweat	6
	Bulakh-2013-870-503	717	SWEET	503	1523	http://semshifts.iling-ran.ru/show-meaning.html?id=1523	sweet (taste)	6
	Bulakh-2013-870-504	1535	SWORD	504	1526	http://semshifts.iling-ran.ru/show-meaning.html?id=1526	sword	4
	Bulakh-2013-870-505	1775	TABLE	505	1528	http://semshifts.iling-ran.ru/show-meaning.html?id=1528	table; desk	3
	Bulakh-2013-870-506	1220	TAIL	506	1531	http://semshifts.iling-ran.ru/show-meaning.html?id=1531	tail	16
5	Bulakh-2013-870-507	NAN		507	1535	http://semshifts.iling-ran.ru/show-meaning.html?id=1535	talkative person	5
1	Bulakh-2013-870-508	21	TASTE	508	1540	http://semshifts.iling-ran.ru/show-meaning.html?id=1540	taste	5
	Bulakh-2013-870-509	1771	TASTELESS	509	1542	http://semshifts.iling-ran.ru/show-meaning.html?id=1542	tasteless	5
	Bulakh-2013-870-51	869	BLADE	51	211	http://semshifts.iling-ran.ru/show-meaning.html?id=211	blade	6
	Bulakh-2013-870-510	1813	TASTY	510	1543	http://semshifts.iling-ran.ru/show-meaning.html?id=1543	tasty	4
	Bulakh-2013-870-511	797	TESTICLES	511	1548	http://semshifts.iling-ran.ru/show-meaning.html?id=1548	testicle	3
17	Bulakh-2013-870-512	1244	THICK	512	1552	http://semshifts.iling-ran.ru/show-meaning.html?id=1552	thick	12
17	Bulakh-2013-870-513	1244	THICK	513	1553	http://semshifts.iling-ran.ru/show-meaning.html?id=1553	thick (of a growth, hair)	5
	Bulakh-2013-870-514	1160	THIEF	514	1554	http://semshifts.iling-ran.ru/show-meaning.html?id=1554	thief	3
7	Bulakh-2013-870-515	1400	THIN	515	1556	http://semshifts.iling-ran.ru/show-meaning.html?id=1556	thin (of an object)	18
	Bulakh-2013-870-516	738	THING	516	1559	http://semshifts.iling-ran.ru/show-meaning.html?id=1559	thing	4
	Bulakh-2013-870-517	124	THORN	517	1561	http://semshifts.iling-ran.ru/show-meaning.html?id=1561	thorn	3
	Bulakh-2013-870-518	1727	THRESHOLD	518	1564	http://semshifts.iling-ran.ru/show-meaning.html?id=1564	threshold	3
	Bulakh-2013-870-519	1346	THROAT	519	1565	http://semshifts.iling-ran.ru/show-meaning.html?id=1565	throat	9
	Bulakh-2013-870-52	1653	BLIND	52	213	http://semshifts.iling-ran.ru/show-meaning.html?id=213	blind	5
	Bulakh-2013-870-520	1150	THUNDER	520	1567	http://semshifts.iling-ran.ru/show-meaning.html?id=1567	thunder	3
	Bulakh-2013-870-521	892	TIME	521	1573	http://semshifts.iling-ran.ru/show-meaning.html?id=1573	time	6
	Bulakh-2013-870-522	1815	ACHE	522	1579	http://semshifts.iling-ran.ru/show-meaning.html?id=1579	to ache	6
	Bulakh-2013-870-523	1739	DECORATE	523	1575	http://semshifts.iling-ran.ru/show-meaning.html?id=1575	to adorn, decorate	6
	Bulakh-2013-870-524	1275	ANSWER	524	1587	http://semshifts.iling-ran.ru/show-meaning.html?id=1587	to answer	5
	Bulakh-2013-870-525	1828	ASK, REQUEST	525	1594	http://semshifts.iling-ran.ru/show-meaning.html?id=1594	to ask, beg	5
	Bulakh-2013-870-526	1309	ASK, INQUIRE	526	1595	http://semshifts.iling-ran.ru/show-meaning.html?id=1595	to ask, inquire	5
	Bulakh-2013-870-527	722	ATTACK	527	1596	http://semshifts.iling-ran.ru/show-meaning.html?id=1596	to attack	4
	Bulakh-2013-870-528	1206	BARKING	528	1603	http://semshifts.iling-ran.ru/show-meaning.html?id=1603	to bark (of a dog)	7
	Bulakh-2013-870-529	1558	SIMILAR	529	1605	http://semshifts.iling-ran.ru/show-meaning.html?id=1605	to be alike	6
	Bulakh-2013-870-53	946	BLOOD	53	214	http://semshifts.iling-ran.ru/show-meaning.html?id=214	blood	6
12	Bulakh-2013-870-530	1826	ANGRY	530	1606	http://semshifts.iling-ran.ru/show-meaning.html?id=1606	to be angry	10
5	Bulakh-2013-870-531	NAN		531	1609	http://semshifts.iling-ran.ru/show-meaning.html?id=1609	to be at war	3
	Bulakh-2013-870-532	825	AWAKE	532	1610	http://semshifts.iling-ran.ru/show-meaning.html?id=1610	to be awake	5
	Bulakh-2013-870-533	1090	BE BORN	533	1611	http://semshifts.iling-ran.ru/show-meaning.html?id=1611	to be born	6
	Bulakh-2013-870-534	1881	ENOUGH	534	1615	http://semshifts.iling-ran.ru/show-meaning.html?id=1615	to be enough	5
5	Bulakh-2013-870-535	NAN		535	1616	http://semshifts.iling-ran.ru/show-meaning.html?id=1616	to be extinguished (light)	3
3	Bulakh-2013-870-536	1495	HAPPY	536	1619	http://semshifts.iling-ran.ru/show-meaning.html?id=1619	to be glad	4
	Bulakh-2013-870-537	1682	GUILTY	537	1621	http://semshifts.iling-ran.ru/show-meaning.html?id=1621	to be guilty	3
35	Bulakh-2013-870-538	39	KEEN	538	1628	http://semshifts.iling-ran.ru/show-meaning.html?id=1628	to be keen of	4
	Bulakh-2013-870-539	62	BE SITUATED	539	1637	http://semshifts.iling-ran.ru/show-meaning.html?id=1637	to be situated	4
	Bulakh-2013-870-54	525	BLOOD VESSEL	54	215	http://semshifts.iling-ran.ru/show-meaning.html?id=215	blood vessel	3
	Bulakh-2013-870-540	1572	SURPRISED	540	1640	http://semshifts.iling-ran.ru/show-meaning.html?id=1640	to be surprised	4
	Bulakh-2013-870-541	1665	BEAT	541	1645	http://semshifts.iling-ran.ru/show-meaning.html?id=1645	to beat, hit	48
	Bulakh-2013-870-542	1990	BECOME	542	1646	http://semshifts.iling-ran.ru/show-meaning.html?id=1646	to become	4
	Bulakh-2013-870-543	548	INFECTED	543	1651	http://semshifts.iling-ran.ru/show-meaning.html?id=1651	to become infected	8
5	Bulakh-2013-870-544	NAN		544	1652	http://semshifts.iling-ran.ru/show-meaning.html?id=1652	to become ready (of food)	3
	Bulakh-2013-870-545	1868	VISIBLE	545	1654	http://semshifts.iling-ran.ru/show-meaning.html?id=1654	to become visible	3
	Bulakh-2013-870-546	1806	BEGIN	546	1655	http://semshifts.iling-ran.ru/show-meaning.html?id=1655	to begin (tr.)	13
26	Bulakh-2013-870-547	2004	BEND	547	1658	http://semshifts.iling-ran.ru/show-meaning.html?id=1658	to bend	3
26	Bulakh-2013-870-548	2004	BEND	548	1660	http://semshifts.iling-ran.ru/show-meaning.html?id=1660	to bend, bow (intr.)	4
32	Bulakh-2013-870-549	1917	TIE	549	1663	http://semshifts.iling-ran.ru/show-meaning.html?id=1663	to bind	5
	Bulakh-2013-870-55	837	BLUE	55	216	http://semshifts.iling-ran.ru/show-meaning.html?id=216	blue	6
	Bulakh-2013-870-550	1403	BITE	550	1665	http://semshifts.iling-ran.ru/show-meaning.html?id=1665	to bite	8
	Bulakh-2013-870-551	175	BLOW	551	1670	http://semshifts.iling-ran.ru/show-meaning.html?id=1670	to blow	8
	Bulakh-2013-870-552	101	BOAST	552	1673	http://semshifts.iling-ran.ru/show-meaning.html?id=1673	to boast	5
	Bulakh-2013-870-553	792	BOIL OF LIQUID	553	1674	http://semshifts.iling-ran.ru/show-meaning.html?id=1674	to boil (intr.)	5
	Bulakh-2013-870-554	1729	PLAIT/BRAID, WEAVE	554	1676	http://semshifts.iling-ran.ru/show-meaning.html?id=1676	to braid, plait, weave	3
23	Bulakh-2013-870-555	680	BREAK	555	1677	http://semshifts.iling-ran.ru/show-meaning.html?id=1677	to break (tr.)	18
10	Bulakh-2013-870-556	1407	BREATHE	556	1679	http://semshifts.iling-ran.ru/show-meaning.html?id=1679	to breathe	4
	Bulakh-2013-870-557	1164	BRIBE (2)	557	1680	http://semshifts.iling-ran.ru/show-meaning.html?id=1680	to bribe	4
	Bulakh-2013-870-558	2134	RAISE (A CHILD)	558	1685	http://semshifts.iling-ran.ru/show-meaning.html?id=1685	to bring up	3
	Bulakh-2013-870-559	1840	BUILD	559	1686	http://semshifts.iling-ran.ru/show-meaning.html?id=1686	to build	4
	Bulakh-2013-870-56	379	BLUNT	56	217	http://semshifts.iling-ran.ru/show-meaning.html?id=217	blunt	5
	Bulakh-2013-870-560	1428	BURN	560	1687	http://semshifts.iling-ran.ru/show-meaning.html?id=1687	to burn (intr.)	11
	Bulakh-2013-870-561	141	BURN SOMETHING	561	1688	http://semshifts.iling-ran.ru/show-meaning.html?id=1688	to burn (tr.)	3
23	Bulakh-2013-870-562	680	BREAK	562	1689	http://semshifts.iling-ran.ru/show-meaning.html?id=1689	to burst, break	3
	Bulakh-2013-870-563	1719	BURY	563	1690	http://semshifts.iling-ran.ru/show-meaning.html?id=1690	to bury	6
	Bulakh-2013-870-564	1420	COUNT	564	1694	http://semshifts.iling-ran.ru/show-meaning.html?id=1694	to calculate, count	9
	Bulakh-2013-870-565	1084	CALL	565	1695	http://semshifts.iling-ran.ru/show-meaning.html?id=1695	to call (somebody), to make respond	5
	Bulakh-2013-870-566	253	CARE FOR	566	1697	http://semshifts.iling-ran.ru/show-meaning.html?id=1697	to care for, look after	8
4	Bulakh-2013-870-567	719	FIND	567	1698	http://semshifts.iling-ran.ru/show-meaning.html?id=1698	to carp, find faults	3
	Bulakh-2013-870-568	700	CARRY	568	1699	http://semshifts.iling-ran.ru/show-meaning.html?id=1699	to carry	8
	Bulakh-2013-870-569	29	GELD	569	1701	http://semshifts.iling-ran.ru/show-meaning.html?id=1701	to castrate, geld	6
	Bulakh-2013-870-57	1227	BOARD	57	218	http://semshifts.iling-ran.ru/show-meaning.html?id=218	board, plank	3
	Bulakh-2013-870-570	860	CAUSE	570	1704	http://semshifts.iling-ran.ru/show-meaning.html?id=1704	to cause	5
	Bulakh-2013-870-571	1264	CHANGE	571	1708	http://semshifts.iling-ran.ru/show-meaning.html?id=1708	to change (tr.)	7
	Bulakh-2013-870-572	1271	DELIGHT	572	1711	http://semshifts.iling-ran.ru/show-meaning.html?id=1711	to charm, to delight	4
	Bulakh-2013-870-573	1975	CHECK	573	1714	http://semshifts.iling-ran.ru/show-meaning.html?id=1714	to check, test	4
	Bulakh-2013-870-574	321	CHEW	574	1715	http://semshifts.iling-ran.ru/show-meaning.html?id=1715	to chew	4
	Bulakh-2013-870-575	129	CHOKE	575	1716	http://semshifts.iling-ran.ru/show-meaning.html?id=1716	to choke	4
	Bulakh-2013-870-576	1750	CHOOSE	576	1717	http://semshifts.iling-ran.ru/show-meaning.html?id=1717	to choose	3
38	Bulakh-2013-870-577	704	CLEAN	577	1718	http://semshifts.iling-ran.ru/show-meaning.html?id=1718	to clean	10
5	Bulakh-2013-870-578	NAN		578	1720	http://semshifts.iling-ran.ru/show-meaning.html?id=1720	to close one's eyes	3
	Bulakh-2013-870-579	1446	COME	579	1723	http://semshifts.iling-ran.ru/show-meaning.html?id=1723	to come	9
	Bulakh-2013-870-58	1480	BODY	58	219	http://semshifts.iling-ran.ru/show-meaning.html?id=219	body	4
5	Bulakh-2013-870-580	NAN		580	1724	http://semshifts.iling-ran.ru/show-meaning.html?id=1724	to come (of an event)	5
31	Bulakh-2013-870-581	1928	CEASE	581	1725	http://semshifts.iling-ran.ru/show-meaning.html?id=1725	to come to end, to ceise	3
	Bulakh-2013-870-582	697	CONTAIN	582	1733	http://semshifts.iling-ran.ru/show-meaning.html?id=1733	to contain	3
	Bulakh-2013-870-583	549	COPULATE	583	1735	http://semshifts.iling-ran.ru/show-meaning.html?id=1735	to copulate	20
30	Bulakh-2013-870-584	1725	CORRECT, RIGHT	584	1736	http://semshifts.iling-ran.ru/show-meaning.html?id=1736	to correct	3
	Bulakh-2013-870-585	242	COST	585	1738	http://semshifts.iling-ran.ru/show-meaning.html?id=1738	to cost	4
	Bulakh-2013-870-586	879	COUGH	586	1739	http://semshifts.iling-ran.ru/show-meaning.html?id=1739	to cough	4
	Bulakh-2013-870-587	96	CRAWL	587	1742	http://semshifts.iling-ran.ru/show-meaning.html?id=1742	to crawl	3
	Bulakh-2013-870-588	1839	CRY	588	1744	http://semshifts.iling-ran.ru/show-meaning.html?id=1744	to cry, weep	5
	Bulakh-2013-870-589	499	CURE	589	1745	http://semshifts.iling-ran.ru/show-meaning.html?id=1745	to cure, treat (medically)	6
5	Bulakh-2013-870-59	NAN		59	220	http://semshifts.iling-ran.ru/show-meaning.html?id=220	body part	3
	Bulakh-2013-870-590	1432	CUT	590	1746	http://semshifts.iling-ran.ru/show-meaning.html?id=1746	to cut (tr.)	17
	Bulakh-2013-870-591	1902	BETRAY	591	1750	http://semshifts.iling-ran.ru/show-meaning.html?id=1750	to deceive	15
	Bulakh-2013-870-592	685	DECIDE	592	1751	http://semshifts.iling-ran.ru/show-meaning.html?id=1751	to decide	4
	Bulakh-2013-870-593	676	SHIT	593	1754	http://semshifts.iling-ran.ru/show-meaning.html?id=1754	to defecate	4
	Bulakh-2013-870-594	1330	DEFEND	594	1755	http://semshifts.iling-ran.ru/show-meaning.html?id=1755	to defend	11
	Bulakh-2013-870-595	1195	GIVE BIRTH	595	1757	http://semshifts.iling-ran.ru/show-meaning.html?id=1757	to deliver (a child)	12
	Bulakh-2013-870-596	756	DEPEND	596	1759	http://semshifts.iling-ran.ru/show-meaning.html?id=1759	to depend	4
	Bulakh-2013-870-597	681	DESTROY	597	1763	http://semshifts.iling-ran.ru/show-meaning.html?id=1763	to destroy	10
	Bulakh-2013-870-598	1494	DIE	598	1765	http://semshifts.iling-ran.ru/show-meaning.html?id=1765	to die, pass away	26
	Bulakh-2013-870-599	1418	DIG	599	1766	http://semshifts.iling-ran.ru/show-meaning.html?id=1766	to dig	12
5	Bulakh-2013-870-6	NAN		6	81	http://semshifts.iling-ran.ru/show-meaning.html?id=81	affair	4
	Bulakh-2013-870-60	91	INSOLENT	60	221	http://semshifts.iling-ran.ru/show-meaning.html?id=221	bold, insolent	9
	Bulakh-2013-870-600	550	DILUTE	600	1767	http://semshifts.iling-ran.ru/show-meaning.html?id=1767	to dilute	5
	Bulakh-2013-870-601	485	DISAPPEAR	601	1769	http://semshifts.iling-ran.ru/show-meaning.html?id=1769	to disappear	7
	Bulakh-2013-870-602	75	DISGRACE	602	1772	http://semshifts.iling-ran.ru/show-meaning.html?id=1772	to disgrace, dishonor	3
	Bulakh-2013-870-603	551	DISLOCATE	603	1773	http://semshifts.iling-ran.ru/show-meaning.html?id=1773	to dislocate (of a joint)	3
	Bulakh-2013-870-604	813	DO	604	1780	http://semshifts.iling-ran.ru/show-meaning.html?id=1780	to do	5
	Bulakh-2013-870-605	1308	DOUBT	605	1781	http://semshifts.iling-ran.ru/show-meaning.html?id=1781	to doubt	3
	Bulakh-2013-870-606	2001	PAINTING	606	1786	http://semshifts.iling-ran.ru/show-meaning.html?id=1786	to draw, paint	4
	Bulakh-2013-870-607	1401	DRINK ACTION	607	1789	http://semshifts.iling-ran.ru/show-meaning.html?id=1789	to drink	7
	Bulakh-2013-870-608	741	DRIVE	608	1791	http://semshifts.iling-ran.ru/show-meaning.html?id=1791	to drive, to force to move on	6
	Bulakh-2013-870-609	750	DROP	609	1792	http://semshifts.iling-ran.ru/show-meaning.html?id=1792	to drop (of liquid)	5
	Bulakh-2013-870-61	1394	BONE	61	222	http://semshifts.iling-ran.ru/show-meaning.html?id=222	bone	7
	Bulakh-2013-870-610	1336	EAT	610	1794	http://semshifts.iling-ran.ru/show-meaning.html?id=1794	to eat	15
31	Bulakh-2013-870-611	1928	CEASE	611	1796	http://semshifts.iling-ran.ru/show-meaning.html?id=1796	to end	3
	Bulakh-2013-870-612	1186	LAST, ENDURE	612	1797	http://semshifts.iling-ran.ru/show-meaning.html?id=1797	to endure	8
	Bulakh-2013-870-613	749	ENTER	613	1799	http://semshifts.iling-ran.ru/show-meaning.html?id=1799	to enter	7
	Bulakh-2013-870-614	839	ERR	614	1802	http://semshifts.iling-ran.ru/show-meaning.html?id=1802	to err, be wrong	4
	Bulakh-2013-870-615	127	EXTINGUISH	615	1811	http://semshifts.iling-ran.ru/show-meaning.html?id=1811	to extinguish	6
37	Bulakh-2013-870-616	1280	FALL	616	1814	http://semshifts.iling-ran.ru/show-meaning.html?id=1814	to fall (of rain, snow)	4
	Bulakh-2013-870-617	1106	FALL ASLEEP	617	1815	http://semshifts.iling-ran.ru/show-meaning.html?id=1815	to fall asleep	4
37	Bulakh-2013-870-618	1280	FALL	618	1816	http://semshifts.iling-ran.ru/show-meaning.html?id=1816	to fall down	25
	Bulakh-2013-870-619	1419	FEAR, BE AFRAID	619	1819	http://semshifts.iling-ran.ru/show-meaning.html?id=1819	to fear	6
	Bulakh-2013-870-62	905	BORING	62	226	http://semshifts.iling-ran.ru/show-meaning.html?id=226	boring	3
	Bulakh-2013-870-620	739	FEED	620	1820	http://semshifts.iling-ran.ru/show-meaning.html?id=1820	to feed	4
	Bulakh-2013-870-621	1079	FEEL	621	1821	http://semshifts.iling-ran.ru/show-meaning.html?id=1821	to feel	4
	Bulakh-2013-870-622	1533	BE HUNGRY	622	1824	http://semshifts.iling-ran.ru/show-meaning.html?id=1824	to feel hunger	4
	Bulakh-2013-870-623	1141	PITY	623	1825	http://semshifts.iling-ran.ru/show-meaning.html?id=1825	to feel pity	4
	Bulakh-2013-870-624	1847	SICK	624	1827	http://semshifts.iling-ran.ru/show-meaning.html?id=1827	to feel sick	3
	Bulakh-2013-870-625	967	YEAST	625	1830	http://semshifts.iling-ran.ru/show-meaning.html?id=1830	to ferment, yeast	3
	Bulakh-2013-870-626	1423	FIGHT	626	1831	http://semshifts.iling-ran.ru/show-meaning.html?id=1831	to fight, scuffle	4
	Bulakh-2013-870-627	2006	FILL	627	1833	http://semshifts.iling-ran.ru/show-meaning.html?id=1833	to fill (tr.)	4
4	Bulakh-2013-870-628	719	FIND	628	1834	http://semshifts.iling-ran.ru/show-meaning.html?id=1834	to find	16
	Bulakh-2013-870-629	1766	FINISH	629	1835	http://semshifts.iling-ran.ru/show-meaning.html?id=1835	to finish	5
	Bulakh-2013-870-63	690	BOTTOM	63	228	http://semshifts.iling-ran.ru/show-meaning.html?id=228	bottom	4
	Bulakh-2013-870-630	494	FLIRT	630	1839	http://semshifts.iling-ran.ru/show-meaning.html?id=1839	to flirt	3
	Bulakh-2013-870-631	1574	FLOAT	631	1840	http://semshifts.iling-ran.ru/show-meaning.html?id=1840	to float	7
24	Bulakh-2013-870-632	2003	FLOW	632	1841	http://semshifts.iling-ran.ru/show-meaning.html?id=1841	to flow	13
24	Bulakh-2013-870-633	2003	FLOW	633	1842	http://semshifts.iling-ran.ru/show-meaning.html?id=1842	to flow into	3
11	Bulakh-2013-870-634	1441	FLY, MOVE THROUGH AIR	634	1843	http://semshifts.iling-ran.ru/show-meaning.html?id=1843	to fly	8
11	Bulakh-2013-870-635	1441	FLY, MOVE THROUGH AIR	635	1844	http://semshifts.iling-ran.ru/show-meaning.html?id=1844	to fly away	3
	Bulakh-2013-870-636	1470	FOLD	636	1845	http://semshifts.iling-ran.ru/show-meaning.html?id=1845	to fold (cloth)	3
	Bulakh-2013-870-637	1085	FOLLOW	637	1846	http://semshifts.iling-ran.ru/show-meaning.html?id=1846	to follow	13
	Bulakh-2013-870-638	1523	FORGET	638	1851	http://semshifts.iling-ran.ru/show-meaning.html?id=1851	to forget	3
	Bulakh-2013-870-639	1528	FORGIVE	639	1852	http://semshifts.iling-ran.ru/show-meaning.html?id=1852	to forgive	7
	Bulakh-2013-870-64	994	BOW	64	230	http://semshifts.iling-ran.ru/show-meaning.html?id=230	bow (weapon)	5
	Bulakh-2013-870-640	103	FORNICATE	640	1854	http://semshifts.iling-ran.ru/show-meaning.html?id=1854	to fornicate	3
	Bulakh-2013-870-641	1757	TIRED	641	1867	http://semshifts.iling-ran.ru/show-meaning.html?id=1867	to get tired	7
	Bulakh-2013-870-642	694	GET	642	1869	http://semshifts.iling-ran.ru/show-meaning.html?id=1869	to get, obtain	14
	Bulakh-2013-870-643	1447	GIVE	643	1870	http://semshifts.iling-ran.ru/show-meaning.html?id=1870	to give	4
31	Bulakh-2013-870-644	1928	CEASE	644	1872	http://semshifts.iling-ran.ru/show-meaning.html?id=1872	to give up, stop doing	15
33	Bulakh-2013-870-645	1752	LEAVE	645	1878	http://semshifts.iling-ran.ru/show-meaning.html?id=1878	to go away	5
	Bulakh-2013-870-646	2014	GO DOWN, DESCEND	646	1879	http://semshifts.iling-ran.ru/show-meaning.html?id=1879	to go down	9
5	Bulakh-2013-870-647	NAN		647	1881	http://semshifts.iling-ran.ru/show-meaning.html?id=1881	to go mad	3
	Bulakh-2013-870-648	1107	GO OUT	648	1882	http://semshifts.iling-ran.ru/show-meaning.html?id=1882	to go out	12
	Bulakh-2013-870-649	705	GO UP, ASCEND	649	1883	http://semshifts.iling-ran.ru/show-meaning.html?id=1883	to go up	8
	Bulakh-2013-870-65	2119	BOW STRING	65	233	http://semshifts.iling-ran.ru/show-meaning.html?id=233	bow-string	3
25	Bulakh-2013-870-650	1443	WALK	650	1884	http://semshifts.iling-ran.ru/show-meaning.html?id=1884	to go, walk	6
	Bulakh-2013-870-651	1846	RULE	651	1885	http://semshifts.iling-ran.ru/show-meaning.html?id=1885	to govern, control, rule	5
	Bulakh-2013-870-652	2021	GRASP	652	1886	http://semshifts.iling-ran.ru/show-meaning.html?id=1886	to grasp, seize	15
	Bulakh-2013-870-653	1955	GRIEVE	653	1888	http://semshifts.iling-ran.ru/show-meaning.html?id=1888	to grieve (intr.)	4
	Bulakh-2013-870-654	1486	PLANT, GROW	654	1890	http://semshifts.iling-ran.ru/show-meaning.html?id=1890	to grow (plants)	5
5	Bulakh-2013-870-655	NAN		655	1891	http://semshifts.iling-ran.ru/show-meaning.html?id=1891	to grow numb	12
	Bulakh-2013-870-656	552	GROW UP	656	1893	http://semshifts.iling-ran.ru/show-meaning.html?id=1893	to grow up	5
	Bulakh-2013-870-657	1940	GUARD	657	1895	http://semshifts.iling-ran.ru/show-meaning.html?id=1895	to guard	3
	Bulakh-2013-870-658	357	HANG UP	658	1897	http://semshifts.iling-ran.ru/show-meaning.html?id=1897	to hang	4
	Bulakh-2013-870-659	248	HAPPEN	659	1898	http://semshifts.iling-ran.ru/show-meaning.html?id=1898	to happen	7
	Bulakh-2013-870-66	1991	INTESTINES	66	232	http://semshifts.iling-ran.ru/show-meaning.html?id=232	bowels, intestine	7
5	Bulakh-2013-870-660	NAN		660	1899	http://semshifts.iling-ran.ru/show-meaning.html?id=1899	to harness	5
5	Bulakh-2013-870-661	NAN		661	1903	http://semshifts.iling-ran.ru/show-meaning.html?id=1903	to have experience	3
	Bulakh-2013-870-662	1513	THINK, BELIEVE	662	1904	http://semshifts.iling-ran.ru/show-meaning.html?id=1904	to have opinion	7
	Bulakh-2013-870-663	1408	HEAR	663	1906	http://semshifts.iling-ran.ru/show-meaning.html?id=1906	to hear	8
	Bulakh-2013-870-664	1341	HEAT UP	664	1907	http://semshifts.iling-ran.ru/show-meaning.html?id=1907	to heat up	4
	Bulakh-2013-870-665	1897	HELP	665	1908	http://semshifts.iling-ran.ru/show-meaning.html?id=1908	to help, aid	5
	Bulakh-2013-870-666	553	HEW	666	1909	http://semshifts.iling-ran.ru/show-meaning.html?id=1909	to hew	3
	Bulakh-2013-870-667	602	HIDE, CONCEAL	667	1910	http://semshifts.iling-ran.ru/show-meaning.html?id=1910	to hide (tr.)	5
	Bulakh-2013-870-668	554	HINDER	668	1911	http://semshifts.iling-ran.ru/show-meaning.html?id=1911	to hinder	7
	Bulakh-2013-870-669	1448	HOLD	669	1914	http://semshifts.iling-ran.ru/show-meaning.html?id=1914	to hold (in hands)	7
	Bulakh-2013-870-67	1465	BOX	67	234	http://semshifts.iling-ran.ru/show-meaning.html?id=234	box, container	3
	Bulakh-2013-870-670	1092	HOPE	670	1915	http://semshifts.iling-ran.ru/show-meaning.html?id=1915	to hope	3
	Bulakh-2013-870-671	1435	HUNT	671	1919	http://semshifts.iling-ran.ru/show-meaning.html?id=1919	to hunt	5
	Bulakh-2013-870-672	41	IGNORE	672	1922	http://semshifts.iling-ran.ru/show-meaning.html?id=1922	to ignore, not to greet somebody	3
	Bulakh-2013-870-673	117	IMITATE	673	1924	http://semshifts.iling-ran.ru/show-meaning.html?id=1924	to imitate	3
	Bulakh-2013-870-674	61	INDUCE	674	1928	http://semshifts.iling-ran.ru/show-meaning.html?id=1928	to induce	3
	Bulakh-2013-870-675	555	INFRINGE	675	1930	http://semshifts.iling-ran.ru/show-meaning.html?id=1930	to infringe	3
	Bulakh-2013-870-676	1099	RESIDE	676	1931	http://semshifts.iling-ran.ru/show-meaning.html?id=1931	to inhabit, live	6
	Bulakh-2013-870-677	22	INTEND	677	1933	http://semshifts.iling-ran.ru/show-meaning.html?id=1933	to intend	8
	Bulakh-2013-870-678	2010	INVESTIGATE	678	1934	http://semshifts.iling-ran.ru/show-meaning.html?id=1934	to investigate	3
	Bulakh-2013-870-679	1135	KICK	679	1945	http://semshifts.iling-ran.ru/show-meaning.html?id=1945	to kick	3
	Bulakh-2013-870-68	1366	BOY	68	235	http://semshifts.iling-ran.ru/show-meaning.html?id=235	boy	4
	Bulakh-2013-870-680	1417	KILL	680	1946	http://semshifts.iling-ran.ru/show-meaning.html?id=1946	to kill	8
	Bulakh-2013-870-681	578	KISS	681	1947	http://semshifts.iling-ran.ru/show-meaning.html?id=1947	to kiss	6
	Bulakh-2013-870-682	1410	KNOW	682	1950	http://semshifts.iling-ran.ru/show-meaning.html?id=1950	to know	12
16	Bulakh-2013-870-683	972	BE ABLE	683	1951	http://semshifts.iling-ran.ru/show-meaning.html?id=1951	to know how, to be able	3
	Bulakh-2013-870-684	43	LEAD, GUIDE	684	1955	http://semshifts.iling-ran.ru/show-meaning.html?id=1955	to lead	4
13	Bulakh-2013-870-685	504	LEARN	685	1957	http://semshifts.iling-ran.ru/show-meaning.html?id=1957	to learn, find out	3
13	Bulakh-2013-870-686	504	LEARN	686	1958	http://semshifts.iling-ran.ru/show-meaning.html?id=1958	to learn, study	8
33	Bulakh-2013-870-687	1752	LEAVE	687	1959	http://semshifts.iling-ran.ru/show-meaning.html?id=1959	to leave	5
	Bulakh-2013-870-688	1003	PERMIT	688	1962	http://semshifts.iling-ran.ru/show-meaning.html?id=1962	to let	5
	Bulakh-2013-870-689	1411	LIE, REST	689	1967	http://semshifts.iling-ran.ru/show-meaning.html?id=1967	to lie (posture)	3
	Bulakh-2013-870-69	1583	BRAIN	69	236	http://semshifts.iling-ran.ru/show-meaning.html?id=236	brain (cerebrum)	5
	Bulakh-2013-870-690	737	LIGHT, IGNITE	690	1969	http://semshifts.iling-ran.ru/show-meaning.html?id=1969	to light, to kindle	5
	Bulakh-2013-870-691	1117	LIKE	691	1970	http://semshifts.iling-ran.ru/show-meaning.html?id=1970	to like	4
	Bulakh-2013-870-692	1608	LISTEN	692	1971	http://semshifts.iling-ran.ru/show-meaning.html?id=1971	to listen	4
	Bulakh-2013-870-693	1422	BE ALIVE	693	1972	http://semshifts.iling-ran.ru/show-meaning.html?id=1972	to live	4
	Bulakh-2013-870-694	1660	LOSE	694	1977	http://semshifts.iling-ran.ru/show-meaning.html?id=1977	to lose	4
	Bulakh-2013-870-695	923	LOVE	695	1979	http://semshifts.iling-ran.ru/show-meaning.html?id=1979	to love	9
