ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	NUMBER	ENGLISH
Abraham-2018-307-1	1212	WE	1	1st pl.
Abraham-2018-307-2	1209	I	2	1st sg. (I)
Abraham-2018-307-3	1213	YOU	3	2nd pl. (familiar)
Abraham-2018-307-4			4	2nd pl. (honorific)
Abraham-2018-307-5	1215	THOU	5	2nd sg. (familiar)
Abraham-2018-307-6			6	2nd sg. (honorific)
Abraham-2018-307-7	817	THEY	7	3rd pl.
Abraham-2018-307-8	1834	SHE	8	3rd sg. (female)
Abraham-2018-307-9	1211	HE	9	3rd sg. (generic male)
Abraham-2018-307-10	1741	ABOVE	10	above
Abraham-2018-307-11	98	ALL	11	all
Abraham-2018-307-12	587	ANT	12	ant
Abraham-2018-307-13	977	ARROW	13	arrow
Abraham-2018-307-14	646	ASH	14	ashes
Abraham-2018-307-15	677	AXE	15	axe
Abraham-2018-307-16	1291	BACK	16	back
Abraham-2018-307-17	1292	BAD	17	bad
Abraham-2018-307-18	1927	BAMBOO	18	bamboo
Abraham-2018-307-19	868	BANANA	19	banana
Abraham-2018-307-20	1820	BEAR	20	bear
Abraham-2018-307-21	665	BEE	21	bee
Abraham-2018-307-22	1251	BELLY	22	belly
Abraham-2018-307-23	1485	BELOW OR UNDER	23	below
Abraham-2018-307-24	217	BETELNUT	24	betelnut
Abraham-2018-307-25	1202	BIG	25	big
Abraham-2018-307-26	937	BIRD	26	bird
Abraham-2018-307-27	887	BITTER	27	bitter
Abraham-2018-307-28	163	BLACK	28	black
Abraham-2018-307-29	806	BLANKET	29	blanket
Abraham-2018-307-30	946	BLOOD	30	blood
Abraham-2018-307-31	1844	BOAT	31	boat
Abraham-2018-307-32	1480	BODY	32	body
Abraham-2018-307-33	1394	BONE	33	bone
Abraham-2018-307-34	994	BOW	34	bow
Abraham-2018-307-35	1531	BRANCH	35	branch
Abraham-2018-307-36	588	BROKEN	36	broken
Abraham-2018-307-37	245	BROOM	37	broom
Abraham-2018-307-38	934	BUFFALO	38	buffalo
Abraham-2018-307-39	774	CABBAGE	39	cabbage
Abraham-2018-307-40	1273	CANDLE	40	candle
Abraham-2018-307-41	1208	CAT	41	cat
Abraham-2018-307-42	2843	CAULIFLOWER	42	cauliflower
Abraham-2018-307-43	1730	CHEEK	43	cheek
Abraham-2018-307-44	1318	CHICKEN	44	chicken
Abraham-2018-307-45	1510	CHIN	45	chin
Abraham-2018-307-46	1616	CLOTH	46	cloth
Abraham-2018-307-47	1895	CLOTHES	47	clothing
Abraham-2018-307-48	1489	CLOUD	48	cloud
Abraham-2018-307-49	1575	COCKROACH	49	cockroach
Abraham-2018-307-50	970	COCONUT	50	coconut (ripe)
Abraham-2018-307-51	1287	COLD	51	cold
Abraham-2018-307-52	1191	COOKED RICE	52	cooked rice
Abraham-2018-307-53	506	MAIZE	53	corn
Abraham-2018-307-54	1007	COW	54	cow
Abraham-2018-307-55	1857	CROCODILE	55	crocodile
Abraham-2018-307-56	1357	DAUGHTER	56	daughter
Abraham-2018-307-57	1225	DAY (NOT NIGHT)	57	day
Abraham-2018-307-58	1593	DEEP	58	deep
Abraham-2018-307-59	1936	DEER	59	deer
Abraham-2018-307-60	2504	DIFFERENT	60	different
Abraham-2018-307-61	2009	DOG	61	dog
Abraham-2018-307-62	1567	DOOR	62	door
Abraham-2018-307-63	1398	DRY	63	dry
Abraham-2018-307-64	1360	DUCK	64	duck
Abraham-2018-307-65	2	DUST	65	dust
Abraham-2018-307-66	1247	EAR	66	ear
Abraham-2018-307-67	744	EGG	67	egg
Abraham-2018-307-68	1146	AUBERGINE	68	eggplant
Abraham-2018-307-69	1705	EIGHT	69	eight
Abraham-2018-307-70	981	ELBOW	70	elbow
Abraham-2018-307-71	1759	OLDER BROTHER	71	elder brother (gen)
Abraham-2018-307-72	1758	OLDER SISTER	72	elder sister (gen)
Abraham-2018-307-73	1290	ELEPHANT	73	elephant
Abraham-2018-307-74	1706	ELEVEN	74	eleven
Abraham-2018-307-75	1624	EMPTY	75	empty
Abraham-2018-307-76	1629	EVENING	76	evening
Abraham-2018-307-77	1248	EYE	77	eye
Abraham-2018-307-78	1560	FACE	78	face
Abraham-2018-307-79	1406	FAR	79	far
Abraham-2018-307-80	1631	FAST	80	fast
Abraham-2018-307-81	323	FAT (ORGANIC SUBSTANCE)	81	fat
Abraham-2018-307-82	1279	FAT (OBESE)	82	fat
Abraham-2018-307-83	1217	FATHER	83	father
Abraham-2018-307-84	1242	FEW	84	few
Abraham-2018-307-85	1303	FINGER	85	finger
Abraham-2018-307-86	1258	FINGERNAIL	86	fingernail
Abraham-2018-307-87	221	FIRE	87	fire
Abraham-2018-307-88	227	FISH	88	fish
Abraham-2018-307-89	493	FIVE	89	five
Abraham-2018-307-90	239	FLOWER	90	flower
Abraham-2018-307-91	1504	FLY (INSECT)	91	fly
Abraham-2018-307-92	1301	FOOT	92	foot
Abraham-2018-307-93	1500	FOUR	93	four
Abraham-2018-307-94	1325	FRIEND	94	friend (male)
Abraham-2018-307-95	503	FROG	95	frog
Abraham-2018-307-96	1507	FRUIT	96	fruit
Abraham-2018-307-97	1429	FULL	97	full
Abraham-2018-307-98	2368	GARLIC	98	garlic
Abraham-2018-307-99	1502	GOAT	99	goat
Abraham-2018-307-100	1369	GOLD	100	gold
Abraham-2018-307-101	1035	GOOD	101	good
Abraham-2018-307-102	1425	GREEN	102	green
Abraham-2018-307-103	2648	HAIR (HEAD)	103	hair
Abraham-2018-307-104	1481	HAMMER	104	hammer
Abraham-2018-307-105	1277	HAND	105	hand
Abraham-2018-307-106	1256	HEAD	106	head
Abraham-2018-307-107	1223	HEART	107	heart (organ)
Abraham-2018-307-108	1210	HEAVY	108	heavy
Abraham-2018-307-109	1393	HORN (ANATOMY)	109	horn (of buffalo)
Abraham-2018-307-110	1286	HOT	110	hot
Abraham-2018-307-111	1252	HOUSE	111	house
Abraham-2018-307-112	2355	GECKO	112	house lizard (gecko)
Abraham-2018-307-113	822	HOW MANY	113	how many
Abraham-2018-307-114	1634	HUNDRED	114	hundred
Abraham-2018-307-115	1533	BE HUNGRY	115	hungry
Abraham-2018-307-116	1200	HUSBAND	116	husband
Abraham-2018-307-117	620	INSECT	117	insect
Abraham-2018-307-118	2655	JACKFRUIT	118	jack fruit
Abraham-2018-307-119	1371	KNEE	119	knee
Abraham-2018-307-120	1352	KNIFE	120	knife (to cut meat)
Abraham-2018-307-121	628	LEAF	121	leaf
Abraham-2018-307-122	244	LEFT	122	left
Abraham-2018-307-123	1052	LIGHT (WEIGHT)	123	light (not heavy)
Abraham-2018-307-124	1654	LIGHTNING	124	lightning
Abraham-2018-307-125	2540	LIME (MATERIAL)	125	lime (for betelnut)
Abraham-2018-307-126	842	LIQUOR	126	liquor
Abraham-2018-307-127	1203	LONG	127	long
Abraham-2018-307-128	1554	MAN	128	man
Abraham-2018-307-129	2398	MANGO	129	mango
Abraham-2018-307-130	1198	MANY	130	many
Abraham-2018-307-131	634	MEAT	131	meat
Abraham-2018-307-132	1372	MEDICINE	132	medicine
Abraham-2018-307-133	635	MILK	133	milk
Abraham-2018-307-134	1350	MONKEY	134	monkey
Abraham-2018-307-135	1370	MONTH	135	month
Abraham-2018-307-136	1313	MOON	136	moon
Abraham-2018-307-137	1339	MORNING	137	morning
Abraham-2018-307-138	1509	MOSQUITO	138	mosquito
Abraham-2018-307-139	1216	MOTHER	139	mother
Abraham-2018-307-140	639	MOUNTAIN	140	mountain
Abraham-2018-307-141	674	MOUTH	141	mouth
Abraham-2018-307-142	640	MUD	142	mud
Abraham-2018-307-143	1405	NAME	143	name
Abraham-2018-307-144	1267	NARROW	144	narrow
Abraham-2018-307-145	1942	NEAR	145	near
