ID	NUMBER	CHINESE	CHINESE_TRADITIONAL	CHINESE_PINYIN	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS	SEMANTIC_RADICAL_1	CHARACTER_TYPE_1	SEMANTIC_RADICAL_2	CHARACTER_TYPE_2	VISUAL_MEAN	AUDITORY_MEAN	GUSTATORY_MEAN	OLFACTORY_MEAN	HAPTIC_MEAN	INTEROCEPTIVE_MEAN	PERCEPTUAL_MEAN	PERCEPTUAL_DOMINANT	PERCEPTUAL_STRENGTH_MAX	PERCEPTUAL_STRENGTH_AGGREGATED	PERCEPTUAL_STRENGTH_SUM	PERCEPTUAL_EXCLUSIVITY	FOOT_ACTION_MEAN	HAND_ACTION_MEAN	MOUTH_ACTION_MEAN	HEAD_ACTION_MEAN	TORSO_ACTION_MEAN	ACTION_STRENGTH_MEAN	ACTION_STRENGTH_SUM	ACTION_STRENGTH_MAX	ACTION_STRENGTH_AGGREGATED	ACTION_EXCLUSIVITY	ACTION_DOMINANT	SENSORIMOTOR_STRENGTH_MAX	SENSORIMOTOR_DOMINANT	SENSORIMOTOR_STRENGTH_AGGREGATED	SENSORIMOTOR_STRENGTH_SUM	SENSORIMOTOR_EXCLUSIVITY	CONCRETE_ABSTRACT
Zhong-2022-664-311	311	杀气	殺氣	shāqì	murderous look			N	殳	phono-semantic	气	pictograph	3.095238095	2.714285714	1.047619048	1.333333333	1.523809524	3.571428571	2.214285714	interoceptive	3.571428571	4.676346567	13.28571429	0.1899641577	2.380952381	2.619047619	2.761904762	1.952380952	2.142857143	2.371428571	11.85714286	2.761904762	4.117601096	0.06827309237	mouth/throat	3.571428571	interoceptive	5.562114616	25.14285714	0.1003787879	abstract
Zhong-2022-664-312	312	哲理	哲理	zhélǐ	philosophy			N	口	phono-semantic	王(玉)	phono-semantic	1.523809524	3	0.2380952381	0.2380952381	0.4761904762	4	1.579365079	interoceptive	4	4.557665353	9.476190476	0.3969849246	0.7619047619	1.19047619	2.095238095	1.952380952	0.9523809524	1.39047619	6.952380952	2.095238095	2.697735499	0.1917808219	mouth/throat	4	interoceptive	4.853153019	16.42857143	0.2289855072	abstract
Zhong-2022-664-313	313	调剂	調劑	tiáojì	adjustment			Nv	言	phono-semantic	刀	phono-semantic	2.285714286	1.476190476	1.571428571	1.380952381	1.80952381	3.238095238	1.96031746	interoceptive	3.238095238	3.948289226	11.76190476	0.1578947368	1.904761905	1.952380952	2.142857143	1.952380952	2.047619048	2	10	2.142857143	3.426199859	0.02380952381	mouth/throat	3.238095238	interoceptive	4.668805998	21.76190476	0.08533916849	abstract
Zhong-2022-664-314	314	威力	威力	wēilì	power			N	女	phono-semantic	力	pictograph	3.095238095	2.761904762	0.9047619048	0.8571428571	1.380952381	3.761904762	2.126984127	interoceptive	3.761904762	4.76167618	12.76190476	0.2276119403	1.857142857	2.571428571	2.047619048	1.952380952	2	2.085714286	10.42857143	2.571428571	3.619935037	0.06849315068	hand/arm	3.761904762	interoceptive	5.376296711	23.19047619	0.1252566735	abstract
Zhong-2022-664-315	315	决心	決心	juéxīn	determination			N	氵	phono-semantic	心	pictograph	1.571428571	1.714285714	0.4761904762	0.1428571429	0.5714285714	4.095238095	1.428571429	interoceptive	4.095238095	4.270776922	8.571428571	0.4611111111	0.9523809524	1.619047619	1.380952381	1.952380952	1.476190476	1.476190476	7.380952381	1.952380952	2.640025671	0.135483871	head	4.095238095	interoceptive	4.583578309	15.95238095	0.247761194	abstract
Zhong-2022-664-316	316	滋味	滋味	zīwèi	flavor			N	氵	phono-semantic	口	phono-semantic	1.571428571	0.9047619048	4.571428571	2.666666667	1.047619048	3.142857143	2.317460317	gustatory	4.571428571	5.328728411	13.9047619	0.2636986301	0.4761904762	1.428571429	3.714285714	1.952380952	0.8095238095	1.676190476	8.380952381	3.714285714	3.962949272	0.3863636364	mouth/throat	4.571428571	gustatory	5.977219887	22.28571429	0.1837606838	concrete
Zhong-2022-664-317	317	场面	場面	chǎngmiàn	scene			N	土	phono-semantic	面	pictograph	4.523809524	4.19047619	1.333333333	1.285714286	2	3.523809524	2.80952381	visual	4.523809524	6.058828154	16.85714286	0.1920903955	1.380952381	1.666666667	2.095238095	1.952380952	1.523809524	1.723809524	8.619047619	2.095238095	3.016268544	0.08287292818	mouth/throat	4.523809524	visual	6.298408725	25.47619048	0.1271028037	concrete
Zhong-2022-664-318	318	实物	實物	shíwù	material object			N	宀	compound_ideograph	牛	phono-semantic	4.238095238	2.857142857	1.904761905	2.142857143	3.19047619	2.952380952	2.880952381	visual	4.238095238	5.587121676	17.28571429	0.1349862259	1.428571429	2.238095238	1.666666667	1.952380952	1.428571429	1.742857143	8.714285714	2.238095238	3.076315472	0.09289617486	hand/arm	4.238095238	visual	5.882150113	26	0.1080586081	concrete
Zhong-2022-664-319	319	言谈	言談	yántán	talk			N	言	ideograph	言	phono-semantic	2.571428571	4.666666667	0.1904761905	0.1428571429	0.5714285714	3.19047619	1.888888889	auditory	4.666666667	5.328659961	11.33333333	0.3991596639	0.8571428571	1.904761905	3.523809524	1.952380952	1.285714286	1.904761905	9.523809524	3.523809524	3.933566023	0.28	mouth/throat	4.666666667	auditory	5.964316875	20.85714286	0.2168949772	concrete
Zhong-2022-664-320	320	夕阳	夕陽	xīyáng	sunset			N	夕	ideograph	阝	phono-semantic	4.80952381	0.8571428571	0.2380952381	0.380952381	0.6666666667	2.714285714	1.611111111	visual	4.80952381	5.094772219	9.666666667	0.4729064039	0.6666666667	1	0.8571428571	1.952380952	1.095238095	1.114285714	5.571428571	1.952380952	2.202331674	0.2307692308	head	4.80952381	visual	5.228411862	15.23809524	0.3	concrete
Zhong-2022-664-321	321	封面	封面	fēngmiàn	cover	761	COVER	N	寸	compound_ideograph	面	pictograph	4.80952381	1.095238095	0.9523809524	1	2.333333333	2.904761905	2.182539683	visual	4.80952381	5.332613231	13.0952381	0.2945454545	1.666666667	2.095238095	1.714285714	1.952380952	1.619047619	1.80952381	9.047619048	2.095238095	3.126166861	0.05263157895	hand/arm	4.80952381	visual	5.669064371	22.14285714	0.1741935484	concrete
Zhong-2022-664-322	322	色彩	色彩	sècǎi	color			N	色	compound_ideograph	彡	phono-semantic	4.736842105	1.368421053	1	1.210526316	2.052631579	2.736842105	2.184210526	visual	4.736842105	5.201973952	13.10526316	0.2851405622	1.263157895	1.210526316	1.105263158	1.947368421	1.631578947	1.431578947	7.157894737	1.947368421	2.564597298	0.1176470588	head	4.736842105	visual	5.401964909	20.26315789	0.1844155844	concrete
Zhong-2022-664-323	323	讲解	講解	jiǎngjiě	explaination			Nv	言	phono-semantic	角	compound_ideograph	3.315789474	4.105263158	0.2105263158	0.1578947368	0.8947368421	2.736842105	1.903508772	auditory	4.105263158	5.024828635	11.42105263	0.3456221198	1.368421053	2.263157895	2.842105263	1.947368421	1.631578947	2.010526316	10.05263158	2.842105263	3.655309138	0.1465968586	mouth/throat	4.105263158	auditory	5.601009986	21.47368421	0.1838235294	concrete
Zhong-2022-664-324	324	面孔	面孔	miànkǒng	face	1560	FACE	N	面	pictograph	子	compound_ideograph	4.421052632	1.210526316	1	1.105263158	2.315789474	2.947368421	2.166666667	visual	4.421052632	5.047019155	13	0.2631578947	1	1.210526316	2.210526316	1.947368421	1.315789474	1.536842105	7.684210526	2.210526316	2.853657884	0.1575342466	mouth/throat	4.421052632	visual	5.334439024	20.68421053	0.165394402	concrete
Zhong-2022-664-325	325	蝉鸣	蟬鳴	chánmíng	chirping of cicada			Nv	虫	phono-semantic	鳥	compound_ideograph	2.315789474	4.894736842	0.6842105263	0.8421052632	1.368421053	3.105263158	2.201754386	auditory	4.894736842	5.463812595	13.21052632	0.3187250996	0.8947368421	0.9473684211	0.9473684211	1.947368421	1	1.147368421	5.736842105	1.947368421	2.210536261	0.1834862385	head	4.894736842	auditory	5.581853176	18.94736842	0.2222222222	concrete
Zhong-2022-664-326	326	飞机	飛機	fēijī	aircraft			N	飛	pictograph	木	phono-semantic	4.684210526	4	0.8421052632	0.8421052632	1.947368421	2.631578947	2.49122807	visual	4.684210526	5.78481574	14.94736842	0.2570422535	1.684210526	1.894736842	1.263157895	1.947368421	1.947368421	1.747368421	8.736842105	1.947368421	3.049718731	0.07831325301	head+torso	4.684210526	visual	6.05457968	23.68421053	0.1622222222	concrete
Zhong-2022-664-327	327	米粉	米粉	mǐfěn	rice flour	3285	RICE FLOUR	N	米	pictograph	米	phono-semantic	3.842105263	2.157894737	4.368421053	3.684210526	3.105263158	2.789473684	3.324561404	gustatory	4.368421053	6.314547758	19.94736842	0.110817942	1	1.526315789	3.736842105	1.947368421	1.421052632	1.926315789	9.631578947	3.736842105	4.061377224	0.2841530055	mouth/throat	4.368421053	gustatory	6.831162827	29.57894737	0.1138790036	concrete
Zhong-2022-664-328	328	构想	構想	gòuxiǎng	conception			Nv	木	phono-semantic	心	phono-semantic	1.647058824	1.470588235	0.8235294118	0.7647058824	1.235294118	3.647058824	1.598039216	interoceptive	3.647058824	3.894070542	9.588235294	0.3006134969	1.235294118	1.705882353	1.529411765	1.941176471	1.352941176	1.552941176	7.764705882	1.941176471	2.72423493	0.09090909091	head	3.647058824	interoceptive	4.295662465	17.35294118	0.1661016949	abstract
Zhong-2022-664-329	329	革新	革新	géxīn	innovation			Nv	革	pictograph	斤	phono-semantic	2.227272727	2	0.7272727273	0.7272727273	1.136363636	3.272727273	1.681818182	interoceptive	3.272727273	3.833567582	10.09090909	0.2522522523	1.681818182	1.818181818	1.909090909	1.909090909	1.772727273	1.818181818	9.090909091	1.909090909	3.115988161	0.025	mouth/throat+head	3.272727273	interoceptive	4.424133076	19.18181818	0.1327014218	abstract
Zhong-2022-664-330	330	末世	末世	mòshì	eschatology			N	木	ideograph	一	ideograph	3.409090909	2.772727273	1	1.363636364	1.227272727	4.363636364	2.356060606	interoceptive	4.363636364	5.30632329	14.13636364	0.2379421222	2.545454545	2.136363636	2.090909091	1.909090909	1.818181818	2.1	10.5	2.545454545	3.643128977	0.06926406926	leg/foot	4.363636364	interoceptive	5.826155394	24.63636364	0.1365313653	abstract
Zhong-2022-664-331	331	风尚	風尚	fēngshàng	fashion			N	風	phono-semantic	小	compound_ideograph	3.363636364	2.227272727	1.090909091	1.181818182	1.454545455	3.227272727	2.090909091	visual	3.363636364	4.460469445	12.54545455	0.1811594203	1.318181818	1.727272727	1.636363636	1.909090909	1.818181818	1.681818182	8.409090909	1.909090909	2.915958709	0.07027027027	head	3.363636364	visual	4.842254416	20.95454545	0.1084598698	abstract
Zhong-2022-664-332	332	阻力	阻力	zǔlì	resistance			N	阝	phono-semantic	力	pictograph	2.272727273	2.181818182	0.5909090909	0.4545454545	2.136363636	3.590909091	1.871212121	interoceptive	3.590909091	4.281398293	11.22727273	0.2793522267	2.272727273	2.363636364	1.590909091	1.909090909	2.181818182	2.063636364	10.31818182	2.363636364	3.591210105	0.07488986784	hand/arm	3.590909091	interoceptive	4.99726121	21.54545455	0.1455696203	concrete
Zhong-2022-664-333	333	杂念	雜念	zániàn	distracting thoughts			N	隹	phono-semantic	心	phono-semantic	1.571428571	1.523809524	0.4761904762	0.5238095238	1.047619048	4.047619048	1.531746032	interoceptive	4.047619048	4.21965929	9.19047619	0.3886010363	0.9523809524	0.9047619048	1.285714286	1.904761905	1.19047619	1.247619048	6.238095238	1.904761905	2.310082916	0.1603053435	head	4.047619048	interoceptive	4.438859738	15.42857143	0.2314814815	abstract
Zhong-2022-664-334	334	范畴	範疇	fànchóu	category			N	竹	phono-semantic	田	phono-semantic	2.904761905	2.238095238	0.7619047619	0.6666666667	1.666666667	3.285714286	1.920634921	interoceptive	3.285714286	4.246213571	11.52380952	0.2272727273	1.714285714	1.619047619	1.761904762	1.904761905	1.952380952	1.79047619	8.952380952	1.952380952	3.075992159	0.03723404255	torso	3.285714286	interoceptive	4.727630084	20.47619048	0.1279069767	abstract
Zhong-2022-664-335	335	抑扬	抑揚	yìyáng	rise and fall			Nadj	扌	compound_ideograph	扌	phono-semantic	1.714285714	2.333333333	0.8571428571	0.619047619	1.380952381	2.476190476	1.563492063	interoceptive	2.476190476	3.314867114	9.380952381	0.1979695431	1.523809524	1.904761905	2.380952381	1.904761905	1.619047619	1.866666667	9.333333333	2.380952381	3.274215246	0.09183673469	mouth/throat	2.476190476	interoceptive	4.151019774	18.71428571	0.09923664122	abstract
Zhong-2022-664-336	336	见解	見解	jiànjiě	opinion			N	見	compound_ideograph	角	compound_ideograph	2.523809524	3.476190476	1	1.333333333	1.619047619	3.523809524	2.246031746	auditory	3.523809524	4.783449991	13.47619048	0.1872791519	1.619047619	1.714285714	2.476190476	1.904761905	1.333333333	1.80952381	9.047619048	2.476190476	3.23151848	0.1263157895	mouth/throat	3.523809524	auditory	5.231731745	22.52380952	0.11205074	concrete
Zhong-2022-664-337	337	主意	主意	zhǔyì	idea	1609	IDEA	N	丶	pictograph	心	compound_ideograph	2.095238095	3.333333333	1.285714286	0.9523809524	1.142857143	3.095238095	1.984126984	auditory	3.333333333	4.315520231	11.9047619	0.2	1.333333333	1.476190476	1.666666667	1.904761905	1.761904762	1.628571429	8.142857143	1.904761905	2.827160006	0.0701754386	head	3.333333333	auditory	4.687063232	20.04761905	0.1187648456	concrete
Zhong-2022-664-338	338	形状	形狀	xíngzhuàng	shape	3747	SHAPE	N	彡	pictograph	犬	phono-semantic	4.19047619	0.8095238095	0.5238095238	0.5238095238	3.047619048	2.333333333	1.904761905	visual	4.19047619	4.868758928	11.42857143	0.3208333333	1	2.571428571	1.285714286	1.904761905	1.428571429	1.638095238	8.19047619	2.571428571	3.105658502	0.1918604651	hand/arm	4.19047619	visual	5.258021961	19.61904762	0.1868932039	concrete
Zhong-2022-664-339	339	专辑	專輯	zhuānjí	album			N	寸	compound_ideograph	車	phono-semantic	3.571428571	4.476190476	0.2857142857	0.380952381	1.619047619	1.952380952	2.047619048	auditory	4.476190476	5.277690238	12.28571429	0.3410852713	0.7619047619	1.619047619	1.666666667	1.904761905	1.047619048	1.4	7	1.904761905	2.590121153	0.1632653061	head	4.476190476	auditory	5.477942249	19.28571429	0.2172839506	concrete
Zhong-2022-664-340	340	广义	廣義	guǎngyì	broad sense			N	广	phono-semantic	羊	compound_ideograph	2.526315789	2.263157895	1.105263158	1.210526316	1.421052632	2.578947368	1.850877193	interoceptive	2.578947368	3.705069648	11.10526316	0.1327014218	2	2.157894737	1.842105263	1.894736842	2.105263158	2	10	2.157894737	3.432223424	0.03157894737	hand/arm	2.578947368	interoceptive	4.502774072	21.10526316	0.06982543641	abstract
Zhong-2022-664-341	341	节奏	節奏	jiézòu	rhythm			N	竹	phono-semantic	大	compound_ideograph	2.052631579	4.105263158	0.4210526316	0.5789473684	1.105263158	2.947368421	1.868421053	auditory	4.105263158	4.718558498	11.21052632	0.3286384977	2.157894737	2.368421053	1.789473684	1.894736842	1.684210526	1.978947368	9.894736842	2.368421053	3.438194869	0.06914893617	hand/arm	4.105263158	auditory	5.262043624	21.10526316	0.174563591	concrete
Zhong-2022-664-342	342	广告	廣告	guǎnggào	advertising			N	广	phono-semantic	口	compound_ideograph	4.263157895	3.736842105	0.7894736842	0.8947368421	1.315789474	2.894736842	2.315789474	visual	4.263157895	5.399323984	13.89473684	0.25	1	1.210526316	1.263157895	1.894736842	1.473684211	1.368421053	6.842105263	1.894736842	2.454756949	0.1307692308	head	4.263157895	visual	5.563418245	20.73684211	0.1675126904	concrete
Zhong-2022-664-343	343	景观	景觀	jǐngguān	landscape			N	日	phono-semantic	見	phono-semantic	4.736842105	2.684210526	0.9473684211	1.631578947	1.736842105	2.947368421	2.447368421	visual	4.736842105	5.447547133	14.68421053	0.2580645161	1.473684211	1.473684211	0.8421052632	1.894736842	1.789473684	1.494736842	7.473684211	1.894736842	2.693010905	0.1408450704	head	4.736842105	visual	5.658638711	22.15789474	0.1757719715	concrete
Zhong-2022-664-344	344	状态	狀態	zhuàngtài	status			N	犬	phono-semantic	心	phono-semantic	2	1.333333333	0.9444444444	0.8888888889	1.388888889	3.222222222	1.62962963	interoceptive	3.222222222	3.635495718	9.777777778	0.2386363636	1.5	1.888888889	1.666666667	1.888888889	1.944444444	1.777777778	8.888888889	1.944444444	3.066480634	0.05	torso	3.222222222	interoceptive	4.252197685	18.66666667	0.125	abstract
Zhong-2022-664-345	345	蓝天	藍天	lántiān	blue sky			N	艹	phono-semantic	大	ideograph	4.722222222	1.555555556	0.4444444444	0.6666666667	1	2.5	1.814814815	visual	4.722222222	5.014302896	10.88888889	0.3928571429	1.222222222	1.444444444	1	1.888888889	1.444444444	1.4	7	1.888888889	2.498270409	0.126984127	head	4.722222222	visual	5.213039039	17.88888889	0.2391304348	concrete
Zhong-2022-664-346	346	骨气	骨氣	gǔqì	backbone			N	骨	pictograph	气	phono-semantic	2.9375	2.1875	0.1875	0.1875	1.0625	3.3125	1.645833333	interoceptive	3.3125	4.186474093	9.875	0.3164556962	1.8125	2.0625	1.875	1.875	1.3125	1.7875	8.9375	2.0625	3.113180351	0.08391608392	hand/arm	3.3125	interoceptive	4.695833325	18.8125	0.1661129568	abstract
Zhong-2022-664-347	347	内功	內功	nèigōng	internal strength			N	入	compound_ideograph	力	phono-semantic	2.043478261	1.260869565	0.6956521739	0.7391304348	1.391304348	3.043478261	1.528985507	interoceptive	3.043478261	3.480499012	9.173913043	0.2559241706	2.217391304	2.695652174	1.608695652	1.869565217	2.173913043	2.113043478	10.56521739	2.695652174	3.719595804	0.1028806584	hand/arm	3.043478261	interoceptive	4.540771762	19.73913043	0.1189427313	abstract
Zhong-2022-664-348	348	精华	精華	jīnghuá	essence			N	米	phono-semantic	艹	phono-semantic	2.590909091	1	2.409090909	2.636363636	2	3	2.272727273	interoceptive	3	4.408828411	13.63636364	0.1466666667	0.9090909091	1.954545455	1.590909091	1.863636364	1.136363636	1.490909091	7.454545455	1.954545455	2.722753458	0.1402439024	hand/arm	3	interoceptive	4.73087575	21.09090909	0.09913793103	abstract
Zhong-2022-664-349	349	雄风	雄風	xióngfēng	virility			N	隹	phono-semantic	風	phono-semantic	3.090909091	2.272727273	0.5	0.5454545455	2	3.636363636	2.007575758	interoceptive	3.636363636	4.604790252	12.04545455	0.2603773585	2.272727273	2.409090909	1.772727273	1.863636364	2.409090909	2.145454545	10.72727273	2.409090909	3.726429784	0.0593220339	hand/arm+torso	3.636363636	interoceptive	5.30604088	22.77272727	0.1377245509	abstract
Zhong-2022-664-350	350	本性	本性	běnxìng	nature			N	木	ideograph	忄	phono-semantic	2.318181818	2.363636364	1.090909091	0.9090909091	1.227272727	3.636363636	1.924242424	interoceptive	3.636363636	4.266170307	11.54545455	0.2362204724	1.590909091	1.454545455	1.409090909	1.863636364	1.727272727	1.609090909	8.045454545	1.863636364	2.781842745	0.05649717514	head	3.636363636	interoceptive	4.628756472	19.59090909	0.1392111369	abstract
Zhong-2022-664-351	351	口味	口味	kǒuwèi	flavor	2938	FLAVOR	N	口	pictograph	口	phono-semantic	1.727272727	1.090909091	4.772727273	3.681818182	2.136363636	3.363636364	2.795454545	gustatory	4.772727273	5.971025996	16.77272727	0.2195121951	0.8636363636	1.818181818	4	1.863636364	1.136363636	1.936363636	9.681818182	4	4.283491045	0.323943662	mouth/throat	4.772727273	gustatory	6.630351892	26.45454545	0.147766323	concrete
Zhong-2022-664-352	352	转播	轉播	zhuǎnbò	rebroadcast			Nv	車	phono-semantic	扌	phono-semantic	3.818181818	3.863636364	0.6363636364	0.5454545455	0.4545454545	2.818181818	2.022727273	visual	3.863636364	5.145521979	12.13636364	0.2808988764	1.772727273	1.954545455	1.227272727	1.863636364	1.636363636	1.690909091	8.454545455	1.954545455	2.95261125	0.08602150538	hand/arm	3.863636364	visual	5.451086823	20.59090909	0.1655629139	concrete
Zhong-2022-664-353	353	异味	異味	yìwèi	peculiar smell			N	田	compound_ideograph	口	phono-semantic	1.863636364	1.227272727	3.727272727	4.636363636	1.272727273	3.863636364	2.765151515	olfactory	4.636363636	6.032251993	16.59090909	0.2054794521	1.136363636	1.772727273	2.863636364	1.863636364	1.454545455	1.818181818	9.090909091	2.863636364	3.421984841	0.19	mouth/throat	4.636363636	olfactory	6.379011216	25.68181818	0.1362831858	concrete
Zhong-2022-664-354	354	博客	博客	bókè	blog			N	十	phono-semantic	宀	phono-semantic	3.954545455	2.227272727	0.4545454545	0.4090909091	0.5454545455	3.227272727	1.803030303	visual	3.954545455	4.744935715	10.81818182	0.3277310924	0.5	2.545454545	1.681818182	1.863636364	1.090909091	1.536363636	7.681818182	2.545454545	3.077458724	0.2662721893	hand/arm	3.954545455	visual	5.142251842	18.5	0.1916461916	concrete
Zhong-2022-664-355	355	邪念	邪念	xiéniàn	evil thoughts			N	邑	phono-semantic	心	phono-semantic	2.333333333	1.714285714	0.9047619048	0.9047619048	1.285714286	3.142857143	1.714285714	interoceptive	3.142857143	3.741866016	10.28571429	0.2175925926	1.476190476	1.714285714	1.523809524	1.857142857	1.476190476	1.60952381	8.047619048	1.857142857	2.77698282	0.04733727811	head	3.142857143	interoceptive	4.194684134	18.33333333	0.1220779221	abstract
Zhong-2022-664-356	356	福分	福分	fúfen	blessing			N	礻	phono-semantic	刀	compound_ideograph	1.666666667	1.380952381	0.4761904762	0.5714285714	0.9047619048	3.523809524	1.420634921	interoceptive	3.523809524	3.733810236	8.523809524	0.3575418994	0.6666666667	1	1.380952381	1.857142857	1	1.180952381	5.904761905	1.857142857	2.246335501	0.2016129032	head	3.523809524	interoceptive	3.987237968	14.42857143	0.2112211221	abstract
Zhong-2022-664-357	357	睿智	睿智	ruìzhì	wise	698	WISE	Nadj	目	compound_ideograph	日	phono-semantic	2.619047619	1.857142857	0.4761904762	0.5714285714	0.5714285714	3.761904762	1.642857143	interoceptive	3.761904762	4.274296475	9.857142857	0.3333333333	0.9047619048	1.047619048	1.666666667	1.857142857	1.238095238	1.342857143	6.714285714	1.857142857	2.456480373	0.1418439716	head	3.761904762	interoceptive	4.529239402	16.57142857	0.1982758621	abstract
Zhong-2022-664-358	358	消息	消息	xiāoxī	news	2964	NEWS	N	氵	phono-semantic	心	compound_ideograph	3.285714286	4	0.7142857143	0.9047619048	1	2.714285714	2.103174603	auditory	4	4.953902334	12.61904762	0.2603773585	0.8571428571	1.666666667	2.095238095	1.857142857	1.333333333	1.561904762	7.80952381	2.095238095	2.853443183	0.1585365854	mouth/throat	4	auditory	5.251262948	20.42857143	0.1608391608	concrete
Zhong-2022-664-359	359	画面	畫面	huàmiàn	picture	2401	PICTURE	N	田	pictograph	面	pictograph	4.857142857	1.904761905	0.7142857143	0.7142857143	2	3.380952381	2.261904762	visual	4.857142857	5.527417994	13.57142857	0.3052631579	1.238095238	1.619047619	0.8571428571	1.857142857	1.333333333	1.380952381	6.904761905	1.857142857	2.495845961	0.1448275862	head	4.857142857	visual	5.692087601	20.47619048	0.2023255814	concrete
Zhong-2022-664-360	360	光线	光線	guāngxiàn	light	630	LIGHT (RADIATION)	N	儿	compound_ideograph	糹	phono-semantic	4.619047619	0.9047619048	0.619047619	0.7142857143	1.666666667	2.857142857	1.896825397	visual	4.619047619	5.037658285	11.38095238	0.3514644351	0.7142857143	1.428571429	0.8571428571	1.857142857	1.19047619	1.20952381	6.047619048	1.857142857	2.289558951	0.188976378	head	4.619047619	visual	5.190611123	17.42857143	0.2295081967	concrete
Zhong-2022-664-361	361	图画	圖畫	túhuà	picture	3303	PICTURE (PAINTING)	N	囗	compound_ideograph	田	pictograph	4.619047619	1.19047619	0.1904761905	0.4761904762	2.952380952	2.19047619	1.936507937	visual	4.619047619	5.150078583	11.61904762	0.381147541	0.7142857143	2.761904762	0.4761904762	1.857142857	1.333333333	1.428571429	7.142857143	2.761904762	3.118109903	0.32	hand/arm	4.619047619	visual	5.50592521	18.76190476	0.2360406091	concrete
Zhong-2022-664-362	362	本能	本能	běnnéng	instinct			N	木	ideograph	月	compound_ideograph	2.315789474	2.157894737	1.157894737	1.526315789	1.947368421	2.894736842	2	interoceptive	2.894736842	3.897765256	12	0.1447368421	2	2.105263158	2.157894737	1.842105263	1.894736842	2	10	2.157894737	3.432223424	0.03157894737	mouth/throat	2.894736842	interoceptive	4.63615522	22	0.07894736842	abstract
Zhong-2022-664-363	363	德行	德行	déxíng	virtue			N	彳	phono-semantic	彳	compound_ideograph	2.473684211	2.263157895	1.052631579	0.9473684211	1.526315789	3.315789474	1.929824561	interoceptive	3.315789474	4.096727249	11.57894737	0.2045454545	1.684210526	1.684210526	1.789473684	1.842105263	1.631578947	1.726315789	8.631578947	1.842105263	2.957904024	0.0243902439	head	3.315789474	interoceptive	4.55705735	20.21052632	0.1171875	abstract
Zhong-2022-664-364	364	叹息	嘆息	tànxí	sigh			Nv	口	phono-semantic	心	compound_ideograph	3.263157895	4.421052632	0.2105263158	0.1578947368	0.4210526316	3.263157895	1.956140351	auditory	4.421052632	5.383143854	11.73684211	0.3632286996	0.6315789474	0.6315789474	3.368421053	1.842105263	1.105263158	1.515789474	7.578947368	3.368421053	3.59143938	0.3611111111	mouth/throat	4.421052632	auditory	5.870541432	19.31578947	0.2207084469	concrete
Zhong-2022-664-365	365	镜头	鏡頭	jìngtóu	lens			N	釒	phono-semantic	頁	phono-semantic	4.736842105	1.631578947	0.2631578947	0.4210526316	1.315789474	2.473684211	1.807017544	visual	4.736842105	5.041451584	10.84210526	0.4126213592	1	2.526315789	0.7894736842	1.842105263	1.894736842	1.610526316	8.052631579	2.526315789	3.13015172	0.2156862745	hand/arm	4.736842105	visual	5.415268515	18.89473684	0.2367688022	concrete
Zhong-2022-664-366	366	鼓声	鼓聲	gǔshēng	drum	908	DRUM	N	鼓	compound_ideograph	耳	phono-semantic	2.894736842	4.894736842	0.3684210526	0.3684210526	1.473684211	2.578947368	2.096491228	auditory	4.894736842	5.451134457	12.57894737	0.359832636	1.052631579	3.315789474	0.9473684211	1.842105263	2.157894737	1.863157895	9.315789474	3.315789474	3.797669477	0.2542372881	hand/arm	4.894736842	auditory	6.006944167	21.89473684	0.2067307692	concrete
Zhong-2022-664-367	367	电台	電台	diàntái	radio station			N	雨	phono-semantic	口	phono-semantic	2	4.421052632	0.7894736842	0.7894736842	1.210526316	2.736842105	1.99122807	auditory	4.421052632	4.900296527	11.94736842	0.3039647577	0.9473684211	1.473684211	1.947368421	1.842105263	1.368421053	1.515789474	7.578947368	1.947368421	2.725636734	0.1319444444	mouth/throat	4.421052632	auditory	5.166642688	19.52631579	0.1859838275	concrete
Zhong-2022-664-368	368	慈悲	慈悲	cíbēi	mercy			Nv	心	phono-semantic	心	phono-semantic	2.608695652	2.043478261	1.043478261	0.8695652174	1.086956522	3.217391304	1.811594203	interoceptive	3.217391304	3.972080308	10.86956522	0.216	1.52173913	1.826086957	2.130434783	1.826086957	1.913043478	1.843478261	9.217391304	2.130434783	3.187094522	0.06603773585	mouth/throat	3.217391304	interoceptive	4.563580208	20.08695652	0.1168831169	abstract
Zhong-2022-664-369	369	文本	文本	wénběn	text			N	文	pictograph	木	ideograph	3.913043478	1.217391304	0.5217391304	0.6086956522	1.47826087	2.782608696	1.753623188	visual	3.913043478	4.428734323	10.52173913	0.3223140496	1.086956522	2.173913043	1.173913043	1.826086957	0.9565217391	1.443478261	7.217391304	2.173913043	2.720738831	0.1686746988	hand/arm	3.913043478	visual	4.747516529	17.73913043	0.1911764706	concrete
Zhong-2022-664-370	370	风光	風光	fēngguāng	scenery			N	風	phono-semantic	儿	compound_ideograph	4.294117647	2.823529412	1.294117647	1.823529412	1.823529412	3.058823529	2.519607843	visual	4.294117647	5.248819524	15.11764706	0.1984435798	1.705882353	1.705882353	1.411764706	1.823529412	1.823529412	1.694117647	8.470588235	1.823529412	2.918922235	0.04861111111	head+torso	4.294117647	visual	5.533950507	23.58823529	0.1271820449	concrete
