ID	NUMBER	ENGLISH	CONCEPTICON_GLOSS	CONCEPTICON_ID	FAMILIARITY	VISUAL_MEAN	HAPTIC_MEAN	AUDITORY_MEAN	OLFACTORY_MEAN	GUSTATORY_MEAN	VISUAL_SD	HAPTIC_SD	AUDITORY_SD	OLFACTORY_SD	GUSTATORY_SD	DOMINANT_MODALITY	EXCLUSIVITY	BNC_FREQ	BNC_LOG_FREQ	WORD_LENGTH
Lynott-2009-423-49	49	bronze			0.952380952380952	4.33333333333333	0.80952380952381	0.142857142857143	0.619047619047619	0.285714285714286	1.39044357430761	1.16700675315302	0.654653670707977	1.2440333788203	0.783763812819726	Visual	0.676923076923077	15	2.77258872223978	6
Lynott-2009-423-50	50	brown	BROWN	2409	1	4.71428571428571	0.19047619047619	0.095238095238095	0.238095238095238	0.333333333333333	1.10194633003868	0.511766315719159	0.436435780471985	0.624880941040924	0.856348838577675	Visual	0.829059829059829	48	3.89182029811063	5
Lynott-2009-423-51	51	brunette			0.952380952380952	4.8	0	0.1	0	0	0.894427190999915	0	0.307793505625546	0	0	Visual	0.979591836734694	1	0.693147180559945	8
Lynott-2009-423-52	52	bulky			1	4.42857142857143	3.76190476190476	0.571428571428571	0.095238095238095	0.333333333333333	0.810643483377778	1.37494588638106	1.20712172424443	0.436435780471985	0.795822425754221	Visual	0.471502590673575	3	1.38629436111989	5
Lynott-2009-423-53	53	bumpy			1	4.09523809523809	4.47619047619048	1.23809523809524	0.047619047619048	0.65	1.04425867986634	0.813575295780767	1.44584791402007	0.218217890235992	1.18210338847862	Haptic	0.421481985044188	2	1.09861228866811	5
Lynott-2009-423-54	54	burning	BURNING	1428	1	4.04761904761905	3.61904761904762	1.71428571428571	4.42857142857143	2.52380952380952	1.07126982951031	1.65759435557046	1.70712791386167	0.978336781043654	2.01541677126711	Olfactory	0.166180758017493	28	3.36729582998647	7
Lynott-2009-423-55	55	burnt			1	4.19047619047619	2.38095238095238	0.476190476190476	4.57142857142857	4.04761904761905	0.980767435177556	1.74574312188794	1.12334534400814	0.597614304667198	0.920662287496913	Olfactory	0.261398176291793	13	2.63905732961526	5
Lynott-2009-423-56	56	bursting			1	4.23809523809524	3.23809523809524	2.76190476190476	1	1.19047619047619	1.04425867986634	1.67047184665776	1.81396697612613	1.54919333848297	1.77817455889594	Visual	0.260536398467433	5	1.79175946922806	8
Lynott-2009-423-57	57	buttery			1	3.0952380952381	1.80952380952381	0.095238095238095	3.19047619047619	4.90476190476191	1.13599128098599	1.32736760616822	0.300792603759119	1.12334534400814	0.300792603759118	Gustatory	0.367272727272727	0	0	7
Lynott-2009-423-58	58	buzzing			1	1.80952380952381	1.71428571428571	4.71428571428571	0.047619047619048	0.142857142857143	1.40068010691405	1.58564993434418	0.783763812819726	0.218217890235992	0.478091443733757	Auditory	0.553672316384181	3	1.38629436111989	7
Lynott-2009-423-59	59	caramelised			1	3.52380952380952	1.42857142857143	0.285714285714286	3.9047619047619	4.38095238095238	1.28914885172534	1.46872150428284	0.560611910581388	1.22085060121056	1.20317041503648	Gustatory	0.302816901408451	0	0	11
Lynott-2009-423-60	60	charred			0.904761904761905	3.68421052631579	1.68421052631579	0.157894736842105	3.31578947368421	2.42105263157895	1.10818327700728	1.66842013024123	0.374634324632678	1.79668310378837	1.95265601094407	Visual	0.313084112149533	2	1.09861228866811	7
Lynott-2009-423-61	61	cheesy			1	3.04761904761905	0.476190476190476	0.666666666666667	4.19047619047619	4.71428571428571	1.65759435557046	0.980767435177556	1.31656117720877	1.07791686224159	0.560611910581388	Gustatory	0.323636363636364	0	0	6
Lynott-2009-423-62	62	chequered			0.904761904761905	4.47368421052632	0.263157894736842	0.105263157894737	0	0	0.964274111134126	0.561951486949016	0.315301767642306	0	0	Visual	0.923913043478261	1	0.693147180559945	9
Lynott-2009-423-63	63	chewy			1	2.57142857142857	2.04761904761905	1.33333333333333	0.619047619047619	4.47619047619048	1.6604646509766	1.80211515936664	1.39044357430761	1.07126982951031	1.40068010691405	Gustatory	0.349137931034483	0	0	5
Lynott-2009-423-64	64	chilly			1	2.95238095238095	4.19047619047619	0.666666666666667	0.571428571428571	1.28571428571429	1.35927151357595	1.16700675315302	1.31656117720877	1.02817452659695	1.90112748501665	Haptic	0.374384236453202	4	1.6094379124341	6
Lynott-2009-423-65	65	chocolatey			1	4.19047619047619	1	0.333333333333333	4.52380952380952	4.95238095238095	1.16700675315302	1.26491106406735	1.06458129484475	0.749603069567329	0.218217890235994	Gustatory	0.307936507936508	0	0	9
Lynott-2009-423-66	66	chubby			1	4.95238095238095	4.09523809523809	0.428571428571429	0.571428571428571	0.19047619047619	0.218217890235994	1.22085060121056	1.07570574840095	1.32557265253281	0.679635756787974	Visual	0.465116279069767	1	0.693147180559945	6
Lynott-2009-423-67	67	circular	CIRCULAR (ROUND IN TWO DIMENSIONS)	2302	1	4.76190476190476	3.85714285714286	0.142857142857143	0	0.095238095238095	0.538958431120796	1.42427926635594	0.358568582800318	0	0.436435780471985	Visual	0.537634408602151	19	2.99573227355399	8
Lynott-2009-423-68	68	citrusy			1	2.57142857142857	0.571428571428571	0.047619047619048	3.95238095238095	5	1.46872150428284	0.978336781043653	0.218217890235992	0.804747816162957	0	Gustatory	0.407843137254902	0	0	7
Lynott-2009-423-69	69	clammy			0.952380952380952	2.75	4.35	0.4	1.45	0.6	1.61815359364665	1.38696943388321	0.820782681668123	1.73129096949433	1.14248114115496	Haptic	0.413612565445026	1	0.693147180559945	6
Lynott-2009-423-70	70	clamorous			0.380952380952381	2.25	2.875	2.375	0.875	0.125	1.48804761828569	2.16712449375401	2.32609421256197	1.35620268186054	0.353553390593274	Haptic	0.323529411764706	0	0	9
Lynott-2009-423-71	71	clean	CLEAN	704	1	4.61904761904762	3.33333333333333	0.571428571428571	3.80952380952381	1.80952380952381	0.804747816162957	1.59164485150844	0.978336781043653	1.28914885172534	1.77817455889594	Visual	0.286195286195286	64	4.17438726989564	5
