ID	NUMBER	CHINESE	PAGENO	POS	SEMANTIC_FIELD	SF_IN_SOURCE	POS_IN_SOURCE	GLOSS	PINYIN	CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE_SIMPLIFIED
BeijingDaxue-1964-905-192	192	餃子	96	noun	food	六、飮食	名 詞	dumpling (Jiaozi)	jiǎo zi			饺子
BeijingDaxue-1964-905-193	193	餛飩	97	noun	food	六、飮食	名 詞	dumpling (Wonton)	hún tún			馄饨
BeijingDaxue-1964-905-194	194	面條兒	97	noun	food	六、飮食	名 詞	noodles	miàn tiáo ér	973	NOODLE	面条儿
BeijingDaxue-1964-905-195	195	糕	98	noun	food	六、飮食	名 詞	cakes, pastry	gāo	2408	CAKE	糕
BeijingDaxue-1964-905-196	196	餡兒	98	noun	food	六、飮食	名 詞	stuffing (in food)	xiàn ér			馅儿
BeijingDaxue-1964-905-197	197	菜(菜肴)	99	noun	food	六、飮食	名 詞	dish (food)	cài (cài yáo)	481	DISH	菜(菜肴)
BeijingDaxue-1964-905-198	198	葷菜	99	noun	food	六、飮食	名 詞	meat dishes	hūn cài	2767	MEAT DISHES	荤菜
BeijingDaxue-1964-905-199	199	素菜	100	noun	food	六、飮食	名 詞	vegetable dishes	sù cài			素菜
BeijingDaxue-1964-905-200	200	湯	100	noun	food	六、飮食	名 詞	soup	tāng	1547	SOUP	汤
BeijingDaxue-1964-905-201	201	豬肉	101	noun	food	六、飮食	名 詞	pork	zhū ròu	2769	PORK	猪肉
BeijingDaxue-1964-905-202	202	豬肝	101	noun	food	六、飮食	名 詞	pork liver	zhū gān	2778	PIG LIVER	猪肝
BeijingDaxue-1964-905-203	203	豬舌頭	102	noun	food	六、飮食	名 詞	pork tongue	zhū shé tóu	2777	PIG TONGUE	猪舌头
BeijingDaxue-1964-905-204	204	雞蛋	102	noun	food	六、飮食	名 詞	egg	jī dàn	2779	CHICKEN EGG	鸡蛋
BeijingDaxue-1964-905-205	205	腐乳	103	noun	food	六、飮食	名 詞	fermented bean curd	fǔ rǔ			腐乳
BeijingDaxue-1964-905-206	206	粉條兒	103	noun	food	六、飮食	名 詞	thin noodles (Fentiao)	fěn tiáo ér			粉条儿
BeijingDaxue-1964-905-207	207	作料	104	noun	food	六、飮食	名 詞	condiments, seasoning	zuò liào			作料
BeijingDaxue-1964-905-208	208	豬油	104	noun	food	六、飮食	名 詞	pork fat	zhū yóu	2557	PIG FAT	猪油
BeijingDaxue-1964-905-209	209	醬油	105	noun	food	六、飮食	名 詞	soy sauce	jiàng yóu	1968	SOYA SAUCE	酱油
BeijingDaxue-1964-905-210	210	醋	105	noun	food	六、飮食	名 詞	vinegar	cù	985	VINEGAR	醋
BeijingDaxue-1964-905-211	211	糖	106	noun	food	六、飮食	名 詞	sugar, sweets	táng	874	CANDY	糖
BeijingDaxue-1964-905-212	212	蜂蜜	106	noun	food	六、飮食	名 詞	honey	fēng mì	942	HONEY	蜂蜜
BeijingDaxue-1964-905-213	213	酒	107	noun	food	六、飮食	名 詞	alcoholic beverage	jiǔ	404	ALCOHOL (FERMENTED DRINK)	酒
BeijingDaxue-1964-905-214	214	茶	107	noun	food	六、飮食	名 詞	tea	chá	1373	TEA	茶
BeijingDaxue-1964-905-215	215	冰淇淋	108	noun	food	六、飮食	名 詞	ice cream	bīng qí lín			冰淇淋
BeijingDaxue-1964-905-216	216	冰棍兒	108	noun	food	六、飮食	名 詞	popsicle	bīng gùn ér			冰棍儿
BeijingDaxue-1964-905-217	217	開水	109	noun	food	六、飮食	名 詞	boiled water	kāi shuǐ	3362	BOILED WATER	开水
BeijingDaxue-1964-905-218	218	紙煙	109	noun	food	六、飮食	名 詞	cigarette	zhǐ yān	969	CIGARETTE	纸烟
BeijingDaxue-1964-905-219	219	衣服	110	noun	clothing	七、服飾	名 詞	clothes	yī fú	1895	CLOTHES	衣服
BeijingDaxue-1964-905-220	220	上衣	110	noun	clothing	七、服飾	名 詞	jacket	shàng yī	2770	JACKET	上衣
BeijingDaxue-1964-905-221	221	襯衫	111	noun	clothing	七、服飾	名 詞	shirt	chèn shān	1622	SHIRT	衬衫
BeijingDaxue-1964-905-222	222	汗衫	111	noun	clothing	七、服飾	名 詞	undershirt	hàn shān			汗衫
BeijingDaxue-1964-905-223	223	夾祅	112	noun	clothing	七、服飾	名 詞	Jia'ao (costume)	jiā yāo			夹祅
BeijingDaxue-1964-905-224	224	毛衣	112	noun	clothing	七、服飾	名 詞	woolen sweater	máo yī			毛衣
BeijingDaxue-1964-905-225	225	大衣	113	noun	clothing	七、服飾	名 詞	coat	dà yī	603	COAT	大衣
BeijingDaxue-1964-905-226	226	褲子	113	noun	clothing	七、服飾	名 詞	trousers	kù zi	809	TROUSERS	裤子
BeijingDaxue-1964-905-227	227	群子	114	noun	clothing	七、服飾	名 詞	skirt	qún zi	1600	SKIRT	群子
BeijingDaxue-1964-905-228	228	短褲	114	noun	clothing	七、服飾	名 詞	shorts	duǎn kù			短裤
BeijingDaxue-1964-905-229	229	帽子	115	noun	clothing	七、服飾	名 詞	hat	mào zi	771	HAT	帽子
BeijingDaxue-1964-905-230	230	鞋	115	noun	clothing	七、服飾	名 詞	shoes	xié	1381	SHOE	鞋
BeijingDaxue-1964-905-231	231	拖鞋	116	noun	clothing	七、服飾	名 詞	slippers	tuō xié			拖鞋
BeijingDaxue-1964-905-232	232	木拖鞋	116	noun	clothing	七、服飾	名 詞	wooden slippers	mù tuō xié			木拖鞋
BeijingDaxue-1964-905-233	233	靴子	117	noun	clothing	七、服飾	名 詞	boots	xuē zi	585	BOOT	靴子
BeijingDaxue-1964-905-234	234	圍巾	117	noun	clothing	七、服飾	名 詞	shawl	wéi jīn	2771	SHAWL	围巾
BeijingDaxue-1964-905-235	235	手套	118	noun	clothing	七、服飾	名 詞	glove	shǒu tào	867	GLOVE	手套
BeijingDaxue-1964-905-236	236	襪子	118	noun	clothing	七、服飾	名 詞	socks	wà zi	329	STOCKING	袜子
BeijingDaxue-1964-905-237	237	毛巾	119	noun	clothing	七、服飾	名 詞	towel, washcloth	máo jīn	1021	TOWEL	毛巾
BeijingDaxue-1964-905-238	238	手帕	119	noun	clothing	七、服飾	名 詞	handkerchief	shǒu pà	332	RAG	手帕
BeijingDaxue-1964-905-239	239	圍嘴兒	120	noun	clothing	七、服飾	名 詞	bib	wéi zuǐ ér			围嘴儿
BeijingDaxue-1964-905-240	240	領子	120	noun	clothing	七、服飾	名 詞	collar	lǐng zi	2012	COLLAR	领子
BeijingDaxue-1964-905-241	241	袖子	121	noun	clothing	七、服飾	名 詞	sleeve	xiù zi	2953	SLEEVE	袖子
BeijingDaxue-1964-905-242	242	裏子	121	noun	clothing	七、服飾	名 詞	lining (of clothes)	lǐ zi			里子
BeijingDaxue-1964-905-243	243	房子	122	noun	living, dwelling	八、房屋	名 詞	building // house	fáng zi	1252	HOUSE	房子
BeijingDaxue-1964-905-244	244	屋子	122	noun	living, dwelling	八、房屋	名 詞	room	wū zi	1450	ROOM	屋子
BeijingDaxue-1964-905-245	245	正房	123	noun	living, dwelling	八、房屋	名 詞	middle room in the whole house	zhèng fáng			正房
BeijingDaxue-1964-905-246	246	廂房	123	noun	living, dwelling	八、房屋	名 詞	wing-room	xiāng fáng			厢房
BeijingDaxue-1964-905-247	247	廚房	124	noun	living, dwelling	八、房屋	名 詞	kitchen	chú fáng	1365	KITCHEN	厨房
BeijingDaxue-1964-905-248	248	厠所	124	noun	living, dwelling	八、房屋	名 詞	toilet	cè suǒ	219	TOILET	厠所
BeijingDaxue-1964-905-249	249	柱子	125	noun	living, dwelling	八、房屋	名 詞	column	zhù zi	2045	COLUMN	柱子
BeijingDaxue-1964-905-250	250	房梁	125	noun	living, dwelling	八、房屋	名 詞	beam (in a house)	fáng liáng	1132	BEAM	房梁
BeijingDaxue-1964-905-251	251	墻	126	noun	living, dwelling	八、房屋	名 詞	wall	qiáng	933	WALL (OF HOUSE)	墙
BeijingDaxue-1964-905-252	252	窗子	126	noun	living, dwelling	八、房屋	名 詞	window	chuāng zi	1375	WINDOW	窗子
BeijingDaxue-1964-905-253	253	鬥檻兒	127	noun	living, dwelling	八、房屋	名 詞	bucket trap	dòu kǎn ér			斗槛儿
BeijingDaxue-1964-905-254	254	曬臺	127	noun	living, dwelling	八、房屋	名 詞	flat roof	shài tái			晒台
BeijingDaxue-1964-905-255	255	欄桿	128	noun	living, dwelling	八、房屋	名 詞	balustrade	lán gǎn			栏杆
BeijingDaxue-1964-905-256	256	臺階	128	noun	living, dwelling	八、房屋	名 詞	steps (of stairs)	tái jiē	1158	STEP	台阶
BeijingDaxue-1964-905-257	257	樓梯	129	noun	living, dwelling	八、房屋	名 詞	stairs	lóu tī	34	STAIRS	楼梯
BeijingDaxue-1964-905-258	258	院子	129	noun	living, dwelling	八、房屋	名 詞	courtyard	yuàn zi	4	COURTYARD	院子
BeijingDaxue-1964-905-259	259	天井	130	noun	living, dwelling	八、房屋	名 詞	courtyard	tiān jǐng			天井
BeijingDaxue-1964-905-260	260	井	130	noun	living, dwelling	八、房屋	名 詞	well	jǐng	954	WELL	井
BeijingDaxue-1964-905-261	261	家俱	131	noun	tools of daily use	九、器具、日常用具	名 詞	furniture	jiā jù			家俱
BeijingDaxue-1964-905-262	262	桌子	131	noun	tools of daily use	九、器具、日常用具	名 詞	table	zhuō zi	1775	TABLE	桌子
BeijingDaxue-1964-905-263	263	椅子	132	noun	tools of daily use	九、器具、日常用具	名 詞	chair	yǐ zi	1476	CHAIR	椅子
BeijingDaxue-1964-905-264	264	凳子	132	noun	tools of daily use	九、器具、日常用具	名 詞	stool	dèng zi	2058	STOOL	凳子
BeijingDaxue-1964-905-265	265	書桌	133	noun	tools of daily use	九、器具、日常用具	名 詞	desk	shū zhuō			书桌
BeijingDaxue-1964-905-266	266	櫃子	133	noun	tools of daily use	九、器具、日常用具	名 詞	cupboard	guì zi	3357	CUPBOARD	柜子
BeijingDaxue-1964-905-267	267	抽屜	134	noun	tools of daily use	九、器具、日常用具	名 詞	drawer	chōu tì			抽屉
BeijingDaxue-1964-905-268	268	盒子	134	noun	tools of daily use	九、器具、日常用具	名 詞	box	hé zi			盒子
BeijingDaxue-1964-905-269	269	箱子	135	noun	tools of daily use	九、器具、日常用具	名 詞	case, box	xiāng zi	1465	BOX	箱子
BeijingDaxue-1964-905-270	270	皮箱	135	noun	tools of daily use	九、器具、日常用具	名 詞	leather case	pí xiāng			皮箱
BeijingDaxue-1964-905-271	271	床	136	noun	tools of daily use	九、器具、日常用具	名 詞	bed	chuáng	1663	BED	床
BeijingDaxue-1964-905-272	272	被子	136	noun	tools of daily use	九、器具、日常用具	名 詞	quilt	bèi zi	2048	QUILT	被子
BeijingDaxue-1964-905-273	273	褥子	137	noun	tools of daily use	九、器具、日常用具	名 詞	puff	rù zi			褥子
BeijingDaxue-1964-905-274	274	毯子	137	noun	tools of daily use	九、器具、日常用具	名 詞	carpet	tǎn zi			毯子
BeijingDaxue-1964-905-275	275	枕頭	138	noun	tools of daily use	九、器具、日常用具	名 詞	pillow	zhěn tóu	1044	PILLOW	枕头
BeijingDaxue-1964-905-276	276	席子	138	noun	tools of daily use	九、器具、日常用具	名 詞	mat	xí zi	195	MAT	席子
BeijingDaxue-1964-905-277	277	帳子	139	noun	tools of daily use	九、器具、日常用具	名 詞	bed-curtain	zhàng zi			帐子
BeijingDaxue-1964-905-278	278	鍋	139	noun	tools of daily use	九、器具、日常用具	名 詞	cooking-pot	guō	2056	WOK	锅
BeijingDaxue-1964-905-279	279	鍋鏟	140	noun	tools of daily use	九、器具、日常用具	名 詞	pancake turner	guō chǎn			锅铲
BeijingDaxue-1964-905-280	280	菜刀	140	noun	tools of daily use	九、器具、日常用具	名 詞	kitchen knife	cài dāo	2772	KITCHEN KNIFE	菜刀
BeijingDaxue-1964-905-281	281	筷子	141	noun	tools of daily use	九、器具、日常用具	名 詞	chopsticks	kuài zi	1987	CHOPSTICKS	筷子
BeijingDaxue-1964-905-282	282	調羹	141	noun	tools of daily use	九、器具、日常用具	名 詞	spoon	diào gēng	1378	SPOON	调羹
BeijingDaxue-1964-905-283	283	缸	142	noun	tools of daily use	九、器具、日常用具	名 詞	earthen jug	gāng	270	JUG	缸
BeijingDaxue-1964-905-284	284	水瓢	142	noun	tools of daily use	九、器具、日常用具	名 詞	baler	shuǐ piáo			水瓢
BeijingDaxue-1964-905-285	285	壇子	143	noun	tools of daily use	九、器具、日常用具	名 詞	earthern jug	tán zi	3409	EARTHEN JUG	坛子
BeijingDaxue-1964-905-286	286	罐子	143	noun	tools of daily use	九、器具、日常用具	名 詞	pot, jug	guàn zi			罐子
BeijingDaxue-1964-905-287	287	瓶子	144	noun	tools of daily use	九、器具、日常用具	名 詞	bottle	píng zi	1321	BOTTLE	瓶子
BeijingDaxue-1964-905-288	288	木柴	144	noun	tools of daily use	九、器具、日常用具	名 詞	firewood	mù chái	10	FIREWOOD	木柴
BeijingDaxue-1964-905-289	289	木炭	145	noun	tools of daily use	九、器具、日常用具	名 詞	wood charcoal	mù tàn	1188	CHARCOAL	木炭
BeijingDaxue-1964-905-290	290	火爐	145	noun	tools of daily use	九、器具、日常用具	名 詞	stove	huǒ lú	859	STOVE	火炉
BeijingDaxue-1964-905-291	291	熱水瓶	146	noun	tools of daily use	九、器具、日常用具	名 詞	thermos bottle	rè shuǐ píng			热水瓶
BeijingDaxue-1964-905-292	292	漿糊	146	noun	tools of daily use	九、器具、日常用具	名 詞	glue	jiāng hú	1069	GLUE	浆煳
BeijingDaxue-1964-905-293	293	針	147	noun	tools of daily use	九、器具、日常用具	名 詞	needle	zhēn	1382	NEEDLE (FOR SEWING)	针
BeijingDaxue-1964-905-294	294	頂針兒	147	noun	tools of daily use	九、器具、日常用具	名 詞	thimble	dǐng zhēn ér			顶针儿
BeijingDaxue-1964-905-295	295	綫	148	noun	tools of daily use	九、器具、日常用具	名 詞	thread, wire	xiàn	1161	THREAD	綫
BeijingDaxue-1964-905-296	296	繩子	148	noun	tools of daily use	九、器具、日常用具	名 詞	rope	shéng zi	1218	ROPE	绳子
BeijingDaxue-1964-905-297	297	鎖	149	noun	tools of daily use	九、器具、日常用具	名 詞	lock	suǒ	1596	LOCK	锁
BeijingDaxue-1964-905-298	298	鑰匙	149	noun	tools of daily use	九、器具、日常用具	名 詞	key	yào shi	1472	KEY	钥匙
BeijingDaxue-1964-905-299	299	扇子	150	noun	tools of daily use	九、器具、日常用具	名 詞	fan	shàn zi	1971	FAN (OBJECT)	扇子
BeijingDaxue-1964-905-300	300	傘	150	noun	tools of daily use	九、器具、日常用具	名 詞	umbrella	sǎn	3105	UMBRELLA	伞
BeijingDaxue-1964-905-301	301	拐杖	151	noun	tools of daily use	九、器具、日常用具	名 詞	walking staff	guǎi zhàng	1296	WALKING STICK	拐杖
BeijingDaxue-1964-905-302	302	電筒	151	noun	tools of daily use	九、器具、日常用具	名 詞	flashlight	diàn tǒng			电筒
BeijingDaxue-1964-905-303	303	蠟燭	152	noun	tools of daily use	九、器具、日常用具	名 詞	candle	là zhú	1273	CANDLE	蜡烛
BeijingDaxue-1964-905-304	304	火柴	152	noun	tools of daily use	九、器具、日常用具	名 詞	match	huǒ chái	1133	MATCH	火柴
BeijingDaxue-1964-905-305	305	肥皂	153	noun	tools of daily use	九、器具、日常用具	名 詞	soap	féi zào	788	SOAP	肥皂
BeijingDaxue-1964-905-306	306	牙刷	153	noun	tools of daily use	九、器具、日常用具	名 詞	toothbrush	yá shuā	2579	TOOTHBRUSH	牙刷
BeijingDaxue-1964-905-307	307	抹布	154	noun	tools of daily use	九、器具、日常用具	名 詞	dish towel	mǒ bù			抹布
BeijingDaxue-1964-905-308	308	掃帚	154	noun	tools of daily use	九、器具、日常用具	名 詞	broom	sǎo zhǒu	245	BROOM	扫帚
BeijingDaxue-1964-905-309	309	撣子	155	noun	tools of daily use	九、器具、日常用具	名 詞	duster	dǎn zi			掸子
BeijingDaxue-1964-905-310	310	簸箕	155	noun	tools of daily use	九、器具、日常用具	名 詞	dustpan	bǒ jī	2051	DUSTPAN	簸箕
BeijingDaxue-1964-905-311	311	痰盂	156	noun	tools of daily use	九、器具、日常用具	名 詞	spittoon	tán yú			痰盂
BeijingDaxue-1964-905-312	312	算盤	156	noun	instruments, material	十、工具、材料	名 詞	abacus	suàn pán	2489	ABACUS	算盘
BeijingDaxue-1964-905-313	313	秤	157	noun	instruments, material	十、工具、材料	名 詞	scale	chèng	2783	SCALES (MEASURE INSTRUMENT)	秤
BeijingDaxue-1964-905-314	314	戥子	157	noun	instruments, material	十、工具、材料	名 詞	steelyard (for weighing gold, medicine)	děng zi			戥子
BeijingDaxue-1964-905-315	315	尺	158	noun	instruments, material	十、工具、材料	名 詞	foot (measure)	chǐ	2782	FOOT (MEASURE)	尺
BeijingDaxue-1964-905-316	316	剪子	158	noun	instruments, material	十、工具、材料	名 詞	scissors	jiǎn zi	356	SHEARS	剪子
BeijingDaxue-1964-905-317	317	錘子	159	noun	instruments, material	十、工具、材料	名 詞	hammer	chuí zi	1481	HAMMER	锤子
BeijingDaxue-1964-905-318	318	斧頭	159	noun	instruments, material	十、工具、材料	名 詞	axe	fǔ tóu	677	AXE	斧头
BeijingDaxue-1964-905-319	319	鉗子	160	noun	instruments, material	十、工具、材料	名 詞	pincers	qián zi	272	TONGS	钳子
BeijingDaxue-1964-905-320	320	鑷子	160	noun	instruments, material	十、工具、材料	名 詞	tweezers	niè zi			镊子
BeijingDaxue-1964-905-321	321	鑿子	161	noun	instruments, material	十、工具、材料	名 詞	chisel	záo zi	1979	CHISEL	凿子
BeijingDaxue-1964-905-322	322	鋸子	161	noun	instruments, material	十、工具、材料	名 詞	saw (tool)	jù zi	1948	SAW	锯子
BeijingDaxue-1964-905-323	323	銼刀	162	noun	instruments, material	十、工具、材料	名 詞	file (tool)	cuò dāo	3407	FILE (TOOL)	锉刀
BeijingDaxue-1964-905-324	324	鉆子	162	noun	instruments, material	十、工具、材料	名 詞	drill (tool)	chān zi			钻子
BeijingDaxue-1964-905-325	325	錐子	163	noun	instruments, material	十、工具、材料	名 詞	awl	zhuī zi	278	AWL	锥子
BeijingDaxue-1964-905-326	326	鉋子	163	noun	instruments, material	十、工具、材料	名 詞	plane (tool)	bào zi	3408	PLANE (TOOL)	鉋子
BeijingDaxue-1964-905-327	327	小刀兒	164	noun	instruments, material	十、工具、材料	名 詞	small knife	xiǎo dāo ér	3233	SMALL KNIFE	小刀儿
BeijingDaxue-1964-905-328	328	鉤子	164	noun	instruments, material	十、工具、材料	名 詞	hook	gōu zi	1071	HOOK	钩子
BeijingDaxue-1964-905-329	329	釘子	165	noun	instruments, material	十、工具、材料	名 詞	nail (tool)	dīng zi	502	NAIL (TOOL)	钉子
BeijingDaxue-1964-905-330	330	梯子	165	noun	instruments, material	十、工具、材料	名 詞	stairs, ladder	tī zi	2689	LADDER OR STAIRS	梯子
BeijingDaxue-1964-905-331	331	鋤頭	166	noun	instruments, material	十、工具、材料	名 詞	hoe (tool)	chú tóu	284	HOE	锄头
BeijingDaxue-1964-905-332	332	鐮刀	166	noun	instruments, material	十、工具、材料	名 詞	sickle (tool)	lián dāo	341	SICKLE	镰刀
BeijingDaxue-1964-905-333	333	扁擔	167	noun	instruments, material	十、工具、材料	名 詞	shoulder-pole	biǎn dān			扁担
BeijingDaxue-1964-905-334	334	篩子	167	noun	instruments, material	十、工具、材料	名 詞	sieve (tool)	shāi zi	3353	SIEVE (TOOL)	筛子
BeijingDaxue-1964-905-335	335	輪子	168	noun	instruments, material	十、工具、材料	名 詞	wheel	lún zi	710	WHEEL	轮子
BeijingDaxue-1964-905-336	336	木頭	168	noun	instruments, material	十、工具、材料	名 詞	wood	mù tóu	1803	WOOD	木头
BeijingDaxue-1964-905-337	337	竹子	169	noun	instruments, material	十、工具、材料	名 詞	bamboo	zhú zi	1927	BAMBOO	竹子
BeijingDaxue-1964-905-338	338	石灰	169	noun	instruments, material	十、工具、材料	名 詞	limestone	shí huī	2540	LIME (MATERIAL)	石灰
BeijingDaxue-1964-905-339	339	水泥	170	noun	instruments, material	十、工具、材料	名 詞	cement	shuǐ ní			水泥
BeijingDaxue-1964-905-340	340	橡膠	170	noun	instruments, material	十、工具、材料	名 詞	rubber	xiàng jiāo			橡胶
BeijingDaxue-1964-905-341	341	漆	171	noun	instruments, material	十、工具、材料	名 詞	varnish, paint	qī	647	PAINT (PIGMENTS)	漆
BeijingDaxue-1964-905-342	342	玻璃	171	noun	instruments, material	十、工具、材料	名 詞	glass	bō lí	604	GLASS	玻璃
BeijingDaxue-1964-905-343	343	錢	172	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	money	qián	1559	MONEY	钱
BeijingDaxue-1964-905-344	344	商店	172	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	store	shāng diàn	752	STORE	商店
BeijingDaxue-1964-905-345	345	飯館	173	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	restaurant	fàn guǎn			饭馆
BeijingDaxue-1964-905-346	346	郵局	173	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	post office	yóu jú			邮局
BeijingDaxue-1964-905-347	347	郵票	174	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	postage stamp	yóu piào	596	POSTAGE STAMP	邮票
BeijingDaxue-1964-905-348	348	車站	174	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	stop, station	chē zhàn			车站
BeijingDaxue-1964-905-349	349	碼頭	175	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	pier, quay	mǎ tóu			码头
BeijingDaxue-1964-905-350	350	汽車	175	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	automobile	qì chē	1111	CAR	汽车
BeijingDaxue-1964-905-351	351	自行車	176	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	bicycle	zì xíng chē	747	BICYCLE	自行车
BeijingDaxue-1964-905-352	352	人力車	176	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	rickshaw	rén lì chē			人力车
BeijingDaxue-1964-905-353	353	輪船	177	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	steamship	lún chuán			轮船
BeijingDaxue-1964-905-354	354	汽船	177	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	steamship	qì chuán			汽船
BeijingDaxue-1964-905-355	355	小船兒	178	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	boat (small ship)	xiǎo chuán ér	1844	BOAT	小船儿
BeijingDaxue-1964-905-356	356	街道	178	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	street	jiē dào	1362	STREET	街道
BeijingDaxue-1964-905-357	357	人行道	179	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	sidewalk (pavement)	rén xíng dào			人行道
BeijingDaxue-1964-905-358	358	巷	179	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	alley, lane	xiàng			巷
BeijingDaxue-1964-905-359	359	橋	180	noun	business, communication, traffic	十一、商業、郵電、交通	名 詞	bridge	qiáo	1011	BRIDGE	桥
BeijingDaxue-1964-905-360	360	學校	180	noun	culture, music	十二、文化、娛樂	名 詞	school (educational institution)	xué xiào	673	SCHOOL	学校
BeijingDaxue-1964-905-361	361	書	181	noun	culture, music	十二、文化、娛樂	名 詞	book	shū	963	BOOK	书
BeijingDaxue-1964-905-362	362	本子	181	noun	culture, music	十二、文化、娛樂	名 詞	notebook, booklet	běn zi			本子
BeijingDaxue-1964-905-363	363	紙	182	noun	culture, music	十二、文化、娛樂	名 詞	paper	zhǐ	648	PAPER	纸
BeijingDaxue-1964-905-364	364	硯臺	182	noun	culture, music	十二、文化、娛樂	名 詞	inkstone	yàn tái			砚台
BeijingDaxue-1964-905-365	365	毛筆	183	noun	culture, music	十二、文化、娛樂	名 詞	writing brush	máo bǐ			毛笔
BeijingDaxue-1964-905-366	366	鋼筆	183	noun	culture, music	十二、文化、娛樂	名 詞	fountain pen	gāng bǐ			钢笔
BeijingDaxue-1964-905-367	367	信	184	noun	culture, music	十二、文化、娛樂	名 詞	letter	xìn	1612	LETTER	信
BeijingDaxue-1964-905-368	368	信封兒	184	noun	culture, music	十二、文化、娛樂	名 詞	envelope	xìn fēng ér	3088	ENVELOPE	信封儿
BeijingDaxue-1964-905-369	369	信紙	185	noun	culture, music	十二、文化、娛樂	名 詞	letter paper	xìn zhǐ			信纸
BeijingDaxue-1964-905-370	370	橡皮圈兒	185	noun	culture, music	十二、文化、娛樂	名 詞	rubber seal	xiàng pí quān ér			橡皮圈儿
BeijingDaxue-1964-905-371	371	圖章	186	noun	culture, music	十二、文化、娛樂	名 詞	seal, stamp	tú zhāng	651	SEAL	图章
BeijingDaxue-1964-905-372	372	徽章	186	noun	culture, music	十二、文化、娛樂	名 詞	badge, emblem	huī zhāng			徽章
BeijingDaxue-1964-905-373	373	相片	187	noun	culture, music	十二、文化、娛樂	名 詞	foto (picture)	xiāng piàn	3304	PICTURE (PHOTOGRAPH)	相片
BeijingDaxue-1964-905-374	374	電影	187	noun	culture, music	十二、文化、娛樂	名 詞	film (movie)	diàn yǐng	216	MOVIE	电影
BeijingDaxue-1964-905-375	375	故事	188	noun	culture, music	十二、文化、娛樂	名 詞	history, story	gù shì	2060	STORY	故事
BeijingDaxue-1964-905-376	376	球	188	noun	culture, music	十二、文化、娛樂	名 詞	ball	qiú	1845	BALL	球
BeijingDaxue-1964-905-377	377	秋千	189	noun	culture, music	十二、文化、娛樂	名 詞	swing	qiū qiān			秋千
BeijingDaxue-1964-905-378	378	風箏	189	noun	culture, music	十二、文化、娛樂	名 詞	kite	fēng zhēng	307	HAWK	风筝
BeijingDaxue-1964-905-379	379	炮仗	190	noun	culture, music	十二、文化、娛樂	名 詞	firecracker	pào zhàng			炮仗
BeijingDaxue-1964-905-380	380	哨子	190	noun	culture, music	十二、文化、娛樂	名 詞	whistle	shào zi	1025	WHISTLE	哨子
BeijingDaxue-1964-905-381	381	頭	191	noun	human body	十三、人體	名 詞	head	tóu	1256	HEAD	头
BeijingDaxue-1964-905-382	382	頭髮	191	noun	human body	十三、人體	名 詞	hair (of head)	tóu fà	2648	HAIR (HEAD)	头髮
BeijingDaxue-1964-905-383	383	前額	192	noun	human body	十三、人體	名 詞	forehead	qián é	123	FOREHEAD	前额
BeijingDaxue-1964-905-384	384	眼睛	192	noun	human body	十三、人體	名 詞	eye	yǎn jīng	1248	EYE	眼睛
BeijingDaxue-1964-905-385	385	鼻子	193	noun	human body	十三、人體	名 詞	nose	bí zi	1221	NOSE	鼻子
BeijingDaxue-1964-905-386	386	耳朵	193	noun	human body	十三、人體	名 詞	ear	ěr duǒ	1247	EAR	耳朵
BeijingDaxue-1964-905-387	387	嘴	194	noun	human body	十三、人體	名 詞	mouth	zuǐ	674	MOUTH	嘴
BeijingDaxue-1964-905-388	388	舌頭	194	noun	human body	十三、人體	名 詞	tongue	shé tóu	1205	TONGUE	舌头
BeijingDaxue-1964-905-389	389	脖子	195	noun	human body	十三、人體	名 詞	neck	bó zi	1333	NECK	脖子
BeijingDaxue-1964-905-390	390	夾肢窩	195	noun	human body	十三、人體	名 詞	armpit	jiā zhī wō	1886	ARMPIT	夹肢窝
BeijingDaxue-1964-905-391	391	胳膊	196	noun	human body	十三、人體	名 詞	arm	gē bó	1673	ARM	胳膊
BeijingDaxue-1964-905-392	392	左手	196	noun	human body	十三、人體	名 詞	left hand, left side	zuǒ shǒu	2182	LEFT HAND	左手
BeijingDaxue-1964-905-393	393	右手	197	noun	human body	十三、人體	名 詞	right hand, right side	yòu shǒu	2183	RIGHT HAND	右手
BeijingDaxue-1964-905-394	394	手指頭	197	noun	human body	十三、人體	名 詞	fingertip	shǒu zhǐ tóu	2773	FINGERTIP	手指头
