ID	NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
Dye et al-1968-120-1	1	hair	1040	HAIR
Dye et al-1968-120-2	2	head	1256	HEAD
Dye et al-1968-120-3	3	mouth	674	MOUTH
Dye et al-1968-120-4	4	nose	1221	NOSE
Dye et al-1968-120-5	5	eye	1248	EYE
Dye et al-1968-120-6	6	nape	1347	NAPE (OF NECK)
Dye et al-1968-120-7	7	belly	1251	BELLY
Dye et al-1968-120-8	8	skin	763	SKIN
Dye et al-1968-120-9	9	knee	1371	KNEE
Dye et al-1968-120-10	10	man	1554	MAN
Dye et al-1968-120-11	11	woman	962	WOMAN
Dye et al-1968-120-12	12	bird	937	BIRD
Dye et al-1968-120-13	13	dog	2009	DOG
Dye et al-1968-120-14	14	sits	1416	SIT
Dye et al-1968-120-15	15	stands	1442	STAND
Dye et al-1968-120-16	16	lies	215	LIE DOWN
Dye et al-1968-120-17	17	walks	1443	WALK
Dye et al-1968-120-18	18	path	2252	PATH
Dye et al-1968-120-19	19	stone	857	STONE
Dye et al-1968-120-20	20	big	1202	BIG
Dye et al-1968-120-21	21	small	1246	SMALL
Dye et al-1968-120-22	22	fire	221	FIRE
Dye et al-1968-120-23	23	smoke	778	SMOKE (EXHAUST)
Dye et al-1968-120-24	24	ashes	646	ASH
Dye et al-1968-120-25	25	ear	1247	EAR
Dye et al-1968-120-26	26	tongue	1205	TONGUE
Dye et al-1968-120-27	27	tooth	1380	TOOTH
Dye et al-1968-120-28	28	breast	1402	BREAST
Dye et al-1968-120-29	29	hand	1277	HAND
Dye et al-1968-120-30	30	sun	1343	SUN
Dye et al-1968-120-31	31	moon	1313	MOON
Dye et al-1968-120-32	32	star	1430	STAR
Dye et al-1968-120-33	33	cloud	1489	CLOUD
Dye et al-1968-120-34	34	rain	2108	RAINING OR RAIN
Dye et al-1968-120-35	35	water	948	WATER
Dye et al-1968-120-36	36	tree	906	TREE
Dye et al-1968-120-37	37	root	670	ROOT
Dye et al-1968-120-38	38	leaf	628	LEAF
Dye et al-1968-120-39	39	meat	634	MEAT
Dye et al-1968-120-40	40	fat	323	FAT (ORGANIC SUBSTANCE)
Dye et al-1968-120-41	41	egg	744	EGG
Dye et al-1968-120-42	42	eats	1336	EAT
Dye et al-1968-120-43	43	gives (to me)	1447	GIVE
Dye et al-1968-120-44	44	sees	1409	SEE
Dye et al-1968-120-45	45	comes	1446	COME
Dye et al-1968-120-46	46	louse	1392	LOUSE
Dye et al-1968-120-47	47	one	1493	ONE
Dye et al-1968-120-48	48	two	1498	TWO
Dye et al-1968-120-49	49	back	1291	BACK
Dye et al-1968-120-50	50	shoulder	1482	SHOULDER
Dye et al-1968-120-51	51	forehead	123	FOREHEAD
Dye et al-1968-120-52	52	chin	1510	CHIN
Dye et al-1968-120-53	53	elbow	981	ELBOW
Dye et al-1968-120-54	54	thumb	1781	THUMB
Dye et al-1968-120-55	55	leg	1297	LEG
Dye et al-1968-120-56	56	heart	1223	HEART
Dye et al-1968-120-57	57	liver	1224	LIVER
Dye et al-1968-120-58	58	bone	1394	BONE
Dye et al-1968-120-59	59	blood	946	BLOOD
Dye et al-1968-120-60	60	wing	1257	WING
Dye et al-1968-120-61	61	claw	72	CLAW
Dye et al-1968-120-62	62	tail	1220	TAIL
Dye et al-1968-120-63	63	boy	1366	BOY
Dye et al-1968-120-64	64	girl	1646	GIRL
Dye et al-1968-120-65	65	father	1217	FATHER
Dye et al-1968-120-66	66	mother	1216	MOTHER
Dye et al-1968-120-67	67	older brother	1759	OLDER BROTHER
Dye et al-1968-120-68	68	sister	1263	SISTER
Dye et al-1968-120-69	69	name	1405	NAME
Dye et al-1968-120-70	70	pig	1337	PIG
Dye et al-1968-120-71	71	cassowary	466	CASSOWARY
Dye et al-1968-120-72	72	wallaby	165	WALLABY
Dye et al-1968-120-73	73	flying fox	235	FLYING FOX
Dye et al-1968-120-74	74	rat	1490	RAT
Dye et al-1968-120-75	75	frog	503	FROG
Dye et al-1968-120-76	76	snake	730	SNAKE
Dye et al-1968-120-77	77	fish	227	FISH
Dye et al-1968-120-78	78	sugarcane	146	SUGAR CANE
Dye et al-1968-120-79	79	banana	868	BANANA
Dye et al-1968-120-80	80	arrow	977	ARROW
Dye et al-1968-120-81	81	net bag	293	NETBAG
Dye et al-1968-120-82	82	house	1252	HOUSE
Dye et al-1968-120-83	83	earth	1228	EARTH (SOIL)
Dye et al-1968-120-84	84	sand	671	SAND
Dye et al-1968-120-85	85	mountain	639	MOUNTAIN
Dye et al-1968-120-86	86	wind	960	WIND
Dye et al-1968-120-87	87	vine	343	VINE
Dye et al-1968-120-88	88	seed	714	SEED
Dye et al-1968-120-89	89	night	1233	NIGHT
Dye et al-1968-120-90	90	white	1335	WHITE
Dye et al-1968-120-91	91	black	163	BLACK
Dye et al-1968-120-92	92	yellow	1424	YELLOW
Dye et al-1968-120-93	93	red	156	RED
Dye et al-1968-120-94	94	long	1203	LONG
Dye et al-1968-120-95	95	short	1645	SHORT
Dye et al-1968-120-96	96	heavy	1210	HEAVY
Dye et al-1968-120-97	97	light	630	LIGHT (RADIATION)
Dye et al-1968-120-98	98	cold	1287	COLD
Dye et al-1968-120-99	99	three	492	THREE
Dye et al-1968-120-100	100	four	1500	FOUR
Dye et al-1968-120-101	101	five	493	FIVE
Dye et al-1968-120-102	102	yes	1268	YES
Dye et al-1968-120-103	103	no	1269	NO
Dye et al-1968-120-104	104	I	1209	I
Dye et al-1968-120-105	105	thou	1215	THOU
Dye et al-1968-120-106	106	we	1212	WE
Dye et al-1968-120-107	107	betel nut	217	BETELNUT
Dye et al-1968-120-108	108	lime	2540	LIME (MATERIAL)
Dye et al-1968-120-109	109	sago	2270	SAGO
Dye et al-1968-120-110	110	bamboo	1927	BAMBOO
Dye et al-1968-120-111	111	canoe	1970	CANOE
Dye et al-1968-120-112	112	paddle	234	PADDLE
Dye et al-1968-120-113	113	fish trap	389	FISH TRAP
Dye et al-1968-120-114	114	fish spear	841	FISHING SPEAR
Dye et al-1968-120-115	115	grass skirt	328	GRASS-SKIRT
Dye et al-1968-120-116	116	sago thatch	2616	SAGO THATCH
Dye et al-1968-120-117	117	eel	1013	FRESHWATER EEL
Dye et al-1968-120-118	118	tortoise	895	TORTOISE
Dye et al-1968-120-119	119	crocodile	1857	CROCODILE
Dye et al-1968-120-120	120	mosquito	1509	MOSQUITO
