1	CONTEMPTIBLE	bn:00100362a
1	CONTEMPTIBLE	bn:00022146n
1	CONTEMPTIBLE	bn:00022152n
2	DUST	bn:00087438v
2	DUST	bn:14981769n
2	DUST	bn:15020675n
2	DUST	bn:02487723n
2	DUST	bn:15779576n
2	DUST	bn:00087007v
2	DUST	bn:02614456n
2	DUST	bn:13988672n
2	DUST	bn:00059264n
2	DUST	bn:10971937n
2	DUST	bn:00025634n
2	DUST	bn:01709285n
2	DUST	bn:02280356n
2	DUST	bn:03723815n
2	DUST	bn:01999819n
2	DUST	bn:01849461n
2	DUST	bn:00144035n
2	DUST	bn:00087437v
2	DUST	bn:00769989n
2	DUST	bn:03253830n
2	DUST	bn:00747710n
2	DUST	bn:00029192n
2	DUST	bn:00538644n
2	DUST	bn:02415682n
2	DUST	bn:00029193n
2	DUST	bn:02073096n
2	DUST	bn:01993894n
2	DUST	bn:00990961n
2	DUST	bn:00087436v
2	DUST	bn:14751913n
2	DUST	bn:03100563n
3	BRAVE	bn:01570350n
3	BRAVE	bn:03257576n
3	BRAVE	bn:00083889v
3	BRAVE	bn:00097748a
3	BRAVE	bn:16899057n
3	BRAVE	bn:02286746n
3	BRAVE	bn:14207912n
3	BRAVE	bn:02864365n
3	BRAVE	bn:01241428n
3	BRAVE	bn:01907812n
3	BRAVE	bn:00098828a
3	BRAVE	bn:00098827a
3	BRAVE	bn:01885191n
3	BRAVE	bn:02382541n
3	BRAVE	bn:01462116n
3	BRAVE	bn:00531946n
3	BRAVE	bn:00012838n
3	BRAVE	bn:02992435n
3	BRAVE	bn:16690183n
3	BRAVE	bn:00012837n
3	BRAVE	bn:00922450n
3	BRAVE	bn:00344479n
3	BRAVE	bn:13900586n
3	BRAVE	bn:13818468n
4	COURTYARD	bn:03119575n
4	COURTYARD	bn:00023310n
5	GAZELLE	bn:01113843n
5	GAZELLE	bn:03864346n
5	GAZELLE	bn:01456915n
5	GAZELLE	bn:00906290n
5	GAZELLE	bn:02581260n
5	GAZELLE	bn:03477237n
5	GAZELLE	bn:02905971n
5	GAZELLE	bn:00037556n
5	GAZELLE	bn:02304444n
5	GAZELLE	bn:03152946n
6	EARTHQUAKE	bn:15657334n
6	EARTHQUAKE	bn:03302599n
6	EARTHQUAKE	bn:02816189n
6	EARTHQUAKE	bn:01816581n
6	EARTHQUAKE	bn:00875865n
6	EARTHQUAKE	bn:00029448n
6	EARTHQUAKE	bn:02699585n
6	EARTHQUAKE	bn:00928050n
6	EARTHQUAKE	bn:03891862n
6	EARTHQUAKE	bn:02225924n
6	EARTHQUAKE	bn:01018189n
6	EARTHQUAKE	bn:02758871n
6	EARTHQUAKE	bn:02345930n
6	EARTHQUAKE	bn:00029449n
7	GATHER	bn:00353429n
7	GATHER	bn:03328842n
7	GATHER	bn:00085289v
7	GATHER	bn:00088693v
7	GATHER	bn:00088696v
7	GATHER	bn:00082247v
7	GATHER	bn:00082846v
7	GATHER	bn:00082847v
7	GATHER	bn:00085611v
7	GATHER	bn:00088695v
7	GATHER	bn:00037499n
7	GATHER	bn:00037500n
7	GATHER	bn:00088694v
7	GATHER	bn:00088659v
8	CURSE	bn:00021626n
8	CURSE	bn:00024525n
8	CURSE	bn:03831345n
8	CURSE	bn:00046161n
8	CURSE	bn:02560920n
8	CURSE	bn:14875506n
8	CURSE	bn:03138790n
8	CURSE	bn:00008329n
8	CURSE	bn:00083560v
8	CURSE	bn:00209176n
8	CURSE	bn:00024527n
8	CURSE	bn:00082602v
8	CURSE	bn:00024526n
8	CURSE	bn:00086169v
8	CURSE	bn:00086168v
8	CURSE	bn:03381711n
9	ANNOUNCE	bn:00082638v
9	ANNOUNCE	bn:00082639v
9	ANNOUNCE	bn:00087811v
9	ANNOUNCE	bn:00082637v
9	ANNOUNCE	bn:00082640v
10	FIREWOOD	bn:00034717n
10	FIREWOOD	bn:03486885n
11	DARKNESS	bn:01801458n
11	DARKNESS	bn:03098730n
11	DARKNESS	bn:15719611n
11	DARKNESS	bn:01603207n
