# http://comparalex.org/index.php?page=stdlist&id=3
1	001	mouth	bouche
2	002	eye	oeil
3	003	head	tête
4	004	hair	cheveux (de tête)
5	005	tooth	dent
6	006	tongue	langue
7	007	nose	nez
8	008	ear	oreille
9	009	neck	cou
10	010	breast	sein, mamelle
11	011	hand, arm	main
12	011	hand, arm	bras
13	012	claw, fingernail	griffe
14	012	claw, fingernail	ongle
15	013	foot, leg	pied
16	013	foot, leg	jambe (y compris le pied)
17	013	foot, leg	jambe
18	014	buttock	fesse
19	015	belly	ventre
20	015	belly	ventre, abdomen (externe)
21	015	belly	estomac, ventre (interne)
22	016	navel	nombril
23	017	intestines	intestins
24	018	blood	sang
25	019	urine	urine
26	020	bone	os
27	021	skin	peau (d'homme)
28	022	wing	aile
29	023	feather	plume
30	024	horn	corne
31	025	tail	queue
32	026	person / human	personne
33	027	man (male)	homme (mâle)
34	028	woman	femme
35	029	husband	mari, époux
36	030	child (offspring)	enfant
37	031	name	nom
38	032	sky	ciel
39	033	night	nuit
40	034	moon	lune
41	035	sun	soleil
42	036	wind	vent
43	037	cloud	nuage
44	038	dew	rosée
45	039	rain	pluie
46	040	earth (soil, ground)	sol, terre
47	040	earth (soil, ground)	terre (sol)
48	041	sand	sable
49	042	path	chemin, route
50	043	water	eau
51	044	stream, river	rivière, fleuve
52	044	stream, river	ruisseau
53	045	house	maison
54	045	house	concession, maison
55	046	fire	feu
56	047	firewood	bois à brûler
57	048	smoke	fumée
58	049	ash(es)	cendres
59	050	knife	couteau
60	051	rope	corde
61	052	spear	lance (javelot)
62	053	war	guerre
63	054	meat, animal	animal
64	054	meat, animal	viande
65	055	dog	chien
66	056	elephant	éléphant
67	057	goat	chèvre
68	058	bird	oiseau
69	059	tortoise (land)	tortue (terrestre)
70	060	snake	serpent
71	061	fish	poisson
72	062	louse	pou (de tête)
73	063	egg	oeuf
74	064	tree	arbre
75	065	bark (tree)	écorce (d'arbre)
76	066	leaf (tree)	feuille
77	067	root (of tree)	racine
78	068	salt	sel
79	069	fat / grease	graisse
80	070	hunger	faim
81	070	hunger	(avoir) faim
82	071	iron (metal)	fer
83	072	one	un (1)
84	073	two	deux (2)
85	074	three	trois (3)
86	075	four	quatre (4)
87	076	five	cinq (5)
88	077	six	six (6)
89	078	seven	sept (7)
90	079	eight	huit (8)
91	080	nine	neuf (9)
92	081	ten	dix (10)
93	082	come	venir
94	083	send (tr)	envoyer en commission
95	083	send (tr)	envoyer (qqch à qqn)
96	084	walk	marcher
97	085	fall (v)	tomber
98	086	to leave, depart	quitter, partir
99	087	fly (v)	voler
100	088	pour	verser
101	089	hit, strike	frapper, donner un coup
102	090	bite	mordre
103	091	wash	laver
104	091	wash	laver (habits)
105	092	split (tr)	fendre
106	093	give	donner
107	094	steal	voler (dérober)
108	095	squeeze	presser
109	096	cultivate	cultiver
110	097	bury	enterrer, ensevelir
111	098	burn (tr)	brûler
112	099	eat	manger
113	100	drink (v)	boire
114	101	vomit	vomir
115	102	suck	sucer
116	103	spit	cracher
117	104	blow (v)	souffler
118	105	swell (v)	se gonfler, enfler
119	106	bear child	accoucher, donner naissance, engendrer, enfanter
120	107	die	mourir
121	108	kill	tuer
122	109	push (v)	pousser
123	110	pull (v)	tirer
124	111	sing (song)	chanter
125	111	sing (song)	chant, chanson
126	112	play (v)	jouer, s'amuser
127	113	fear (v)	avoir peur
128	113	fear (v)	avoir peur, craindre
129	114	want (v)	vouloir, désirer
130	115	say	dire
131	116	see	voir
132	117	show	montrer
133	118	hear	entendre
134	119	know (tr)	connaître, savoir
135	120	count (v)	compter
136	121	be seated	(être) assis
137	122	many	beaucoup (de)
138	123	be white	(être) blanc
139	124	be good	(être) bon
140	125	be hot	(avoir) chaud
141	125	be hot	(être) chaud
142	126	heart	coeur
143	127	be lying down	(être) couché, étendu
144	128	be standing	(être, se tenir) debout
145	129	star	étoile
146	130	liver	foie
147	131	be cold	(être) froid
148	132	knee	genou
149	133	be big	(être) grand, gros
150	134	be long	(être) long
151	135	mountain	montagne
152	136	swim	nager
153	137	be black	(être) noir
154	138	be new	(être) nouveau, neuf
155	139	be small	(être) petit
156	140	rock	pierre
157	141	full, filled	(être) plein
158	142	who?	qui?
159	143	what?	quoi?
160	144	be round	(être) rond
161	145	be red	(être) rouge
162	146	be dry	(être) sec
163	147	seed	grain, semence
164	148	sleep (n)	sommeil
165	149	all	tout, tous
