# Ibadan wordlist of 400 basic items
200	brother(elder) (for man) 
201	brother (younger) for man) 
202	sister (elder) (for man) 
203	sister (younger) (for man) 
204	mother's brother 
205	in-law 
206	guest ('stranger') 
207	friend
208	king 
209	hunter 
210	thief 
211	doctor (native) 
212	witch
213	chief 
214	medicine (charm) 
215	fetish ('juju') 
216	corpse 
217	God  
218	one  
219	two  
220	three  
221	four  
222	five  
223	six  
224	seven  
225	eight  
226	nine  
227	ten  
228	eleven  
229	twelve  
230	thirteen  
231	fourteen  
232	fifteen  
233	sixteen  
234	seventeen  
235	eighteen  
236	nineteen  
237	twenty  
238	twenty-one  
239	twenty-two  
240	thirty  
241	forty  
242	fifty  
243	sixty  
244	seventy  
245	eighty  
246	ninety  
247	hundred  
248	two hundred 
249	four hundred 
250	black
251	white 
252	red 
253	big (great, large) 
254	long (of stick) 
255	short (of stick) 
256	old 
257	old (opp. New) 
258	new 
259	wet 
260	dry 
261	hot (as fire) 
262	cold 
263	right (side) 
264	left 
265	good 
266	bad 
267	sweet (tasty) 
268	heavy 
269	full 
270	strong 
271	hard 
272	eat 
273	drink 
274	swallow 
275	bite 
276	lick 
277	taste 
278	spit 
279	vomit 
280	urinate 
281	defecate 
282	give birth 
283	die  
284	stand (up) 
285	sit (down) 
286	kneel 
287	lie (down)
288	sleep 
289	dream 
290	go 
291	come 
292	return (intr.) 
293	arrive 
294	enter 
295	climb 
296	descend 
297	fall 
298	walk 
299	run 
300	jump 
301	fly 
302	pass (by) 
303	turn round (intr.) 
304	follow 
305	see 
306	hear 
307	touch (with hand) 
308	know 
309	remember  
310	forget  
311	think  
312	learn  
313	laugh  
314	weep (cry)  
315	sing  
316	dance  
317	play (games)  
318	fear  
319	greet (salute)  
320	abuse  
321	fight  
322	call (summon)  
323	send (someone to do something)  
324	say (direct speech)  
325	ask (question)  
326	reply  
327	ask (request)  
328	refuse  
329	like  
330	want (desire)  
331	look for  
332	lose (something)  
333	steal  
334	take (one thing)  
335	carry (load)  
336	show (something)  
337	give  
338	sell  
339	choose  
340	buy  
341	pay (for something)  
# 
343	count 
344	divide (share out) 
345	finish (intr.) 
346	catch 
347	shoot 
348	kill 
349	skin (flay) 
350	cook 
351	fly 
352	roast 
353	pound (in mortar) 
354	grind 
355	pour 
356	throw 
357	sweep 
358	burn (tr.) 
359	extinguish (tr.) 
360	plait (hair) 
361	weave (cloth) 
362	spin (thread) 
363	sew 
364	put on (clothes) 
365	take off (clothes) 
366	wash (things) 
367	wash (body)
368	wring (clothes) 
369	pull 
370	push 
371	beat (person) 
372	beat (drum)  
373	break (pot, calabash)  
374	break (a stick)  
375	tear (tr.)  
376	split (tr.)  
377	pierce  
378	hoe  
379	dig  
380	sow (seeds in holes)  
381	plant (tubers)  
382	bury 
383	build (house) 
384	mould (pot) 
385	carve (wood) 
386	make 
387	tie (rope) 
388	Untie 
389	cover (a pot) 
390	open (door)  
391	close  
392	(be)rotten  
393	stink  
394	swell (intr.) (of boil)  
395	blow (with mouth)  
396	blow (of wind)  
397	surpass  
398	dwell  
399	gather (things)  
400	hold (in hand)  
*401	1st person singular 
*402	2nd person singular 
*403	3rd person singular 
*404	1st person plural 
*405	2nd person plural 
*406	3rd person plural 
